,QUARTER,TIME_REMAINING,HOUSTON_ACTION,MIAMI_ACTION,HOUSTON_SCORE,MIAMI_SCORE
62,1,4:57.0,,J. Butler misses 2-pt jump shot from 9 ft,7,26
63,1,4:57.0,Defensive rebound by P. Tucker,,7,26
64,1,4:44.0,J. Harden makes 3-pt jump shot from 23 ft,,10,26
65,1,4:30.0,,T. Herro makes 2-pt jump shot from 17 ft (assist by J. Butler),10,28
66,1,4:11.0,D. House misses 3-pt jump shot from 23 ft,,10,28
67,1,4:09.0,,Defensive rebound by T. Herro,10,28
68,1,3:54.0,,M. Leonard makes 2-pt dunk from 1 ft (assist by J. Butler),10,30
69,1,3:37.0,J. Harden misses 3-pt jump shot from 26 ft,,10,30
70,1,3:35.0,,Defensive rebound by M. Leonard,10,30
71,1,3:25.0,,Shooting foul by A. Rivers (drawn by T. Herro),10,30
72,1,3:25.0,,T. Herro makes free throw 1 of 2,10,31
73,1,3:25.0,T. Chandler enters the game for E. Gordon,,10,31
74,1,3:25.0,B. McLemore enters the game for P. Tucker,,10,31
75,1,3:25.0,,J. Johnson enters the game for B. Adebayo,10,31
76,1,3:25.0,,T. Herro makes free throw 2 of 2,10,32
77,1,3:03.0,J. Harden misses 3-pt jump shot from 26 ft,,10,32
78,1,3:00.0,,Defensive rebound by J. Butler,10,32
79,1,2:54.0,,Personal foul by B. McLemore (drawn by T. Herro),10,32
80,1,2:54.0,,Miami full timeout,10,32
81,1,2:54.0,R. Westbrook enters the game for J. Harden,,10,32
82,1,2:54.0,,T. Herro makes free throw 1 of 2,10,33
83,1,2:54.0,,T. Herro makes free throw 2 of 2,10,34
84,1,2:33.0,B. McLemore makes 2-pt jump shot from 13 ft (assist by A. Rivers),,12,34
85,1,2:10.0,,M. Leonard misses 2-pt layup from 1 ft (block by D. House),12,34
86,1,2:10.0,,Offensive rebound by J. Butler,12,34
87,1,2:05.0,,J. Johnson makes 2-pt dunk from 1 ft (assist by J. Butler),12,36
88,1,1:49.0,D. House makes 2-pt layup from 2 ft (assist by T. Chandler),,14,36
89,1,1:36.0,,M. Leonard makes 3-pt jump shot from 24 ft,14,39
90,1,1:21.0,R. Westbrook misses 3-pt jump shot from 24 ft,,14,39
91,1,1:19.0,,Defensive rebound by J. Butler,14,39
92,1,1:08.0,,G. Dragić misses 3-pt jump shot from 23 ft,14,39
93,1,1:06.0,Defensive rebound by A. Rivers,,14,39
94,1,0:58.0,Turnover by A. Rivers (lost ball; steal by T. Herro),,14,39
95,1,0:55.0,,J. Butler makes 2-pt layup from 2 ft (assist by T. Herro),14,41
96,1,0:55.0,,Shooting foul by R. Westbrook (drawn by J. Butler),14,41
97,1,0:55.0,C. Clemons enters the game for T. Chandler,,14,41
98,1,0:55.0,P. Tucker enters the game for A. Rivers,,14,41
99,1,0:55.0,,K. Olynyk enters the game for M. Leonard,14,41
100,1,0:55.0,,J. Butler makes free throw 1 of 1,14,42
101,1,0:43.0,B. McLemore misses 3-pt jump shot from 26 ft,,14,42
102,1,0:41.0,,Defensive rebound by K. Olynyk,14,42
103,1,0:30.0,,K. Olynyk makes 2-pt layup from 2 ft (assist by G. Dragić),14,44
104,1,0:23.0,P. Tucker misses 2-pt hook shot from 8 ft,,14,44
105,1,0:21.0,,Defensive rebound by K. Olynyk,14,44
106,1,0:03.0,,Flagrant foul type 1 by C. Clemons (drawn by K. Olynyk),14,44
107,1,0:03.0,,Instant Replay (Request: Ruling Stands),14,44
108,1,0:03.0,,K. Olynyk makes flagrant free throw 1 of 2,14,45
109,1,0:03.0,,K. Olynyk makes flagrant free throw 2 of 2,14,46
110,1,0:00.0,,J. Johnson misses 3-pt jump shot from 26 ft (block by R. Westbrook),14,46
111,1,0:00.0,,Offensive rebound by Team,14,46
112,2,11:36.0,,D. Robinson makes 3-pt jump shot from 24 ft (assist by G. Dragić),14,49
113,2,11:23.0,D. House makes 2-pt layup at rim (assist by R. Westbrook),,16,49
114,2,11:08.0,,T. Herro misses 2-pt jump shot from 10 ft,16,49
115,2,11:05.0,Defensive rebound by D. House,,16,49
116,2,11:04.0,Shooting foul by J. Johnson (drawn by R. Westbrook),,16,49
117,2,11:04.0,R. Westbrook misses free throw 1 of 2,,16,49
118,2,11:04.0,Offensive rebound by Team,,16,49
119,2,11:04.0,R. Westbrook makes free throw 2 of 2,,17,49
120,2,10:55.0,,J. Johnson makes 2-pt layup from 2 ft (assist by G. Dragić),17,51
121,2,10:52.0,R. Westbrook misses 2-pt layup at rim (block by K. Olynyk),,17,51
122,2,10:50.0,,Defensive rebound by G. Dragić,17,51
123,2,10:47.0,,Personal foul by D. House (drawn by T. Herro),17,51
124,2,10:47.0,E. Gordon enters the game for B. McLemore,,17,51
125,2,10:31.0,,J. Johnson misses 3-pt jump shot from 25 ft,17,51
126,2,10:28.0,Defensive rebound by R. Westbrook,,17,51
127,2,10:23.0,E. Gordon misses 3-pt jump shot from 23 ft,,17,51
128,2,10:20.0,,Defensive rebound by J. Johnson,17,51
129,2,10:16.0,,D. Robinson misses 3-pt jump shot from 22 ft,17,51
130,2,10:13.0,Defensive rebound by P. Tucker,,17,51
131,2,10:12.0,R. Westbrook misses 3-pt jump shot from 25 ft,,17,51
132,2,10:10.0,Offensive rebound by C. Clemons,,17,51
133,2,10:07.0,C. Clemons misses 3-pt jump shot from 28 ft,,17,51
134,2,10:03.0,,Defensive rebound by K. Olynyk,17,51
135,2,9:53.0,,K. Olynyk makes 2-pt layup from 1 ft (assist by J. Johnson),17,53
136,2,9:35.0,E. Gordon misses 2-pt layup from 2 ft,,17,53
137,2,9:33.0,,Defensive rebound by K. Olynyk,17,53
138,2,9:27.0,,Shooting foul by P. Tucker (drawn by J. Johnson),17,53
139,2,9:27.0,,J. Johnson misses free throw 1 of 2,17,53
140,2,9:27.0,,Offensive rebound by Team,17,53
141,2,9:27.0,,J. Johnson makes free throw 2 of 2,17,54
142,2,9:19.0,Shooting foul by K. Olynyk (drawn by D. House),,17,54
143,2,9:19.0,D. House makes free throw 1 of 2,,18,54
144,2,9:19.0,D. House misses free throw 2 of 2,,18,54
145,2,9:15.0,,Defensive rebound by J. Johnson,18,54
146,2,9:07.0,,T. Herro misses 2-pt jump shot from 18 ft,18,54
147,2,9:04.0,Defensive rebound by R. Westbrook,,18,54
148,2,8:51.0,D. House misses 3-pt jump shot from 26 ft,,18,54
149,2,8:49.0,,Defensive rebound by D. Robinson,18,54
150,2,8:38.0,,G. Dragić makes 2-pt layup from 1 ft (assist by K. Olynyk),18,56
151,2,8:30.0,C. Clemons misses 3-pt jump shot from 28 ft,,18,56
152,2,8:25.0,Offensive rebound by C. Clemons,,18,56
153,2,8:24.0,Turnover by R. Westbrook (traveling),,18,56
154,2,8:06.0,,D. Robinson makes 3-pt jump shot from 25 ft (assist by T. Herro),18,59
155,2,7:55.0,E. Gordon makes 2-pt layup from 2 ft (assist by R. Westbrook),,20,59
156,2,7:37.0,,T. Herro misses 2-pt jump shot from 4 ft (block by C. Clemons),20,59
157,2,7:35.0,,Offensive rebound by T. Herro,20,59
158,2,7:32.0,,D. Robinson misses 3-pt jump shot from 27 ft,20,59
159,2,7:29.0,Defensive rebound by P. Tucker,,20,59
160,2,7:23.0,C. Clemons makes 3-pt jump shot from 28 ft (assist by R. Westbrook),,23,59
161,2,7:23.0,,Miami full timeout,23,59
162,2,7:23.0,C. Capela enters the game for D. House,,23,59
163,2,7:23.0,J. Harden enters the game for P. Tucker,,23,59
164,2,7:23.0,T. Sefolosha enters the game for R. Westbrook,,23,59
165,2,7:23.0,,B. Adebayo enters the game for J. Johnson,23,59
166,2,7:09.0,,Personal foul by J. Harden (drawn by G. Dragić),23,59
167,2,7:02.0,,Turnover by B. Adebayo (bad pass),23,59
168,2,6:48.0,C. Capela makes 2-pt dunk at rim (assist by J. Harden),,25,59
169,2,6:29.0,,T. Herro makes 3-pt jump shot from 26 ft (assist by K. Olynyk),25,62
170,2,6:14.0,E. Gordon misses 3-pt jump shot from 25 ft,,25,62
171,2,6:12.0,,Defensive rebound by T. Herro,25,62
172,2,6:05.0,,Offensive foul by K. Olynyk (drawn by C. Clemons),25,62
173,2,6:05.0,,Turnover by K. Olynyk (offensive foul),25,62
174,2,6:05.0,,K. Nunn enters the game for G. Dragić,25,62
175,2,5:51.0,C. Clemons makes 3-pt jump shot from 25 ft (assist by T. Sefolosha),,28,62
176,2,5:36.0,,K. Olynyk misses 2-pt jump shot from 17 ft,28,62
177,2,5:34.0,Defensive rebound by C. Clemons,,28,62
178,2,5:30.0,Shooting foul by K. Nunn (drawn by J. Harden),,28,62
179,2,5:30.0,J. Harden makes free throw 1 of 2,,29,62
180,2,5:30.0,,J. Butler enters the game for K. Nunn,29,62
181,2,5:30.0,,M. Leonard enters the game for K. Olynyk,29,62
182,2,5:30.0,J. Harden makes free throw 2 of 2,,30,62
183,2,5:18.0,,T. Herro misses 3-pt jump shot from 26 ft,30,62
184,2,5:16.0,Defensive rebound by C. Capela,,30,62
185,2,5:11.0,J. Harden makes 2-pt layup at rim,,32,62
186,2,5:00.0,,D. Robinson makes 2-pt layup from 1 ft (assist by T. Herro),32,64
187,2,4:52.0,Turnover by J. Harden (bad pass; steal by M. Leonard),,32,64
188,2,4:43.0,,D. Robinson misses 3-pt jump shot from 24 ft,32,64
189,2,4:40.0,Defensive rebound by J. Harden,,32,64
190,2,4:35.0,C. Clemons misses 3-pt jump shot from 28 ft,,32,64
191,2,4:32.0,,Defensive rebound by B. Adebayo,32,64
192,2,4:28.0,,J. Butler makes 2-pt dunk from 1 ft (assist by B. Adebayo),32,66
193,2,4:16.0,E. Gordon makes 2-pt layup from 1 ft (assist by J. Harden),,34,66
194,2,3:50.0,,Turnover by Team (shot clock),34,66
195,2,3:50.0,R. Westbrook enters the game for C. Clemons,,34,66
196,2,3:40.0,Shooting foul by B. Adebayo (drawn by J. Harden),,34,66
197,2,3:40.0,J. Harden makes free throw 1 of 3,,35,66
198,2,3:40.0,J. Harden makes free throw 2 of 3,,36,66
199,2,3:40.0,J. Harden makes free throw 3 of 3,,37,66
200,2,3:18.0,,Turnover by D. Robinson (out of bounds lost ball),37,66
201,2,3:09.0,Shooting foul by T. Herro (drawn by J. Harden),,37,66
202,2,3:09.0,J. Harden makes free throw 1 of 2,,38,66
203,2,3:09.0,B. McLemore enters the game for E. Gordon,,38,66
204,2,3:09.0,,G. Dragić enters the game for D. Robinson,38,66
205,2,3:09.0,J. Harden makes free throw 2 of 2,,39,66
206,2,2:54.0,,Personal foul by T. Sefolosha (drawn by J. Butler),39,66
207,2,2:54.0,Houston full timeout,,39,66
208,2,2:46.0,,J. Butler misses 2-pt jump shot from 3 ft,39,66
209,2,2:45.0,Defensive rebound by R. Westbrook,,39,66
210,2,2:44.0,Turnover by R. Westbrook (step out of bounds),,39,66
211,2,2:36.0,,G. Dragić makes 3-pt jump shot from 25 ft (assist by J. Butler),39,69
212,2,2:18.0,Turnover by R. Westbrook (lost ball; steal by M. Leonard),,39,69
213,2,2:13.0,,T. Herro misses 3-pt jump shot from 25 ft,39,69
214,2,2:09.0,Defensive rebound by J. Harden,,39,69
215,2,2:03.0,J. Harden misses 3-pt jump shot from 25 ft,,39,69
216,2,2:02.0,Offensive rebound by J. Harden,,39,69
217,2,1:59.0,J. Harden misses 3-pt jump shot from 25 ft,,39,69
218,2,1:56.0,,Defensive rebound by B. Adebayo,39,69
219,2,1:45.0,,J. Butler makes 2-pt jump shot from 4 ft,39,71
220,2,1:31.0,Turnover by T. Sefolosha (off goaltending),,39,71
221,2,1:18.0,,Personal foul by J. Harden (drawn by B. Adebayo),39,71
222,2,1:18.0,,B. Adebayo misses free throw 1 of 2,39,71
223,2,1:18.0,,Offensive rebound by Team,39,71
224,2,1:18.0,,B. Adebayo misses free throw 2 of 2,39,71
225,2,1:15.0,Defensive rebound by C. Capela,,39,71
226,2,1:07.0,Turnover by J. Harden (lost ball; steal by B. Adebayo),,39,71
227,2,1:00.0,,Turnover by B. Adebayo (bad pass; steal by C. Capela),39,71
228,2,0:53.0,Personal foul by M. Leonard (drawn by J. Harden),,39,71
229,2,0:53.0,J. Harden makes free throw 1 of 2,,40,71
230,2,0:53.0,,D. Robinson enters the game for M. Leonard,40,71
231,2,0:53.0,J. Harden makes free throw 2 of 2,,41,71
232,2,0:46.0,,Turnover by B. Adebayo (off goaltending),41,71
233,2,0:35.0,J. Harden makes 2-pt jump shot from 2 ft,,43,71
234,2,0:14.0,,J. Butler misses 3-pt jump shot from 26 ft,43,71
235,2,0:12.0,Defensive rebound by C. Capela,,43,71
236,2,0:02.0,J. Harden makes 3-pt jump shot from 30 ft,,46,71
237,2,0:00.0,,J. Butler misses 3-pt jump shot from 45 ft,46,71
238,2,0:00.0,,Offensive rebound by Team,46,71
239,3,11:52.0,,Turnover by K. Nunn (bad pass; steal by R. Westbrook),46,71
240,3,11:52.0,Personal foul by J. Butler (drawn by R. Westbrook),,46,71
241,3,11:43.0,R. Westbrook misses 3-pt jump shot from 25 ft,,46,71
242,3,11:41.0,,Defensive rebound by J. Butler,46,71
243,3,11:24.0,,B. Adebayo misses 2-pt hook shot from 6 ft,46,71
244,3,11:22.0,Defensive rebound by J. Harden,,46,71
245,3,11:19.0,,Violation by Team (kicked ball),46,71
246,3,11:11.0,Turnover by J. Harden (bad pass; steal by M. Leonard),,46,71
247,3,11:02.0,,Turnover by K. Nunn (bad pass; steal by C. Capela),46,71
248,3,10:58.0,Turnover by E. Gordon (traveling),,46,71
249,3,10:41.0,,J. Butler misses 2-pt layup from 1 ft,46,71
250,3,10:37.0,Defensive rebound by E. Gordon,,46,71
251,3,10:27.0,E. Gordon misses 3-pt jump shot from 25 ft,,46,71
252,3,10:27.0,,Defensive rebound by Team,46,71
253,3,10:27.0,Loose ball foul by C. Capela (drawn by M. Leonard),,46,71
254,3,10:21.0,,Personal foul by E. Gordon (drawn by D. Robinson),46,71
255,3,10:14.0,,K. Nunn misses 3-pt jump shot from 26 ft,46,71
256,3,10:12.0,Defensive rebound by P. Tucker,,46,71
257,3,10:08.0,R. Westbrook misses 2-pt layup from 1 ft,,46,71
258,3,10:06.0,,Defensive rebound by M. Leonard,46,71
259,3,9:56.0,,B. Adebayo makes 2-pt jump shot from 5 ft (assist by J. Butler),46,73
260,3,9:50.0,Shooting foul by B. Adebayo (drawn by C. Capela),,46,73
261,3,9:50.0,C. Capela misses free throw 1 of 2,,46,73
262,3,9:50.0,Offensive rebound by Team,,46,73
263,3,9:50.0,C. Capela makes free throw 2 of 2,,47,73
264,3,9:33.0,,D. Robinson makes 3-pt jump shot from 24 ft (assist by J. Butler),47,76
265,3,9:18.0,C. Capela misses 2-pt layup from 3 ft (block by M. Leonard),,47,76
266,3,9:14.0,,Defensive rebound by J. Butler,47,76
267,3,9:08.0,,J. Butler misses 2-pt layup from 3 ft,47,76
268,3,9:06.0,Defensive rebound by R. Westbrook,,47,76
269,3,9:00.0,R. Westbrook misses 3-pt jump shot from 23 ft,,47,76
270,3,8:58.0,,Defensive rebound by M. Leonard,47,76
271,3,8:51.0,,K. Nunn misses 3-pt jump shot from 25 ft,47,76
272,3,8:46.0,,Offensive rebound by B. Adebayo,47,76
273,3,8:44.0,,J. Butler misses 3-pt jump shot from 26 ft,47,76
274,3,8:41.0,Defensive rebound by P. Tucker,,47,76
275,3,8:35.0,E. Gordon misses 2-pt layup from 2 ft (block by D. Robinson),,47,76
276,3,8:35.0,,Defensive rebound by Team,47,76
277,3,8:09.0,,J. Butler misses 3-pt jump shot from 23 ft,47,76
278,3,8:09.0,,Offensive rebound by Team,47,76
279,3,7:57.0,,D. Robinson makes 3-pt jump shot from 24 ft (assist by J. Butler),47,79
280,3,7:35.0,Shooting foul by M. Leonard (drawn by R. Westbrook),,47,79
281,3,7:35.0,R. Westbrook misses free throw 1 of 2,,47,79
282,3,7:35.0,Offensive rebound by Team,,47,79
283,3,7:35.0,R. Westbrook makes free throw 2 of 2,,48,79
284,3,7:17.0,,Shooting foul by P. Tucker (drawn by M. Leonard),48,79
285,3,7:17.0,,M. Leonard makes free throw 1 of 2,48,80
286,3,7:17.0,,M. Leonard makes free throw 2 of 2,48,81
287,3,7:04.0,Turnover by R. Westbrook (bad pass; steal by J. Butler),,48,81
288,3,7:00.0,,B. Adebayo makes 2-pt dunk from 2 ft (assist by K. Nunn),48,83
289,3,6:50.0,R. Westbrook misses 2-pt layup from 1 ft,,48,83
290,3,6:46.0,,Defensive rebound by B. Adebayo,48,83
291,3,6:44.0,,Personal foul by R. Westbrook (drawn by B. Adebayo),48,83
292,3,6:44.0,,Miami full timeout,48,83
293,3,6:44.0,D. House enters the game for P. Tucker,,48,83
294,3,6:44.0,A. Rivers enters the game for R. Westbrook,,48,83
295,3,6:25.0,,D. Robinson misses 3-pt jump shot from 26 ft,48,83
296,3,6:21.0,Defensive rebound by C. Capela,,48,83
297,3,6:13.0,E. Gordon misses 2-pt layup from 3 ft (block by B. Adebayo),,48,83
298,3,6:13.0,Offensive rebound by Team,,48,83
299,3,6:01.0,J. Harden makes 2-pt jump shot from 5 ft,,50,83
300,3,5:42.0,,K. Nunn misses 2-pt layup from 2 ft (block by E. Gordon),50,83
301,3,5:42.0,Defensive rebound by C. Capela,,50,83
302,3,5:35.0,Personal foul by K. Nunn (drawn by E. Gordon),,50,83
303,3,5:35.0,B. McLemore enters the game for E. Gordon,,50,83
304,3,5:35.0,,G. Dragić enters the game for D. Robinson,50,83
305,3,5:25.0,Turnover by J. Harden (lost ball; steal by J. Butler),,50,83
306,3,5:21.0,,K. Nunn misses 2-pt layup from 2 ft,50,83
307,3,5:18.0,Defensive rebound by C. Capela,,50,83
308,3,5:15.0,Turnover by J. Harden (traveling),,50,83
309,3,5:15.0,,T. Herro enters the game for K. Nunn,50,83
310,3,5:05.0,,Turnover by G. Dragić (traveling),50,83
311,3,4:54.0,B. McLemore misses 3-pt jump shot from 26 ft,,50,83
312,3,4:52.0,,Defensive rebound by T. Herro,50,83
313,3,4:38.0,,M. Leonard makes 2-pt hook shot from 4 ft (assist by B. Adebayo),50,85
314,3,4:18.0,C. Capela misses 2-pt hook shot from 7 ft,,50,85
315,3,4:16.0,Offensive rebound by A. Rivers,,50,85
316,3,4:16.0,Shooting foul by B. Adebayo (drawn by D. House),,50,85
317,3,4:16.0,D. House misses free throw 1 of 3,,50,85
318,3,4:16.0,Offensive rebound by Team,,50,85
319,3,4:16.0,D. House makes free throw 2 of 3,,51,85
320,3,4:16.0,P. Tucker enters the game for C. Capela,,51,85
321,3,4:16.0,D. House makes free throw 3 of 3,,52,85
322,3,4:04.0,,M. Leonard makes 2-pt dunk from 1 ft (assist by T. Herro),52,87
323,3,3:51.0,Shooting foul by J. Butler (drawn by J. Harden),,52,87
324,3,3:51.0,J. Harden makes free throw 1 of 3,,53,87
325,3,3:51.0,J. Harden makes free throw 2 of 3,,54,87
326,3,3:51.0,J. Harden makes free throw 3 of 3,,55,87
327,3,3:34.0,,B. Adebayo misses 3-pt jump shot from 22 ft,55,87
328,3,3:31.0,Defensive rebound by A. Rivers,,55,87
329,3,3:22.0,J. Harden misses 2-pt layup from 2 ft (block by J. Butler),,55,87
330,3,3:22.0,Offensive rebound by Team,,55,87
331,3,3:13.0,J. Harden makes 3-pt jump shot from 24 ft,,58,87
332,3,3:01.0,,Personal foul by J. Harden (drawn by J. Butler),58,87
333,3,3:01.0,,J. Butler misses free throw 1 of 2,58,87
334,3,3:01.0,,Offensive rebound by Team,58,87
335,3,3:01.0,,J. Butler makes free throw 2 of 2,58,88
336,3,2:48.0,Turnover by D. House (bad pass; steal by G. Dragić),,58,88
337,3,2:32.0,,M. Leonard makes 2-pt jump shot from 8 ft,58,90
338,3,2:10.0,A. Rivers makes 3-pt jump shot from 23 ft,,61,90
339,3,2:03.0,,Offensive foul by G. Dragić (drawn by A. Rivers),61,90
340,3,2:03.0,,Turnover by G. Dragić (offensive foul),61,90
341,3,2:03.0,Houston full timeout,,61,90
342,3,2:03.0,R. Westbrook enters the game for J. Harden,,61,90
343,3,2:03.0,,J. Johnson enters the game for B. Adebayo,61,90
344,3,2:03.0,,D. Robinson enters the game for J. Butler,61,90
345,3,1:53.0,B. McLemore makes 2-pt dunk from 1 ft (assist by R. Westbrook),,63,90
346,3,1:33.0,,M. Leonard makes 2-pt dunk from 1 ft (assist by J. Johnson),63,92
347,3,1:33.0,,Shooting foul by B. McLemore (drawn by M. Leonard),63,92
348,3,1:33.0,,M. Leonard misses free throw 1 of 1,63,92
349,3,1:28.0,Defensive rebound by P. Tucker,,63,92
350,3,1:19.0,P. Tucker makes 2-pt layup from 2 ft (assist by R. Westbrook),,65,92
351,3,0:56.0,,J. Johnson makes 2-pt layup from 2 ft,65,94
352,3,0:53.0,Personal foul by M. Leonard (drawn by R. Westbrook),,65,94
353,3,0:53.0,R. Westbrook makes free throw 1 of 2,,66,94
354,3,0:53.0,C. Clemons enters the game for D. House,,66,94
355,3,0:53.0,R. Westbrook misses free throw 2 of 2,,66,94
356,3,0:51.0,,Defensive rebound by T. Herro,66,94
357,3,0:32.0,,G. Dragić makes 2-pt jump shot from 17 ft,66,96
358,3,0:19.0,R. Westbrook makes 2-pt jump shot from 1 ft,,68,96
359,3,0:01.0,,G. Dragić makes 3-pt jump shot from 27 ft,68,99
360,3,0:00.0,R. Westbrook makes 3-pt jump shot from 45 ft (assist by P. Tucker),,71,99
361,3,0:00.0,Instant Replay (Request: Ruling Stands),,71,99
362,4,11:41.0,C. Capela makes 2-pt hook shot from 8 ft (assist by R. Westbrook),,73,99
363,4,11:25.0,,J. Johnson makes 3-pt jump shot from 23 ft (assist by D. Robinson),73,102
364,4,11:15.0,C. Clemons misses 3-pt jump shot from 25 ft,,73,102
365,4,11:13.0,,Defensive rebound by J. Johnson,73,102
366,4,11:07.0,,T. Herro makes 3-pt jump shot from 25 ft (assist by J. Johnson),73,105
367,4,10:54.0,Turnover by R. Westbrook (bad pass; steal by K. Olynyk),,73,105
368,4,10:51.0,,Shooting foul by A. Rivers (drawn by G. Dragić),73,105
369,4,10:51.0,,G. Dragić makes free throw 1 of 2,73,106
370,4,10:51.0,T. Sefolosha enters the game for P. Tucker,,73,106
371,4,10:51.0,,G. Dragić makes free throw 2 of 2,73,107
372,4,10:34.0,T. Sefolosha misses 3-pt jump shot from 23 ft,,73,107
373,4,10:32.0,,Defensive rebound by K. Olynyk,73,107
374,4,10:25.0,,G. Dragić makes 3-pt jump shot from 26 ft,73,110
375,4,10:00.0,A. Rivers misses 3-pt jump shot from 26 ft,,73,110
376,4,9:58.0,,Defensive rebound by T. Herro,73,110
377,4,9:50.0,,J. Johnson makes 3-pt jump shot from 26 ft (assist by T. Herro),73,113
378,4,9:50.0,Houston full timeout,,73,113
379,4,9:50.0,R. Anderson enters the game for C. Capela,,73,113
380,4,9:50.0,B. McLemore enters the game for R. Westbrook,,73,113
381,4,9:40.0,C. Clemons misses 3-pt jump shot from 26 ft,,73,113
382,4,9:37.0,,Defensive rebound by K. Olynyk,73,113
383,4,9:26.0,,G. Dragić misses 2-pt layup from 2 ft,73,113
