,QUARTER,TIME_REMAINING,TORONTO_ACTION,MINNESOTA_ACTION,TORONTO_SCORE,MINNESOTA_SCORE
0,1,11:42.0,,J. Culver makes 3-pt jump shot from 27 ft (assist by A. Wiggins),0,3
1,1,11:27.0,M. Gasol makes 2-pt jump shot from 19 ft (assist by K. Lowry),,2,3
2,1,11:14.0,,J. Culver misses 3-pt jump shot from 25 ft,2,3
3,1,11:12.0,Defensive rebound by M. Gasol,,2,3
4,1,11:04.0,P. Siakam makes 2-pt layup from 2 ft,,4,3
5,1,10:53.0,,A. Wiggins makes 2-pt jump shot from 7 ft (assist by S. Napier),4,5
6,1,10:36.0,O. Anunoby misses 2-pt layup from 3 ft (block by K. Towns),,4,5
7,1,10:33.0,Offensive rebound by O. Anunoby,,4,5
8,1,10:30.0,P. Siakam misses 3-pt jump shot from 23 ft,,4,5
9,1,10:28.0,,Defensive rebound by K. Towns,4,5
10,1,10:22.0,,S. Napier makes 2-pt layup at rim,4,7
11,1,10:08.0,K. Lowry misses 3-pt jump shot from 26 ft,,4,7
12,1,10:03.0,,Defensive rebound by A. Wiggins,4,7
13,1,9:58.0,,J. Culver makes 2-pt layup from 2 ft (assist by A. Wiggins),4,9
14,1,9:41.0,M. Gasol makes 2-pt hook shot from 6 ft,,6,9
15,1,9:27.0,,K. Towns misses 3-pt jump shot from 24 ft,6,9
16,1,9:25.0,Defensive rebound by K. Lowry,,6,9
17,1,9:20.0,F. VanVleet makes 2-pt layup from 2 ft,,8,9
18,1,9:07.0,,A. Wiggins makes 3-pt jump shot from 26 ft (assist by S. Napier),8,12
19,1,8:50.0,Personal foul by K. Towns (drawn by M. Gasol),,8,12
20,1,8:36.0,O. Anunoby misses 3-pt jump shot from 24 ft,,8,12
21,1,8:32.0,,Defensive rebound by J. Culver,8,12
22,1,8:28.0,,J. Culver misses 3-pt jump shot from 25 ft,8,12
23,1,8:26.0,Defensive rebound by M. Gasol,,8,12
24,1,8:19.0,F. VanVleet makes 3-pt jump shot from 24 ft (assist by P. Siakam),,11,12
25,1,8:02.0,,A. Wiggins makes 2-pt jump shot from 18 ft (assist by K. Towns),11,14
26,1,7:56.0,K. Lowry makes 2-pt jump shot from 23 ft,,13,14
27,1,7:56.0,Shooting foul by S. Napier (drawn by K. Lowry),,13,14
28,1,7:56.0,K. Lowry misses free throw 1 of 1,,13,14
29,1,7:53.0,,Defensive rebound by R. Covington,13,14
30,1,7:44.0,,J. Culver makes 3-pt jump shot from 23 ft (assist by A. Wiggins),13,17
31,1,7:33.0,P. Siakam makes 2-pt layup from 2 ft,,15,17
32,1,7:16.0,,R. Covington makes 2-pt jump shot from 6 ft (assist by A. Wiggins),15,19
33,1,6:55.0,K. Lowry makes 2-pt layup from 1 ft,,17,19
34,1,6:41.0,,Shooting foul by F. VanVleet (drawn by K. Towns),17,19
35,1,6:41.0,,Minnesota full timeout,17,19
36,1,6:41.0,,J. Okogie enters the game for J. Culver,17,19
37,1,6:41.0,,K. Towns makes free throw 1 of 2,17,20
38,1,6:41.0,,K. Towns makes free throw 2 of 2,17,21
39,1,6:29.0,K. Lowry misses 2-pt layup from 6 ft,,17,21
40,1,6:28.0,,Defensive rebound by K. Towns,17,21
41,1,6:16.0,,R. Covington misses 3-pt jump shot from 26 ft,17,21
42,1,6:13.0,,Offensive rebound by S. Napier,17,21
43,1,6:12.0,,Turnover by S. Napier (bad pass; steal by M. Gasol),17,21
44,1,5:56.0,K. Lowry makes 2-pt layup from 1 ft,,19,21
45,1,5:33.0,,Turnover by K. Towns (bad pass; steal by M. Gasol),19,21
46,1,5:20.0,O. Anunoby misses 2-pt layup from 1 ft,,19,21
47,1,5:19.0,,Defensive rebound by K. Towns,19,21
48,1,5:14.0,,A. Wiggins makes 2-pt jump shot from 3 ft (assist by S. Napier),19,23
49,1,5:04.0,P. Siakam makes 2-pt layup from 1 ft,,21,23
50,1,4:48.0,,K. Towns makes 2-pt hook shot from 3 ft (assist by S. Napier),21,25
51,1,4:27.0,Turnover by F. VanVleet (bad pass; steal by S. Napier),,21,25
52,1,4:17.0,,R. Covington misses 3-pt jump shot from 23 ft,21,25
53,1,4:14.0,Defensive rebound by P. Siakam,,21,25
54,1,4:13.0,Turnover by P. Siakam (bad pass),,21,25
55,1,4:13.0,S. Ibaka enters the game for M. Gasol,,21,25
56,1,4:13.0,N. Powell enters the game for F. VanVleet,,21,25
57,1,4:13.0,,G. Dieng enters the game for K. Towns,21,25
58,1,4:02.0,,Shooting foul by O. Anunoby (drawn by A. Wiggins),21,25
59,1,4:02.0,,A. Wiggins makes free throw 1 of 2,21,26
60,1,4:02.0,,J. McLaughlin enters the game for S. Napier,21,26
61,1,4:02.0,,A. Wiggins makes free throw 2 of 2,21,27
62,1,3:49.0,P. Siakam misses 3-pt jump shot from 26 ft,,21,27
63,1,3:47.0,,Defensive rebound by J. Okogie,21,27
64,1,3:41.0,,R. Covington misses 2-pt layup from 2 ft,21,27
65,1,3:39.0,Defensive rebound by Team,,21,27
66,1,3:30.0,Personal foul by J. McLaughlin (drawn by K. Lowry),,21,27
67,1,3:30.0,R. Hollis-Jefferson enters the game for K. Lowry,,21,27
68,1,3:30.0,P. McCaw enters the game for P. Siakam,,21,27
69,1,3:21.0,S. Ibaka makes 2-pt layup from 1 ft (assist by N. Powell),,23,27
70,1,3:05.0,,J. McLaughlin makes 2-pt layup from 1 ft (assist by A. Wiggins),23,29
71,1,2:55.0,N. Powell makes 2-pt jump shot from 21 ft (assist by S. Ibaka),,25,29
72,1,2:40.0,,Shooting foul by S. Ibaka (drawn by R. Covington),25,29
73,1,2:40.0,Toronto full timeout,,25,29
74,1,2:40.0,T. Davis enters the game for O. Anunoby,,25,29
75,1,2:40.0,,J. Culver enters the game for A. Wiggins,25,29
76,1,2:40.0,,R. Covington makes free throw 1 of 2,25,30
77,1,2:40.0,,R. Covington makes free throw 2 of 2,25,31
78,1,2:26.0,N. Powell misses 2-pt layup from 3 ft,,25,31
79,1,2:25.0,,Defensive rebound by R. Covington,25,31
80,1,2:11.0,,J. Culver makes 3-pt jump shot from 24 ft (assist by J. McLaughlin),25,34
81,1,1:58.0,N. Powell makes 2-pt layup from 2 ft (assist by S. Ibaka),,27,34
82,1,1:58.0,Shooting foul by J. Okogie (drawn by N. Powell),,27,34
83,1,1:58.0,,K. Bates-Diop enters the game for R. Covington,27,34
84,1,1:58.0,N. Powell makes free throw 1 of 1,,28,34
85,1,1:40.0,,Turnover by J. McLaughlin (lost ball; steal by N. Powell),28,34
86,1,1:35.0,T. Davis misses 2-pt dunk from 1 ft (block by G. Dieng),,28,34
87,1,1:33.0,,Defensive rebound by K. Bates-Diop,28,34
88,1,1:24.0,,J. Culver makes 3-pt jump shot from 23 ft (assist by K. Bates-Diop),28,37
89,1,1:12.0,S. Ibaka misses 3-pt jump shot from 26 ft,,28,37
90,1,1:08.0,,Defensive rebound by G. Dieng,28,37
91,1,0:55.0,,K. Bates-Diop misses 2-pt jump shot from 6 ft,28,37
92,1,0:54.0,Defensive rebound by S. Ibaka,,28,37
93,1,0:43.0,S. Ibaka makes 2-pt hook shot from 5 ft (assist by N. Powell),,30,37
94,1,0:30.0,,J. Culver misses 2-pt layup from 3 ft (block by R. Hollis-Jefferson),30,37
95,1,0:30.0,,Offensive rebound by Team,30,37
96,1,0:27.0,,Personal foul by N. Powell (drawn by J. Okogie),30,37
97,1,0:22.0,,Shooting foul by N. Powell (drawn by G. Dieng),30,37
98,1,0:22.0,,G. Dieng makes free throw 1 of 2,30,38
99,1,0:22.0,,G. Dieng makes free throw 2 of 2,30,39
100,1,0:01.0,N. Powell makes 2-pt jump shot from 22 ft,,32,39
101,1,0:00.0,,J. McLaughlin misses 3-pt jump shot from 57 ft,32,39
102,1,0:00.0,,Offensive rebound by Team,32,39
103,2,11:45.0,S. Ibaka misses 3-pt jump shot from 25 ft,,32,39
104,2,11:42.0,,Defensive rebound by J. McLaughlin,32,39
105,2,11:20.0,,J. Okogie misses 3-pt jump shot from 25 ft,32,39
106,2,11:16.0,Defensive rebound by S. Ibaka,,32,39
107,2,11:08.0,R. Hollis-Jefferson makes 2-pt dunk from 2 ft (assist by S. Ibaka),,34,39
108,2,10:46.0,,J. Culver misses 3-pt jump shot from 25 ft,34,39
109,2,10:43.0,Defensive rebound by R. Hollis-Jefferson,,34,39
110,2,10:38.0,Turnover by R. Hollis-Jefferson (lost ball; steal by G. Dieng),,34,39
111,2,10:34.0,,Shooting foul by N. Powell (drawn by J. Culver),34,39
112,2,10:34.0,,J. Culver misses free throw 1 of 2,34,39
113,2,10:34.0,,Offensive rebound by Team,34,39
114,2,10:34.0,F. VanVleet enters the game for N. Powell,,34,39
115,2,10:34.0,,J. Culver misses free throw 2 of 2,34,39
116,2,10:32.0,Defensive rebound by R. Hollis-Jefferson,,34,39
117,2,10:13.0,Shooting foul by J. Culver (drawn by R. Hollis-Jefferson),,34,39
118,2,10:13.0,R. Hollis-Jefferson makes free throw 1 of 2,,35,39
119,2,10:13.0,R. Hollis-Jefferson makes free throw 2 of 2,,36,39
120,2,9:55.0,,J. Okogie makes 2-pt layup at rim (assist by K. Bates-Diop),36,41
121,2,9:44.0,S. Ibaka misses 3-pt jump shot from 26 ft,,36,41
122,2,9:42.0,,Defensive rebound by K. Bates-Diop,36,41
123,2,9:26.0,,G. Dieng makes 3-pt jump shot from 24 ft (assist by J. Culver),36,44
124,2,9:13.0,S. Ibaka makes 2-pt hook shot from 7 ft (assist by T. Davis),,38,44
125,2,8:57.0,,G. Dieng misses 2-pt jump shot from 13 ft (block by P. McCaw),38,44
126,2,8:55.0,,Offensive rebound by G. Dieng,38,44
127,2,8:55.0,,Turnover by G. Dieng (lost ball; steal by F. VanVleet),38,44
128,2,8:49.0,F. VanVleet makes 2-pt layup from 1 ft,,40,44
129,2,8:49.0,,Minnesota full timeout,40,44
130,2,8:39.0,,K. Bates-Diop misses 2-pt layup from 1 ft (block by R. Hollis-Jefferson),40,44
131,2,8:34.0,Defensive rebound by F. VanVleet,,40,44
132,2,8:31.0,F. VanVleet misses 2-pt layup from 6 ft,,40,44
133,2,8:31.0,,Defensive rebound by Team,40,44
134,2,8:27.0,,Turnover by J. Okogie (lost ball; steal by F. VanVleet),40,44
135,2,8:07.0,S. Ibaka misses 2-pt jump shot from 5 ft,,40,44
136,2,8:03.0,,Defensive rebound by G. Dieng,40,44
137,2,7:52.0,,Shooting foul by F. VanVleet (drawn by J. Okogie),40,44
138,2,7:52.0,,J. Okogie makes free throw 1 of 2,40,45
139,2,7:52.0,K. Lowry enters the game for T. Davis,,40,45
140,2,7:52.0,P. Siakam enters the game for P. McCaw,,40,45
141,2,7:52.0,,A. Wiggins enters the game for J. Culver,40,45
142,2,7:52.0,,J. Okogie makes free throw 2 of 2,40,46
143,2,7:41.0,Turnover by K. Lowry (bad pass),,40,46
144,2,7:24.0,,K. Bates-Diop misses 3-pt jump shot from 23 ft (block by P. Siakam),40,46
145,2,7:20.0,Defensive rebound by F. VanVleet,,40,46
146,2,7:18.0,F. VanVleet misses 2-pt layup from 2 ft (block by J. Okogie),,40,46
147,2,7:15.0,Offensive rebound by R. Hollis-Jefferson,,40,46
148,2,7:13.0,K. Lowry misses 3-pt jump shot from 27 ft,,40,46
149,2,7:09.0,,Defensive rebound by J. Okogie,40,46
150,2,7:00.0,,Personal foul by F. VanVleet (drawn by J. Okogie),40,46
151,2,7:00.0,,K. Towns enters the game for G. Dieng,40,46
152,2,6:49.0,,K. Towns misses 3-pt jump shot from 27 ft,40,46
153,2,6:47.0,Defensive rebound by F. VanVleet,,40,46
154,2,6:40.0,F. VanVleet makes 3-pt jump shot from 26 ft (assist by P. Siakam),,43,46
155,2,6:21.0,,J. Okogie misses 3-pt jump shot from 26 ft,43,46
156,2,6:18.0,Defensive rebound by S. Ibaka,,43,46
157,2,6:13.0,S. Ibaka misses 2-pt layup from 1 ft,,43,46
158,2,6:10.0,,Defensive rebound by J. McLaughlin,43,46
159,2,6:02.0,,Offensive foul by A. Wiggins (drawn by R. Hollis-Jefferson),43,46
160,2,6:02.0,,Turnover by A. Wiggins (offensive foul),43,46
161,2,6:02.0,M. Gasol enters the game for S. Ibaka,,43,46
162,2,6:02.0,,R. Covington enters the game for K. Bates-Diop,43,46
163,2,6:02.0,,S. Napier enters the game for J. McLaughlin,43,46
164,2,5:51.0,P. Siakam misses 2-pt jump shot from 22 ft,,43,46
165,2,5:48.0,Offensive rebound by K. Lowry,,43,46
