,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,DETROIT_ACTION,CHARLOTTE_SCORE,DETROIT_SCORE
61,1,4:20.0,T. Rozier makes 3-pt jump shot from 24 ft (assist by N. Batum),,28,21
62,1,4:03.0,,T. Snell makes 3-pt jump shot from 23 ft (assist by A. Drummond),28,24
63,1,3:36.0,M. Williams misses 2-pt jump shot from 10 ft,,28,24
64,1,3:34.0,,Defensive rebound by A. Drummond,28,24
65,1,3:31.0,,Shooting foul by T. Rozier (drawn by B. Griffin),28,24
66,1,3:31.0,,B. Griffin makes free throw 1 of 2,28,25
67,1,3:31.0,D. Graham enters the game for T. Rozier,,28,25
68,1,3:31.0,Charlotte full timeout,,28,25
69,1,3:31.0,P. Washington enters the game for B. Biyombo,,28,25
70,1,3:31.0,,S. Mykhailiuk enters the game for L. Kennard,28,25
71,1,3:31.0,,B. Griffin makes free throw 2 of 2,28,26
72,1,3:18.0,P. Washington misses 2-pt layup from 3 ft,,28,26
73,1,3:15.0,Offensive rebound by N. Batum,,28,26
74,1,3:12.0,M. Williams misses 3-pt jump shot from 23 ft,,28,26
75,1,3:10.0,,Defensive rebound by A. Drummond,28,26
76,1,2:53.0,,S. Mykhailiuk misses 3-pt jump shot from 26 ft,28,26
77,1,2:52.0,Defensive rebound by Team,,28,26
78,1,2:52.0,,M. Morris enters the game for B. Griffin,28,26
79,1,2:38.0,Shooting foul by S. Mykhailiuk (drawn by M. Monk),,28,26
80,1,2:38.0,M. Monk makes free throw 1 of 2,,29,26
81,1,2:38.0,M. Monk makes free throw 2 of 2,,30,26
82,1,2:22.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by D. Rose),30,29
83,1,1:58.0,M. Williams makes 3-pt jump shot from 25 ft (assist by M. Monk),,33,29
84,1,1:35.0,,S. Mykhailiuk misses 2-pt layup from 3 ft,33,29
85,1,1:32.0,,Offensive rebound by A. Drummond,33,29
86,1,1:32.0,,A. Drummond misses 2-pt layup from 1 ft,33,29
87,1,1:31.0,,Offensive rebound by A. Drummond,33,29
88,1,1:30.0,,A. Drummond misses 2-pt dunk from 3 ft,33,29
89,1,1:29.0,,Offensive rebound by S. Mykhailiuk,33,29
90,1,1:28.0,,Turnover by T. Snell (bad pass; steal by P. Washington),33,29
91,1,1:24.0,M. Monk misses 3-pt jump shot from 24 ft,,33,29
92,1,1:21.0,,Defensive rebound by T. Snell,33,29
93,1,1:08.0,,A. Drummond makes 2-pt layup from 1 ft (assist by M. Morris),33,31
94,1,0:56.0,D. Graham makes 3-pt jump shot from 27 ft,,36,31
95,1,0:40.0,,D. Rose makes 3-pt jump shot from 23 ft (assist by M. Morris),36,34
96,1,0:28.0,D. Graham makes 2-pt layup from 2 ft,,38,34
97,1,0:08.0,,D. Rose makes 2-pt layup from 2 ft,38,36
98,1,0:08.0,,Shooting foul by P. Washington (drawn by D. Rose),38,36
99,1,0:08.0,,B. Brown enters the game for A. Drummond,38,36
100,1,0:08.0,,C. Wood enters the game for S. Mykhailiuk,38,36
101,1,0:08.0,,D. Rose makes free throw 1 of 1,38,37
102,1,0:03.0,Personal take foul by D. Rose (drawn by D. Graham),,38,37
103,1,0:00.0,M. Monk misses 2-pt jump shot from 19 ft,,38,37
104,1,0:00.0,Offensive rebound by Team,,38,37
105,2,12:00.0,Violation by Team (delay of game),,38,37
106,2,11:46.0,D. Graham misses 2-pt jump shot from 7 ft,,38,37
107,2,11:44.0,,Defensive rebound by C. Wood,38,37
108,2,11:25.0,,M. Morris misses 2-pt hook shot from 8 ft,38,37
109,2,11:23.0,Defensive rebound by P. Washington,,38,37
110,2,11:11.0,P. Washington makes 2-pt hook shot from 8 ft (assist by M. Williams),,40,37
111,2,10:52.0,,S. Mykhailiuk misses 2-pt layup from 4 ft,40,37
112,2,10:50.0,,Offensive rebound by M. Morris,40,37
113,2,10:46.0,,Turnover by M. Morris (3 sec),40,37
114,2,10:46.0,M. Bridges enters the game for M. Williams,,40,37
115,2,10:25.0,P. Washington makes 2-pt hook shot from 8 ft (assist by D. Graham),,42,37
116,2,10:04.0,,C. Wood misses 2-pt layup from 9 ft (block by D. Graham),42,37
117,2,10:03.0,,Offensive rebound by Team,42,37
118,2,10:03.0,M. Williams enters the game for P. Washington,,42,37
119,2,10:01.0,,S. Mykhailiuk makes 3-pt jump shot from 23 ft (assist by D. Rose),42,40
120,2,9:36.0,M. Williams misses 3-pt jump shot from 22 ft,,42,40
121,2,9:33.0,,Defensive rebound by T. Snell,42,40
122,2,9:26.0,,C. Wood misses 2-pt layup from 4 ft,42,40
123,2,9:24.0,,Offensive rebound by S. Mykhailiuk,42,40
124,2,9:20.0,,D. Rose misses 3-pt jump shot from 26 ft,42,40
125,2,9:19.0,Defensive rebound by M. Williams,,42,40
126,2,9:13.0,M. Bridges makes 2-pt dunk from 1 ft (assist by D. Graham),,44,40
127,2,8:54.0,,D. Rose makes 2-pt layup from 1 ft,44,42
128,2,8:54.0,,Shooting foul by N. Batum (drawn by D. Rose),44,42
129,2,8:54.0,T. Rozier enters the game for D. Graham,,44,42
130,2,8:54.0,,D. Rose makes free throw 1 of 1,44,43
131,2,8:36.0,N. Batum misses 3-pt jump shot from 25 ft,,44,43
132,2,8:33.0,,Defensive rebound by D. Rose,44,43
133,2,8:32.0,,Turnover by D. Rose (bad pass),44,43
134,2,8:32.0,B. Biyombo enters the game for N. Batum,,44,43
135,2,8:32.0,,B. Brown enters the game for D. Rose,44,43
136,2,8:15.0,M. Bridges misses 2-pt layup from 5 ft,,44,43
137,2,8:13.0,,Defensive rebound by B. Brown,44,43
138,2,8:02.0,,T. Snell makes 3-pt jump shot from 26 ft (assist by S. Mykhailiuk),44,46
139,2,8:00.0,Charlotte full timeout,,44,46
140,2,8:00.0,,L. Kennard enters the game for S. Mykhailiuk,44,46
141,2,7:45.0,T. Rozier misses 2-pt jump shot from 9 ft,,44,46
142,2,7:41.0,,Defensive rebound by C. Wood,44,46
143,2,7:29.0,,C. Wood misses 2-pt layup from 6 ft,44,46
144,2,7:27.0,,Offensive rebound by C. Wood,44,46
145,2,7:27.0,,Shooting foul by M. Williams (drawn by C. Wood),44,46
146,2,7:27.0,,C. Wood misses free throw 1 of 2,44,46
147,2,7:27.0,,Offensive rebound by Team,44,46
148,2,7:27.0,,C. Wood misses free throw 2 of 2,44,46
149,2,7:24.0,Defensive rebound by M. Bridges,,44,46
150,2,7:12.0,B. Biyombo makes 2-pt dunk from 1 ft (assist by M. Williams),,46,46
151,2,6:48.0,,B. Brown misses 2-pt layup from 2 ft (block by M. Bridges),46,46
152,2,6:48.0,,Offensive rebound by Team,46,46
153,2,6:46.0,,Turnover by Team (shot clock),46,46
154,2,6:26.0,T. Rozier makes 3-pt jump shot from 26 ft,,49,46
155,2,6:08.0,,M. Morris makes 2-pt layup from 1 ft (assist by L. Kennard),49,48
156,2,5:55.0,T. Rozier misses 3-pt jump shot from 25 ft,,49,48
157,2,5:52.0,,Defensive rebound by C. Wood,49,48
158,2,5:46.0,,Turnover by T. Snell (bad pass),49,48
159,2,5:46.0,D. Graham enters the game for M. Monk,,49,48
160,2,5:46.0,,A. Drummond enters the game for M. Morris,49,48
161,2,5:46.0,,B. Griffin enters the game for C. Wood,49,48
162,2,5:24.0,Turnover by D. Graham (bad pass; steal by A. Drummond),,49,48
163,2,5:15.0,,T. Snell makes 3-pt jump shot from 26 ft (assist by B. Brown),49,51
164,2,4:52.0,D. Graham makes 3-pt jump shot from 26 ft (assist by B. Biyombo),,52,51
165,2,4:32.0,,B. Griffin misses 2-pt hook shot from 5 ft (block by M. Bridges),52,51
166,2,4:28.0,Defensive rebound by T. Rozier,,52,51
167,2,4:17.0,B. Biyombo makes 2-pt dunk from 2 ft (assist by M. Bridges),,54,51
168,2,4:17.0,,Detroit full timeout,54,51
169,2,4:17.0,,L. Galloway enters the game for T. Snell,54,51
170,2,4:02.0,,L. Kennard misses 3-pt jump shot from 26 ft,54,51
171,2,3:58.0,,Offensive rebound by B. Griffin,54,51
172,2,3:58.0,,B. Griffin makes 2-pt layup from 1 ft,54,53
173,2,3:38.0,,Violation by Team (kicked ball),54,53
174,2,3:38.0,P. Washington enters the game for M. Williams,,54,53
175,2,3:28.0,Turnover by B. Biyombo (traveling),,54,53
176,2,3:13.0,,A. Drummond makes 2-pt dunk from 1 ft (assist by L. Kennard),54,55
177,2,2:51.0,M. Bridges misses 2-pt dunk from 2 ft,,54,55
178,2,2:49.0,,Defensive rebound by L. Galloway,54,55
179,2,2:46.0,,L. Kennard misses 3-pt jump shot from 23 ft,54,55
180,2,2:43.0,Defensive rebound by M. Bridges,,54,55
181,2,2:40.0,T. Rozier misses 3-pt jump shot from 25 ft,,54,55
182,2,2:34.0,Offensive rebound by B. Biyombo,,54,55
183,2,2:34.0,B. Biyombo makes 2-pt layup at rim,,56,55
184,2,2:18.0,,Personal foul by M. Bridges (drawn by B. Griffin),56,55
185,2,2:18.0,N. Batum enters the game for M. Bridges,,56,55
186,2,2:09.0,,Shooting foul by B. Biyombo (drawn by A. Drummond),56,55
187,2,2:09.0,,A. Drummond misses free throw 1 of 2,56,55
188,2,2:09.0,,Offensive rebound by Team,56,55
189,2,2:09.0,,A. Drummond misses free throw 2 of 2,56,55
190,2,2:06.0,Defensive rebound by B. Biyombo,,56,55
191,2,1:52.0,Shooting foul by B. Griffin (drawn by P. Washington),,56,55
192,2,1:52.0,P. Washington misses free throw 1 of 2,,56,55
193,2,1:52.0,Offensive rebound by Team,,56,55
194,2,1:52.0,P. Washington misses free throw 2 of 2,,56,55
195,2,1:50.0,,Defensive rebound by A. Drummond,56,55
196,2,1:28.0,,L. Kennard makes 2-pt layup from 2 ft,56,57
197,2,1:07.0,Shooting foul by B. Griffin (drawn by B. Biyombo),,56,57
198,2,1:07.0,,Violation by Team (delay of game),56,57
199,2,1:07.0,B. Biyombo misses free throw 1 of 2,,56,57
200,2,1:07.0,Offensive rebound by Team,,56,57
201,2,1:07.0,B. Biyombo makes free throw 2 of 2,,57,57
202,2,0:55.0,,Turnover by B. Brown (bad pass; steal by P. Washington),57,57
203,2,0:42.0,P. Washington makes 2-pt layup from 9 ft (assist by D. Graham),,59,57
204,2,0:26.0,,B. Brown misses 2-pt layup from 3 ft,59,57
205,2,0:23.0,Defensive rebound by T. Rozier,,59,57
206,2,0:05.0,D. Graham makes 3-pt jump shot from 25 ft,,62,57
207,2,0:00.0,,B. Brown misses 3-pt jump shot from 35 ft,62,57
208,2,0:00.0,,Offensive rebound by Team,62,57
209,3,12:00.0,,Violation by Team (delay of game),62,57
210,3,12:00.0,T. Rozier makes technical free throw,,63,57
211,3,11:45.0,D. Graham misses 2-pt jump shot from 21 ft,,63,57
212,3,11:41.0,,Defensive rebound by B. Brown,63,57
213,3,11:29.0,,L. Kennard misses 3-pt jump shot from 26 ft,63,57
214,3,11:25.0,Defensive rebound by P. Washington,,63,57
215,3,11:20.0,B. Biyombo misses 2-pt layup from 1 ft,,63,57
216,3,11:18.0,,Defensive rebound by T. Snell,63,57
217,3,11:11.0,,A. Drummond makes 2-pt hook shot from 5 ft (assist by B. Brown),63,59
218,3,10:50.0,T. Rozier misses 2-pt layup from 3 ft,,63,59
219,3,10:47.0,Offensive rebound by B. Biyombo,,63,59
220,3,10:46.0,B. Biyombo misses 2-pt layup from 1 ft,,63,59
221,3,10:46.0,,Defensive rebound by A. Drummond,63,59
222,3,10:34.0,,B. Brown misses 2-pt layup from 4 ft (block by D. Graham),63,59
223,3,10:32.0,Defensive rebound by P. Washington,,63,59
224,3,10:25.0,Personal foul by B. Brown (drawn by D. Graham),,63,59
225,3,10:16.0,T. Rozier misses 2-pt jump shot from 14 ft,,63,59
226,3,10:13.0,,Defensive rebound by A. Drummond,63,59
227,3,10:10.0,,B. Brown makes 2-pt dunk from 1 ft (assist by A. Drummond),63,61
228,3,10:08.0,Charlotte full timeout,,63,61
229,3,9:47.0,M. Bridges makes 2-pt hook shot from 4 ft,,65,61
230,3,9:32.0,,B. Griffin makes 2-pt hook shot from 3 ft,65,63
231,3,9:32.0,,Shooting foul by T. Rozier (drawn by B. Griffin),65,63
232,3,9:32.0,,B. Griffin misses free throw 1 of 1,65,63
233,3,9:29.0,Defensive rebound by P. Washington,,65,63
234,3,9:18.0,Personal foul by B. Brown (drawn by M. Bridges),,65,63
235,3,9:12.0,D. Graham misses 3-pt jump shot from 25 ft,,65,63
236,3,9:09.0,,Defensive rebound by A. Drummond,65,63
237,3,8:52.0,,A. Drummond makes 2-pt layup from 2 ft,65,65
238,3,8:38.0,M. Bridges misses 3-pt jump shot from 23 ft,,65,65
239,3,8:35.0,Offensive rebound by T. Rozier,,65,65
240,3,8:29.0,D. Graham misses 2-pt hook shot from 10 ft,,65,65
241,3,8:27.0,Offensive rebound by B. Biyombo,,65,65
242,3,8:26.0,B. Biyombo makes 2-pt hook shot from 1 ft,,67,65
243,3,8:09.0,,B. Griffin makes 2-pt layup from 3 ft (assist by T. Snell),67,67
244,3,7:59.0,Turnover by P. Washington (bad pass; steal by B. Brown),,67,67
245,3,7:52.0,,B. Brown makes 2-pt layup from 2 ft (assist by T. Snell),67,69
246,3,7:38.0,M. Bridges makes 3-pt jump shot from 22 ft (assist by D. Graham),,70,69
247,3,7:15.0,,T. Snell misses 3-pt jump shot from 23 ft,70,69
248,3,7:12.0,Defensive rebound by M. Bridges,,70,69
249,3,7:07.0,M. Bridges misses 3-pt jump shot from 26 ft,,70,69
250,3,7:04.0,,Defensive rebound by T. Snell,70,69
251,3,7:02.0,,B. Griffin makes 2-pt layup from 1 ft (assist by B. Brown),70,71
252,3,6:42.0,Personal foul by L. Kennard (drawn by P. Washington),,70,71
253,3,6:42.0,N. Batum enters the game for D. Graham,,70,71
254,3,6:36.0,T. Rozier makes 3-pt jump shot from 25 ft (assist by P. Washington),,73,71
255,3,6:13.0,,B. Griffin makes 3-pt jump shot from 23 ft (assist by B. Brown),73,74
256,3,5:59.0,P. Washington misses 2-pt jump shot from 9 ft (block by L. Kennard),,73,74
257,3,5:56.0,Offensive rebound by M. Bridges,,73,74
258,3,5:52.0,N. Batum misses 3-pt jump shot from 23 ft,,73,74
259,3,5:51.0,,Defensive rebound by Team,73,74
260,3,5:51.0,M. Monk enters the game for M. Bridges,,73,74
261,3,5:51.0,M. Williams enters the game for P. Washington,,73,74
262,3,5:51.0,,D. Rose enters the game for B. Brown,73,74
263,3,5:43.0,,B. Griffin misses 3-pt jump shot from 25 ft,73,74
264,3,5:40.0,Defensive rebound by M. Monk,,73,74
265,3,5:35.0,M. Monk makes 3-pt jump shot from 25 ft,,76,74
266,3,5:17.0,,Turnover by T. Snell (out of bounds lost ball),76,74
267,3,5:01.0,Offensive foul by M. Monk (drawn by B. Griffin),,76,74
268,3,5:01.0,Turnover by M. Monk (offensive foul),,76,74
269,3,5:01.0,,L. Galloway enters the game for T. Snell,76,74
270,3,4:44.0,,Personal foul by M. Williams (drawn by L. Kennard),76,74
271,3,4:38.0,,D. Rose misses 2-pt jump shot from 10 ft,76,74
272,3,4:37.0,,Offensive rebound by Team,76,74
273,3,4:32.0,,B. Griffin misses 3-pt jump shot from 25 ft,76,74
274,3,4:27.0,,Offensive rebound by A. Drummond,76,74
275,3,4:25.0,,L. Kennard makes 3-pt jump shot from 25 ft (assist by A. Drummond),76,77
276,3,4:14.0,Offensive foul by B. Biyombo (drawn by A. Drummond),,76,77
277,3,4:14.0,Turnover by B. Biyombo (offensive foul),,76,77
278,3,3:54.0,,Turnover by L. Galloway (bad pass; steal by M. Williams),76,77
279,3,3:47.0,M. Williams misses 3-pt jump shot from 25 ft,,76,77
280,3,3:43.0,,Defensive rebound by B. Griffin,76,77
281,3,3:39.0,,Shooting foul by M. Williams (drawn by B. Griffin),76,77
282,3,3:39.0,,B. Griffin misses free throw 1 of 2,76,77
283,3,3:39.0,,Offensive rebound by Team,76,77
284,3,3:39.0,,B. Griffin makes free throw 2 of 2,76,78
285,3,3:20.0,M. Williams makes 3-pt jump shot from 23 ft (assist by B. Biyombo),,79,78
286,3,3:18.0,,Detroit full timeout,79,78
287,3,3:18.0,D. Graham enters the game for B. Biyombo,,79,78
288,3,3:18.0,P. Washington enters the game for T. Rozier,,79,78
289,3,3:18.0,,M. Morris enters the game for B. Griffin,79,78
290,3,3:18.0,,S. Mykhailiuk enters the game for L. Kennard,79,78
291,3,3:06.0,,D. Rose makes 2-pt layup from 2 ft (assist by M. Morris),79,80
292,3,2:47.0,P. Washington makes 2-pt hook shot from 6 ft (assist by M. Monk),,81,80
293,3,2:20.0,,M. Morris makes 2-pt jump shot from 15 ft (assist by D. Rose),81,82
294,3,2:01.0,Personal foul by A. Drummond (drawn by D. Graham),,81,82
295,3,1:47.0,Turnover by M. Williams (bad pass),,81,82
296,3,1:37.0,,D. Rose misses 2-pt jump shot from 16 ft,81,82
297,3,1:33.0,Defensive rebound by M. Williams,,81,82
298,3,1:20.0,P. Washington makes 2-pt dunk from 1 ft (assist by D. Graham),,83,82
299,3,0:50.0,,S. Mykhailiuk misses 3-pt jump shot from 23 ft,83,82
300,3,0:47.0,Defensive rebound by D. Graham,,83,82
301,3,0:42.0,M. Monk misses 3-pt jump shot from 25 ft,,83,82
302,3,0:39.0,,Defensive rebound by D. Rose,83,82
303,3,0:35.0,,D. Rose makes 2-pt layup from 3 ft,83,84
304,3,0:24.0,D. Graham makes 2-pt layup from 2 ft,,85,84
305,3,0:17.0,,Shooting foul by P. Washington (drawn by A. Drummond),85,84
306,3,0:17.0,,A. Drummond misses free throw 1 of 2,85,84
307,3,0:17.0,,Offensive rebound by Team,85,84
308,3,0:17.0,,A. Drummond makes free throw 2 of 2,85,85
309,3,0:01.0,D. Graham misses 3-pt jump shot from 28 ft,,85,85
310,3,0:01.0,Offensive rebound by Team,,85,85
311,4,11:48.0,,M. Morris makes 2-pt layup from 2 ft (assist by D. Rose),85,87
312,4,11:30.0,D. Graham misses 3-pt jump shot from 26 ft,,85,87
313,4,11:26.0,,Defensive rebound by L. Galloway,85,87
314,4,11:09.0,,C. Wood makes 2-pt dunk from 1 ft (assist by L. Galloway),85,89
315,4,10:51.0,M. Williams makes 3-pt jump shot from 23 ft (assist by D. Graham),,88,89
316,4,10:31.0,,D. Rose makes 3-pt jump shot from 26 ft (assist by S. Mykhailiuk),88,92
317,4,10:08.0,P. Washington makes 2-pt layup from 2 ft (assist by M. Williams),,90,92
318,4,10:08.0,Shooting foul by M. Morris (drawn by P. Washington),,90,92
319,4,10:08.0,P. Washington makes free throw 1 of 1,,91,92
320,4,9:51.0,,Shooting foul by M. Bridges (drawn by D. Rose),91,92
321,4,9:51.0,,D. Rose makes free throw 1 of 2,91,93
322,4,9:51.0,,D. Rose misses free throw 2 of 2,91,93
323,4,9:47.0,Defensive rebound by M. Williams,,91,93
324,4,9:31.0,Turnover by M. Williams (bad pass; steal by L. Galloway),,91,93
325,4,9:24.0,,M. Morris misses 3-pt jump shot from 23 ft,91,93
326,4,9:21.0,Defensive rebound by M. Monk,,91,93
327,4,9:14.0,M. Monk makes 2-pt jump shot from 9 ft,,93,93
328,4,8:58.0,,D. Rose makes 2-pt jump shot from 14 ft,93,95
329,4,8:58.0,N. Batum enters the game for D. Graham,,93,95
330,4,8:58.0,T. Rozier enters the game for P. Washington,,93,95
331,4,8:34.0,Shooting foul by M. Morris (drawn by M. Bridges),,93,95
332,4,8:34.0,M. Bridges makes free throw 1 of 2,,94,95
333,4,8:34.0,M. Bridges makes free throw 2 of 2,,95,95
334,4,8:17.0,,D. Rose misses 2-pt layup from 2 ft,95,95
335,4,8:14.0,Defensive rebound by M. Monk,,95,95
336,4,8:10.0,Turnover by M. Monk (bad pass; steal by M. Morris),,95,95
337,4,8:08.0,,Personal take foul by N. Batum (drawn by C. Wood),95,95
338,4,8:08.0,,Detroit full timeout,95,95
339,4,8:08.0,B. Biyombo enters the game for M. Williams,,95,95
340,4,8:08.0,,B. Brown enters the game for M. Morris,95,95
341,4,8:08.0,,A. Drummond enters the game for S. Mykhailiuk,95,95
342,4,8:08.0,,B. Griffin enters the game for D. Rose,95,95
343,4,8:08.0,,L. Kennard enters the game for C. Wood,95,95
344,4,7:57.0,,L. Galloway misses 3-pt jump shot from 28 ft,95,95
345,4,7:54.0,,Offensive rebound by A. Drummond,95,95
346,4,7:51.0,,Turnover by A. Drummond (lost ball; steal by T. Rozier),95,95
347,4,7:39.0,M. Monk misses 2-pt layup from 1 ft (block by A. Drummond),,95,95
348,4,7:36.0,,Defensive rebound by B. Griffin,95,95
349,4,7:32.0,,Turnover by B. Griffin (bad pass; steal by T. Rozier),95,95
350,4,7:15.0,T. Rozier misses 2-pt jump shot from 21 ft,,95,95
351,4,7:10.0,,Defensive rebound by A. Drummond,95,95
352,4,6:45.0,,L. Galloway makes 3-pt jump shot from 24 ft (assist by L. Kennard),95,98
353,4,6:45.0,,Shooting foul by M. Monk (drawn by L. Galloway),95,98
354,4,6:45.0,D. Graham enters the game for M. Monk,,95,98
355,4,6:45.0,,L. Galloway makes free throw 1 of 1,95,99
356,4,6:31.0,M. Bridges misses 3-pt jump shot from 25 ft,,95,99
357,4,6:26.0,,Defensive rebound by B. Brown,95,99
358,4,6:13.0,,L. Kennard makes 2-pt jump shot from 15 ft,95,101
359,4,6:13.0,Charlotte full timeout,,95,101
360,4,6:13.0,P. Washington enters the game for M. Bridges,,95,101
361,4,5:55.0,Personal foul by A. Drummond (drawn by D. Graham),,95,101
362,4,5:38.0,N. Batum misses 3-pt jump shot from 26 ft,,95,101
363,4,5:36.0,,Defensive rebound by A. Drummond,95,101
364,4,5:25.0,,L. Kennard makes 2-pt jump shot from 16 ft,95,103
365,4,4:59.0,P. Washington makes 3-pt jump shot from 25 ft (assist by T. Rozier),,98,103
366,4,4:36.0,,L. Kennard misses 2-pt jump shot from 9 ft,98,103
367,4,4:35.0,Defensive rebound by B. Biyombo,,98,103
368,4,4:35.0,Personal foul by B. Brown (drawn by B. Biyombo),,98,103
369,4,4:23.0,P. Washington misses 2-pt jump shot from 7 ft,,98,103
370,4,4:21.0,Offensive rebound by B. Biyombo,,98,103
371,4,4:15.0,Turnover by B. Biyombo (bad pass; steal by L. Galloway),,98,103
372,4,4:09.0,,L. Kennard misses 2-pt layup at rim,98,103
373,4,4:07.0,Defensive rebound by N. Batum,,98,103
374,4,4:04.0,T. Rozier misses 3-pt jump shot from 25 ft,,98,103
375,4,4:00.0,,Defensive rebound by B. Griffin,98,103
376,4,3:47.0,,Turnover by B. Griffin (lost ball; steal by N. Batum),98,103
377,4,3:43.0,T. Rozier makes 2-pt layup from 1 ft (assist by N. Batum),,100,103
378,4,3:15.0,,B. Griffin misses 3-pt jump shot from 26 ft,100,103
379,4,3:13.0,Defensive rebound by N. Batum,,100,103
380,4,3:13.0,Charlotte full timeout,,100,103
381,4,3:13.0,,D. Rose enters the game for B. Brown,100,103
382,4,2:55.0,B. Biyombo makes 2-pt layup at rim (assist by P. Washington),,102,103
383,4,2:55.0,Shooting foul by A. Drummond (drawn by B. Biyombo),,102,103
384,4,2:55.0,B. Biyombo misses free throw 1 of 1,,102,103
