,QUARTER,TIME_REMAINING,CHICAGO_ACTION,PHILADELPHIA_ACTION,CHICAGO_SCORE,PHILADELPHIA_SCORE
51,1,5:15.0,,A. Horford misses 3-pt jump shot from 25 ft,14,14
52,1,5:14.0,Defensive rebound by C. Hutchison,,14,14
53,1,5:06.0,C. Hutchison makes 2-pt layup from 1 ft,,16,14
54,1,4:42.0,,F. Korkmaz makes 3-pt jump shot from 25 ft (assist by A. Horford),16,17
55,1,4:25.0,Z. LaVine misses 2-pt jump shot from 14 ft,,16,17
56,1,4:22.0,,Defensive rebound by B. Simmons,16,17
57,1,4:18.0,,B. Simmons makes 2-pt layup from 2 ft,16,19
58,1,4:01.0,C. Felício makes 2-pt layup from 1 ft (assist by C. White),,18,19
59,1,3:48.0,,T. Harris misses 3-pt jump shot from 26 ft,18,19
60,1,3:45.0,Defensive rebound by C. White,,18,19
61,1,3:29.0,Z. LaVine misses 3-pt jump shot from 25 ft (block by M. Thybulle),,18,19
62,1,3:26.0,,Defensive rebound by B. Simmons,18,19
63,1,3:22.0,,A. Horford misses 3-pt jump shot from 25 ft,18,19
64,1,3:19.0,Defensive rebound by T. Young,,18,19
65,1,3:02.0,Turnover by Z. LaVine (traveling),,18,19
66,1,3:02.0,R. Arcidiacono enters the game for C. Felício,,18,19
67,1,3:02.0,L. Kornet enters the game for Z. LaVine,,18,19
68,1,3:02.0,,K. O'Quinn enters the game for T. Harris,18,19
69,1,3:02.0,,J. Richardson enters the game for A. Horford,18,19
70,1,3:02.0,,M. Scott enters the game for M. Thybulle,18,19
71,1,3:02.0,Instant Replay (Request: Ruling Stands),,18,19
72,1,3:02.0,Chicago full timeout,,18,19
73,1,3:02.0,Technical foul by,,18,19
74,1,3:02.0,L. Kornet makes technical free throw,,19,19
75,1,3:02.0,,R. Neto enters the game for B. Simmons,19,19
76,1,2:43.0,Turnover by C. Hutchison (bad pass),,19,19
77,1,2:37.0,,K. O'Quinn misses 3-pt jump shot from 24 ft,19,19
78,1,2:34.0,Defensive rebound by C. White,,19,19
79,1,2:27.0,C. White misses 2-pt layup from 2 ft,,19,19
80,1,2:24.0,,Defensive rebound by M. Scott,19,19
81,1,2:06.0,,K. O'Quinn makes 2-pt layup from 2 ft (assist by M. Scott),19,21
82,1,1:53.0,C. White misses 2-pt layup from 4 ft (block by K. O'Quinn),,19,21
83,1,1:53.0,Offensive rebound by Team,,19,21
84,1,1:49.0,L. Kornet misses 3-pt jump shot from 26 ft,,19,21
85,1,1:46.0,,Defensive rebound by J. Richardson,19,21
86,1,1:38.0,,M. Scott misses 2-pt dunk from 1 ft (block by L. Kornet),19,21
87,1,1:35.0,Defensive rebound by L. Kornet,,19,21
88,1,1:33.0,Shooting foul by F. Korkmaz (drawn by C. Hutchison),,19,21
89,1,1:33.0,C. Hutchison misses free throw 1 of 2,,19,21
90,1,1:33.0,Offensive rebound by Team,,19,21
91,1,1:33.0,C. Hutchison misses free throw 2 of 2,,19,21
92,1,1:31.0,,Defensive rebound by J. Richardson,19,21
93,1,1:15.0,,J. Richardson misses 2-pt jump shot from 7 ft (block by L. Kornet),19,21
94,1,1:13.0,Defensive rebound by C. Hutchison,,19,21
95,1,1:07.0,T. Young misses 3-pt jump shot from 26 ft,,19,21
96,1,1:04.0,,Defensive rebound by J. Richardson,19,21
97,1,0:57.0,,M. Scott misses 3-pt jump shot from 26 ft,19,21
98,1,0:55.0,Defensive rebound by R. Arcidiacono,,19,21
99,1,0:47.0,R. Arcidiacono misses 2-pt layup from 3 ft,,19,21
100,1,0:44.0,,Defensive rebound by K. O'Quinn,19,21
101,1,0:33.0,,M. Scott misses 2-pt jump shot from 16 ft,19,21
102,1,0:31.0,Defensive rebound by C. White,,19,21
103,1,0:27.0,C. White makes 3-pt jump shot from 26 ft,,22,21
104,1,0:06.0,,J. Richardson misses 2-pt jump shot from 17 ft,22,21
105,1,0:03.0,Defensive rebound by R. Arcidiacono,,22,21
106,1,0:00.0,R. Arcidiacono makes 2-pt layup from 1 ft,,24,21
107,2,11:37.0,,Turnover by M. Thybulle (bad pass; steal by C. Hutchison),24,21
108,2,11:33.0,C. White makes 3-pt jump shot from 26 ft (assist by R. Arcidiacono),,27,21
109,2,11:16.0,,R. Neto misses 2-pt layup from 2 ft,27,21
110,2,11:14.0,,Offensive rebound by K. O'Quinn,27,21
111,2,11:10.0,,K. O'Quinn makes 2-pt layup from 3 ft,27,23
112,2,10:54.0,Turnover by T. Young (lost ball; steal by T. Harris),,27,23
113,2,10:42.0,,K. O'Quinn misses 2-pt jump shot from 16 ft,27,23
114,2,10:39.0,Defensive rebound by C. White,,27,23
115,2,10:28.0,Turnover by C. White (bad pass; steal by K. O'Quinn),,27,23
116,2,10:09.0,,T. Harris makes 2-pt layup from 3 ft (assist by K. O'Quinn),27,25
117,2,9:58.0,C. Hutchison misses 2-pt jump shot from 7 ft,,27,25
118,2,9:54.0,,Defensive rebound by K. O'Quinn,27,25
119,2,9:34.0,,J. Richardson misses 3-pt jump shot from 22 ft,27,25
120,2,9:30.0,Defensive rebound by R. Arcidiacono,,27,25
121,2,9:22.0,L. Kornet misses 3-pt jump shot from 26 ft,,27,25
122,2,9:19.0,,Defensive rebound by T. Harris,27,25
123,2,9:12.0,,T. Harris misses 2-pt jump shot from 7 ft,27,25
124,2,9:09.0,Defensive rebound by C. Hutchison,,27,25
125,2,9:05.0,Chicago full timeout,,27,25
126,2,9:05.0,C. Felício enters the game for C. Hutchison,,27,25
127,2,9:05.0,Z. LaVine enters the game for L. Kornet,,27,25
128,2,9:05.0,,J. Ennis enters the game for R. Neto,27,25
129,2,9:05.0,,B. Simmons enters the game for J. Richardson,27,25
130,2,8:50.0,R. Arcidiacono makes 3-pt jump shot from 28 ft,,30,25
131,2,8:21.0,,T. Harris misses 3-pt jump shot from 26 ft,30,25
132,2,8:20.0,Defensive rebound by C. Felício,,30,25
133,2,8:05.0,Z. LaVine misses 3-pt jump shot from 25 ft,,30,25
134,2,8:03.0,,Defensive rebound by B. Simmons,30,25
135,2,7:55.0,,T. Harris makes 2-pt layup from 4 ft (assist by B. Simmons),30,27
136,2,7:36.0,Z. LaVine makes 2-pt layup at rim (assist by T. Young),,32,27
137,2,7:11.0,,J. Ennis makes 2-pt layup from 2 ft (assist by K. O'Quinn),32,29
138,2,6:57.0,R. Arcidiacono misses 2-pt jump shot from 11 ft,,32,29
139,2,6:53.0,,Defensive rebound by M. Thybulle,32,29
140,2,6:51.0,,Personal foul by C. White (drawn by J. Ennis),32,29
141,2,6:51.0,L. Markkanen enters the game for R. Arcidiacono,,32,29
142,2,6:51.0,T. Satoranský enters the game for T. Young,,32,29
143,2,6:51.0,,A. Horford enters the game for K. O'Quinn,32,29
144,2,6:36.0,,A. Horford makes 3-pt jump shot from 26 ft (assist by T. Harris),32,32
145,2,6:19.0,C. White misses 3-pt jump shot from 26 ft,,32,32
146,2,6:17.0,,Defensive rebound by A. Horford,32,32
147,2,6:05.0,,Def 3 sec tech foul by Team,32,32
148,2,6:05.0,,T. Harris makes technical free throw,32,33
149,2,6:05.0,K. Dunn enters the game for C. Felício,,32,33
150,2,6:05.0,T. Young enters the game for C. White,,32,33
151,2,5:54.0,,A. Horford makes 2-pt jump shot from 13 ft,32,35
152,2,5:34.0,T. Young misses 2-pt jump shot from 4 ft (block by M. Thybulle),,32,35
153,2,5:30.0,,Defensive rebound by A. Horford,32,35
154,2,5:19.0,,B. Simmons misses 2-pt layup from 2 ft,32,35
155,2,5:16.0,Defensive rebound by T. Satoranský,,32,35
156,2,5:12.0,L. Markkanen makes 2-pt dunk from 1 ft (assist by Z. LaVine),,34,35
157,2,4:56.0,,M. Thybulle makes 2-pt layup at rim (assist by T. Harris),34,37
158,2,4:49.0,Turnover by K. Dunn (bad pass; steal by J. Ennis),,34,37
159,2,4:45.0,,B. Simmons makes 2-pt dunk from 1 ft (assist by J. Ennis),34,39
160,2,4:23.0,T. Young makes 2-pt dunk from 1 ft (assist by T. Satoranský),,36,39
161,2,4:08.0,,Personal foul by T. Young (drawn by B. Simmons),36,39
162,2,3:55.0,,J. Ennis misses 3-pt jump shot from 27 ft,36,39
163,2,3:53.0,Defensive rebound by T. Satoranský,,36,39
164,2,3:43.0,Z. LaVine misses 2-pt layup from 1 ft,,36,39
165,2,3:42.0,,Defensive rebound by J. Ennis,36,39
166,2,3:37.0,,Turnover by J. Ennis (lost ball; steal by T. Young),36,39
167,2,3:19.0,L. Markkanen makes 3-pt jump shot from 26 ft (assist by T. Satoranský),,39,39
168,2,3:18.0,,Philadelphia full timeout,39,39
169,2,3:18.0,C. Hutchison enters the game for K. Dunn,,39,39
170,2,3:18.0,,F. Korkmaz enters the game for J. Ennis,39,39
171,2,3:18.0,,R. Neto enters the game for T. Harris,39,39
172,2,3:18.0,,J. Richardson enters the game for M. Thybulle,39,39
173,2,3:06.0,,B. Simmons misses 2-pt layup from 3 ft,39,39
174,2,3:04.0,Defensive rebound by Team,,39,39
175,2,2:54.0,,Violation by Team (kicked ball),39,39
176,2,2:50.0,Z. LaVine makes 2-pt layup from 2 ft,,41,39
177,2,2:50.0,Shooting foul by J. Richardson (drawn by Z. LaVine),,41,39
178,2,2:50.0,Z. LaVine makes free throw 1 of 1,,42,39
179,2,2:30.0,,B. Simmons makes 2-pt dunk from 1 ft (assist by J. Richardson),42,41
180,2,2:21.0,L. Markkanen misses 3-pt jump shot from 26 ft,,42,41
181,2,2:17.0,,Defensive rebound by R. Neto,42,41
182,2,2:09.0,,Shooting foul by Z. LaVine (drawn by A. Horford),42,41
183,2,2:09.0,,A. Horford makes free throw 1 of 2,42,42
184,2,2:09.0,,A. Horford makes free throw 2 of 2,42,43
185,2,1:58.0,L. Markkanen makes 3-pt jump shot from 26 ft (assist by T. Satoranský),,45,43
186,2,1:40.0,,F. Korkmaz misses 3-pt jump shot from 23 ft,45,43
187,2,1:34.0,,Offensive rebound by J. Richardson,45,43
188,2,1:26.0,,J. Richardson misses 2-pt jump shot from 11 ft,45,43
189,2,1:23.0,Defensive rebound by T. Satoranský,,45,43
190,2,1:18.0,Shooting foul by J. Richardson (drawn by Z. LaVine),,45,43
191,2,1:18.0,Z. LaVine makes free throw 1 of 2,,46,43
192,2,1:18.0,Z. LaVine makes free throw 2 of 2,,47,43
193,2,1:11.0,,Offensive foul by B. Simmons (drawn by T. Satoranský),47,43
194,2,1:11.0,,Turnover by B. Simmons (offensive foul),47,43
195,2,0:58.0,T. Young misses 2-pt jump shot from 8 ft,,47,43
196,2,0:56.0,Offensive rebound by L. Markkanen,,47,43
197,2,0:54.0,L. Markkanen misses 2-pt layup from 3 ft,,47,43
198,2,0:51.0,,Defensive rebound by F. Korkmaz,47,43
199,2,0:36.0,,Turnover by F. Korkmaz (lost ball; steal by L. Markkanen),47,43
200,2,0:31.0,Turnover by L. Markkanen (bad pass; steal by R. Neto),,47,43
201,2,0:11.0,,F. Korkmaz makes 3-pt jump shot from 26 ft (assist by R. Neto),47,46
202,2,0:02.0,Z. LaVine misses 3-pt jump shot from 28 ft,,47,46
203,2,0:02.0,,Defensive rebound by B. Simmons,47,46
204,3,11:47.0,,A. Horford makes 2-pt jump shot from 19 ft (assist by J. Richardson),47,48
205,3,11:32.0,Z. LaVine makes 2-pt dunk at rim (assist by L. Kornet),,49,48
206,3,11:11.0,,A. Horford makes 2-pt layup from 1 ft (assist by T. Harris),49,50
207,3,10:56.0,K. Dunn misses 3-pt jump shot from 26 ft,,49,50
208,3,10:52.0,,Defensive rebound by J. Richardson,49,50
209,3,10:48.0,,T. Harris misses 3-pt jump shot from 28 ft,49,50
210,3,10:44.0,,Offensive rebound by A. Horford,49,50
211,3,10:37.0,,Turnover by T. Harris (lost ball; steal by K. Dunn),49,50
212,3,10:17.0,L. Kornet makes 2-pt layup from 1 ft (assist by T. Satoranský),,51,50
213,3,9:59.0,,A. Horford makes 3-pt jump shot from 26 ft (assist by B. Simmons),51,53
214,3,9:45.0,Z. LaVine makes 2-pt jump shot from 12 ft,,53,53
215,3,9:26.0,,M. Thybulle misses 3-pt jump shot from 27 ft,53,53
216,3,9:23.0,Defensive rebound by Z. LaVine,,53,53
217,3,9:15.0,K. Dunn misses 3-pt jump shot from 23 ft,,53,53
218,3,9:10.0,,Defensive rebound by A. Horford,53,53
219,3,8:58.0,,A. Horford makes 2-pt jump shot from 14 ft (assist by M. Thybulle),53,55
220,3,8:44.0,T. Satoranský makes 2-pt jump shot from 12 ft,,55,55
221,3,8:22.0,,B. Simmons misses 2-pt hook shot from 12 ft,55,55
222,3,8:20.0,Defensive rebound by Z. LaVine,,55,55
223,3,8:16.0,L. Kornet makes 3-pt jump shot from 27 ft (assist by Z. LaVine),,58,55
224,3,8:14.0,,Philadelphia full timeout,58,55
225,3,7:58.0,,A. Horford misses 2-pt jump shot from 19 ft,58,55
226,3,7:55.0,,Offensive rebound by M. Thybulle,58,55
227,3,7:52.0,,B. Simmons makes 2-pt dunk from 1 ft (assist by A. Horford),58,57
228,3,7:27.0,Turnover by Z. LaVine (bad pass; steal by M. Thybulle),,58,57
229,3,7:24.0,,T. Harris misses 2-pt layup at rim,58,57
230,3,7:21.0,Defensive rebound by K. Dunn,,58,57
231,3,7:17.0,L. Kornet misses 3-pt jump shot from 24 ft,,58,57
232,3,7:17.0,,Defensive rebound by J. Richardson,58,57
233,3,6:57.0,,B. Simmons makes 2-pt dunk from 1 ft (assist by J. Richardson),58,59
234,3,6:51.0,Personal foul by M. Thybulle (drawn by Z. LaVine),,58,59
235,3,6:46.0,Turnover by L. Kornet (bad pass; steal by T. Harris),,58,59
236,3,6:38.0,,T. Harris makes 2-pt layup from 3 ft,58,61
237,3,6:37.0,Chicago full timeout,,58,61
238,3,6:37.0,C. Felício enters the game for L. Kornet,,58,61
239,3,6:18.0,Turnover by K. Dunn (lost ball; steal by B. Simmons),,58,61
240,3,6:10.0,,T. Harris makes 2-pt jump shot from 4 ft (assist by J. Richardson),58,63
241,3,6:10.0,C. White enters the game for K. Dunn,,58,63
242,3,5:45.0,Z. LaVine makes 2-pt layup from 2 ft,,60,63
243,3,5:24.0,,Personal foul by T. Satoranský (drawn by B. Simmons),60,63
244,3,5:24.0,,F. Korkmaz enters the game for J. Richardson,60,63
245,3,5:11.0,,B. Simmons misses 2-pt hook shot from 13 ft,60,63
246,3,5:09.0,Defensive rebound by L. Markkanen,,60,63
247,3,4:52.0,Z. LaVine misses 3-pt jump shot from 27 ft,,60,63
248,3,4:48.0,,Defensive rebound by F. Korkmaz,60,63
249,3,4:37.0,,T. Harris misses 2-pt jump shot from 15 ft,60,63
250,3,4:36.0,,Offensive rebound by B. Simmons,60,63
251,3,4:36.0,,B. Simmons makes 2-pt dunk from 1 ft,60,65
252,3,4:22.0,Turnover by T. Satoranský (bad pass),,60,65
253,3,4:22.0,T. Young enters the game for T. Satoranský,,60,65
254,3,4:08.0,,Personal foul by C. White (drawn by T. Harris),60,65
255,3,4:08.0,,K. O'Quinn enters the game for A. Horford,60,65
256,3,3:59.0,,F. Korkmaz makes 3-pt jump shot from 24 ft (assist by M. Thybulle),60,68
257,3,3:36.0,C. Felício makes 2-pt dunk at rim (assist by T. Young),,62,68
258,3,3:36.0,Shooting foul by K. O'Quinn (drawn by C. Felício),,62,68
259,3,3:36.0,C. Hutchison enters the game for L. Markkanen,,62,68
260,3,3:36.0,C. Felício makes free throw 1 of 1,,63,68
261,3,3:22.0,,F. Korkmaz makes 3-pt jump shot from 26 ft (assist by B. Simmons),63,71
262,3,3:02.0,Z. LaVine misses 3-pt jump shot from 27 ft,,63,71
263,3,2:59.0,,Defensive rebound by T. Harris,63,71
264,3,2:49.0,,F. Korkmaz makes 3-pt jump shot from 27 ft (assist by B. Simmons),63,74
265,3,2:23.0,C. White misses 2-pt jump shot from 18 ft,,63,74
266,3,2:22.0,,Defensive rebound by Team,63,74
267,3,2:22.0,R. Arcidiacono enters the game for Z. LaVine,,63,74
268,3,2:22.0,,J. Ennis enters the game for T. Harris,63,74
269,3,2:22.0,,J. Richardson enters the game for M. Thybulle,63,74
270,3,2:07.0,,F. Korkmaz makes 3-pt jump shot from 27 ft (assist by B. Simmons),63,77
271,3,1:49.0,C. White makes 2-pt jump shot from 12 ft,,65,77
272,3,1:33.0,,Offensive foul by J. Ennis (drawn by C. Hutchison),65,77
273,3,1:33.0,,Turnover by J. Ennis (offensive foul),65,77
274,3,1:33.0,,R. Neto enters the game for B. Simmons,65,77
275,3,1:25.0,C. White misses 2-pt layup from 2 ft (block by K. O'Quinn),,65,77
276,3,1:25.0,Offensive rebound by Team,,65,77
277,3,1:13.0,C. Hutchison makes 3-pt jump shot from 23 ft (assist by C. White),,68,77
278,3,1:13.0,L. Kornet enters the game for C. Felício,,68,77
279,3,0:51.0,,Shooting foul by R. Arcidiacono (drawn by F. Korkmaz),68,77
280,3,0:51.0,,F. Korkmaz makes free throw 1 of 2,68,78
281,3,0:51.0,,F. Korkmaz makes free throw 2 of 2,68,79
282,3,0:34.0,C. White misses 3-pt jump shot from 26 ft,,68,79
283,3,0:32.0,Offensive rebound by L. Kornet,,68,79
284,3,0:32.0,Shooting foul by K. O'Quinn (drawn by L. Kornet),,68,79
285,3,0:32.0,L. Kornet makes free throw 1 of 2,,69,79
286,3,0:32.0,L. Kornet misses free throw 2 of 2,,69,79
287,3,0:30.0,,Defensive rebound by K. O'Quinn,69,79
288,3,0:22.0,,Personal foul by C. White (drawn by J. Ennis),69,79
289,3,0:22.0,,J. Ennis makes free throw 1 of 2,69,80
290,3,0:22.0,,J. Ennis makes free throw 2 of 2,69,81
291,3,0:15.0,Turnover by R. Arcidiacono (bad pass; steal by K. O'Quinn),,69,81
292,3,0:12.0,,J. Richardson misses 3-pt jump shot from 26 ft,69,81
293,3,0:06.0,,Offensive rebound by J. Ennis,69,81
294,3,0:06.0,,J. Ennis misses 2-pt layup from 1 ft,69,81
295,3,0:06.0,Defensive rebound by Team,,69,81
296,3,0:00.0,C. White makes 2-pt layup from 1 ft,,71,81
297,3,0:00.0,Violation by Team (delay of game),,71,81
298,4,11:45.0,L. Kornet makes 2-pt dunk from 1 ft (assist by C. White),,73,81
299,4,11:30.0,,Turnover by J. Richardson (bad pass; steal by C. Hutchison),73,81
300,4,11:24.0,C. White misses 3-pt jump shot from 25 ft,,73,81
301,4,11:21.0,,Defensive rebound by K. O'Quinn,73,81
302,4,11:11.0,,K. O'Quinn makes 2-pt jump shot from 21 ft (assist by R. Neto),73,83
303,4,10:58.0,C. Hutchison misses 2-pt layup from 6 ft (block by F. Korkmaz),,73,83
304,4,10:58.0,Offensive rebound by Team,,73,83
305,4,10:47.0,R. Arcidiacono misses 3-pt jump shot from 28 ft,,73,83
306,4,10:44.0,,Defensive rebound by F. Korkmaz,73,83
307,4,10:25.0,,R. Neto makes 2-pt layup at rim,73,85
308,4,10:15.0,T. Young makes 2-pt jump shot from 18 ft,,75,85
309,4,9:59.0,,Personal foul by R. Arcidiacono (drawn by R. Neto),75,85
310,4,9:49.0,,J. Ennis makes 2-pt dunk at rim (assist by R. Neto),75,87
311,4,9:34.0,C. Hutchison makes 2-pt layup from 1 ft (assist by C. White),,77,87
312,4,9:19.0,,R. Neto misses 3-pt jump shot from 27 ft,77,87
313,4,9:15.0,Defensive rebound by T. Young,,77,87
314,4,9:01.0,R. Arcidiacono misses 3-pt jump shot from 25 ft,,77,87
315,4,8:58.0,,Defensive rebound by J. Ennis,77,87
316,4,8:45.0,,Turnover by K. O'Quinn (lost ball; steal by L. Kornet),77,87
317,4,8:39.0,C. White makes 2-pt layup from 2 ft,,79,87
318,4,8:39.0,,Philadelphia full timeout,79,87
319,4,8:39.0,C. Felício enters the game for R. Arcidiacono,,79,87
320,4,8:39.0,Z. LaVine enters the game for L. Kornet,,79,87
321,4,8:39.0,,T. Harris enters the game for J. Ennis,79,87
322,4,8:39.0,,A. Horford enters the game for R. Neto,79,87
323,4,8:39.0,,B. Simmons enters the game for K. O'Quinn,79,87
324,4,8:39.0,,M. Thybulle enters the game for J. Richardson,79,87
325,4,8:27.0,,T. Harris makes 2-pt dunk from 1 ft (assist by B. Simmons),79,89
326,4,7:59.0,Z. LaVine misses 2-pt jump shot from 18 ft,,79,89
327,4,7:54.0,Offensive rebound by C. Felício,,79,89
328,4,7:53.0,C. White misses 3-pt jump shot from 26 ft,,79,89
329,4,7:49.0,Offensive rebound by C. Hutchison,,79,89
330,4,7:46.0,C. Hutchison misses 2-pt jump shot from 4 ft (block by A. Horford),,79,89
331,4,7:43.0,Offensive rebound by T. Young,,79,89
332,4,7:41.0,C. Hutchison misses 3-pt jump shot from 23 ft,,79,89
333,4,7:41.0,,Defensive rebound by F. Korkmaz,79,89
334,4,7:26.0,,B. Simmons makes 2-pt layup from 1 ft,79,91
335,4,7:02.0,Shooting foul by B. Simmons (drawn by C. White),,79,91
336,4,7:02.0,C. White makes free throw 1 of 2,,80,91
337,4,7:02.0,L. Markkanen enters the game for C. Hutchison,,80,91
338,4,7:02.0,C. White makes free throw 2 of 2,,81,91
339,4,6:46.0,,A. Horford misses 3-pt jump shot from 27 ft,81,91
340,4,6:45.0,,Offensive rebound by M. Thybulle,81,91
341,4,6:45.0,,M. Thybulle misses 2-pt layup from 1 ft,81,91
342,4,6:43.0,,Offensive rebound by B. Simmons,81,91
343,4,6:32.0,,F. Korkmaz makes 2-pt dunk from 1 ft,81,93
344,4,6:07.0,Turnover by L. Markkanen (bad pass),,81,93
345,4,6:07.0,L. Kornet enters the game for C. Felício,,81,93
346,4,6:07.0,T. Satoranský enters the game for C. White,,81,93
347,4,6:01.0,,Offensive foul by A. Horford (drawn by T. Satoranský),81,93
348,4,6:01.0,,Turnover by A. Horford (offensive foul),81,93
349,4,5:53.0,L. Markkanen misses 3-pt jump shot from 27 ft,,81,93
350,4,5:51.0,,Defensive rebound by A. Horford,81,93
351,4,5:42.0,,Turnover by B. Simmons (lost ball; steal by T. Young),81,93
352,4,5:38.0,T. Satoranský makes 2-pt dunk from 1 ft (assist by L. Markkanen),,83,93
353,4,5:21.0,,F. Korkmaz misses 3-pt jump shot from 26 ft,83,93
354,4,5:18.0,Defensive rebound by L. Markkanen,,83,93
355,4,5:01.0,Turnover by T. Satoranský (bad pass),,83,93
356,4,4:43.0,,F. Korkmaz makes 2-pt jump shot from 15 ft (assist by A. Horford),83,95
357,4,4:26.0,Z. LaVine makes 2-pt layup from 2 ft (assist by L. Kornet),,85,95
358,4,4:06.0,,A. Horford misses 3-pt jump shot from 27 ft,85,95
359,4,4:03.0,Defensive rebound by Z. LaVine,,85,95
360,4,4:00.0,Offensive foul by Z. LaVine (drawn by F. Korkmaz),,85,95
361,4,4:00.0,Turnover by Z. LaVine (offensive foul),,85,95
362,4,3:38.0,,M. Thybulle makes 3-pt jump shot from 28 ft (assist by A. Horford),85,98
363,4,3:36.0,Chicago full timeout,,85,98
364,4,3:36.0,C. White enters the game for T. Young,,85,98
365,4,3:16.0,Z. LaVine misses 2-pt dunk from 1 ft (block by M. Thybulle),,85,98
366,4,3:13.0,,Defensive rebound by B. Simmons,85,98
367,4,3:10.0,,M. Thybulle misses 3-pt jump shot from 27 ft,85,98
368,4,3:06.0,Defensive rebound by L. Markkanen,,85,98
369,4,3:02.0,Shooting foul by T. Harris (drawn by Z. LaVine),,85,98
370,4,3:02.0,Z. LaVine makes free throw 1 of 2,,86,98
371,4,3:02.0,,Philadelphia full timeout,86,98
372,4,3:02.0,Z. LaVine makes free throw 2 of 2,,87,98
373,4,2:50.0,,Personal foul by L. Kornet (drawn by F. Korkmaz),87,98
374,4,2:50.0,T. Young enters the game for C. White,,87,98
375,4,2:44.0,,A. Horford misses 2-pt jump shot from 14 ft,87,98
376,4,2:40.0,Defensive rebound by Z. LaVine,,87,98
377,4,2:26.0,Z. LaVine misses 3-pt jump shot from 26 ft,,87,98
