,QUARTER,TIME_REMAINING,DETROIT_ACTION,CHICAGO_ACTION,DETROIT_SCORE,CHICAGO_SCORE
71,1,2:46.0,Turnover by A. Drummond (bad pass),,22,24
72,1,2:31.0,,C. White misses 2-pt jump shot from 7 ft,22,24
73,1,2:29.0,Defensive rebound by D. Rose,,22,24
74,1,2:23.0,D. Rose misses 2-pt layup from 4 ft (block by K. Dunn),,22,24
75,1,2:20.0,Offensive rebound by D. Rose,,22,24
76,1,2:19.0,M. Morris misses 3-pt jump shot from 26 ft,,22,24
77,1,2:19.0,,Defensive rebound by T. Young,22,24
78,1,2:11.0,,Turnover by T. Young (bad pass; steal by M. Morris),22,24
79,1,2:01.0,L. Galloway makes 3-pt jump shot from 26 ft (assist by M. Morris),,25,24
80,1,1:50.0,,K. Dunn misses 3-pt jump shot from 26 ft,25,24
81,1,1:46.0,Defensive rebound by M. Morris,,25,24
82,1,1:38.0,L. Galloway makes 3-pt jump shot from 24 ft (assist by D. Rose),,28,24
83,1,1:10.0,,T. Young misses 3-pt jump shot from 22 ft,28,24
84,1,1:06.0,Defensive rebound by D. Rose,,28,24
85,1,0:58.0,M. Morris misses 2-pt layup from 1 ft,,28,24
86,1,0:56.0,,Defensive rebound by C. White,28,24
87,1,0:47.0,,C. White makes 3-pt jump shot from 26 ft (assist by K. Dunn),28,27
88,1,0:43.0,Shooting foul by K. Dunn (drawn by D. Rose),,28,27
89,1,0:43.0,D. Rose makes free throw 1 of 2,,29,27
90,1,0:43.0,T. Maker enters the game for A. Drummond,,29,27
91,1,0:43.0,,W. Carter enters the game for D. Gafford,29,27
92,1,0:43.0,D. Rose makes free throw 2 of 2,,30,27
93,1,0:35.0,,Personal take foul by L. Kennard (drawn by R. Arcidiacono),30,27
94,1,0:28.0,,C. White makes 3-pt jump shot from 24 ft,30,30
95,1,0:05.0,L. Kennard misses 3-pt jump shot from 23 ft,,30,30
96,1,0:02.0,,Defensive rebound by W. Carter,30,30
97,1,0:00.0,,R. Arcidiacono misses 3-pt jump shot from 24 ft,30,30
98,1,0:00.0,,Offensive rebound by Team,30,30
99,2,11:43.0,L. Galloway makes 3-pt jump shot from 25 ft (assist by S. Mykhailiuk),,33,30
100,2,11:43.0,Shooting foul by C. White (drawn by L. Galloway),,33,30
101,2,11:43.0,L. Galloway makes free throw 1 of 1,,34,30
102,2,11:25.0,,T. Young misses 2-pt layup from 2 ft,34,30
103,2,11:22.0,Defensive rebound by B. Griffin,,34,30
104,2,11:18.0,D. Rose misses 2-pt jump shot from 4 ft,,34,30
105,2,11:16.0,,Defensive rebound by C. White,34,30
106,2,11:10.0,,T. Young makes 2-pt dunk from 1 ft (assist by K. Dunn),34,32
107,2,10:42.0,B. Griffin misses 2-pt jump shot from 24 ft,,34,32
108,2,10:39.0,,Defensive rebound by C. White,34,32
109,2,10:31.0,,R. Arcidiacono makes 3-pt jump shot from 23 ft (assist by W. Carter),34,35
110,2,10:11.0,L. Galloway misses 3-pt jump shot from 26 ft,,34,35
111,2,10:08.0,,Defensive rebound by W. Carter,34,35
112,2,9:59.0,,K. Dunn misses 3-pt jump shot from 23 ft,34,35
113,2,9:56.0,,Offensive rebound by Team,34,35
114,2,9:53.0,,T. Young misses 3-pt jump shot from 25 ft,34,35
115,2,9:51.0,,Offensive rebound by R. Arcidiacono,34,35
116,2,9:45.0,,Shooting foul by S. Mykhailiuk (drawn by R. Arcidiacono),34,35
117,2,9:45.0,,R. Arcidiacono misses free throw 1 of 2,34,35
118,2,9:45.0,,Offensive rebound by Team,34,35
119,2,9:45.0,,S. Harrison enters the game for C. White,34,35
120,2,9:45.0,,R. Arcidiacono makes free throw 2 of 2,34,36
121,2,9:34.0,Turnover by D. Rose (bad pass),,34,36
122,2,9:24.0,,T. Young misses 2-pt layup from 2 ft,34,36
123,2,9:22.0,,Offensive rebound by W. Carter,34,36
124,2,9:22.0,,Shooting foul by T. Maker (drawn by W. Carter),34,36
125,2,9:22.0,,W. Carter makes free throw 1 of 2,34,37
126,2,9:22.0,,W. Carter makes free throw 2 of 2,34,38
127,2,9:03.0,S. Mykhailiuk makes 3-pt jump shot from 26 ft (assist by T. Maker),,37,38
128,2,8:53.0,,R. Arcidiacono makes 3-pt jump shot from 22 ft (assist by K. Dunn),37,41
129,2,8:30.0,D. Rose misses 3-pt jump shot from 27 ft,,37,41
130,2,8:28.0,Offensive rebound by T. Maker,,37,41
131,2,8:27.0,D. Rose makes 2-pt layup from 2 ft (assist by T. Maker),,39,41
132,2,8:08.0,,Shooting foul by T. Maker (drawn by W. Carter),39,41
133,2,8:08.0,,W. Carter makes free throw 1 of 2,39,42
134,2,8:08.0,B. Brown enters the game for T. Maker,,39,42
135,2,8:08.0,A. Drummond enters the game for D. Rose,,39,42
136,2,8:08.0,,W. Carter makes free throw 2 of 2,39,43
137,2,7:53.0,B. Griffin misses 3-pt jump shot from 25 ft,,39,43
138,2,7:51.0,Offensive rebound by Team,,39,43
139,2,7:51.0,,Loose ball foul by R. Arcidiacono (drawn by S. Mykhailiuk),39,43
140,2,7:51.0,,D. Gafford enters the game for W. Carter,39,43
141,2,7:42.0,L. Galloway misses 3-pt jump shot from 25 ft,,39,43
142,2,7:39.0,,Defensive rebound by T. Young,39,43
143,2,7:33.0,,Turnover by D. Gafford (bad pass),39,43
144,2,7:22.0,Shooting foul by D. Gafford (drawn by B. Griffin),,39,43
145,2,7:22.0,B. Griffin makes free throw 1 of 2,,40,43
146,2,7:22.0,B. Griffin misses free throw 2 of 2,,40,43
147,2,7:19.0,,Defensive rebound by S. Harrison,40,43
148,2,7:11.0,,K. Dunn misses 2-pt layup from 1 ft,40,43
149,2,7:07.0,,Offensive rebound by D. Gafford,40,43
150,2,7:07.0,,D. Gafford makes 2-pt dunk at rim,40,45
151,2,6:56.0,Shooting foul by K. Dunn (drawn by B. Brown),,40,45
152,2,6:56.0,,Chicago full timeout,40,45
153,2,6:56.0,,Z. LaVine enters the game for R. Arcidiacono,40,45
154,2,6:56.0,,L. Markkanen enters the game for K. Dunn,40,45
155,2,6:56.0,,T. Satoranský enters the game for T. Young,40,45
156,2,6:56.0,B. Brown misses free throw 1 of 2,,40,45
157,2,6:56.0,Offensive rebound by Team,,40,45
158,2,6:56.0,B. Brown misses free throw 2 of 2,,40,45
159,2,6:52.0,,Defensive rebound by S. Harrison,40,45
160,2,6:43.0,,L. Markkanen misses 2-pt dunk from 1 ft (block by A. Drummond),40,45
161,2,6:40.0,Defensive rebound by B. Brown,,40,45
162,2,6:34.0,B. Brown misses 3-pt jump shot from 26 ft,,40,45
163,2,6:27.0,Offensive rebound by A. Drummond,,40,45
164,2,6:27.0,A. Drummond misses 2-pt layup from 1 ft,,40,45
165,2,6:26.0,,Defensive rebound by S. Harrison,40,45
166,2,6:23.0,,Offensive foul by S. Harrison (drawn by A. Drummond),40,45
167,2,6:23.0,,Turnover by S. Harrison (offensive foul),40,45
168,2,6:12.0,A. Drummond misses 2-pt layup from 2 ft (block by S. Harrison),,40,45
169,2,6:09.0,,Defensive rebound by Z. LaVine,40,45
170,2,6:07.0,,Z. LaVine misses 2-pt layup from 2 ft,40,45
171,2,6:04.0,,Offensive rebound by S. Harrison,40,45
172,2,5:55.0,,S. Harrison makes 2-pt jump shot from 13 ft (assist by T. Satoranský),40,47
173,2,5:29.0,B. Griffin misses 2-pt layup from 4 ft,,40,47
174,2,5:26.0,,Defensive rebound by S. Harrison,40,47
175,2,5:21.0,,Turnover by S. Harrison (bad pass; steal by B. Griffin),40,47
176,2,5:15.0,B. Brown misses 2-pt layup from 3 ft,,40,47
177,2,5:13.0,Offensive rebound by B. Griffin,,40,47
178,2,5:13.0,B. Griffin misses 2-pt layup from 1 ft,,40,47
179,2,5:13.0,Offensive rebound by B. Griffin,,40,47
180,2,5:13.0,Shooting foul by T. Satoranský (drawn by B. Griffin),,40,47
181,2,5:13.0,B. Griffin makes free throw 1 of 2,,41,47
182,2,5:13.0,L. Kennard enters the game for S. Mykhailiuk,,41,47
183,2,5:13.0,,W. Carter enters the game for D. Gafford,41,47
184,2,5:13.0,B. Griffin makes free throw 2 of 2,,42,47
185,2,5:02.0,,T. Satoranský misses 2-pt jump shot from 17 ft,42,47
186,2,4:59.0,Defensive rebound by B. Brown,,42,47
187,2,4:52.0,L. Kennard misses 2-pt jump shot from 13 ft,,42,47
188,2,4:50.0,,Defensive rebound by T. Satoranský,42,47
189,2,4:46.0,,Shooting foul by A. Drummond (drawn by S. Harrison),42,47
190,2,4:46.0,,Instant Replay (Request: Ruling Stands),42,47
191,2,4:46.0,C. Wood enters the game for B. Griffin,,42,47
192,2,4:46.0,,S. Harrison misses free throw 1 of 2,42,47
193,2,4:46.0,,Offensive rebound by Team,42,47
194,2,4:46.0,,S. Harrison misses free throw 2 of 2,42,47
195,2,4:44.0,Defensive rebound by C. Wood,,42,47
196,2,4:29.0,Turnover by A. Drummond (traveling),,42,47
197,2,4:12.0,,T. Satoranský misses 2-pt layup from 3 ft,42,47
198,2,4:10.0,Defensive rebound by A. Drummond,,42,47
199,2,4:02.0,Turnover by L. Galloway (lost ball; steal by W. Carter),,42,47
200,2,3:59.0,,S. Harrison makes 2-pt dunk from 1 ft (assist by T. Satoranský),42,49
201,2,3:59.0,Detroit full timeout,,42,49
202,2,3:59.0,D. Rose enters the game for L. Galloway,,42,49
203,2,3:59.0,,C. White enters the game for S. Harrison,42,49
204,2,3:46.0,L. Kennard makes 2-pt jump shot from 14 ft (assist by A. Drummond),,44,49
205,2,3:26.0,,W. Carter misses 2-pt layup from 2 ft,44,49
206,2,3:22.0,Defensive rebound by A. Drummond,,44,49
207,2,3:14.0,A. Drummond makes 2-pt layup from 1 ft (assist by L. Kennard),,46,49
208,2,2:58.0,,Z. LaVine misses 2-pt layup from 2 ft,46,49
209,2,2:58.0,,Offensive rebound by Team,46,49
210,2,2:58.0,Loose ball foul by B. Brown (drawn by W. Carter),,46,49
211,2,2:58.0,,W. Carter makes free throw 1 of 2,46,50
212,2,2:58.0,,W. Carter makes free throw 2 of 2,46,51
213,2,2:35.0,D. Rose makes 2-pt jump shot from 15 ft (assist by L. Kennard),,48,51
214,2,2:35.0,Shooting foul by C. White (drawn by D. Rose),,48,51
215,2,2:35.0,D. Rose makes free throw 1 of 1,,49,51
216,2,2:24.0,,Turnover by T. Satoranský (bad pass; steal by L. Kennard),49,51
217,2,2:17.0,C. Wood makes 2-pt dunk at rim (assist by B. Brown),,51,51
218,2,2:05.0,,L. Markkanen makes 3-pt jump shot from 26 ft (assist by Z. LaVine),51,54
219,2,2:05.0,,Flagrant foul type 1 by A. Drummond (drawn by L. Markkanen),51,54
220,2,2:05.0,,Instant Replay (Request: Ruling Stands),51,54
221,2,2:05.0,,L. Markkanen makes flagrant free throw 1 of 1,51,55
222,2,1:55.0,,L. Markkanen makes 2-pt layup from 3 ft (assist by Z. LaVine),51,57
223,2,1:34.0,A. Drummond misses 2-pt jump shot from 6 ft,,51,57
224,2,1:32.0,Offensive rebound by C. Wood,,51,57
225,2,1:32.0,C. Wood misses 2-pt layup from 1 ft (block by L. Markkanen),,51,57
226,2,1:30.0,,Defensive rebound by W. Carter,51,57
227,2,1:30.0,,T. Satoranský misses 3-pt jump shot from 26 ft,51,57
228,2,1:28.0,Defensive rebound by A. Drummond,,51,57
229,2,1:21.0,L. Kennard misses 3-pt jump shot from 26 ft,,51,57
230,2,1:18.0,,Defensive rebound by W. Carter,51,57
231,2,1:09.0,,Z. LaVine misses 2-pt layup from 2 ft (block by C. Wood),51,57
232,2,1:06.0,Defensive rebound by C. Wood,,51,57
233,2,1:02.0,C. Wood makes 2-pt dunk at rim (assist by B. Brown),,53,57
234,2,0:44.0,,Shooting foul by C. Wood (drawn by L. Markkanen),53,57
235,2,0:44.0,,L. Markkanen makes free throw 1 of 3,53,58
236,2,0:44.0,,L. Markkanen misses free throw 2 of 3,53,58
237,2,0:44.0,,Offensive rebound by Team,53,58
238,2,0:44.0,L. Galloway enters the game for B. Brown,,53,58
239,2,0:44.0,,R. Arcidiacono enters the game for T. Satoranský,53,58
240,2,0:44.0,,K. Dunn enters the game for C. White,53,58
241,2,0:44.0,,L. Markkanen makes free throw 3 of 3,53,59
242,2,0:26.0,C. Wood makes 2-pt layup from 3 ft (assist by L. Galloway),,55,59
243,2,0:10.0,,L. Markkanen misses 2-pt jump shot from 17 ft,55,59
244,2,0:06.0,Defensive rebound by L. Galloway,,55,59
245,2,0:02.0,D. Rose misses 3-pt jump shot from 25 ft,,55,59
246,2,0:02.0,,Defensive rebound by L. Markkanen,55,59
247,3,11:36.0,Turnover by Team (shot clock),,55,59
248,3,11:21.0,,S. Harrison makes 2-pt layup from 1 ft (assist by T. Satoranský),55,61
249,3,10:59.0,B. Brown misses 2-pt layup from 2 ft,,55,61
250,3,10:57.0,,Defensive rebound by W. Carter,55,61
251,3,10:51.0,,T. Satoranský makes 2-pt jump shot from 5 ft,55,63
252,3,10:26.0,L. Galloway misses 2-pt jump shot from 8 ft,,55,63
253,3,10:24.0,,Defensive rebound by Z. LaVine,55,63
254,3,10:19.0,,Z. LaVine misses 2-pt layup from 3 ft,55,63
255,3,10:19.0,Defensive rebound by A. Drummond,,55,63
256,3,9:57.0,A. Drummond misses 3-pt jump shot from 24 ft,,55,63
257,3,9:54.0,,Defensive rebound by S. Harrison,55,63
258,3,9:44.0,,W. Carter misses 2-pt hook shot from 4 ft,55,63
259,3,9:41.0,Defensive rebound by B. Griffin,,55,63
260,3,9:32.0,B. Brown misses 3-pt jump shot from 24 ft,,55,63
261,3,9:29.0,,Defensive rebound by L. Markkanen,55,63
262,3,9:22.0,,L. Markkanen misses 3-pt jump shot from 26 ft,55,63
263,3,9:20.0,Defensive rebound by A. Drummond,,55,63
264,3,9:12.0,B. Griffin misses 2-pt layup from 2 ft,,55,63
265,3,9:10.0,,Defensive rebound by W. Carter,55,63
266,3,9:06.0,,Z. LaVine misses 3-pt jump shot from 25 ft,55,63
267,3,9:02.0,Defensive rebound by A. Drummond,,55,63
268,3,9:00.0,L. Kennard makes 3-pt jump shot from 25 ft (assist by A. Drummond),,58,63
269,3,8:35.0,,Z. LaVine misses 2-pt jump shot from 7 ft,58,63
270,3,8:35.0,Defensive rebound by Team,,58,63
271,3,8:18.0,Turnover by L. Kennard (bad pass; steal by S. Harrison),,58,63
272,3,8:16.0,,Turnover by Z. LaVine (bad pass),58,63
273,3,8:03.0,L. Galloway misses 3-pt jump shot from 24 ft,,58,63
274,3,8:00.0,Offensive rebound by B. Griffin,,58,63
275,3,7:58.0,B. Griffin misses 2-pt layup from 3 ft (block by L. Markkanen),,58,63
276,3,7:55.0,,Defensive rebound by L. Markkanen,58,63
277,3,7:48.0,,T. Satoranský makes 3-pt jump shot from 23 ft (assist by S. Harrison),58,66
278,3,7:41.0,Detroit full timeout,,58,66
279,3,7:24.0,B. Griffin misses 3-pt jump shot from 23 ft,,58,66
280,3,7:21.0,,Defensive rebound by S. Harrison,58,66
281,3,7:10.0,,Personal foul by A. Drummond (drawn by W. Carter),58,66
282,3,7:01.0,,T. Satoranský makes 3-pt jump shot from 22 ft (assist by Z. LaVine),58,69
283,3,6:43.0,L. Kennard misses 2-pt jump shot from 10 ft,,58,69
284,3,6:40.0,,Defensive rebound by T. Satoranský,58,69
285,3,6:36.0,,L. Markkanen misses 2-pt layup from 2 ft (block by B. Brown),58,69
286,3,6:36.0,,Offensive rebound by Team,58,69
287,3,6:33.0,,L. Markkanen misses 2-pt layup from 1 ft,58,69
288,3,6:31.0,,Offensive rebound by L. Markkanen,58,69
289,3,6:31.0,,L. Markkanen makes 2-pt layup from 1 ft,58,71
290,3,6:20.0,B. Griffin misses 2-pt layup from 1 ft,,58,71
291,3,6:16.0,Offensive rebound by B. Griffin,,58,71
292,3,6:16.0,B. Griffin misses 2-pt layup at rim,,58,71
293,3,6:16.0,Offensive rebound by B. Griffin,,58,71
294,3,6:14.0,B. Griffin makes 2-pt layup at rim,,60,71
295,3,5:55.0,,Z. LaVine misses 2-pt jump shot from 7 ft,60,71
296,3,5:53.0,Defensive rebound by A. Drummond,,60,71
297,3,5:44.0,L. Kennard misses 2-pt jump shot from 19 ft,,60,71
298,3,5:41.0,,Defensive rebound by W. Carter,60,71
299,3,5:33.0,,Turnover by L. Markkanen (bad pass),60,71
300,3,5:33.0,D. Rose enters the game for B. Brown,,60,71
301,3,5:33.0,,R. Arcidiacono enters the game for S. Harrison,60,71
302,3,5:33.0,,K. Dunn enters the game for Z. LaVine,60,71
303,3,5:33.0,,C. White enters the game for T. Satoranský,60,71
304,3,5:14.0,Shooting foul by L. Markkanen (drawn by B. Griffin),,60,71
305,3,5:14.0,B. Griffin makes free throw 1 of 2,,61,71
306,3,5:14.0,B. Griffin makes free throw 2 of 2,,62,71
307,3,5:06.0,,W. Carter makes 2-pt dunk at rim (assist by C. White),62,73
308,3,4:48.0,A. Drummond misses 2-pt jump shot from 5 ft (block by W. Carter),,62,73
309,3,4:46.0,,Defensive rebound by K. Dunn,62,73
310,3,4:44.0,,C. White makes 3-pt jump shot from 26 ft (assist by K. Dunn),62,76
311,3,4:36.0,Detroit full timeout,,62,76
312,3,4:36.0,S. Mykhailiuk enters the game for L. Galloway,,62,76
313,3,4:36.0,C. Wood enters the game for B. Griffin,,62,76
314,3,4:36.0,,T. Young enters the game for L. Markkanen,62,76
315,3,4:27.0,Turnover by D. Rose (lost ball; steal by K. Dunn),,62,76
316,3,4:19.0,,R. Arcidiacono misses 3-pt jump shot from 24 ft,62,76
317,3,4:17.0,Defensive rebound by A. Drummond,,62,76
318,3,4:14.0,Shooting foul by K. Dunn (drawn by L. Kennard),,62,76
319,3,4:14.0,L. Kennard makes free throw 1 of 2,,63,76
320,3,4:14.0,L. Kennard makes free throw 2 of 2,,64,76
321,3,3:55.0,,C. White misses 2-pt layup from 1 ft,64,76
322,3,3:53.0,,Offensive rebound by W. Carter,64,76
323,3,3:49.0,,W. Carter makes 2-pt hook shot from 5 ft,64,78
324,3,3:32.0,Personal foul by T. Young (drawn by C. Wood),,64,78
325,3,3:32.0,,D. Gafford enters the game for W. Carter,64,78
326,3,3:23.0,Shooting foul by R. Arcidiacono (drawn by D. Rose),,64,78
327,3,3:23.0,D. Rose misses free throw 1 of 2,,64,78
328,3,3:23.0,Offensive rebound by Team,,64,78
329,3,3:23.0,D. Rose makes free throw 2 of 2,,65,78
330,3,3:12.0,,C. White misses 2-pt layup from 4 ft (block by A. Drummond),65,78
331,3,3:09.0,Defensive rebound by C. Wood,,65,78
332,3,3:06.0,D. Rose misses 2-pt layup from 3 ft (block by D. Gafford),,65,78
333,3,3:06.0,Offensive rebound by Team,,65,78
334,3,2:59.0,Shooting foul by D. Gafford (drawn by L. Kennard),,65,78
335,3,2:59.0,L. Kennard makes free throw 1 of 2,,66,78
336,3,2:59.0,L. Kennard makes free throw 2 of 2,,67,78
337,3,2:47.0,,Turnover by T. Young (bad pass),67,78
338,3,2:47.0,L. Galloway enters the game for L. Kennard,,67,78
339,3,2:38.0,D. Rose misses 2-pt jump shot from 4 ft,,67,78
340,3,2:36.0,,Defensive rebound by K. Dunn,67,78
341,3,2:31.0,,K. Dunn makes 2-pt jump shot from 4 ft,67,80
342,3,2:15.0,Def 3 sec tech foul by Team,,67,80
343,3,2:15.0,D. Rose makes technical free throw,,68,80
344,3,2:03.0,C. Wood misses 3-pt jump shot from 25 ft,,68,80
345,3,1:59.0,,Defensive rebound by K. Dunn,68,80
346,3,1:54.0,,Chicago full timeout,68,80
347,3,1:47.0,,D. Gafford misses 2-pt layup from 2 ft,68,80
348,3,1:46.0,Defensive rebound by C. Wood,,68,80
349,3,1:42.0,Offensive foul by D. Rose (drawn by R. Arcidiacono),,68,80
350,3,1:42.0,Turnover by D. Rose (offensive foul),,68,80
351,3,1:32.0,,T. Young makes 2-pt layup from 2 ft (assist by K. Dunn),68,82
352,3,1:21.0,,Violation by Team (kicked ball),68,82
353,3,1:13.0,D. Rose makes 2-pt layup from 1 ft (assist by C. Wood),,70,82
354,3,1:13.0,Shooting foul by C. White (drawn by D. Rose),,70,82
355,3,1:13.0,D. Rose makes free throw 1 of 1,,71,82
356,3,1:00.0,,K. Dunn misses 2-pt jump shot from 9 ft,71,82
357,3,0:58.0,Defensive rebound by A. Drummond,,71,82
358,3,0:56.0,Offensive foul by A. Drummond (drawn by D. Gafford),,71,82
359,3,0:56.0,Turnover by A. Drummond (offensive foul),,71,82
360,3,0:56.0,T. Maker enters the game for A. Drummond,,71,82
361,3,0:36.0,,R. Arcidiacono misses 2-pt jump shot from 9 ft (block by C. Wood),71,82
362,3,0:33.0,,Offensive rebound by R. Arcidiacono,71,82
363,3,0:33.0,,R. Arcidiacono makes 2-pt layup from 7 ft,71,84
364,3,0:11.0,C. Wood misses 3-pt jump shot from 25 ft,,71,84
365,3,0:11.0,,Defensive rebound by R. Arcidiacono,71,84
366,3,0:05.0,,Personal take foul by S. Mykhailiuk (drawn by R. Arcidiacono),71,84
367,3,0:05.0,B. Brown enters the game for S. Mykhailiuk,,71,84
368,3,0:05.0,,L. Markkanen enters the game for D. Gafford,71,84
369,3,0:01.0,,Turnover by R. Arcidiacono (traveling),71,84
370,3,0:00.0,Turnover by B. Brown (bad pass; steal by L. Markkanen),,71,84
371,4,11:48.0,,T. Young misses 2-pt jump shot from 4 ft (block by C. Wood),71,84
372,4,11:43.0,Defensive rebound by L. Galloway,,71,84
373,4,11:43.0,Turnover by L. Galloway (bad pass),,71,84
374,4,11:29.0,,T. Young makes 2-pt layup from 3 ft,71,86
375,4,11:09.0,L. Galloway misses 3-pt jump shot from 29 ft,,71,86
376,4,11:07.0,,Defensive rebound by Team,71,86
377,4,10:57.0,,T. Young makes 3-pt jump shot from 23 ft (assist by R. Arcidiacono),71,89
378,4,10:32.0,B. Griffin makes 2-pt layup from 1 ft (assist by D. Rose),,73,89
379,4,10:32.0,Shooting foul by C. White (drawn by B. Griffin),,73,89
380,4,10:32.0,B. Griffin misses free throw 1 of 1,,73,89
381,4,10:28.0,Offensive rebound by C. Wood,,73,89
382,4,10:26.0,L. Galloway misses 3-pt jump shot from 24 ft,,73,89
383,4,10:26.0,,Defensive rebound by W. Carter,73,89
384,4,10:26.0,,Personal foul by B. Griffin (drawn by W. Carter),73,89
385,4,10:14.0,,T. Young misses 2-pt layup from 6 ft,73,89
386,4,10:11.0,Defensive rebound by Team,,73,89
