,QUARTER,TIME_REMAINING,DENVER_ACTION,MILWAUKEE_ACTION,DENVER_SCORE,MILWAUKEE_SCORE
35,1,7:54.0,Turnover by N. Jokić (lost ball; steal by B. Lopez),,4,16
36,1,7:42.0,,W. Matthews misses 3-pt jump shot from 25 ft,4,16
37,1,7:39.0,Defensive rebound by J. Grant,,4,16
38,1,7:26.0,J. Grant misses 3-pt jump shot from 24 ft,,4,16
39,1,7:23.0,Offensive rebound by T. Craig,,4,16
40,1,7:20.0,T. Craig makes 3-pt jump shot from 24 ft (assist by N. Jokić),,7,16
41,1,7:09.0,,B. Lopez misses 3-pt jump shot from 24 ft,7,16
42,1,7:05.0,,Offensive rebound by G. Antetokounmpo,7,16
43,1,7:03.0,,G. Antetokounmpo makes 2-pt layup from 2 ft,7,18
44,1,6:55.0,W. Barton makes 3-pt jump shot from 26 ft (assist by N. Jokić),,10,18
45,1,6:43.0,,G. Antetokounmpo misses 3-pt jump shot from 26 ft,10,18
46,1,6:40.0,Defensive rebound by T. Craig,,10,18
47,1,6:32.0,W. Barton makes 3-pt jump shot from 26 ft,,13,18
48,1,6:32.0,,Milwaukee full timeout,13,18
49,1,6:32.0,,E. İlyasova enters the game for G. Antetokounmpo,13,18
50,1,6:12.0,,K. Middleton makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),13,21
51,1,5:52.0,N. Jokić misses 2-pt jump shot from 18 ft,,13,21
52,1,5:49.0,,Defensive rebound by E. İlyasova,13,21
53,1,5:43.0,,W. Matthews makes 2-pt layup from 7 ft,13,23
54,1,5:28.0,T. Craig makes 3-pt jump shot from 26 ft (assist by N. Jokić),,16,23
55,1,5:11.0,,K. Middleton makes 3-pt jump shot from 26 ft,16,26
56,1,4:55.0,Personal foul by B. Lopez (drawn by N. Jokić),,16,26
57,1,4:55.0,M. Porter enters the game for J. Grant,,16,26
58,1,4:55.0,,P. Connaughton enters the game for W. Matthews,16,26
59,1,4:48.0,N. Jokić makes 2-pt jump shot from 19 ft (assist by W. Barton),,18,26
60,1,4:41.0,,Shooting foul by T. Craig (drawn by K. Middleton),18,26
61,1,4:41.0,,K. Middleton makes free throw 1 of 2,18,27
62,1,4:41.0,,S. Brown enters the game for E. Bledsoe,18,27
63,1,4:41.0,,K. Middleton makes free throw 2 of 2,18,28
64,1,4:27.0,T. Craig misses 3-pt jump shot from 24 ft,,18,28
65,1,4:24.0,,Defensive rebound by S. Brown,18,28
66,1,4:19.0,,K. Middleton makes 2-pt layup from 1 ft,18,30
67,1,4:17.0,Denver full timeout,,18,30
68,1,4:17.0,M. Beasley enters the game for T. Craig,,18,30
69,1,4:17.0,P. Dozier enters the game for M. Morris,,18,30
70,1,4:17.0,,G. Antetokounmpo enters the game for K. Middleton,18,30
71,1,4:08.0,N. Jokić misses 2-pt jump shot from 17 ft,,18,30
72,1,4:05.0,,Defensive rebound by S. Brown,18,30
73,1,3:56.0,,S. Brown misses 2-pt jump shot from 6 ft,18,30
74,1,3:53.0,Defensive rebound by N. Jokić,,18,30
75,1,3:38.0,M. Porter makes 3-pt jump shot from 27 ft (assist by P. Dozier),,21,30
76,1,3:27.0,,E. İlyasova makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),21,33
77,1,3:16.0,M. Porter makes 2-pt layup from 1 ft (assist by N. Jokić),,23,33
78,1,3:06.0,,B. Lopez makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),23,35
79,1,2:51.0,M. Porter misses 2-pt jump shot from 13 ft (block by B. Lopez),,23,35
80,1,2:47.0,,Defensive rebound by P. Connaughton,23,35
81,1,2:43.0,,B. Lopez misses 3-pt jump shot from 27 ft,23,35
82,1,2:40.0,Defensive rebound by N. Jokić,,23,35
83,1,2:32.0,W. Barton misses 2-pt layup from 2 ft (block by G. Antetokounmpo),,23,35
84,1,2:29.0,,Defensive rebound by P. Connaughton,23,35
85,1,2:24.0,,G. Antetokounmpo makes 2-pt layup from 3 ft (assist by P. Connaughton),23,37
86,1,2:24.0,,Shooting foul by M. Porter (drawn by G. Antetokounmpo),23,37
87,1,2:24.0,J. Grant enters the game for W. Barton,,23,37
88,1,2:24.0,J. Hernangómez enters the game for N. Jokić,,23,37
89,1,2:24.0,,K. Korver enters the game for E. İlyasova,23,37
90,1,2:24.0,,G. Antetokounmpo misses free throw 1 of 1,23,37
91,1,2:19.0,Defensive rebound by M. Porter,,23,37
92,1,2:13.0,M. Beasley makes 3-pt jump shot from 27 ft (assist by P. Dozier),,26,37
93,1,2:01.0,,P. Connaughton misses 3-pt jump shot from 26 ft,26,37
94,1,1:58.0,Defensive rebound by J. Hernangómez,,26,37
95,1,1:52.0,J. Grant misses 3-pt jump shot from 24 ft,,26,37
96,1,1:46.0,,Defensive rebound by G. Antetokounmpo,26,37
97,1,1:43.0,,K. Korver misses 3-pt jump shot from 26 ft,26,37
98,1,1:40.0,Defensive rebound by J. Hernangómez,,26,37
99,1,1:28.0,J. Grant misses 2-pt jump shot from 15 ft,,26,37
100,1,1:23.0,,Defensive rebound by S. Brown,26,37
101,1,1:19.0,,S. Brown misses 3-pt jump shot from 22 ft,26,37
102,1,1:19.0,Defensive rebound by M. Porter,,26,37
103,1,1:09.0,M. Beasley misses 3-pt jump shot from 28 ft,,26,37
104,1,1:09.0,Offensive rebound by Team,,26,37
105,1,1:09.0,,T. Antetokounmpo enters the game for B. Lopez,26,37
106,1,1:06.0,Shooting foul by K. Korver (drawn by M. Porter),,26,37
107,1,1:06.0,M. Porter makes free throw 1 of 2,,27,37
108,1,1:06.0,M. Porter makes free throw 2 of 2,,28,37
109,1,0:54.0,,G. Antetokounmpo misses 2-pt dunk from 1 ft (block by J. Grant),28,37
110,1,0:51.0,,Offensive rebound by G. Antetokounmpo,28,37
111,1,0:50.0,,G. Antetokounmpo misses 2-pt hook shot from 5 ft (block by J. Grant),28,37
112,1,0:50.0,Defensive rebound by J. Hernangómez,,28,37
113,1,0:50.0,Technical foul by M. Budenholzer,,28,37
114,1,0:50.0,M. Beasley makes technical free throw,,29,37
115,1,0:43.0,P. Dozier makes 3-pt jump shot from 25 ft,,32,37
116,1,0:28.0,,S. Brown makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),32,40
117,1,0:16.0,J. Hernangómez makes 3-pt jump shot from 27 ft (assist by J. Grant),,35,40
118,1,0:05.0,,T. Antetokounmpo misses 3-pt jump shot from 26 ft,35,40
119,1,0:03.0,,Offensive rebound by Team,35,40
120,1,0:03.0,,Personal foul by M. Beasley (drawn by G. Antetokounmpo),35,40
121,1,0:03.0,,Technical foul by M. Beasley,35,40
122,1,0:03.0,,K. Korver makes technical free throw,35,41
123,1,0:03.0,,G. Antetokounmpo makes free throw 1 of 2,35,42
124,1,0:03.0,,G. Antetokounmpo makes free throw 2 of 2,35,43
125,1,0:01.0,P. Dozier misses 3-pt jump shot from 47 ft,,35,43
126,1,0:01.0,Offensive rebound by Team,,35,43
127,2,11:45.0,J. Hernangómez makes 2-pt jump shot from 11 ft,,37,43
128,2,11:31.0,,K. Korver makes 2-pt jump shot from 20 ft (assist by E. Bledsoe),37,45
129,2,11:19.0,J. Grant makes 3-pt jump shot from 27 ft (assist by P. Dozier),,40,45
130,2,11:01.0,,K. Middleton misses 2-pt layup from 2 ft,40,45
131,2,10:56.0,,Offensive rebound by R. Lopez,40,45
132,2,10:56.0,,R. Lopez misses 2-pt layup at rim,40,45
133,2,10:56.0,Defensive rebound by J. Grant,,40,45
134,2,10:53.0,P. Dozier makes 2-pt layup from 2 ft (assist by J. Grant),,42,45
135,2,10:37.0,,E. Bledsoe makes 2-pt layup from 2 ft,42,47
136,2,10:26.0,J. Hernangómez misses 3-pt jump shot from 27 ft,,42,47
137,2,10:24.0,,Defensive rebound by Team,42,47
138,2,10:14.0,,Turnover by E. Bledsoe (lost ball; steal by P. Dozier),42,47
139,2,10:07.0,M. Porter makes 2-pt jump shot from 18 ft,,44,47
140,2,10:00.0,,Shooting foul by P. Dozier (drawn by E. Bledsoe),44,47
141,2,10:00.0,,S. Brown enters the game for R. Lopez,44,47
142,2,10:00.0,,E. Bledsoe misses free throw 2 of 2,44,47
143,2,10:00.0,,E. Bledsoe makes free throw 1 of 2,44,48
144,2,9:56.0,Defensive rebound by M. Porter,,44,48
145,2,9:43.0,M. Porter misses 3-pt jump shot from 27 ft,,44,48
146,2,9:41.0,,Defensive rebound by Team,44,48
147,2,9:36.0,,K. Middleton misses 2-pt jump shot from 19 ft,44,48
148,2,9:33.0,Defensive rebound by M. Porter,,44,48
149,2,9:19.0,P. Dozier misses 2-pt jump shot from 21 ft,,44,48
150,2,9:16.0,,Defensive rebound by S. Brown,44,48
151,2,9:12.0,,E. İlyasova misses 3-pt jump shot from 24 ft,44,48
152,2,9:10.0,Defensive rebound by M. Porter,,44,48
153,2,9:03.0,Turnover by P. Dozier (lost ball; steal by K. Korver),,44,48
154,2,9:00.0,,Offensive foul by K. Middleton (drawn by J. Grant),44,48
155,2,9:00.0,,Turnover by K. Middleton (offensive foul),44,48
156,2,9:00.0,,W. Matthews enters the game for K. Korver,44,48
157,2,8:49.0,Turnover by M. Porter (bad pass; steal by E. Bledsoe),,44,48
158,2,8:38.0,,W. Matthews misses 3-pt jump shot from 26 ft,44,48
159,2,8:38.0,Defensive rebound by M. Porter,,44,48
160,2,8:38.0,Personal foul by E. Bledsoe (drawn by M. Porter),,44,48
161,2,8:38.0,N. Jokić enters the game for J. Grant,,44,48
162,2,8:38.0,,B. Lopez enters the game for E. İlyasova,44,48
163,2,8:22.0,M. Beasley misses 3-pt jump shot from 28 ft,,44,48
164,2,8:18.0,,Defensive rebound by S. Brown,44,48
165,2,8:13.0,,E. Bledsoe makes 3-pt jump shot from 27 ft (assist by K. Middleton),44,51
166,2,8:00.0,Offensive foul by P. Dozier (drawn by W. Matthews),,44,51
167,2,8:00.0,Turnover by P. Dozier (offensive foul),,44,51
168,2,8:00.0,M. Morris enters the game for P. Dozier,,44,51
169,2,8:00.0,,G. Antetokounmpo enters the game for S. Brown,44,51
170,2,7:49.0,,B. Lopez misses 2-pt layup from 6 ft,44,51
171,2,7:49.0,Defensive rebound by Team,,44,51
172,2,7:49.0,Personal foul by B. Lopez (drawn by N. Jokić),,44,51
173,2,7:32.0,M. Morris misses 2-pt jump shot from 15 ft,,44,51
174,2,7:27.0,Offensive rebound by J. Hernangómez,,44,51
175,2,7:27.0,J. Hernangómez makes 2-pt layup from 1 ft,,46,51
176,2,7:17.0,,G. Antetokounmpo misses 2-pt layup from 2 ft (block by M. Porter),46,51
177,2,7:14.0,Defensive rebound by M. Porter,,46,51
178,2,7:02.0,M. Beasley misses 3-pt jump shot from 26 ft,,46,51
179,2,6:57.0,,Defensive rebound by E. Bledsoe,46,51
180,2,6:47.0,,G. Antetokounmpo makes 2-pt jump shot from 19 ft (assist by K. Middleton),46,53
181,2,6:32.0,J. Hernangómez makes 3-pt jump shot from 27 ft (assist by M. Morris),,49,53
182,2,6:26.0,,Milwaukee full timeout,49,53
183,2,6:26.0,W. Barton enters the game for M. Beasley,,49,53
184,2,6:26.0,,S. Brown enters the game for E. Bledsoe,49,53
185,2,6:18.0,,Turnover by B. Lopez (bad pass),49,53
186,2,5:52.0,J. Hernangómez misses 2-pt jump shot from 11 ft,,49,53
187,2,5:49.0,,Defensive rebound by B. Lopez,49,53
188,2,5:37.0,,W. Matthews makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),49,55
189,2,5:26.0,N. Jokić misses 2-pt jump shot from 20 ft,,49,55
190,2,5:23.0,,Defensive rebound by G. Antetokounmpo,49,55
191,2,5:15.0,,K. Middleton makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),49,58
192,2,4:56.0,M. Porter misses 3-pt jump shot from 23 ft,,49,58
193,2,4:55.0,,Defensive rebound by G. Antetokounmpo,49,58
194,2,4:55.0,,Shooting foul by J. Hernangómez (drawn by G. Antetokounmpo),49,58
195,2,4:55.0,,G. Antetokounmpo makes free throw 1 of 2,49,59
196,2,4:55.0,T. Craig enters the game for J. Hernangómez,,49,59
197,2,4:55.0,J. Grant enters the game for M. Porter,,49,59
198,2,4:55.0,,P. Connaughton enters the game for B. Lopez,49,59
199,2,4:55.0,,R. Lopez enters the game for K. Middleton,49,59
200,2,4:55.0,,G. Antetokounmpo makes free throw 2 of 2,49,60
201,2,4:42.0,N. Jokić makes 2-pt jump shot from 12 ft (assist by W. Barton),,51,60
202,2,4:30.0,,Turnover by G. Antetokounmpo (bad pass),51,60
203,2,4:19.0,W. Barton misses 2-pt layup from 3 ft,,51,60
204,2,4:14.0,,Defensive rebound by S. Brown,51,60
205,2,4:12.0,,G. Antetokounmpo misses 2-pt layup from 3 ft,51,60
206,2,4:08.0,,Offensive rebound by S. Brown,51,60
207,2,4:06.0,,S. Brown misses 2-pt layup from 2 ft (block by J. Grant),51,60
208,2,4:02.0,,Offensive rebound by G. Antetokounmpo,51,60
209,2,4:00.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,51,62
210,2,3:54.0,J. Grant makes 2-pt jump shot from 16 ft (assist by T. Craig),,53,62
211,2,3:36.0,,G. Antetokounmpo misses 3-pt jump shot from 26 ft,53,62
212,2,3:35.0,Defensive rebound by W. Barton,,53,62
213,2,3:34.0,Turnover by W. Barton (bad pass),,53,62
214,2,3:14.0,,S. Brown misses 3-pt jump shot from 26 ft,53,62
215,2,3:11.0,Defensive rebound by N. Jokić,,53,62
216,2,3:10.0,Turnover by N. Jokić (bad pass; steal by P. Connaughton),,53,62
217,2,3:07.0,,P. Connaughton misses 2-pt layup from 2 ft (block by J. Grant),53,62
218,2,3:07.0,,Offensive rebound by Team,53,62
219,2,2:57.0,,G. Antetokounmpo misses 2-pt jump shot from 13 ft,53,62
220,2,2:54.0,Defensive rebound by W. Barton,,53,62
221,2,2:38.0,T. Craig misses 3-pt jump shot from 26 ft,,53,62
222,2,2:37.0,,Defensive rebound by Team,53,62
223,2,2:37.0,Loose ball foul by N. Jokić (drawn by G. Antetokounmpo),,53,62
224,2,2:37.0,Denver full timeout,,53,62
225,2,2:37.0,M. Porter enters the game for T. Craig,,53,62
226,2,2:37.0,,E. Bledsoe enters the game for G. Antetokounmpo,53,62
227,2,2:37.0,,K. Korver enters the game for S. Brown,53,62
228,2,2:37.0,,K. Middleton enters the game for W. Matthews,53,62
229,2,2:21.0,,R. Lopez makes 2-pt layup from 2 ft (assist by K. Middleton),53,64
230,2,2:00.0,M. Morris makes 3-pt jump shot from 23 ft (assist by N. Jokić),,56,64
231,2,1:44.0,,R. Lopez makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),56,67
232,2,1:32.0,M. Morris misses 3-pt jump shot from 29 ft,,56,67
233,2,1:28.0,,Defensive rebound by E. Bledsoe,56,67
234,2,1:23.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,56,67
235,2,1:20.0,Defensive rebound by M. Porter,,56,67
236,2,1:08.0,M. Porter makes 2-pt layup from 2 ft (assist by N. Jokić),,58,67
237,2,0:51.0,,R. Lopez misses 2-pt hook shot from 9 ft,58,67
238,2,0:48.0,Defensive rebound by W. Barton,,58,67
239,2,0:42.0,N. Jokić makes 2-pt jump shot from 8 ft (assist by W. Barton),,60,67
240,2,0:30.0,,E. Bledsoe misses 3-pt jump shot from 27 ft,60,67
241,2,0:26.0,Defensive rebound by M. Porter,,60,67
242,2,0:05.0,N. Jokić misses 2-pt jump shot from 11 ft,,60,67
243,2,0:03.0,,Defensive rebound by P. Connaughton,60,67
244,2,0:00.0,,E. Bledsoe misses 3-pt jump shot from 27 ft (block by J. Grant),60,67
245,2,0:00.0,,Offensive rebound by Team,60,67
246,3,11:46.0,N. Jokić makes 2-pt jump shot from 13 ft (assist by T. Craig),,62,67
247,3,11:35.0,,B. Lopez misses 3-pt jump shot from 24 ft,62,67
248,3,11:31.0,Defensive rebound by N. Jokić,,62,67
249,3,11:25.0,N. Jokić misses 2-pt jump shot from 21 ft (block by B. Lopez),,62,67
250,3,11:22.0,,Defensive rebound by G. Antetokounmpo,62,67
251,3,11:21.0,,Shooting foul by J. Grant (drawn by G. Antetokounmpo),62,67
252,3,11:21.0,,G. Antetokounmpo misses free throw 1 of 2,62,67
253,3,11:21.0,,Offensive rebound by Team,62,67
254,3,11:21.0,,G. Antetokounmpo makes free throw 2 of 2,62,68
255,3,11:04.0,J. Grant misses 3-pt jump shot from 26 ft,,62,68
256,3,11:01.0,,Defensive rebound by K. Middleton,62,68
257,3,10:52.0,,G. Antetokounmpo misses 3-pt jump shot from 26 ft,62,68
258,3,10:49.0,Defensive rebound by N. Jokić,,62,68
259,3,10:38.0,J. Grant misses 2-pt jump shot from 7 ft,,62,68
260,3,10:36.0,Offensive rebound by J. Grant,,62,68
261,3,10:35.0,Turnover by J. Grant (lost ball; steal by E. Bledsoe),,62,68
262,3,10:26.0,,B. Lopez misses 3-pt jump shot from 26 ft,62,68
263,3,10:23.0,Defensive rebound by N. Jokić,,62,68
264,3,10:18.0,T. Craig misses 2-pt layup from 8 ft,,62,68
265,3,10:14.0,,Defensive rebound by G. Antetokounmpo,62,68
266,3,10:12.0,,G. Antetokounmpo misses 2-pt layup from 2 ft,62,68
267,3,10:12.0,,Offensive rebound by Team,62,68
268,3,10:10.0,,Personal foul by N. Jokić (drawn by G. Antetokounmpo),62,68
269,3,10:02.0,,Turnover by K. Middleton (lost ball; steal by W. Barton),62,68
270,3,9:52.0,N. Jokić misses 3-pt jump shot from 28 ft,,62,68
271,3,9:47.0,,Defensive rebound by G. Antetokounmpo,62,68
272,3,9:43.0,,Shooting foul by N. Jokić (drawn by E. Bledsoe),62,68
273,3,9:43.0,,E. Bledsoe makes free throw 1 of 2,62,69
274,3,9:43.0,,E. Bledsoe misses free throw 2 of 2,62,69
275,3,9:40.0,Defensive rebound by T. Craig,,62,69
276,3,9:35.0,M. Morris makes 2-pt jump shot from 16 ft,,64,69
277,3,9:16.0,,G. Antetokounmpo misses 2-pt hook shot from 6 ft,64,69
278,3,9:14.0,Defensive rebound by N. Jokić,,64,69
279,3,9:08.0,J. Grant misses 2-pt layup from 4 ft,,64,69
280,3,9:05.0,Offensive rebound by T. Craig,,64,69
281,3,8:58.0,M. Morris makes 2-pt layup from 9 ft,,66,69
282,3,8:58.0,Shooting foul by K. Middleton (drawn by M. Morris),,66,69
283,3,8:58.0,,Milwaukee full timeout,66,69
284,3,8:58.0,M. Porter enters the game for N. Jokić,,66,69
285,3,8:58.0,M. Morris makes free throw 1 of 1,,67,69
286,3,8:41.0,,K. Middleton misses 3-pt jump shot from 27 ft,67,69
287,3,8:38.0,Defensive rebound by J. Grant,,67,69
288,3,8:25.0,Shooting foul by B. Lopez (drawn by M. Porter),,67,69
289,3,8:25.0,M. Porter makes free throw 1 of 2,,68,69
290,3,8:25.0,M. Porter makes free throw 2 of 2,,69,69
291,3,8:07.0,,B. Lopez makes 2-pt dunk at rim,69,71
292,3,7:54.0,J. Grant misses 3-pt jump shot from 28 ft,,69,71
293,3,7:52.0,,Defensive rebound by W. Matthews,69,71
294,3,7:48.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by W. Matthews),69,73
295,3,7:46.0,Denver full timeout,,69,73
296,3,7:29.0,W. Barton makes 3-pt jump shot from 26 ft,,72,73
297,3,7:13.0,,E. Bledsoe makes 2-pt jump shot from 12 ft (assist by G. Antetokounmpo),72,75
298,3,7:00.0,M. Morris misses 2-pt jump shot from 13 ft,,72,75
299,3,6:58.0,,Defensive rebound by G. Antetokounmpo,72,75
300,3,6:55.0,,G. Antetokounmpo misses 2-pt layup from 5 ft (block by M. Porter),72,75
301,3,6:55.0,,Offensive rebound by Team,72,75
302,3,6:55.0,M. Beasley enters the game for T. Craig,,72,75
303,3,6:40.0,,Turnover by W. Matthews (lost ball; steal by J. Grant),72,75
304,3,6:37.0,J. Grant misses 3-pt jump shot from 28 ft,,72,75
305,3,6:33.0,,Defensive rebound by B. Lopez,72,75
306,3,6:31.0,,K. Middleton misses 3-pt jump shot from 28 ft,72,75
307,3,6:28.0,Defensive rebound by M. Beasley,,72,75
308,3,6:20.0,W. Barton makes 3-pt jump shot from 26 ft,,75,75
309,3,6:10.0,,E. Bledsoe makes 2-pt layup from 3 ft,75,77
310,3,5:56.0,M. Beasley makes 3-pt jump shot from 27 ft (assist by W. Barton),,78,77
311,3,5:46.0,,Turnover by E. Bledsoe (lost ball; steal by M. Beasley),78,77
312,3,5:46.0,Personal foul by E. Bledsoe (drawn by J. Grant),,78,77
313,3,5:46.0,,P. Connaughton enters the game for G. Antetokounmpo,78,77
314,3,5:32.0,W. Barton makes 2-pt jump shot from 12 ft,,80,77
315,3,5:12.0,,K. Middleton makes 2-pt jump shot from 15 ft,80,79
316,3,4:59.0,J. Grant makes 3-pt jump shot from 27 ft (assist by W. Barton),,83,79
317,3,4:40.0,,P. Connaughton makes 3-pt jump shot from 25 ft (assist by K. Middleton),83,82
318,3,4:19.0,J. Grant makes 2-pt layup from 1 ft (assist by W. Barton),,85,82
319,3,4:05.0,,B. Lopez misses 2-pt layup from 1 ft (block by J. Grant),85,82
320,3,4:01.0,Defensive rebound by M. Beasley,,85,82
321,3,3:57.0,M. Beasley makes 3-pt jump shot from 23 ft (assist by M. Porter),,88,82
322,3,3:57.0,,Milwaukee full timeout,88,82
323,3,3:57.0,P. Dozier enters the game for M. Morris,,88,82
324,3,3:57.0,,G. Antetokounmpo enters the game for E. Bledsoe,88,82
325,3,3:57.0,,S. Brown enters the game for B. Lopez,88,82
326,3,3:57.0,,K. Korver enters the game for W. Matthews,88,82
327,3,3:44.0,,P. Connaughton misses 2-pt layup from 2 ft (block by J. Grant),88,82
328,3,3:40.0,Defensive rebound by M. Porter,,88,82
329,3,3:37.0,M. Porter misses 2-pt layup from 3 ft (block by G. Antetokounmpo),,88,82
330,3,3:32.0,,Defensive rebound by K. Korver,88,82
331,3,3:30.0,,Shooting foul by J. Grant (drawn by G. Antetokounmpo),88,82
332,3,3:30.0,,G. Antetokounmpo makes free throw 1 of 2,88,83
333,3,3:30.0,,G. Antetokounmpo misses free throw 2 of 2,88,83
334,3,3:26.0,Defensive rebound by P. Dozier,,88,83
335,3,3:12.0,W. Barton misses 3-pt jump shot from 26 ft,,88,83
336,3,3:09.0,Offensive rebound by W. Barton,,88,83
337,3,3:09.0,J. Hernangómez enters the game for J. Grant,,88,83
338,3,3:01.0,P. Dozier makes 2-pt jump shot from 17 ft,,90,83
339,3,2:50.0,,K. Korver misses 3-pt jump shot from 26 ft,90,83
340,3,2:46.0,Defensive rebound by P. Dozier,,90,83
341,3,2:43.0,M. Beasley makes 3-pt jump shot from 26 ft (assist by W. Barton),,93,83
342,3,2:26.0,,G. Antetokounmpo misses 2-pt layup from 3 ft,93,83
343,3,2:23.0,,Offensive rebound by G. Antetokounmpo,93,83
344,3,2:22.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,93,85
345,3,2:14.0,M. Beasley misses 3-pt jump shot from 26 ft (block by P. Connaughton),,93,85
346,3,2:09.0,,Defensive rebound by K. Korver,93,85
347,3,2:06.0,,Personal foul by P. Dozier (drawn by G. Antetokounmpo),93,85
348,3,2:06.0,,G. Antetokounmpo misses free throw 1 of 2,93,85
349,3,2:06.0,,Offensive rebound by Team,93,85
350,3,2:06.0,,G. Antetokounmpo makes free throw 2 of 2,93,86
351,3,1:51.0,Turnover by W. Barton (bad pass),,93,86
352,3,1:36.0,,G. Antetokounmpo misses 2-pt layup from 2 ft,93,86
353,3,1:35.0,,Offensive rebound by G. Antetokounmpo,93,86
354,3,1:34.0,Violation by Team (kicked ball),,93,86
355,3,1:27.0,,Turnover by K. Korver (lost ball; steal by M. Porter),93,86
356,3,1:22.0,M. Porter makes 2-pt dunk from 1 ft (assist by J. Hernangómez),,95,86
357,3,1:10.0,,G. Antetokounmpo makes 3-pt jump shot from 27 ft (assist by K. Korver),95,89
358,3,0:45.0,J. Hernangómez misses 2-pt layup from 4 ft,,95,89
359,3,0:42.0,Offensive rebound by M. Porter,,95,89
360,3,0:42.0,M. Porter misses 2-pt layup at rim,,95,89
361,3,0:42.0,Offensive rebound by W. Barton,,95,89
362,3,0:41.0,W. Barton misses 2-pt hook shot from 2 ft,,95,89
363,3,0:39.0,,Defensive rebound by P. Connaughton,95,89
364,3,0:36.0,,S. Brown misses 2-pt layup from 2 ft (block by P. Dozier),95,89
365,3,0:36.0,Defensive rebound by Team,,95,89
366,3,0:27.0,W. Barton makes 2-pt jump shot from 9 ft,,97,89
367,3,0:11.0,,Shooting foul by M. Porter (drawn by K. Middleton),97,89
368,3,0:11.0,,K. Middleton makes free throw 1 of 3,97,90
369,3,0:11.0,,K. Middleton misses free throw 2 of 3,97,90
370,3,0:11.0,,Offensive rebound by Team,97,90
371,3,0:11.0,J. Grant enters the game for P. Dozier,,97,90
372,3,0:11.0,,T. Antetokounmpo enters the game for G. Antetokounmpo,97,90
