,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,NEW ORLEANS_ACTION,CLEVELAND_SCORE,NEW ORLEANS_SCORE
383,4,4:28.0,M. Dellavedova enters the game for K. Love,,94,113
384,4,4:28.0,C. Osman enters the game for C. Sexton,,94,113
385,4,4:28.0,A. Žižić enters the game for T. Thompson,,94,113
386,4,4:28.0,,D. Favors enters the game for Z. Williamson,94,113
387,4,4:19.0,,Shooting foul by A. Žižić (drawn by B. Ingram),94,113
388,4,4:19.0,,B. Ingram makes free throw 1 of 2,94,114
389,4,4:19.0,,B. Ingram makes free throw 2 of 2,94,115
390,4,4:09.0,M. Dellavedova makes 3-pt jump shot from 27 ft (assist by A. Žižić),,97,115
391,4,3:47.0,,Personal foul by D. Garland (drawn by N. Melli),97,115
392,4,3:37.0,,B. Ingram misses 2-pt jump shot from 16 ft,97,115
393,4,3:37.0,Defensive rebound by A. Žižić,,97,115
394,4,3:20.0,D. Garland misses 3-pt jump shot from 26 ft,,97,115
395,4,3:17.0,,Defensive rebound by N. Melli,97,115
396,4,3:04.0,,Offensive foul by J. Holiday (drawn by C. Osman),97,115
397,4,3:04.0,,Turnover by J. Holiday (offensive foul),97,115
398,4,3:04.0,,J. Hart enters the game for J. Holiday,97,115
399,4,3:04.0,,F. Jackson enters the game for B. Ingram,97,115
400,4,2:40.0,D. Garland makes 2-pt layup from 1 ft (assist by M. Dellavedova),,99,115
401,4,2:18.0,,F. Jackson misses 2-pt jump shot from 12 ft,99,115
402,4,2:15.0,,Offensive rebound by D. Favors,99,115
403,4,2:15.0,,D. Favors misses 2-pt layup from 2 ft,99,115
404,4,2:15.0,,Offensive rebound by D. Favors,99,115
405,4,2:15.0,,Shooting foul by C. Osman (drawn by D. Favors),99,115
406,4,2:15.0,,D. Favors makes free throw 1 of 2,99,116
407,4,2:15.0,,D. Favors misses free throw 2 of 2,99,116
408,4,2:12.0,Defensive rebound by A. Žižić,,99,116
409,4,2:02.0,M. Dellavedova misses 2-pt jump shot from 10 ft,,99,116
410,4,2:00.0,,Defensive rebound by D. Favors,99,116
411,4,1:48.0,,D. Favors misses 2-pt jump shot from 11 ft,99,116
412,4,1:45.0,Defensive rebound by A. Žižić,,99,116
413,4,1:41.0,M. Dellavedova misses 2-pt jump shot from 23 ft,,99,116
414,4,1:39.0,Offensive rebound by M. Dellavedova,,99,116
415,4,1:35.0,K. Porter makes 3-pt jump shot from 26 ft (assist by M. Dellavedova),,102,116
416,4,1:22.0,,F. Jackson misses 3-pt jump shot from 25 ft,102,116
417,4,1:22.0,Defensive rebound by K. Porter,,102,116
418,4,1:13.0,K. Porter misses 3-pt jump shot from 26 ft,,102,116
419,4,1:09.0,,Defensive rebound by D. Favors,102,116
420,4,0:53.0,,N. Melli misses 3-pt jump shot from 26 ft,102,116
421,4,0:52.0,Defensive rebound by Team,,102,116
422,4,0:52.0,,J. Hayes enters the game for D. Favors,102,116
423,4,0:38.0,A. Žižić misses 2-pt layup from 3 ft,,102,116
424,4,0:36.0,,Defensive rebound by J. Hayes,102,116
425,4,0:21.0,,F. Jackson misses 2-pt layup from 2 ft (block by D. Garland),102,116
426,4,0:18.0,Defensive rebound by D. Garland,,102,116
427,4,0:16.0,K. Porter makes 2-pt dunk at rim (assist by M. Dellavedova),,104,116
