,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,PHILADELPHIA_ACTION,BROOKLYN_SCORE,PHILADELPHIA_SCORE
0,1,11:40.0,,R. Neto misses 2-pt jump shot from 3 ft,0,0
1,1,11:35.0,Defensive rebound by C. LeVert,,0,0
2,1,11:24.0,J. Harris makes 3-pt jump shot from 26 ft (assist by T. Prince),,3,0
3,1,11:06.0,,J. Embiid makes 2-pt jump shot from 6 ft,3,2
4,1,10:53.0,J. Allen misses 2-pt layup from 4 ft,,3,2
5,1,10:51.0,,Defensive rebound by T. Harris,3,2
6,1,10:45.0,,T. Harris makes 2-pt layup from 1 ft,3,4
7,1,10:28.0,T. Prince misses 2-pt jump shot from 11 ft,,3,4
8,1,10:24.0,,Defensive rebound by R. Neto,3,4
9,1,10:21.0,,Shooting foul by J. Harris (drawn by R. Neto),3,4
10,1,10:21.0,,R. Neto makes free throw 1 of 2,3,5
11,1,10:21.0,,R. Neto makes free throw 2 of 2,3,6
12,1,10:05.0,Turnover by J. Allen (bad pass; steal by J. Richardson),,3,6
13,1,10:02.0,,G. Robinson makes 2-pt dunk from 1 ft (assist by J. Richardson),3,8
14,1,10:01.0,Brooklyn full timeout,,3,8
15,1,9:47.0,T. Prince misses 3-pt jump shot from 24 ft,,3,8
16,1,9:43.0,,Defensive rebound by G. Robinson,3,8
17,1,9:38.0,,J. Richardson makes 3-pt jump shot from 27 ft (assist by R. Neto),3,11
18,1,9:25.0,S. Dinwiddie misses 3-pt jump shot from 26 ft,,3,11
19,1,9:22.0,,Defensive rebound by J. Embiid,3,11
20,1,9:12.0,,J. Embiid makes 2-pt jump shot from 9 ft,3,13
21,1,9:00.0,Turnover by J. Allen (lost ball; steal by G. Robinson),,3,13
22,1,8:56.0,,G. Robinson misses 3-pt jump shot from 26 ft,3,13
23,1,8:52.0,,Offensive rebound by J. Richardson,3,13
24,1,8:50.0,,Personal foul by C. LeVert (drawn by J. Embiid),3,13
25,1,8:44.0,,Turnover by J. Embiid (3 sec),3,13
26,1,8:33.0,C. LeVert misses 2-pt layup from 4 ft (block by J. Embiid),,3,13
27,1,8:32.0,Offensive rebound by Team,,3,13
28,1,8:28.0,Shooting foul by J. Richardson (drawn by S. Dinwiddie),,3,13
29,1,8:28.0,S. Dinwiddie misses free throw 1 of 2,,3,13
30,1,8:28.0,Offensive rebound by Team,,3,13
31,1,8:28.0,S. Dinwiddie makes free throw 2 of 2,,4,13
32,1,8:18.0,,J. Embiid makes 2-pt jump shot from 20 ft,4,15
33,1,8:06.0,C. LeVert misses 3-pt jump shot from 26 ft,,4,15
34,1,8:03.0,,Defensive rebound by J. Richardson,4,15
35,1,7:51.0,,Shooting foul by S. Dinwiddie (drawn by J. Embiid),4,15
36,1,7:51.0,,Technical foul by K. Atkinson,4,15
37,1,7:51.0,,J. Embiid makes technical free throw,4,16
38,1,7:51.0,,J. Embiid makes free throw 1 of 2,4,17
39,1,7:51.0,,J. Embiid makes free throw 2 of 2,4,18
40,1,7:34.0,J. Allen misses 2-pt hook shot from 6 ft,,4,18
41,1,7:33.0,Offensive rebound by Team,,4,18
42,1,7:25.0,C. LeVert misses 2-pt jump shot from 13 ft,,4,18
43,1,7:21.0,,Defensive rebound by J. Embiid,4,18
44,1,7:07.0,,J. Embiid makes 2-pt jump shot from 10 ft,4,20
45,1,6:49.0,J. Allen misses 2-pt layup from 2 ft,,4,20
46,1,6:48.0,,Defensive rebound by J. Embiid,4,20
47,1,6:39.0,,J. Embiid misses 2-pt jump shot from 13 ft,4,20
48,1,6:37.0,Defensive rebound by J. Allen,,4,20
49,1,6:25.0,T. Prince misses 3-pt jump shot from 27 ft,,4,20
50,1,6:22.0,,Defensive rebound by J. Embiid,4,20
51,1,6:10.0,,Turnover by J. Embiid (dbl dribble),4,20
52,1,6:10.0,,Philadelphia full timeout,4,20
53,1,6:10.0,D. Jordan enters the game for J. Allen,,4,20
54,1,6:10.0,G. Temple enters the game for C. LeVert,,4,20
55,1,6:10.0,,A. Burks enters the game for J. Embiid,4,20
56,1,6:10.0,,A. Horford enters the game for J. Richardson,4,20
57,1,6:10.0,,M. Thybulle enters the game for G. Robinson,4,20
58,1,5:55.0,D. Jordan makes 2-pt layup from 5 ft (assist by S. Dinwiddie),,6,20
59,1,5:45.0,,T. Harris makes 2-pt layup from 3 ft (assist by A. Horford),6,22
60,1,5:30.0,Personal foul by M. Thybulle (drawn by S. Dinwiddie),,6,22
61,1,5:15.0,D. Jordan misses 2-pt hook shot from 11 ft,,6,22
62,1,5:12.0,,Defensive rebound by A. Horford,6,22
63,1,5:05.0,,R. Neto misses 2-pt jump shot from 6 ft,6,22
64,1,5:02.0,Defensive rebound by G. Temple,,6,22
65,1,4:56.0,Def 3 sec tech foul by Team,,6,22
66,1,4:56.0,J. Harris makes technical free throw,,7,22
67,1,4:56.0,W. Chandler enters the game for T. Prince,,7,22
68,1,4:50.0,S. Dinwiddie makes 2-pt jump shot from 9 ft (assist by D. Jordan),,9,22
69,1,4:36.0,,T. Harris misses 3-pt jump shot from 26 ft,9,22
70,1,4:33.0,Defensive rebound by D. Jordan,,9,22
71,1,4:19.0,S. Dinwiddie makes 3-pt jump shot from 25 ft,,12,22
72,1,4:02.0,,Shooting foul by D. Jordan (drawn by R. Neto),12,22
73,1,4:02.0,,R. Neto makes free throw 1 of 2,12,23
74,1,4:02.0,T. Luwawu-Cabarrot enters the game for J. Harris,,12,23
75,1,4:02.0,,R. Neto makes free throw 2 of 2,12,24
76,1,3:49.0,S. Dinwiddie misses 2-pt jump shot from 12 ft,,12,24
77,1,3:46.0,,Defensive rebound by T. Harris,12,24
78,1,3:41.0,,T. Harris misses 2-pt layup from 2 ft,12,24
79,1,3:38.0,Defensive rebound by D. Jordan,,12,24
80,1,3:28.0,G. Temple misses 2-pt jump shot from 17 ft,,12,24
81,1,3:26.0,,Defensive rebound by T. Harris,12,24
82,1,3:21.0,,Offensive foul by T. Harris (drawn by G. Temple),12,24
83,1,3:21.0,,Turnover by T. Harris (offensive foul),12,24
84,1,3:21.0,C. LeVert enters the game for S. Dinwiddie,,12,24
85,1,3:21.0,,J. Richardson enters the game for R. Neto,12,24
86,1,3:13.0,W. Chandler makes 3-pt jump shot from 26 ft (assist by C. LeVert),,15,24
87,1,2:55.0,,A. Horford misses 2-pt jump shot from 14 ft,15,24
88,1,2:52.0,Defensive rebound by D. Jordan,,15,24
89,1,2:43.0,T. Luwawu-Cabarrot makes 2-pt layup from 2 ft (assist by G. Temple),,17,24
90,1,2:43.0,Shooting foul by A. Horford (drawn by T. Luwawu-Cabarrot),,17,24
91,1,2:43.0,T. Luwawu-Cabarrot makes free throw 1 of 1,,18,24
92,1,2:30.0,,M. Thybulle misses 2-pt jump shot from 4 ft,18,24
93,1,2:28.0,Defensive rebound by W. Chandler,,18,24
94,1,2:20.0,C. LeVert misses 2-pt layup from 4 ft,,18,24
95,1,2:18.0,,Defensive rebound by T. Harris,18,24
96,1,2:12.0,,J. Richardson misses 3-pt jump shot from 26 ft,18,24
97,1,2:09.0,,Offensive rebound by T. Harris,18,24
98,1,2:00.0,,M. Thybulle misses 3-pt jump shot from 24 ft,18,24
99,1,1:57.0,Defensive rebound by Team,,18,24
100,1,1:57.0,,J. Embiid enters the game for A. Burks,18,24
101,1,1:57.0,,F. Korkmaz enters the game for A. Horford,18,24
102,1,1:38.0,Turnover by T. Luwawu-Cabarrot (lost ball; steal by J. Richardson),,18,24
103,1,1:32.0,,T. Harris makes 2-pt jump shot from 8 ft (assist by J. Richardson),18,26
104,1,1:11.0,C. LeVert makes 2-pt jump shot from 9 ft,,20,26
105,1,0:47.0,,J. Richardson misses 3-pt jump shot from 25 ft,20,26
106,1,0:45.0,Defensive rebound by Team,,20,26
107,1,0:31.0,Turnover by C. LeVert (bad pass; steal by J. Richardson),,20,26
108,1,0:11.0,,Turnover by J. Embiid (traveling),20,26
109,1,0:11.0,J. Harris enters the game for T. Luwawu-Cabarrot,,20,26
110,1,0:04.0,W. Chandler misses 3-pt jump shot from 26 ft,,20,26
111,1,0:01.0,,Defensive rebound by J. Richardson,20,26
112,2,11:46.0,G. Temple misses 3-pt jump shot from 24 ft,,20,26
113,2,11:44.0,Offensive rebound by D. Jordan,,20,26
114,2,11:38.0,C. LeVert misses 2-pt jump shot from 7 ft,,20,26
115,2,11:34.0,Offensive rebound by D. Jordan,,20,26
116,2,11:30.0,T. Luwawu-Cabarrot misses 2-pt layup from 2 ft,,20,26
117,2,11:29.0,Offensive rebound by T. Luwawu-Cabarrot,,20,26
118,2,11:28.0,T. Luwawu-Cabarrot misses 2-pt layup from 3 ft (block by A. Horford),,20,26
119,2,11:27.0,Offensive rebound by Team,,20,26
120,2,11:24.0,C. LeVert makes 3-pt jump shot from 23 ft (assist by D. Jordan),,23,26
121,2,10:57.0,,J. Richardson misses 3-pt jump shot from 26 ft,23,26
122,2,10:55.0,Defensive rebound by G. Temple,,23,26
123,2,10:52.0,Shooting foul by J. Richardson (drawn by G. Temple),,23,26
124,2,10:52.0,G. Temple makes free throw 1 of 2,,24,26
125,2,10:52.0,G. Temple makes free throw 2 of 2,,25,26
126,2,10:27.0,,J. Embiid misses 2-pt jump shot from 22 ft,25,26
127,2,10:24.0,Defensive rebound by W. Chandler,,25,26
128,2,10:10.0,W. Chandler makes 3-pt jump shot from 26 ft (assist by C. LeVert),,28,26
129,2,10:09.0,,Philadelphia full timeout,28,26
130,2,9:50.0,,J. Embiid misses 2-pt jump shot from 6 ft,28,26
131,2,9:47.0,Defensive rebound by C. LeVert,,28,26
132,2,9:39.0,C. LeVert makes 2-pt layup from 2 ft,,30,26
133,2,9:39.0,Shooting foul by G. Robinson (drawn by C. LeVert),,30,26
134,2,9:39.0,C. LeVert makes free throw 1 of 1,,31,26
135,2,9:28.0,,Turnover by J. Richardson (lost ball; steal by C. LeVert),31,26
136,2,9:24.0,C. LeVert misses 2-pt layup from 2 ft,,31,26
137,2,9:24.0,Offensive rebound by Team,,31,26
138,2,9:24.0,,Loose ball foul by J. Embiid (drawn by W. Chandler),31,26
139,2,9:17.0,C. LeVert misses 2-pt jump shot from 12 ft,,31,26
140,2,9:15.0,Offensive rebound by C. LeVert,,31,26
141,2,9:13.0,W. Chandler misses 3-pt jump shot from 28 ft,,31,26
142,2,9:12.0,Offensive rebound by Team,,31,26
143,2,9:12.0,,Loose ball foul by J. Embiid (drawn by D. Jordan),31,26
144,2,9:12.0,,R. Neto enters the game for J. Richardson,31,26
145,2,8:56.0,D. Jordan misses 2-pt hook shot from 3 ft,,31,26
146,2,8:54.0,Offensive rebound by T. Luwawu-Cabarrot,,31,26
147,2,8:50.0,T. Luwawu-Cabarrot makes 2-pt layup from 1 ft (assist by G. Temple),,33,26
148,2,8:42.0,,Personal foul by W. Chandler (drawn by A. Horford),33,26
149,2,8:30.0,,F. Korkmaz misses 3-pt jump shot from 28 ft,33,26
150,2,8:28.0,Defensive rebound by Team,,33,26
151,2,8:14.0,G. Temple makes 3-pt jump shot from 26 ft (assist by C. LeVert),,36,26
152,2,8:12.0,,Philadelphia full timeout,36,26
153,2,8:12.0,,A. Burks enters the game for A. Horford,36,26
154,2,8:12.0,,T. Harris enters the game for G. Robinson,36,26
155,2,7:58.0,,T. Harris makes 2-pt jump shot from 12 ft (assist by J. Embiid),36,28
156,2,7:39.0,Shooting foul by R. Neto (drawn by C. LeVert),,36,28
157,2,7:39.0,C. LeVert misses free throw 1 of 2,,36,28
158,2,7:39.0,Offensive rebound by Team,,36,28
159,2,7:39.0,C. LeVert makes free throw 2 of 2,,37,28
160,2,7:26.0,,Turnover by T. Harris (out of bounds lost ball),37,28
161,2,7:12.0,G. Temple makes 2-pt jump shot from 10 ft (assist by C. LeVert),,39,28
162,2,6:57.0,,F. Korkmaz misses 2-pt jump shot from 6 ft,39,28
163,2,6:53.0,Defensive rebound by W. Chandler,,39,28
164,2,6:43.0,C. LeVert misses 3-pt jump shot from 26 ft,,39,28
165,2,6:41.0,Offensive rebound by D. Jordan,,39,28
166,2,6:40.0,Shooting foul by T. Harris (drawn by C. LeVert),,39,28
167,2,6:40.0,C. LeVert makes free throw 1 of 2,,40,28
168,2,6:40.0,C. LeVert makes free throw 2 of 2,,41,28
169,2,6:25.0,,Personal foul by T. Luwawu-Cabarrot (drawn by J. Embiid),41,28
170,2,6:14.0,,F. Korkmaz misses 2-pt jump shot from 17 ft,41,28
171,2,6:10.0,Defensive rebound by D. Jordan,,41,28
172,2,6:05.0,W. Chandler makes 3-pt jump shot from 27 ft (assist by T. Luwawu-Cabarrot),,44,28
173,2,5:42.0,,Turnover by J. Embiid (bad pass),44,28
174,2,5:42.0,J. Allen enters the game for D. Jordan,,44,28
175,2,5:42.0,,A. Horford enters the game for J. Embiid,44,28
176,2,5:42.0,,M. Thybulle enters the game for F. Korkmaz,44,28
177,2,5:31.0,C. LeVert misses 2-pt layup from 2 ft,,44,28
178,2,5:29.0,,Defensive rebound by T. Harris,44,28
179,2,5:13.0,,A. Horford misses 3-pt jump shot from 23 ft,44,28
180,2,5:10.0,Defensive rebound by T. Luwawu-Cabarrot,,44,28
181,2,5:03.0,Turnover by T. Luwawu-Cabarrot (bad pass; steal by A. Horford),,44,28
182,2,4:51.0,,A. Horford makes 2-pt layup at rim (assist by T. Harris),44,30
183,2,4:51.0,,Shooting foul by G. Temple (drawn by A. Horford),44,30
184,2,4:51.0,S. Dinwiddie enters the game for W. Chandler,,44,30
185,2,4:51.0,J. Harris enters the game for C. LeVert,,44,30
186,2,4:51.0,T. Prince enters the game for T. Luwawu-Cabarrot,,44,30
187,2,4:51.0,,A. Horford misses free throw 1 of 1,44,30
188,2,4:49.0,Defensive rebound by J. Allen,,44,30
189,2,4:49.0,Brooklyn full timeout,,44,30
190,2,4:35.0,J. Harris makes 2-pt layup from 3 ft (assist by S. Dinwiddie),,46,30
191,2,4:21.0,,Turnover by R. Neto (bad pass; steal by T. Prince),46,30
192,2,4:08.0,Offensive foul by T. Prince (drawn by R. Neto),,46,30
193,2,4:08.0,Turnover by T. Prince (offensive foul),,46,30
194,2,3:56.0,,T. Harris misses 2-pt jump shot from 16 ft,46,30
195,2,3:53.0,Defensive rebound by G. Temple,,46,30
196,2,3:46.0,T. Prince misses 3-pt jump shot from 26 ft,,46,30
197,2,3:46.0,,J. Richardson enters the game for R. Neto,46,30
198,2,3:41.0,Offensive rebound by Team,,46,30
199,2,3:35.0,T. Prince makes 2-pt hook shot from 2 ft,,48,30
200,2,3:22.0,,A. Horford misses 3-pt jump shot from 27 ft,48,30
