,QUARTER,TIME_REMAINING,DALLAS_ACTION,LA LAKERS_ACTION,DALLAS_SCORE,LA LAKERS_SCORE
0,1,11:45.0,L. Dončić misses 3-pt jump shot from 28 ft,,0,0
1,1,11:44.0,Offensive rebound by Team,,0,0
2,1,11:42.0,K. Porziņģis makes 2-pt jump shot from 14 ft (assist by L. Dončić),,2,0
3,1,11:24.0,,J. McGee makes 2-pt hook shot from 9 ft (assist by L. James),2,2
4,1,11:17.0,Personal foul by A. Davis (drawn by D. Powell),,2,2
5,1,11:10.0,L. Dončić misses 2-pt jump shot from 8 ft,,2,2
6,1,11:06.0,Offensive rebound by L. Dončić,,2,2
7,1,11:00.0,T. Hardaway misses 3-pt jump shot from 28 ft,,2,2
8,1,10:57.0,,Defensive rebound by A. Davis,2,2
9,1,10:40.0,,L. James makes 2-pt jump shot from 16 ft,2,4
10,1,10:29.0,Turnover by L. Dončić (lost ball; steal by A. Bradley),,2,4
11,1,10:27.0,,A. Bradley misses 2-pt layup from 3 ft (block by D. Powell),2,4
12,1,10:27.0,,Offensive rebound by Team,2,4
13,1,10:17.0,,A. Davis makes 2-pt dunk from 1 ft (assist by L. James),2,6
14,1,9:57.0,D. Powell misses 2-pt jump shot from 14 ft,,2,6
15,1,9:53.0,,Defensive rebound by J. McGee,2,6
16,1,9:47.0,,Turnover by L. James (lost ball; steal by D. Finney-Smith),2,6
17,1,9:39.0,Turnover by (8 sec),,2,6
18,1,9:26.0,,A. Bradley makes 3-pt jump shot from 26 ft (assist by A. Davis),2,9
19,1,9:07.0,K. Porziņģis makes 3-pt jump shot from 26 ft (assist by D. Finney-Smith),,5,9
20,1,8:58.0,,L. James misses 2-pt layup from 3 ft (block by D. Finney-Smith),5,9
21,1,8:56.0,Defensive rebound by K. Porziņģis,,5,9
22,1,8:41.0,K. Porziņģis misses 2-pt jump shot from 19 ft,,5,9
23,1,8:38.0,,Defensive rebound by A. Davis,5,9
24,1,8:28.0,,A. Bradley misses 2-pt jump shot from 16 ft,5,9
25,1,8:26.0,Defensive rebound by D. Powell,,5,9
26,1,8:20.0,Personal foul by A. Bradley (drawn by L. Dončić),,5,9
27,1,8:11.0,T. Hardaway misses 2-pt layup from 2 ft (block by J. McGee),,5,9
28,1,8:07.0,Offensive rebound by D. Powell,,5,9
29,1,8:05.0,T. Hardaway misses 3-pt jump shot from 23 ft,,5,9
30,1,8:03.0,,Defensive rebound by L. James,5,9
31,1,7:58.0,,J. McGee makes 2-pt dunk from 1 ft (assist by L. James),5,11
32,1,7:58.0,Dallas full timeout,,5,11
33,1,7:37.0,T. Hardaway misses 2-pt jump shot from 10 ft,,5,11
34,1,7:34.0,Offensive rebound by D. Powell,,5,11
35,1,7:31.0,D. Finney-Smith misses 3-pt jump shot from 27 ft,,5,11
36,1,7:30.0,Offensive rebound by D. Powell,,5,11
37,1,7:30.0,Personal foul by D. Green (drawn by D. Powell),,5,11
38,1,7:17.0,L. Dončić misses 2-pt jump shot from 10 ft,,5,11
39,1,7:12.0,,Defensive rebound by J. McGee,5,11
40,1,7:09.0,,D. Green misses 3-pt jump shot from 26 ft,5,11
41,1,7:05.0,Defensive rebound by T. Hardaway,,5,11
42,1,6:50.0,D. Powell makes 2-pt dunk from 2 ft (assist by L. Dončić),,7,11
43,1,6:31.0,,Turnover by A. Davis (bad pass; steal by D. Powell),7,11
44,1,6:19.0,K. Porziņģis misses 3-pt jump shot from 26 ft,,7,11
45,1,6:18.0,Offensive rebound by Team,,7,11
46,1,6:18.0,,Loose ball foul by J. McGee (drawn by D. Powell),7,11
47,1,6:04.0,D. Finney-Smith misses 2-pt dunk from 3 ft (block by J. McGee),,7,11
48,1,6:01.0,,Defensive rebound by D. Green,7,11
49,1,5:56.0,,L. James misses 2-pt layup from 3 ft,7,11
50,1,5:55.0,,Offensive rebound by J. McGee,7,11
51,1,5:53.0,,Turnover by A. Bradley (bad pass; steal by T. Hardaway),7,11
52,1,5:50.0,T. Hardaway makes 2-pt dunk from 2 ft,,9,11
53,1,5:33.0,,A. Bradley misses 3-pt jump shot from 25 ft,9,11
54,1,5:31.0,Defensive rebound by D. Powell,,9,11
55,1,5:26.0,Dallas full timeout,,9,11
56,1,5:26.0,S. Curry enters the game for T. Hardaway,,9,11
57,1,5:08.0,S. Curry makes 2-pt layup from 4 ft (assist by L. Dončić),,11,11
58,1,4:52.0,,D. Green makes 3-pt jump shot from 27 ft (assist by A. Davis),11,14
59,1,4:41.0,L. Dončić makes 2-pt jump shot from 13 ft,,13,14
60,1,4:35.0,,A. Davis makes 2-pt dunk from 1 ft (assist by L. James),13,16
61,1,4:21.0,L. Dončić misses 3-pt jump shot from 28 ft,,13,16
