,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,HOUSTON_ACTION,CHARLOTTE_SCORE,HOUSTON_SCORE
146,2,9:38.0,,B. McLemore misses 3-pt jump shot from 27 ft,39,28
147,2,9:34.0,Defensive rebound by D. Graham,,39,28
148,2,9:28.0,C. Zeller misses 2-pt layup from 2 ft (block by B. McLemore),,39,28
149,2,9:28.0,,Defensive rebound by D. House,39,28
150,2,9:28.0,,Personal foul by D. Graham (drawn by D. House),39,28
151,2,9:18.0,,J. Harden makes 2-pt layup from 1 ft,39,30
152,2,9:16.0,Charlotte full timeout,,39,30
153,2,9:16.0,T. Rozier enters the game for M. Monk,,39,30
154,2,9:00.0,P. Washington makes 2-pt hook shot from 3 ft (assist by C. Zeller),,41,30
155,2,8:38.0,,A. Rivers makes 3-pt jump shot from 23 ft (assist by B. McLemore),41,33
156,2,8:24.0,C. Zeller misses 2-pt hook shot from 7 ft,,41,33
157,2,8:22.0,,Defensive rebound by A. Rivers,41,33
158,2,8:16.0,,J. Harden makes 2-pt layup from 1 ft,41,35
159,2,8:16.0,,Shooting foul by C. Zeller (drawn by J. Harden),41,35
160,2,8:16.0,M. Bridges enters the game for C. Zeller,,41,35
161,2,8:16.0,,J. Harden makes free throw 1 of 1,41,36
162,2,8:00.0,T. Rozier makes 2-pt layup from 3 ft (assist by P. Washington),,43,36
163,2,7:47.0,,J. Harden misses 3-pt jump shot from 26 ft,43,36
164,2,7:46.0,Defensive rebound by T. Rozier,,43,36
165,2,7:35.0,C. Martin makes 2-pt layup from 2 ft (assist by T. Rozier),,45,36
166,2,7:15.0,,B. McLemore misses 3-pt jump shot from 24 ft,45,36
167,2,7:13.0,,Offensive rebound by J. Harden,45,36
168,2,7:12.0,,Offensive foul by P. Tucker (drawn by T. Rozier),45,36
169,2,7:12.0,,Turnover by P. Tucker (offensive foul),45,36
170,2,7:12.0,M. Monk enters the game for D. Graham,,45,36
171,2,7:02.0,P. Washington misses 2-pt jump shot from 12 ft (block by J. Harden),,45,36
172,2,7:00.0,,Defensive rebound by D. House,45,36
173,2,6:43.0,,D. House makes 3-pt jump shot from 26 ft (assist by B. McLemore),45,39
174,2,6:31.0,Shooting foul by A. Rivers (drawn by T. Rozier),,45,39
175,2,6:31.0,T. Rozier makes free throw 1 of 2,,46,39
176,2,6:31.0,W. Hernangómez enters the game for P. Washington,,46,39
177,2,6:31.0,,E. Gordon enters the game for A. Rivers,46,39
178,2,6:31.0,T. Rozier makes free throw 2 of 2,,47,39
179,2,6:15.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by B. McLemore),47,42
180,2,6:01.0,Turnover by C. Martin (bad pass),,47,42
181,2,5:51.0,,J. Harden misses 2-pt layup from 6 ft (block by M. Bridges),47,42
182,2,5:48.0,Defensive rebound by M. Bridges,,47,42
183,2,5:43.0,C. Martin misses 2-pt layup from 2 ft,,47,42
184,2,5:41.0,,Defensive rebound by P. Tucker,47,42
185,2,5:32.0,,Shooting foul by T. Rozier (drawn by J. Harden),47,42
186,2,5:32.0,,J. Harden makes free throw 1 of 3,47,43
187,2,5:32.0,,J. Harden makes free throw 2 of 3,47,44
188,2,5:32.0,,J. Harden makes free throw 3 of 3,47,45
189,2,5:18.0,C. Martin misses 3-pt jump shot from 25 ft,,47,45
190,2,5:16.0,Offensive rebound by W. Hernangómez,,47,45
191,2,5:14.0,W. Hernangómez makes 2-pt layup from 1 ft,,49,45
192,2,5:09.0,,E. Gordon misses 2-pt layup from 8 ft (block by M. Monk),49,45
193,2,5:09.0,,Offensive rebound by Team,49,45
194,2,4:58.0,,D. House makes 3-pt jump shot from 26 ft (assist by P. Tucker),49,48
195,2,4:40.0,Turnover by M. Monk (bad pass; steal by J. Harden),,49,48
196,2,4:35.0,,E. Gordon misses 2-pt layup from 1 ft,49,48
197,2,4:33.0,Defensive rebound by W. Hernangómez,,49,48
198,2,4:14.0,M. Bridges makes 2-pt hook shot from 1 ft (assist by T. Rozier),,51,48
199,2,4:06.0,,Shooting foul by W. Hernangómez (drawn by J. Harden),51,48
200,2,4:06.0,,J. Harden makes free throw 1 of 2,51,49
201,2,4:06.0,D. Graham enters the game for C. Martin,,51,49
202,2,4:06.0,,J. Harden makes free throw 2 of 2,51,50
203,2,3:42.0,D. Graham makes 3-pt jump shot from 23 ft (assist by W. Hernangómez),,54,50
204,2,3:31.0,,D. House misses 3-pt jump shot from 23 ft,54,50
205,2,3:31.0,Defensive rebound by W. Hernangómez,,54,50
206,2,3:26.0,Turnover by W. Hernangómez (bad pass; steal by D. House),,54,50
207,2,3:23.0,,Shooting foul by T. Rozier (drawn by J. Harden),54,50
208,2,3:23.0,,J. Harden makes free throw 1 of 3,54,51
209,2,3:23.0,,J. Harden makes free throw 2 of 3,54,52
210,2,3:23.0,C. Martin enters the game for T. Rozier,,54,52
211,2,3:23.0,,J. Harden makes free throw 3 of 3,54,53
212,2,3:02.0,Offensive foul by W. Hernangómez (drawn by D. House),,54,53
213,2,3:02.0,Turnover by W. Hernangómez (offensive foul),,54,53
214,2,3:02.0,P. Washington enters the game for W. Hernangómez,,54,53
215,2,2:57.0,,J. Harden misses 2-pt dunk from 1 ft,54,53
216,2,2:56.0,Defensive rebound by M. Monk,,54,53
217,2,2:53.0,M. Monk makes 2-pt layup from 1 ft,,56,53
218,2,2:45.0,,E. Gordon makes 2-pt layup from 2 ft,56,55
219,2,2:45.0,Violation by Team (def goaltending),,56,55
220,2,2:42.0,M. Monk makes 2-pt hook shot from 4 ft (assist by P. Washington),,58,55
221,2,2:42.0,Shooting foul by D. House (drawn by M. Monk),,58,55
222,2,2:42.0,,Houston full timeout,58,55
223,2,2:42.0,M. Monk misses free throw 1 of 1,,58,55
224,2,2:42.0,,Defensive rebound by P. Tucker,58,55
225,2,2:30.0,,J. Harden makes 2-pt jump shot from 5 ft,58,57
226,2,2:06.0,D. Graham misses 2-pt jump shot from 2 ft,,58,57
227,2,2:06.0,,Defensive rebound by D. House,58,57
228,2,1:59.0,,D. House makes 2-pt layup from 2 ft (assist by J. Harden),58,59
229,2,1:46.0,M. Bridges misses 3-pt jump shot from 24 ft,,58,59
230,2,1:46.0,,Defensive rebound by P. Tucker,58,59
231,2,1:35.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by J. Harden),58,62
232,2,1:23.0,Personal foul by E. Gordon (drawn by P. Washington),,58,62
233,2,1:23.0,T. Rozier enters the game for M. Monk,,58,62
234,2,1:13.0,M. Bridges misses 2-pt layup from 2 ft,,58,62
235,2,1:12.0,Offensive rebound by C. Martin,,58,62
236,2,1:12.0,C. Martin makes 2-pt layup at rim,,60,62
237,2,1:05.0,,J. Harden misses 3-pt jump shot from 27 ft,60,62
238,2,1:02.0,Defensive rebound by P. Washington,,60,62
239,2,0:50.0,C. Martin makes 3-pt jump shot from 26 ft (assist by T. Rozier),,63,62
240,2,0:38.0,,E. Gordon misses 3-pt jump shot from 27 ft,63,62
241,2,0:36.0,Defensive rebound by C. Martin,,63,62
242,2,0:28.0,T. Rozier misses 3-pt jump shot from 29 ft,,63,62
243,2,0:26.0,,Defensive rebound by D. House,63,62
244,2,0:11.0,,P. Tucker misses 3-pt jump shot from 24 ft,63,62
245,2,0:09.0,Defensive rebound by T. Rozier,,63,62
246,2,0:00.0,Instant Replay (Request: Ruling Stands),,63,62
247,3,11:46.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by J. Harden),63,65
248,3,11:20.0,Personal foul by J. Harden (drawn by M. Bridges),,63,65
249,3,11:06.0,C. Martin makes 3-pt jump shot from 27 ft,,66,65
250,3,10:57.0,,E. Gordon misses 3-pt jump shot from 27 ft,66,65
251,3,10:54.0,Defensive rebound by M. Bridges,,66,65
252,3,10:41.0,Shooting foul by P. Tucker (drawn by M. Bridges),,66,65
253,3,10:41.0,M. Bridges misses free throw 1 of 2,,66,65
254,3,10:41.0,Offensive rebound by Team,,66,65
255,3,10:41.0,M. Bridges makes free throw 2 of 2,,67,65
256,3,10:32.0,,Shooting foul by C. Zeller (drawn by E. Gordon),67,65
257,3,10:32.0,,E. Gordon misses free throw 1 of 2,67,65
258,3,10:32.0,,Offensive rebound by Team,67,65
259,3,10:32.0,P. Washington enters the game for C. Zeller,,67,65
260,3,10:32.0,,E. Gordon makes free throw 2 of 2,67,66
261,3,10:24.0,Personal foul by E. Gordon (drawn by T. Rozier),,67,66
262,3,10:08.0,Turnover by T. Rozier (bad pass; steal by D. House),,67,66
263,3,10:03.0,,J. Harden misses 2-pt jump shot from 9 ft,67,66
264,3,10:01.0,Defensive rebound by Team,,67,66
265,3,9:46.0,D. Graham misses 3-pt jump shot from 27 ft,,67,66
266,3,9:44.0,,Defensive rebound by D. House,67,66
267,3,9:34.0,,E. Gordon makes 2-pt layup from 1 ft,67,68
268,3,9:25.0,P. Washington makes 2-pt layup from 1 ft (assist by D. Graham),,69,68
269,3,9:10.0,,J. Harden misses 3-pt jump shot from 27 ft,69,68
270,3,9:07.0,Defensive rebound by D. Graham,,69,68
271,3,8:51.0,T. Rozier makes 3-pt jump shot from 27 ft (assist by D. Graham),,72,68
272,3,8:48.0,,Houston full timeout,72,68
273,3,8:36.0,,Shooting foul by P. Washington (drawn by J. Harden),72,68
274,3,8:36.0,,J. Harden makes free throw 1 of 2,72,69
275,3,8:36.0,,J. Harden misses free throw 2 of 2,72,69
276,3,8:36.0,Defensive rebound by P. Washington,,72,69
277,3,8:18.0,P. Washington makes 2-pt hook shot from 6 ft,,74,69
278,3,8:10.0,,P. Tucker misses 3-pt jump shot from 23 ft,74,69
279,3,8:07.0,Defensive rebound by M. Bridges,,74,69
280,3,7:45.0,Turnover by C. Martin (bad pass; steal by P. Tucker),,74,69
281,3,7:43.0,,Personal take foul by C. Martin (drawn by J. Harden),74,69
282,3,7:32.0,,E. Gordon makes 2-pt layup from 3 ft (assist by J. Harden),74,71
283,3,7:11.0,C. Martin makes 2-pt layup from 1 ft (assist by D. Graham),,76,71
284,3,7:06.0,,E. Gordon misses 3-pt jump shot from 28 ft,76,71
285,3,7:04.0,,Offensive rebound by D. House,76,71
286,3,6:59.0,,E. Gordon makes 2-pt layup from 2 ft (assist by D. House),76,73
287,3,6:59.0,Charlotte full timeout,,76,73
288,3,6:59.0,M. Monk enters the game for D. Graham,,76,73
289,3,6:38.0,P. Washington misses 3-pt jump shot from 23 ft,,76,73
290,3,6:36.0,,Defensive rebound by B. McLemore,76,73
291,3,6:28.0,,D. House makes 3-pt jump shot from 26 ft (assist by P. Tucker),76,76
292,3,6:13.0,M. Bridges misses 2-pt jump shot from 6 ft,,76,76
293,3,6:12.0,Offensive rebound by M. Bridges,,76,76
294,3,6:12.0,M. Bridges makes 2-pt layup from 1 ft,,78,76
295,3,5:49.0,,E. Gordon misses 3-pt jump shot from 26 ft,78,76
296,3,5:46.0,Defensive rebound by P. Washington,,78,76
297,3,5:42.0,Turnover by M. Monk (bad pass; steal by D. House),,78,76
298,3,5:30.0,,J. Harden misses 2-pt layup from 2 ft,78,76
299,3,5:30.0,Defensive rebound by M. Bridges,,78,76
300,3,5:25.0,Shooting foul by E. Gordon (drawn by T. Rozier),,78,76
301,3,5:25.0,T. Rozier makes free throw 1 of 2,,79,76
302,3,5:25.0,,A. Rivers enters the game for E. Gordon,79,76
303,3,5:25.0,,T. Sefolosha enters the game for P. Tucker,79,76
304,3,5:25.0,T. Rozier makes free throw 2 of 2,,80,76
305,3,5:00.0,,B. McLemore makes 3-pt jump shot from 29 ft (assist by J. Harden),80,79
306,3,4:43.0,M. Bridges makes 2-pt layup from 1 ft (assist by P. Washington),,82,79
307,3,4:22.0,,J. Harden makes 2-pt jump shot from 2 ft,82,81
308,3,4:22.0,,Shooting foul by M. Bridges (drawn by J. Harden),82,81
309,3,4:22.0,D. Bacon enters the game for M. Bridges,,82,81
310,3,4:22.0,,J. Harden makes free throw 1 of 1,82,82
311,3,3:58.0,P. Washington misses 2-pt layup from 2 ft,,82,82
312,3,3:55.0,Offensive rebound by P. Washington,,82,82
313,3,3:54.0,P. Washington makes 2-pt dunk at rim,,84,82
314,3,3:35.0,,T. Sefolosha misses 3-pt jump shot from 26 ft,84,82
315,3,3:33.0,Defensive rebound by P. Washington,,84,82
316,3,3:09.0,M. Monk misses 2-pt jump shot from 18 ft,,84,82
317,3,3:07.0,,Defensive rebound by D. House,84,82
318,3,2:57.0,,B. McLemore makes 3-pt jump shot from 24 ft (assist by T. Sefolosha),84,85
319,3,2:33.0,T. Rozier misses 3-pt jump shot from 27 ft,,84,85
320,3,2:31.0,,Defensive rebound by J. Harden,84,85
321,3,2:21.0,,B. McLemore misses 3-pt jump shot from 27 ft,84,85
322,3,2:20.0,Defensive rebound by M. Monk,,84,85
323,3,2:09.0,Turnover by P. Washington (bad pass; steal by T. Sefolosha),,84,85
324,3,2:03.0,,A. Rivers makes 2-pt layup from 2 ft,84,87
325,3,2:03.0,Charlotte full timeout,,84,87
326,3,2:03.0,M. Bridges enters the game for C. Martin,,84,87
327,3,2:03.0,D. Graham enters the game for T. Rozier,,84,87
328,3,2:03.0,W. Hernangómez enters the game for P. Washington,,84,87
329,3,2:03.0,,E. Gordon enters the game for J. Harden,84,87
330,3,2:03.0,,P. Tucker enters the game for B. McLemore,84,87
331,3,1:48.0,M. Monk makes 2-pt jump shot from 9 ft,,86,87
332,3,1:28.0,,D. House misses 3-pt jump shot from 26 ft,86,87
333,3,1:25.0,Defensive rebound by Team,,86,87
334,3,1:06.0,W. Hernangómez misses 3-pt jump shot from 26 ft,,86,87
335,3,1:06.0,,Defensive rebound by A. Rivers,86,87
336,3,0:55.0,,A. Rivers makes 3-pt jump shot from 25 ft (assist by E. Gordon),86,90
337,3,0:45.0,M. Monk misses 2-pt jump shot from 11 ft,,86,90
338,3,0:43.0,,Defensive rebound by P. Tucker,86,90
339,3,0:33.0,,E. Gordon misses 3-pt jump shot from 27 ft,86,90
340,3,0:31.0,Defensive rebound by W. Hernangómez,,86,90
341,3,0:26.0,M. Bridges makes 2-pt layup from 1 ft (assist by D. Graham),,88,90
342,3,0:05.0,,P. Tucker misses 3-pt jump shot from 22 ft,88,90
343,3,0:03.0,,Offensive rebound by T. Sefolosha,88,90
344,3,0:03.0,,T. Sefolosha makes 2-pt layup from 2 ft,88,92
345,4,11:44.0,D. Graham makes 3-pt jump shot from 26 ft,,91,92
346,4,11:33.0,,E. Gordon misses 3-pt jump shot from 29 ft,91,92
347,4,11:30.0,Defensive rebound by M. Bridges,,91,92
348,4,11:11.0,M. Monk makes 2-pt layup from 2 ft (assist by W. Hernangómez),,93,92
349,4,10:58.0,,E. Gordon makes 2-pt layup from 2 ft,93,94
350,4,10:41.0,Turnover by M. Monk (lost ball; steal by A. Rivers),,93,94
351,4,10:36.0,,T. Sefolosha makes 2-pt layup from 2 ft (assist by P. Tucker),93,96
352,4,10:13.0,Shooting foul by E. Gordon (drawn by D. Bacon),,93,96
353,4,10:13.0,,J. Harden enters the game for E. Gordon,93,96
354,4,10:13.0,D. Bacon makes free throw 1 of 2,,94,96
355,4,10:13.0,D. Bacon makes free throw 2 of 2,,95,96
356,4,10:06.0,,T. Sefolosha misses 3-pt jump shot from 26 ft,95,96
357,4,10:03.0,Defensive rebound by Team,,95,96
358,4,10:03.0,C. Martin enters the game for D. Bacon,,95,96
359,4,9:48.0,W. Hernangómez misses 2-pt layup from 2 ft (block by D. House),,95,96
360,4,9:47.0,,Defensive rebound by P. Tucker,95,96
361,4,9:45.0,,Personal take foul by D. Graham (drawn by J. Harden),95,96
362,4,9:45.0,,B. McLemore enters the game for D. House,95,96
363,4,9:30.0,,A. Rivers misses 3-pt jump shot from 27 ft,95,96
364,4,9:28.0,Defensive rebound by Team,,95,96
365,4,9:10.0,C. Martin misses 2-pt jump shot from 11 ft,,95,96
366,4,9:07.0,,Defensive rebound by P. Tucker,95,96
367,4,8:57.0,,P. Tucker makes 2-pt jump shot from 3 ft (assist by J. Harden),95,98
368,4,8:45.0,D. Graham makes 3-pt jump shot from 28 ft,,98,98
369,4,8:32.0,,P. Tucker misses 3-pt jump shot from 23 ft,98,98
370,4,8:29.0,Defensive rebound by M. Monk,,98,98
371,4,8:15.0,D. Graham makes 3-pt jump shot from 27 ft,,101,98
372,4,8:00.0,,T. Sefolosha makes 3-pt jump shot from 29 ft (assist by J. Harden),101,101
373,4,7:32.0,M. Bridges misses 3-pt jump shot from 30 ft,,101,101
374,4,7:30.0,,Defensive rebound by P. Tucker,101,101
375,4,7:21.0,,J. Harden makes 2-pt layup from 3 ft,101,103
376,4,7:01.0,Shooting foul by J. Harden (drawn by W. Hernangómez),,101,103
377,4,7:01.0,W. Hernangómez makes free throw 1 of 2,,102,103
378,4,7:01.0,T. Rozier enters the game for M. Bridges,,102,103
379,4,7:01.0,P. Washington enters the game for D. Graham,,102,103
380,4,7:01.0,W. Hernangómez makes free throw 2 of 2,,103,103
381,4,6:48.0,,P. Tucker makes 2-pt layup from 2 ft (assist by A. Rivers),103,105
382,4,6:30.0,T. Rozier misses 2-pt jump shot from 10 ft,,103,105
383,4,6:27.0,,Defensive rebound by P. Tucker,103,105
384,4,6:21.0,,J. Harden makes 3-pt jump shot from 29 ft,103,108
385,4,6:19.0,Charlotte full timeout,,103,108
386,4,6:19.0,C. Zeller enters the game for W. Hernangómez,,103,108
387,4,6:19.0,,D. House enters the game for T. Sefolosha,103,108
