,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,INDIANA_ACTION,WASHINGTON_SCORE,INDIANA_SCORE
26,1,7:34.0,,Defensive rebound by D. Sabonis,12,10
27,1,7:29.0,,J. Sampson makes 2-pt layup at rim (assist by T. Warren),12,12
28,1,7:19.0,I. Thomas misses 2-pt jump shot from 12 ft,,12,12
29,1,7:16.0,,Defensive rebound by D. Sabonis,12,12
30,1,7:10.0,,Personal foul by I. Bonga (drawn by M. Brogdon),12,12
31,1,7:10.0,T. Brown enters the game for I. Bonga,,12,12
32,1,7:04.0,,M. Brogdon makes 2-pt jump shot from 19 ft (assist by J. Sampson),12,14
33,1,6:46.0,Turnover by I. Thomas (bad pass; steal by J. Sampson),,12,14
34,1,6:41.0,,M. Brogdon misses 3-pt jump shot from 27 ft,12,14
35,1,6:39.0,,Offensive rebound by M. Brogdon,12,14
36,1,6:37.0,,T. Warren misses 3-pt jump shot from 25 ft,12,14
37,1,6:34.0,Defensive rebound by T. Bryant,,12,14
38,1,6:24.0,T. Bryant misses 2-pt layup from 1 ft (block by J. Sampson),,12,14
39,1,6:21.0,,Defensive rebound by J. Sampson,12,14
40,1,6:16.0,,D. Sabonis makes 2-pt layup from 1 ft (assist by M. Brogdon),12,16
41,1,6:16.0,Washington full timeout,,12,16
42,1,6:03.0,B. Beal misses 2-pt jump shot from 11 ft,,12,16
43,1,6:00.0,Offensive rebound by B. Beal,,12,16
44,1,5:58.0,I. Thomas misses 2-pt jump shot from 13 ft,,12,16
45,1,5:55.0,,Defensive rebound by D. Sabonis,12,16
46,1,5:45.0,,Offensive foul by D. Sabonis (drawn by I. Thomas),12,16
47,1,5:45.0,,Turnover by D. Sabonis (offensive foul),12,16
48,1,5:27.0,R. Hachimura misses 3-pt jump shot from 28 ft,,12,16
49,1,5:25.0,,Defensive rebound by D. Sabonis,12,16
50,1,5:16.0,,M. Brogdon misses 2-pt jump shot from 20 ft,12,16
51,1,5:14.0,Defensive rebound by R. Hachimura,,12,16
52,1,5:06.0,Turnover by T. Brown (lost ball; steal by J. Sampson),,12,16
53,1,5:03.0,,J. Sampson makes 2-pt layup from 1 ft,12,18
54,1,4:46.0,I. Thomas misses 2-pt jump shot from 3 ft,,12,18
55,1,4:44.0,,Defensive rebound by D. Sabonis,12,18
56,1,4:38.0,,D. Sabonis misses 2-pt jump shot from 16 ft,12,18
57,1,4:36.0,Defensive rebound by T. Brown,,12,18
58,1,4:26.0,B. Beal makes 2-pt jump shot from 8 ft,,14,18
59,1,4:11.0,,M. Brogdon misses 3-pt jump shot from 24 ft,14,18
60,1,4:09.0,Defensive rebound by R. Hachimura,,14,18
61,1,3:51.0,T. Bryant makes 3-pt jump shot from 24 ft (assist by I. Thomas),,17,18
62,1,3:44.0,,Indiana full timeout,17,18
63,1,3:44.0,D. Bertāns enters the game for T. Bryant,,17,18
64,1,3:44.0,I. Smith enters the game for R. Hachimura,,17,18
65,1,3:44.0,M. Wagner enters the game for I. Thomas,,17,18
66,1,3:44.0,,G. Bitadze enters the game for M. Brogdon,17,18
67,1,3:44.0,,J. Holiday enters the game for A. Holiday,17,18
68,1,3:44.0,,T. McConnell enters the game for D. Sabonis,17,18
69,1,3:37.0,,G. Bitadze makes 2-pt jump shot from 20 ft (assist by T. McConnell),17,20
70,1,3:20.0,T. Brown misses 3-pt jump shot from 25 ft,,17,20
71,1,3:17.0,,Defensive rebound by J. Holiday,17,20
72,1,3:03.0,,Personal foul by M. Wagner (drawn by J. Sampson),17,20
73,1,3:03.0,,D. McDermott enters the game for T. Warren,17,20
74,1,2:51.0,,J. Holiday misses 3-pt jump shot from 27 ft,17,20
75,1,2:48.0,,Offensive rebound by T. McConnell,17,20
76,1,2:43.0,,D. McDermott makes 2-pt layup at rim (assist by T. McConnell),17,22
77,1,2:32.0,M. Wagner misses 3-pt jump shot from 27 ft,,17,22
78,1,2:31.0,,Defensive rebound by J. Sampson,17,22
79,1,2:22.0,,Turnover by T. McConnell (bad pass; steal by I. Smith),17,22
80,1,2:17.0,D. Bertāns makes 3-pt jump shot from 26 ft (assist by I. Smith),,20,22
81,1,1:58.0,,J. Holiday misses 2-pt layup from 2 ft,20,22
82,1,1:56.0,Defensive rebound by M. Wagner,,20,22
83,1,1:46.0,B. Beal misses 3-pt jump shot from 26 ft,,20,22
84,1,1:43.0,,Defensive rebound by J. Holiday,20,22
85,1,1:35.0,,Personal foul by B. Beal (drawn by J. Sampson),20,22
86,1,1:35.0,C. Miles enters the game for B. Beal,,20,22
87,1,1:35.0,,A. Johnson enters the game for J. Sampson,20,22
88,1,1:23.0,,J. Holiday misses 2-pt layup from 1 ft,20,22
89,1,1:20.0,Defensive rebound by M. Wagner,,20,22
90,1,1:03.0,C. Miles makes 3-pt jump shot from 25 ft (assist by I. Smith),,23,22
91,1,0:50.0,,A. Johnson misses 2-pt jump shot from 8 ft,23,22
92,1,0:48.0,,Offensive rebound by G. Bitadze,23,22
93,1,0:45.0,,Turnover by J. Holiday (traveling),23,22
94,1,0:36.0,M. Wagner makes 3-pt jump shot from 26 ft (assist by C. Miles),,26,22
95,1,0:26.0,,T. McConnell misses 2-pt layup from 1 ft,26,22
96,1,0:25.0,,Offensive rebound by Team,26,22
97,1,0:25.0,Loose ball foul by M. Wagner (drawn by G. Bitadze),,26,22
98,1,0:25.0,,G. Bitadze makes free throw 1 of 2,26,23
99,1,0:25.0,,G. Bitadze makes free throw 2 of 2,26,24
100,1,0:06.0,Turnover by I. Smith (lost ball; steal by T. McConnell),,26,24
101,1,0:03.0,,A. Johnson makes 2-pt layup from 1 ft (assist by T. McConnell),26,26
102,1,0:00.0,T. Brown misses 3-pt jump shot from 30 ft,,26,26
103,1,0:00.0,Offensive rebound by Team,,26,26
104,2,11:46.0,T. Brown makes 2-pt jump shot from 18 ft (assist by C. Miles),,28,26
105,2,11:30.0,,Shooting foul by I. Smith (drawn by G. Bitadze),28,26
106,2,11:30.0,,G. Bitadze misses free throw 1 of 2,28,26
107,2,11:30.0,,Offensive rebound by Team,28,26
108,2,11:30.0,,G. Bitadze makes free throw 2 of 2,28,27
109,2,11:18.0,Turnover by I. Smith (bad pass),,28,27
110,2,11:09.0,,T. McConnell misses 2-pt layup from 1 ft,28,27
111,2,11:08.0,,Offensive rebound by D. McDermott,28,27
112,2,11:08.0,,D. McDermott makes 2-pt layup from 2 ft,28,29
113,2,11:08.0,,Shooting foul by D. Bertāns (drawn by D. McDermott),28,29
114,2,11:08.0,,D. McDermott makes free throw 1 of 1,28,30
115,2,10:59.0,T. Brown misses 2-pt layup from 1 ft,,28,30
116,2,10:58.0,Offensive rebound by M. Wagner,,28,30
117,2,10:58.0,Shooting foul by T. McConnell (drawn by M. Wagner),,28,30
118,2,10:58.0,M. Wagner makes free throw 1 of 2,,29,30
119,2,10:58.0,M. Wagner makes free throw 2 of 2,,30,30
120,2,10:41.0,,G. Bitadze makes 3-pt jump shot from 25 ft (assist by D. McDermott),30,33
121,2,10:23.0,T. Brown makes 3-pt jump shot from 26 ft (assist by C. Miles),,33,33
122,2,10:03.0,,Shooting foul by C. Miles (drawn by G. Bitadze),33,33
123,2,10:03.0,,G. Bitadze misses free throw 1 of 2,33,33
124,2,10:03.0,,Offensive rebound by Team,33,33
125,2,10:03.0,,G. Bitadze makes free throw 2 of 2,33,34
126,2,9:54.0,D. Bertāns misses 3-pt jump shot from 27 ft,,33,34
127,2,9:50.0,,Defensive rebound by D. McDermott,33,34
128,2,9:31.0,,D. McDermott makes 3-pt jump shot from 26 ft (assist by G. Bitadze),33,37
129,2,9:23.0,Offensive foul by I. Smith (drawn by T. McConnell),,33,37
130,2,9:23.0,Turnover by I. Smith (offensive foul),,33,37
131,2,9:10.0,,J. Holiday makes 3-pt jump shot from 24 ft (assist by T. McConnell),33,40
132,2,9:07.0,Washington full timeout,,33,40
133,2,9:07.0,B. Beal enters the game for T. Brown,,33,40
134,2,8:50.0,C. Miles makes 2-pt layup from 2 ft (assist by D. Bertāns),,35,40
135,2,8:37.0,,G. Bitadze makes 2-pt jump shot from 19 ft (assist by J. Holiday),35,42
136,2,8:30.0,Personal foul by J. Holiday (drawn by D. Bertāns),,35,42
137,2,8:24.0,C. Miles misses 3-pt jump shot from 27 ft,,35,42
138,2,8:22.0,Offensive rebound by Team,,35,42
139,2,8:22.0,,Loose ball foul by A. Johnson (drawn by M. Wagner),35,42
140,2,8:09.0,C. Miles misses 3-pt jump shot from 28 ft,,35,42
141,2,8:06.0,Offensive rebound by M. Wagner,,35,42
142,2,8:02.0,B. Beal misses 3-pt jump shot from 23 ft,,35,42
143,2,7:59.0,,Defensive rebound by A. Johnson,35,42
144,2,7:43.0,,T. McConnell makes 2-pt jump shot from 7 ft (assist by D. McDermott),35,44
145,2,7:33.0,M. Wagner makes 3-pt jump shot from 27 ft (assist by I. Smith),,38,44
146,2,7:21.0,,D. McDermott misses 3-pt jump shot from 27 ft,38,44
147,2,7:18.0,Defensive rebound by M. Wagner,,38,44
148,2,7:13.0,I. Smith makes 2-pt layup from 2 ft,,40,44
149,2,7:13.0,Shooting foul by G. Bitadze (drawn by I. Smith),,40,44
150,2,7:13.0,R. Hachimura enters the game for C. Miles,,40,44
151,2,7:13.0,,M. Brogdon enters the game for G. Bitadze,40,44
152,2,7:13.0,,D. Sabonis enters the game for A. Johnson,40,44
153,2,7:13.0,I. Smith makes free throw 1 of 1,,41,44
154,2,7:01.0,,D. Sabonis makes 2-pt layup from 2 ft (assist by D. McDermott),41,46
155,2,7:01.0,,Shooting foul by M. Wagner (drawn by D. Sabonis),41,46
156,2,7:01.0,T. Bryant enters the game for M. Wagner,,41,46
157,2,7:01.0,,D. Sabonis makes free throw 1 of 1,41,47
158,2,6:39.0,B. Beal makes 2-pt jump shot from 3 ft (assist by T. Bryant),,43,47
159,2,6:25.0,,T. McConnell makes 2-pt layup from 1 ft,43,49
160,2,6:11.0,Turnover by B. Beal (bad pass; steal by M. Brogdon),,43,49
161,2,6:08.0,,J. Holiday misses 2-pt layup from 3 ft (block by I. Smith),43,49
162,2,6:07.0,Defensive rebound by Team,,43,49
163,2,6:07.0,I. Thomas enters the game for I. Smith,,43,49
164,2,5:55.0,Turnover by D. Bertāns (lost ball; steal by D. McDermott),,43,49
165,2,5:48.0,,D. McDermott makes 3-pt jump shot from 26 ft (assist by T. McConnell),43,52
166,2,5:35.0,Personal foul by T. McConnell (drawn by I. Thomas),,43,52
167,2,5:35.0,I. Thomas makes free throw 1 of 2,,44,52
168,2,5:35.0,,T. Warren enters the game for J. Holiday,44,52
169,2,5:35.0,I. Thomas makes free throw 2 of 2,,45,52
170,2,5:29.0,,Turnover by T. Warren (traveling),45,52
171,2,5:23.0,B. Beal makes 2-pt jump shot from 4 ft,,47,52
172,2,5:10.0,,M. Brogdon misses 2-pt jump shot from 20 ft,47,52
173,2,5:06.0,,Offensive rebound by T. McConnell,47,52
174,2,5:06.0,,T. McConnell makes 2-pt layup from 1 ft,47,54
175,2,4:59.0,I. Thomas makes 2-pt jump shot from 11 ft,,49,54
176,2,4:46.0,,T. Warren misses 3-pt jump shot from 24 ft,49,54
177,2,4:43.0,Defensive rebound by D. Bertāns,,49,54
178,2,4:38.0,D. Bertāns misses 3-pt jump shot from 28 ft,,49,54
179,2,4:34.0,Offensive rebound by R. Hachimura,,49,54
180,2,4:34.0,B. Beal misses 3-pt jump shot from 26 ft,,49,54
181,2,4:34.0,,Defensive rebound by T. McConnell,49,54
182,2,4:13.0,,D. McDermott makes 3-pt jump shot from 23 ft (assist by T. Warren),49,57
183,2,3:56.0,I. Thomas misses 2-pt jump shot from 15 ft,,49,57
184,2,3:53.0,,Defensive rebound by D. Sabonis,49,57
185,2,3:42.0,,T. Warren makes 2-pt jump shot from 16 ft (assist by M. Brogdon),49,59
186,2,3:39.0,Washington full timeout,,49,59
187,2,3:39.0,C. Miles enters the game for D. Bertāns,,49,59
188,2,3:39.0,,A. Holiday enters the game for T. McConnell,49,59
189,2,3:23.0,B. Beal makes 2-pt layup from 1 ft (assist by I. Thomas),,51,59
190,2,3:12.0,,D. McDermott misses 3-pt jump shot from 28 ft,51,59
191,2,3:07.0,Defensive rebound by R. Hachimura,,51,59
192,2,3:04.0,R. Hachimura misses 2-pt layup from 2 ft,,51,59
193,2,3:01.0,,Defensive rebound by D. Sabonis,51,59
194,2,2:56.0,,D. McDermott makes 3-pt jump shot from 28 ft (assist by M. Brogdon),51,62
195,2,2:40.0,R. Hachimura misses 2-pt layup from 2 ft,,51,62
196,2,2:38.0,Offensive rebound by T. Bryant,,51,62
197,2,2:37.0,Shooting foul by D. McDermott (drawn by T. Bryant),,51,62
198,2,2:37.0,T. Bryant makes free throw 1 of 2,,52,62
199,2,2:37.0,T. Bryant makes free throw 2 of 2,,53,62
200,2,2:25.0,,D. Sabonis misses 2-pt jump shot from 11 ft,53,62
201,2,2:23.0,Defensive rebound by R. Hachimura,,53,62
202,2,2:18.0,Shooting foul by M. Brogdon (drawn by B. Beal),,53,62
203,2,2:18.0,B. Beal makes free throw 1 of 2,,54,62
204,2,2:18.0,B. Beal makes free throw 2 of 2,,55,62
205,2,2:09.0,,T. Warren misses 3-pt jump shot from 27 ft,55,62
206,2,2:06.0,Defensive rebound by C. Miles,,55,62
207,2,1:55.0,Turnover by B. Beal (bad pass; steal by D. Sabonis),,55,62
208,2,1:51.0,,T. Warren makes 2-pt jump shot from 8 ft (assist by M. Brogdon),55,64
209,2,1:51.0,,Shooting foul by C. Miles (drawn by T. Warren),55,64
210,2,1:51.0,,J. Sampson enters the game for D. McDermott,55,64
211,2,1:51.0,,T. Warren makes free throw 1 of 1,55,65
212,2,1:44.0,Turnover by I. Thomas (lost ball; steal by D. Sabonis),,55,65
213,2,1:40.0,,A. Holiday makes 2-pt layup at rim (assist by D. Sabonis),55,67
214,2,1:21.0,Shooting foul by T. Warren (drawn by B. Beal),,55,67
215,2,1:21.0,,Technical foul by S. Brooks,55,67
216,2,1:21.0,,M. Brogdon makes technical free throw,55,68
217,2,1:21.0,B. Beal makes free throw 1 of 2,,56,68
218,2,1:21.0,,J. Holiday enters the game for M. Brogdon,56,68
219,2,1:21.0,,D. McDermott enters the game for T. Warren,56,68
220,2,1:21.0,B. Beal makes free throw 2 of 2,,57,68
221,2,1:13.0,,A. Holiday misses 2-pt layup from 3 ft,57,68
222,2,1:12.0,Defensive rebound by Team,,57,68
223,2,1:05.0,B. Beal makes 2-pt layup from 6 ft,,59,68
224,2,0:47.0,,A. Holiday makes 2-pt jump shot from 20 ft (assist by D. Sabonis),59,70
225,2,0:32.0,I. Thomas misses 3-pt jump shot from 27 ft,,59,70
226,2,0:31.0,,Defensive rebound by D. Sabonis,59,70
227,2,0:26.0,,J. Holiday misses 3-pt jump shot from 26 ft,59,70
228,2,0:23.0,Defensive rebound by R. Hachimura,,59,70
229,2,0:03.0,T. Bryant makes 2-pt layup from 1 ft (assist by B. Beal),,61,70
230,2,0:03.0,Shooting foul by J. Sampson (drawn by T. Bryant),,61,70
231,2,0:03.0,I. Bonga enters the game for I. Thomas,,61,70
232,2,0:03.0,T. Bryant makes free throw 1 of 1,,62,70
233,2,0:00.0,,Personal foul by T. Bryant (drawn by J. Holiday),62,70
234,2,0:00.0,,Instant Replay (Request: Ruling Stands),62,70
235,2,0:00.0,,J. Holiday misses free throw 1 of 2,62,70
236,2,0:00.0,,Offensive rebound by Team,62,70
237,2,0:00.0,,J. Holiday misses free throw 2 of 2,62,70
238,2,0:00.0,Defensive rebound by R. Hachimura,,62,70
239,3,11:37.0,I. Thomas makes 3-pt jump shot from 26 ft (assist by B. Beal),,65,70
240,3,11:18.0,,A. Holiday makes 3-pt jump shot from 25 ft (assist by D. Sabonis),65,73
241,3,11:05.0,Offensive foul by T. Bryant (drawn by M. Brogdon),,65,73
242,3,11:05.0,Turnover by T. Bryant (offensive foul),,65,73
243,3,10:54.0,,Offensive foul by D. Sabonis (drawn by I. Bonga),65,73
244,3,10:54.0,,Turnover by D. Sabonis (offensive foul),65,73
245,3,10:41.0,B. Beal misses 2-pt jump shot from 19 ft,,65,73
246,3,10:38.0,Offensive rebound by T. Bryant,,65,73
247,3,10:35.0,T. Bryant misses 2-pt hook shot from 6 ft,,65,73
248,3,10:33.0,,Defensive rebound by D. Sabonis,65,73
249,3,10:19.0,,T. Warren misses 2-pt jump shot from 8 ft,65,73
250,3,10:16.0,Defensive rebound by I. Bonga,,65,73
251,3,10:12.0,I. Thomas misses 2-pt jump shot from 13 ft,,65,73
252,3,10:09.0,,Defensive rebound by J. Sampson,65,73
253,3,10:03.0,,J. Sampson makes 2-pt layup from 1 ft,65,75
254,3,9:43.0,Turnover by I. Bonga (bad pass),,65,75
255,3,9:28.0,,D. Sabonis misses 2-pt jump shot from 21 ft,65,75
256,3,9:26.0,Defensive rebound by T. Bryant,,65,75
257,3,9:20.0,I. Thomas misses 3-pt jump shot from 27 ft,,65,75
258,3,9:15.0,Offensive rebound by I. Bonga,,65,75
259,3,9:15.0,I. Bonga misses 2-pt layup from 1 ft,,65,75
260,3,9:14.0,,Defensive rebound by T. Warren,65,75
261,3,9:05.0,,M. Brogdon makes 2-pt layup from 2 ft (assist by D. Sabonis),65,77
262,3,8:48.0,T. Bryant misses 3-pt jump shot from 29 ft,,65,77
263,3,8:46.0,,Defensive rebound by J. Sampson,65,77
264,3,8:40.0,,J. Sampson misses 3-pt jump shot from 28 ft,65,77
265,3,8:37.0,Defensive rebound by T. Bryant,,65,77
266,3,8:29.0,Turnover by I. Thomas (bad pass; steal by T. Warren),,65,77
267,3,8:26.0,,T. Warren makes 2-pt dunk from 2 ft (assist by A. Holiday),65,79
268,3,8:26.0,Washington full timeout,,65,79
269,3,8:26.0,T. Brown enters the game for I. Bonga,,65,79
270,3,8:13.0,Turnover by R. Hachimura (traveling),,65,79
271,3,7:58.0,,J. Sampson makes 2-pt layup from 3 ft (assist by M. Brogdon),65,81
272,3,7:46.0,T. Brown makes 2-pt jump shot from 18 ft,,67,81
273,3,7:29.0,,J. Sampson makes 2-pt layup from 2 ft (assist by D. Sabonis),67,83
274,3,7:13.0,R. Hachimura misses 2-pt jump shot from 20 ft,,67,83
275,3,7:10.0,,Defensive rebound by D. Sabonis,67,83
276,3,7:01.0,,A. Holiday makes 2-pt layup from 1 ft (assist by M. Brogdon),67,85
277,3,7:01.0,,Shooting foul by I. Thomas (drawn by A. Holiday),67,85
278,3,7:01.0,,A. Holiday makes free throw 1 of 1,67,86
279,3,6:46.0,T. Brown misses 2-pt layup from 2 ft (block by D. Sabonis),,67,86
280,3,6:44.0,,Defensive rebound by D. Sabonis,67,86
281,3,6:40.0,,J. Sampson makes 2-pt layup from 2 ft (assist by D. Sabonis),67,88
282,3,6:39.0,Washington full timeout,,67,88
283,3,6:39.0,D. Bertāns enters the game for T. Brown,,67,88
284,3,6:39.0,C. Miles enters the game for T. Bryant,,67,88
285,3,6:39.0,I. Smith enters the game for R. Hachimura,,67,88
286,3,6:39.0,M. Wagner enters the game for I. Thomas,,67,88
287,3,6:30.0,B. Beal misses 2-pt jump shot from 20 ft,,67,88
288,3,6:28.0,,Defensive rebound by J. Sampson,67,88
289,3,6:09.0,,Personal foul by I. Smith (drawn by T. Warren),67,88
290,3,6:01.0,,J. Sampson makes 2-pt jump shot from 15 ft (assist by M. Brogdon),67,90
291,3,5:47.0,Personal foul by D. Sabonis (drawn by B. Beal),,67,90
292,3,5:40.0,M. Wagner misses 2-pt jump shot from 1 ft,,67,90
293,3,5:38.0,,Defensive rebound by D. Sabonis,67,90
294,3,5:25.0,,D. Sabonis misses 2-pt jump shot from 5 ft,67,90
295,3,5:24.0,,Offensive rebound by D. Sabonis,67,90
296,3,5:23.0,,D. Sabonis misses 2-pt layup from 2 ft (block by C. Miles),67,90
297,3,5:23.0,,Offensive rebound by D. Sabonis,67,90
298,3,5:22.0,,Shooting foul by M. Wagner (drawn by D. Sabonis),67,90
299,3,5:22.0,,Instant Replay (Request: Ruling Stands),67,90
300,3,5:22.0,,D. Sabonis makes free throw 1 of 2,67,91
301,3,5:22.0,,D. Sabonis makes free throw 2 of 2,67,92
302,3,5:10.0,B. Beal makes 2-pt layup from 1 ft,,69,92
303,3,4:55.0,,J. Sampson misses 3-pt jump shot from 24 ft,69,92
304,3,4:52.0,Defensive rebound by B. Beal,,69,92
305,3,4:45.0,B. Beal misses 2-pt jump shot from 15 ft,,69,92
306,3,4:42.0,Offensive rebound by M. Wagner,,69,92
307,3,4:41.0,Offensive foul by M. Wagner (drawn by D. Sabonis),,69,92
308,3,4:41.0,Turnover by M. Wagner (offensive foul),,69,92
309,3,4:41.0,,G. Bitadze enters the game for D. Sabonis,69,92
310,3,4:30.0,,T. Warren makes 2-pt jump shot from 18 ft (assist by M. Brogdon),69,94
311,3,4:22.0,D. Bertāns makes 3-pt jump shot from 27 ft (assist by I. Smith),,72,94
312,3,4:08.0,,Offensive foul by T. Warren (drawn by D. Bertāns),72,94
313,3,4:08.0,,Turnover by T. Warren (offensive foul),72,94
314,3,4:00.0,M. Wagner misses 2-pt layup from 2 ft,,72,94
315,3,3:58.0,Offensive rebound by D. Bertāns,,72,94
316,3,3:58.0,D. Bertāns makes 2-pt layup from 1 ft,,74,94
317,3,3:58.0,,Indiana full timeout,74,94
318,3,3:58.0,,J. Holiday enters the game for A. Holiday,74,94
319,3,3:58.0,,D. McDermott enters the game for J. Sampson,74,94
320,3,3:47.0,,T. Warren misses 2-pt jump shot from 10 ft,74,94
321,3,3:45.0,Defensive rebound by Team,,74,94
322,3,3:40.0,Personal foul by D. McDermott (drawn by D. Bertāns),,74,94
323,3,3:32.0,B. Beal misses 2-pt layup from 2 ft,,74,94
324,3,3:29.0,,Defensive rebound by M. Brogdon,74,94
325,3,3:15.0,,M. Brogdon misses 2-pt layup from 2 ft,74,94
326,3,3:11.0,Defensive rebound by I. Smith,,74,94
327,3,3:04.0,B. Beal misses 3-pt jump shot from 27 ft,,74,94
328,3,3:01.0,,Defensive rebound by D. McDermott,74,94
329,3,2:41.0,,G. Bitadze misses 3-pt jump shot from 26 ft,74,94
330,3,2:38.0,Defensive rebound by D. Bertāns,,74,94
331,3,2:34.0,C. Miles misses 3-pt jump shot from 26 ft,,74,94
332,3,2:29.0,Offensive rebound by B. Beal,,74,94
333,3,2:27.0,C. Miles misses 2-pt jump shot from 4 ft,,74,94
334,3,2:24.0,,Defensive rebound by G. Bitadze,74,94
335,3,2:19.0,,M. Brogdon misses 2-pt layup from 3 ft,74,94
336,3,2:15.0,Defensive rebound by M. Wagner,,74,94
337,3,2:09.0,M. Wagner misses 3-pt jump shot from 28 ft,,74,94
338,3,2:06.0,,Defensive rebound by D. McDermott,74,94
339,3,2:06.0,,Indiana full timeout,74,94
340,3,2:06.0,,T. McConnell enters the game for M. Brogdon,74,94
341,3,1:55.0,,D. McDermott misses 2-pt layup from 2 ft,74,94
342,3,1:52.0,Defensive rebound by D. Bertāns,,74,94
343,3,1:46.0,D. Bertāns misses 3-pt jump shot from 24 ft,,74,94
344,3,1:44.0,Offensive rebound by Team,,74,94
345,3,1:43.0,Personal foul by G. Bitadze (drawn by M. Wagner),,74,94
346,3,1:43.0,,A. Johnson enters the game for T. Warren,74,94
347,3,1:38.0,B. Beal misses 3-pt jump shot from 27 ft,,74,94
348,3,1:35.0,,Defensive rebound by Team,74,94
349,3,1:35.0,Loose ball foul by M. Wagner (drawn by A. Johnson),,74,94
350,3,1:35.0,T. Bryant enters the game for M. Wagner,,74,94
351,3,1:19.0,,G. Bitadze misses 2-pt jump shot from 17 ft,74,94
352,3,1:16.0,Defensive rebound by I. Smith,,74,94
353,3,1:11.0,Shooting foul by T. McConnell (drawn by I. Smith),,74,94
354,3,1:11.0,I. Smith makes free throw 1 of 2,,75,94
355,3,1:11.0,I. Smith makes free throw 2 of 2,,76,94
356,3,0:57.0,,T. McConnell misses 2-pt jump shot from 20 ft,76,94
357,3,0:55.0,Defensive rebound by T. Bryant,,76,94
358,3,0:50.0,I. Smith misses 2-pt layup from 1 ft (block by J. Holiday),,76,94
359,3,0:50.0,Offensive rebound by I. Smith,,76,94
360,3,0:40.0,Shooting foul by T. McConnell (drawn by T. Bryant),,76,94
361,3,0:40.0,T. Bryant makes free throw 1 of 2,,77,94
362,3,0:40.0,T. Bryant makes free throw 2 of 2,,78,94
363,3,0:32.0,,J. Holiday misses 3-pt jump shot from 23 ft,78,94
364,3,0:30.0,,Offensive rebound by Team,78,94
365,3,0:21.0,,Turnover by G. Bitadze (3 sec),78,94
366,3,0:01.0,B. Beal makes 2-pt jump shot from 20 ft,,80,94
367,4,11:41.0,,Turnover by T. McConnell (bad pass),80,94
368,4,11:30.0,D. Bertāns makes 3-pt jump shot from 28 ft (assist by I. Smith),,83,94
369,4,11:13.0,,J. Holiday misses 3-pt jump shot from 28 ft,83,94
370,4,11:11.0,Defensive rebound by T. Bryant,,83,94
371,4,11:06.0,B. Beal misses 3-pt jump shot from 29 ft,,83,94
372,4,11:02.0,Offensive rebound by I. Smith,,83,94
373,4,11:01.0,B. Beal misses 3-pt jump shot from 24 ft,,83,94
374,4,11:00.0,,Defensive rebound by Team,83,94
375,4,11:00.0,Loose ball foul by T. Bryant (drawn by D. Sabonis),,83,94
376,4,11:00.0,,M. Brogdon enters the game for J. Holiday,83,94
377,4,11:00.0,,A. Holiday enters the game for T. McConnell,83,94
378,4,10:43.0,,Personal foul by I. Smith (drawn by M. Brogdon),83,94
379,4,10:33.0,,M. Brogdon misses 2-pt jump shot from 19 ft,83,94
380,4,10:33.0,,Offensive rebound by D. Sabonis,83,94
