,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,SAN ANTONIO_ACTION,CLEVELAND_SCORE,SAN ANTONIO_SCORE
40,1,6:08.0,M. Dellavedova misses 3-pt jump shot from 26 ft,,10,7
41,1,6:05.0,,Defensive rebound by D. White,10,7
42,1,5:55.0,,L. Aldridge misses 2-pt layup from 1 ft,10,7
43,1,5:53.0,Defensive rebound by K. Love,,10,7
44,1,5:41.0,C. Osman misses 3-pt jump shot from 24 ft,,10,7
45,1,5:38.0,,Defensive rebound by R. Gay,10,7
46,1,5:34.0,,D. White misses 2-pt layup from 2 ft (block by C. Osman),10,7
47,1,5:34.0,Defensive rebound by Team,,10,7
48,1,5:34.0,,D. Murray enters the game for B. Forbes,10,7
49,1,5:32.0,,P. Mills enters the game for D. White,10,7
50,1,5:21.0,K. Love misses 3-pt jump shot from 24 ft,,10,7
51,1,5:18.0,,Defensive rebound by L. Aldridge,10,7
52,1,5:09.0,,R. Gay misses 3-pt jump shot from 26 ft,10,7
53,1,5:07.0,Defensive rebound by M. Dellavedova,,10,7
54,1,5:00.0,Personal foul by P. Mills (drawn by T. Thompson),,10,7
55,1,5:00.0,,T. Lyles enters the game for L. Aldridge,10,7
56,1,5:00.0,,J. Poeltl enters the game for R. Gay,10,7
57,1,4:48.0,K. Love makes 2-pt layup from 2 ft (assist by T. Thompson),,12,7
58,1,4:33.0,,Personal foul by K. Love (drawn by T. Lyles),12,7
59,1,4:29.0,,D. DeRozan makes 2-pt jump shot from 18 ft (assist by P. Mills),12,9
60,1,4:16.0,K. Love makes 2-pt layup from 4 ft (assist by M. Dellavedova),,14,9
61,1,4:16.0,Shooting foul by T. Lyles (drawn by K. Love),,14,9
62,1,4:16.0,J. Clarkson enters the game for C. Osman,,14,9
63,1,4:16.0,K. Porter enters the game for C. Sexton,,14,9
64,1,4:16.0,K. Love makes free throw 1 of 1,,15,9
65,1,4:03.0,,D. DeRozan makes 2-pt jump shot from 12 ft,15,11
66,1,3:37.0,Shooting foul by D. Murray (drawn by M. Dellavedova),,15,11
67,1,3:37.0,M. Dellavedova makes free throw 1 of 2,,16,11
68,1,3:37.0,J. Henson enters the game for T. Thompson,,16,11
69,1,3:37.0,M. Dellavedova makes free throw 2 of 2,,17,11
70,1,3:24.0,,T. Lyles misses 3-pt jump shot from 25 ft,17,11
71,1,3:21.0,Defensive rebound by M. Dellavedova,,17,11
72,1,3:13.0,K. Love makes 3-pt jump shot from 26 ft (assist by K. Porter),,20,11
73,1,2:58.0,,D. Murray makes 2-pt jump shot from 18 ft (assist by D. DeRozan),20,13
74,1,2:46.0,Turnover by M. Dellavedova (bad pass; steal by J. Poeltl),,20,13
75,1,2:36.0,,Turnover by T. Lyles (bad pass; steal by K. Porter),20,13
76,1,2:36.0,Personal foul by T. Lyles (drawn by J. Henson),,20,13
77,1,2:36.0,Cleveland full timeout,,20,13
78,1,2:36.0,D. Garland enters the game for M. Dellavedova,,20,13
79,1,2:36.0,L. Nance enters the game for K. Love,,20,13
80,1,2:36.0,,L. Walker enters the game for D. DeRozan,20,13
81,1,2:36.0,J. Henson misses free throw 1 of 2,,20,13
82,1,2:36.0,Offensive rebound by Team,,20,13
83,1,2:36.0,J. Henson misses free throw 2 of 2,,20,13
84,1,2:33.0,,Defensive rebound by T. Lyles,20,13
85,1,2:27.0,,T. Lyles makes 3-pt jump shot from 26 ft (assist by D. Murray),20,16
86,1,2:00.0,J. Clarkson misses 3-pt jump shot from 27 ft,,20,16
87,1,1:56.0,,Defensive rebound by T. Lyles,20,16
88,1,1:41.0,,D. Murray misses 2-pt jump shot from 15 ft,20,16
89,1,1:39.0,Defensive rebound by L. Nance,,20,16
90,1,1:27.0,J. Clarkson makes 2-pt layup from 1 ft,,22,16
91,1,1:12.0,,P. Mills makes 3-pt jump shot from 23 ft (assist by D. Murray),22,19
92,1,0:49.0,D. Garland makes 3-pt jump shot from 26 ft (assist by L. Nance),,25,19
93,1,0:36.0,,T. Lyles misses 3-pt jump shot from 26 ft,25,19
94,1,0:34.0,Defensive rebound by J. Clarkson,,25,19
95,1,0:15.0,D. Garland makes 3-pt jump shot from 26 ft (assist by J. Clarkson),,28,19
96,1,0:05.0,,Personal take foul by J. Henson (drawn by D. Murray),28,19
97,1,0:00.0,,D. Murray misses 2-pt jump shot from 16 ft (block by J. Henson),28,19
98,1,0:00.0,,Offensive rebound by Team,28,19
99,2,11:44.0,K. Porter misses 2-pt jump shot from 19 ft,,28,19
100,2,11:41.0,,Defensive rebound by D. Murray,28,19
101,2,11:32.0,,L. Walker makes 2-pt jump shot from 7 ft,28,21
102,2,11:16.0,Turnover by J. Clarkson (back court),,28,21
103,2,11:06.0,,Shooting foul by K. Porter (drawn by L. Walker),28,21
104,2,11:06.0,,L. Walker makes free throw 1 of 2,28,22
105,2,11:06.0,,L. Aldridge enters the game for J. Poeltl,28,22
106,2,11:06.0,,L. Walker makes free throw 2 of 2,28,23
107,2,10:48.0,J. Clarkson makes 3-pt jump shot from 25 ft (assist by D. Garland),,31,23
108,2,10:36.0,,R. Gay misses 2-pt jump shot from 12 ft,31,23
109,2,10:33.0,Defensive rebound by L. Nance,,31,23
110,2,10:25.0,Turnover by L. Nance (lost ball; steal by D. Murray),,31,23
111,2,10:10.0,,Turnover by D. Murray (bad pass; steal by J. Clarkson),31,23
112,2,10:03.0,J. Henson makes 2-pt dunk from 1 ft (assist by D. Garland),,33,23
113,2,9:46.0,,Personal foul by J. Henson (drawn by L. Aldridge),33,23
114,2,9:46.0,,B. Forbes enters the game for P. Mills,33,23
115,2,9:38.0,,D. Murray misses 2-pt layup from 2 ft,33,23
116,2,9:35.0,Defensive rebound by D. Garland,,33,23
117,2,9:32.0,D. Garland misses 2-pt layup from 2 ft (block by L. Walker),,33,23
118,2,9:32.0,Offensive rebound by Team,,33,23
119,2,9:25.0,Turnover by D. Garland (traveling),,33,23
120,2,9:25.0,,D. White enters the game for D. Murray,33,23
121,2,9:09.0,,Shooting foul by J. Henson (drawn by L. Aldridge),33,23
122,2,9:09.0,,L. Aldridge makes free throw 1 of 2,33,24
123,2,9:09.0,T. Thompson enters the game for J. Henson,,33,24
124,2,9:09.0,,L. Aldridge makes free throw 2 of 2,33,25
125,2,8:50.0,K. Porter misses 3-pt jump shot from 25 ft,,33,25
126,2,8:47.0,,Defensive rebound by D. White,33,25
127,2,8:36.0,,L. Aldridge misses 2-pt jump shot from 16 ft,33,25
128,2,8:34.0,Defensive rebound by T. Thompson,,33,25
129,2,8:19.0,J. Clarkson misses 3-pt jump shot from 26 ft,,33,25
130,2,8:15.0,,Defensive rebound by B. Forbes,33,25
131,2,8:12.0,,Offensive foul by L. Aldridge (drawn by L. Nance),33,25
132,2,8:12.0,,Turnover by L. Aldridge (offensive foul),33,25
133,2,8:03.0,D. Garland misses 3-pt jump shot from 25 ft,,33,25
134,2,8:02.0,,Defensive rebound by L. Aldridge,33,25
135,2,7:45.0,,B. Forbes misses 3-pt jump shot from 26 ft,33,25
136,2,7:42.0,Defensive rebound by L. Nance,,33,25
137,2,7:34.0,D. Garland misses 3-pt jump shot from 24 ft,,33,25
138,2,7:30.0,,Defensive rebound by Team,33,25
139,2,7:30.0,M. Dellavedova enters the game for D. Garland,,33,25
140,2,7:19.0,,R. Gay misses 2-pt jump shot from 18 ft,33,25
141,2,7:17.0,Defensive rebound by K. Porter,,33,25
142,2,7:06.0,K. Porter makes 2-pt jump shot from 19 ft,,35,25
143,2,6:41.0,,D. White makes 2-pt jump shot from 6 ft (assist by R. Gay),35,27
144,2,6:23.0,Turnover by T. Thompson (bad pass; steal by R. Gay),,35,27
145,2,6:18.0,,L. Walker makes 2-pt layup from 4 ft,35,29
146,2,6:16.0,Cleveland full timeout,,35,29
147,2,6:16.0,K. Love enters the game for J. Clarkson,,35,29
148,2,6:16.0,C. Osman enters the game for L. Nance,,35,29
149,2,6:16.0,C. Sexton enters the game for K. Porter,,35,29
150,2,6:16.0,,M. Belinelli enters the game for R. Gay,35,29
151,2,6:16.0,,D. DeRozan enters the game for L. Walker,35,29
152,2,6:04.0,Personal foul by B. Forbes (drawn by C. Osman),,35,29
153,2,5:50.0,C. Sexton misses 3-pt jump shot from 26 ft,,35,29
154,2,5:47.0,,Defensive rebound by L. Aldridge,35,29
155,2,5:31.0,,M. Belinelli misses 2-pt jump shot from 23 ft,35,29
156,2,5:28.0,Defensive rebound by T. Thompson,,35,29
157,2,5:25.0,Shooting foul by D. White (drawn by C. Sexton),,35,29
158,2,5:25.0,C. Sexton makes free throw 1 of 2,,36,29
159,2,5:25.0,C. Sexton misses free throw 2 of 2,,36,29
160,2,5:23.0,,Defensive rebound by L. Aldridge,36,29
161,2,5:16.0,,Turnover by B. Forbes (traveling),36,29
162,2,5:05.0,K. Love misses 2-pt layup from 1 ft,,36,29
163,2,5:04.0,Offensive rebound by T. Thompson,,36,29
164,2,5:04.0,T. Thompson misses 2-pt layup from 1 ft,,36,29
165,2,5:03.0,Offensive rebound by K. Love,,36,29
166,2,5:00.0,K. Love makes 2-pt hook shot from 1 ft,,38,29
167,2,4:41.0,,M. Belinelli makes 2-pt layup from 2 ft (assist by D. DeRozan),38,31
168,2,4:28.0,C. Sexton misses 3-pt jump shot from 25 ft,,38,31
169,2,4:24.0,,Defensive rebound by D. DeRozan,38,31
170,2,4:21.0,,Personal foul by M. Dellavedova (drawn by D. DeRozan),38,31
171,2,4:21.0,,P. Mills enters the game for B. Forbes,38,31
172,2,4:16.0,,D. DeRozan misses 2-pt jump shot from 5 ft (block by T. Thompson),38,31
173,2,4:16.0,Defensive rebound by Team,,38,31
174,2,4:03.0,Turnover by C. Sexton (step out of bounds),,38,31
175,2,3:52.0,,D. White makes 2-pt layup from 2 ft,38,33
176,2,3:52.0,,Shooting foul by C. Sexton (drawn by D. White),38,33
177,2,3:52.0,D. Garland enters the game for M. Dellavedova,,38,33
178,2,3:52.0,,D. White makes free throw 1 of 1,38,34
179,2,3:37.0,C. Osman makes 3-pt jump shot from 27 ft (assist by K. Love),,41,34
180,2,3:18.0,,P. Mills makes 3-pt jump shot from 24 ft (assist by L. Aldridge),41,37
181,2,2:57.0,C. Sexton makes 3-pt jump shot from 25 ft (assist by K. Love),,44,37
182,2,2:44.0,,D. DeRozan makes 2-pt jump shot from 18 ft,44,39
183,2,2:32.0,K. Love makes 3-pt jump shot from 25 ft,,47,39
184,2,2:32.0,,San Antonio full timeout,47,39
185,2,2:13.0,,P. Mills misses 3-pt jump shot from 25 ft,47,39
186,2,2:10.0,Defensive rebound by K. Love,,47,39
187,2,1:55.0,K. Love misses 2-pt jump shot from 16 ft,,47,39
188,2,1:53.0,,Defensive rebound by M. Belinelli,47,39
189,2,1:46.0,,D. DeRozan misses 2-pt jump shot from 18 ft,47,39
190,2,1:44.0,Defensive rebound by T. Thompson,,47,39
191,2,1:31.0,K. Love makes 2-pt layup from 1 ft (assist by D. Garland),,49,39
192,2,1:16.0,,M. Belinelli makes 2-pt jump shot from 16 ft (assist by L. Aldridge),49,41
193,2,0:55.0,T. Thompson misses 2-pt layup from 2 ft (block by P. Mills),,49,41
194,2,0:51.0,,Defensive rebound by D. DeRozan,49,41
195,2,0:48.0,,D. White makes 2-pt layup from 4 ft,49,43
196,2,0:39.0,C. Sexton makes 2-pt layup from 2 ft,,51,43
197,2,0:35.0,,P. Mills misses 2-pt jump shot from 12 ft,51,43
198,2,0:32.0,Defensive rebound by C. Sexton,,51,43
199,2,0:13.0,C. Osman misses 3-pt jump shot from 26 ft,,51,43
200,2,0:10.0,Offensive rebound by D. Garland,,51,43
201,2,0:08.0,C. Osman misses 3-pt jump shot from 25 ft,,51,43
202,2,0:05.0,Offensive rebound by D. Garland,,51,43
203,2,0:01.0,C. Sexton makes 2-pt jump shot from 17 ft,,53,43
204,3,12:00.0,Technical foul by D. DeRozan,,53,43
205,3,12:00.0,K. Love makes technical free throw,,54,43
206,3,11:34.0,C. Sexton makes 2-pt layup from 2 ft (assist by T. Thompson),,56,43
207,3,11:25.0,,B. Forbes makes 2-pt jump shot from 19 ft (assist by J. Poeltl),56,45
208,3,10:56.0,K. Love misses 2-pt hook shot from 11 ft,,56,45
209,3,10:54.0,,Defensive rebound by L. Aldridge,56,45
210,3,10:46.0,,J. Poeltl misses 2-pt layup from 1 ft,56,45
211,3,10:44.0,Defensive rebound by K. Love,,56,45
212,3,10:31.0,D. Garland makes 2-pt layup from 2 ft,,58,45
213,3,10:20.0,,B. Forbes misses 2-pt jump shot from 19 ft,58,45
214,3,10:20.0,Defensive rebound by K. Love,,58,45
215,3,10:07.0,Turnover by D. Garland (bad pass; steal by J. Poeltl),,58,45
216,3,9:57.0,,Shooting foul by K. Love (drawn by L. Aldridge),58,45
217,3,9:57.0,,L. Aldridge makes free throw 1 of 2,58,46
218,3,9:57.0,,L. Aldridge makes free throw 2 of 2,58,47
219,3,9:49.0,Turnover by D. Garland (bad pass; steal by D. DeRozan),,58,47
220,3,9:46.0,,D. DeRozan makes 2-pt dunk from 1 ft,58,49
221,3,9:30.0,C. Sexton misses 2-pt layup from 1 ft,,58,49
222,3,9:30.0,,Defensive rebound by Team,58,49
223,3,9:30.0,Loose ball foul by T. Thompson (drawn by J. Poeltl),,58,49
224,3,9:20.0,,B. Forbes misses 3-pt jump shot from 25 ft,58,49
225,3,9:16.0,Defensive rebound by T. Thompson,,58,49
226,3,8:58.0,C. Sexton makes 2-pt jump shot from 3 ft (assist by D. Garland),,60,49
227,3,8:49.0,,Shooting foul by T. Thompson (drawn by L. Aldridge),60,49
228,3,8:49.0,,L. Aldridge misses free throw 1 of 2,60,49
229,3,8:49.0,,Offensive rebound by Team,60,49
230,3,8:49.0,,D. Murray enters the game for D. White,60,49
231,3,8:49.0,,L. Aldridge makes free throw 2 of 2,60,50
232,3,8:41.0,D. Garland misses 3-pt jump shot from 25 ft,,60,50
233,3,8:37.0,,Defensive rebound by J. Poeltl,60,50
234,3,8:33.0,,Offensive foul by L. Aldridge (drawn by T. Thompson),60,50
235,3,8:33.0,,Turnover by L. Aldridge (offensive foul),60,50
236,3,8:21.0,K. Love misses 2-pt dunk from 2 ft (block by J. Poeltl),,60,50
237,3,8:19.0,,Defensive rebound by B. Forbes,60,50
238,3,8:05.0,,Turnover by D. DeRozan (discontinued dribble),60,50
239,3,7:51.0,C. Osman misses 3-pt jump shot from 26 ft,,60,50
240,3,7:49.0,,Defensive rebound by D. Murray,60,50
241,3,7:33.0,,L. Aldridge makes 2-pt hook shot from 6 ft,60,52
242,3,7:17.0,K. Love misses 2-pt layup from 1 ft (block by J. Poeltl),,60,52
243,3,7:17.0,,Defensive rebound by Team,60,52
244,3,7:17.0,M. Dellavedova enters the game for D. Garland,,60,52
245,3,7:17.0,,P. Mills enters the game for B. Forbes,60,52
246,3,7:03.0,,L. Aldridge misses 3-pt jump shot from 26 ft,60,52
247,3,6:59.0,Defensive rebound by K. Love,,60,52
248,3,6:55.0,Turnover by K. Love (bad pass; steal by D. Murray),,60,52
249,3,6:52.0,,Turnover by D. Murray (bad pass; steal by C. Sexton),60,52
250,3,6:48.0,K. Love misses 3-pt jump shot from 26 ft,,60,52
251,3,6:46.0,,Defensive rebound by D. Murray,60,52
252,3,6:34.0,,J. Poeltl makes 2-pt layup from 1 ft (assist by D. Murray),60,54
253,3,6:26.0,Cleveland full timeout,,60,54
254,3,6:26.0,,R. Gay enters the game for J. Poeltl,60,54
255,3,6:17.0,K. Love misses 2-pt jump shot from 19 ft (block by L. Aldridge),,60,54
256,3,6:17.0,,Defensive rebound by Team,60,54
257,3,6:17.0,Violation by Team (kicked ball),,60,54
258,3,6:03.0,,Shooting foul by C. Osman (drawn by D. DeRozan),60,54
259,3,6:03.0,,D. DeRozan makes free throw 1 of 2,60,55
260,3,6:03.0,,D. DeRozan makes free throw 2 of 2,60,56
261,3,5:52.0,C. Osman makes 3-pt jump shot from 23 ft (assist by C. Sexton),,63,56
262,3,5:40.0,,R. Gay makes 2-pt jump shot from 14 ft,63,58
263,3,5:28.0,Shooting foul by D. DeRozan (drawn by T. Thompson),,63,58
264,3,5:28.0,T. Thompson misses free throw 1 of 2,,63,58
265,3,5:28.0,Offensive rebound by Team,,63,58
266,3,5:28.0,T. Thompson misses free throw 2 of 2,,63,58
267,3,5:25.0,,Defensive rebound by D. Murray,63,58
268,3,5:07.0,,Turnover by L. Aldridge (bad pass; steal by C. Osman),63,58
269,3,5:02.0,C. Sexton makes 2-pt layup from 1 ft (assist by M. Dellavedova),,65,58
270,3,4:46.0,,L. Aldridge makes 2-pt jump shot from 18 ft (assist by D. DeRozan),65,60
271,3,4:31.0,C. Sexton makes 2-pt layup from 2 ft,,67,60
272,3,4:18.0,,L. Aldridge misses 2-pt jump shot from 14 ft,67,60
273,3,4:18.0,Defensive rebound by K. Love,,67,60
274,3,4:05.0,K. Love misses 2-pt layup from 2 ft (block by R. Gay),,67,60
275,3,4:02.0,,Defensive rebound by P. Mills,67,60
276,3,3:56.0,,D. Murray misses 2-pt layup from 2 ft,67,60
277,3,3:54.0,Defensive rebound by K. Love,,67,60
278,3,3:42.0,C. Sexton misses 3-pt jump shot from 27 ft,,67,60
279,3,3:39.0,,Defensive rebound by D. Murray,67,60
280,3,3:35.0,,Turnover by D. Murray (bad pass; steal by M. Dellavedova),67,60
281,3,3:32.0,T. Thompson makes 2-pt dunk from 1 ft (assist by M. Dellavedova),,69,60
282,3,3:32.0,,San Antonio full timeout,69,60
283,3,3:32.0,J. Clarkson enters the game for K. Love,,69,60
284,3,3:32.0,J. Henson enters the game for C. Osman,,69,60
285,3,3:32.0,L. Nance enters the game for C. Sexton,,69,60
286,3,3:32.0,K. Porter enters the game for T. Thompson,,69,60
287,3,3:32.0,,J. Poeltl enters the game for L. Aldridge,69,60
288,3,3:32.0,,L. Walker enters the game for D. DeRozan,69,60
289,3,3:15.0,,R. Gay makes 2-pt jump shot from 17 ft,69,62
290,3,2:49.0,K. Porter misses 3-pt jump shot from 26 ft (block by D. Murray),,69,62
291,3,2:48.0,Offensive rebound by Team,,69,62
292,3,2:48.0,Turnover by Team (shot clock),,69,62
293,3,2:32.0,,Turnover by R. Gay (lost ball; steal by J. Henson),69,62
294,3,2:21.0,L. Nance misses 3-pt jump shot from 25 ft,,69,62
295,3,2:17.0,Offensive rebound by J. Clarkson,,69,62
296,3,2:09.0,J. Clarkson makes 3-pt jump shot from 23 ft (assist by M. Dellavedova),,72,62
297,3,1:54.0,,J. Poeltl makes 2-pt layup from 2 ft (assist by D. Murray),72,64
298,3,1:37.0,K. Porter misses 2-pt jump shot from 19 ft,,72,64
299,3,1:37.0,,Defensive rebound by D. Murray,72,64
300,3,1:31.0,,Shooting foul by M. Dellavedova (drawn by D. Murray),72,64
301,3,1:31.0,,D. Murray makes free throw 1 of 2,72,65
302,3,1:31.0,D. Garland enters the game for M. Dellavedova,,72,65
303,3,1:31.0,,D. Murray makes free throw 2 of 2,72,66
304,3,1:24.0,Turnover by D. Garland (bad pass; steal by D. Murray),,72,66
305,3,1:21.0,,D. Murray makes 2-pt dunk from 1 ft,72,68
306,3,1:06.0,K. Porter makes 3-pt jump shot from 25 ft (assist by D. Garland),,75,68
307,3,0:52.0,,R. Gay misses 2-pt jump shot from 8 ft,75,68
308,3,0:50.0,Defensive rebound by L. Nance,,75,68
309,3,0:34.0,J. Clarkson makes 3-pt jump shot from 25 ft (assist by K. Porter),,78,68
310,3,0:10.0,,R. Gay misses 3-pt jump shot from 25 ft,78,68
311,3,0:08.0,Defensive rebound by J. Clarkson,,78,68
312,3,0:07.0,Personal take foul by P. Mills (drawn by J. Clarkson),,78,68
313,3,0:02.0,D. Garland misses 3-pt jump shot from 30 ft,,78,68
314,3,0:02.0,,Defensive rebound by J. Poeltl,78,68
315,4,11:39.0,,R. Gay makes 2-pt jump shot from 19 ft (assist by P. Mills),78,70
316,4,11:27.0,Offensive foul by J. Henson (drawn by L. Walker),,78,70
317,4,11:27.0,Turnover by J. Henson (offensive foul),,78,70
318,4,11:12.0,,L. Walker misses 2-pt layup at rim,78,70
319,4,11:10.0,Defensive rebound by K. Porter,,78,70
320,4,11:04.0,Turnover by K. Porter (bad pass; steal by R. Gay),,78,70
321,4,11:00.0,,P. Mills makes 2-pt layup from 1 ft (assist by R. Gay),78,72
322,4,10:40.0,Turnover by J. Henson (bad pass; steal by D. White),,78,72
323,4,10:37.0,,Turnover by L. Walker (out of bounds lost ball),78,72
324,4,10:36.0,Personal foul by P. Mills (drawn by D. Garland),,78,72
325,4,10:14.0,L. Nance misses 3-pt jump shot from 25 ft,,78,72
326,4,10:11.0,,Defensive rebound by J. Poeltl,78,72
327,4,10:00.0,,Personal foul by J. Clarkson (drawn by L. Walker),78,72
328,4,10:00.0,C. Osman enters the game for K. Porter,,78,72
329,4,10:00.0,,M. Belinelli enters the game for R. Gay,78,72
330,4,10:00.0,,D. DeRozan enters the game for P. Mills,78,72
331,4,9:54.0,,Shooting foul by J. Henson (drawn by D. White),78,72
332,4,9:54.0,,D. White makes free throw 1 of 2,78,73
333,4,9:54.0,K. Love enters the game for J. Henson,,78,73
334,4,9:54.0,,D. White makes free throw 2 of 2,78,74
335,4,9:41.0,Turnover by D. Garland (bad pass; steal by L. Walker),,78,74
336,4,9:37.0,,L. Walker makes 2-pt layup at rim,78,76
337,4,9:28.0,Cleveland full timeout,,78,76
338,4,9:28.0,M. Dellavedova enters the game for D. Garland,,78,76
339,4,9:16.0,J. Clarkson makes 3-pt jump shot from 26 ft,,81,76
340,4,8:58.0,,D. White makes 2-pt jump shot from 5 ft,81,78
341,4,8:42.0,J. Clarkson misses 3-pt jump shot from 25 ft,,81,78
342,4,8:40.0,Offensive rebound by L. Nance,,81,78
343,4,8:37.0,K. Love misses 3-pt jump shot from 29 ft,,81,78
344,4,8:33.0,,Defensive rebound by L. Walker,81,78
345,4,8:29.0,,L. Walker makes 2-pt layup at rim,81,80
346,4,8:04.0,J. Clarkson makes 2-pt layup from 1 ft,,83,80
347,4,7:51.0,,D. DeRozan misses 2-pt jump shot from 7 ft,83,80
348,4,7:49.0,Defensive rebound by K. Love,,83,80
349,4,7:41.0,K. Love misses 3-pt jump shot from 26 ft,,83,80
350,4,7:39.0,Offensive rebound by Team,,83,80
351,4,7:39.0,C. Sexton enters the game for M. Dellavedova,,83,80
352,4,7:39.0,,L. Aldridge enters the game for J. Poeltl,83,80
353,4,7:19.0,Turnover by K. Love (out of bounds lost ball),,83,80
354,4,7:04.0,,D. DeRozan makes 2-pt layup from 1 ft,83,82
355,4,6:45.0,C. Sexton misses 3-pt jump shot from 27 ft,,83,82
356,4,6:43.0,Offensive rebound by L. Nance,,83,82
357,4,6:43.0,Personal foul by D. DeRozan (drawn by L. Nance),,83,82
358,4,6:32.0,J. Clarkson misses 3-pt jump shot from 26 ft,,83,82
359,4,6:28.0,,Defensive rebound by L. Aldridge,83,82
360,4,6:23.0,,D. DeRozan makes 2-pt layup from 4 ft,83,84
361,4,6:04.0,J. Clarkson misses 3-pt jump shot from 25 ft,,83,84
362,4,6:01.0,,Defensive rebound by L. Aldridge,83,84
363,4,5:55.0,,Shooting foul by L. Nance (drawn by D. DeRozan),83,84
364,4,5:55.0,,D. DeRozan makes free throw 1 of 2,83,85
365,4,5:55.0,,D. DeRozan misses free throw 2 of 2,83,85
366,4,5:52.0,Defensive rebound by L. Nance,,83,85
367,4,5:43.0,Def 3 sec tech foul by Team,,83,85
368,4,5:43.0,K. Love misses technical free throw,,83,85
369,4,5:43.0,Offensive rebound by Team,,83,85
370,4,5:27.0,J. Clarkson misses 3-pt jump shot from 24 ft,,83,85
371,4,5:24.0,,Defensive rebound by D. White,83,85
372,4,5:21.0,,D. White makes 2-pt layup from 1 ft,83,87
373,4,5:14.0,Cleveland full timeout,,83,87
374,4,5:06.0,Personal foul by D. White (drawn by J. Clarkson),,83,87
375,4,4:57.0,J. Clarkson makes 2-pt layup from 3 ft,,85,87
376,4,4:57.0,Shooting foul by D. White (drawn by J. Clarkson),,85,87
377,4,4:57.0,J. Clarkson makes free throw 1 of 1,,86,87
378,4,4:46.0,,Shooting foul by L. Nance (drawn by D. DeRozan),86,87
379,4,4:46.0,,D. DeRozan makes free throw 1 of 2,86,88
380,4,4:46.0,,D. DeRozan makes free throw 2 of 2,86,89
381,4,4:29.0,C. Sexton misses 2-pt jump shot from 8 ft,,86,89
382,4,4:27.0,,Defensive rebound by L. Walker,86,89
383,4,4:22.0,,D. DeRozan makes 2-pt jump shot from 10 ft,86,91
384,4,3:55.0,J. Clarkson misses 3-pt jump shot from 27 ft,,86,91
385,4,3:53.0,,Defensive rebound by D. White,86,91
386,4,3:49.0,,D. White misses 2-pt jump shot from 3 ft,86,91
387,4,3:46.0,,Offensive rebound by Team,86,91
388,4,3:46.0,Loose ball foul by K. Love (drawn by L. Aldridge),,86,91
