,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,LA LAKERS_ACTION,BROOKLYN_SCORE,LA LAKERS_SCORE
71,1,3:57.0,,M. Morris enters the game for A. Bradley,20,27
72,1,3:39.0,C. Chiozza misses 3-pt jump shot from 24 ft,,20,27
73,1,3:36.0,Offensive rebound by C. Chiozza,,20,27
74,1,3:33.0,C. Chiozza misses 2-pt layup from 2 ft,,20,27
75,1,3:32.0,,Defensive rebound by A. Davis,20,27
76,1,3:26.0,,K. Kuzma misses 3-pt jump shot from 23 ft,20,27
77,1,3:22.0,Defensive rebound by C. LeVert,,20,27
78,1,3:14.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 25 ft,,20,27
79,1,3:11.0,,Defensive rebound by K. Kuzma,20,27
80,1,3:01.0,,K. Kuzma makes 2-pt jump shot from 3 ft (assist by K. Caldwell-Pope),20,29
81,1,2:48.0,Turnover by T. Luwawu-Cabarrot (lost ball; steal by K. Kuzma),,20,29
82,1,2:36.0,,Shooting foul by J. Allen (drawn by A. Davis),20,29
83,1,2:36.0,,LA Lakers full timeout,20,29
84,1,2:36.0,,A. Davis makes free throw 1 of 2,20,30
85,1,2:36.0,,A. Davis makes free throw 2 of 2,20,31
86,1,2:24.0,Personal foul by M. Morris (drawn by J. Allen),,20,31
87,1,2:11.0,J. Allen misses 2-pt hook shot from 6 ft,,20,31
88,1,2:11.0,,Defensive rebound by Team,20,31
89,1,2:11.0,Loose ball foul by J. Allen (drawn by K. Kuzma),,20,31
90,1,1:46.0,,Turnover by R. Rondo (bad pass; steal by J. Allen),20,31
91,1,1:43.0,J. Allen makes 2-pt dunk from 1 ft (assist by C. Chiozza),,22,31
92,1,1:32.0,,M. Morris misses 3-pt jump shot from 28 ft,22,31
93,1,1:31.0,Defensive rebound by C. LeVert,,22,31
94,1,1:20.0,C. LeVert misses 3-pt jump shot from 26 ft,,22,31
95,1,1:19.0,,Defensive rebound by R. Rondo,22,31
96,1,1:01.0,,K. Caldwell-Pope misses 2-pt layup from 2 ft (block by T. Prince),22,31
97,1,0:59.0,Defensive rebound by T. Prince,,22,31
98,1,0:50.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 26 ft,,22,31
99,1,0:47.0,Offensive rebound by J. Allen,,22,31
100,1,0:46.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 25 ft,,22,31
101,1,0:43.0,,Defensive rebound by K. Caldwell-Pope,22,31
102,1,0:35.0,,K. Kuzma makes 2-pt layup from 1 ft,22,33
103,1,0:29.0,C. LeVert makes 3-pt jump shot from 25 ft (assist by C. Chiozza),,25,33
104,1,0:07.0,,A. Davis misses 3-pt jump shot from 27 ft,25,33
105,1,0:06.0,Defensive rebound by Team,,25,33
106,1,0:06.0,,Loose ball foul by M. Morris (drawn by T. Prince),25,33
107,1,0:06.0,T. Prince makes free throw 1 of 2,,26,33
108,1,0:06.0,W. Chandler enters the game for C. Chiozza,,26,33
109,1,0:06.0,,L. James enters the game for A. Davis,26,33
110,1,0:06.0,T. Prince makes free throw 2 of 2,,27,33
111,1,0:03.0,,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,27,33
112,1,0:03.0,Defensive rebound by T. Prince,,27,33
113,1,0:00.0,T. Prince misses 3-pt jump shot from 61 ft (block by M. Morris),,27,33
114,1,0:00.0,Offensive rebound by Team,,27,33
115,2,11:48.0,C. LeVert misses 2-pt layup from 5 ft (block by K. Caldwell-Pope),,27,33
116,2,11:46.0,,Defensive rebound by K. Caldwell-Pope,27,33
117,2,11:30.0,,Turnover by K. Caldwell-Pope (bad pass),27,33
118,2,11:12.0,T. Prince misses 2-pt layup from 3 ft,,27,33
119,2,11:09.0,Offensive rebound by J. Allen,,27,33
120,2,11:03.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 25 ft,,27,33
121,2,11:01.0,,Defensive rebound by L. James,27,33
122,2,10:53.0,,L. James misses 3-pt jump shot from 26 ft,27,33
123,2,10:49.0,,Offensive rebound by M. Morris,27,33
124,2,10:44.0,,R. Rondo makes 3-pt jump shot from 25 ft (assist by M. Morris),27,36
125,2,10:41.0,Brooklyn full timeout,,27,36
126,2,10:35.0,C. Chiozza makes 3-pt jump shot from 26 ft (assist by C. LeVert),,30,36
127,2,10:14.0,,L. James makes 2-pt jump shot from 19 ft (assist by K. Caldwell-Pope),30,38
128,2,10:05.0,Personal foul by R. Rondo (drawn by C. Chiozza),,30,38
129,2,9:57.0,C. LeVert misses 2-pt jump shot from 4 ft,,30,38
130,2,9:55.0,,Defensive rebound by M. Morris,30,38
131,2,9:53.0,,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by L. James),30,40
132,2,9:41.0,T. Prince misses 3-pt jump shot from 23 ft,,30,40
133,2,9:40.0,,Defensive rebound by M. Morris,30,40
134,2,9:24.0,,Turnover by K. Kuzma (bad pass; steal by J. Allen),30,40
135,2,9:17.0,T. Prince makes 2-pt layup from 3 ft (assist by C. Chiozza),,32,40
136,2,9:09.0,,Personal foul by C. Chiozza (drawn by R. Rondo),32,40
137,2,9:09.0,,A. Caruso enters the game for K. Caldwell-Pope,32,40
138,2,9:09.0,,D. Green enters the game for K. Kuzma,32,40
139,2,9:09.0,,J. McGee enters the game for R. Rondo,32,40
140,2,8:59.0,,J. McGee makes 2-pt dunk from 1 ft (assist by L. James),32,42
141,2,8:44.0,T. Luwawu-Cabarrot misses 2-pt layup from 2 ft,,32,42
142,2,8:42.0,Offensive rebound by J. Allen,,32,42
143,2,8:39.0,C. Chiozza makes 3-pt jump shot from 27 ft (assist by C. LeVert),,35,42
144,2,8:22.0,,Turnover by L. James (lost ball; steal by T. Prince),35,42
145,2,8:17.0,C. LeVert makes 2-pt layup from 3 ft (assist by C. Chiozza),,37,42
146,2,7:57.0,,L. James makes 2-pt layup from 1 ft,37,44
147,2,7:43.0,Shooting foul by J. McGee (drawn by J. Allen),,37,44
148,2,7:43.0,J. Allen misses free throw 1 of 2,,37,44
149,2,7:43.0,Offensive rebound by Team,,37,44
150,2,7:43.0,J. Allen makes free throw 2 of 2,,38,44
151,2,7:29.0,,L. James misses 2-pt jump shot from 15 ft,38,44
152,2,7:24.0,Defensive rebound by J. Allen,,38,44
153,2,7:16.0,T. Prince misses 2-pt jump shot from 13 ft,,38,44
154,2,7:13.0,Offensive rebound by T. Prince,,38,44
155,2,7:02.0,C. LeVert misses 2-pt jump shot from 12 ft,,38,44
156,2,6:57.0,,Defensive rebound by L. James,38,44
157,2,6:45.0,,A. Caruso misses 2-pt jump shot from 14 ft,38,44
158,2,6:41.0,Defensive rebound by J. Allen,,38,44
159,2,6:35.0,C. Chiozza misses 3-pt jump shot from 26 ft,,38,44
160,2,6:32.0,,Defensive rebound by L. James,38,44
161,2,6:26.0,,A. Caruso misses 3-pt jump shot from 22 ft (block by C. LeVert),38,44
162,2,6:26.0,,Offensive rebound by Team,38,44
163,2,6:26.0,,LA Lakers full timeout,38,44
164,2,6:26.0,W. Chandler enters the game for C. Chiozza,,38,44
165,2,6:26.0,S. Dinwiddie enters the game for C. LeVert,,38,44
166,2,6:26.0,J. Harris enters the game for T. Luwawu-Cabarrot,,38,44
167,2,6:26.0,,A. Bradley enters the game for L. James,38,44
168,2,6:26.0,,A. Davis enters the game for M. Morris,38,44
169,2,6:21.0,,A. Caruso misses 2-pt jump shot from 12 ft,38,44
170,2,6:20.0,Defensive rebound by Team,,38,44
171,2,6:20.0,,Loose ball foul by J. McGee (drawn by J. Allen),38,44
172,2,6:08.0,T. Prince misses 3-pt jump shot from 25 ft,,38,44
173,2,6:05.0,,Defensive rebound by D. Green,38,44
174,2,5:48.0,,Turnover by A. Caruso (bad pass),38,44
175,2,5:48.0,D. Jordan enters the game for J. Allen,,38,44
176,2,5:36.0,S. Dinwiddie makes 2-pt dunk from 1 ft,,40,44
177,2,5:36.0,Shooting foul by A. Davis (drawn by S. Dinwiddie),,40,44
178,2,5:36.0,,K. Kuzma enters the game for J. McGee,40,44
179,2,5:36.0,S. Dinwiddie makes free throw 1 of 1,,41,44
180,2,5:25.0,,A. Bradley misses 2-pt jump shot from 20 ft,41,44
181,2,5:21.0,Defensive rebound by S. Dinwiddie,,41,44
182,2,5:19.0,J. Harris makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),,44,44
183,2,5:04.0,,A. Bradley misses 3-pt jump shot from 26 ft,44,44
184,2,5:00.0,Defensive rebound by D. Jordan,,44,44
185,2,4:52.0,S. Dinwiddie makes 2-pt jump shot from 7 ft,,46,44
186,2,4:29.0,,D. Green makes 3-pt jump shot from 26 ft (assist by A. Davis),46,47
187,2,4:22.0,Turnover by W. Chandler (bad pass; steal by A. Caruso),,46,47
188,2,4:18.0,,A. Davis makes 2-pt jump shot from 11 ft (assist by A. Caruso),46,49
189,2,4:08.0,Personal foul by A. Bradley (drawn by S. Dinwiddie),,46,49
190,2,4:08.0,S. Dinwiddie makes free throw 1 of 2,,47,49
191,2,4:08.0,S. Dinwiddie makes free throw 2 of 2,,48,49
192,2,3:56.0,,Turnover by A. Davis (out of bounds lost ball),48,49
193,2,3:56.0,C. LeVert enters the game for T. Prince,,48,49
194,2,3:43.0,S. Dinwiddie misses 2-pt jump shot from 13 ft,,48,49
195,2,3:41.0,,Defensive rebound by A. Caruso,48,49
196,2,3:33.0,,A. Caruso makes 3-pt jump shot from 27 ft (assist by D. Green),48,52
197,2,3:14.0,Shooting foul by K. Kuzma (drawn by W. Chandler),,48,52
198,2,3:14.0,W. Chandler makes free throw 1 of 2,,49,52
199,2,3:14.0,,L. James enters the game for A. Caruso,49,52
200,2,3:14.0,W. Chandler makes free throw 2 of 2,,50,52
201,2,3:01.0,,A. Davis misses 2-pt jump shot from 17 ft,50,52
202,2,3:00.0,Defensive rebound by W. Chandler,,50,52
203,2,2:45.0,S. Dinwiddie makes 2-pt jump shot from 2 ft,,52,52
204,2,2:26.0,,A. Davis misses 2-pt jump shot from 16 ft,52,52
205,2,2:21.0,Defensive rebound by C. LeVert,,52,52
206,2,2:18.0,J. Harris misses 3-pt jump shot from 24 ft,,52,52
207,2,2:14.0,,Defensive rebound by K. Kuzma,52,52
208,2,2:11.0,,L. James makes 2-pt layup from 1 ft,52,54
209,2,2:11.0,,Shooting foul by W. Chandler (drawn by L. James),52,54
210,2,2:11.0,,K. Caldwell-Pope enters the game for D. Green,52,54
211,2,2:11.0,,L. James misses free throw 1 of 1,52,54
212,2,2:09.0,Defensive rebound by D. Jordan,,52,54
213,2,1:54.0,Personal foul by A. Bradley (drawn by S. Dinwiddie),,52,54
214,2,1:54.0,S. Dinwiddie makes free throw 1 of 2,,53,54
215,2,1:54.0,S. Dinwiddie makes free throw 2 of 2,,54,54
216,2,1:41.0,,L. James misses 3-pt jump shot from 26 ft,54,54
217,2,1:37.0,Defensive rebound by D. Jordan,,54,54
218,2,1:21.0,J. Harris makes 2-pt jump shot from 17 ft (assist by S. Dinwiddie),,56,54
219,2,0:58.0,,Turnover by K. Caldwell-Pope (lost ball; steal by C. LeVert),56,54
220,2,0:49.0,S. Dinwiddie misses 3-pt jump shot from 26 ft,,56,54
221,2,0:46.0,,Defensive rebound by A. Davis,56,54
222,2,0:44.0,,Shooting foul by S. Dinwiddie (drawn by K. Kuzma),56,54
223,2,0:44.0,,K. Kuzma makes free throw 1 of 2,56,55
224,2,0:44.0,,M. Morris enters the game for A. Davis,56,55
225,2,0:44.0,,K. Kuzma makes free throw 2 of 2,56,56
226,2,0:22.0,Turnover by J. Harris (lost ball; steal by L. James),,56,56
227,2,0:20.0,,K. Kuzma makes 2-pt dunk from 1 ft (assist by A. Bradley),56,58
228,2,0:02.0,W. Chandler misses 3-pt jump shot from 23 ft,,56,58
229,2,0:01.0,,Defensive rebound by L. James,56,58
230,3,11:46.0,J. Harris makes 3-pt jump shot from 27 ft (assist by C. LeVert),,59,58
231,3,11:24.0,,A. Davis makes 2-pt jump shot from 12 ft (assist by L. James),59,60
232,3,11:03.0,Turnover by J. Harris (bad pass),,59,60
233,3,10:41.0,,A. Bradley makes 2-pt jump shot from 14 ft,59,62
234,3,10:24.0,Turnover by S. Dinwiddie (bad pass; steal by D. Green),,59,62
235,3,10:16.0,,A. Bradley misses 3-pt jump shot from 24 ft,59,62
236,3,10:12.0,Defensive rebound by S. Dinwiddie,,59,62
237,3,10:06.0,C. LeVert makes 3-pt jump shot from 24 ft (assist by S. Dinwiddie),,62,62
238,3,9:44.0,,A. Bradley misses 3-pt jump shot from 26 ft,62,62
239,3,9:41.0,Defensive rebound by D. Jordan,,62,62
240,3,9:33.0,D. Jordan makes 2-pt dunk from 1 ft (assist by S. Dinwiddie),,64,62
241,3,9:33.0,,LA Lakers full timeout,64,62
242,3,9:33.0,,A. Caruso enters the game for J. McGee,64,62
243,3,9:22.0,,Personal foul by W. Chandler (drawn by A. Davis),64,62
244,3,9:18.0,,L. James makes 3-pt jump shot from 26 ft (assist by D. Green),64,65
245,3,8:50.0,C. LeVert misses 2-pt jump shot from 12 ft (block by A. Davis),,64,65
246,3,8:50.0,Offensive rebound by Team,,64,65
247,3,8:50.0,Turnover by Team (shot clock),,64,65
248,3,8:41.0,,Personal foul by W. Chandler (drawn by A. Davis),64,65
249,3,8:36.0,,A. Davis makes 3-pt jump shot from 26 ft (assist by L. James),64,68
250,3,8:09.0,S. Dinwiddie makes 3-pt jump shot from 31 ft (assist by W. Chandler),,67,68
251,3,7:46.0,,Turnover by A. Caruso (bad pass; steal by S. Dinwiddie),67,68
252,3,7:42.0,C. LeVert makes 2-pt dunk from 1 ft (assist by J. Harris),,69,68
253,3,7:31.0,,L. James misses 2-pt layup from 2 ft,69,68
254,3,7:31.0,,Offensive rebound by L. James,69,68
255,3,7:31.0,,Shooting foul by J. Harris (drawn by L. James),69,68
256,3,7:31.0,,L. James misses free throw 1 of 2,69,68
257,3,7:31.0,,Offensive rebound by Team,69,68
258,3,7:31.0,,L. James misses free throw 2 of 2,69,68
259,3,7:30.0,Defensive rebound by D. Jordan,,69,68
260,3,7:14.0,C. LeVert misses 2-pt jump shot from 10 ft,,69,68
261,3,7:11.0,,Defensive rebound by L. James,69,68
262,3,7:08.0,,L. James makes 3-pt jump shot from 27 ft,69,71
263,3,6:52.0,S. Dinwiddie misses 2-pt jump shot from 12 ft,,69,71
264,3,6:49.0,,Defensive rebound by L. James,69,71
265,3,6:46.0,,L. James misses 3-pt jump shot from 27 ft,69,71
266,3,6:42.0,Defensive rebound by W. Chandler,,69,71
267,3,6:42.0,Turnover by W. Chandler (lost ball; steal by D. Green),,69,71
268,3,6:42.0,,A. Davis makes 2-pt layup from 2 ft,69,73
269,3,6:42.0,Brooklyn full timeout,,69,73
270,3,6:42.0,T. Luwawu-Cabarrot enters the game for C. LeVert,,69,73
271,3,6:19.0,T. Luwawu-Cabarrot makes 2-pt jump shot from 7 ft (assist by J. Harris),,71,73
272,3,5:55.0,,D. Green misses 2-pt jump shot from 15 ft,71,73
273,3,5:52.0,Defensive rebound by J. Harris,,71,73
274,3,5:36.0,S. Dinwiddie makes 2-pt layup from 3 ft,,73,73
275,3,5:27.0,,A. Bradley misses 3-pt jump shot from 23 ft,73,73
276,3,5:25.0,Defensive rebound by D. Jordan,,73,73
277,3,5:17.0,T. Luwawu-Cabarrot makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),,76,73
278,3,5:01.0,,A. Davis makes 3-pt jump shot from 25 ft (assist by L. James),76,76
279,3,4:36.0,J. Harris makes 2-pt layup from 2 ft (assist by T. Luwawu-Cabarrot),,78,76
280,3,4:14.0,,A. Bradley misses 3-pt jump shot from 24 ft,78,76
281,3,4:11.0,Defensive rebound by J. Harris,,78,76
282,3,3:52.0,S. Dinwiddie misses 2-pt jump shot from 22 ft,,78,76
283,3,3:48.0,Offensive rebound by D. Jordan,,78,76
284,3,3:42.0,D. Jordan makes 2-pt dunk at rim (assist by W. Chandler),,80,76
285,3,3:41.0,,LA Lakers full timeout,80,76
286,3,3:41.0,J. Allen enters the game for W. Chandler,,80,76
287,3,3:41.0,T. Prince enters the game for D. Jordan,,80,76
288,3,3:41.0,,K. Caldwell-Pope enters the game for A. Caruso,80,76
289,3,3:41.0,,K. Kuzma enters the game for D. Green,80,76
290,3,3:41.0,,R. Rondo enters the game for L. James,80,76
291,3,3:26.0,,K. Kuzma makes 2-pt jump shot from 5 ft,80,78
292,3,3:08.0,J. Harris misses 3-pt jump shot from 26 ft,,80,78
293,3,3:05.0,,Defensive rebound by K. Caldwell-Pope,80,78
294,3,3:00.0,,A. Davis misses 3-pt jump shot from 27 ft,80,78
295,3,2:57.0,Defensive rebound by T. Prince,,80,78
296,3,2:52.0,Personal foul by K. Kuzma (drawn by J. Allen),,80,78
297,3,2:52.0,C. Chiozza enters the game for S. Dinwiddie,,80,78
298,3,2:52.0,C. LeVert enters the game for J. Harris,,80,78
299,3,2:36.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 25 ft,,80,78
300,3,2:34.0,,Defensive rebound by A. Davis,80,78
301,3,2:18.0,Violation by Team (kicked ball),,80,78
302,3,2:18.0,,M. Morris enters the game for A. Bradley,80,78
303,3,2:10.0,,R. Rondo misses 2-pt layup from 4 ft,80,78
304,3,2:07.0,Defensive rebound by C. LeVert,,80,78
305,3,2:03.0,Brooklyn full timeout,,80,78
306,3,2:03.0,Instant Replay (Challenge: Ruling Stands),,80,78
307,3,2:03.0,T. Luwawu-Cabarrot makes 2-pt layup from 3 ft,,82,78
308,3,2:03.0,Shooting foul by A. Davis (drawn by T. Luwawu-Cabarrot),,82,78
309,3,2:03.0,T. Luwawu-Cabarrot makes free throw 1 of 1,,83,78
310,3,1:42.0,,Turnover by K. Kuzma (lost ball; steal by C. LeVert),83,78
311,3,1:35.0,T. Luwawu-Cabarrot makes 3-pt jump shot from 26 ft (assist by C. Chiozza),,86,78
312,3,1:15.0,,A. Davis makes 2-pt jump shot from 20 ft,86,80
313,3,1:05.0,T. Prince misses 3-pt jump shot from 28 ft,,86,80
314,3,1:04.0,,Defensive rebound by Team,86,80
315,3,1:04.0,Loose ball foul by T. Luwawu-Cabarrot (drawn by K. Caldwell-Pope),,86,80
316,3,0:55.0,,Turnover by M. Morris (out of bounds lost ball),86,80
317,3,0:41.0,C. LeVert misses 3-pt jump shot from 26 ft,,86,80
318,3,0:38.0,,Defensive rebound by K. Kuzma,86,80
319,3,0:30.0,,A. Davis misses 3-pt jump shot from 26 ft,86,80
320,3,0:26.0,,Offensive rebound by M. Morris,86,80
321,3,0:13.0,,M. Morris misses 2-pt layup from 2 ft (block by J. Allen),86,80
322,3,0:13.0,,Offensive rebound by M. Morris,86,80
323,3,0:13.0,,Turnover by Team (shot clock),86,80
324,3,0:13.0,J. Harris enters the game for J. Allen,,86,80
325,3,0:02.0,Shooting foul by K. Kuzma (drawn by C. LeVert),,86,80
326,3,0:02.0,C. LeVert makes free throw 1 of 2,,87,80
327,3,0:02.0,J. Allen enters the game for J. Harris,,87,80
328,3,0:02.0,C. LeVert misses free throw 2 of 2,,87,80
329,3,0:00.0,,Defensive rebound by K. Caldwell-Pope,87,80
330,4,11:48.0,,K. Kuzma misses 3-pt jump shot from 25 ft,87,80
331,4,11:43.0,Defensive rebound by T. Prince,,87,80
332,4,11:24.0,T. Luwawu-Cabarrot misses 2-pt layup from 1 ft,,87,80
333,4,11:22.0,,Defensive rebound by K. Kuzma,87,80
334,4,11:18.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,87,80
335,4,11:17.0,,Offensive rebound by Team,87,80
336,4,11:17.0,Loose ball foul by C. Chiozza (drawn by M. Morris),,87,80
337,4,11:06.0,,K. Caldwell-Pope makes 2-pt jump shot from 14 ft (assist by L. James),87,82
338,4,10:45.0,C. LeVert misses 2-pt jump shot from 13 ft,,87,82
339,4,10:42.0,,Defensive rebound by M. Morris,87,82
340,4,10:29.0,,L. James makes 2-pt layup from 2 ft,87,84
341,4,10:12.0,C. Chiozza makes 2-pt jump shot from 7 ft,,89,84
342,4,10:01.0,,R. Rondo misses 3-pt jump shot from 28 ft,89,84
343,4,9:58.0,Defensive rebound by J. Allen,,89,84
344,4,9:52.0,Turnover by C. LeVert (bad pass; steal by M. Morris),,89,84
345,4,9:52.0,,Personal take foul by T. Prince (drawn by R. Rondo),89,84
346,4,9:52.0,,J. McGee enters the game for M. Morris,89,84
347,4,9:30.0,,K. Kuzma makes 2-pt jump shot from 18 ft (assist by R. Rondo),89,86
348,4,9:22.0,Personal foul by J. McGee (drawn by C. LeVert),,89,86
349,4,9:13.0,C. Chiozza makes 3-pt jump shot from 26 ft (assist by T. Luwawu-Cabarrot),,92,86
350,4,8:54.0,,L. James makes 2-pt jump shot from 20 ft,92,88
351,4,8:43.0,T. Prince misses 3-pt jump shot from 26 ft,,92,88
352,4,8:37.0,Offensive rebound by C. LeVert,,92,88
353,4,8:37.0,C. LeVert makes 2-pt layup from 1 ft,,94,88
354,4,8:25.0,,L. James misses 2-pt jump shot from 12 ft,94,88
355,4,8:23.0,Defensive rebound by C. LeVert,,94,88
356,4,8:13.0,C. Chiozza misses 3-pt jump shot from 31 ft,,94,88
357,4,8:09.0,,Defensive rebound by L. James,94,88
358,4,8:09.0,,Offensive foul by K. Kuzma (drawn by C. Chiozza),94,88
359,4,8:09.0,,Turnover by K. Kuzma (offensive foul),94,88
360,4,8:09.0,,A. Caruso enters the game for R. Rondo,94,88
361,4,7:57.0,C. LeVert misses 2-pt jump shot from 16 ft,,94,88
362,4,7:54.0,,Defensive rebound by K. Caldwell-Pope,94,88
363,4,7:44.0,,K. Kuzma misses 2-pt jump shot from 10 ft,94,88
364,4,7:40.0,,Offensive rebound by A. Caruso,94,88
365,4,7:38.0,,L. James misses 3-pt jump shot from 26 ft,94,88
366,4,7:37.0,Defensive rebound by Team,,94,88
367,4,7:13.0,C. Chiozza misses 2-pt jump shot from 14 ft,,94,88
368,4,7:10.0,Offensive rebound by J. Allen,,94,88
369,4,7:09.0,C. Chiozza misses 3-pt jump shot from 27 ft,,94,88
370,4,7:05.0,,Defensive rebound by K. Kuzma,94,88
371,4,7:00.0,,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,94,88
372,4,6:57.0,Defensive rebound by Team,,94,88
373,4,6:57.0,,LA Lakers full timeout,94,88
