,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,NEW ORLEANS_ACTION,OKLAHOMA CITY_SCORE,NEW ORLEANS_SCORE
0,1,11:41.0,S. Adams makes 2-pt hook shot from 3 ft,,2,0
1,1,11:20.0,,J. Redick makes 2-pt layup from 3 ft (assist by J. Okafor),2,2
2,1,11:01.0,S. Adams makes 2-pt hook shot from 7 ft,,4,2
3,1,10:48.0,,J. Redick makes 2-pt jump shot from 3 ft (assist by L. Ball),4,4
4,1,10:32.0,D. Gallinari makes 2-pt jump shot from 9 ft,,6,4
5,1,10:25.0,,Shooting foul by S. Gilgeous-Alexander (drawn by J. Holiday),6,4
6,1,10:25.0,,J. Holiday makes free throw 1 of 2,6,5
7,1,10:25.0,,J. Holiday makes free throw 2 of 2,6,6
8,1,10:10.0,Shooting foul by L. Ball (drawn by S. Gilgeous-Alexander),,6,6
9,1,10:10.0,S. Gilgeous-Alexander misses free throw 1 of 2,,6,6
10,1,10:10.0,Offensive rebound by Team,,6,6
11,1,10:10.0,S. Gilgeous-Alexander makes free throw 2 of 2,,7,6
12,1,9:51.0,,B. Ingram misses 2-pt jump shot from 18 ft,7,6
13,1,9:48.0,Defensive rebound by D. Gallinari,,7,6
14,1,9:41.0,T. Ferguson makes 3-pt jump shot from 22 ft (assist by C. Paul),,10,6
15,1,9:26.0,,J. Holiday misses 3-pt jump shot from 26 ft,10,6
16,1,9:23.0,Defensive rebound by S. Gilgeous-Alexander,,10,6
17,1,9:17.0,D. Gallinari makes 2-pt jump shot from 19 ft (assist by S. Gilgeous-Alexander),,12,6
18,1,9:00.0,,L. Ball misses 2-pt layup from 2 ft,12,6
19,1,8:58.0,Defensive rebound by S. Adams,,12,6
20,1,8:46.0,S. Adams makes 2-pt hook shot from 6 ft,,14,6
21,1,8:42.0,,New Orleans full timeout,14,6
22,1,8:40.0,,Personal foul by T. Ferguson (drawn by J. Redick),14,6
23,1,8:32.0,,J. Okafor misses 2-pt layup from 4 ft (block by S. Adams),14,6
24,1,8:29.0,Defensive rebound by D. Gallinari,,14,6
25,1,8:25.0,S. Gilgeous-Alexander misses 3-pt jump shot from 25 ft,,14,6
26,1,8:20.0,,Defensive rebound by J. Okafor,14,6
27,1,8:12.0,,L. Ball misses 3-pt jump shot from 27 ft,14,6
28,1,8:09.0,Defensive rebound by T. Ferguson,,14,6
29,1,8:03.0,C. Paul makes 2-pt jump shot from 10 ft,,16,6
30,1,7:53.0,,J. Holiday makes 2-pt dunk from 1 ft (assist by B. Ingram),16,8
31,1,7:29.0,S. Gilgeous-Alexander misses 2-pt jump shot from 6 ft,,16,8
32,1,7:27.0,,Defensive rebound by J. Okafor,16,8
33,1,7:15.0,,B. Ingram misses 2-pt layup from 2 ft,16,8
34,1,7:12.0,Defensive rebound by S. Adams,,16,8
35,1,7:00.0,S. Gilgeous-Alexander makes 3-pt jump shot from 24 ft (assist by C. Paul),,19,8
36,1,6:46.0,,Turnover by B. Ingram (bad pass; steal by S. Adams),19,8
