,QUARTER,TIME_REMAINING,DETROIT_ACTION,NEW ORLEANS_ACTION,DETROIT_SCORE,NEW ORLEANS_SCORE
159,2,8:56.0,L. Kennard misses 3-pt jump shot from 22 ft,,29,34
160,2,8:51.0,,Defensive rebound by L. Ball,29,34
161,2,8:47.0,,J. Hayes makes 2-pt dunk at rim (assist by J. Hart),29,36
162,2,8:40.0,Detroit full timeout,,29,36
163,2,8:40.0,B. Brown enters the game for D. Rose,,29,36
164,2,8:40.0,B. Griffin enters the game for C. Wood,,29,36
165,2,8:26.0,Shooting foul by L. Ball (drawn by B. Brown),,29,36
166,2,8:26.0,B. Brown makes free throw 1 of 2,,30,36
167,2,8:26.0,,K. Williams enters the game for N. Alexander-Walker,30,36
168,2,8:26.0,B. Brown makes free throw 2 of 2,,31,36
169,2,8:05.0,,Shooting foul by L. Kennard (drawn by J. Holiday),31,36
170,2,8:05.0,,J. Holiday misses free throw 1 of 2,31,36
171,2,8:05.0,,Offensive rebound by Team,31,36
172,2,8:05.0,L. Galloway enters the game for L. Kennard,,31,36
173,2,8:05.0,,J. Holiday misses free throw 2 of 2,31,36
174,2,8:01.0,Defensive rebound by M. Morris,,31,36
175,2,7:55.0,Offensive foul by M. Morris (drawn by K. Williams),,31,36
176,2,7:55.0,Turnover by M. Morris (offensive foul),,31,36
177,2,7:55.0,,B. Ingram enters the game for J. Hart,31,36
178,2,7:55.0,,J. Redick enters the game for J. Holiday,31,36
179,2,7:36.0,,K. Williams misses 3-pt jump shot from 23 ft,31,36
180,2,7:30.0,Defensive rebound by B. Brown,,31,36
181,2,7:27.0,Turnover by M. Morris (traveling),,31,36
182,2,7:18.0,,J. Redick misses 2-pt jump shot from 17 ft,31,36
183,2,7:12.0,Defensive rebound by B. Griffin,,31,36
184,2,7:08.0,Shooting foul by J. Hayes (drawn by B. Griffin),,31,36
185,2,7:08.0,B. Griffin misses free throw 1 of 2,,31,36
186,2,7:08.0,Offensive rebound by Team,,31,36
187,2,7:08.0,B. Griffin makes free throw 2 of 2,,32,36
188,2,6:51.0,,J. Redick misses 3-pt jump shot from 27 ft,32,36
189,2,6:48.0,Defensive rebound by M. Morris,,32,36
190,2,6:44.0,L. Galloway makes 3-pt jump shot from 24 ft (assist by T. Snell),,35,36
191,2,6:35.0,,Shooting foul by B. Griffin (drawn by J. Hayes),35,36
192,2,6:35.0,,J. Hayes makes free throw 1 of 2,35,37
193,2,6:35.0,,J. Hayes misses free throw 2 of 2,35,37
194,2,6:32.0,Defensive rebound by B. Brown,,35,37
195,2,6:23.0,L. Galloway misses 3-pt jump shot from 24 ft,,35,37
196,2,6:19.0,,Defensive rebound by J. Hayes,35,37
197,2,6:01.0,,K. Williams misses 3-pt jump shot from 26 ft,35,37
198,2,5:57.0,,Offensive rebound by B. Ingram,35,37
199,2,5:55.0,,B. Ingram misses 3-pt jump shot from 23 ft,35,37
200,2,5:51.0,Defensive rebound by B. Brown,,35,37
201,2,5:29.0,B. Griffin misses 2-pt jump shot from 10 ft,,35,37
202,2,5:29.0,Offensive rebound by Team,,35,37
203,2,5:29.0,Turnover by Team (shot clock),,35,37
204,2,5:29.0,,J. Hart enters the game for L. Ball,35,37
205,2,5:13.0,,J. Hayes makes 2-pt layup from 1 ft (assist by J. Hart),35,39
206,2,5:04.0,Shooting foul by J. Hayes (drawn by M. Morris),,35,39
207,2,5:04.0,M. Morris makes free throw 1 of 2,,36,39
208,2,5:04.0,S. Mykhailiuk enters the game for L. Galloway,,36,39
209,2,5:04.0,,N. Melli enters the game for J. Hayes,36,39
210,2,5:04.0,M. Morris makes free throw 2 of 2,,37,39
211,2,4:54.0,,B. Ingram makes 3-pt jump shot from 25 ft,37,42
212,2,4:37.0,B. Griffin misses 2-pt hook shot from 8 ft,,37,42
213,2,4:35.0,,Defensive rebound by J. Hart,37,42
214,2,4:29.0,,J. Redick misses 3-pt jump shot from 26 ft,37,42
215,2,4:26.0,Defensive rebound by M. Morris,,37,42
216,2,4:20.0,B. Griffin misses 3-pt jump shot from 26 ft,,37,42
217,2,4:17.0,,Defensive rebound by N. Melli,37,42
218,2,4:05.0,,J. Hart misses 3-pt jump shot from 25 ft,37,42
219,2,4:02.0,Defensive rebound by B. Griffin,,37,42
220,2,3:51.0,M. Morris misses 2-pt layup from 1 ft,,37,42
221,2,3:49.0,,Defensive rebound by B. Ingram,37,42
222,2,3:47.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by B. Ingram),37,45
223,2,3:39.0,Detroit full timeout,,37,45
224,2,3:39.0,D. Rose enters the game for M. Morris,,37,45
225,2,3:39.0,C. Wood enters the game for T. Snell,,37,45
226,2,3:26.0,Turnover by D. Rose (lost ball; steal by K. Williams),,37,45
227,2,3:19.0,,Turnover by B. Ingram (lost ball; steal by B. Brown),37,45
228,2,3:17.0,Shooting foul by N. Melli (drawn by C. Wood),,37,45
229,2,3:17.0,C. Wood makes free throw 1 of 2,,38,45
230,2,3:17.0,C. Wood makes free throw 2 of 2,,39,45
231,2,3:06.0,,Offensive foul by N. Melli (drawn by C. Wood),39,45
232,2,3:06.0,,Turnover by N. Melli (offensive foul),39,45
233,2,3:06.0,,J. Holiday enters the game for J. Hart,39,45
234,2,2:58.0,Personal foul by J. Holiday (drawn by C. Wood),,39,45
235,2,2:58.0,C. Wood makes free throw 1 of 2,,40,45
236,2,2:58.0,C. Wood misses free throw 2 of 2,,40,45
237,2,2:55.0,,Defensive rebound by B. Ingram,40,45
238,2,2:46.0,,J. Holiday misses 2-pt layup from 2 ft,40,45
239,2,2:43.0,Defensive rebound by C. Wood,,40,45
240,2,2:31.0,S. Mykhailiuk makes 3-pt jump shot from 27 ft (assist by D. Rose),,43,45
241,2,2:16.0,,J. Holiday makes 2-pt layup from 1 ft,43,47
242,2,2:03.0,D. Rose misses 2-pt layup from 2 ft,,43,47
243,2,1:56.0,Offensive rebound by B. Brown,,43,47
244,2,1:56.0,B. Brown makes 2-pt layup at rim,,45,47
245,2,1:45.0,,J. Redick misses 2-pt jump shot from 19 ft,45,47
246,2,1:42.0,,Offensive rebound by K. Williams,45,47
247,2,1:38.0,,N. Melli makes 2-pt dunk from 1 ft (assist by K. Williams),45,49
248,2,1:38.0,,J. Hart enters the game for J. Holiday,45,49
249,2,1:21.0,B. Griffin makes 2-pt layup from 2 ft,,47,49
250,2,1:08.0,,B. Ingram misses 2-pt jump shot from 15 ft,47,49
251,2,1:06.0,Defensive rebound by C. Wood,,47,49
252,2,1:02.0,Turnover by B. Griffin (off goaltending),,47,49
253,2,0:50.0,,Shooting foul by C. Wood (drawn by N. Melli),47,49
254,2,0:50.0,,N. Melli makes free throw 1 of 2,47,50
255,2,0:50.0,,N. Melli makes free throw 2 of 2,47,51
256,2,0:36.0,B. Brown misses 3-pt jump shot from 26 ft,,47,51
257,2,0:32.0,,Defensive rebound by J. Hart,47,51
258,2,0:28.0,,J. Hart makes 2-pt layup from 2 ft,47,53
259,2,0:04.0,B. Griffin misses 2-pt jump shot from 12 ft,,47,53
260,2,0:00.0,,Defensive rebound by K. Williams,47,53
261,2,0:00.0,,K. Williams misses 3-pt jump shot from 60 ft,47,53
262,2,0:00.0,,Offensive rebound by Team,47,53
263,3,11:49.0,,J. Holiday misses 3-pt jump shot from 25 ft,47,53
264,3,11:45.0,,Offensive rebound by J. Okafor,47,53
265,3,11:43.0,,J. Redick misses 3-pt jump shot from 26 ft,47,53
266,3,11:39.0,,Offensive rebound by J. Okafor,47,53
267,3,11:35.0,,B. Ingram misses 3-pt jump shot from 26 ft,47,53
268,3,11:31.0,Defensive rebound by A. Drummond,,47,53
269,3,11:24.0,L. Kennard makes 2-pt layup from 1 ft,,49,53
270,3,11:09.0,,K. Williams misses 3-pt jump shot from 22 ft,49,53
271,3,11:09.0,Defensive rebound by A. Drummond,,49,53
272,3,10:55.0,Shooting foul by J. Okafor (drawn by A. Drummond),,49,53
273,3,10:55.0,A. Drummond makes free throw 1 of 2,,50,53
274,3,10:55.0,A. Drummond misses free throw 2 of 2,,50,53
275,3,10:53.0,,Defensive rebound by J. Okafor,50,53
276,3,10:33.0,,J. Holiday misses 3-pt jump shot from 24 ft,50,53
277,3,10:29.0,Defensive rebound by L. Kennard,,50,53
278,3,10:26.0,L. Kennard misses 3-pt jump shot from 26 ft,,50,53
279,3,10:26.0,Offensive rebound by Team,,50,53
280,3,10:20.0,T. Snell makes 3-pt jump shot from 25 ft,,53,53
281,3,10:20.0,,New Orleans full timeout,53,53
282,3,10:08.0,,Personal foul by B. Brown (drawn by B. Ingram),53,53
283,3,10:00.0,,Personal foul by T. Snell (drawn by J. Holiday),53,53
284,3,9:51.0,,J. Holiday misses 2-pt jump shot from 6 ft,53,53
285,3,9:49.0,,Offensive rebound by J. Holiday,53,53
286,3,9:48.0,,B. Ingram misses 3-pt jump shot from 23 ft,53,53
287,3,9:43.0,Defensive rebound by L. Kennard,,53,53
288,3,9:40.0,A. Drummond makes 2-pt layup from 1 ft (assist by L. Kennard),,55,53
289,3,9:25.0,,B. Ingram makes 2-pt jump shot from 19 ft,55,55
290,3,9:09.0,L. Kennard makes 2-pt jump shot from 18 ft,,57,55
291,3,8:50.0,,B. Ingram makes 2-pt layup from 2 ft (assist by J. Holiday),57,57
292,3,8:35.0,Shooting foul by K. Williams (drawn by L. Kennard),,57,57
293,3,8:35.0,L. Kennard makes free throw 1 of 3,,58,57
294,3,8:35.0,L. Kennard makes free throw 2 of 3,,59,57
295,3,8:35.0,L. Kennard makes free throw 3 of 3,,60,57
296,3,8:35.0,,J. Hayes enters the game for J. Okafor,60,57
297,3,8:12.0,,B. Ingram misses 3-pt jump shot from 25 ft,60,57
298,3,8:08.0,,Offensive rebound by K. Williams,60,57
299,3,8:02.0,,J. Redick misses 3-pt jump shot from 25 ft,60,57
300,3,7:58.0,Defensive rebound by A. Drummond,,60,57
301,3,7:46.0,A. Drummond misses 2-pt layup from 3 ft,,60,57
302,3,7:41.0,Offensive rebound by B. Brown,,60,57
303,3,7:41.0,B. Brown makes 2-pt layup from 1 ft,,62,57
304,3,7:34.0,,J. Holiday makes 2-pt jump shot from 8 ft,62,59
305,3,7:11.0,L. Kennard makes 2-pt layup from 1 ft,,64,59
306,3,6:58.0,,Turnover by J. Holiday (lost ball; steal by T. Snell),64,59
307,3,6:55.0,Turnover by T. Snell (out of bounds lost ball),,64,59
308,3,6:45.0,,J. Hayes makes 2-pt dunk from 1 ft (assist by J. Redick),64,61
309,3,6:23.0,B. Brown misses 3-pt jump shot from 23 ft,,64,61
310,3,6:20.0,,Defensive rebound by J. Holiday,64,61
311,3,6:15.0,,K. Williams misses 3-pt jump shot from 22 ft,64,61
312,3,6:12.0,Defensive rebound by A. Drummond,,64,61
313,3,6:05.0,B. Griffin misses 3-pt jump shot from 25 ft,,64,61
314,3,6:00.0,,Defensive rebound by J. Redick,64,61
315,3,5:57.0,,J. Redick misses 3-pt jump shot from 25 ft,64,61
316,3,5:53.0,Defensive rebound by B. Brown,,64,61
317,3,5:49.0,T. Snell makes 3-pt jump shot from 25 ft (assist by B. Brown),,67,61
318,3,5:47.0,,New Orleans full timeout,67,61
319,3,5:47.0,L. Galloway enters the game for B. Brown,,67,61
320,3,5:47.0,D. Rose enters the game for T. Snell,,67,61
321,3,5:47.0,,L. Ball enters the game for J. Redick,67,61
322,3,5:47.0,,J. Hart enters the game for K. Williams,67,61
323,3,5:35.0,,L. Ball makes 2-pt layup from 4 ft,67,63
324,3,5:22.0,L. Kennard misses 3-pt jump shot from 25 ft,,67,63
325,3,5:19.0,,Defensive rebound by L. Ball,67,63
326,3,5:13.0,,L. Ball misses 2-pt layup from 6 ft (block by L. Kennard),67,63
327,3,5:08.0,,Offensive rebound by L. Ball,67,63
328,3,5:07.0,,L. Ball makes 2-pt layup from 2 ft,67,65
329,3,4:52.0,A. Drummond makes 2-pt layup from 1 ft (assist by L. Galloway),,69,65
330,3,4:37.0,,B. Ingram misses 2-pt dunk from 1 ft,69,65
331,3,4:33.0,Defensive rebound by L. Kennard,,69,65
332,3,4:30.0,Turnover by L. Kennard (lost ball; steal by J. Holiday),,69,65
333,3,4:25.0,,J. Hayes misses 2-pt layup from 2 ft,69,65
334,3,4:24.0,Defensive rebound by L. Galloway,,69,65
335,3,4:23.0,,Clear path foul by B. Griffin,69,65
336,3,4:23.0,Instant Replay (Request: Ruling Stands),,69,65
337,3,4:23.0,B. Griffin makes clear path free throw 1 of 2,,70,65
338,3,4:23.0,B. Griffin makes clear path free throw 2 of 2,,71,65
339,3,4:13.0,A. Drummond misses 2-pt jump shot from 6 ft,,71,65
340,3,4:08.0,Offensive rebound by A. Drummond,,71,65
341,3,4:08.0,A. Drummond misses 2-pt layup from 1 ft,,71,65
342,3,4:06.0,Offensive rebound by A. Drummond,,71,65
343,3,4:06.0,A. Drummond makes 2-pt layup from 1 ft,,73,65
344,3,3:54.0,,Turnover by B. Ingram (bad pass),73,65
345,3,3:42.0,Offensive foul by A. Drummond (drawn by B. Ingram),,73,65
346,3,3:42.0,Turnover by A. Drummond (offensive foul),,73,65
347,3,3:42.0,Detroit full timeout,,73,65
348,3,3:42.0,Instant Replay (Challenge: Ruling Stands),,73,65
349,3,3:42.0,S. Mykhailiuk enters the game for A. Drummond,,73,65
350,3,3:42.0,C. Wood enters the game for L. Kennard,,73,65
351,3,3:27.0,,B. Ingram makes 3-pt jump shot from 25 ft (assist by J. Holiday),73,68
352,3,3:12.0,L. Galloway misses 3-pt jump shot from 27 ft,,73,68
353,3,3:08.0,,Defensive rebound by L. Ball,73,68
354,3,3:06.0,,Personal foul by L. Galloway (drawn by B. Ingram),73,68
355,3,2:50.0,,Turnover by B. Ingram (bad pass; steal by B. Griffin),73,68
356,3,2:29.0,Personal foul by B. Ingram (drawn by C. Wood),,73,68
357,3,2:29.0,M. Morris enters the game for B. Griffin,,73,68
358,3,2:29.0,,K. Williams enters the game for J. Holiday,73,68
359,3,2:23.0,Personal foul by L. Ball (drawn by C. Wood),,73,68
360,3,2:23.0,C. Wood makes free throw 1 of 2,,74,68
361,3,2:23.0,C. Wood misses free throw 2 of 2,,74,68
362,3,2:23.0,,Defensive rebound by Team,74,68
363,3,2:11.0,,B. Ingram makes 3-pt jump shot from 23 ft (assist by J. Hayes),74,71
364,3,1:53.0,D. Rose misses 2-pt layup from 2 ft,,74,71
365,3,1:53.0,,Defensive rebound by K. Williams,74,71
366,3,1:53.0,,Personal foul by D. Rose (drawn by J. Hart),74,71
367,3,1:43.0,,L. Ball makes 2-pt layup from 2 ft,74,73
368,3,1:27.0,L. Galloway makes 3-pt jump shot from 23 ft (assist by D. Rose),,77,73
369,3,1:12.0,,Turnover by L. Ball (bad pass; steal by S. Mykhailiuk),77,73
370,3,1:09.0,S. Mykhailiuk makes 2-pt dunk at rim,,79,73
371,3,0:54.0,,Shooting foul by C. Wood (drawn by J. Hayes),79,73
372,3,0:54.0,,J. Hayes misses free throw 1 of 2,79,73
373,3,0:54.0,,Offensive rebound by Team,79,73
374,3,0:54.0,,J. Hayes makes free throw 2 of 2,79,74
375,3,0:42.0,L. Galloway misses 3-pt jump shot from 27 ft,,79,74
376,3,0:39.0,,Defensive rebound by K. Williams,79,74
377,3,0:33.0,,J. Hart misses 3-pt jump shot from 28 ft,79,74
378,3,0:29.0,Defensive rebound by D. Rose,,79,74
379,3,0:26.0,L. Galloway makes 2-pt layup from 1 ft (assist by D. Rose),,81,74
380,3,0:02.0,,B. Ingram misses 2-pt layup from 3 ft,81,74
381,3,0:02.0,,Offensive rebound by Team,81,74
382,3,0:02.0,,Turnover by Team (shot clock),81,74
383,3,0:00.0,Turnover by M. Morris (bad pass; steal by J. Hayes),,81,74
384,3,0:00.0,,J. Hayes misses 3-pt jump shot from 69 ft,81,74
385,3,0:00.0,,Offensive rebound by Team,81,74
386,4,11:47.0,D. Rose makes 2-pt layup from 2 ft,,83,74
387,4,11:28.0,,J. Okafor misses 2-pt jump shot from 11 ft,83,74
388,4,11:28.0,,Offensive rebound by Team,83,74
389,4,11:25.0,,J. Hart misses 3-pt jump shot from 25 ft,83,74
390,4,11:21.0,,Offensive rebound by K. Williams,83,74
391,4,11:12.0,,J. Hart misses 2-pt layup from 2 ft,83,74
392,4,11:11.0,,Offensive rebound by J. Hart,83,74
393,4,11:05.0,,L. Ball misses 2-pt layup from 2 ft (block by M. Morris),83,74
394,4,11:05.0,,Offensive rebound by Team,83,74
