,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,CHICAGO_ACTION,CHARLOTTE_SCORE,CHICAGO_SCORE
40,1,7:38.0,B. Biyombo makes 2-pt dunk at rim (assist by D. Graham),,10,4
41,1,7:14.0,,L. Markkanen makes 2-pt dunk from 1 ft (assist by T. Satoranský),10,6
42,1,6:58.0,Shooting foul by W. Carter (drawn by B. Biyombo),,10,6
43,1,6:58.0,,Chicago full timeout,10,6
44,1,6:58.0,C. Martin enters the game for D. Graham,,10,6
45,1,6:58.0,B. Biyombo makes free throw 1 of 2,,11,6
46,1,6:58.0,B. Biyombo makes free throw 2 of 2,,12,6
47,1,6:37.0,,K. Dunn misses 2-pt jump shot from 2 ft,12,6
48,1,6:34.0,Defensive rebound by T. Rozier,,12,6
49,1,6:17.0,P. Washington misses 3-pt jump shot from 25 ft,,12,6
50,1,6:15.0,,Defensive rebound by Z. LaVine,12,6
51,1,6:13.0,,Offensive foul by L. Markkanen (drawn by C. Martin),12,6
52,1,6:13.0,,Turnover by L. Markkanen (offensive foul),12,6
53,1,6:13.0,M. Kidd-Gilchrist enters the game for B. Biyombo,,12,6
54,1,6:13.0,C. Zeller enters the game for M. Bridges,,12,6
55,1,5:56.0,C. Zeller misses 2-pt layup from 4 ft,,12,6
56,1,5:52.0,Offensive rebound by C. Zeller,,12,6
57,1,5:52.0,C. Zeller makes 2-pt layup from 1 ft,,14,6
58,1,5:36.0,,K. Dunn misses 2-pt layup from 3 ft,14,6
59,1,5:35.0,,Offensive rebound by Z. LaVine,14,6
60,1,5:35.0,,Personal foul by M. Kidd-Gilchrist (drawn by Z. LaVine),14,6
61,1,5:35.0,,C. White enters the game for K. Dunn,14,6
62,1,5:29.0,,Z. LaVine makes 2-pt layup from 1 ft,14,8
63,1,5:15.0,P. Washington makes 2-pt layup from 1 ft (assist by T. Rozier),,16,8
64,1,5:03.0,,L. Markkanen misses 3-pt jump shot from 25 ft,16,8
65,1,5:00.0,Defensive rebound by C. Zeller,,16,8
66,1,4:44.0,Turnover by C. Martin (bad pass; steal by C. White),,16,8
67,1,4:44.0,M. Bridges enters the game for P. Washington,,16,8
68,1,4:44.0,,T. Young enters the game for L. Markkanen,16,8
69,1,4:32.0,,Z. LaVine misses 2-pt layup from 3 ft,16,8
70,1,4:30.0,Defensive rebound by C. Martin,,16,8
71,1,4:18.0,Turnover by M. Bridges (bad pass; steal by W. Carter),,16,8
72,1,4:13.0,,T. Satoranský makes 2-pt layup from 1 ft (assist by W. Carter),16,10
73,1,4:07.0,Personal foul by C. White (drawn by T. Rozier),,16,10
74,1,4:07.0,Charlotte full timeout,,16,10
75,1,4:07.0,,L. Markkanen enters the game for W. Carter,16,10
76,1,4:07.0,,D. Valentine enters the game for T. Satoranský,16,10
77,1,3:51.0,C. Martin makes 3-pt jump shot from 24 ft (assist by T. Rozier),,19,10
78,1,3:34.0,,D. Valentine misses 2-pt jump shot from 11 ft,19,10
79,1,3:32.0,Defensive rebound by C. Zeller,,19,10
80,1,3:20.0,Turnover by M. Kidd-Gilchrist (traveling),,19,10
81,1,3:20.0,D. Graham enters the game for T. Rozier,,19,10
82,1,3:11.0,,Personal foul by M. Bridges (drawn by C. White),19,10
83,1,3:00.0,,T. Young makes 2-pt layup from 1 ft (assist by C. White),19,12
84,1,2:44.0,,Violation by Team (kicked ball),19,12
85,1,2:44.0,,R. Arcidiacono enters the game for Z. LaVine,19,12
86,1,2:37.0,M. Bridges misses 3-pt jump shot from 26 ft,,19,12
87,1,2:33.0,Offensive rebound by M. Kidd-Gilchrist,,19,12
88,1,2:31.0,C. Zeller makes 3-pt jump shot from 26 ft (assist by M. Kidd-Gilchrist),,22,12
89,1,2:15.0,,T. Young misses 3-pt jump shot from 24 ft,22,12
90,1,2:15.0,Defensive rebound by C. Zeller,,22,12
91,1,2:05.0,D. Graham misses 3-pt jump shot from 26 ft,,22,12
92,1,2:04.0,Offensive rebound by M. Bridges,,22,12
93,1,1:54.0,M. Bridges misses 3-pt jump shot from 27 ft,,22,12
94,1,1:50.0,,Defensive rebound by D. Valentine,22,12
95,1,1:41.0,,C. White makes 3-pt jump shot from 25 ft (assist by D. Valentine),22,15
96,1,1:23.0,Shooting foul by L. Markkanen (drawn by C. Zeller),,22,15
97,1,1:23.0,C. Zeller makes free throw 1 of 2,,23,15
98,1,1:23.0,C. Zeller makes free throw 2 of 2,,24,15
99,1,1:13.0,,C. White misses 3-pt jump shot from 26 ft,24,15
100,1,1:11.0,Defensive rebound by M. Bridges,,24,15
101,1,1:03.0,Turnover by C. Martin (bad pass),,24,15
102,1,0:39.0,,L. Markkanen misses 3-pt jump shot from 25 ft,24,15
103,1,0:37.0,Defensive rebound by M. Kidd-Gilchrist,,24,15
104,1,0:30.0,C. Martin misses 3-pt jump shot from 25 ft,,24,15
105,1,0:27.0,,Defensive rebound by T. Young,24,15
106,1,0:05.0,,D. Valentine misses 3-pt jump shot from 26 ft,24,15
107,1,0:02.0,Defensive rebound by M. Kidd-Gilchrist,,24,15
108,2,11:44.0,,T. Young misses 2-pt layup from 2 ft,24,15
109,2,11:42.0,Defensive rebound by P. Washington,,24,15
110,2,11:30.0,Turnover by D. Graham (bad pass; steal by T. Young),,24,15
111,2,11:28.0,,Personal take foul by B. Biyombo (drawn by T. Young),24,15
112,2,11:15.0,,T. Young makes 2-pt hook shot from 4 ft,24,17
113,2,11:02.0,P. Washington misses 2-pt layup from 3 ft (block by D. Gafford),,24,17
114,2,10:58.0,Offensive rebound by P. Washington,,24,17
115,2,10:55.0,B. Biyombo makes 2-pt jump shot from 14 ft (assist by M. Monk),,26,17
116,2,10:40.0,,T. Young misses 2-pt jump shot from 2 ft,26,17
117,2,10:38.0,Defensive rebound by P. Washington,,26,17
118,2,10:35.0,Personal foul by R. Arcidiacono (drawn by D. Graham),,26,17
119,2,10:26.0,D. Graham misses 3-pt jump shot from 25 ft,,26,17
120,2,10:23.0,,Defensive rebound by C. White,26,17
121,2,10:04.0,,C. White misses 2-pt jump shot from 12 ft,26,17
122,2,10:03.0,Defensive rebound by B. Biyombo,,26,17
123,2,9:55.0,Turnover by M. Monk (bad pass; steal by D. Valentine),,26,17
124,2,9:50.0,,D. Valentine makes 2-pt layup from 1 ft (assist by T. Young),26,19
125,2,9:45.0,P. Washington makes 2-pt layup from 1 ft (assist by D. Graham),,28,19
126,2,9:36.0,,C. White misses 2-pt jump shot from 12 ft,28,19
127,2,9:32.0,,Offensive rebound by C. White,28,19
128,2,9:21.0,,D. Valentine misses 2-pt jump shot from 10 ft,28,19
129,2,9:18.0,Defensive rebound by B. Biyombo,,28,19
130,2,9:15.0,B. Biyombo misses 2-pt layup from 1 ft (block by D. Gafford),,28,19
131,2,9:15.0,Offensive rebound by Team,,28,19
132,2,9:12.0,M. Monk misses 3-pt jump shot from 24 ft,,28,19
133,2,9:10.0,,Defensive rebound by D. Valentine,28,19
134,2,9:02.0,,Turnover by D. Valentine (bad pass; steal by P. Washington),28,19
135,2,8:57.0,D. Graham makes 2-pt layup from 1 ft,,30,19
136,2,8:55.0,,Chicago full timeout,30,19
137,2,8:55.0,M. Kidd-Gilchrist enters the game for M. Bridges,,30,19
138,2,8:34.0,,R. Arcidiacono makes 2-pt jump shot from 14 ft (assist by C. White),30,21
139,2,8:13.0,M. Monk makes 2-pt jump shot from 13 ft (assist by B. Biyombo),,32,21
140,2,7:53.0,,D. Valentine makes 3-pt jump shot from 25 ft,32,24
141,2,7:37.0,P. Washington misses 3-pt jump shot from 25 ft,,32,24
142,2,7:34.0,,Defensive rebound by C. White,32,24
143,2,7:29.0,,Turnover by C. White (lost ball; steal by M. Monk),32,24
144,2,7:26.0,Shooting foul by D. Valentine (drawn by B. Biyombo),,32,24
145,2,7:26.0,B. Biyombo makes free throw 1 of 2,,33,24
146,2,7:26.0,T. Rozier enters the game for D. Graham,,33,24
147,2,7:26.0,,W. Carter enters the game for R. Arcidiacono,33,24
148,2,7:26.0,,K. Dunn enters the game for D. Gafford,33,24
149,2,7:26.0,,Z. LaVine enters the game for C. White,33,24
150,2,7:26.0,B. Biyombo misses free throw 2 of 2,,33,24
151,2,7:24.0,,Defensive rebound by W. Carter,33,24
152,2,7:02.0,,Turnover by Team (shot clock),33,24
153,2,6:39.0,M. Kidd-Gilchrist misses 2-pt jump shot from 22 ft,,33,24
154,2,6:39.0,Offensive rebound by Team,,33,24
155,2,6:39.0,,Loose ball foul by W. Carter (drawn by M. Kidd-Gilchrist),33,24
156,2,6:29.0,T. Rozier misses 2-pt layup from 2 ft,,33,24
157,2,6:27.0,,Defensive rebound by W. Carter,33,24
158,2,6:19.0,,K. Dunn misses 2-pt layup from 2 ft (block by P. Washington),33,24
159,2,6:16.0,Defensive rebound by M. Kidd-Gilchrist,,33,24
160,2,6:14.0,T. Rozier misses 2-pt layup from 1 ft,,33,24
161,2,6:14.0,Offensive rebound by B. Biyombo,,33,24
162,2,6:14.0,Shooting foul by W. Carter (drawn by B. Biyombo),,33,24
163,2,6:14.0,B. Biyombo misses free throw 1 of 2,,33,24
164,2,6:14.0,Offensive rebound by Team,,33,24
165,2,6:14.0,M. Bridges enters the game for P. Washington,,33,24
166,2,6:14.0,,D. Gafford enters the game for W. Carter,33,24
167,2,6:14.0,B. Biyombo makes free throw 2 of 2,,34,24
168,2,6:00.0,,T. Young misses 2-pt jump shot from 3 ft,34,24
169,2,5:58.0,Defensive rebound by B. Biyombo,,34,24
170,2,5:50.0,M. Kidd-Gilchrist makes 2-pt hook shot from 8 ft (assist by M. Monk),,36,24
171,2,5:33.0,,D. Valentine misses 2-pt jump shot from 20 ft,36,24
172,2,5:31.0,Defensive rebound by M. Bridges,,36,24
173,2,5:29.0,Personal foul by D. Gafford (drawn by M. Bridges),,36,24
174,2,5:29.0,M. Bridges makes free throw 1 of 2,,37,24
175,2,5:29.0,C. Zeller enters the game for B. Biyombo,,37,24
176,2,5:29.0,,L. Markkanen enters the game for D. Valentine,37,24
177,2,5:29.0,,T. Satoranský enters the game for T. Young,37,24
178,2,5:29.0,M. Bridges makes free throw 2 of 2,,38,24
179,2,5:20.0,,Z. LaVine makes 3-pt jump shot from 25 ft (assist by T. Satoranský),38,27
180,2,5:00.0,M. Bridges misses 3-pt jump shot from 25 ft,,38,27
181,2,5:00.0,Offensive rebound by C. Zeller,,38,27
182,2,4:51.0,T. Rozier misses 3-pt jump shot from 26 ft,,38,27
183,2,4:50.0,,Defensive rebound by T. Satoranský,38,27
184,2,4:46.0,,Personal foul by M. Monk (drawn by Z. LaVine),38,27
185,2,4:46.0,D. Graham enters the game for M. Kidd-Gilchrist,,38,27
186,2,4:46.0,P. Washington enters the game for M. Monk,,38,27
187,2,4:36.0,,D. Gafford makes 2-pt dunk from 1 ft (assist by L. Markkanen),38,29
188,2,4:34.0,Charlotte full timeout,,38,29
189,2,4:21.0,P. Washington misses 3-pt jump shot from 26 ft,,38,29
190,2,4:18.0,,Defensive rebound by K. Dunn,38,29
191,2,4:08.0,,Z. LaVine misses 3-pt jump shot from 27 ft,38,29
192,2,4:06.0,Defensive rebound by P. Washington,,38,29
193,2,4:02.0,Personal foul by K. Dunn (drawn by D. Graham),,38,29
194,2,4:02.0,D. Graham makes free throw 1 of 2,,39,29
195,2,4:02.0,D. Graham makes free throw 2 of 2,,40,29
196,2,3:42.0,,Z. LaVine misses 3-pt jump shot from 23 ft,40,29
197,2,3:39.0,Defensive rebound by P. Washington,,40,29
198,2,3:34.0,P. Washington makes 2-pt dunk from 1 ft (assist by D. Graham),,42,29
199,2,3:24.0,,Personal foul by T. Rozier (drawn by T. Satoranský),42,29
200,2,3:17.0,,L. Markkanen misses 2-pt jump shot from 9 ft,42,29
201,2,3:15.0,Defensive rebound by M. Bridges,,42,29
202,2,3:14.0,Offensive foul by M. Bridges (drawn by T. Satoranský),,42,29
203,2,3:14.0,Turnover by M. Bridges (offensive foul),,42,29
204,2,3:07.0,,Turnover by Z. LaVine (out of bounds lost ball),42,29
205,2,2:53.0,T. Rozier makes 2-pt layup from 2 ft (assist by M. Bridges),,44,29
206,2,2:47.0,,L. Markkanen makes 3-pt jump shot from 27 ft (assist by T. Satoranský),44,32
207,2,2:24.0,D. Graham misses 3-pt jump shot from 26 ft,,44,32
208,2,2:22.0,,Defensive rebound by L. Markkanen,44,32
209,2,2:14.0,,Shooting foul by M. Bridges (drawn by Z. LaVine),44,32
210,2,2:14.0,,Technical foul by M. Bridges,44,32
211,2,2:14.0,,Z. LaVine makes technical free throw,44,33
212,2,2:14.0,C. Martin enters the game for M. Bridges,,44,33
213,2,2:14.0,,Z. LaVine makes free throw 1 of 2,44,34
214,2,2:14.0,,Z. LaVine makes free throw 2 of 2,44,35
215,2,1:58.0,C. Zeller misses 2-pt layup from 3 ft (block by D. Gafford),,44,35
216,2,1:58.0,Offensive rebound by Team,,44,35
217,2,1:48.0,C. Zeller misses 3-pt jump shot from 25 ft,,44,35
218,2,1:45.0,,Defensive rebound by Z. LaVine,44,35
219,2,1:38.0,,Z. LaVine misses 3-pt jump shot from 26 ft,44,35
220,2,1:36.0,Defensive rebound by P. Washington,,44,35
221,2,1:27.0,Turnover by D. Graham (bad pass; steal by Z. LaVine),,44,35
222,2,1:14.0,,T. Satoranský misses 3-pt jump shot from 26 ft,44,35
223,2,1:11.0,Defensive rebound by C. Martin,,44,35
224,2,0:57.0,T. Rozier misses 3-pt jump shot from 26 ft,,44,35
225,2,0:53.0,,Defensive rebound by D. Gafford,44,35
226,2,0:37.0,,Personal foul by D. Graham (drawn by T. Satoranský),44,35
227,2,0:37.0,,T. Young enters the game for L. Markkanen,44,35
228,2,0:37.0,,T. Satoranský makes free throw 1 of 2,44,36
229,2,0:37.0,,T. Satoranský makes free throw 2 of 2,44,37
230,2,0:29.0,D. Graham misses 2-pt layup from 2 ft (block by K. Dunn),,44,37
231,2,0:29.0,,Defensive rebound by K. Dunn,44,37
232,2,0:27.0,,Z. LaVine makes 2-pt dunk from 1 ft (assist by K. Dunn),44,39
233,2,0:06.0,D. Graham misses 3-pt jump shot from 26 ft,,44,39
234,2,0:03.0,,Defensive rebound by T. Satoranský,44,39
235,2,0:01.0,,Personal foul by D. Graham (drawn by T. Satoranský),44,39
236,2,0:01.0,,T. Satoranský makes free throw 1 of 2,44,40
237,2,0:01.0,,T. Satoranský misses free throw 2 of 2,44,40
238,2,0:01.0,Defensive rebound by C. Zeller,,44,40
239,3,11:46.0,,L. Markkanen makes 3-pt jump shot from 25 ft (assist by K. Dunn),44,43
240,3,11:24.0,Turnover by D. Graham (bad pass),,44,43
241,3,11:07.0,,Shooting foul by P. Washington (drawn by K. Dunn),44,43
242,3,11:07.0,,K. Dunn misses free throw 1 of 2,44,43
243,3,11:07.0,,Offensive rebound by Team,44,43
244,3,11:07.0,,K. Dunn makes free throw 2 of 2,44,44
245,3,10:47.0,P. Washington misses 2-pt hook shot from 5 ft,,44,44
246,3,10:44.0,Offensive rebound by B. Biyombo,,44,44
247,3,10:41.0,M. Bridges makes 2-pt layup from 1 ft (assist by P. Washington),,46,44
248,3,10:29.0,,T. Satoranský misses 2-pt jump shot from 11 ft,46,44
249,3,10:29.0,Defensive rebound by B. Biyombo,,46,44
250,3,10:24.0,Personal foul by T. Satoranský (drawn by D. Graham),,46,44
251,3,10:24.0,Turnover by (5 sec),,46,44
252,3,10:15.0,,L. Markkanen misses 3-pt jump shot from 25 ft,46,44
253,3,10:12.0,Defensive rebound by D. Graham,,46,44
254,3,10:00.0,P. Washington makes 2-pt layup from 2 ft (assist by D. Graham),,48,44
255,3,9:41.0,,L. Markkanen misses 2-pt layup from 4 ft (block by P. Washington),48,44
256,3,9:41.0,Defensive rebound by B. Biyombo,,48,44
257,3,9:41.0,Personal take foul by K. Dunn (drawn by M. Bridges),,48,44
258,3,9:30.0,Shooting foul by K. Dunn (drawn by D. Graham),,48,44
259,3,9:30.0,D. Graham makes free throw 1 of 2,,49,44
260,3,9:30.0,D. Graham makes free throw 2 of 2,,50,44
261,3,9:08.0,,W. Carter misses 2-pt hook shot from 4 ft,50,44
262,3,9:05.0,Defensive rebound by T. Rozier,,50,44
263,3,8:59.0,T. Rozier makes 2-pt layup from 1 ft,,52,44
264,3,8:56.0,,Chicago full timeout,52,44
265,3,8:40.0,,Z. LaVine misses 2-pt jump shot from 15 ft,52,44
266,3,8:37.0,,Offensive rebound by W. Carter,52,44
267,3,8:26.0,,Turnover by T. Satoranský (bad pass; steal by M. Bridges),52,44
268,3,8:18.0,D. Graham misses 3-pt jump shot from 30 ft,,52,44
269,3,8:16.0,,Defensive rebound by W. Carter,52,44
270,3,8:11.0,,Z. LaVine misses 3-pt jump shot from 29 ft,52,44
271,3,8:07.0,Defensive rebound by T. Rozier,,52,44
272,3,7:53.0,P. Washington misses 2-pt jump shot from 6 ft,,52,44
273,3,7:52.0,,Defensive rebound by Z. LaVine,52,44
274,3,7:43.0,,L. Markkanen misses 3-pt jump shot from 25 ft,52,44
275,3,7:39.0,Defensive rebound by M. Bridges,,52,44
276,3,7:33.0,D. Graham misses 2-pt jump shot from 5 ft,,52,44
277,3,7:30.0,,Defensive rebound by Z. LaVine,52,44
278,3,7:23.0,,Turnover by Z. LaVine (bad pass; steal by D. Graham),52,44
279,3,7:15.0,T. Rozier misses 3-pt jump shot from 26 ft,,52,44
280,3,7:08.0,Offensive rebound by M. Bridges,,52,44
281,3,7:08.0,D. Graham misses 3-pt jump shot from 26 ft,,52,44
282,3,7:08.0,,Defensive rebound by Z. LaVine,52,44
283,3,7:01.0,,T. Satoranský misses 3-pt jump shot from 23 ft,52,44
284,3,6:59.0,Defensive rebound by P. Washington,,52,44
285,3,6:45.0,Turnover by D. Graham (bad pass; steal by L. Markkanen),,52,44
286,3,6:45.0,,Personal foul by T. Rozier (drawn by L. Markkanen),52,44
287,3,6:45.0,C. Martin enters the game for T. Rozier,,52,44
288,3,6:45.0,,C. White enters the game for K. Dunn,52,44
289,3,6:45.0,,T. Young enters the game for L. Markkanen,52,44
290,3,6:27.0,,T. Young misses 3-pt jump shot from 23 ft,52,44
291,3,6:24.0,Defensive rebound by M. Bridges,,52,44
292,3,6:08.0,P. Washington misses 2-pt layup from 3 ft,,52,44
293,3,6:06.0,,Defensive rebound by T. Young,52,44
294,3,6:02.0,,Z. LaVine misses 2-pt layup from 2 ft,52,44
295,3,6:02.0,,Offensive rebound by W. Carter,52,44
296,3,5:57.0,,W. Carter makes 2-pt dunk from 1 ft,52,46
297,3,5:49.0,Charlotte full timeout,,52,46
298,3,5:49.0,M. Kidd-Gilchrist enters the game for B. Biyombo,,52,46
299,3,5:49.0,C. Zeller enters the game for P. Washington,,52,46
300,3,5:32.0,M. Kidd-Gilchrist misses 2-pt layup from 9 ft,,52,46
301,3,5:29.0,,Defensive rebound by W. Carter,52,46
302,3,5:18.0,,W. Carter misses 3-pt jump shot from 23 ft,52,46
303,3,5:14.0,Defensive rebound by C. Zeller,,52,46
304,3,5:03.0,Turnover by M. Bridges (bad pass; steal by C. White),,52,46
305,3,4:58.0,,C. White misses 3-pt jump shot from 25 ft,52,46
306,3,4:55.0,Defensive rebound by D. Graham,,52,46
307,3,4:45.0,D. Graham makes 2-pt layup from 1 ft,,54,46
308,3,4:19.0,,T. Young misses 2-pt hook shot from 5 ft,54,46
309,3,4:17.0,Defensive rebound by M. Kidd-Gilchrist,,54,46
310,3,4:04.0,Turnover by M. Kidd-Gilchrist (dbl dribble),,54,46
311,3,4:04.0,,D. Gafford enters the game for W. Carter,54,46
312,3,3:49.0,,Z. LaVine misses 2-pt layup from 2 ft,54,46
313,3,3:49.0,Defensive rebound by Team,,54,46
314,3,3:49.0,,Loose ball foul by D. Gafford (drawn by C. Zeller),54,46
315,3,3:49.0,P. Washington enters the game for M. Bridges,,54,46
316,3,3:36.0,Personal foul by T. Satoranský (drawn by D. Graham),,54,46
317,3,3:36.0,D. Graham makes free throw 1 of 2,,55,46
318,3,3:36.0,,D. Valentine enters the game for T. Satoranský,55,46
319,3,3:36.0,D. Graham makes free throw 2 of 2,,56,46
320,3,3:11.0,,T. Young makes 2-pt jump shot from 7 ft (assist by C. White),56,48
321,3,2:52.0,P. Washington misses 2-pt jump shot from 5 ft (block by D. Gafford),,56,48
322,3,2:51.0,Offensive rebound by Team,,56,48
323,3,2:51.0,T. Rozier enters the game for D. Graham,,56,48
324,3,2:45.0,T. Rozier misses 2-pt layup from 6 ft,,56,48
325,3,2:41.0,Offensive rebound by C. Zeller,,56,48
326,3,2:41.0,C. Zeller makes 2-pt layup at rim,,58,48
327,3,2:28.0,,D. Valentine misses 3-pt jump shot from 27 ft,58,48
328,3,2:25.0,,Offensive rebound by T. Young,58,48
329,3,2:18.0,,C. White misses 2-pt jump shot from 6 ft,58,48
330,3,2:15.0,Defensive rebound by M. Kidd-Gilchrist,,58,48
331,3,2:00.0,C. Zeller misses 3-pt jump shot from 25 ft,,58,48
332,3,1:58.0,,Defensive rebound by Z. LaVine,58,48
333,3,1:58.0,,R. Arcidiacono enters the game for Z. LaVine,58,48
334,3,1:43.0,,C. White misses 3-pt jump shot from 26 ft,58,48
335,3,1:40.0,Defensive rebound by C. Zeller,,58,48
336,3,1:22.0,Personal foul by D. Valentine (drawn by P. Washington),,58,48
337,3,1:22.0,P. Washington misses free throw 1 of 2,,58,48
338,3,1:22.0,Offensive rebound by Team,,58,48
339,3,1:22.0,P. Washington makes free throw 2 of 2,,59,48
340,3,0:59.0,,D. Valentine misses 2-pt jump shot from 14 ft,59,48
341,3,0:58.0,,Offensive rebound by Team,59,48
342,3,0:58.0,,Turnover by Team (shot clock),59,48
343,3,0:39.0,P. Washington misses 2-pt jump shot from 3 ft (block by D. Gafford),,59,48
344,3,0:36.0,,Defensive rebound by R. Arcidiacono,59,48
345,3,0:26.0,,D. Gafford makes 2-pt layup from 1 ft (assist by T. Young),59,50
346,3,0:06.0,Turnover by T. Rozier (bad pass),,59,50
347,3,0:00.0,,Turnover by C. White (bad pass; steal by C. Martin),59,50
348,4,11:42.0,P. Washington makes 2-pt dunk from 1 ft (assist by T. Rozier),,61,50
349,4,11:42.0,,Technical foul by P. Washington,61,50
350,4,11:42.0,,D. Valentine makes technical free throw,61,51
351,4,11:26.0,,T. Young misses 2-pt jump shot from 4 ft,61,51
352,4,11:26.0,Defensive rebound by P. Washington,,61,51
353,4,11:17.0,T. Rozier misses 2-pt jump shot from 5 ft (block by D. Gafford),,61,51
354,4,11:17.0,,Defensive rebound by D. Gafford,61,51
355,4,11:08.0,,D. Gafford misses 2-pt layup from 2 ft,61,51
356,4,11:05.0,,Offensive rebound by D. Valentine,61,51
357,4,10:56.0,,T. Young makes 2-pt layup from 1 ft (assist by D. Valentine),61,53
358,4,10:38.0,M. Monk misses 3-pt jump shot from 27 ft,,61,53
359,4,10:38.0,,Defensive rebound by Team,61,53
360,4,10:18.0,,R. Arcidiacono makes 2-pt jump shot from 11 ft,61,55
361,4,10:15.0,Turnover by P. Washington (bad pass; steal by R. Arcidiacono),,61,55
362,4,10:13.0,,R. Arcidiacono misses 2-pt layup from 2 ft,61,55
363,4,10:12.0,,Offensive rebound by R. Arcidiacono,61,55
364,4,10:11.0,,Shooting foul by P. Washington (drawn by R. Arcidiacono),61,55
365,4,10:11.0,,R. Arcidiacono makes free throw 1 of 2,61,56
366,4,10:11.0,B. Biyombo enters the game for M. Monk,,61,56
367,4,10:11.0,D. Graham enters the game for C. Zeller,,61,56
368,4,10:11.0,,R. Arcidiacono makes free throw 2 of 2,61,57
369,4,10:03.0,Turnover by D. Graham (traveling),,61,57
370,4,9:42.0,,C. White misses 3-pt jump shot from 26 ft,61,57
371,4,9:38.0,Defensive rebound by P. Washington,,61,57
372,4,9:30.0,D. Graham makes 3-pt jump shot from 24 ft (assist by T. Rozier),,64,57
373,4,9:10.0,,Turnover by D. Valentine (bad pass),64,57
374,4,8:46.0,M. Bridges makes 2-pt jump shot from 17 ft,,66,57
375,4,8:31.0,,Personal foul by T. Rozier (drawn by C. White),66,57
376,4,8:31.0,M. Kidd-Gilchrist enters the game for P. Washington,,66,57
377,4,8:31.0,,K. Dunn enters the game for D. Valentine,66,57
378,4,8:31.0,,Z. LaVine enters the game for C. White,66,57
379,4,8:28.0,,Personal foul by D. Graham (drawn by K. Dunn),66,57
380,4,8:23.0,,K. Dunn misses 2-pt jump shot from 7 ft,66,57
381,4,8:19.0,Defensive rebound by M. Bridges,,66,57
382,4,8:08.0,M. Bridges misses 3-pt jump shot from 25 ft,,66,57
383,4,8:04.0,,Defensive rebound by R. Arcidiacono,66,57
384,4,7:59.0,,T. Young makes 2-pt layup from 2 ft (assist by R. Arcidiacono),66,59
385,4,7:34.0,Turnover by D. Graham (bad pass; steal by K. Dunn),,66,59
