,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,BOSTON_ACTION,LA LAKERS_SCORE,BOSTON_SCORE
33,1,8:16.0,J. McGee misses free throw 1 of 2,,12,8
34,1,8:16.0,Offensive rebound by Team,,12,8
35,1,8:16.0,J. McGee makes free throw 2 of 2,,13,8
36,1,8:01.0,,D. Theis makes 2-pt layup from 1 ft (assist by G. Hayward),13,10
37,1,7:59.0,Turnover by J. McGee (bad pass; steal by J. Brown),,13,10
38,1,7:58.0,,J. Brown misses 2-pt dunk from 1 ft (block by J. McGee),13,10
39,1,7:56.0,,Offensive rebound by K. Walker,13,10
40,1,7:56.0,,K. Walker makes 2-pt layup from 2 ft,13,12
41,1,7:39.0,Turnover by J. McGee (lost ball; steal by J. Brown),,13,12
42,1,7:36.0,,Shooting foul by K. Kuzma (drawn by J. Brown),13,12
43,1,7:36.0,,J. Brown makes free throw 1 of 2,13,13
44,1,7:36.0,,J. Brown misses free throw 2 of 2,13,13
45,1,7:33.0,Defensive rebound by J. McGee,,13,13
46,1,7:26.0,K. Kuzma misses 2-pt layup from 3 ft,,13,13
47,1,7:24.0,,Defensive rebound by J. Tatum,13,13
48,1,7:05.0,,J. Brown misses 3-pt jump shot from 26 ft,13,13
49,1,7:03.0,,Offensive rebound by G. Hayward,13,13
50,1,7:01.0,,J. Tatum misses 3-pt jump shot from 26 ft,13,13
51,1,6:58.0,,Offensive rebound by J. Brown,13,13
52,1,6:55.0,,Boston full timeout,13,13
53,1,6:55.0,,M. Smart enters the game for J. Tatum,13,13
54,1,6:49.0,,Turnover by G. Hayward (bad pass; steal by K. Kuzma),13,13
55,1,6:41.0,A. Bradley makes 2-pt layup from 2 ft (assist by L. James),,15,13
56,1,6:27.0,,G. Hayward makes 2-pt dunk at rim (assist by D. Theis),15,15
57,1,6:11.0,D. Green misses 3-pt jump shot from 26 ft,,15,15
58,1,6:10.0,Offensive rebound by L. James,,15,15
59,1,6:10.0,Shooting foul by J. Brown (drawn by L. James),,15,15
60,1,6:10.0,L. James makes free throw 1 of 2,,16,15
61,1,6:10.0,L. James makes free throw 2 of 2,,17,15
62,1,6:00.0,,D. Theis misses 2-pt layup from 5 ft,17,15
63,1,5:58.0,Defensive rebound by L. James,,17,15
64,1,5:55.0,Turnover by L. James (bad pass),,17,15
65,1,5:41.0,,J. Brown makes 2-pt layup from 2 ft (assist by G. Hayward),17,17
66,1,5:41.0,,Shooting foul by L. James (drawn by J. Brown),17,17
67,1,5:41.0,,J. Brown misses free throw 1 of 1,17,17
68,1,5:39.0,Defensive rebound by Team,,17,17
69,1,5:39.0,,Loose ball foul by D. Theis (drawn by J. McGee),17,17
70,1,5:29.0,L. James makes 2-pt layup from 3 ft,,19,17
71,1,5:19.0,,G. Hayward misses 2-pt layup from 3 ft (block by J. McGee),19,17
72,1,5:18.0,Defensive rebound by A. Bradley,,19,17
73,1,5:17.0,Turnover by A. Bradley (step out of bounds),,19,17
74,1,5:17.0,K. Caldwell-Pope enters the game for D. Green,,19,17
75,1,5:17.0,,E. Freedom enters the game for D. Theis,19,17
76,1,5:13.0,,E. Freedom makes 2-pt layup from 3 ft (assist by M. Smart),19,19
77,1,5:01.0,K. Caldwell-Pope makes 2-pt jump shot from 18 ft (assist by L. James),,21,19
78,1,4:51.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by M. Smart),21,22
79,1,4:40.0,L. James misses 2-pt layup from 4 ft (block by E. Freedom),,21,22
80,1,4:39.0,Offensive rebound by Team,,21,22
81,1,4:39.0,D. Howard enters the game for J. McGee,,21,22
82,1,4:33.0,A. Bradley misses 2-pt jump shot from 13 ft,,21,22
83,1,4:32.0,,Defensive rebound by G. Hayward,21,22
84,1,4:11.0,,Personal foul by K. Caldwell-Pope (drawn by M. Smart),21,22
85,1,4:11.0,,M. Smart makes free throw 1 of 2,21,23
86,1,4:11.0,A. Caruso enters the game for A. Bradley,,21,23
87,1,4:11.0,,S. Ojeleye enters the game for K. Walker,21,23
88,1,4:11.0,,M. Smart makes free throw 2 of 2,21,24
89,1,3:56.0,K. Caldwell-Pope makes 3-pt jump shot from 22 ft (assist by L. James),,24,24
90,1,3:40.0,,M. Smart misses 2-pt jump shot from 11 ft,24,24
91,1,3:39.0,Defensive rebound by D. Howard,,24,24
92,1,3:28.0,L. James makes 2-pt layup from 2 ft,,26,24
93,1,3:03.0,,G. Hayward misses 2-pt layup from 7 ft (block by A. Caruso),26,24
94,1,3:02.0,,Offensive rebound by Team,26,24
95,1,3:02.0,R. Rondo enters the game for L. James,,26,24
96,1,2:53.0,,M. Smart makes 3-pt jump shot from 27 ft,26,27
97,1,2:29.0,A. Caruso misses 2-pt layup from 5 ft,,26,27
98,1,2:28.0,Offensive rebound by K. Kuzma,,26,27
99,1,2:25.0,K. Kuzma makes 2-pt dunk at rim,,28,27
100,1,2:11.0,,Turnover by E. Freedom (lost ball; steal by D. Howard),28,27
101,1,2:01.0,K. Kuzma misses 3-pt jump shot from 25 ft,,28,27
102,1,1:58.0,Offensive rebound by R. Rondo,,28,27
103,1,1:48.0,K. Caldwell-Pope makes 2-pt jump shot from 18 ft,,30,27
104,1,1:30.0,,J. Brown misses 2-pt jump shot from 16 ft,30,27
105,1,1:29.0,Defensive rebound by D. Howard,,30,27
106,1,1:19.0,K. Kuzma misses 2-pt jump shot from 6 ft,,30,27
107,1,1:19.0,,Defensive rebound by Team,30,27
108,1,1:19.0,LA Lakers full timeout,,30,27
109,1,1:19.0,,J. Tatum enters the game for G. Hayward,30,27
110,1,0:59.0,,J. Tatum misses 2-pt jump shot from 14 ft,30,27
111,1,0:58.0,,Offensive rebound by E. Freedom,30,27
112,1,0:58.0,,E. Freedom makes 2-pt layup from 1 ft,30,29
113,1,0:45.0,A. Caruso misses 3-pt jump shot from 22 ft,,30,29
114,1,0:42.0,,Defensive rebound by S. Ojeleye,30,29
115,1,0:35.0,,J. Brown misses 3-pt jump shot from 24 ft,30,29
116,1,0:34.0,,Offensive rebound by E. Freedom,30,29
117,1,0:32.0,,E. Freedom makes 2-pt layup from 5 ft,30,31
118,1,0:32.0,Violation by Team (def goaltending),,30,31
119,1,0:20.0,D. Howard misses 2-pt hook shot from 6 ft,,30,31
120,1,0:19.0,,Defensive rebound by E. Freedom,30,31
121,1,0:04.0,,E. Freedom misses 2-pt layup from 1 ft,30,31
122,1,0:02.0,,Offensive rebound by J. Tatum,30,31
123,1,0:00.0,,J. Tatum makes 2-pt jump shot from 5 ft,30,33
124,1,0:00.0,,Instant Replay (Request: Ruling Stands),30,33
125,2,11:42.0,,K. Walker makes 2-pt jump shot from 17 ft (assist by M. Smart),30,35
126,2,11:30.0,Personal foul by M. Smart (drawn by L. James),,30,35
127,2,11:22.0,D. Howard makes 2-pt hook shot from 6 ft (assist by L. James),,32,35
128,2,11:00.0,,J. Tatum makes 2-pt layup from 2 ft,32,37
129,2,10:47.0,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,,32,37
130,2,10:45.0,,Defensive rebound by J. Tatum,32,37
131,2,10:38.0,,J. Tatum makes 3-pt jump shot from 26 ft,32,40
132,2,10:26.0,Flagrant foul type 1 by E. Freedom (drawn by A. Davis),,32,40
133,2,10:26.0,Instant Replay (Request: Ruling Stands),,32,40
134,2,10:26.0,A. Davis makes flagrant free throw 1 of 2,,33,40
135,2,10:26.0,A. Davis makes flagrant free throw 2 of 2,,34,40
136,2,10:09.0,K. Caldwell-Pope misses 2-pt jump shot from 18 ft,,34,40
137,2,10:08.0,,Defensive rebound by S. Ojeleye,34,40
138,2,9:56.0,,E. Freedom makes 2-pt layup from 1 ft (assist by M. Smart),34,42
139,2,9:40.0,A. Davis misses 2-pt layup from 7 ft (block by S. Ojeleye),,34,42
140,2,9:40.0,Offensive rebound by Team,,34,42
141,2,9:39.0,L. James makes 2-pt jump shot from 14 ft (assist by R. Rondo),,36,42
142,2,9:39.0,Shooting foul by M. Smart (drawn by L. James),,36,42
143,2,9:39.0,L. James makes free throw 1 of 1,,37,42
144,2,9:29.0,,Personal foul by R. Rondo (drawn by K. Walker),37,42
145,2,9:24.0,,K. Walker misses 3-pt jump shot from 25 ft,37,42
146,2,9:23.0,Defensive rebound by A. Davis,,37,42
147,2,9:16.0,D. Howard makes 2-pt dunk from 3 ft (assist by A. Davis),,39,42
148,2,8:55.0,,J. Tatum makes 3-pt jump shot from 27 ft,39,45
149,2,8:42.0,Offensive foul by D. Howard (drawn by J. Tatum),,39,45
150,2,8:42.0,Turnover by D. Howard (offensive foul),,39,45
151,2,8:42.0,,D. Theis enters the game for E. Freedom,39,45
152,2,8:34.0,,Offensive foul by D. Theis (drawn by K. Caldwell-Pope),39,45
153,2,8:34.0,,Turnover by D. Theis (offensive foul),39,45
154,2,8:12.0,R. Rondo makes 3-pt jump shot from 23 ft (assist by A. Davis),,42,45
155,2,7:58.0,,J. Tatum misses 2-pt jump shot from 12 ft,42,45
156,2,7:57.0,Defensive rebound by L. James,,42,45
157,2,7:51.0,R. Rondo makes 2-pt layup from 4 ft,,44,45
158,2,7:24.0,,J. Tatum misses 2-pt jump shot from 14 ft,44,45
159,2,7:23.0,,Offensive rebound by S. Ojeleye,44,45
160,2,7:21.0,,S. Ojeleye misses 2-pt layup from 10 ft (block by A. Davis),44,45
161,2,7:19.0,Defensive rebound by R. Rondo,,44,45
162,2,7:17.0,K. Caldwell-Pope misses 2-pt layup from 3 ft,,44,45
163,2,7:12.0,,Defensive rebound by M. Smart,44,45
164,2,7:10.0,,M. Smart misses 3-pt jump shot from 26 ft,44,45
165,2,7:07.0,,Offensive rebound by S. Ojeleye,44,45
166,2,7:03.0,,J. Tatum makes 3-pt jump shot from 25 ft (assist by K. Walker),44,48
167,2,6:58.0,LA Lakers full timeout,,44,48
168,2,6:58.0,D. Green enters the game for D. Howard,,44,48
169,2,6:58.0,K. Kuzma enters the game for L. James,,44,48
170,2,6:58.0,,G. Hayward enters the game for D. Theis,44,48
171,2,6:58.0,,E. Freedom enters the game for K. Walker,44,48
172,2,6:36.0,R. Rondo misses 2-pt layup from 2 ft,,44,48
173,2,6:35.0,,Defensive rebound by S. Ojeleye,44,48
174,2,6:13.0,,S. Ojeleye misses 2-pt jump shot from 15 ft,44,48
175,2,6:12.0,,Offensive rebound by E. Freedom,44,48
176,2,6:09.0,,E. Freedom misses 2-pt layup from 1 ft,44,48
177,2,6:08.0,,Offensive rebound by E. Freedom,44,48
178,2,6:08.0,,E. Freedom makes 2-pt layup from 1 ft,44,50
179,2,5:58.0,Turnover by R. Rondo (bad pass; steal by M. Smart),,44,50
180,2,5:55.0,,J. Tatum makes 2-pt dunk from 1 ft,44,52
181,2,5:55.0,LA Lakers full timeout,,44,52
182,2,5:55.0,A. Bradley enters the game for K. Caldwell-Pope,,44,52
183,2,5:55.0,A. Caruso enters the game for R. Rondo,,44,52
184,2,5:55.0,,J. Brown enters the game for S. Ojeleye,44,52
185,2,5:43.0,Shooting foul by J. Tatum (drawn by K. Kuzma),,44,52
186,2,5:43.0,K. Kuzma misses free throw 1 of 2,,44,52
187,2,5:43.0,Offensive rebound by Team,,44,52
188,2,5:43.0,K. Kuzma misses free throw 2 of 2,,44,52
189,2,5:43.0,,Defensive rebound by E. Freedom,44,52
190,2,5:27.0,,Shooting foul by D. Green (drawn by J. Brown),44,52
191,2,5:27.0,,J. Brown makes free throw 1 of 2,44,53
192,2,5:27.0,,J. Brown misses free throw 2 of 2,44,53
193,2,5:25.0,Defensive rebound by K. Kuzma,,44,53
194,2,5:11.0,Personal foul by J. Tatum (drawn by A. Caruso),,44,53
195,2,5:11.0,A. Caruso misses free throw 1 of 2,,44,53
196,2,5:11.0,Offensive rebound by Team,,44,53
197,2,5:11.0,,K. Walker enters the game for M. Smart,44,53
198,2,5:11.0,A. Caruso makes free throw 2 of 2,,45,53
199,2,4:55.0,,J. Tatum misses 2-pt jump shot from 17 ft,45,53
200,2,4:54.0,Defensive rebound by K. Kuzma,,45,53
201,2,4:37.0,Turnover by K. Kuzma (bad pass),,45,53
202,2,4:20.0,,K. Walker makes 2-pt jump shot from 22 ft (assist by J. Brown),45,55
203,2,3:56.0,A. Davis misses 2-pt hook shot from 11 ft,,45,55
204,2,3:54.0,,Defensive rebound by K. Walker,45,55
205,2,3:48.0,,E. Freedom makes 2-pt layup from 1 ft (assist by K. Walker),45,57
206,2,3:36.0,A. Bradley makes 2-pt jump shot from 19 ft,,47,57
207,2,3:23.0,,Shooting foul by A. Caruso (drawn by G. Hayward),47,57
208,2,3:23.0,,G. Hayward misses free throw 1 of 2,47,57
209,2,3:23.0,,Offensive rebound by Team,47,57
210,2,3:23.0,L. James enters the game for A. Caruso,,47,57
211,2,3:23.0,J. McGee enters the game for A. Davis,,47,57
212,2,3:23.0,,M. Smart enters the game for J. Tatum,47,57
213,2,3:23.0,,G. Hayward makes free throw 2 of 2,47,58
214,2,3:10.0,L. James makes 2-pt layup from 6 ft,,49,58
215,2,2:51.0,,Shooting foul by J. McGee (drawn by K. Walker),49,58
216,2,2:51.0,,K. Walker makes free throw 1 of 2,49,59
217,2,2:51.0,,K. Walker makes free throw 2 of 2,49,60
218,2,2:38.0,J. McGee misses 2-pt hook shot from 7 ft,,49,60
219,2,2:37.0,,Defensive rebound by Team,49,60
220,2,2:37.0,Loose ball foul by J. McGee (drawn by E. Freedom),,49,60
221,2,2:37.0,,E. Freedom makes free throw 1 of 2,49,61
222,2,2:37.0,,E. Freedom makes free throw 2 of 2,49,62
223,2,2:25.0,K. Kuzma makes 2-pt dunk from 1 ft (assist by A. Bradley),,51,62
224,2,2:12.0,,J. Brown makes 3-pt jump shot from 24 ft (assist by K. Walker),51,65
225,2,2:00.0,J. McGee makes 2-pt dunk from 1 ft (assist by A. Bradley),,53,65
226,2,1:47.0,,G. Hayward misses 3-pt jump shot from 25 ft,53,65
227,2,1:45.0,,Offensive rebound by E. Freedom,53,65
228,2,1:42.0,,E. Freedom makes 2-pt layup at rim,53,67
229,2,1:19.0,K. Kuzma misses 2-pt jump shot from 9 ft,,53,67
230,2,1:17.0,,Defensive rebound by G. Hayward,53,67
231,2,1:12.0,,K. Walker misses 2-pt layup from 2 ft,53,67
232,2,1:09.0,,Offensive rebound by E. Freedom,53,67
233,2,1:09.0,,E. Freedom makes 2-pt layup from 1 ft,53,69
234,2,0:56.0,Shooting foul by E. Freedom (drawn by L. James),,53,69
235,2,0:56.0,L. James makes free throw 1 of 2,,54,69
236,2,0:56.0,L. James makes free throw 2 of 2,,55,69
237,2,0:39.0,,Turnover by K. Walker (lost ball; steal by A. Bradley),55,69
238,2,0:39.0,,G. Williams enters the game for E. Freedom,55,69
239,2,0:27.0,L. James misses 3-pt jump shot from 27 ft,,55,69
240,2,0:26.0,,Defensive rebound by K. Walker,55,69
241,2,0:03.0,,Turnover by M. Smart (bad pass),55,69
242,2,0:01.0,J. McGee misses 3-pt jump shot from 45 ft,,55,69
243,2,0:01.0,Offensive rebound by Team,,55,69
244,3,11:41.0,,Turnover by K. Walker (out of bounds lost ball),55,69
245,3,11:27.0,Personal foul by J. Brown (drawn by A. Bradley),,55,69
246,3,11:16.0,Turnover by A. Davis (lost ball; steal by J. Brown),,55,69
247,3,11:10.0,,K. Walker makes 3-pt jump shot from 26 ft (assist by J. Brown),55,72
248,3,10:47.0,J. McGee makes 2-pt hook shot from 10 ft,,57,72
249,3,10:27.0,,D. Theis makes 3-pt jump shot from 27 ft (assist by J. Brown),57,75
250,3,10:10.0,J. McGee makes 2-pt dunk from 4 ft (assist by L. James),,59,75
251,3,9:57.0,,K. Walker makes 2-pt layup from 3 ft,59,77
252,3,9:46.0,A. Davis makes 2-pt jump shot from 13 ft (assist by L. James),,61,77
253,3,9:32.0,,K. Walker makes 2-pt layup from 5 ft,61,79
254,3,9:15.0,D. Green misses 3-pt jump shot from 23 ft,,61,79
255,3,9:14.0,Offensive rebound by J. McGee,,61,79
256,3,9:09.0,A. Bradley misses 2-pt layup from 2 ft (block by D. Theis),,61,79
257,3,9:08.0,,Defensive rebound by J. Brown,61,79
258,3,9:05.0,,Offensive foul by J. Brown (drawn by L. James),61,79
259,3,9:05.0,,Turnover by J. Brown (offensive foul),61,79
260,3,9:05.0,A. Caruso enters the game for J. McGee,,61,79
261,3,8:57.0,A. Bradley makes 2-pt jump shot from 8 ft (assist by L. James),,63,79
262,3,8:36.0,,K. Walker misses 3-pt jump shot from 26 ft,63,79
263,3,8:35.0,,Offensive rebound by Team,63,79
264,3,8:35.0,Loose ball foul by D. Green (drawn by D. Theis),,63,79
265,3,8:29.0,,J. Brown makes 2-pt dunk from 2 ft (assist by D. Theis),63,81
266,3,8:29.0,LA Lakers full timeout,,63,81
267,3,8:29.0,Technical foul by J. Brown,,63,81
268,3,8:29.0,A. Davis makes technical free throw,,64,81
269,3,8:16.0,L. James makes 2-pt layup from 5 ft,,66,81
270,3,7:59.0,,J. Tatum makes 2-pt layup from 2 ft (assist by K. Walker),66,83
271,3,7:47.0,Turnover by L. James (bad pass; steal by D. Theis),,66,83
272,3,7:43.0,,J. Brown makes 2-pt layup from 2 ft (assist by K. Walker),66,85
273,3,7:18.0,A. Caruso misses 3-pt jump shot from 27 ft,,66,85
274,3,7:17.0,,Defensive rebound by G. Hayward,66,85
275,3,7:11.0,,J. Tatum makes 3-pt jump shot from 26 ft (assist by G. Hayward),66,88
276,3,7:09.0,LA Lakers full timeout,,66,88
277,3,7:09.0,K. Caldwell-Pope enters the game for A. Bradley,,66,88
278,3,7:09.0,T. Daniels enters the game for D. Green,,66,88
279,3,7:03.0,Personal foul by J. Tatum (drawn by L. James),,66,88
280,3,6:53.0,A. Davis makes 2-pt dunk from 1 ft (assist by L. James),,68,88
281,3,6:36.0,,Personal foul by A. Davis (drawn by J. Tatum),68,88
282,3,6:29.0,,G. Hayward makes 2-pt layup from 2 ft (assist by D. Theis),68,90
283,3,6:24.0,Personal foul by J. Brown (drawn by A. Caruso),,68,90
284,3,6:18.0,Turnover by A. Davis (bad pass; steal by K. Walker),,68,90
285,3,6:05.0,,J. Tatum makes 3-pt jump shot from 25 ft,68,93
286,3,5:49.0,A. Davis misses 2-pt layup from 7 ft,,68,93
287,3,5:48.0,Offensive rebound by L. James,,68,93
288,3,5:45.0,L. James misses 2-pt layup from 1 ft,,68,93
289,3,5:44.0,Offensive rebound by L. James,,68,93
290,3,5:44.0,L. James misses 2-pt layup from 1 ft,,68,93
291,3,5:44.0,,Defensive rebound by D. Theis,68,93
292,3,5:32.0,,K. Walker makes 2-pt jump shot from 7 ft (assist by J. Tatum),68,95
293,3,5:17.0,L. James misses 2-pt layup from 3 ft,,68,95
294,3,5:16.0,,Defensive rebound by K. Walker,68,95
295,3,5:13.0,,J. Brown misses 3-pt jump shot from 26 ft,68,95
296,3,5:11.0,Defensive rebound by K. Caldwell-Pope,,68,95
297,3,4:54.0,Personal foul by D. Theis (drawn by A. Davis),,68,95
298,3,4:54.0,D. Howard enters the game for A. Davis,,68,95
299,3,4:54.0,,E. Freedom enters the game for J. Brown,68,95
300,3,4:54.0,,S. Ojeleye enters the game for J. Tatum,68,95
301,3,4:54.0,,M. Smart enters the game for D. Theis,68,95
302,3,4:50.0,T. Daniels misses 2-pt jump shot from 18 ft,,68,95
303,3,4:46.0,,Defensive rebound by E. Freedom,68,95
304,3,4:38.0,,Personal foul by D. Howard (drawn by K. Walker),68,95
305,3,4:31.0,,Personal foul by D. Howard (drawn by E. Freedom),68,95
306,3,4:26.0,,M. Smart makes 2-pt jump shot from 12 ft (assist by G. Hayward),68,97
307,3,4:02.0,T. Daniels makes 3-pt jump shot from 23 ft (assist by L. James),,71,97
308,3,3:50.0,,G. Hayward misses 2-pt layup from 3 ft (block by K. Caldwell-Pope),71,97
309,3,3:50.0,Defensive rebound by L. James,,71,97
310,3,3:42.0,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,,71,97
311,3,3:39.0,,Defensive rebound by M. Smart,71,97
312,3,3:32.0,,Offensive foul by E. Freedom (drawn by K. Caldwell-Pope),71,97
313,3,3:32.0,,Turnover by E. Freedom (offensive foul),71,97
314,3,3:32.0,K. Kuzma enters the game for A. Caruso,,71,97
315,3,3:32.0,R. Rondo enters the game for L. James,,71,97
316,3,3:32.0,,J. Tatum enters the game for K. Walker,71,97
317,3,3:22.0,T. Daniels misses 2-pt jump shot from 20 ft,,71,97
318,3,3:20.0,Offensive rebound by D. Howard,,71,97
319,3,3:20.0,D. Howard makes 2-pt layup from 1 ft,,73,97
320,3,2:56.0,,S. Ojeleye makes 3-pt jump shot from 23 ft (assist by G. Hayward),73,100
321,3,2:42.0,K. Kuzma misses 2-pt jump shot from 14 ft,,73,100
322,3,2:40.0,Offensive rebound by D. Howard,,73,100
323,3,2:30.0,T. Daniels misses 3-pt jump shot from 23 ft,,73,100
324,3,2:29.0,,Defensive rebound by G. Hayward,73,100
325,3,2:21.0,,S. Ojeleye misses 2-pt jump shot from 20 ft,73,100
326,3,2:20.0,,Offensive rebound by Team,73,100
327,3,2:20.0,Loose ball foul by D. Howard (drawn by E. Freedom),,73,100
328,3,2:20.0,,E. Freedom misses free throw 1 of 2,73,100
329,3,2:20.0,,Offensive rebound by Team,73,100
330,3,2:20.0,,E. Freedom misses free throw 2 of 2,73,100
331,3,2:20.0,Defensive rebound by D. Howard,,73,100
332,3,2:07.0,Personal foul by G. Hayward (drawn by R. Rondo),,73,100
333,3,2:07.0,R. Rondo makes free throw 1 of 2,,74,100
334,3,2:07.0,R. Rondo makes free throw 2 of 2,,75,100
335,3,1:50.0,,G. Hayward misses 2-pt jump shot from 12 ft,75,100
336,3,1:48.0,Defensive rebound by D. Howard,,75,100
337,3,1:35.0,R. Rondo misses 2-pt layup from 4 ft,,75,100
338,3,1:33.0,,Defensive rebound by E. Freedom,75,100
339,3,1:27.0,,G. Hayward makes 3-pt jump shot from 26 ft (assist by J. Tatum),75,103
340,3,1:12.0,R. Rondo makes 2-pt layup from 1 ft,,77,103
341,3,0:55.0,,Shooting foul by T. Daniels (drawn by J. Tatum),77,103
342,3,0:55.0,,J. Tatum misses free throw 1 of 2,77,103
343,3,0:55.0,,Offensive rebound by Team,77,103
344,3,0:55.0,,J. Tatum makes free throw 2 of 2,77,104
345,3,0:40.0,K. Kuzma makes 2-pt layup from 2 ft,,79,104
346,3,0:36.0,,M. Smart misses 3-pt jump shot from 25 ft,79,104
347,3,0:34.0,Defensive rebound by Team,,79,104
348,3,0:29.0,K. Kuzma misses 2-pt jump shot from 10 ft,,79,104
349,3,0:27.0,Offensive rebound by Team,,79,104
350,3,0:27.0,,Loose ball foul by M. Smart (drawn by D. Howard),79,104
351,3,0:27.0,D. Howard makes free throw 1 of 2,,80,104
352,3,0:27.0,,K. Walker enters the game for S. Ojeleye,80,104
353,3,0:27.0,D. Howard misses free throw 2 of 2,,80,104
354,3,0:27.0,,Defensive rebound by J. Tatum,80,104
355,3,0:06.0,,Turnover by M. Smart (bad pass; steal by T. Daniels),80,104
356,3,0:01.0,Turnover by K. Kuzma (bad pass; steal by J. Tatum),,80,104
357,3,0:00.0,,J. Tatum misses 3-pt jump shot from 27 ft,80,104
358,3,0:00.0,,Offensive rebound by Team,80,104
359,4,11:52.0,T. Daniels misses 3-pt jump shot from 26 ft,,80,104
360,4,11:51.0,,Defensive rebound by J. Brown,80,104
361,4,11:30.0,,M. Smart misses 3-pt jump shot from 23 ft,80,104
362,4,11:28.0,,Offensive rebound by Team,80,104
363,4,11:28.0,Loose ball foul by A. Davis (drawn by E. Freedom),,80,104
364,4,11:18.0,,J. Brown makes 2-pt layup from 3 ft (assist by J. Tatum),80,106
365,4,10:59.0,L. James misses 3-pt jump shot from 26 ft,,80,106
366,4,10:58.0,Offensive rebound by A. Davis,,80,106
367,4,10:56.0,A. Davis misses 2-pt jump shot from 14 ft,,80,106
368,4,10:55.0,,Defensive rebound by J. Tatum,80,106
369,4,10:44.0,,J. Tatum misses 3-pt jump shot from 26 ft,80,106
370,4,10:42.0,Defensive rebound by A. Davis,,80,106
371,4,10:35.0,R. Rondo makes 2-pt layup from 5 ft,,82,106
372,4,10:14.0,,M. Smart misses 3-pt jump shot from 26 ft,82,106
373,4,10:13.0,Defensive rebound by Team,,82,106
374,4,10:13.0,D. Green enters the game for T. Daniels,,82,106
375,4,10:00.0,R. Rondo misses 3-pt jump shot from 28 ft,,82,106
376,4,9:59.0,,Defensive rebound by E. Freedom,82,106
377,4,9:50.0,,M. Smart makes 2-pt jump shot from 10 ft,82,108
378,4,9:42.0,Turnover by R. Rondo (bad pass; steal by M. Smart),,82,108
379,4,9:39.0,,Shooting foul by A. Davis (drawn by S. Ojeleye),82,108
380,4,9:39.0,,S. Ojeleye makes free throw 1 of 2,82,109
381,4,9:39.0,,D. Theis enters the game for E. Freedom,82,109
382,4,9:39.0,,S. Ojeleye makes free throw 2 of 2,82,110
383,4,9:31.0,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,,82,110
384,4,9:30.0,,Defensive rebound by D. Theis,82,110
385,4,9:12.0,,J. Tatum makes 2-pt layup from 2 ft,82,112
386,4,9:12.0,,Shooting foul by K. Caldwell-Pope (drawn by J. Tatum),82,112
387,4,9:12.0,A. Bradley enters the game for K. Caldwell-Pope,,82,112
388,4,9:12.0,,J. Tatum makes free throw 1 of 1,82,113
