,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,MEMPHIS_ACTION,SAN ANTONIO_SCORE,MEMPHIS_SCORE
0,1,11:34.0,Shooting foul by D. Brooks (drawn by D. DeRozan),,0,0
1,1,11:34.0,D. DeRozan makes free throw 1 of 2,,1,0
2,1,11:34.0,D. DeRozan makes free throw 2 of 2,,2,0
3,1,11:20.0,,J. Jackson makes 3-pt jump shot from 25 ft (assist by J. Crowder),2,3
4,1,11:03.0,L. Aldridge makes 2-pt jump shot from 20 ft (assist by B. Forbes),,4,3
5,1,10:52.0,,J. Jackson misses 3-pt jump shot from 26 ft,4,3
6,1,10:49.0,Defensive rebound by D. Murray,,4,3
7,1,10:44.0,L. Aldridge misses 3-pt jump shot from 25 ft,,4,3
8,1,10:41.0,,Defensive rebound by J. Morant,4,3
9,1,10:36.0,,J. Morant makes 3-pt jump shot from 26 ft,4,6
10,1,10:23.0,B. Forbes makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,7,6
11,1,10:02.0,,J. Crowder misses 2-pt jump shot from 18 ft,7,6
12,1,9:59.0,Defensive rebound by D. Murray,,7,6
13,1,9:49.0,D. Murray makes 2-pt layup from 5 ft (assist by D. DeRozan),,9,6
14,1,9:34.0,,J. Valančiūnas misses 2-pt jump shot from 14 ft,9,6
15,1,9:32.0,Defensive rebound by L. Aldridge,,9,6
16,1,9:21.0,L. Aldridge makes 2-pt jump shot from 19 ft (assist by B. Forbes),,11,6
17,1,9:09.0,,J. Valančiūnas misses 3-pt jump shot from 27 ft,11,6
18,1,9:06.0,Defensive rebound by D. DeRozan,,11,6
19,1,8:52.0,T. Lyles makes 2-pt jump shot from 22 ft (assist by L. Aldridge),,13,6
20,1,8:52.0,,Memphis full timeout,13,6
21,1,8:42.0,,Turnover by J. Morant (lost ball; steal by D. Murray),13,6
22,1,8:39.0,D. Murray misses 2-pt layup from 1 ft,,13,6
23,1,8:38.0,,Defensive rebound by J. Valančiūnas,13,6
24,1,8:38.0,,Personal foul by D. Murray (drawn by J. Valančiūnas),13,6
25,1,8:24.0,,J. Jackson misses 2-pt hook shot from 6 ft (block by T. Lyles),13,6
26,1,8:19.0,,Offensive rebound by J. Valančiūnas,13,6
27,1,8:18.0,,J. Valančiūnas makes 2-pt hook shot from 2 ft,13,8
28,1,8:09.0,L. Aldridge misses 2-pt jump shot from 22 ft,,13,8
29,1,8:07.0,,Defensive rebound by J. Valančiūnas,13,8
30,1,8:00.0,,D. Brooks misses 2-pt jump shot from 6 ft,13,8
31,1,7:54.0,,Offensive rebound by D. Brooks,13,8
32,1,7:54.0,,D. Brooks makes 2-pt layup from 1 ft,13,10
33,1,7:45.0,L. Aldridge makes 2-pt jump shot from 21 ft (assist by D. Murray),,15,10
34,1,7:25.0,,J. Valančiūnas makes 2-pt dunk from 1 ft (assist by J. Jackson),15,12
35,1,7:12.0,B. Forbes makes 3-pt jump shot from 26 ft (assist by D. DeRozan),,18,12
36,1,6:57.0,,J. Morant misses 2-pt layup from 2 ft (block by L. Aldridge),18,12
37,1,6:54.0,Defensive rebound by B. Forbes,,18,12
38,1,6:49.0,D. DeRozan makes 2-pt jump shot from 6 ft,,20,12
39,1,6:41.0,,Turnover by D. Brooks (traveling),20,12
40,1,6:41.0,,B. Clarke enters the game for J. Morant,20,12
41,1,6:41.0,,T. Jones enters the game for J. Valančiūnas,20,12
42,1,6:21.0,T. Lyles makes 2-pt layup from 1 ft (assist by B. Forbes),,22,12
43,1,6:10.0,,D. Brooks misses 2-pt layup from 1 ft,22,12
44,1,6:08.0,Defensive rebound by L. Aldridge,,22,12
45,1,5:58.0,Turnover by D. DeRozan (bad pass; steal by D. Brooks),,22,12
46,1,5:48.0,,J. Jackson misses 3-pt jump shot from 26 ft,22,12
47,1,5:44.0,Defensive rebound by T. Lyles,,22,12
