,QUARTER,TIME_REMAINING,BOSTON_ACTION,CHARLOTTE_ACTION,BOSTON_SCORE,CHARLOTTE_SCORE
0,1,11:36.0,,P. Washington makes 3-pt jump shot from 23 ft (assist by D. Graham),0,3
1,1,11:16.0,G. Hayward misses 3-pt jump shot from 27 ft,,0,3
2,1,11:12.0,,Defensive rebound by D. Graham,0,3
3,1,11:07.0,,M. Bridges misses 2-pt layup from 5 ft,0,3
4,1,11:05.0,Defensive rebound by J. Tatum,,0,3
5,1,10:51.0,D. Theis makes 2-pt dunk from 1 ft (assist by M. Smart),,2,3
6,1,10:35.0,,D. Graham makes 3-pt jump shot from 26 ft (assist by T. Rozier),2,6
7,1,10:16.0,J. Tatum makes 2-pt layup from 2 ft,,4,6
8,1,10:02.0,,Offensive foul by T. Rozier (drawn by K. Walker),4,6
9,1,10:02.0,,Turnover by T. Rozier (offensive foul),4,6
10,1,9:47.0,D. Theis misses 2-pt layup from 3 ft,,4,6
11,1,9:45.0,,Defensive rebound by M. Bridges,4,6
12,1,9:44.0,,T. Rozier makes 2-pt layup from 1 ft (assist by M. Bridges),4,8
13,1,9:26.0,D. Theis misses 3-pt jump shot from 27 ft,,4,8
14,1,9:24.0,,Defensive rebound by M. Bridges,4,8
15,1,9:21.0,,Turnover by M. Bridges (bad pass; steal by J. Tatum),4,8
16,1,9:18.0,J. Tatum makes 2-pt dunk from 1 ft,,6,8
17,1,8:54.0,,Turnover by P. Washington (lost ball; steal by M. Smart),6,8
18,1,8:50.0,K. Walker misses 2-pt layup from 3 ft,,6,8
19,1,8:47.0,,Defensive rebound by D. Graham,6,8
20,1,8:43.0,,T. Rozier misses 3-pt jump shot from 26 ft,6,8
21,1,8:40.0,Defensive rebound by D. Theis,,6,8
22,1,8:23.0,G. Hayward misses 3-pt jump shot from 26 ft,,6,8
23,1,8:20.0,,Defensive rebound by P. Washington,6,8
24,1,8:03.0,,P. Washington misses 2-pt jump shot from 4 ft (block by J. Tatum),6,8
25,1,8:03.0,,Offensive rebound by Team,6,8
26,1,7:59.0,,B. Biyombo makes 2-pt hook shot from 4 ft (assist by T. Rozier),6,10
27,1,7:40.0,Shooting foul by P. Washington (drawn by D. Theis),,6,10
28,1,7:40.0,D. Theis misses free throw 1 of 2,,6,10
29,1,7:40.0,Offensive rebound by Team,,6,10
30,1,7:40.0,D. Theis makes free throw 2 of 2,,7,10
31,1,7:20.0,,D. Graham misses 3-pt jump shot from 26 ft,7,10
