,QUARTER,TIME_REMAINING,CHICAGO_ACTION,MIAMI_ACTION,CHICAGO_SCORE,MIAMI_SCORE
115,2,10:51.0,D. Valentine makes 2-pt jump shot from 11 ft,,27,20
116,2,10:36.0,,D. Jones makes 2-pt dunk at rim (assist by B. Adebayo),27,22
117,2,10:20.0,T. Young makes 3-pt jump shot from 26 ft (assist by C. White),,30,22
118,2,10:02.0,,T. Herro makes 2-pt jump shot from 13 ft,30,24
119,2,9:51.0,D. Valentine misses 3-pt jump shot from 24 ft,,30,24
120,2,9:48.0,,Defensive rebound by K. Olynyk,30,24
121,2,9:40.0,,T. Herro misses 2-pt jump shot from 19 ft,30,24
122,2,9:36.0,Defensive rebound by W. Carter,,30,24
123,2,9:25.0,Shooting foul by K. Nunn (drawn by C. White),,30,24
124,2,9:25.0,C. White makes free throw 1 of 2,,31,24
125,2,9:25.0,L. Kornet enters the game for W. Carter,,31,24
126,2,9:25.0,C. White makes free throw 2 of 2,,32,24
127,2,9:08.0,,K. Nunn makes 2-pt layup from 1 ft,32,26
128,2,8:55.0,T. Young misses 2-pt hook shot from 5 ft,,32,26
129,2,8:53.0,,Defensive rebound by T. Herro,32,26
130,2,8:44.0,,B. Adebayo makes 2-pt dunk from 1 ft (assist by T. Herro),32,28
131,2,8:44.0,Chicago full timeout,,32,28
132,2,8:44.0,K. Dunn enters the game for R. Arcidiacono,,32,28
133,2,8:44.0,Z. LaVine enters the game for D. Valentine,,32,28
134,2,8:21.0,C. White misses 3-pt jump shot from 24 ft,,32,28
135,2,8:17.0,Offensive rebound by Team,,32,28
136,2,8:12.0,Offensive foul by T. Young (drawn by K. Olynyk),,32,28
137,2,8:12.0,Turnover by T. Young (offensive foul),,32,28
138,2,7:53.0,,T. Herro makes 2-pt layup from 1 ft,32,30
139,2,7:40.0,Z. LaVine misses 2-pt jump shot from 21 ft,,32,30
140,2,7:37.0,,Defensive rebound by B. Adebayo,32,30
141,2,7:31.0,,Personal foul by K. Dunn (drawn by T. Herro),32,30
142,2,7:31.0,T. Satoranský enters the game for C. White,,32,30
143,2,7:14.0,,B. Adebayo makes 2-pt layup from 5 ft (assist by T. Herro),32,32
144,2,6:59.0,K. Dunn makes 2-pt layup from 2 ft,,34,32
145,2,6:38.0,,T. Herro makes 3-pt jump shot from 23 ft,34,35
146,2,6:26.0,T. Satoranský misses 2-pt jump shot from 9 ft,,34,35
147,2,6:24.0,,Defensive rebound by B. Adebayo,34,35
148,2,6:12.0,,K. Olynyk misses 3-pt jump shot from 25 ft,34,35
149,2,6:09.0,Defensive rebound by T. Satoranský,,34,35
150,2,6:03.0,T. Satoranský makes 2-pt layup at rim (assist by Z. LaVine),,36,35
151,2,6:03.0,Chicago full timeout,,36,35
152,2,6:03.0,W. Carter enters the game for L. Kornet,,36,35
153,2,6:03.0,L. Markkanen enters the game for T. Young,,36,35
154,2,6:03.0,,J. Butler enters the game for D. Jones,36,35
155,2,6:03.0,,D. Robinson enters the game for K. Nunn,36,35
156,2,5:43.0,,T. Herro misses 3-pt jump shot from 25 ft,36,35
157,2,5:41.0,Defensive rebound by W. Carter,,36,35
158,2,5:23.0,K. Dunn misses 2-pt layup from 2 ft,,36,35
159,2,5:21.0,,Defensive rebound by B. Adebayo,36,35
160,2,5:17.0,,K. Olynyk misses 3-pt jump shot from 31 ft,36,35
161,2,5:12.0,Defensive rebound by W. Carter,,36,35
162,2,5:04.0,T. Satoranský misses 2-pt hook shot from 4 ft,,36,35
163,2,5:04.0,,Defensive rebound by Team,36,35
164,2,5:04.0,,C. Silva enters the game for B. Adebayo,36,35
165,2,4:44.0,,J. Butler misses 2-pt layup from 2 ft,36,35
166,2,4:40.0,,Offensive rebound by C. Silva,36,35
167,2,4:39.0,,Shooting foul by W. Carter (drawn by J. Butler),36,35
168,2,4:39.0,,J. Butler makes free throw 1 of 2,36,36
169,2,4:39.0,,J. Butler misses free throw 2 of 2,36,36
170,2,4:37.0,Defensive rebound by Z. LaVine,,36,36
171,2,4:32.0,Chicago full timeout,,36,36
172,2,4:24.0,W. Carter makes 2-pt layup from 2 ft,,38,36
173,2,4:01.0,,J. Butler misses 2-pt jump shot from 10 ft,38,36
174,2,3:58.0,,Offensive rebound by D. Robinson,38,36
175,2,3:51.0,,T. Herro misses 2-pt layup from 3 ft,38,36
176,2,3:51.0,,Offensive rebound by Team,38,36
177,2,3:46.0,,D. Robinson misses 3-pt jump shot from 25 ft,38,36
178,2,3:43.0,Defensive rebound by L. Markkanen,,38,36
179,2,3:31.0,Shooting foul by C. Silva (drawn by W. Carter),,38,36
180,2,3:31.0,W. Carter makes free throw 1 of 2,,39,36
181,2,3:31.0,,B. Adebayo enters the game for C. Silva,39,36
182,2,3:31.0,W. Carter makes free throw 2 of 2,,40,36
183,2,3:15.0,,T. Herro misses 2-pt jump shot from 17 ft,40,36
184,2,3:13.0,,Offensive rebound by B. Adebayo,40,36
185,2,3:13.0,,Personal foul by K. Dunn (drawn by T. Herro),40,36
186,2,3:13.0,S. Harrison enters the game for K. Dunn,,40,36
187,2,3:02.0,,B. Adebayo misses 2-pt jump shot from 11 ft,40,36
188,2,2:59.0,Defensive rebound by W. Carter,,40,36
189,2,2:46.0,Turnover by L. Markkanen (lost ball; steal by J. Butler),,40,36
190,2,2:44.0,,Shooting foul by T. Satoranský (drawn by J. Butler),40,36
191,2,2:44.0,,J. Butler makes free throw 1 of 2,40,37
192,2,2:44.0,,J. Butler makes free throw 2 of 2,40,38
193,2,2:27.0,Turnover by Z. LaVine (bad pass; steal by K. Olynyk),,40,38
194,2,2:18.0,,Shooting foul by S. Harrison (drawn by J. Butler),40,38
195,2,2:18.0,,J. Butler makes free throw 1 of 2,40,39
196,2,2:18.0,,J. Butler makes free throw 2 of 2,40,40
197,2,2:09.0,Shooting foul by J. Butler (drawn by T. Satoranský),,40,40
198,2,2:09.0,T. Satoranský makes free throw 1 of 2,,41,40
199,2,2:09.0,T. Satoranský makes free throw 2 of 2,,42,40
200,2,1:43.0,,B. Adebayo misses 3-pt jump shot from 23 ft,42,40
201,2,1:40.0,Defensive rebound by W. Carter,,42,40
202,2,1:34.0,Z. LaVine makes 3-pt jump shot from 26 ft,,45,40
203,2,1:34.0,T. Young enters the game for W. Carter,,45,40
204,2,1:34.0,,K. Nunn enters the game for T. Herro,45,40
205,2,1:25.0,,Shooting foul by T. Young (drawn by B. Adebayo),45,40
206,2,1:25.0,,B. Adebayo makes free throw 1 of 2,45,41
207,2,1:25.0,,D. Jones enters the game for D. Robinson,45,41
208,2,1:25.0,,B. Adebayo makes free throw 2 of 2,45,42
209,2,1:11.0,Z. LaVine misses 3-pt jump shot from 27 ft,,45,42
210,2,1:07.0,,Defensive rebound by D. Jones,45,42
211,2,0:59.0,,D. Jones misses 2-pt layup from 2 ft,45,42
212,2,0:57.0,Defensive rebound by T. Young,,45,42
213,2,0:42.0,Z. LaVine makes 2-pt dunk from 1 ft (assist by S. Harrison),,47,42
214,2,0:36.0,,J. Butler makes 2-pt layup from 2 ft,47,44
215,2,0:32.0,Shooting foul by B. Adebayo (drawn by Z. LaVine),,47,44
216,2,0:32.0,Z. LaVine misses free throw 1 of 3,,47,44
217,2,0:32.0,Offensive rebound by Team,,47,44
218,2,0:32.0,Z. LaVine makes free throw 2 of 3,,48,44
219,2,0:32.0,,C. Silva enters the game for B. Adebayo,48,44
220,2,0:32.0,Z. LaVine makes free throw 3 of 3,,49,44
221,2,0:15.0,,K. Nunn makes 3-pt jump shot from 23 ft (assist by J. Butler),49,47
222,2,0:00.0,Z. LaVine misses 3-pt jump shot from 27 ft,,49,47
223,2,0:00.0,Offensive rebound by Team,,49,47
224,3,11:44.0,,D. Robinson misses 3-pt jump shot from 25 ft,49,47
225,3,11:42.0,Defensive rebound by W. Carter,,49,47
226,3,11:28.0,Personal foul by D. Robinson (drawn by T. Satoranský),,49,47
227,3,11:14.0,L. Markkanen makes 3-pt jump shot from 25 ft (assist by T. Satoranský),,52,47
228,3,10:57.0,,B. Adebayo makes 2-pt dunk from 2 ft (assist by J. Butler),52,49
229,3,10:38.0,T. Satoranský misses 2-pt jump shot from 1 ft,,52,49
230,3,10:36.0,,Defensive rebound by K. Nunn,52,49
231,3,10:25.0,,D. Robinson makes 3-pt jump shot from 27 ft (assist by B. Adebayo),52,52
232,3,10:06.0,K. Dunn misses 2-pt layup from 2 ft,,52,52
233,3,10:06.0,,Defensive rebound by Team,52,52
234,3,9:47.0,,Turnover by B. Adebayo (bad pass),52,52
235,3,9:29.0,Z. LaVine misses 3-pt jump shot from 25 ft,,52,52
236,3,9:29.0,,Defensive rebound by Team,52,52
237,3,9:06.0,,B. Adebayo makes 2-pt layup from 2 ft (assist by K. Nunn),52,54
238,3,8:51.0,K. Dunn makes 2-pt layup from 2 ft,,54,54
239,3,8:46.0,,Offensive foul by B. Adebayo (drawn by W. Carter),54,54
240,3,8:46.0,,Turnover by B. Adebayo (offensive foul),54,54
241,3,8:37.0,Turnover by Z. LaVine (bad pass; steal by D. Robinson),,54,54
242,3,8:34.0,,Shooting foul by Z. LaVine (drawn by K. Nunn),54,54
243,3,8:34.0,,K. Nunn makes free throw 1 of 2,54,55
244,3,8:34.0,,K. Nunn makes free throw 2 of 2,54,56
245,3,8:25.0,L. Markkanen makes 3-pt jump shot from 23 ft (assist by Z. LaVine),,57,56
246,3,8:06.0,,M. Leonard misses 3-pt jump shot from 26 ft,57,56
247,3,8:04.0,Defensive rebound by K. Dunn,,57,56
248,3,7:56.0,Turnover by Z. LaVine (bad pass; steal by B. Adebayo),,57,56
249,3,7:49.0,,K. Nunn misses 3-pt jump shot from 23 ft,57,56
250,3,7:45.0,Defensive rebound by W. Carter,,57,56
251,3,7:42.0,Turnover by Z. LaVine (bad pass; steal by B. Adebayo),,57,56
252,3,7:36.0,,D. Robinson makes 3-pt jump shot from 25 ft,57,59
253,3,7:13.0,L. Markkanen misses 3-pt jump shot from 28 ft,,57,59
254,3,7:09.0,,Defensive rebound by D. Robinson,57,59
255,3,6:50.0,,Turnover by B. Adebayo (out of bounds lost ball),57,59
256,3,6:50.0,,Miami full timeout,57,59
257,3,6:42.0,Turnover by K. Dunn (bad pass; steal by D. Robinson),,57,59
258,3,6:23.0,,D. Robinson misses 3-pt jump shot from 26 ft,57,59
259,3,6:21.0,Defensive rebound by T. Satoranský,,57,59
260,3,6:04.0,Z. LaVine misses 2-pt jump shot from 10 ft,,57,59
261,3,6:01.0,Offensive rebound by T. Satoranský,,57,59
262,3,5:59.0,L. Markkanen misses 2-pt jump shot from 14 ft,,57,59
263,3,5:56.0,,Defensive rebound by D. Robinson,57,59
264,3,5:48.0,,Turnover by B. Adebayo (traveling),57,59
265,3,5:48.0,C. White enters the game for T. Satoranský,,57,59
266,3,5:30.0,K. Dunn makes 2-pt jump shot from 9 ft,,59,59
267,3,5:13.0,,K. Nunn misses 3-pt jump shot from 25 ft,59,59
268,3,5:11.0,Defensive rebound by C. White,,59,59
269,3,5:05.0,L. Markkanen makes 3-pt jump shot from 25 ft (assist by C. White),,62,59
270,3,5:05.0,,Miami full timeout,62,59
271,3,5:05.0,,T. Herro enters the game for M. Leonard,62,59
272,3,5:05.0,,K. Olynyk enters the game for K. Nunn,62,59
273,3,4:50.0,,J. Butler misses 2-pt layup from 1 ft,62,59
274,3,4:46.0,,Offensive rebound by B. Adebayo,62,59
275,3,4:46.0,,Shooting foul by K. Dunn (drawn by B. Adebayo),62,59
276,3,4:46.0,,B. Adebayo makes free throw 1 of 2,62,60
277,3,4:46.0,D. Valentine enters the game for K. Dunn,,62,60
278,3,4:46.0,,B. Adebayo makes free throw 2 of 2,62,61
279,3,4:37.0,Turnover by Z. LaVine (bad pass),,62,61
280,3,4:19.0,,T. Herro misses 2-pt jump shot from 19 ft,62,61
281,3,4:16.0,Defensive rebound by C. White,,62,61
282,3,4:10.0,Z. LaVine makes 2-pt layup from 2 ft (assist by C. White),,64,61
283,3,3:53.0,,K. Olynyk makes 3-pt jump shot from 25 ft (assist by B. Adebayo),64,64
284,3,3:32.0,Z. LaVine misses 3-pt jump shot from 25 ft,,64,64
285,3,3:25.0,Offensive rebound by L. Markkanen,,64,64
286,3,3:25.0,L. Markkanen makes 2-pt dunk at rim,,66,64
287,3,3:20.0,,Personal foul by D. Valentine (drawn by J. Butler),66,64
288,3,3:20.0,D. Gafford enters the game for W. Carter,,66,64
289,3,3:20.0,,C. Silva enters the game for B. Adebayo,66,64
290,3,3:13.0,,C. Silva makes 2-pt dunk from 1 ft,66,66
291,3,3:03.0,Turnover by Z. LaVine (bad pass; steal by D. Robinson),,66,66
292,3,2:56.0,,Shooting foul by C. White (drawn by C. Silva),66,66
293,3,2:56.0,,C. Silva makes free throw 1 of 2,66,67
294,3,2:56.0,S. Harrison enters the game for D. Gafford,,66,67
295,3,2:56.0,T. Young enters the game for Z. LaVine,,66,67
296,3,2:56.0,,C. Silva makes free throw 2 of 2,66,68
297,3,2:41.0,T. Young misses 3-pt jump shot from 25 ft,,66,68
298,3,2:38.0,Offensive rebound by L. Markkanen,,66,68
299,3,2:36.0,L. Markkanen makes 2-pt layup from 3 ft,,68,68
300,3,2:16.0,,C. Silva misses 2-pt layup from 1 ft (block by D. Valentine),68,68
301,3,2:16.0,,Offensive rebound by Team,68,68
302,3,2:13.0,,D. Robinson misses 3-pt jump shot from 23 ft,68,68
303,3,2:12.0,,Offensive rebound by C. Silva,68,68
304,3,2:12.0,,Personal foul by T. Young (drawn by C. Silva),68,68
305,3,2:12.0,,C. Silva makes free throw 1 of 2,68,69
306,3,2:12.0,,C. Silva misses free throw 2 of 2,68,69
307,3,2:07.0,Defensive rebound by C. White,,68,69
308,3,1:49.0,S. Harrison misses 2-pt layup from 2 ft,,68,69
309,3,1:46.0,,Defensive rebound by T. Herro,68,69
310,3,1:34.0,,T. Herro misses 3-pt jump shot from 26 ft,68,69
311,3,1:34.0,Defensive rebound by Team,,68,69
312,3,1:21.0,D. Valentine makes 3-pt jump shot from 24 ft (assist by C. White),,71,69
313,3,1:00.0,,J. Butler makes 2-pt jump shot from 10 ft,71,71
314,3,0:46.0,T. Young makes 2-pt layup from 2 ft,,73,71
315,3,0:35.0,,Turnover by T. Herro (traveling),73,71
316,3,0:35.0,,D. Jones enters the game for J. Butler,73,71
317,3,0:35.0,,K. Nunn enters the game for D. Robinson,73,71
318,3,0:28.0,T. Young misses 3-pt jump shot from 23 ft,,73,71
319,3,0:24.0,,Defensive rebound by D. Jones,73,71
320,3,0:06.0,,K. Nunn makes 3-pt jump shot from 26 ft,73,74
321,3,0:00.0,C. White misses 3-pt jump shot from 29 ft,,73,74
322,3,0:00.0,Offensive rebound by Team,,73,74
323,4,11:46.0,C. White misses 2-pt jump shot from 18 ft,,73,74
324,4,11:44.0,,Defensive rebound by K. Olynyk,73,74
325,4,11:29.0,,Turnover by K. Nunn (bad pass; steal by W. Carter),73,74
326,4,11:28.0,Personal foul by C. Silva (drawn by W. Carter),,73,74
327,4,11:11.0,T. Young makes 3-pt jump shot from 23 ft (assist by C. White),,76,74
328,4,10:53.0,,Turnover by C. Silva (bad pass; steal by S. Harrison),76,74
329,4,10:53.0,,B. Adebayo enters the game for C. Silva,76,74
330,4,10:29.0,Turnover by Team (shot clock),,76,74
331,4,10:14.0,,T. Herro misses 3-pt jump shot from 25 ft,76,74
332,4,10:11.0,Defensive rebound by T. Young,,76,74
333,4,9:58.0,D. Valentine makes 3-pt jump shot from 26 ft (assist by C. White),,79,74
334,4,9:43.0,,Offensive foul by K. Olynyk (drawn by C. White),79,74
335,4,9:43.0,,Turnover by K. Olynyk (offensive foul),79,74
336,4,9:43.0,,J. Butler enters the game for K. Nunn,79,74
337,4,9:29.0,Turnover by S. Harrison (back court),,79,74
338,4,9:29.0,,D. Robinson enters the game for K. Olynyk,79,74
339,4,9:17.0,,Shooting foul by S. Harrison (drawn by J. Butler),79,74
340,4,9:17.0,,J. Butler makes free throw 1 of 2,79,75
341,4,9:17.0,,J. Butler makes free throw 2 of 2,79,76
342,4,9:04.0,Shooting foul by D. Robinson (drawn by S. Harrison),,79,76
343,4,9:04.0,S. Harrison makes free throw 1 of 2,,80,76
344,4,9:04.0,S. Harrison makes free throw 2 of 2,,81,76
345,4,8:55.0,,Shooting foul by D. Valentine (drawn by J. Butler),81,76
346,4,8:55.0,,J. Butler makes free throw 1 of 2,81,77
347,4,8:55.0,K. Dunn enters the game for S. Harrison,,81,77
348,4,8:55.0,Z. LaVine enters the game for D. Valentine,,81,77
349,4,8:55.0,,J. Butler misses free throw 2 of 2,81,77
350,4,8:53.0,Defensive rebound by Z. LaVine,,81,77
351,4,8:41.0,Turnover by C. White (bad pass; steal by B. Adebayo),,81,77
352,4,8:26.0,,Personal foul by Z. LaVine (drawn by B. Adebayo),81,77
353,4,8:13.0,,T. Herro misses 3-pt jump shot from 25 ft,81,77
354,4,8:10.0,Defensive rebound by K. Dunn,,81,77
355,4,7:58.0,Z. LaVine misses 3-pt jump shot from 25 ft,,81,77
356,4,7:56.0,,Defensive rebound by J. Butler,81,77
357,4,7:49.0,,Shooting foul by W. Carter (drawn by J. Butler),81,77
358,4,7:49.0,,J. Butler makes free throw 1 of 3,81,78
359,4,7:49.0,,J. Butler makes free throw 2 of 3,81,79
360,4,7:49.0,,K. Nunn enters the game for D. Robinson,81,79
361,4,7:49.0,,J. Butler makes free throw 3 of 3,81,80
362,4,7:45.0,Chicago full timeout,,81,80
363,4,7:27.0,Turnover by Z. LaVine (traveling),,81,80
364,4,7:05.0,,Turnover by B. Adebayo (lost ball; steal by K. Dunn),81,80
365,4,6:45.0,Shooting foul by B. Adebayo (drawn by K. Dunn),,81,80
366,4,6:45.0,Instant Replay (Request: Ruling Stands),,81,80
367,4,6:45.0,K. Dunn makes free throw 1 of 2,,82,80
368,4,6:45.0,L. Markkanen enters the game for T. Young,,82,80
369,4,6:45.0,K. Dunn makes free throw 2 of 2,,83,80
370,4,6:29.0,,Turnover by J. Butler (bad pass; steal by L. Markkanen),83,80
371,4,6:24.0,L. Markkanen misses 3-pt jump shot from 25 ft,,83,80
372,4,6:21.0,,Defensive rebound by B. Adebayo,83,80
373,4,6:03.0,,T. Herro makes 2-pt layup from 1 ft (assist by K. Nunn),83,82
374,4,5:40.0,C. White makes 3-pt jump shot from 25 ft (assist by L. Markkanen),,86,82
375,4,5:40.0,,Miami full timeout,86,82
376,4,5:40.0,T. Young enters the game for W. Carter,,86,82
377,4,5:26.0,,Turnover by K. Nunn (bad pass; steal by K. Dunn),86,82
378,4,5:22.0,C. White misses 3-pt jump shot from 26 ft,,86,82
379,4,5:19.0,,Defensive rebound by B. Adebayo,86,82
380,4,5:00.0,,B. Adebayo makes 2-pt dunk from 1 ft (assist by D. Jones),86,84
381,4,4:49.0,Turnover by C. White (bad pass; steal by T. Herro),,86,84
382,4,4:47.0,,Shooting foul by L. Markkanen (drawn by D. Jones),86,84
383,4,4:47.0,,D. Jones misses free throw 1 of 2,86,84
384,4,4:47.0,,Offensive rebound by Team,86,84
385,4,4:47.0,,D. Jones makes free throw 2 of 2,86,85
386,4,4:31.0,K. Dunn makes 2-pt hook shot from 7 ft (assist by L. Markkanen),,88,85
387,4,4:23.0,,Personal foul by Z. LaVine (drawn by J. Butler),88,85
388,4,4:23.0,,J. Butler makes free throw 1 of 2,88,86
389,4,4:23.0,,J. Butler makes free throw 2 of 2,88,87
390,4,4:08.0,Shooting foul by J. Butler (drawn by Z. LaVine),,88,87
391,4,4:08.0,Z. LaVine makes free throw 1 of 2,,89,87
