,QUARTER,TIME_REMAINING,DETROIT_ACTION,GOLDEN STATE_ACTION,DETROIT_SCORE,GOLDEN STATE_SCORE
0,1,11:36.0,Turnover by S. Mykhailiuk (out of bounds lost ball),,0,0
1,1,11:25.0,,Turnover by K. Bowman (lost ball; steal by S. Mykhailiuk),0,0
2,1,11:12.0,S. Doumbouya makes 3-pt jump shot from 23 ft (assist by T. Snell),,3,0
3,1,10:52.0,,Turnover by D. Lee (bad pass; steal by A. Drummond),3,0
4,1,10:46.0,T. Frazier makes 2-pt layup from 2 ft (assist by S. Doumbouya),,5,0
5,1,10:26.0,,K. Bowman makes 2-pt jump shot from 16 ft (assist by D. Green),5,2
6,1,10:11.0,S. Mykhailiuk misses 2-pt layup from 3 ft,,5,2
7,1,10:09.0,,Defensive rebound by K. Bowman,5,2
8,1,10:07.0,,G. Robinson misses 2-pt layup from 3 ft (block by T. Frazier),5,2
9,1,10:05.0,Defensive rebound by S. Doumbouya,,5,2
10,1,10:01.0,S. Mykhailiuk misses 3-pt jump shot from 25 ft,,5,2
11,1,9:58.0,Offensive rebound by A. Drummond,,5,2
12,1,9:54.0,A. Drummond misses 2-pt hook shot from 4 ft,,5,2
13,1,9:52.0,,Defensive rebound by D. Green,5,2
14,1,9:38.0,,Turnover by W. Cauley-Stein (lost ball; steal by A. Drummond),5,2
15,1,9:32.0,S. Doumbouya misses 3-pt jump shot from 23 ft,,5,2
16,1,9:30.0,,Defensive rebound by W. Cauley-Stein,5,2
17,1,9:21.0,,D. Green misses 3-pt jump shot from 29 ft,5,2
18,1,9:21.0,Defensive rebound by A. Drummond,,5,2
19,1,8:59.0,A. Drummond makes 2-pt hook shot from 3 ft (assist by T. Snell),,7,2
20,1,8:43.0,,W. Cauley-Stein makes 2-pt jump shot from 13 ft (assist by K. Bowman),7,4
21,1,8:24.0,S. Doumbouya makes 2-pt dunk from 3 ft (assist by T. Frazier),,9,4
22,1,8:24.0,,Golden State full timeout,9,4
23,1,8:13.0,,D. Lee misses 2-pt jump shot from 20 ft,9,4
24,1,8:11.0,Defensive rebound by S. Mykhailiuk,,9,4
25,1,7:48.0,Turnover by A. Drummond (lost ball; steal by G. Robinson),,9,4
26,1,7:45.0,,Turnover by D. Green (bad pass; steal by T. Frazier),9,4
27,1,7:34.0,A. Drummond misses 2-pt layup from 4 ft,,9,4
28,1,7:33.0,,Defensive rebound by D. Lee,9,4
29,1,7:26.0,,Turnover by D. Lee (bad pass; steal by A. Drummond),9,4
30,1,7:22.0,S. Mykhailiuk makes 3-pt jump shot from 26 ft (assist by T. Frazier),,12,4
31,1,7:06.0,,G. Robinson misses 2-pt jump shot from 20 ft,12,4
32,1,7:04.0,Defensive rebound by A. Drummond,,12,4
33,1,6:52.0,Turnover by S. Doumbouya (traveling),,12,4
34,1,6:32.0,,G. Robinson misses 2-pt jump shot from 11 ft,12,4
35,1,6:30.0,Defensive rebound by A. Drummond,,12,4
36,1,6:27.0,Turnover by S. Mykhailiuk (bad pass),,12,4
37,1,6:23.0,,Personal foul by S. Doumbouya (drawn by D. Green),12,4
38,1,6:23.0,,A. Burks enters the game for K. Bowman,12,4
39,1,6:14.0,,D. Lee makes 2-pt jump shot from 9 ft (assist by D. Green),12,6
40,1,5:53.0,Turnover by A. Drummond (bad pass),,12,6
41,1,5:32.0,,W. Cauley-Stein makes 2-pt jump shot from 10 ft,12,8
42,1,5:16.0,S. Mykhailiuk makes 3-pt jump shot from 26 ft (assist by A. Drummond),,15,8
43,1,5:03.0,,A. Burks misses 2-pt jump shot from 18 ft,15,8
44,1,5:01.0,Defensive rebound by A. Drummond,,15,8
45,1,4:53.0,Personal foul by G. Robinson (drawn by S. Mykhailiuk),,15,8
46,1,4:53.0,B. Brown enters the game for T. Frazier,,15,8
47,1,4:53.0,D. Rose enters the game for T. Snell,,15,8
48,1,4:53.0,,J. Evans enters the game for W. Cauley-Stein,15,8
49,1,4:53.0,,E. Paschall enters the game for D. Lee,15,8
50,1,4:48.0,S. Mykhailiuk misses 3-pt jump shot from 26 ft,,15,8
51,1,4:46.0,,Defensive rebound by D. Green,15,8
52,1,4:32.0,,J. Evans makes 3-pt jump shot from 23 ft (assist by E. Paschall),15,11
53,1,4:10.0,B. Brown makes 2-pt layup from 2 ft,,17,11
54,1,4:04.0,,Personal foul by B. Brown (drawn by E. Paschall),17,11
55,1,4:04.0,L. Galloway enters the game for S. Mykhailiuk,,17,11
56,1,4:04.0,,M. Chriss enters the game for D. Green,17,11
57,1,3:53.0,,E. Paschall makes 3-pt jump shot from 24 ft (assist by J. Evans),17,14
58,1,3:36.0,L. Galloway makes 3-pt jump shot from 26 ft (assist by B. Brown),,20,14
59,1,3:13.0,,Personal foul by A. Drummond (drawn by E. Paschall),20,14
60,1,3:13.0,C. Wood enters the game for S. Doumbouya,,20,14
61,1,3:13.0,,J. Poole enters the game for G. Robinson,20,14
62,1,3:04.0,,Shooting foul by A. Drummond (drawn by A. Burks),20,14
63,1,3:04.0,,A. Burks makes free throw 1 of 2,20,15
64,1,3:04.0,T. Maker enters the game for A. Drummond,,20,15
65,1,3:04.0,,A. Burks makes free throw 2 of 2,20,16
66,1,2:50.0,Detroit full timeout,,20,16
67,1,2:46.0,Personal foul by M. Chriss (drawn by D. Rose),,20,16
68,1,2:44.0,Turnover by D. Rose (bad pass; steal by J. Poole),,20,16
69,1,2:37.0,,E. Paschall misses 2-pt layup from 1 ft,20,16
70,1,2:36.0,,Offensive rebound by M. Chriss,20,16
71,1,2:36.0,,M. Chriss makes 2-pt dunk at rim,20,18
72,1,2:19.0,D. Rose makes 2-pt layup from 4 ft,,22,18
73,1,1:57.0,,A. Burks misses 2-pt jump shot from 9 ft,22,18
74,1,1:56.0,,Offensive rebound by A. Burks,22,18
75,1,1:56.0,,A. Burks misses 2-pt layup from 2 ft,22,18
76,1,1:55.0,,Offensive rebound by A. Burks,22,18
77,1,1:50.0,,M. Chriss misses 2-pt layup from 7 ft,22,18
78,1,1:49.0,,Offensive rebound by M. Chriss,22,18
79,1,1:48.0,,M. Chriss misses 2-pt layup at rim,22,18
80,1,1:47.0,Defensive rebound by T. Maker,,22,18
81,1,1:35.0,Turnover by T. Maker (traveling),,22,18
82,1,1:20.0,,J. Evans misses 2-pt jump shot from 20 ft,22,18
83,1,1:18.0,Defensive rebound by L. Galloway,,22,18
84,1,1:16.0,Offensive foul by C. Wood (drawn by A. Burks),,22,18
85,1,1:16.0,Turnover by C. Wood (offensive foul),,22,18
86,1,1:05.0,,Shooting foul by T. Maker (drawn by A. Burks),22,18
87,1,1:05.0,,A. Burks makes free throw 1 of 2,22,19
88,1,1:05.0,,A. Burks makes free throw 2 of 2,22,20
89,1,0:55.0,Turnover by T. Maker (bad pass; steal by J. Poole),,22,20
90,1,0:44.0,,E. Paschall makes 2-pt dunk from 3 ft (assist by J. Evans),22,22
91,1,0:44.0,Technical foul by E. Paschall,,22,22
92,1,0:44.0,Detroit full timeout,,22,22
93,1,0:44.0,T. Snell enters the game for T. Maker,,22,22
94,1,0:44.0,L. Galloway makes technical free throw,,23,22
95,1,0:30.0,B. Brown misses 3-pt jump shot from 23 ft,,23,22
96,1,0:29.0,Offensive rebound by C. Wood,,23,22
97,1,0:29.0,C. Wood makes 2-pt dunk from 1 ft,,25,22
98,1,0:09.0,,A. Burks misses 3-pt jump shot from 28 ft,25,22
99,1,0:08.0,,Offensive rebound by J. Evans,25,22
100,1,0:08.0,,Shooting foul by D. Rose (drawn by J. Evans),25,22
101,1,0:08.0,,J. Evans misses free throw 1 of 2,25,22
