,QUARTER,TIME_REMAINING,TORONTO_ACTION,ATLANTA_ACTION,TORONTO_SCORE,ATLANTA_SCORE
66,1,4:53.0,,B. Fernando makes 2-pt jump shot from 2 ft (assist by T. Young),18,16
67,1,4:43.0,Turnover by K. Lowry (bad pass; steal by B. Fernando),,18,16
68,1,4:40.0,,Turnover by J. Teague (bad pass; steal by N. Powell),18,16
69,1,4:36.0,K. Lowry makes 2-pt layup from 2 ft (assist by N. Powell),,20,16
70,1,4:25.0,,Personal foul by N. Powell (drawn by T. Young),20,16
71,1,4:25.0,,T. Young makes free throw 1 of 2,20,17
72,1,4:25.0,,T. Young makes free throw 2 of 2,20,18
73,1,4:05.0,O. Anunoby makes 2-pt jump shot from 10 ft (assist by K. Lowry),,22,18
74,1,3:49.0,,J. Collins misses 3-pt jump shot from 25 ft,22,18
75,1,3:47.0,Defensive rebound by O. Anunoby,,22,18
76,1,3:36.0,N. Powell misses 2-pt layup from 3 ft,,22,18
77,1,3:32.0,Offensive rebound by S. Ibaka,,22,18
78,1,3:31.0,S. Ibaka misses 2-pt jump shot from 5 ft,,22,18
79,1,3:31.0,,Defensive rebound by J. Collins,22,18
80,1,3:25.0,,J. Collins makes 2-pt dunk from 1 ft (assist by T. Young),22,20
81,1,3:19.0,P. Siakam makes 2-pt layup from 2 ft,,24,20
82,1,3:19.0,Shooting foul by B. Fernando (drawn by P. Siakam),,24,20
83,1,3:19.0,P. McCaw enters the game for O. Anunoby,,24,20
84,1,3:19.0,,V. Carter enters the game for J. Collins,24,20
85,1,3:19.0,,K. Huerter enters the game for T. Young,24,20
86,1,3:19.0,P. Siakam makes free throw 1 of 1,,25,20
87,1,2:55.0,,D. Bembry misses 2-pt layup from 1 ft (block by P. Siakam),25,20
88,1,2:55.0,,Offensive rebound by J. Teague,25,20
89,1,2:55.0,,Turnover by Team (shot clock),25,20
90,1,2:55.0,Toronto full timeout,,25,20
91,1,2:55.0,,D. Jones enters the game for B. Fernando,25,20
92,1,2:38.0,K. Lowry makes 2-pt layup from 3 ft,,27,20
93,1,2:25.0,,Offensive foul by J. Teague (drawn by K. Lowry),27,20
94,1,2:25.0,,Turnover by J. Teague (offensive foul),27,20
95,1,2:15.0,P. McCaw makes 2-pt layup from 1 ft,,29,20
96,1,2:06.0,,J. Teague makes 2-pt layup from 1 ft,29,22
97,1,1:54.0,K. Lowry makes 2-pt jump shot from 13 ft,,31,22
98,1,1:54.0,Shooting foul by J. Teague (drawn by K. Lowry),,31,22
99,1,1:54.0,T. Davis enters the game for N. Powell,,31,22
100,1,1:54.0,R. Hollis-Jefferson enters the game for P. Siakam,,31,22
101,1,1:54.0,,T. Young enters the game for J. Teague,31,22
102,1,1:54.0,K. Lowry makes free throw 1 of 1,,32,22
103,1,1:45.0,,K. Huerter misses 3-pt jump shot from 26 ft,32,22
104,1,1:41.0,Defensive rebound by K. Lowry,,32,22
105,1,1:36.0,K. Lowry misses 2-pt jump shot from 20 ft,,32,22
106,1,1:33.0,,Defensive rebound by V. Carter,32,22
107,1,1:29.0,,T. Young misses 2-pt jump shot from 8 ft,32,22
108,1,1:25.0,Defensive rebound by R. Hollis-Jefferson,,32,22
109,1,1:21.0,R. Hollis-Jefferson makes 2-pt layup at rim (assist by K. Lowry),,34,22
110,1,1:02.0,,V. Carter makes 3-pt jump shot from 23 ft (assist by K. Huerter),34,25
111,1,0:42.0,T. Davis misses 3-pt jump shot from 25 ft,,34,25
112,1,0:40.0,,Defensive rebound by Team,34,25
113,1,0:40.0,N. Powell enters the game for K. Lowry,,34,25
114,1,0:29.0,,T. Young misses 2-pt layup from 1 ft,34,25
115,1,0:26.0,Defensive rebound by S. Ibaka,,34,25
116,1,0:05.0,N. Powell makes 2-pt layup from 1 ft,,36,25
117,1,0:00.0,,K. Huerter misses 3-pt jump shot from 23 ft,36,25
118,1,0:00.0,,Offensive rebound by Team,36,25
119,2,11:48.0,,Turnover by T. Young (bad pass; steal by P. McCaw),36,25
120,2,11:42.0,R. Hollis-Jefferson misses 2-pt layup from 2 ft,,36,25
121,2,11:39.0,Offensive rebound by T. Davis,,36,25
122,2,11:36.0,T. Davis misses 3-pt jump shot from 25 ft,,36,25
123,2,11:35.0,,Defensive rebound by D. Hunter,36,25
124,2,11:30.0,,Shooting foul by S. Ibaka (drawn by T. Young),36,25
125,2,11:30.0,,T. Young makes free throw 1 of 2,36,26
126,2,11:30.0,,T. Young makes free throw 2 of 2,36,27
127,2,11:10.0,R. Hollis-Jefferson makes 2-pt dunk from 1 ft (assist by T. Davis),,38,27
128,2,11:00.0,,T. Young makes 2-pt layup from 1 ft,38,29
129,2,10:45.0,S. Ibaka misses 2-pt hook shot from 4 ft,,38,29
130,2,10:40.0,Offensive rebound by T. Davis,,38,29
131,2,10:40.0,T. Davis makes 2-pt dunk at rim,,40,29
132,2,10:30.0,,K. Huerter makes 3-pt jump shot from 24 ft (assist by T. Young),40,32
133,2,10:18.0,N. Powell misses 3-pt jump shot from 26 ft,,40,32
134,2,10:14.0,,Defensive rebound by D. Hunter,40,32
135,2,10:07.0,,T. Young misses 2-pt layup from 2 ft,40,32
136,2,10:04.0,Defensive rebound by S. Ibaka,,40,32
137,2,10:02.0,Turnover by S. Ibaka (bad pass; steal by C. Reddish),,40,32
138,2,9:58.0,,C. Reddish makes 2-pt jump shot from 10 ft,40,34
139,2,9:50.0,S. Ibaka misses 3-pt jump shot from 25 ft,,40,34
140,2,9:49.0,,Defensive rebound by Team,40,34
141,2,9:49.0,Loose ball foul by T. Davis (drawn by K. Huerter),,40,34
142,2,9:49.0,F. VanVleet enters the game for N. Powell,,40,34
143,2,9:36.0,,K. Huerter makes 3-pt jump shot from 25 ft (assist by T. Young),40,37
144,2,9:28.0,Personal foul by K. Huerter (drawn by R. Hollis-Jefferson),,40,37
145,2,9:18.0,T. Davis makes 3-pt jump shot from 26 ft (assist by F. VanVleet),,43,37
146,2,8:54.0,,D. Hunter makes 3-pt jump shot from 23 ft,43,40
147,2,8:39.0,S. Ibaka makes 2-pt jump shot from 7 ft (assist by P. McCaw),,45,40
148,2,8:22.0,,T. Young misses 3-pt jump shot from 32 ft,45,40
149,2,8:19.0,,Offensive rebound by D. Hunter,45,40
150,2,8:17.0,,K. Huerter misses 3-pt jump shot from 25 ft,45,40
151,2,8:14.0,Defensive rebound by R. Hollis-Jefferson,,45,40
152,2,8:06.0,S. Ibaka misses 3-pt jump shot from 26 ft,,45,40
153,2,8:03.0,,Defensive rebound by K. Huerter,45,40
154,2,7:52.0,,C. Reddish misses 3-pt jump shot from 23 ft,45,40
155,2,7:50.0,,Offensive rebound by Team,45,40
156,2,7:50.0,M. Gasol enters the game for S. Ibaka,,45,40
157,2,7:50.0,,J. Collins enters the game for D. Jones,45,40
158,2,7:50.0,,B. Fernando enters the game for T. Young,45,40
159,2,7:39.0,,D. Hunter makes 3-pt jump shot from 25 ft (assist by K. Huerter),45,43
160,2,7:20.0,T. Davis misses 2-pt hook shot from 8 ft,,45,43
161,2,7:17.0,Offensive rebound by R. Hollis-Jefferson,,45,43
162,2,7:16.0,R. Hollis-Jefferson misses 2-pt layup from 3 ft,,45,43
163,2,7:13.0,,Defensive rebound by K. Huerter,45,43
164,2,7:06.0,,C. Reddish misses 2-pt layup from 2 ft,45,43
165,2,7:05.0,Defensive rebound by F. VanVleet,,45,43
166,2,7:05.0,,Technical foul by R. Hollis-Jefferson,45,43
167,2,7:05.0,,K. Huerter misses technical free throw,45,43
168,2,7:05.0,Defensive rebound by Team,,45,43
169,2,7:05.0,P. Siakam enters the game for P. McCaw,,45,43
170,2,6:55.0,M. Gasol misses 3-pt jump shot from 23 ft,,45,43
171,2,6:52.0,,Defensive rebound by D. Hunter,45,43
172,2,6:51.0,,Personal foul by R. Hollis-Jefferson (drawn by D. Hunter),45,43
173,2,6:51.0,,Atlanta full timeout,45,43
174,2,6:51.0,K. Lowry enters the game for T. Davis,,45,43
175,2,6:36.0,,J. Collins makes 2-pt jump shot from 17 ft (assist by D. Hunter),45,45
176,2,6:11.0,Turnover by M. Gasol (traveling),,45,45
177,2,5:57.0,,K. Huerter misses 3-pt jump shot from 27 ft,45,45
178,2,5:51.0,Defensive rebound by F. VanVleet,,45,45
179,2,5:46.0,P. Siakam misses 2-pt jump shot from 2 ft (block by D. Hunter),,45,45
180,2,5:42.0,,Defensive rebound by K. Huerter,45,45
181,2,5:35.0,,Shooting foul by R. Hollis-Jefferson (drawn by J. Collins),45,45
182,2,5:35.0,,J. Collins misses free throw 1 of 2,45,45
183,2,5:35.0,,Offensive rebound by Team,45,45
184,2,5:35.0,O. Anunoby enters the game for R. Hollis-Jefferson,,45,45
185,2,5:35.0,,J. Collins makes free throw 2 of 2,45,46
186,2,5:22.0,O. Anunoby misses 3-pt jump shot from 22 ft,,45,46
187,2,5:19.0,,Defensive rebound by K. Huerter,45,46
188,2,5:16.0,,Turnover by C. Reddish (step out of bounds),45,46
189,2,4:53.0,O. Anunoby misses 2-pt layup from 1 ft,,45,46
190,2,4:50.0,,Defensive rebound by B. Fernando,45,46
191,2,4:47.0,,Personal foul by F. VanVleet (drawn by D. Hunter),45,46
192,2,4:47.0,,D. Hunter makes free throw 1 of 2,45,47
193,2,4:47.0,,D. Hunter makes free throw 2 of 2,45,48
194,2,4:29.0,Shooting foul by B. Fernando (drawn by F. VanVleet),,45,48
195,2,4:29.0,F. VanVleet makes free throw 1 of 2,,46,48
196,2,4:29.0,F. VanVleet makes free throw 2 of 2,,47,48
197,2,4:22.0,,Turnover by C. Reddish (lost ball; steal by F. VanVleet),47,48
198,2,4:20.0,F. VanVleet makes 2-pt layup from 2 ft,,49,48
199,2,4:13.0,,Atlanta full timeout,49,48
200,2,4:13.0,,T. Young enters the game for C. Reddish,49,48
201,2,4:04.0,,Turnover by K. Huerter (traveling),49,48
202,2,4:01.0,M. Gasol makes 2-pt dunk from 2 ft (assist by K. Lowry),,51,48
203,2,3:40.0,,J. Collins misses 2-pt layup from 8 ft,51,48
204,2,3:36.0,,Offensive rebound by B. Fernando,51,48
205,2,3:36.0,,B. Fernando makes 2-pt layup from 1 ft,51,50
206,2,3:19.0,M. Gasol misses 3-pt jump shot from 29 ft,,51,50
207,2,3:16.0,,Defensive rebound by B. Fernando,51,50
208,2,3:09.0,,T. Young makes 2-pt layup from 2 ft,51,52
209,2,3:05.0,Personal foul by K. Huerter (drawn by P. Siakam),,51,52
210,2,2:51.0,P. Siakam misses 3-pt jump shot from 26 ft,,51,52
211,2,2:47.0,Offensive rebound by F. VanVleet,,51,52
212,2,2:39.0,P. Siakam misses 3-pt jump shot from 26 ft,,51,52
213,2,2:36.0,,Defensive rebound by J. Collins,51,52
214,2,2:28.0,,Turnover by T. Young (bad pass; steal by P. Siakam),51,52
215,2,2:16.0,F. VanVleet misses 3-pt jump shot from 27 ft,,51,52
216,2,2:11.0,,Defensive rebound by K. Huerter,51,52
217,2,2:05.0,,D. Hunter makes 2-pt dunk from 1 ft (assist by T. Young),51,54
218,2,1:49.0,Personal foul by D. Hunter (drawn by P. Siakam),,51,54
219,2,1:49.0,,D. Bembry enters the game for D. Hunter,51,54
220,2,1:47.0,M. Gasol makes 3-pt jump shot from 26 ft (assist by K. Lowry),,54,54
221,2,1:36.0,,Personal foul by P. Siakam (drawn by T. Young),54,54
222,2,1:36.0,,T. Young makes free throw 1 of 2,54,55
223,2,1:36.0,,T. Young makes free throw 2 of 2,54,56
224,2,1:23.0,K. Lowry misses 2-pt layup from 1 ft,,54,56
225,2,1:20.0,,Defensive rebound by K. Huerter,54,56
226,2,1:13.0,,D. Bembry makes 2-pt jump shot from 11 ft (assist by T. Young),54,58
227,2,0:59.0,Personal foul by B. Fernando (drawn by M. Gasol),,54,58
228,2,0:59.0,M. Gasol misses free throw 1 of 2,,54,58
229,2,0:59.0,Offensive rebound by Team,,54,58
230,2,0:59.0,,D. Jones enters the game for B. Fernando,54,58
231,2,0:59.0,,J. Teague enters the game for K. Huerter,54,58
232,2,0:59.0,M. Gasol misses free throw 2 of 2,,54,58
233,2,0:55.0,Offensive rebound by O. Anunoby,,54,58
234,2,0:53.0,M. Gasol misses 3-pt jump shot from 26 ft,,54,58
235,2,0:48.0,,Defensive rebound by T. Young,54,58
236,2,0:37.0,,T. Young misses 3-pt jump shot from 36 ft,54,58
237,2,0:34.0,Defensive rebound by M. Gasol,,54,58
238,2,0:31.0,Personal foul by T. Young (drawn by F. VanVleet),,54,58
239,2,0:31.0,Technical foul by T. Young,,54,58
240,2,0:31.0,F. VanVleet makes technical free throw,,55,58
241,2,0:31.0,F. VanVleet makes free throw 1 of 2,,56,58
242,2,0:31.0,,K. Huerter enters the game for D. Bembry,56,58
243,2,0:31.0,F. VanVleet makes free throw 2 of 2,,57,58
244,2,0:18.0,,J. Collins makes 2-pt layup from 1 ft (assist by T. Young),57,60
245,2,0:00.0,O. Anunoby misses 3-pt jump shot from 23 ft,,57,60
246,2,0:00.0,Offensive rebound by Team,,57,60
247,3,11:34.0,,Turnover by T. Young (bad pass; steal by F. VanVleet),57,60
248,3,11:30.0,P. Siakam makes 2-pt layup from 1 ft (assist by O. Anunoby),,59,60
249,3,11:20.0,,T. Young makes 2-pt jump shot from 11 ft,59,62
250,3,11:04.0,Personal foul by J. Collins (drawn by M. Gasol),,59,62
251,3,10:56.0,Turnover by M. Gasol (bad pass; steal by D. Hunter),,59,62
252,3,10:54.0,,Shooting foul by K. Lowry (drawn by D. Hunter),59,62
253,3,10:54.0,,D. Hunter makes free throw 1 of 2,59,63
254,3,10:54.0,,D. Hunter misses free throw 2 of 2,59,63
255,3,10:49.0,,Offensive rebound by T. Young,59,63
256,3,10:45.0,,J. Collins makes 2-pt dunk from 1 ft (assist by C. Reddish),59,65
257,3,10:24.0,F. VanVleet misses 2-pt jump shot from 19 ft,,59,65
258,3,10:21.0,,Defensive rebound by D. Hunter,59,65
259,3,10:17.0,,K. Huerter misses 3-pt jump shot from 26 ft,59,65
260,3,10:15.0,Defensive rebound by K. Lowry,,59,65
261,3,10:04.0,M. Gasol makes 2-pt layup from 1 ft (assist by K. Lowry),,61,65
262,3,10:04.0,Shooting foul by D. Hunter (drawn by M. Gasol),,61,65
263,3,10:04.0,M. Gasol misses free throw 1 of 1,,61,65
264,3,10:01.0,,Defensive rebound by J. Collins,61,65
265,3,9:53.0,,D. Hunter misses 3-pt jump shot from 25 ft,61,65
266,3,9:51.0,,Offensive rebound by J. Collins,61,65
267,3,9:51.0,,Personal foul by K. Lowry (drawn by J. Collins),61,65
268,3,9:38.0,,Turnover by D. Hunter (lost ball; steal by F. VanVleet),61,65
269,3,9:33.0,K. Lowry misses 3-pt jump shot from 23 ft,,61,65
270,3,9:30.0,,Defensive rebound by C. Reddish,61,65
271,3,9:15.0,,D. Hunter makes 2-pt layup from 1 ft (assist by K. Huerter),61,67
272,3,9:02.0,K. Lowry misses 2-pt layup from 1 ft (block by D. Hunter),,61,67
273,3,8:59.0,,Defensive rebound by J. Collins,61,67
274,3,8:55.0,,C. Reddish makes 3-pt jump shot from 26 ft (assist by T. Young),61,70
275,3,8:53.0,Toronto full timeout,,61,70
276,3,8:41.0,P. Siakam makes 2-pt layup from 1 ft (assist by M. Gasol),,63,70
277,3,8:25.0,,Turnover by C. Reddish (step out of bounds),63,70
278,3,8:14.0,Personal foul by D. Hunter (drawn by P. Siakam),,63,70
279,3,8:14.0,,B. Fernando enters the game for D. Hunter,63,70
280,3,8:09.0,Shooting foul by J. Collins (drawn by P. Siakam),,63,70
281,3,8:09.0,P. Siakam misses free throw 1 of 2,,63,70
282,3,8:09.0,Offensive rebound by Team,,63,70
283,3,8:09.0,P. Siakam makes free throw 2 of 2,,64,70
284,3,8:00.0,,B. Fernando makes 2-pt dunk at rim (assist by T. Young),64,72
285,3,8:00.0,,Shooting foul by P. Siakam (drawn by B. Fernando),64,72
286,3,8:00.0,,B. Fernando misses free throw 1 of 1,64,72
287,3,7:58.0,Defensive rebound by M. Gasol,,64,72
288,3,7:52.0,K. Lowry misses 3-pt jump shot from 26 ft,,64,72
289,3,7:48.0,,Defensive rebound by C. Reddish,64,72
290,3,7:27.0,,K. Huerter misses 2-pt jump shot from 10 ft,64,72
291,3,7:23.0,Defensive rebound by M. Gasol,,64,72
292,3,7:18.0,O. Anunoby misses 2-pt layup from 1 ft (block by J. Collins),,64,72
293,3,7:17.0,Offensive rebound by Team,,64,72
294,3,7:05.0,Shooting foul by B. Fernando (drawn by M. Gasol),,64,72
295,3,7:05.0,M. Gasol makes free throw 1 of 2,,65,72
296,3,7:05.0,M. Gasol makes free throw 2 of 2,,66,72
297,3,7:05.0,Away from play foul by B. Fernando (drawn by K. Lowry),,66,72
298,3,7:05.0,,D. Jones enters the game for B. Fernando,66,72
299,3,7:05.0,K. Lowry makes free throw 1 of 1,,67,72
300,3,6:49.0,,C. Reddish misses 3-pt jump shot from 26 ft,67,72
301,3,6:46.0,Defensive rebound by P. Siakam,,67,72
302,3,6:32.0,Turnover by O. Anunoby (bad pass; steal by D. Jones),,67,72
303,3,6:26.0,,T. Young makes 2-pt jump shot from 11 ft,67,74
304,3,6:26.0,,Shooting foul by O. Anunoby (drawn by T. Young),67,74
305,3,6:26.0,,T. Young misses free throw 1 of 1,67,74
306,3,6:23.0,Defensive rebound by M. Gasol,,67,74
307,3,6:12.0,P. Siakam makes 2-pt layup from 1 ft (assist by M. Gasol),,69,74
308,3,5:57.0,,Personal foul by O. Anunoby (drawn by T. Young),69,74
309,3,5:57.0,,T. Young makes free throw 1 of 2,69,75
310,3,5:57.0,,D. Bembry enters the game for C. Reddish,69,75
311,3,5:57.0,,T. Young makes free throw 2 of 2,69,76
312,3,5:41.0,Personal foul by K. Huerter (drawn by K. Lowry),,69,76
313,3,5:41.0,K. Lowry makes free throw 1 of 2,,70,76
314,3,5:41.0,N. Powell enters the game for O. Anunoby,,70,76
315,3,5:41.0,,B. Goodwin enters the game for K. Huerter,70,76
316,3,5:41.0,,J. Teague enters the game for T. Young,70,76
317,3,5:41.0,K. Lowry makes free throw 2 of 2,,71,76
318,3,5:22.0,,D. Bembry misses 3-pt jump shot from 24 ft,71,76
319,3,5:20.0,Defensive rebound by P. Siakam,,71,76
320,3,5:16.0,Shooting foul by J. Collins (drawn by F. VanVleet),,71,76
321,3,5:16.0,F. VanVleet misses free throw 1 of 2,,71,76
322,3,5:16.0,Offensive rebound by Team,,71,76
323,3,5:16.0,,V. Carter enters the game for J. Collins,71,76
324,3,5:16.0,F. VanVleet misses free throw 2 of 2,,71,76
325,3,5:14.0,,Defensive rebound by V. Carter,71,76
326,3,4:55.0,,B. Goodwin misses 3-pt jump shot from 25 ft,71,76
327,3,4:46.0,Defensive rebound by P. Siakam,,71,76
328,3,4:45.0,F. VanVleet misses 2-pt layup from 9 ft,,71,76
329,3,4:42.0,,Defensive rebound by B. Goodwin,71,76
330,3,4:32.0,,V. Carter makes 3-pt jump shot from 26 ft (assist by J. Teague),71,79
331,3,4:11.0,N. Powell misses 3-pt jump shot from 26 ft,,71,79
332,3,4:08.0,,Defensive rebound by D. Jones,71,79
333,3,3:56.0,,D. Bembry misses 2-pt layup from 12 ft (block by K. Lowry),71,79
334,3,3:56.0,Defensive rebound by Team,,71,79
335,3,3:56.0,S. Ibaka enters the game for M. Gasol,,71,79
336,3,3:40.0,Turnover by K. Lowry (bad pass; steal by D. Jones),,71,79
337,3,3:26.0,,J. Teague misses 2-pt jump shot from 8 ft,71,79
338,3,3:22.0,Defensive rebound by F. VanVleet,,71,79
339,3,3:20.0,F. VanVleet misses 2-pt layup from 1 ft (block by V. Carter),,71,79
340,3,3:20.0,Offensive rebound by Team,,71,79
341,3,3:20.0,Toronto full timeout,,71,79
342,3,3:20.0,,C. Reddish enters the game for B. Goodwin,71,79
343,3,3:10.0,P. Siakam misses 2-pt hook shot from 9 ft,,71,79
344,3,3:07.0,,Defensive rebound by C. Reddish,71,79
345,3,2:55.0,,Turnover by V. Carter (bad pass; steal by N. Powell),71,79
346,3,2:45.0,N. Powell makes 3-pt jump shot from 23 ft (assist by P. Siakam),,74,79
347,3,2:26.0,,Shooting foul by K. Lowry (drawn by D. Jones),74,79
348,3,2:26.0,,D. Jones misses free throw 1 of 2,74,79
349,3,2:26.0,,Offensive rebound by Team,74,79
350,3,2:26.0,P. McCaw enters the game for F. VanVleet,,74,79
351,3,2:26.0,,D. Jones misses free throw 2 of 2,74,79
352,3,2:23.0,Defensive rebound by S. Ibaka,,74,79
353,3,2:15.0,N. Powell makes 3-pt jump shot from 27 ft (assist by P. McCaw),,77,79
354,3,2:01.0,,Offensive foul by D. Jones (drawn by N. Powell),77,79
355,3,2:01.0,,Turnover by D. Jones (offensive foul),77,79
356,3,2:01.0,,J. Collins enters the game for D. Bembry,77,79
357,3,2:01.0,,K. Huerter enters the game for V. Carter,77,79
358,3,1:53.0,P. Siakam misses 3-pt jump shot from 26 ft,,77,79
359,3,1:50.0,Offensive rebound by S. Ibaka,,77,79
360,3,1:44.0,Shooting foul by K. Huerter (drawn by P. Siakam),,77,79
361,3,1:44.0,P. Siakam makes free throw 1 of 2,,78,79
362,3,1:44.0,R. Hollis-Jefferson enters the game for K. Lowry,,78,79
363,3,1:44.0,,T. Young enters the game for K. Huerter,78,79
364,3,1:44.0,P. Siakam makes free throw 2 of 2,,79,79
365,3,1:37.0,,Personal foul by R. Hollis-Jefferson (drawn by T. Young),79,79
366,3,1:37.0,,T. Young misses free throw 1 of 2,79,79
367,3,1:37.0,,Offensive rebound by Team,79,79
368,3,1:37.0,T. Davis enters the game for P. Siakam,,79,79
369,3,1:37.0,,T. Young makes free throw 2 of 2,79,80
370,3,1:20.0,R. Hollis-Jefferson makes 2-pt dunk from 1 ft (assist by P. McCaw),,81,80
371,3,1:08.0,,C. Reddish misses 2-pt jump shot from 20 ft,81,80
372,3,1:06.0,Defensive rebound by R. Hollis-Jefferson,,81,80
373,3,1:02.0,N. Powell misses 3-pt jump shot from 26 ft,,81,80
374,3,0:59.0,,Defensive rebound by T. Young,81,80
375,3,0:46.0,,T. Young misses 3-pt jump shot from 36 ft,81,80
376,3,0:42.0,Defensive rebound by R. Hollis-Jefferson,,81,80
377,3,0:32.0,Shooting foul by D. Jones (drawn by N. Powell),,81,80
378,3,0:32.0,N. Powell makes free throw 1 of 2,,82,80
379,3,0:32.0,N. Powell makes free throw 2 of 2,,83,80
380,3,0:26.0,,T. Young makes 2-pt layup from 2 ft,83,82
381,3,0:03.0,N. Powell misses 2-pt layup from 1 ft (block by D. Jones),,83,82
382,3,0:03.0,,Defensive rebound by J. Collins,83,82
383,3,0:00.0,,J. Teague misses 3-pt jump shot from 27 ft,83,82
384,3,0:00.0,,Offensive rebound by Team,83,82
385,4,11:47.0,S. Ibaka misses 3-pt jump shot from 25 ft,,83,82
386,4,11:42.0,,Defensive rebound by D. Hunter,83,82
