,QUARTER,TIME_REMAINING,DENVER_ACTION,SACRAMENTO_ACTION,DENVER_SCORE,SACRAMENTO_SCORE
125,2,10:37.0,,Defensive rebound by Y. Ferrell,27,22
126,2,10:31.0,,J. James misses 2-pt dunk from 3 ft,27,22
127,2,10:29.0,,Offensive rebound by R. Holmes,27,22
128,2,10:17.0,,B. Hield misses 2-pt jump shot from 16 ft,27,22
129,2,10:17.0,,Offensive rebound by Team,27,22
130,2,10:17.0,,Turnover by Team (shot clock),27,22
131,2,10:09.0,Shooting foul by R. Holmes (drawn by M. Plumlee),,27,22
132,2,10:09.0,M. Plumlee misses free throw 1 of 2,,27,22
133,2,10:09.0,Offensive rebound by Team,,27,22
134,2,10:09.0,M. Plumlee misses free throw 2 of 2,,27,22
135,2,10:06.0,,Defensive rebound by R. Holmes,27,22
136,2,10:02.0,,J. James misses 2-pt layup from 4 ft,27,22
137,2,10:00.0,Defensive rebound by M. Plumlee,,27,22
138,2,9:52.0,M. Plumlee makes 2-pt dunk from 2 ft (assist by M. Beasley),,29,22
139,2,9:39.0,,B. Hield misses 3-pt jump shot from 25 ft,29,22
140,2,9:36.0,Defensive rebound by J. Hernangómez,,29,22
141,2,9:28.0,Turnover by M. Plumlee (bad pass; steal by J. James),,29,22
142,2,9:28.0,,Personal take foul by M. Plumlee (drawn by B. Hield),29,22
143,2,9:10.0,,Turnover by B. Hield (bad pass; steal by M. Beasley),29,22
144,2,9:05.0,M. Beasley makes 3-pt jump shot from 25 ft (assist by J. Hernangómez),,32,22
145,2,8:52.0,,R. Holmes makes 2-pt jump shot from 12 ft (assist by J. James),32,24
146,2,8:35.0,J. Grant misses 2-pt jump shot from 8 ft,,32,24
147,2,8:32.0,,Defensive rebound by B. Hield,32,24
148,2,8:28.0,,Y. Ferrell makes 2-pt jump shot from 12 ft,32,26
149,2,8:27.0,Denver full timeout,,32,26
150,2,8:27.0,W. Barton enters the game for J. Hernangómez,,32,26
151,2,8:11.0,M. Beasley misses 2-pt jump shot from 10 ft,,32,26
152,2,8:07.0,,Defensive rebound by H. Barnes,32,26
153,2,7:54.0,,B. Hield misses 3-pt jump shot from 25 ft,32,26
154,2,7:51.0,Defensive rebound by J. Grant,,32,26
155,2,7:43.0,J. Grant makes 3-pt jump shot from 25 ft (assist by W. Barton),,35,26
156,2,7:21.0,,J. James misses 3-pt jump shot from 22 ft,35,26
157,2,7:16.0,Defensive rebound by M. Morris,,35,26
158,2,6:57.0,M. Plumlee misses 2-pt layup from 2 ft,,35,26
159,2,6:53.0,,Defensive rebound by R. Holmes,35,26
160,2,6:42.0,,R. Holmes makes 2-pt jump shot from 8 ft (assist by J. James),35,28
161,2,6:26.0,M. Plumlee makes 2-pt dunk from 2 ft (assist by M. Beasley),,37,28
162,2,6:04.0,,Personal foul by M. Morris (drawn by H. Barnes),37,28
163,2,6:04.0,G. Harris enters the game for M. Beasley,,37,28
164,2,6:04.0,N. Jokić enters the game for J. Grant,,37,28
165,2,6:04.0,P. Millsap enters the game for M. Morris,,37,28
166,2,6:04.0,J. Murray enters the game for M. Plumlee,,37,28
167,2,6:04.0,,N. Bjelica enters the game for H. Barnes,37,28
168,2,6:04.0,,B. Bogdanović enters the game for B. Hield,37,28
169,2,5:55.0,,N. Bjelica misses 2-pt layup from 2 ft,37,28
170,2,5:53.0,Defensive rebound by N. Jokić,,37,28
171,2,5:37.0,G. Harris makes 2-pt jump shot from 12 ft (assist by J. Murray),,39,28
172,2,5:17.0,,Y. Ferrell misses 3-pt jump shot from 25 ft,39,28
173,2,5:14.0,Defensive rebound by W. Barton,,39,28
174,2,5:05.0,P. Millsap makes 2-pt dunk from 1 ft (assist by W. Barton),,41,28
175,2,5:05.0,,Sacramento full timeout,41,28
176,2,5:05.0,,D. Dedmon enters the game for Y. Ferrell,41,28
177,2,5:05.0,,C. Joseph enters the game for R. Holmes,41,28
178,2,4:53.0,,J. James misses 3-pt jump shot from 25 ft,41,28
179,2,4:51.0,,Offensive rebound by N. Bjelica,41,28
180,2,4:51.0,,N. Bjelica misses 2-pt layup from 2 ft (block by G. Harris),41,28
181,2,4:51.0,,Offensive rebound by Team,41,28
182,2,4:46.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,41,28
183,2,4:44.0,Defensive rebound by N. Jokić,,41,28
184,2,4:30.0,W. Barton makes 3-pt jump shot from 26 ft,,44,28
185,2,4:11.0,,D. Dedmon misses 3-pt jump shot from 25 ft,44,28
186,2,4:10.0,Defensive rebound by Team,,44,28
187,2,3:55.0,Turnover by J. Murray (bad pass; steal by J. James),,44,28
188,2,3:53.0,,J. James makes 2-pt dunk from 1 ft,44,30
189,2,3:30.0,J. Murray makes 3-pt jump shot from 25 ft (assist by W. Barton),,47,30
190,2,3:09.0,,Shooting foul by G. Harris (drawn by N. Bjelica),47,30
191,2,3:09.0,,N. Bjelica makes free throw 1 of 2,47,31
192,2,3:09.0,M. Beasley enters the game for G. Harris,,47,31
193,2,3:09.0,,H. Barnes enters the game for D. Dedmon,47,31
194,2,3:09.0,,N. Bjelica makes free throw 2 of 2,47,32
195,2,3:00.0,Personal foul by C. Joseph (drawn by J. Murray),,47,32
196,2,2:45.0,W. Barton misses 2-pt jump shot from 19 ft,,47,32
197,2,2:45.0,Offensive rebound by Team,,47,32
198,2,2:45.0,Turnover by Team (shot clock),,47,32
199,2,2:34.0,,N. Bjelica misses 2-pt jump shot from 4 ft,47,32
200,2,2:33.0,,Offensive rebound by N. Bjelica,47,32
201,2,2:31.0,,N. Bjelica makes 2-pt layup at rim,47,34
202,2,2:06.0,M. Beasley makes 3-pt jump shot from 26 ft (assist by J. Murray),,50,34
203,2,1:49.0,,B. Bogdanović misses 2-pt jump shot from 4 ft,50,34
204,2,1:47.0,,Offensive rebound by N. Bjelica,50,34
205,2,1:44.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by N. Bjelica),50,37
206,2,1:27.0,Offensive foul by P. Millsap (drawn by C. Joseph),,50,37
207,2,1:27.0,Turnover by P. Millsap (offensive foul),,50,37
208,2,1:27.0,Instant Replay (Request: Ruling Stands),,50,37
209,2,1:14.0,,H. Barnes misses 2-pt jump shot from 5 ft,50,37
210,2,1:10.0,,Offensive rebound by N. Bjelica,50,37
211,2,1:10.0,,N. Bjelica misses 2-pt layup at rim,50,37
212,2,1:09.0,Defensive rebound by W. Barton,,50,37
213,2,1:05.0,M. Beasley makes 3-pt jump shot from 25 ft (assist by W. Barton),,53,37
214,2,0:53.0,,N. Bjelica makes 3-pt jump shot from 28 ft (assist by B. Bogdanović),53,40
215,2,0:31.0,Shooting foul by N. Bjelica (drawn by J. Murray),,53,40
216,2,0:31.0,J. Murray makes free throw 1 of 2,,54,40
217,2,0:31.0,J. Grant enters the game for P. Millsap,,54,40
218,2,0:31.0,,B. Hield enters the game for J. James,54,40
219,2,0:31.0,J. Murray makes free throw 2 of 2,,55,40
220,2,0:22.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,55,40
221,2,0:19.0,Defensive rebound by J. Murray,,55,40
222,2,0:00.0,J. Murray misses 2-pt jump shot from 7 ft,,55,40
223,2,0:00.0,Offensive rebound by W. Barton,,55,40
224,2,0:00.0,W. Barton makes 2-pt dunk from 1 ft,,57,40
225,3,11:37.0,,C. Joseph makes 3-pt jump shot from 27 ft (assist by N. Bjelica),57,43
226,3,11:14.0,J. Murray misses 3-pt jump shot from 26 ft,,57,43
227,3,11:11.0,,Defensive rebound by H. Barnes,57,43
228,3,11:03.0,,Turnover by N. Bjelica (lost ball; steal by G. Harris),57,43
229,3,10:52.0,Turnover by P. Millsap (bad pass),,57,43
230,3,10:41.0,,H. Barnes misses 2-pt jump shot from 17 ft,57,43
231,3,10:37.0,Defensive rebound by N. Jokić,,57,43
232,3,10:28.0,N. Jokić makes 2-pt layup from 1 ft (assist by J. Murray),,59,43
233,3,10:13.0,,Turnover by N. Bjelica (3 sec),59,43
234,3,9:57.0,J. Murray misses 3-pt jump shot from 24 ft,,59,43
235,3,9:53.0,,Defensive rebound by N. Bjelica,59,43
236,3,9:44.0,,N. Bjelica misses 2-pt layup from 2 ft,59,43
237,3,9:44.0,,Offensive rebound by N. Bjelica,59,43
238,3,9:44.0,,N. Bjelica makes 2-pt layup from 3 ft,59,45
239,3,9:44.0,,Shooting foul by N. Jokić (drawn by N. Bjelica),59,45
240,3,9:44.0,,N. Bjelica makes free throw 1 of 1,59,46
241,3,9:19.0,P. Millsap misses 2-pt layup from 3 ft,,59,46
242,3,9:17.0,,Defensive rebound by N. Bjelica,59,46
243,3,9:13.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by N. Bjelica),59,49
244,3,8:56.0,J. Murray makes 2-pt layup from 1 ft (assist by N. Jokić),,61,49
245,3,8:39.0,,R. Holmes misses 2-pt layup from 3 ft (block by N. Jokić),61,49
246,3,8:39.0,,Offensive rebound by Team,61,49
247,3,8:35.0,,N. Bjelica misses 2-pt jump shot from 19 ft,61,49
248,3,8:34.0,Defensive rebound by Team,,61,49
249,3,8:18.0,Turnover by N. Jokić (bad pass; steal by R. Holmes),,61,49
250,3,8:13.0,,Shooting foul by P. Millsap (drawn by H. Barnes),61,49
251,3,8:13.0,,H. Barnes makes free throw 1 of 2,61,50
252,3,8:13.0,,H. Barnes makes free throw 2 of 2,61,51
253,3,7:48.0,J. Murray makes 2-pt jump shot from 12 ft,,63,51
254,3,7:44.0,,B. Hield makes 2-pt layup from 2 ft,63,53
255,3,7:44.0,,Shooting foul by N. Jokić (drawn by B. Hield),63,53
256,3,7:44.0,Denver full timeout,,63,53
257,3,7:44.0,,B. Hield makes free throw 1 of 1,63,54
258,3,7:31.0,J. Murray makes 2-pt dunk at rim (assist by N. Jokić),,65,54
259,3,7:17.0,,H. Barnes makes 3-pt jump shot from 25 ft (assist by C. Joseph),65,57
260,3,6:58.0,W. Barton misses 3-pt jump shot from 26 ft,,65,57
261,3,6:55.0,,Defensive rebound by H. Barnes,65,57
262,3,6:49.0,,Offensive foul by R. Holmes (drawn by J. Murray),65,57
263,3,6:49.0,,Turnover by R. Holmes (offensive foul),65,57
264,3,6:37.0,G. Harris misses 3-pt jump shot from 25 ft,,65,57
265,3,6:35.0,,Defensive rebound by N. Bjelica,65,57
266,3,6:20.0,,R. Holmes misses 2-pt layup from 7 ft (block by G. Harris),65,57
267,3,6:16.0,Defensive rebound by P. Millsap,,65,57
268,3,6:15.0,J. Murray misses 2-pt layup from 2 ft,,65,57
269,3,6:13.0,,Defensive rebound by N. Bjelica,65,57
270,3,6:11.0,,Turnover by N. Bjelica (bad pass; steal by W. Barton),65,57
271,3,6:11.0,Shooting foul by N. Bjelica (drawn by W. Barton),,65,57
272,3,6:11.0,W. Barton makes free throw 1 of 2,,66,57
273,3,6:11.0,W. Barton misses free throw 2 of 2,,66,57
274,3,6:09.0,,Defensive rebound by N. Bjelica,66,57
275,3,5:52.0,,Turnover by N. Bjelica (lost ball; steal by P. Millsap),66,57
276,3,5:48.0,Turnover by J. Murray (bad pass; steal by H. Barnes),,66,57
277,3,5:42.0,,H. Barnes makes 2-pt layup from 1 ft (assist by C. Joseph),66,59
278,3,5:16.0,J. Murray makes 2-pt jump shot from 14 ft,,68,59
279,3,5:03.0,,Personal foul by N. Jokić (drawn by B. Hield),68,59
280,3,5:03.0,,B. Bogdanović enters the game for N. Bjelica,68,59
281,3,4:56.0,,H. Barnes makes 2-pt layup from 9 ft (assist by B. Hield),68,61
282,3,4:56.0,,Shooting foul by P. Millsap (drawn by H. Barnes),68,61
283,3,4:56.0,,H. Barnes makes free throw 1 of 1,68,62
284,3,4:47.0,N. Jokić misses 3-pt jump shot from 25 ft,,68,62
285,3,4:44.0,Offensive rebound by P. Millsap,,68,62
286,3,4:42.0,Personal foul by C. Joseph (drawn by P. Millsap),,68,62
287,3,4:42.0,J. Grant enters the game for P. Millsap,,68,62
288,3,4:37.0,N. Jokić misses 2-pt jump shot from 7 ft,,68,62
289,3,4:35.0,,Defensive rebound by B. Hield,68,62
290,3,4:30.0,,Shooting foul by W. Barton (drawn by B. Hield),68,62
291,3,4:30.0,,B. Hield misses free throw 1 of 2,68,62
292,3,4:30.0,,Offensive rebound by Team,68,62
293,3,4:30.0,,B. Hield makes free throw 2 of 2,68,63
294,3,4:15.0,G. Harris misses 2-pt jump shot from 10 ft,,68,63
295,3,4:12.0,,Defensive rebound by R. Holmes,68,63
296,3,4:05.0,,B. Hield misses 3-pt jump shot from 25 ft,68,63
297,3,4:02.0,Defensive rebound by J. Grant,,68,63
298,3,3:44.0,Turnover by N. Jokić (lost ball; steal by C. Joseph),,68,63
299,3,3:35.0,,H. Barnes misses 2-pt jump shot from 8 ft,68,63
300,3,3:28.0,,Offensive rebound by R. Holmes,68,63
301,3,3:28.0,,R. Holmes makes 2-pt dunk from 1 ft,68,65
302,3,3:15.0,W. Barton misses 2-pt layup from 2 ft,,68,65
303,3,3:12.0,,Defensive rebound by C. Joseph,68,65
304,3,3:04.0,,Turnover by B. Bogdanović (bad pass; steal by J. Murray),68,65
305,3,2:59.0,W. Barton makes 2-pt layup from 1 ft (assist by J. Murray),,70,65
306,3,2:34.0,,B. Hield misses 3-pt jump shot from 26 ft,70,65
307,3,2:30.0,Defensive rebound by J. Murray,,70,65
308,3,2:29.0,Personal foul by B. Hield (drawn by J. Grant),,70,65
309,3,2:29.0,,Sacramento full timeout,70,65
310,3,2:29.0,M. Beasley enters the game for W. Barton,,70,65
311,3,2:29.0,M. Morris enters the game for N. Jokić,,70,65
312,3,2:29.0,M. Plumlee enters the game for J. Murray,,70,65
313,3,2:29.0,,D. Dedmon enters the game for B. Hield,70,65
314,3,2:29.0,,J. James enters the game for R. Holmes,70,65
315,3,2:14.0,M. Morris misses 2-pt jump shot from 9 ft (block by J. James),,70,65
316,3,2:10.0,Offensive rebound by M. Plumlee,,70,65
317,3,2:09.0,G. Harris misses 3-pt jump shot from 26 ft,,70,65
318,3,2:09.0,,Defensive rebound by J. James,70,65
319,3,1:44.0,,B. Bogdanović misses 2-pt layup from 7 ft (block by M. Plumlee),70,65
320,3,1:44.0,,Offensive rebound by Team,70,65
321,3,1:40.0,,H. Barnes misses 3-pt jump shot from 23 ft,70,65
322,3,1:38.0,Defensive rebound by M. Plumlee,,70,65
323,3,1:31.0,Personal foul by B. Bogdanović (drawn by M. Plumlee),,70,65
324,3,1:24.0,J. Grant makes 2-pt layup from 2 ft (assist by M. Beasley),,72,65
325,3,1:08.0,,Turnover by B. Bogdanović (bad pass; steal by G. Harris),72,65
326,3,0:46.0,M. Beasley misses 2-pt jump shot from 13 ft,,72,65
327,3,0:45.0,,Defensive rebound by Team,72,65
328,3,0:32.0,,Offensive foul by H. Barnes (drawn by G. Harris),72,65
329,3,0:32.0,,Turnover by H. Barnes (offensive foul),72,65
330,3,0:19.0,J. Grant makes 3-pt jump shot from 26 ft (assist by M. Morris),,75,65
331,3,0:02.0,,H. Barnes makes 2-pt hook shot from 9 ft (assist by C. Joseph),75,67
332,3,0:00.0,,Instant Replay (Request: Stands),75,67
333,4,11:42.0,J. Grant makes 2-pt jump shot from 5 ft,,77,67
334,4,11:22.0,,J. James makes 2-pt jump shot from 11 ft (assist by N. Bjelica),77,69
335,4,11:09.0,Shooting foul by N. Bjelica (drawn by J. Grant),,77,69
336,4,11:09.0,J. Grant makes free throw 1 of 2,,78,69
337,4,11:09.0,J. Grant makes free throw 2 of 2,,79,69
338,4,10:56.0,,D. Dedmon makes 2-pt dunk from 2 ft (assist by Y. Ferrell),79,71
339,4,10:43.0,J. Grant misses 3-pt jump shot from 25 ft,,79,71
340,4,10:38.0,,Defensive rebound by B. Hield,79,71
341,4,10:31.0,,D. Dedmon misses 3-pt jump shot from 25 ft,79,71
342,4,10:27.0,Defensive rebound by J. Grant,,79,71
343,4,10:09.0,Turnover by W. Barton (lost ball; steal by Y. Ferrell),,79,71
344,4,9:59.0,,B. Hield misses 3-pt jump shot from 26 ft,79,71
345,4,9:57.0,,Offensive rebound by N. Bjelica,79,71
346,4,9:56.0,,N. Bjelica misses 2-pt layup from 2 ft,79,71
347,4,9:53.0,Defensive rebound by M. Plumlee,,79,71
348,4,9:46.0,M. Beasley makes 2-pt jump shot from 12 ft,,81,71
349,4,9:34.0,,Y. Ferrell misses 2-pt jump shot from 15 ft,81,71
350,4,9:31.0,Defensive rebound by W. Barton,,81,71
351,4,9:26.0,Personal foul by J. James (drawn by M. Beasley),,81,71
352,4,9:26.0,,H. Barnes enters the game for N. Bjelica,81,71
353,4,9:12.0,W. Barton misses 3-pt jump shot from 25 ft,,81,71
354,4,9:08.0,,Defensive rebound by J. James,81,71
355,4,9:00.0,,J. James misses 2-pt layup from 4 ft,81,71
356,4,8:58.0,Defensive rebound by W. Barton,,81,71
357,4,8:53.0,M. Morris misses 2-pt jump shot from 18 ft,,81,71
358,4,8:50.0,,Defensive rebound by D. Dedmon,81,71
359,4,8:43.0,,Turnover by H. Barnes (bad pass; steal by W. Barton),81,71
360,4,8:40.0,Personal foul by Y. Ferrell (drawn by J. Grant),,81,71
361,4,8:33.0,M. Plumlee makes 2-pt jump shot from 9 ft (assist by W. Barton),,83,71
362,4,8:33.0,Shooting foul by D. Dedmon (drawn by M. Plumlee),,83,71
363,4,8:33.0,,Sacramento full timeout,83,71
364,4,8:33.0,,B. Bogdanović enters the game for D. Dedmon,83,71
365,4,8:33.0,,R. Holmes enters the game for Y. Ferrell,83,71
366,4,8:33.0,M. Plumlee misses free throw 1 of 1,,83,71
367,4,8:30.0,,Defensive rebound by J. James,83,71
368,4,8:14.0,,H. Barnes misses 3-pt jump shot from 26 ft,83,71
369,4,8:12.0,Defensive rebound by M. Plumlee,,83,71
370,4,7:59.0,Personal foul by R. Holmes (drawn by M. Plumlee),,83,71
371,4,7:59.0,M. Plumlee makes free throw 1 of 2,,84,71
372,4,7:59.0,M. Plumlee makes free throw 2 of 2,,85,71
373,4,7:38.0,,R. Holmes makes 2-pt jump shot from 16 ft (assist by B. Bogdanović),85,73
374,4,7:21.0,W. Barton makes 2-pt jump shot from 3 ft,,87,73
375,4,7:08.0,,R. Holmes misses 2-pt layup from 2 ft,87,73
376,4,7:08.0,,Offensive rebound by Team,87,73
377,4,6:56.0,,J. James misses 3-pt jump shot from 25 ft,87,73
378,4,6:54.0,,Offensive rebound by R. Holmes,87,73
379,4,6:52.0,,B. Hield misses 3-pt jump shot from 25 ft,87,73
380,4,6:52.0,Defensive rebound by J. Grant,,87,73
381,4,6:40.0,Turnover by W. Barton (bad pass; steal by B. Hield),,87,73
382,4,6:31.0,,R. Holmes makes 2-pt layup from 2 ft (assist by B. Hield),87,75
383,4,6:31.0,Denver full timeout,,87,75
384,4,6:31.0,G. Harris enters the game for W. Barton,,87,75
