,QUARTER,TIME_REMAINING,DETROIT_ACTION,CHARLOTTE_ACTION,DETROIT_SCORE,CHARLOTTE_SCORE
0,1,11:39.0,Turnover by A. Drummond (3 sec),,0,0
1,1,11:21.0,Violation by Team (kicked ball),,0,0
2,1,11:15.0,,Shooting foul by B. Brown (drawn by T. Rozier),0,0
3,1,11:15.0,,T. Rozier makes free throw 1 of 3,0,1
4,1,11:15.0,,T. Rozier makes free throw 2 of 3,0,2
5,1,11:15.0,,T. Rozier makes free throw 3 of 3,0,3
6,1,10:55.0,B. Brown misses 3-pt jump shot from 26 ft,,0,3
7,1,10:52.0,,Defensive rebound by T. Rozier,0,3
8,1,10:46.0,,D. Graham makes 3-pt jump shot from 27 ft (assist by T. Rozier),0,6
9,1,10:33.0,B. Griffin makes 2-pt hook shot from 7 ft,,2,6
10,1,10:33.0,Shooting foul by P. Washington (drawn by B. Griffin),,2,6
11,1,10:33.0,B. Griffin makes free throw 1 of 1,,3,6
12,1,10:25.0,,Personal foul by L. Galloway (drawn by D. Graham),3,6
13,1,10:11.0,,T. Rozier makes 3-pt jump shot from 24 ft (assist by D. Graham),3,9
14,1,9:53.0,A. Drummond misses 2-pt hook shot from 4 ft,,3,9
15,1,9:50.0,,Defensive rebound by M. Bridges,3,9
16,1,9:43.0,,Turnover by D. Graham (bad pass; steal by B. Brown),3,9
17,1,9:41.0,Personal take foul by T. Rozier (drawn by B. Brown),,3,9
18,1,9:31.0,B. Griffin misses 3-pt jump shot from 23 ft,,3,9
19,1,9:28.0,,Defensive rebound by M. Bridges,3,9
20,1,9:23.0,,B. Biyombo makes 2-pt hook shot from 3 ft (assist by D. Graham),3,11
21,1,9:16.0,Detroit full timeout,,3,11
22,1,9:03.0,B. Brown makes 2-pt dunk from 2 ft (assist by A. Drummond),,5,11
23,1,8:45.0,,P. Washington makes 2-pt layup from 2 ft (assist by D. Graham),5,13
24,1,8:26.0,B. Griffin makes 2-pt layup from 3 ft,,7,13
