,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,WASHINGTON_ACTION,PHILADELPHIA_SCORE,WASHINGTON_SCORE
71,1,4:32.0,,Def 3 sec tech foul by Team,19,9
72,1,4:32.0,,B. Beal makes technical free throw,19,10
73,1,4:21.0,,I. Smith makes 3-pt jump shot from 26 ft,19,13
74,1,4:09.0,T. Harris makes 3-pt jump shot from 23 ft (assist by M. Scott),,22,13
75,1,4:00.0,,Personal foul by J. Ennis (drawn by B. Beal),22,13
76,1,3:52.0,,T. Brown makes 2-pt jump shot from 8 ft (assist by B. Beal),22,15
77,1,3:44.0,T. Harris makes 3-pt jump shot from 25 ft (assist by B. Simmons),,25,15
78,1,3:39.0,,Shooting foul by M. Scott (drawn by T. Brown),25,15
79,1,3:39.0,,T. Brown makes free throw 1 of 2,25,16
80,1,3:39.0,,T. Brown makes free throw 2 of 2,25,17
81,1,3:22.0,T. Harris misses 2-pt layup from 1 ft,,25,17
82,1,3:20.0,,Defensive rebound by D. Bertāns,25,17
83,1,3:15.0,,I. Smith makes 3-pt jump shot from 27 ft (assist by B. Beal),25,20
84,1,2:56.0,A. Horford misses 2-pt jump shot from 16 ft,,25,20
85,1,2:53.0,,Defensive rebound by T. Brown,25,20
86,1,2:50.0,,I. Smith misses 2-pt layup from 6 ft (block by T. Harris),25,20
87,1,2:47.0,,Offensive rebound by Team,25,20
88,1,2:47.0,J. Embiid enters the game for T. Harris,,25,20
89,1,2:47.0,R. Neto enters the game for A. Horford,,25,20
90,1,2:47.0,M. Thybulle enters the game for B. Simmons,,25,20
91,1,2:47.0,,C. Chiozza enters the game for I. Smith,25,20
92,1,2:33.0,,B. Beal makes 2-pt layup from 3 ft (assist by T. Brown),25,22
93,1,2:17.0,J. Embiid misses 2-pt jump shot from 16 ft,,25,22
94,1,2:15.0,,Defensive rebound by B. Beal,25,22
95,1,1:58.0,,T. Brown misses 2-pt jump shot from 12 ft,25,22
96,1,1:56.0,Defensive rebound by J. Embiid,,25,22
97,1,1:52.0,Turnover by R. Neto (bad pass; steal by D. Bertāns),,25,22
98,1,1:42.0,,I. Mahinmi misses 2-pt layup from 2 ft,25,22
99,1,1:39.0,,Offensive rebound by I. Mahinmi,25,22
100,1,1:32.0,,C. Chiozza misses 2-pt jump shot from 10 ft,25,22
101,1,1:30.0,Defensive rebound by J. Embiid,,25,22
102,1,1:10.0,Shooting foul by B. Beal (drawn by J. Embiid),,25,22
103,1,1:10.0,J. Embiid makes free throw 1 of 2,,26,22
104,1,1:10.0,F. Korkmaz enters the game for J. Ennis,,26,22
105,1,1:10.0,,R. Hachimura enters the game for B. Beal,26,22
106,1,1:10.0,J. Embiid makes free throw 2 of 2,,27,22
107,1,0:51.0,,I. Mahinmi misses 2-pt layup from 6 ft,27,22
108,1,0:47.0,Defensive rebound by F. Korkmaz,,27,22
109,1,0:42.0,R. Neto makes 3-pt jump shot from 23 ft (assist by F. Korkmaz),,30,22
110,1,0:36.0,,R. Hachimura misses 2-pt layup from 10 ft,30,22
111,1,0:31.0,Defensive rebound by R. Neto,,30,22
112,1,0:28.0,R. Neto makes 3-pt jump shot from 24 ft (assist by M. Thybulle),,33,22
113,1,0:10.0,,C. Chiozza misses 2-pt jump shot from 16 ft,33,22
114,1,0:06.0,Defensive rebound by M. Scott,,33,22
115,1,0:05.0,Turnover by M. Scott (bad pass),,33,22
116,1,0:02.0,,D. Bertāns makes 3-pt jump shot from 25 ft (assist by C. Chiozza),33,25
117,1,0:01.0,F. Korkmaz misses 3-pt jump shot from 51 ft,,33,25
118,1,0:00.0,Offensive rebound by Team,,33,25
119,2,11:42.0,,R. Hachimura makes 2-pt jump shot from 14 ft (assist by C. Chiozza),33,27
120,2,11:21.0,J. Embiid misses 2-pt jump shot from 14 ft,,33,27
121,2,11:18.0,,Defensive rebound by I. Mahinmi,33,27
122,2,11:09.0,,T. Brown misses 2-pt jump shot from 14 ft,33,27
123,2,11:06.0,Defensive rebound by J. Embiid,,33,27
124,2,10:47.0,Turnover by J. Embiid (3 sec),,33,27
125,2,10:47.0,,M. Wagner enters the game for I. Mahinmi,33,27
126,2,10:41.0,,D. Bertāns makes 3-pt jump shot from 27 ft (assist by C. Chiozza),33,30
127,2,10:40.0,Philadelphia full timeout,,33,30
128,2,10:27.0,F. Korkmaz misses 3-pt jump shot from 25 ft,,33,30
129,2,10:23.0,,Defensive rebound by R. Hachimura,33,30
130,2,10:20.0,,R. Hachimura makes 2-pt jump shot from 3 ft,33,32
131,2,9:59.0,Shooting foul by D. Bertāns (drawn by J. Embiid),,33,32
132,2,9:59.0,J. Embiid makes free throw 1 of 2,,34,32
133,2,9:59.0,J. Embiid makes free throw 2 of 2,,35,32
134,2,9:35.0,,D. Bertāns makes 2-pt jump shot from 12 ft (assist by T. Brown),35,34
135,2,9:22.0,J. Embiid makes 2-pt dunk from 1 ft (assist by M. Thybulle),,37,34
136,2,9:13.0,,Turnover by C. Chiozza (bad pass; steal by M. Thybulle),37,34
137,2,9:07.0,F. Korkmaz makes 3-pt jump shot from 24 ft (assist by M. Thybulle),,40,34
138,2,8:51.0,,M. Wagner misses 3-pt jump shot from 27 ft,40,34
139,2,8:47.0,Defensive rebound by J. Embiid,,40,34
140,2,8:36.0,J. Embiid misses 2-pt layup from 2 ft,,40,34
141,2,8:35.0,Offensive rebound by J. Embiid,,40,34
142,2,8:35.0,Shooting foul by M. Wagner (drawn by J. Embiid),,40,34
143,2,8:35.0,J. Embiid misses free throw 1 of 2,,40,34
144,2,8:35.0,Offensive rebound by Team,,40,34
145,2,8:35.0,B. Simmons enters the game for R. Neto,,40,34
146,2,8:35.0,,B. Beal enters the game for C. Chiozza,40,34
147,2,8:35.0,J. Embiid misses free throw 2 of 2,,40,34
148,2,8:32.0,,Defensive rebound by M. Wagner,40,34
149,2,8:17.0,,M. Wagner misses 3-pt jump shot from 26 ft (block by M. Thybulle),40,34
150,2,8:12.0,Defensive rebound by J. Embiid,,40,34
151,2,8:10.0,T. Harris makes 2-pt layup from 1 ft (assist by B. Simmons),,42,34
152,2,8:10.0,,Washington full timeout,42,34
153,2,8:10.0,A. Horford enters the game for J. Embiid,,42,34
154,2,8:10.0,,I. Smith enters the game for T. Brown,42,34
155,2,7:53.0,,I. Smith makes 2-pt jump shot from 16 ft,42,36
156,2,7:41.0,B. Simmons makes 2-pt layup from 1 ft,,44,36
157,2,7:22.0,,R. Hachimura misses 3-pt jump shot from 26 ft,44,36
158,2,7:20.0,,Offensive rebound by M. Wagner,44,36
159,2,7:18.0,,M. Wagner makes 2-pt layup from 3 ft,44,38
160,2,7:05.0,T. Harris misses 3-pt jump shot from 25 ft,,44,38
161,2,7:01.0,,Defensive rebound by M. Wagner,44,38
162,2,6:57.0,,D. Bertāns makes 3-pt jump shot from 28 ft (assist by I. Smith),44,41
163,2,6:35.0,T. Harris makes 2-pt layup from 1 ft (assist by M. Thybulle),,46,41
164,2,6:16.0,,I. Smith misses 2-pt layup from 6 ft,46,41
165,2,6:14.0,Defensive rebound by T. Harris,,46,41
166,2,6:03.0,F. Korkmaz misses 2-pt jump shot from 20 ft,,46,41
167,2,5:59.0,,Defensive rebound by M. Wagner,46,41
168,2,5:51.0,,B. Beal misses 2-pt jump shot from 6 ft,46,41
169,2,5:50.0,,Offensive rebound by B. Beal,46,41
170,2,5:42.0,,Turnover by B. Beal (bad pass),46,41
171,2,5:42.0,J. Ennis enters the game for M. Thybulle,,46,41
172,2,5:22.0,T. Harris misses 2-pt hook shot from 7 ft,,46,41
173,2,5:20.0,,Defensive rebound by R. Hachimura,46,41
174,2,5:08.0,,D. Bertāns makes 3-pt jump shot from 26 ft (assist by I. Smith),46,44
175,2,4:48.0,A. Horford makes 3-pt jump shot from 26 ft (assist by J. Ennis),,49,44
176,2,4:39.0,,D. Bertāns makes 3-pt jump shot from 27 ft (assist by I. Smith),49,47
177,2,4:19.0,T. Harris makes 2-pt dunk at rim (assist by B. Simmons),,51,47
178,2,4:12.0,Violation by Team (kicked ball),,51,47
179,2,4:12.0,,I. Bonga enters the game for M. Wagner,51,47
180,2,4:00.0,,D. Bertāns makes 3-pt jump shot from 27 ft (assist by I. Smith),51,50
181,2,3:45.0,Offensive foul by J. Ennis (drawn by D. Bertāns),,51,50
182,2,3:45.0,Turnover by J. Ennis (offensive foul),,51,50
183,2,3:45.0,J. Embiid enters the game for A. Horford,,51,50
184,2,3:34.0,,Shooting foul by B. Simmons (drawn by R. Hachimura),51,50
185,2,3:34.0,,R. Hachimura makes free throw 1 of 2,51,51
186,2,3:34.0,,R. Hachimura makes free throw 2 of 2,51,52
187,2,3:17.0,T. Harris misses 2-pt jump shot from 6 ft,,51,52
188,2,3:15.0,,Defensive rebound by R. Hachimura,51,52
189,2,3:11.0,,Personal foul by J. Ennis (drawn by I. Smith),51,52
190,2,3:11.0,M. Scott enters the game for T. Harris,,51,52
191,2,3:11.0,M. Thybulle enters the game for F. Korkmaz,,51,52
192,2,2:58.0,,R. Hachimura makes 2-pt jump shot from 13 ft (assist by I. Smith),51,54
193,2,2:37.0,Turnover by B. Simmons (step out of bounds),,51,54
194,2,2:22.0,,B. Beal misses 3-pt jump shot from 28 ft,51,54
195,2,2:18.0,Defensive rebound by J. Embiid,,51,54
196,2,2:15.0,Turnover by B. Simmons (lost ball; steal by I. Bonga),,51,54
197,2,2:10.0,,R. Hachimura makes 2-pt dunk from 3 ft (assist by I. Smith),51,56
198,2,2:10.0,Philadelphia full timeout,,51,56
199,2,1:54.0,Turnover by B. Simmons (off goaltending),,51,56
200,2,1:41.0,,B. Beal misses 3-pt jump shot from 28 ft,51,56
201,2,1:39.0,Defensive rebound by J. Embiid,,51,56
202,2,1:27.0,J. Embiid makes 2-pt layup from 2 ft (assist by J. Ennis),,53,56
203,2,1:13.0,,R. Hachimura makes 2-pt jump shot from 18 ft,53,58
204,2,0:55.0,M. Scott misses 3-pt jump shot from 26 ft,,53,58
205,2,0:52.0,,Defensive rebound by B. Beal,53,58
206,2,0:47.0,,D. Bertāns makes 2-pt layup from 1 ft (assist by B. Beal),53,60
207,2,0:32.0,Turnover by J. Embiid (palming),,53,60
208,2,0:27.0,,R. Hachimura makes 3-pt jump shot from 26 ft (assist by B. Beal),53,63
209,2,0:13.0,B. Simmons misses 2-pt layup from 10 ft (block by I. Bonga),,53,63
210,2,0:11.0,Offensive rebound by B. Simmons,,53,63
211,2,0:11.0,Personal foul by I. Bonga (drawn by B. Simmons),,53,63
212,2,0:11.0,,T. Brown enters the game for D. Bertāns,53,63
213,2,0:09.0,Personal foul by R. Hachimura (drawn by J. Embiid),,53,63
214,2,0:09.0,J. Embiid makes free throw 1 of 2,,54,63
215,2,0:09.0,T. Harris enters the game for J. Ennis,,54,63
216,2,0:09.0,,D. Bertāns enters the game for I. Bonga,54,63
217,2,0:09.0,J. Embiid makes free throw 2 of 2,,55,63
218,2,0:00.0,,B. Beal makes 2-pt layup from 2 ft,55,65
219,3,11:35.0,,R. Hachimura makes 2-pt jump shot from 16 ft (assist by I. Bonga),55,67
220,3,11:21.0,F. Korkmaz makes 2-pt jump shot from 20 ft (assist by J. Embiid),,57,67
221,3,11:12.0,,B. Beal makes 2-pt jump shot from 15 ft,57,69
222,3,10:52.0,B. Simmons makes 2-pt hook shot from 9 ft,,59,69
223,3,10:39.0,,M. Wagner misses 3-pt jump shot from 26 ft,59,69
224,3,10:35.0,Defensive rebound by J. Embiid,,59,69
225,3,10:28.0,Personal foul by M. Wagner (drawn by J. Embiid),,59,69
226,3,10:18.0,B. Simmons makes 2-pt dunk from 2 ft,,61,69
227,3,10:00.0,,R. Hachimura misses 2-pt jump shot from 11 ft,61,69
228,3,9:58.0,Defensive rebound by J. Embiid,,61,69
229,3,9:50.0,Turnover by B. Simmons (step out of bounds),,61,69
230,3,9:36.0,,B. Beal makes 2-pt jump shot from 20 ft (assist by M. Wagner),61,71
231,3,9:13.0,Turnover by B. Simmons (traveling),,61,71
232,3,8:57.0,,I. Smith misses 2-pt jump shot from 16 ft,61,71
233,3,8:56.0,Defensive rebound by Team,,61,71
234,3,8:37.0,T. Harris misses 3-pt jump shot from 26 ft,,61,71
235,3,8:34.0,,Defensive rebound by R. Hachimura,61,71
236,3,8:22.0,,Shooting foul by A. Horford (drawn by I. Bonga),61,71
237,3,8:22.0,,I. Bonga makes free throw 1 of 2,61,72
238,3,8:22.0,,I. Bonga makes free throw 2 of 2,61,73
239,3,8:09.0,Offensive foul by J. Embiid (drawn by M. Wagner),,61,73
240,3,8:09.0,Turnover by J. Embiid (offensive foul),,61,73
241,3,7:58.0,,I. Smith makes 2-pt jump shot from 6 ft,61,75
242,3,7:58.0,Philadelphia full timeout,,61,75
243,3,7:58.0,M. Scott enters the game for J. Embiid,,61,75
244,3,7:58.0,M. Thybulle enters the game for F. Korkmaz,,61,75
245,3,7:58.0,,D. Bertāns enters the game for M. Wagner,61,75
246,3,7:38.0,T. Harris makes 2-pt jump shot from 15 ft,,63,75
247,3,7:13.0,,Turnover by B. Beal (lost ball; steal by A. Horford),63,75
248,3,7:07.0,A. Horford makes 3-pt jump shot from 28 ft (assist by B. Simmons),,66,75
249,3,6:52.0,,B. Beal misses 2-pt layup from 2 ft (block by A. Horford),66,75
250,3,6:50.0,Defensive rebound by A. Horford,,66,75
251,3,6:35.0,A. Horford makes 2-pt hook shot from 8 ft (assist by M. Thybulle),,68,75
252,3,6:17.0,,D. Bertāns misses 3-pt jump shot from 24 ft,68,75
253,3,6:14.0,,Offensive rebound by B. Beal,68,75
254,3,6:13.0,,B. Beal makes 3-pt jump shot from 27 ft,68,78
255,3,5:51.0,T. Harris makes 2-pt jump shot from 15 ft,,70,78
256,3,5:39.0,,I. Smith makes 2-pt jump shot from 9 ft,70,80
257,3,5:29.0,Offensive foul by A. Horford (drawn by R. Hachimura),,70,80
258,3,5:29.0,Turnover by A. Horford (offensive foul),,70,80
259,3,5:12.0,,B. Beal makes 2-pt jump shot from 12 ft,70,82
260,3,5:10.0,Philadelphia full timeout,,70,82
261,3,4:51.0,B. Simmons makes 2-pt dunk from 1 ft (assist by T. Harris),,72,82
262,3,4:32.0,,B. Beal misses 2-pt layup from 3 ft,72,82
263,3,4:29.0,Defensive rebound by T. Harris,,72,82
264,3,4:16.0,T. Harris misses 3-pt jump shot from 24 ft,,72,82
265,3,4:11.0,Offensive rebound by M. Scott,,72,82
266,3,4:10.0,M. Scott misses 2-pt layup from 3 ft,,72,82
267,3,4:10.0,Offensive rebound by T. Harris,,72,82
268,3,4:06.0,T. Harris misses 2-pt layup at rim,,72,82
269,3,4:05.0,,Defensive rebound by B. Beal,72,82
270,3,3:57.0,,I. Smith makes 2-pt jump shot from 19 ft,72,84
271,3,3:33.0,T. Harris makes 2-pt dunk from 3 ft,,74,84
272,3,3:15.0,,Shooting foul by T. Harris (drawn by B. Beal),74,84
273,3,3:15.0,,B. Beal makes free throw 1 of 2,74,85
274,3,3:15.0,J. Embiid enters the game for A. Horford,,74,85
275,3,3:15.0,R. Neto enters the game for B. Simmons,,74,85
276,3,3:15.0,,T. Brown enters the game for I. Bonga,74,85
277,3,3:15.0,,I. Mahinmi enters the game for R. Hachimura,74,85
278,3,3:15.0,,B. Beal makes free throw 2 of 2,74,86
279,3,2:58.0,M. Thybulle makes 2-pt dunk from 2 ft (assist by T. Harris),,76,86
280,3,2:46.0,,D. Bertāns misses 3-pt jump shot from 26 ft,76,86
281,3,2:44.0,,Offensive rebound by T. Brown,76,86
282,3,2:40.0,,I. Smith makes 2-pt jump shot from 20 ft (assist by T. Brown),76,88
283,3,2:28.0,Personal foul by I. Mahinmi (drawn by J. Embiid),,76,88
284,3,2:28.0,J. Ennis enters the game for T. Harris,,76,88
285,3,2:25.0,Personal foul by I. Mahinmi (drawn by J. Embiid),,76,88
286,3,2:17.0,J. Embiid misses 2-pt layup from 4 ft,,76,88
287,3,2:15.0,,Defensive rebound by I. Mahinmi,76,88
288,3,2:12.0,,D. Bertāns misses 3-pt jump shot from 26 ft,76,88
289,3,2:09.0,,Offensive rebound by T. Brown,76,88
290,3,2:08.0,,I. Mahinmi makes 2-pt dunk from 1 ft (assist by T. Brown),76,90
291,3,1:49.0,Shooting foul by I. Mahinmi (drawn by J. Embiid),,76,90
292,3,1:49.0,J. Embiid makes free throw 1 of 2,,77,90
293,3,1:49.0,,C. Chiozza enters the game for B. Beal,77,90
294,3,1:49.0,,R. Hachimura enters the game for I. Smith,77,90
295,3,1:49.0,J. Embiid makes free throw 2 of 2,,78,90
296,3,1:41.0,,Personal foul by M. Thybulle (drawn by D. Bertāns),78,90
297,3,1:29.0,,Shooting foul by J. Embiid (drawn by I. Mahinmi),78,90
298,3,1:29.0,,Instant Replay (Request: Stands),78,90
299,3,1:29.0,,I. Mahinmi misses free throw 1 of 2,78,90
300,3,1:29.0,,Offensive rebound by Team,78,90
301,3,1:29.0,,I. Mahinmi makes free throw 2 of 2,78,91
302,3,1:18.0,M. Scott misses 3-pt jump shot from 26 ft,,78,91
303,3,1:15.0,,Defensive rebound by T. Brown,78,91
304,3,1:03.0,,R. Hachimura misses 2-pt layup from 4 ft (block by J. Ennis),78,91
305,3,1:03.0,Defensive rebound by J. Embiid,,78,91
306,3,1:01.0,Turnover by J. Embiid (lost ball; steal by T. Brown),,78,91
307,3,0:41.0,,D. Bertāns misses 2-pt jump shot from 19 ft,78,91
308,3,0:38.0,Defensive rebound by M. Scott,,78,91
309,3,0:32.0,J. Embiid misses 3-pt jump shot from 26 ft,,78,91
310,3,0:28.0,,Defensive rebound by R. Hachimura,78,91
311,3,0:11.0,,C. Chiozza misses 2-pt jump shot from 4 ft,78,91
312,3,0:09.0,Defensive rebound by J. Embiid,,78,91
313,3,0:03.0,R. Neto makes 3-pt jump shot from 26 ft,,81,91
314,3,0:00.0,,Turnover by R. Hachimura (lost ball; steal by M. Scott),81,91
315,4,11:46.0,Shooting foul by T. Brown (drawn by T. Harris),,81,91
316,4,11:46.0,T. Harris makes free throw 1 of 2,,82,91
317,4,11:46.0,T. Harris makes free throw 2 of 2,,83,91
318,4,11:25.0,,Shooting foul by R. Neto (drawn by I. Mahinmi),83,91
319,4,11:25.0,,I. Mahinmi makes free throw 1 of 2,83,92
320,4,11:25.0,,I. Mahinmi makes free throw 2 of 2,83,93
321,4,11:12.0,Turnover by J. Embiid (lost ball; steal by C. Chiozza),,83,93
322,4,11:07.0,,C. Chiozza misses 2-pt layup from 1 ft,83,93
323,4,11:04.0,,Offensive rebound by I. Mahinmi,83,93
324,4,11:04.0,,I. Mahinmi makes 2-pt layup from 1 ft,83,95
325,4,10:58.0,Personal foul by C. Chiozza (drawn by R. Neto),,83,95
326,4,10:41.0,T. Harris makes 2-pt hook shot from 7 ft,,85,95
327,4,10:30.0,,D. Bertāns makes 3-pt jump shot from 25 ft (assist by C. Chiozza),85,98
328,4,10:14.0,R. Neto makes 2-pt layup from 2 ft,,87,98
329,4,9:55.0,,T. Brown makes 2-pt jump shot from 2 ft (assist by C. Chiozza),87,100
330,4,9:55.0,,Shooting foul by J. Ennis (drawn by T. Brown),87,100
331,4,9:55.0,,T. Brown misses free throw 1 of 1,87,100
332,4,9:53.0,Defensive rebound by T. Harris,,87,100
333,4,9:37.0,R. Neto misses 3-pt jump shot from 29 ft,,87,100
334,4,9:33.0,,Defensive rebound by C. Chiozza,87,100
335,4,9:26.0,,T. Brown makes 2-pt jump shot from 6 ft (assist by C. Chiozza),87,102
336,4,9:26.0,Philadelphia full timeout,,87,102
337,4,9:26.0,T. Burke enters the game for R. Neto,,87,102
338,4,9:26.0,B. Simmons enters the game for M. Thybulle,,87,102
339,4,9:11.0,T. Harris makes 2-pt jump shot from 20 ft,,89,102
340,4,8:51.0,,D. Bertāns misses 3-pt jump shot from 27 ft,89,102
341,4,8:49.0,,Offensive rebound by I. Mahinmi,89,102
342,4,8:48.0,,I. Mahinmi misses 2-pt layup from 1 ft,89,102
343,4,8:48.0,Defensive rebound by T. Harris,,89,102
344,4,8:35.0,T. Harris misses 2-pt jump shot from 10 ft,,89,102
345,4,8:33.0,Offensive rebound by J. Embiid,,89,102
346,4,8:33.0,Personal foul by T. Brown (drawn by J. Embiid),,89,102
347,4,8:33.0,,B. Beal enters the game for C. Chiozza,89,102
348,4,8:33.0,,M. Wagner enters the game for I. Mahinmi,89,102
349,4,8:23.0,Personal foul by D. Bertāns (drawn by J. Embiid),,89,102
350,4,8:11.0,B. Simmons misses 2-pt layup from 4 ft,,89,102
351,4,8:09.0,,Defensive rebound by M. Wagner,89,102
352,4,8:09.0,,Turnover by D. Bertāns (lost ball; steal by B. Simmons),89,102
353,4,8:06.0,Shooting foul by M. Wagner (drawn by J. Ennis),,89,102
354,4,8:06.0,,Washington full timeout,89,102
355,4,8:06.0,,Instant Replay (Challenge: Stands),89,102
356,4,8:06.0,J. Ennis makes free throw 1 of 2,,90,102
357,4,8:06.0,J. Ennis makes free throw 2 of 2,,91,102
358,4,8:01.0,,Personal foul by J. Ennis (drawn by D. Bertāns),91,102
359,4,8:01.0,M. Thybulle enters the game for J. Ennis,,91,102
360,4,8:00.0,,Personal foul by B. Simmons (drawn by B. Beal),91,102
361,4,7:51.0,,B. Beal misses 2-pt jump shot from 19 ft,91,102
362,4,7:47.0,Defensive rebound by J. Embiid,,91,102
363,4,7:40.0,T. Burke misses 2-pt jump shot from 17 ft,,91,102
364,4,7:36.0,,Defensive rebound by M. Wagner,91,102
365,4,7:22.0,,B. Beal misses 2-pt layup from 1 ft,91,102
366,4,7:20.0,Defensive rebound by J. Embiid,,91,102
367,4,7:16.0,Turnover by B. Simmons (bad pass; steal by R. Hachimura),,91,102
368,4,7:10.0,,B. Beal misses 2-pt layup from 1 ft,91,102
369,4,7:07.0,,Offensive rebound by B. Beal,91,102
370,4,7:07.0,,B. Beal misses 2-pt layup from 1 ft,91,102
371,4,7:07.0,Defensive rebound by M. Thybulle,,91,102
372,4,7:01.0,J. Embiid makes 2-pt layup from 1 ft (assist by B. Simmons),,93,102
373,4,6:42.0,,B. Beal misses 2-pt jump shot from 7 ft,93,102
374,4,6:40.0,Defensive rebound by J. Embiid,,93,102
375,4,6:33.0,T. Harris misses 2-pt layup from 3 ft,,93,102
376,4,6:32.0,Offensive rebound by T. Harris,,93,102
377,4,6:31.0,T. Harris misses 2-pt layup at rim,,93,102
378,4,6:30.0,Offensive rebound by B. Simmons,,93,102
379,4,6:29.0,B. Simmons makes 2-pt layup from 4 ft,,95,102
380,4,6:29.0,,Washington full timeout,95,102
381,4,6:29.0,A. Horford enters the game for T. Burke,,95,102
