,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,BOSTON_ACTION,CLEVELAND_SCORE,BOSTON_SCORE
0,1,11:44.0,,J. Brown makes 2-pt jump shot from 15 ft (assist by G. Hayward),0,2
1,1,11:21.0,T. Thompson misses 2-pt hook shot from 4 ft,,0,2
2,1,11:20.0,Offensive rebound by K. Love,,0,2
3,1,11:19.0,K. Love makes 2-pt layup from 1 ft,,2,2
4,1,11:02.0,,J. Brown misses 3-pt jump shot from 23 ft,2,2
5,1,11:00.0,Defensive rebound by K. Love,,2,2
6,1,10:51.0,C. Osman makes 2-pt jump shot from 23 ft,,4,2
7,1,10:30.0,,J. Brown makes 2-pt layup from 3 ft,4,4
8,1,10:12.0,C. Sexton misses 2-pt jump shot from 15 ft,,4,4
9,1,10:11.0,Offensive rebound by Team,,4,4
10,1,10:11.0,,Loose ball foul by D. Theis (drawn by T. Thompson),4,4
11,1,10:09.0,Offensive foul by C. Osman (drawn by J. Brown),,4,4
12,1,10:09.0,Turnover by C. Osman (offensive foul),,4,4
13,1,9:59.0,,K. Walker misses 3-pt jump shot from 26 ft,4,4
14,1,9:57.0,Defensive rebound by C. Sexton,,4,4
15,1,9:51.0,C. Sexton makes 2-pt layup from 1 ft,,6,4
16,1,9:36.0,,J. Brown makes 3-pt jump shot from 23 ft (assist by D. Theis),6,7
17,1,9:22.0,Shooting foul by J. Tatum (drawn by K. Love),,6,7
18,1,9:22.0,K. Love makes free throw 1 of 2,,7,7
19,1,9:22.0,,E. Freedom enters the game for D. Theis,7,7
20,1,9:22.0,K. Love misses free throw 2 of 2,,7,7
21,1,9:22.0,,Defensive rebound by G. Hayward,7,7
22,1,9:00.0,,J. Tatum makes 2-pt jump shot from 11 ft (assist by J. Brown),7,9
23,1,8:47.0,K. Love makes 2-pt jump shot from 19 ft (assist by C. Sexton),,9,9
24,1,8:31.0,,G. Hayward makes 2-pt dunk from 1 ft (assist by E. Freedom),9,11
25,1,8:17.0,D. Garland misses 3-pt jump shot from 27 ft,,9,11
26,1,8:15.0,,Defensive rebound by E. Freedom,9,11
27,1,7:57.0,,J. Tatum misses 2-pt jump shot from 17 ft,9,11
28,1,7:55.0,,Offensive rebound by E. Freedom,9,11
29,1,7:51.0,,E. Freedom misses 2-pt layup from 3 ft,9,11
30,1,7:49.0,Defensive rebound by K. Love,,9,11
31,1,7:45.0,C. Osman makes 2-pt jump shot from 7 ft,,11,11
32,1,7:28.0,,Turnover by K. Walker (lost ball; steal by D. Garland),11,11
33,1,7:24.0,D. Garland misses 2-pt layup from 1 ft (block by K. Walker),,11,11
34,1,7:22.0,,Defensive rebound by J. Brown,11,11
35,1,7:19.0,,J. Brown makes 2-pt jump shot from 13 ft,11,13
36,1,7:07.0,C. Sexton makes 2-pt jump shot from 5 ft,,13,13
37,1,6:49.0,,K. Walker makes 2-pt layup from 3 ft (assist by E. Freedom),13,15
38,1,6:29.0,C. Osman misses 2-pt jump shot from 15 ft,,13,15
39,1,6:27.0,,Defensive rebound by J. Brown,13,15
40,1,6:18.0,,J. Tatum makes 2-pt jump shot from 11 ft (assist by J. Brown),13,17
41,1,6:06.0,C. Sexton makes 2-pt jump shot from 12 ft,,15,17
42,1,6:06.0,Shooting foul by E. Freedom (drawn by C. Sexton),,15,17
43,1,6:06.0,,Boston full timeout,15,17
44,1,6:06.0,M. Dellavedova enters the game for D. Garland,,15,17
45,1,6:06.0,,G. Williams enters the game for G. Hayward,15,17
46,1,6:06.0,C. Sexton makes free throw 1 of 1,,16,17
47,1,5:55.0,,K. Walker makes 2-pt layup from 2 ft (assist by G. Williams),16,19
48,1,5:30.0,C. Osman misses 3-pt jump shot from 28 ft,,16,19
49,1,5:27.0,,Defensive rebound by Team,16,19
50,1,5:27.0,,R. Langford enters the game for J. Tatum,16,19
51,1,5:12.0,,Shooting foul by C. Sexton (drawn by K. Walker),16,19
52,1,5:12.0,,K. Walker makes free throw 1 of 2,16,20
53,1,5:12.0,,K. Walker makes free throw 2 of 2,16,21
54,1,4:52.0,K. Love makes 3-pt jump shot from 25 ft (assist by C. Osman),,19,21
55,1,4:35.0,,J. Brown makes 3-pt jump shot from 27 ft (assist by G. Williams),19,24
56,1,4:11.0,C. Osman misses 2-pt layup from 3 ft (block by R. Langford),,19,24
57,1,4:08.0,,Defensive rebound by E. Freedom,19,24
58,1,4:01.0,,K. Walker misses 2-pt layup from 3 ft (block by C. Osman),19,24
59,1,3:59.0,,Offensive rebound by Team,19,24
60,1,3:59.0,L. Nance enters the game for C. Osman,,19,24
61,1,3:59.0,K. Porter enters the game for T. Thompson,,19,24
62,1,3:53.0,,J. Brown misses 2-pt layup from 4 ft (block by L. Nance),19,24
63,1,3:51.0,,Offensive rebound by Team,19,24
64,1,3:46.0,,E. Freedom makes 2-pt layup from 1 ft (assist by G. Williams),19,26
65,1,3:34.0,Shooting foul by K. Walker (drawn by C. Sexton),,19,26
66,1,3:34.0,C. Sexton makes free throw 1 of 2,,20,26
67,1,3:34.0,,B. Wanamaker enters the game for K. Walker,20,26
68,1,3:34.0,C. Sexton makes free throw 2 of 2,,21,26
69,1,3:20.0,,G. Williams misses 3-pt jump shot from 23 ft,21,26
70,1,3:15.0,Defensive rebound by M. Dellavedova,,21,26
71,1,3:08.0,Personal foul by G. Williams (drawn by L. Nance),,21,26
72,1,3:08.0,L. Nance misses free throw 1 of 2,,21,26
73,1,3:08.0,Offensive rebound by Team,,21,26
74,1,3:08.0,D. Exum enters the game for K. Love,,21,26
75,1,3:08.0,J. Henson enters the game for C. Sexton,,21,26
76,1,3:08.0,,D. Theis enters the game for E. Freedom,21,26
77,1,3:08.0,L. Nance misses free throw 2 of 2,,21,26
78,1,3:08.0,,Defensive rebound by D. Theis,21,26
79,1,3:00.0,,Turnover by D. Theis (bad pass; steal by D. Exum),21,26
80,1,2:58.0,Personal take foul by J. Brown (drawn by D. Exum),,21,26
81,1,2:58.0,Cleveland full timeout,,21,26
82,1,2:58.0,D. Exum misses free throw 1 of 2,,21,26
83,1,2:58.0,Offensive rebound by Team,,21,26
84,1,2:58.0,,G. Hayward enters the game for J. Brown,21,26
85,1,2:58.0,,J. Tatum enters the game for G. Williams,21,26
86,1,2:58.0,D. Exum makes free throw 2 of 2,,22,26
87,1,2:36.0,,R. Langford misses 2-pt jump shot from 10 ft,22,26
88,1,2:34.0,Defensive rebound by L. Nance,,22,26
89,1,2:10.0,L. Nance misses 2-pt hook shot from 13 ft,,22,26
90,1,2:08.0,,Defensive rebound by B. Wanamaker,22,26
91,1,1:59.0,,G. Hayward misses 2-pt jump shot from 17 ft,22,26
92,1,1:57.0,Defensive rebound by Team,,22,26
93,1,1:57.0,D. Garland enters the game for M. Dellavedova,,22,26
