,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,LA CLIPPERS_ACTION,SAN ANTONIO_SCORE,LA CLIPPERS_SCORE
26,1,8:54.0,,M. Harkless makes 2-pt layup from 2 ft (assist by P. George),4,8
27,1,8:35.0,D. DeRozan makes 2-pt jump shot from 15 ft (assist by L. Aldridge),,6,8
28,1,8:13.0,,P. Beverley misses 3-pt jump shot from 24 ft,6,8
29,1,8:12.0,Defensive rebound by T. Lyles,,6,8
30,1,8:06.0,D. DeRozan makes 2-pt layup from 1 ft,,8,8
31,1,8:06.0,Shooting foul by P. George (drawn by D. DeRozan),,8,8
32,1,8:06.0,D. DeRozan makes free throw 1 of 1,,9,8
33,1,7:57.0,,K. Leonard makes 3-pt jump shot from 26 ft (assist by P. Beverley),9,11
34,1,7:45.0,T. Lyles misses 3-pt jump shot from 26 ft,,9,11
35,1,7:42.0,,Defensive rebound by P. Beverley,9,11
36,1,7:38.0,,P. George misses 3-pt jump shot from 27 ft,9,11
37,1,7:33.0,,Offensive rebound by K. Leonard,9,11
38,1,7:32.0,,K. Leonard misses 2-pt jump shot from 16 ft,9,11
39,1,7:29.0,Defensive rebound by L. Aldridge,,9,11
40,1,7:16.0,T. Lyles makes 3-pt jump shot from 28 ft (assist by L. Aldridge),,12,11
41,1,6:55.0,,P. Beverley makes 3-pt jump shot from 25 ft (assist by K. Leonard),12,14
42,1,6:41.0,D. DeRozan makes 2-pt jump shot from 14 ft,,14,14
43,1,6:25.0,,K. Leonard misses 2-pt jump shot from 16 ft,14,14
44,1,6:23.0,Defensive rebound by L. Aldridge,,14,14
45,1,6:18.0,B. Forbes makes 3-pt jump shot from 28 ft (assist by D. DeRozan),,17,14
46,1,5:59.0,,Turnover by P. George (bad pass),17,14
47,1,5:59.0,,LA Clippers full timeout,17,14
48,1,5:36.0,T. Lyles makes 2-pt jump shot from 20 ft (assist by L. Aldridge),,19,14
49,1,5:22.0,,P. Beverley makes 3-pt jump shot from 25 ft (assist by K. Leonard),19,17
50,1,4:55.0,B. Forbes makes 3-pt jump shot from 27 ft (assist by L. Aldridge),,22,17
51,1,4:34.0,,P. George misses 2-pt jump shot from 15 ft,22,17
52,1,4:32.0,Defensive rebound by D. DeRozan,,22,17
53,1,4:27.0,B. Forbes misses 3-pt jump shot from 28 ft,,22,17
54,1,4:25.0,,Defensive rebound by P. George,22,17
55,1,4:16.0,,M. Harkless makes 3-pt jump shot from 26 ft (assist by P. George),22,20
56,1,4:01.0,Shooting foul by K. Leonard (drawn by L. Aldridge),,22,20
57,1,4:01.0,L. Aldridge makes free throw 1 of 2,,23,20
58,1,4:01.0,P. Mills enters the game for B. Forbes,,23,20
59,1,4:01.0,D. White enters the game for D. Murray,,23,20
60,1,4:01.0,,J. Green enters the game for P. Beverley,23,20
61,1,4:01.0,,L. Shamet enters the game for P. George,23,20
62,1,4:01.0,,L. Williams enters the game for M. Harkless,23,20
63,1,4:01.0,L. Aldridge makes free throw 2 of 2,,24,20
64,1,3:51.0,,K. Leonard makes 2-pt jump shot from 19 ft,24,22
65,1,3:29.0,T. Lyles makes 3-pt jump shot from 29 ft (assist by L. Aldridge),,27,22
66,1,3:22.0,,J. Green makes 3-pt jump shot from 26 ft (assist by L. Williams),27,25
67,1,3:08.0,D. DeRozan makes 2-pt jump shot from 20 ft,,29,25
68,1,3:00.0,,Personal foul by D. DeRozan (drawn by K. Leonard),29,25
69,1,3:00.0,L. Walker enters the game for D. DeRozan,,29,25
70,1,3:00.0,,M. Harrell enters the game for K. Leonard,29,25
71,1,3:00.0,,R. McGruder enters the game for I. Zubac,29,25
72,1,3:00.0,Violation by Team (delay of game),,29,25
73,1,2:52.0,,L. Williams misses 2-pt jump shot from 13 ft,29,25
74,1,2:50.0,Defensive rebound by T. Lyles,,29,25
75,1,2:35.0,L. Aldridge makes 3-pt jump shot from 27 ft (assist by D. White),,32,25
76,1,2:24.0,,L. Shamet misses 3-pt jump shot from 27 ft,32,25
77,1,2:21.0,Defensive rebound by L. Aldridge,,32,25
78,1,2:10.0,L. Aldridge makes 2-pt jump shot from 8 ft,,34,25
79,1,2:10.0,Shooting foul by M. Harrell (drawn by L. Aldridge),,34,25
80,1,2:10.0,San Antonio full timeout,,34,25
81,1,2:10.0,L. Aldridge makes free throw 1 of 1,,35,25
82,1,1:53.0,,J. Green misses 3-pt jump shot from 26 ft,35,25
83,1,1:51.0,Defensive rebound by L. Aldridge,,35,25
84,1,1:35.0,L. Aldridge makes 2-pt jump shot from 10 ft,,37,25
85,1,1:26.0,,Personal foul by L. Aldridge (drawn by M. Harrell),37,25
86,1,1:26.0,R. Gay enters the game for T. Lyles,,37,25
87,1,1:20.0,,J. Green misses 3-pt jump shot from 27 ft,37,25
88,1,1:18.0,Defensive rebound by R. Gay,,37,25
89,1,0:59.0,L. Aldridge misses 2-pt jump shot from 20 ft,,37,25
90,1,0:57.0,,Defensive rebound by R. McGruder,37,25
91,1,0:46.0,,M. Harrell makes 2-pt layup from 1 ft (assist by L. Williams),37,27
92,1,0:28.0,L. Aldridge makes 2-pt hook shot from 8 ft (assist by D. White),,39,27
93,1,0:10.0,,Shooting foul by R. Gay (drawn by L. Williams),39,27
94,1,0:10.0,,L. Williams makes free throw 1 of 2,39,28
95,1,0:10.0,,L. Williams makes free throw 2 of 2,39,29
96,1,0:02.0,D. White misses 3-pt jump shot from 26 ft,,39,29
97,1,0:00.0,,Defensive rebound by R. McGruder,39,29
98,2,11:48.0,,Shooting foul by J. Poeltl (drawn by J. Green),39,29
99,2,11:48.0,,J. Green misses free throw 1 of 2,39,29
100,2,11:48.0,,Offensive rebound by Team,39,29
101,2,11:48.0,,J. Green misses free throw 2 of 2,39,29
102,2,11:46.0,Defensive rebound by J. Poeltl,,39,29
103,2,11:38.0,P. Mills misses 3-pt jump shot from 25 ft,,39,29
104,2,11:34.0,,Defensive rebound by L. Shamet,39,29
105,2,11:17.0,,L. Williams misses 2-pt jump shot from 18 ft,39,29
106,2,11:13.0,,Offensive rebound by J. Green,39,29
107,2,11:13.0,,J. Green misses 2-pt layup at rim,39,29
108,2,11:12.0,Defensive rebound by R. Gay,,39,29
109,2,10:55.0,Turnover by J. Poeltl (traveling),,39,29
110,2,10:40.0,,Turnover by L. Williams (bad pass),39,29
111,2,10:32.0,Personal foul by R. McGruder (drawn by P. Mills),,39,29
112,2,10:25.0,P. Mills makes 3-pt jump shot from 26 ft (assist by D. White),,42,29
113,2,10:17.0,,Shooting foul by L. Walker (drawn by L. Williams),42,29
114,2,10:17.0,,L. Williams makes free throw 1 of 2,42,30
115,2,10:17.0,,L. Williams makes free throw 2 of 2,42,31
116,2,10:06.0,P. Mills makes 3-pt jump shot from 26 ft (assist by J. Poeltl),,45,31
117,2,9:54.0,,J. Green makes 3-pt jump shot from 26 ft (assist by M. Harrell),45,34
118,2,9:39.0,R. Gay makes 2-pt jump shot from 6 ft (assist by P. Mills),,47,34
119,2,9:27.0,,J. Green misses 3-pt jump shot from 25 ft,47,34
120,2,9:26.0,Defensive rebound by D. White,,47,34
121,2,9:17.0,R. Gay misses 3-pt jump shot from 23 ft,,47,34
122,2,9:15.0,,Defensive rebound by J. Green,47,34
123,2,9:04.0,,Turnover by M. Harrell (lost ball; steal by P. Mills),47,34
124,2,8:52.0,R. Gay makes 2-pt hook shot from 10 ft (assist by D. White),,49,34
125,2,8:51.0,,LA Clippers full timeout,49,34
126,2,8:51.0,,P. George enters the game for R. McGruder,49,34
127,2,8:37.0,,M. Harrell misses 2-pt dunk from 3 ft (block by J. Poeltl),49,34
128,2,8:34.0,Defensive rebound by P. Mills,,49,34
129,2,8:30.0,R. Gay misses 2-pt jump shot from 18 ft,,49,34
130,2,8:28.0,,Defensive rebound by P. George,49,34
131,2,8:17.0,,J. Green misses 2-pt layup from 2 ft (block by J. Poeltl),49,34
132,2,8:13.0,Defensive rebound by P. Mills,,49,34
133,2,8:09.0,L. Walker misses 2-pt jump shot from 14 ft,,49,34
134,2,8:06.0,,Defensive rebound by J. Green,49,34
135,2,7:59.0,,L. Shamet makes 2-pt layup from 2 ft,49,36
136,2,7:59.0,San Antonio full timeout,,49,36
137,2,7:59.0,D. DeRozan enters the game for L. Walker,,49,36
138,2,7:59.0,D. Murray enters the game for D. White,,49,36
139,2,7:59.0,,P. Beverley enters the game for J. Green,49,36
140,2,7:59.0,,K. Leonard enters the game for L. Williams,49,36
141,2,7:47.0,P. Mills misses 3-pt jump shot from 28 ft,,49,36
142,2,7:45.0,,Defensive rebound by P. George,49,36
143,2,7:37.0,,M. Harrell makes 2-pt dunk at rim (assist by P. George),49,38
144,2,7:14.0,R. Gay misses 3-pt jump shot from 23 ft,,49,38
145,2,7:11.0,,Defensive rebound by P. George,49,38
146,2,7:04.0,,M. Harrell makes 2-pt jump shot from 4 ft (assist by P. George),49,40
147,2,6:51.0,D. DeRozan makes 2-pt jump shot from 18 ft,,51,40
148,2,6:40.0,Violation by Team (kicked ball),,51,40
149,2,6:40.0,B. Forbes enters the game for R. Gay,,51,40
150,2,6:40.0,T. Lyles enters the game for P. Mills,,51,40
151,2,6:33.0,,K. Leonard misses 2-pt jump shot from 2 ft (block by T. Lyles),51,40
152,2,6:30.0,Defensive rebound by D. DeRozan,,51,40
153,2,6:24.0,Turnover by D. Murray (bad pass; steal by K. Leonard),,51,40
154,2,6:19.0,,P. George makes 2-pt layup from 1 ft,51,42
155,2,6:04.0,D. DeRozan misses 2-pt jump shot from 16 ft,,51,42
156,2,5:59.0,Offensive rebound by J. Poeltl,,51,42
157,2,5:50.0,D. DeRozan makes 2-pt jump shot from 18 ft,,53,42
158,2,5:42.0,,Turnover by P. Beverley (back court),53,42
159,2,5:42.0,L. Aldridge enters the game for J. Poeltl,,53,42
160,2,5:34.0,B. Forbes misses 3-pt jump shot from 28 ft,,53,42
161,2,5:32.0,,Defensive rebound by K. Leonard,53,42
162,2,5:27.0,,Shooting foul by L. Aldridge (drawn by K. Leonard),53,42
163,2,5:27.0,,K. Leonard makes free throw 1 of 2,53,43
164,2,5:27.0,,K. Leonard makes free throw 2 of 2,53,44
165,2,5:12.0,L. Aldridge misses 2-pt jump shot from 20 ft,,53,44
166,2,5:10.0,,Defensive rebound by M. Harrell,53,44
167,2,4:53.0,,M. Harrell makes 2-pt jump shot from 4 ft (assist by K. Leonard),53,46
168,2,4:46.0,Personal foul by P. George (drawn by D. DeRozan),,53,46
169,2,4:40.0,Personal foul by P. Beverley (drawn by T. Lyles),,53,46
170,2,4:40.0,,M. Harkless enters the game for L. Shamet,53,46
171,2,4:32.0,D. Murray makes 2-pt jump shot from 21 ft,,55,46
172,2,4:16.0,,Turnover by K. Leonard (bad pass; steal by D. Murray),55,46
173,2,4:05.0,D. Murray misses 2-pt jump shot from 14 ft,,55,46
174,2,4:03.0,,Defensive rebound by M. Harkless,55,46
175,2,3:58.0,,P. George misses 3-pt jump shot from 27 ft,55,46
176,2,3:58.0,Defensive rebound by Team,,55,46
177,2,3:58.0,,I. Zubac enters the game for M. Harrell,55,46
178,2,3:38.0,B. Forbes misses 2-pt jump shot from 20 ft,,55,46
179,2,3:37.0,,Defensive rebound by Team,55,46
180,2,3:26.0,,K. Leonard misses 2-pt jump shot from 15 ft,55,46
181,2,3:23.0,Defensive rebound by L. Aldridge,,55,46
182,2,3:12.0,D. DeRozan makes 2-pt jump shot from 13 ft,,57,46
183,2,3:00.0,,Shooting foul by T. Lyles (drawn by I. Zubac),57,46
184,2,3:00.0,,I. Zubac misses free throw 1 of 2,57,46
185,2,3:00.0,,Offensive rebound by Team,57,46
186,2,3:00.0,,I. Zubac makes free throw 2 of 2,57,47
187,2,2:34.0,D. Murray misses 3-pt jump shot from 26 ft,,57,47
188,2,2:30.0,,Defensive rebound by I. Zubac,57,47
189,2,2:19.0,,K. Leonard makes 2-pt jump shot from 10 ft (assist by P. George),57,49
190,2,1:58.0,T. Lyles misses 3-pt jump shot from 25 ft,,57,49
191,2,1:56.0,,Defensive rebound by I. Zubac,57,49
192,2,1:48.0,,P. George misses 2-pt layup from 1 ft,57,49
193,2,1:46.0,Defensive rebound by D. Murray,,57,49
194,2,1:36.0,D. DeRozan makes 2-pt jump shot from 4 ft,,59,49
195,2,1:29.0,,Personal foul by D. Murray (drawn by P. George),59,49
196,2,1:29.0,,P. George makes free throw 1 of 2,59,50
197,2,1:29.0,,P. George makes free throw 2 of 2,59,51
198,2,1:07.0,D. Murray misses 2-pt jump shot from 10 ft,,59,51
199,2,1:04.0,,Defensive rebound by M. Harkless,59,51
200,2,0:55.0,,K. Leonard makes 2-pt jump shot at rim,59,53
201,2,0:55.0,,Shooting foul by B. Forbes (drawn by K. Leonard),59,53
202,2,0:55.0,,L. Shamet enters the game for P. George,59,53
203,2,0:55.0,,K. Leonard makes free throw 1 of 1,59,54
204,2,0:43.0,B. Forbes misses 3-pt jump shot from 26 ft,,59,54
205,2,0:41.0,Offensive rebound by T. Lyles,,59,54
206,2,0:40.0,T. Lyles makes 2-pt layup from 2 ft,,61,54
207,2,0:34.0,,Turnover by M. Harkless (traveling),61,54
208,2,0:34.0,,R. McGruder enters the game for P. Beverley,61,54
209,2,0:11.0,T. Lyles misses 3-pt jump shot from 23 ft,,61,54
210,2,0:08.0,Offensive rebound by D. Murray,,61,54
211,2,0:01.0,D. DeRozan makes 2-pt jump shot from 16 ft,,63,54
212,3,11:48.0,,Turnover by K. Leonard (traveling),63,54
213,3,11:25.0,L. Aldridge misses 3-pt jump shot from 26 ft,,63,54
214,3,11:23.0,,Defensive rebound by I. Zubac,63,54
215,3,11:17.0,,K. Leonard makes 3-pt jump shot from 27 ft (assist by P. Beverley),63,57
216,3,10:58.0,T. Lyles misses 3-pt jump shot from 28 ft,,63,57
217,3,10:55.0,Offensive rebound by T. Lyles,,63,57
218,3,10:51.0,D. Murray misses 2-pt jump shot from 11 ft (block by K. Leonard),,63,57
219,3,10:48.0,,Defensive rebound by K. Leonard,63,57
220,3,10:45.0,,I. Zubac makes 2-pt dunk from 2 ft (assist by M. Harkless),63,59
221,3,10:45.0,San Antonio full timeout,,63,59
222,3,10:36.0,Offensive foul by L. Aldridge (drawn by P. George),,63,59
223,3,10:36.0,Turnover by L. Aldridge (offensive foul),,63,59
224,3,10:26.0,,Turnover by K. Leonard (bad pass; steal by D. Murray),63,59
225,3,10:20.0,B. Forbes misses 3-pt jump shot from 27 ft,,63,59
226,3,10:17.0,,Defensive rebound by I. Zubac,63,59
227,3,10:12.0,,Turnover by I. Zubac (bad pass; steal by D. DeRozan),63,59
228,3,10:03.0,Turnover by D. DeRozan (bad pass; steal by M. Harkless),,63,59
229,3,9:51.0,,K. Leonard misses 2-pt hook shot from 2 ft,63,59
230,3,9:47.0,Defensive rebound by D. Murray,,63,59
231,3,9:44.0,Personal foul by M. Harkless (drawn by B. Forbes),,63,59
232,3,9:30.0,D. DeRozan misses 2-pt jump shot from 22 ft,,63,59
233,3,9:26.0,,Defensive rebound by P. Beverley,63,59
234,3,9:10.0,,M. Harkless makes 2-pt layup from 2 ft (assist by P. Beverley),63,61
235,3,8:48.0,Shooting foul by I. Zubac (drawn by L. Aldridge),,63,61
236,3,8:48.0,L. Aldridge makes free throw 1 of 2,,64,61
237,3,8:48.0,L. Aldridge makes free throw 2 of 2,,65,61
238,3,8:35.0,,I. Zubac makes 2-pt dunk from 1 ft (assist by P. George),65,63
239,3,8:17.0,L. Aldridge misses 2-pt jump shot from 18 ft,,65,63
240,3,8:15.0,,Defensive rebound by P. George,65,63
241,3,8:10.0,,I. Zubac makes 2-pt dunk from 1 ft (assist by K. Leonard),65,65
242,3,7:43.0,Turnover by Team (shot clock),,65,65
243,3,7:43.0,Technical foul by P. Beverley,,65,65
244,3,7:43.0,D. DeRozan misses technical free throw,,65,65
245,3,7:43.0,,Defensive rebound by Team,65,65
246,3,7:43.0,P. Mills enters the game for B. Forbes,,65,65
247,3,7:43.0,D. White enters the game for D. Murray,,65,65
248,3,7:30.0,,P. Beverley misses 2-pt jump shot from 2 ft,65,65
249,3,7:27.0,Defensive rebound by L. Aldridge,,65,65
250,3,7:16.0,D. DeRozan misses 2-pt jump shot from 12 ft,,65,65
251,3,7:13.0,,Defensive rebound by P. Beverley,65,65
252,3,7:10.0,,P. George makes 2-pt layup from 1 ft (assist by P. Beverley),65,67
253,3,7:10.0,,Shooting foul by L. Aldridge (drawn by P. George),65,67
254,3,7:10.0,J. Poeltl enters the game for L. Aldridge,,65,67
255,3,7:10.0,,P. George makes free throw 1 of 1,65,68
256,3,6:55.0,D. White misses 2-pt jump shot from 16 ft,,65,68
257,3,6:52.0,,Defensive rebound by K. Leonard,65,68
258,3,6:47.0,,K. Leonard misses 2-pt layup from 3 ft (block by D. White),65,68
259,3,6:44.0,Defensive rebound by D. DeRozan,,65,68
260,3,6:39.0,Shooting foul by M. Harkless (drawn by D. DeRozan),,65,68
261,3,6:39.0,D. DeRozan makes free throw 1 of 2,,66,68
262,3,6:39.0,D. DeRozan makes free throw 2 of 2,,67,68
263,3,6:14.0,,P. George misses 3-pt jump shot from 26 ft,67,68
264,3,6:11.0,Defensive rebound by J. Poeltl,,67,68
265,3,6:08.0,D. DeRozan misses 2-pt layup from 2 ft,,67,68
266,3,6:08.0,Offensive rebound by Team,,67,68
267,3,6:08.0,,Loose ball foul by I. Zubac (drawn by J. Poeltl),67,68
268,3,6:08.0,,L. Williams enters the game for P. Beverley,67,68
269,3,6:02.0,,Flagrant foul type 1 by D. DeRozan (drawn by P. George),67,68
270,3,6:02.0,Turnover by D. DeRozan (turnover),,67,68
271,3,6:02.0,Instant Replay (Request: Ruling Stands),,67,68
272,3,6:02.0,,LA Clippers full timeout,67,68
273,3,6:02.0,,P. George misses flagrant free throw 1 of 2,67,68
274,3,6:02.0,,Offensive rebound by Team,67,68
275,3,6:02.0,,P. George makes flagrant free throw 2 of 2,67,69
276,3,6:02.0,,L. Shamet enters the game for P. George,67,69
277,3,5:55.0,,K. Leonard makes 2-pt jump shot from 11 ft,67,71
278,3,5:55.0,,Shooting foul by P. Mills (drawn by K. Leonard),67,71
279,3,5:55.0,,K. Leonard makes free throw 1 of 1,67,72
280,3,5:40.0,D. DeRozan makes 2-pt layup from 3 ft,,69,72
281,3,5:17.0,,L. Williams misses 2-pt jump shot from 6 ft,69,72
282,3,5:14.0,Defensive rebound by D. White,,69,72
283,3,5:11.0,Shooting foul by L. Shamet (drawn by D. DeRozan),,69,72
284,3,5:11.0,D. DeRozan misses free throw 1 of 2,,69,72
285,3,5:11.0,Offensive rebound by Team,,69,72
286,3,5:11.0,D. DeRozan makes free throw 2 of 2,,70,72
287,3,4:59.0,,K. Leonard misses 2-pt dunk from 1 ft (block by D. White),70,72
288,3,4:56.0,Defensive rebound by D. DeRozan,,70,72
289,3,4:52.0,D. DeRozan misses 2-pt layup from 2 ft,,70,72
290,3,4:50.0,,Defensive rebound by I. Zubac,70,72
291,3,4:46.0,,L. Williams misses 2-pt jump shot from 17 ft,70,72
292,3,4:42.0,,Offensive rebound by I. Zubac,70,72
293,3,4:40.0,,I. Zubac misses 2-pt dunk from 4 ft (block by J. Poeltl),70,72
294,3,4:37.0,Defensive rebound by D. DeRozan,,70,72
295,3,4:35.0,Turnover by D. DeRozan (bad pass; steal by L. Shamet),,70,72
296,3,4:30.0,,K. Leonard misses 2-pt dunk from 1 ft,70,72
297,3,4:26.0,Defensive rebound by J. Poeltl,,70,72
298,3,4:24.0,P. Mills makes 3-pt jump shot from 23 ft (assist by D. White),,73,72
299,3,4:06.0,,L. Williams makes 2-pt jump shot from 15 ft,73,74
300,3,3:47.0,P. Mills misses 3-pt jump shot from 27 ft,,73,74
301,3,3:45.0,Offensive rebound by J. Poeltl,,73,74
302,3,3:41.0,D. White makes 2-pt jump shot from 1 ft (assist by J. Poeltl),,75,74
303,3,3:24.0,,I. Zubac misses 2-pt layup from 3 ft,75,74
304,3,3:24.0,,Offensive rebound by I. Zubac,75,74
305,3,3:24.0,,Shooting foul by T. Lyles (drawn by I. Zubac),75,74
306,3,3:24.0,,I. Zubac makes free throw 1 of 2,75,75
307,3,3:24.0,R. Gay enters the game for T. Lyles,,75,75
308,3,3:24.0,,J. Green enters the game for M. Harkless,75,75
309,3,3:24.0,,R. McGruder enters the game for K. Leonard,75,75
310,3,3:24.0,,I. Zubac makes free throw 2 of 2,75,76
311,3,3:11.0,D. DeRozan misses 2-pt layup from 3 ft,,75,76
312,3,3:09.0,,Defensive rebound by R. McGruder,75,76
313,3,3:04.0,,L. Williams misses 2-pt jump shot from 3 ft,75,76
314,3,3:01.0,Defensive rebound by D. White,,75,76
315,3,2:51.0,P. Mills makes 3-pt jump shot from 25 ft (assist by R. Gay),,78,76
316,3,2:33.0,,R. McGruder makes 2-pt layup from 1 ft (assist by L. Shamet),78,78
317,3,2:16.0,D. DeRozan misses 2-pt jump shot from 15 ft,,78,78
318,3,2:12.0,Offensive rebound by J. Poeltl,,78,78
319,3,2:12.0,J. Poeltl misses 2-pt layup at rim,,78,78
320,3,2:09.0,,Defensive rebound by J. Green,78,78
321,3,2:09.0,,L. Williams makes 2-pt layup from 2 ft,78,80
322,3,1:56.0,J. Poeltl makes 2-pt layup from 1 ft,,80,80
323,3,1:56.0,Shooting foul by I. Zubac (drawn by J. Poeltl),,80,80
324,3,1:56.0,L. Walker enters the game for D. DeRozan,,80,80
325,3,1:56.0,,M. Harrell enters the game for I. Zubac,80,80
326,3,1:56.0,J. Poeltl misses free throw 1 of 1,,80,80
327,3,1:52.0,,Defensive rebound by L. Williams,80,80
328,3,1:40.0,,L. Williams misses 2-pt jump shot from 2 ft,80,80
329,3,1:36.0,Defensive rebound by D. White,,80,80
330,3,1:23.0,J. Poeltl makes 2-pt dunk from 2 ft (assist by R. Gay),,82,80
331,3,1:08.0,,M. Harrell makes 2-pt dunk from 2 ft (assist by L. Williams),82,82
332,3,0:52.0,P. Mills misses 3-pt jump shot from 28 ft,,82,82
333,3,0:50.0,,Defensive rebound by R. McGruder,82,82
334,3,0:31.0,,J. Green makes 3-pt jump shot from 25 ft (assist by L. Williams),82,85
335,3,0:09.0,D. White misses 3-pt jump shot from 26 ft,,82,85
336,3,0:07.0,,Defensive rebound by M. Harrell,82,85
337,3,0:01.0,,L. Williams misses 2-pt layup from 4 ft,82,85
338,3,0:00.0,Defensive rebound by L. Walker,,82,85
339,4,11:38.0,P. Mills misses 3-pt jump shot from 27 ft,,82,85
340,4,11:36.0,,Defensive rebound by R. McGruder,82,85
341,4,11:30.0,,R. McGruder misses 3-pt jump shot from 27 ft,82,85
342,4,11:28.0,Defensive rebound by D. White,,82,85
343,4,11:15.0,L. Walker misses 2-pt jump shot from 7 ft,,82,85
344,4,11:12.0,,Defensive rebound by M. Harrell,82,85
345,4,11:08.0,,Offensive foul by M. Harrell (drawn by J. Poeltl),82,85
346,4,11:08.0,,Turnover by M. Harrell (offensive foul),82,85
347,4,11:08.0,L. Aldridge enters the game for J. Poeltl,,82,85
348,4,10:51.0,P. Mills misses 3-pt jump shot from 27 ft,,82,85
349,4,10:48.0,,Defensive rebound by J. Green,82,85
350,4,10:41.0,,L. Williams misses 2-pt jump shot from 10 ft,82,85
351,4,10:39.0,Defensive rebound by L. Walker,,82,85
352,4,10:21.0,L. Aldridge makes 2-pt jump shot from 12 ft,,84,85
353,4,9:55.0,,L. Shamet misses 3-pt jump shot from 27 ft,84,85
354,4,9:51.0,Defensive rebound by D. White,,84,85
355,4,9:46.0,D. White makes 2-pt layup from 1 ft,,86,85
356,4,9:31.0,,J. Green misses 3-pt jump shot from 26 ft,86,85
357,4,9:29.0,Defensive rebound by L. Aldridge,,86,85
358,4,9:19.0,Personal foul by M. Harrell (drawn by L. Aldridge),,86,85
359,4,9:19.0,B. Forbes enters the game for P. Mills,,86,85
360,4,9:19.0,D. Murray enters the game for D. White,,86,85
361,4,9:19.0,,P. George enters the game for R. McGruder,86,85
362,4,9:10.0,Shooting foul by J. Green (drawn by L. Aldridge),,86,85
363,4,9:10.0,L. Aldridge makes free throw 1 of 2,,87,85
364,4,9:10.0,L. Aldridge makes free throw 2 of 2,,88,85
365,4,8:55.0,,M. Harrell misses 2-pt hook shot from 2 ft,88,85
366,4,8:53.0,Defensive rebound by R. Gay,,88,85
367,4,8:40.0,D. Murray misses 2-pt jump shot from 16 ft,,88,85
368,4,8:37.0,,Defensive rebound by P. George,88,85
369,4,8:23.0,,L. Williams makes 2-pt jump shot from 5 ft,88,87
370,4,8:23.0,,Shooting foul by R. Gay (drawn by L. Williams),88,87
371,4,8:23.0,,L. Williams misses free throw 1 of 1,88,87
372,4,8:20.0,Defensive rebound by B. Forbes,,88,87
373,4,8:00.0,L. Aldridge makes 3-pt jump shot from 26 ft (assist by B. Forbes),,91,87
374,4,7:42.0,,P. George makes 2-pt jump shot from 11 ft,91,89
375,4,7:21.0,L. Aldridge misses 2-pt jump shot from 20 ft,,91,89
376,4,7:19.0,,Defensive rebound by J. Green,91,89
377,4,7:12.0,,M. Harrell misses 2-pt layup from 1 ft (block by L. Aldridge),91,89
378,4,7:10.0,Defensive rebound by Team,,91,89
379,4,7:10.0,San Antonio full timeout,,91,89
380,4,7:10.0,Instant Replay (Challenge: Ruling Stands),,91,89
381,4,7:10.0,D. DeRozan enters the game for R. Gay,,91,89
382,4,6:56.0,L. Walker makes 2-pt layup from 3 ft,,93,89
383,4,6:44.0,,M. Harrell makes 2-pt dunk from 1 ft (assist by L. Shamet),93,91
384,4,6:29.0,B. Forbes misses 3-pt jump shot from 25 ft,,93,91
385,4,6:26.0,,Defensive rebound by J. Green,93,91
386,4,6:09.0,,Shooting foul by B. Forbes (drawn by P. George),93,91
387,4,6:09.0,,P. George makes free throw 1 of 2,93,92
