,QUARTER,TIME_REMAINING,DALLAS_ACTION,SAN ANTONIO_ACTION,DALLAS_SCORE,SAN ANTONIO_SCORE
0,1,11:41.0,,D. DeRozan misses 2-pt jump shot from 13 ft,0,0
1,1,11:39.0,Defensive rebound by L. Dončić,,0,0
2,1,11:24.0,K. Porziņģis misses 3-pt jump shot from 25 ft,,0,0
3,1,11:20.0,,Defensive rebound by L. Walker,0,0
4,1,11:09.0,,Shooting foul by L. Dončić (drawn by D. DeRozan),0,0
5,1,11:09.0,,D. DeRozan makes free throw 1 of 2,0,1
6,1,11:09.0,,D. DeRozan makes free throw 2 of 2,0,2
7,1,10:56.0,L. Dončić makes 2-pt jump shot from 9 ft,,2,2
8,1,10:56.0,Shooting foul by L. Walker (drawn by L. Dončić),,2,2
9,1,10:56.0,L. Dončić makes free throw 1 of 1,,3,2
10,1,10:44.0,,Turnover by D. DeRozan (bad pass; steal by K. Porziņģis),3,2
11,1,10:37.0,K. Porziņģis makes 2-pt dunk from 1 ft (assist by S. Curry),,5,2
12,1,10:36.0,,San Antonio full timeout,5,2
13,1,10:22.0,,D. DeRozan makes 2-pt layup at rim,5,4
14,1,10:01.0,Shooting foul by T. Lyles (drawn by K. Porziņģis),,5,4
15,1,10:01.0,K. Porziņģis misses free throw 1 of 2,,5,4
16,1,10:01.0,Offensive rebound by Team,,5,4
17,1,10:01.0,K. Porziņģis makes free throw 2 of 2,,6,4
18,1,9:44.0,,T. Lyles misses 2-pt jump shot from 7 ft (block by K. Porziņģis),6,4
19,1,9:41.0,Defensive rebound by L. Dončić,,6,4
20,1,9:34.0,K. Porziņģis makes 2-pt layup from 4 ft (assist by L. Dončić),,8,4
21,1,9:18.0,,B. Forbes makes 3-pt jump shot from 28 ft (assist by L. Walker),8,7
22,1,9:01.0,L. Dončić misses 2-pt hook shot from 11 ft,,8,7
23,1,8:59.0,,Defensive rebound by D. Murray,8,7
24,1,8:52.0,,L. Walker misses 2-pt jump shot from 18 ft,8,7
25,1,8:48.0,Defensive rebound by K. Porziņģis,,8,7
26,1,8:41.0,T. Hardaway misses 3-pt jump shot from 22 ft,,8,7
27,1,8:38.0,,Defensive rebound by D. Murray,8,7
28,1,8:32.0,,D. DeRozan misses 2-pt layup at rim (block by K. Porziņģis),8,7
29,1,8:30.0,Defensive rebound by D. Finney-Smith,,8,7
30,1,8:24.0,L. Dončić misses 3-pt jump shot from 25 ft,,8,7
31,1,8:21.0,,Defensive rebound by T. Lyles,8,7
32,1,8:18.0,,D. Murray misses 2-pt layup at rim,8,7
33,1,8:16.0,Defensive rebound by K. Porziņģis,,8,7
34,1,8:01.0,S. Curry makes 3-pt jump shot from 25 ft (assist by L. Dončić),,11,7
35,1,7:50.0,,L. Walker misses 2-pt layup at rim (block by D. Finney-Smith),11,7
36,1,7:50.0,Defensive rebound by S. Curry,,11,7
37,1,7:29.0,L. Dončić misses 3-pt jump shot from 26 ft,,11,7
38,1,7:29.0,,Defensive rebound by L. Walker,11,7
39,1,7:18.0,,Turnover by D. DeRozan (bad pass; steal by D. Finney-Smith),11,7
40,1,7:13.0,D. Finney-Smith makes 2-pt layup from 1 ft (assist by L. Dončić),,13,7
41,1,6:57.0,,D. Murray misses 3-pt jump shot from 25 ft,13,7
42,1,6:55.0,Defensive rebound by L. Dončić,,13,7
43,1,6:45.0,T. Hardaway makes 2-pt jump shot from 17 ft (assist by L. Dončić),,15,7
44,1,6:31.0,,Turnover by D. Murray (bad pass; steal by S. Curry),15,7
45,1,6:23.0,Shooting foul by D. DeRozan (drawn by D. Finney-Smith),,15,7
46,1,6:23.0,D. Finney-Smith makes free throw 1 of 2,,16,7
47,1,6:23.0,D. Wright enters the game for T. Hardaway,,16,7
48,1,6:23.0,,P. Mills enters the game for D. Murray,16,7
49,1,6:23.0,,D. White enters the game for L. Walker,16,7
50,1,6:23.0,D. Finney-Smith makes free throw 2 of 2,,17,7
51,1,6:07.0,,P. Mills makes 3-pt jump shot from 25 ft (assist by D. DeRozan),17,10
52,1,5:47.0,S. Curry misses 3-pt jump shot from 26 ft,,17,10
53,1,5:45.0,,Defensive rebound by T. Lyles,17,10
54,1,5:43.0,,Turnover by T. Lyles (bad pass; steal by K. Porziņģis),17,10
55,1,5:43.0,Offensive foul by K. Porziņģis (drawn by T. Lyles),,17,10
56,1,5:43.0,Turnover by K. Porziņģis (offensive foul),,17,10
57,1,5:32.0,,B. Forbes misses 2-pt jump shot from 6 ft,17,10
58,1,5:30.0,,Offensive rebound by T. Lyles,17,10
59,1,5:29.0,,T. Lyles misses 2-pt layup from 2 ft (block by D. Wright),17,10
60,1,5:25.0,,Offensive rebound by D. DeRozan,17,10
61,1,5:19.0,,P. Mills misses 3-pt jump shot from 25 ft,17,10
62,1,5:14.0,Defensive rebound by K. Porziņģis,,17,10
63,1,5:04.0,Turnover by L. Dončić (bad pass; steal by B. Forbes),,17,10
64,1,4:59.0,,B. Forbes makes 3-pt jump shot from 26 ft (assist by D. DeRozan),17,13
65,1,4:46.0,Dallas full timeout,,17,13
66,1,4:46.0,,J. Poeltl enters the game for T. Lyles,17,13
67,1,4:32.0,K. Porziņģis makes 3-pt jump shot from 25 ft (assist by L. Dončić),,20,13
68,1,4:15.0,,D. White makes 2-pt layup at rim (assist by J. Poeltl),20,15
69,1,4:02.0,L. Dončić misses 3-pt jump shot from 27 ft,,20,15
70,1,4:00.0,,Defensive rebound by D. DeRozan,20,15
71,1,3:50.0,,D. White misses 2-pt jump shot from 5 ft,20,15
72,1,3:47.0,Defensive rebound by K. Porziņģis,,20,15
73,1,3:40.0,K. Porziņģis makes 2-pt layup at rim (assist by L. Dončić),,22,15
74,1,3:28.0,,B. Forbes misses 3-pt jump shot from 24 ft,22,15
75,1,3:25.0,Defensive rebound by K. Porziņģis,,22,15
76,1,3:17.0,K. Porziņģis makes 3-pt jump shot from 27 ft (assist by D. Wright),,25,15
77,1,2:59.0,,D. DeRozan misses 2-pt jump shot from 13 ft,25,15
78,1,2:57.0,Defensive rebound by K. Porziņģis,,25,15
79,1,2:42.0,K. Porziņģis makes 3-pt jump shot from 29 ft (assist by S. Curry),,28,15
80,1,2:28.0,,Shooting foul by K. Porziņģis (drawn by J. Poeltl),28,15
81,1,2:28.0,,J. Poeltl misses free throw 1 of 2,28,15
82,1,2:28.0,,Offensive rebound by Team,28,15
83,1,2:28.0,M. Kleber enters the game for K. Porziņģis,,28,15
84,1,2:28.0,,M. Belinelli enters the game for D. DeRozan,28,15
85,1,2:28.0,,R. Gay enters the game for B. Forbes,28,15
86,1,2:28.0,,J. Poeltl misses free throw 2 of 2,28,15
87,1,2:25.0,Defensive rebound by L. Dončić,,28,15
88,1,2:12.0,D. Wright makes 3-pt jump shot from 23 ft (assist by L. Dončić),,31,15
89,1,2:00.0,,P. Mills misses 3-pt jump shot from 26 ft,31,15
90,1,1:57.0,Defensive rebound by D. Finney-Smith,,31,15
91,1,1:48.0,L. Dončić misses 2-pt layup from 1 ft (block by M. Belinelli),,31,15
92,1,1:48.0,,Defensive rebound by J. Poeltl,31,15
93,1,1:45.0,,Shooting foul by S. Curry (drawn by D. White),31,15
94,1,1:45.0,,D. White misses free throw 1 of 2,31,15
95,1,1:45.0,,Offensive rebound by Team,31,15
96,1,1:45.0,J. Barea enters the game for S. Curry,,31,15
97,1,1:45.0,T. Hardaway enters the game for L. Dončić,,31,15
98,1,1:45.0,M. Kidd-Gilchrist enters the game for D. Finney-Smith,,31,15
99,1,1:45.0,,D. White makes free throw 2 of 2,31,16
100,1,1:28.0,Turnover by D. Wright (bad pass; steal by D. White),,31,16
101,1,1:23.0,,Turnover by R. Gay (lost ball; steal by J. Barea),31,16
102,1,1:16.0,T. Hardaway misses 3-pt jump shot from 26 ft,,31,16
103,1,1:14.0,,Defensive rebound by D. White,31,16
104,1,1:09.0,,R. Gay misses 3-pt jump shot from 27 ft,31,16
105,1,1:06.0,Defensive rebound by J. Barea,,31,16
106,1,0:55.0,J. Barea makes 2-pt jump shot from 20 ft,,33,16
107,1,0:45.0,,Shooting foul by M. Kleber (drawn by J. Poeltl),33,16
108,1,0:45.0,,J. Poeltl misses free throw 1 of 2,33,16
109,1,0:45.0,,Offensive rebound by Team,33,16
110,1,0:45.0,,J. Poeltl makes free throw 2 of 2,33,17
111,1,0:33.0,M. Kleber misses 3-pt jump shot from 26 ft,,33,17
112,1,0:30.0,,Defensive rebound by P. Mills,33,17
113,1,0:15.0,,M. Belinelli makes 3-pt jump shot from 26 ft,33,20
114,1,0:02.0,M. Kleber makes 2-pt dunk from 1 ft (assist by J. Barea),,35,20
115,1,0:02.0,Shooting foul by D. White (drawn by M. Kleber),,35,20
116,1,0:02.0,M. Kleber makes free throw 1 of 1,,36,20
117,2,11:44.0,T. Hardaway misses 2-pt jump shot from 10 ft,,36,20
118,2,11:41.0,Offensive rebound by M. Kidd-Gilchrist,,36,20
119,2,11:39.0,J. Barea makes 3-pt jump shot from 25 ft (assist by C. Lee),,39,20
120,2,11:30.0,,Personal foul by J. Barea (drawn by D. White),39,20
121,2,11:23.0,,J. Poeltl makes 2-pt dunk at rim (assist by P. Mills),39,22
122,2,10:59.0,M. Kidd-Gilchrist misses 3-pt jump shot from 24 ft,,39,22
123,2,10:53.0,,Defensive rebound by P. Mills,39,22
124,2,10:42.0,,R. Gay misses 2-pt jump shot from 10 ft,39,22
125,2,10:40.0,Defensive rebound by M. Kidd-Gilchrist,,39,22
126,2,10:33.0,J. Barea misses 2-pt jump shot from 7 ft,,39,22
127,2,10:30.0,,Defensive rebound by J. Poeltl,39,22
128,2,10:25.0,,D. White makes 2-pt layup from 1 ft,39,24
129,2,10:12.0,C. Lee misses 3-pt jump shot from 25 ft,,39,24
130,2,10:09.0,,Defensive rebound by M. Belinelli,39,24
131,2,10:02.0,,R. Gay misses 3-pt jump shot from 23 ft,39,24
132,2,9:58.0,Defensive rebound by C. Lee,,39,24
133,2,9:44.0,T. Hardaway misses 3-pt jump shot from 23 ft,,39,24
134,2,9:40.0,,Defensive rebound by M. Belinelli,39,24
135,2,9:38.0,,Turnover by M. Belinelli (lost ball; steal by M. Kidd-Gilchrist),39,24
136,2,9:34.0,C. Lee misses 3-pt jump shot from 26 ft,,39,24
137,2,9:31.0,,Defensive rebound by D. White,39,24
138,2,9:17.0,,J. Poeltl misses 2-pt hook shot from 8 ft,39,24
139,2,9:15.0,Defensive rebound by M. Kleber,,39,24
140,2,9:06.0,Turnover by J. Barea (bad pass; steal by P. Mills),,39,24
141,2,9:01.0,,J. Poeltl makes 2-pt dunk from 1 ft (assist by P. Mills),39,26
142,2,9:01.0,Dallas full timeout,,39,26
143,2,9:01.0,,D. Murray enters the game for P. Mills,39,26
144,2,9:01.0,,L. Walker enters the game for D. White,39,26
145,2,8:41.0,Turnover by T. Hardaway (bad pass; steal by R. Gay),,39,26
146,2,8:34.0,,M. Belinelli misses 2-pt jump shot from 21 ft,39,26
147,2,8:31.0,,Offensive rebound by J. Poeltl,39,26
148,2,8:22.0,,D. Murray makes 2-pt layup at rim (assist by L. Walker),39,28
149,2,8:05.0,M. Kleber makes 3-pt jump shot from 26 ft (assist by J. Barea),,42,28
150,2,7:49.0,,D. Murray makes 2-pt layup from 1 ft,42,30
151,2,7:30.0,C. Lee misses 2-pt layup from 1 ft,,42,30
152,2,7:30.0,,Defensive rebound by J. Poeltl,42,30
153,2,7:24.0,,Turnover by L. Walker (out of bounds lost ball),42,30
154,2,7:24.0,S. Curry enters the game for M. Kidd-Gilchrist,,42,30
155,2,7:24.0,D. Finney-Smith enters the game for C. Lee,,42,30
156,2,7:07.0,J. Barea misses 3-pt jump shot from 25 ft,,42,30
157,2,7:04.0,Offensive rebound by D. Finney-Smith,,42,30
158,2,7:03.0,T. Hardaway makes 3-pt jump shot from 24 ft (assist by D. Finney-Smith),,45,30
159,2,7:03.0,,San Antonio full timeout,45,30
160,2,7:03.0,L. Dončić enters the game for J. Barea,,45,30
161,2,7:03.0,K. Porziņģis enters the game for M. Kleber,,45,30
162,2,7:03.0,,D. DeRozan enters the game for R. Gay,45,30
163,2,7:03.0,,T. Lyles enters the game for J. Poeltl,45,30
164,2,6:42.0,,D. Murray misses 2-pt layup from 1 ft,45,30
165,2,6:40.0,Defensive rebound by L. Dončić,,45,30
166,2,6:35.0,Turnover by K. Porziņģis (traveling),,45,30
167,2,6:35.0,,B. Forbes enters the game for M. Belinelli,45,30
168,2,6:16.0,,B. Forbes misses 3-pt jump shot from 23 ft,45,30
169,2,6:13.0,Defensive rebound by L. Dončić,,45,30
170,2,5:52.0,L. Dončić misses 2-pt layup from 3 ft (block by L. Walker),,45,30
171,2,5:49.0,Offensive rebound by L. Dončić,,45,30
172,2,5:48.0,L. Dončić makes 2-pt layup from 1 ft,,47,30
173,2,5:37.0,,D. Murray misses 2-pt layup from 2 ft,47,30
174,2,5:37.0,,Offensive rebound by T. Lyles,47,30
175,2,5:33.0,,T. Lyles makes 2-pt layup from 1 ft,47,32
176,2,5:25.0,Turnover by D. Finney-Smith (lost ball),,47,32
177,2,5:25.0,Loose ball foul by L. Dončić (drawn by D. Murray),,47,32
178,2,5:25.0,D. Wright enters the game for T. Hardaway,,47,32
179,2,5:25.0,,D. White enters the game for L. Walker,47,32
180,2,5:09.0,,T. Lyles misses 3-pt jump shot from 25 ft,47,32
181,2,5:05.0,,Offensive rebound by D. Murray,47,32
182,2,5:04.0,,D. Murray misses 2-pt layup from 2 ft (block by K. Porziņģis),47,32
183,2,5:04.0,,Offensive rebound by Team,47,32
184,2,5:01.0,,Turnover by B. Forbes (bad pass; steal by D. Wright),47,32
185,2,4:52.0,D. Finney-Smith makes 3-pt jump shot from 23 ft (assist by D. Wright),,50,32
186,2,4:31.0,,D. Murray misses 2-pt jump shot from 16 ft,50,32
187,2,4:28.0,,Offensive rebound by T. Lyles,50,32
188,2,4:27.0,,D. DeRozan makes 2-pt layup at rim (assist by T. Lyles),50,34
189,2,4:27.0,,Shooting foul by K. Porziņģis (drawn by D. DeRozan),50,34
190,2,4:27.0,M. Kleber enters the game for K. Porziņģis,,50,34
191,2,4:27.0,,D. DeRozan makes free throw 1 of 1,50,35
192,2,4:16.0,Personal foul by B. Forbes (drawn by M. Kleber),,50,35
193,2,4:02.0,S. Curry misses 2-pt jump shot from 17 ft,,50,35
194,2,4:00.0,,Defensive rebound by D. DeRozan,50,35
195,2,3:48.0,,D. White makes 2-pt jump shot from 9 ft (assist by D. DeRozan),50,37
196,2,3:28.0,L. Dončić makes 2-pt layup from 1 ft,,52,37
197,2,3:17.0,,Shooting foul by D. Finney-Smith (drawn by D. DeRozan),52,37
198,2,3:17.0,,D. DeRozan makes free throw 1 of 2,52,38
199,2,3:17.0,,D. DeRozan makes free throw 2 of 2,52,39
200,2,3:01.0,L. Dončić makes 2-pt jump shot from 5 ft,,54,39
201,2,2:39.0,,D. White misses 3-pt jump shot from 27 ft,54,39
202,2,2:36.0,Defensive rebound by S. Curry,,54,39
203,2,2:30.0,Shooting foul by B. Forbes (drawn by M. Kleber),,54,39
204,2,2:30.0,M. Kleber misses free throw 1 of 2,,54,39
205,2,2:30.0,Offensive rebound by Team,,54,39
206,2,2:30.0,T. Hardaway enters the game for S. Curry,,54,39
207,2,2:30.0,,P. Mills enters the game for B. Forbes,54,39
208,2,2:30.0,M. Kleber misses free throw 2 of 2,,54,39
209,2,2:26.0,,Defensive rebound by T. Lyles,54,39
210,2,2:12.0,,Personal foul by M. Kleber (drawn by T. Lyles),54,39
211,2,2:12.0,,T. Lyles makes free throw 1 of 2,54,40
212,2,2:12.0,,T. Lyles misses free throw 2 of 2,54,40
213,2,2:09.0,Defensive rebound by M. Kleber,,54,40
214,2,1:55.0,L. Dončić misses 3-pt jump shot from 26 ft,,54,40
215,2,1:52.0,,Defensive rebound by D. DeRozan,54,40
216,2,1:46.0,,Shooting foul by D. Wright (drawn by D. DeRozan),54,40
217,2,1:46.0,,D. DeRozan makes free throw 1 of 2,54,41
218,2,1:46.0,,D. DeRozan makes free throw 2 of 2,54,42
219,2,1:37.0,Shooting foul by D. Murray (drawn by T. Hardaway),,54,42
220,2,1:37.0,T. Hardaway makes free throw 1 of 2,,55,42
221,2,1:37.0,,M. Belinelli enters the game for D. Murray,55,42
222,2,1:37.0,T. Hardaway misses free throw 2 of 2,,55,42
223,2,1:31.0,,Defensive rebound by D. White,55,42
224,2,1:26.0,,D. DeRozan makes 2-pt layup from 1 ft,55,44
225,2,1:08.0,L. Dončić misses 2-pt jump shot from 2 ft,,55,44
226,2,1:08.0,,Defensive rebound by M. Belinelli,55,44
227,2,1:00.0,,T. Lyles misses 2-pt layup from 2 ft (block by M. Kleber),55,44
228,2,0:58.0,,Offensive rebound by T. Lyles,55,44
229,2,0:58.0,,Turnover by T. Lyles (bad pass; steal by D. Finney-Smith),55,44
230,2,0:58.0,Technical foul by D. DeRozan,,55,44
231,2,0:58.0,T. Hardaway makes technical free throw,,56,44
232,2,0:50.0,T. Hardaway misses 3-pt jump shot from 26 ft,,56,44
233,2,0:45.0,,Defensive rebound by D. DeRozan,56,44
234,2,0:37.0,,D. DeRozan makes 2-pt layup from 1 ft,56,46
235,2,0:33.0,Offensive foul by L. Dončić (drawn by D. White),,56,46
236,2,0:33.0,Turnover by L. Dončić (offensive foul),,56,46
237,2,0:33.0,S. Curry enters the game for L. Dončić,,56,46
238,2,0:13.0,,M. Belinelli makes 3-pt jump shot from 25 ft (assist by D. DeRozan),56,49
239,2,0:00.0,T. Hardaway makes 3-pt jump shot from 30 ft (assist by D. Wright),,59,49
240,2,0:00.0,Instant Replay (Request: Ruling Stands),,59,49
241,3,11:47.0,D. Finney-Smith makes 2-pt dunk from 1 ft (assist by L. Dončić),,61,49
242,3,11:26.0,,B. Forbes misses 3-pt jump shot from 25 ft,61,49
243,3,11:24.0,,Offensive rebound by T. Lyles,61,49
244,3,11:19.0,,D. DeRozan makes 2-pt layup from 1 ft,61,51
245,3,11:06.0,D. Finney-Smith makes 2-pt dunk from 1 ft (assist by L. Dončić),,63,51
246,3,11:05.0,,San Antonio full timeout,63,51
247,3,10:47.0,,L. Walker makes 2-pt layup from 1 ft (assist by D. Murray),63,53
248,3,10:37.0,L. Dončić makes 2-pt jump shot from 7 ft,,65,53
249,3,10:37.0,Shooting foul by L. Walker (drawn by L. Dončić),,65,53
250,3,10:37.0,L. Dončić makes free throw 1 of 1,,66,53
251,3,10:21.0,,L. Walker makes 3-pt jump shot from 26 ft (assist by D. DeRozan),66,56
252,3,10:06.0,K. Porziņģis misses 3-pt jump shot from 30 ft,,66,56
253,3,10:04.0,,Defensive rebound by D. Murray,66,56
254,3,9:48.0,,D. DeRozan makes 2-pt jump shot from 10 ft,66,58
255,3,9:36.0,L. Dončić makes 3-pt jump shot from 25 ft,,69,58
256,3,9:20.0,,B. Forbes makes 2-pt jump shot from 18 ft,69,60
257,3,9:09.0,L. Dončić makes 3-pt jump shot from 25 ft,,72,60
258,3,8:52.0,,D. DeRozan misses 3-pt jump shot from 23 ft,72,60
259,3,8:50.0,Defensive rebound by K. Porziņģis,,72,60
260,3,8:41.0,L. Dončić misses 2-pt layup from 1 ft,,72,60
261,3,8:36.0,Offensive rebound by K. Porziņģis,,72,60
262,3,8:36.0,K. Porziņģis misses 2-pt dunk from 1 ft,,72,60
263,3,8:36.0,,Defensive rebound by T. Lyles,72,60
264,3,8:24.0,,D. Murray misses 3-pt jump shot from 24 ft,72,60
265,3,8:21.0,Defensive rebound by K. Porziņģis,,72,60
266,3,8:03.0,K. Porziņģis misses 2-pt jump shot from 9 ft,,72,60
267,3,8:01.0,,Defensive rebound by D. DeRozan,72,60
268,3,7:55.0,,L. Walker misses 2-pt layup from 2 ft,72,60
269,3,7:53.0,Defensive rebound by L. Dončić,,72,60
270,3,7:47.0,K. Porziņģis misses 3-pt jump shot from 27 ft,,72,60
271,3,7:46.0,Offensive rebound by Team,,72,60
272,3,7:46.0,,Loose ball foul by L. Walker (drawn by D. Finney-Smith),72,60
273,3,7:38.0,T. Hardaway makes 3-pt jump shot from 25 ft (assist by K. Porziņģis),,75,60
274,3,7:16.0,,B. Forbes makes 2-pt jump shot from 5 ft (assist by D. Murray),75,62
275,3,7:00.0,L. Dončić misses 3-pt jump shot from 25 ft,,75,62
276,3,6:58.0,,Defensive rebound by D. Murray,75,62
277,3,6:52.0,,D. Murray makes 2-pt layup from 1 ft,75,64
278,3,6:35.0,Shooting foul by T. Lyles (drawn by T. Hardaway),,75,64
279,3,6:35.0,Technical foul by T. Lyles,,75,64
280,3,6:35.0,K. Porziņģis makes technical free throw,,76,64
281,3,6:35.0,T. Hardaway makes free throw 1 of 2,,77,64
282,3,6:35.0,T. Hardaway makes free throw 2 of 2,,78,64
283,3,6:18.0,,Personal foul by D. Finney-Smith (drawn by D. DeRozan),78,64
284,3,6:18.0,,R. Gay enters the game for T. Lyles,78,64
285,3,6:18.0,,P. Mills enters the game for D. Murray,78,64
286,3,6:18.0,,D. White enters the game for L. Walker,78,64
287,3,6:11.0,,B. Forbes misses 3-pt jump shot from 27 ft,78,64
288,3,6:09.0,Defensive rebound by K. Porziņģis,,78,64
289,3,5:54.0,S. Curry misses 2-pt jump shot from 17 ft,,78,64
290,3,5:52.0,,Defensive rebound by R. Gay,78,64
291,3,5:40.0,,R. Gay misses 2-pt hook shot from 3 ft,78,64
292,3,5:38.0,Defensive rebound by L. Dončić,,78,64
293,3,5:33.0,Shooting foul by D. DeRozan (drawn by K. Porziņģis),,78,64
294,3,5:33.0,K. Porziņģis makes free throw 1 of 2,,79,64
295,3,5:33.0,D. Wright enters the game for S. Curry,,79,64
296,3,5:33.0,,M. Belinelli enters the game for B. Forbes,79,64
297,3,5:33.0,K. Porziņģis makes free throw 2 of 2,,80,64
298,3,5:22.0,,D. DeRozan makes 2-pt jump shot from 16 ft,80,66
299,3,5:09.0,Shooting foul by D. DeRozan (drawn by K. Porziņģis),,80,66
300,3,5:09.0,K. Porziņģis makes free throw 1 of 2,,81,66
301,3,5:09.0,K. Porziņģis makes free throw 2 of 2,,82,66
