,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,DETROIT_ACTION,SACRAMENTO_SCORE,DETROIT_SCORE
384,4,9:03.0,D. Fox enters the game for B. Bogdanović,,82,100
385,4,9:03.0,B. Hield enters the game for C. Joseph,,82,100
386,4,8:56.0,D. Fox makes 2-pt layup from 3 ft,,84,100
387,4,8:56.0,Shooting foul by D. Rose (drawn by D. Fox),,84,100
388,4,8:56.0,D. Fox makes free throw 1 of 1,,85,100
389,4,8:38.0,,C. Wood makes 2-pt jump shot from 18 ft (assist by M. Morris),85,102
390,4,8:20.0,Y. Ferrell misses 2-pt jump shot from 20 ft,,85,102
391,4,8:18.0,,Defensive rebound by D. Rose,85,102
392,4,8:14.0,,L. Galloway makes 3-pt jump shot from 24 ft (assist by D. Rose),85,105
393,4,8:14.0,,Away from play foul by H. Barnes (drawn by C. Wood),85,105
394,4,8:14.0,,C. Wood makes free throw 1 of 1,85,106
395,4,8:08.0,B. Hield misses 3-pt jump shot from 27 ft,,85,106
396,4,8:03.0,,Defensive rebound by D. Rose,85,106
397,4,8:00.0,,Turnover by C. Wood (out of bounds lost ball),85,106
398,4,7:49.0,D. Fox makes 2-pt jump shot from 20 ft,,87,106
399,4,7:28.0,,D. Rose misses 2-pt jump shot from 7 ft,87,106
400,4,7:26.0,Defensive rebound by H. Barnes,,87,106
401,4,7:20.0,B. Hield misses 3-pt jump shot from 23 ft,,87,106
402,4,7:17.0,,Defensive rebound by L. Galloway,87,106
403,4,7:10.0,,Turnover by M. Morris (lost ball; steal by B. Hield),87,106
404,4,7:04.0,B. Hield makes 2-pt layup from 3 ft (assist by D. Dedmon),,89,106
405,4,6:38.0,,M. Morris misses 3-pt jump shot from 23 ft,89,106
406,4,6:35.0,Defensive rebound by D. Fox,,89,106
407,4,6:28.0,D. Fox makes 2-pt layup from 2 ft,,91,106
408,4,6:16.0,,D. Rose makes 2-pt layup from 3 ft,91,108
409,4,6:02.0,B. Hield makes 3-pt jump shot from 25 ft,,94,108
410,4,5:40.0,,Shooting foul by Y. Ferrell (drawn by L. Galloway),94,108
411,4,5:40.0,Sacramento full timeout,,94,108
412,4,5:40.0,N. Bjelica enters the game for H. Barnes,,94,108
413,4,5:40.0,B. Bogdanović enters the game for Y. Ferrell,,94,108
414,4,5:40.0,,S. Doumbouya enters the game for M. Morris,94,108
415,4,5:40.0,,R. Jackson enters the game for D. Rose,94,108
416,4,5:40.0,,S. Mykhailiuk enters the game for T. Snell,94,108
417,4,5:40.0,,L. Galloway misses free throw 1 of 2,94,108
418,4,5:40.0,,Offensive rebound by Team,94,108
419,4,5:40.0,,L. Galloway makes free throw 2 of 2,94,109
420,4,5:33.0,Personal foul by S. Doumbouya (drawn by N. Bjelica),,94,109
421,4,5:25.0,D. Fox misses 2-pt jump shot from 11 ft,,94,109
422,4,5:25.0,Offensive rebound by Team,,94,109
423,4,5:12.0,D. Dedmon makes 2-pt layup from 3 ft,,96,109
424,4,5:09.0,Violation by Team (delay of game),,96,109
425,4,4:54.0,,R. Jackson misses 2-pt jump shot from 8 ft,96,109
426,4,4:50.0,Defensive rebound by D. Dedmon,,96,109
427,4,4:50.0,Turnover by D. Dedmon (bad pass; steal by C. Wood),,96,109
428,4,4:44.0,,S. Mykhailiuk makes 3-pt jump shot from 27 ft (assist by C. Wood),96,112
429,4,4:33.0,B. Hield makes 2-pt layup from 4 ft (assist by D. Fox),,98,112
430,4,4:16.0,,Shooting foul by D. Fox (drawn by C. Wood),98,112
431,4,4:16.0,,C. Wood makes free throw 1 of 2,98,113
432,4,4:16.0,,C. Wood makes free throw 2 of 2,98,114
433,4,4:06.0,B. Hield misses 3-pt jump shot from 27 ft,,98,114
434,4,4:03.0,Offensive rebound by D. Dedmon,,98,114
435,4,3:55.0,D. Fox misses 2-pt jump shot from 11 ft,,98,114
436,4,3:52.0,Offensive rebound by N. Bjelica,,98,114
437,4,3:49.0,N. Bjelica makes 2-pt layup from 3 ft,,100,114
438,4,3:36.0,,S. Doumbouya makes 2-pt layup from 2 ft (assist by R. Jackson),100,116
439,4,3:27.0,D. Dedmon misses 3-pt jump shot from 27 ft,,100,116
440,4,3:25.0,,Defensive rebound by S. Doumbouya,100,116
441,4,3:07.0,,S. Doumbouya misses 3-pt jump shot from 27 ft,100,116
442,4,3:05.0,Defensive rebound by B. Bogdanović,,100,116
443,4,3:03.0,Turnover by B. Bogdanović (bad pass; steal by L. Galloway),,100,116
444,4,2:59.0,,L. Galloway makes 2-pt layup from 2 ft,100,118
445,4,2:59.0,Technical foul by L. Galloway,,100,118
446,4,2:59.0,B. Hield misses technical free throw,,100,118
447,4,2:59.0,Offensive rebound by Team,,100,118
448,4,2:55.0,Shooting foul by L. Galloway (drawn by D. Fox),,100,118
449,4,2:55.0,D. Fox misses free throw 1 of 2,,100,118
450,4,2:55.0,Offensive rebound by Team,,100,118
451,4,2:55.0,,T. Maker enters the game for C. Wood,100,118
452,4,2:55.0,D. Fox makes free throw 2 of 2,,101,118
453,4,2:35.0,,Turnover by S. Doumbouya (out of bounds lost ball),101,118
454,4,2:22.0,N. Bjelica makes 2-pt layup from 3 ft (assist by B. Hield),,103,118
455,4,2:15.0,,R. Jackson makes 2-pt layup from 5 ft,103,120
456,4,2:15.0,,Shooting foul by B. Hield (drawn by R. Jackson),103,120
457,4,2:15.0,,R. Jackson makes free throw 1 of 1,103,121
458,4,2:06.0,D. Fox makes 2-pt jump shot from 12 ft,,105,121
459,4,1:54.0,,R. Jackson makes 2-pt jump shot from 10 ft,105,123
460,4,1:45.0,Turnover by D. Fox (bad pass; steal by L. Galloway),,105,123
461,4,1:32.0,,Personal foul by D. Dedmon (drawn by T. Maker),105,123
462,4,1:32.0,,T. Maker makes free throw 1 of 2,105,124
463,4,1:32.0,K. Bazemore enters the game for N. Bjelica,,105,124
464,4,1:32.0,Y. Ferrell enters the game for B. Bogdanović,,105,124
465,4,1:32.0,H. Giles enters the game for D. Dedmon,,105,124
466,4,1:32.0,J. James enters the game for D. Fox,,105,124
467,4,1:32.0,D. Jeffries enters the game for B. Hield,,105,124
468,4,1:32.0,,J. Bone enters the game for L. Galloway,105,124
469,4,1:32.0,,L. King enters the game for R. Jackson,105,124
470,4,1:32.0,,Violation by Team (delay of game),105,124
471,4,1:32.0,,T. Maker makes free throw 2 of 2,105,125
472,4,1:25.0,Shooting foul by L. King (drawn by J. James),,105,125
473,4,1:25.0,J. James misses free throw 1 of 2,,105,125
474,4,1:25.0,Offensive rebound by Team,,105,125
475,4,1:25.0,J. James makes free throw 2 of 2,,106,125
476,4,1:11.0,,Personal foul by D. Jeffries (drawn by T. Maker),106,125
477,4,1:11.0,,T. Maker misses free throw 1 of 2,106,125
478,4,1:11.0,,Offensive rebound by Team,106,125
479,4,1:11.0,,T. Maker makes free throw 2 of 2,106,126
480,4,0:58.0,D. Jeffries misses 3-pt jump shot from 23 ft,,106,126
481,4,0:55.0,,Defensive rebound by L. King,106,126
482,4,0:44.0,,Personal foul by D. Jeffries (drawn by T. Maker),106,126
483,4,0:44.0,,T. Maker makes free throw 1 of 2,106,127
484,4,0:44.0,,T. Maker misses free throw 2 of 2,106,127
485,4,0:41.0,Defensive rebound by H. Giles,,106,127
486,4,0:32.0,Y. Ferrell misses 3-pt jump shot from 30 ft,,106,127
487,4,0:30.0,,Defensive rebound by S. Mykhailiuk,106,127
488,4,0:24.0,,Turnover by S. Doumbouya (bad pass; steal by J. James),106,127
489,4,0:15.0,D. Jeffries misses 2-pt layup from 7 ft (block by S. Doumbouya),,106,127
490,4,0:11.0,,Defensive rebound by T. Maker,106,127
