,QUARTER,TIME_REMAINING,DENVER_ACTION,BROOKLYN_ACTION,DENVER_SCORE,BROOKLYN_SCORE
387,4,6:23.0,Defensive rebound by M. Plumlee,,92,89
388,4,6:19.0,Offensive foul by J. Grant (drawn by T. Prince),,92,89
389,4,6:19.0,Turnover by J. Grant (offensive foul),,92,89
390,4,6:19.0,G. Harris enters the game for M. Beasley,,92,89
391,4,6:19.0,N. Jokić enters the game for M. Plumlee,,92,89
392,4,6:19.0,,G. Temple enters the game for I. Shumpert,92,89
393,4,6:07.0,,J. Allen makes 2-pt dunk at rim (assist by S. Dinwiddie),92,91
394,4,5:43.0,M. Morris misses 3-pt jump shot from 26 ft,,92,91
395,4,5:39.0,,Defensive rebound by T. Prince,92,91
396,4,5:26.0,,J. Harris misses 3-pt jump shot from 23 ft,92,91
397,4,5:23.0,,Offensive rebound by J. Allen,92,91
398,4,5:12.0,,G. Temple misses 3-pt jump shot from 28 ft,92,91
399,4,5:10.0,Defensive rebound by N. Jokić,,92,91
400,4,5:04.0,J. Hernangómez misses 3-pt jump shot from 27 ft,,92,91
401,4,5:01.0,,Defensive rebound by T. Prince,92,91
402,4,4:49.0,,T. Prince makes 3-pt jump shot from 24 ft (assist by J. Allen),92,94
403,4,4:32.0,J. Grant makes 3-pt jump shot from 26 ft (assist by G. Harris),,95,94
404,4,4:11.0,,Turnover by J. Allen (lost ball; steal by J. Grant),95,94
405,4,4:02.0,G. Harris misses 2-pt jump shot from 16 ft,,95,94
406,4,4:00.0,,Defensive rebound by J. Harris,95,94
407,4,3:48.0,,J. Harris makes 3-pt jump shot from 26 ft (assist by S. Dinwiddie),95,97
408,4,3:22.0,N. Jokić makes 2-pt jump shot from 13 ft (assist by M. Morris),,97,97
409,4,3:13.0,,Brooklyn full timeout,97,97
410,4,3:13.0,W. Barton enters the game for J. Hernangómez,,97,97
411,4,3:13.0,J. Murray enters the game for M. Morris,,97,97
412,4,3:05.0,,T. Prince misses 3-pt jump shot from 24 ft,97,97
413,4,3:00.0,Defensive rebound by N. Jokić,,97,97
414,4,2:49.0,J. Murray misses 2-pt jump shot from 17 ft,,97,97
415,4,2:45.0,Offensive rebound by Team,,97,97
416,4,2:36.0,N. Jokić misses 3-pt jump shot from 26 ft,,97,97
417,4,2:33.0,,Defensive rebound by T. Prince,97,97
418,4,2:25.0,,Offensive foul by J. Harris (drawn by N. Jokić),97,97
419,4,2:25.0,,Turnover by J. Harris (offensive foul),97,97
420,4,2:03.0,J. Murray misses 2-pt jump shot from 5 ft,,97,97
421,4,2:01.0,,Defensive rebound by T. Prince,97,97
422,4,1:54.0,,T. Prince makes 2-pt jump shot from 11 ft,97,99
423,4,1:32.0,W. Barton makes 3-pt jump shot from 24 ft (assist by J. Murray),,100,99
424,4,1:18.0,,J. Allen misses 2-pt layup from 4 ft,100,99
425,4,1:14.0,Defensive rebound by W. Barton,,100,99
426,4,0:54.0,J. Murray misses 2-pt jump shot from 14 ft,,100,99
427,4,0:54.0,Offensive rebound by Team,,100,99
428,4,0:54.0,Turnover by Team (shot clock),,100,99
429,4,0:42.0,,S. Dinwiddie makes 2-pt layup from 1 ft,100,101
430,4,0:42.0,Denver full timeout,,100,101
431,4,0:30.0,N. Jokić makes 2-pt layup from 2 ft,,102,101
432,4,0:30.0,,Brooklyn full timeout,102,101
433,4,0:30.0,J. Hernangómez enters the game for N. Jokić,,102,101
434,4,0:26.0,,S. Dinwiddie makes 2-pt layup from 1 ft (assist by J. Harris),102,103
435,4,0:26.0,Denver full timeout,,102,103
436,4,0:26.0,N. Jokić enters the game for J. Hernangómez,,102,103
437,4,0:13.0,W. Barton misses 2-pt jump shot from 16 ft,,102,103
438,4,0:10.0,,Defensive rebound by T. Prince,102,103
439,4,0:07.0,,Personal take foul by J. Murray (drawn by T. Prince),102,103
440,4,0:07.0,,Brooklyn full timeout,102,103
441,4,0:07.0,M. Plumlee enters the game for N. Jokić,,102,103
442,4,0:07.0,,D. Musa enters the game for J. Allen,102,103
443,4,0:06.0,,Personal take foul by W. Barton (drawn by T. Prince),102,103
444,4,0:06.0,,T. Prince makes free throw 1 of 2,102,104
445,4,0:06.0,N. Jokić enters the game for M. Plumlee,,102,104
446,4,0:06.0,,J. Allen enters the game for D. Musa,102,104
447,4,0:06.0,,T. Prince makes free throw 2 of 2,102,105
448,4,0:01.0,J. Murray misses 3-pt jump shot from 28 ft,,102,105
449,4,0:01.0,Offensive rebound by W. Barton,,102,105
