,QUARTER,TIME_REMAINING,INDIANA_ACTION,DETROIT_ACTION,INDIANA_SCORE,DETROIT_SCORE
0,1,11:41.0,,Turnover by L. Kennard (bad pass; steal by M. Brogdon),0,0
1,1,11:38.0,M. Brogdon misses 2-pt layup from 2 ft (block by B. Brown),,0,0
2,1,11:35.0,,Defensive rebound by B. Griffin,0,0
3,1,11:28.0,,A. Drummond makes 2-pt layup from 3 ft (assist by B. Brown),0,2
4,1,11:09.0,Turnover by D. Sabonis (lost ball; steal by B. Griffin),,0,2
5,1,11:00.0,,Shooting foul by T. Warren (drawn by B. Griffin),0,2
6,1,11:00.0,,B. Griffin makes free throw 1 of 2,0,3
7,1,11:00.0,,B. Griffin makes free throw 2 of 2,0,4
8,1,10:54.0,Turnover by M. Brogdon (out of bounds lost ball),,0,4
9,1,10:35.0,,B. Griffin makes 3-pt jump shot from 27 ft,0,7
10,1,10:22.0,M. Turner misses 2-pt jump shot from 17 ft,,0,7
11,1,10:20.0,,Defensive rebound by A. Drummond,0,7
12,1,10:07.0,,B. Griffin misses 2-pt jump shot from 17 ft,0,7
13,1,10:04.0,Defensive rebound by J. Lamb,,0,7
14,1,9:58.0,M. Brogdon makes 2-pt layup from 1 ft,,2,7
15,1,9:39.0,,A. Drummond misses 2-pt layup from 4 ft,2,7
16,1,9:36.0,Defensive rebound by J. Lamb,,2,7
17,1,9:29.0,J. Lamb misses 2-pt jump shot from 18 ft,,2,7
18,1,9:26.0,,Defensive rebound by A. Drummond,2,7
19,1,9:09.0,,L. Kennard misses 2-pt jump shot from 19 ft,2,7
20,1,9:07.0,Defensive rebound by D. Sabonis,,2,7
21,1,9:00.0,M. Brogdon misses 2-pt jump shot from 17 ft,,2,7
22,1,8:57.0,,Defensive rebound by A. Drummond,2,7
23,1,8:39.0,,T. Snell makes 3-pt jump shot from 27 ft (assist by B. Griffin),2,10
24,1,8:22.0,T. Warren misses 2-pt jump shot from 10 ft,,2,10
25,1,8:19.0,,Defensive rebound by B. Griffin,2,10
26,1,8:08.0,,B. Griffin misses 2-pt hook shot from 8 ft,2,10
27,1,8:07.0,Defensive rebound by D. Sabonis,,2,10
28,1,8:06.0,Turnover by T. Warren (out of bounds lost ball),,2,10
29,1,7:48.0,,B. Brown misses 2-pt layup from 6 ft,2,10
30,1,7:45.0,Defensive rebound by D. Sabonis,,2,10
31,1,7:37.0,M. Brogdon makes 2-pt layup from 2 ft,,4,10
32,1,7:15.0,,A. Drummond misses 2-pt layup from 5 ft (block by M. Turner),4,10
33,1,7:15.0,,Offensive rebound by Team,4,10
34,1,7:09.0,,A. Drummond makes 2-pt layup from 4 ft (assist by B. Brown),4,12
35,1,7:04.0,Indiana full timeout,,4,12
36,1,6:48.0,J. Lamb misses 3-pt jump shot from 26 ft,,4,12
37,1,6:44.0,,Defensive rebound by A. Drummond,4,12
38,1,6:40.0,Violation by Team (kicked ball),,4,12
39,1,6:18.0,,A. Drummond misses 3-pt jump shot from 25 ft,4,12
40,1,6:16.0,Defensive rebound by M. Brogdon,,4,12
41,1,6:13.0,Shooting foul by L. Kennard (drawn by J. Lamb),,4,12
42,1,6:13.0,J. Lamb makes free throw 1 of 2,,5,12
43,1,6:13.0,J. Lamb makes free throw 2 of 2,,6,12
44,1,5:58.0,,T. Snell makes 2-pt jump shot from 12 ft (assist by B. Griffin),6,14
45,1,5:46.0,Turnover by J. Lamb (lost ball; steal by B. Griffin),,6,14
46,1,5:34.0,,B. Griffin misses 3-pt jump shot from 26 ft,6,14
47,1,5:31.0,Defensive rebound by D. Sabonis,,6,14
48,1,5:16.0,D. Sabonis misses 2-pt layup from 3 ft,,6,14
49,1,5:15.0,Offensive rebound by D. Sabonis,,6,14
50,1,5:15.0,D. Sabonis misses 2-pt layup from 1 ft (block by B. Griffin),,6,14
51,1,5:15.0,Offensive rebound by Team,,6,14
52,1,5:15.0,,D. Rose enters the game for B. Brown,6,14
53,1,5:09.0,D. Sabonis misses 2-pt jump shot from 20 ft,,6,14
54,1,5:06.0,,Defensive rebound by T. Snell,6,14
55,1,5:05.0,,Turnover by L. Kennard (bad pass),6,14
56,1,4:49.0,M. Turner misses 3-pt jump shot from 27 ft,,6,14
57,1,4:44.0,,Defensive rebound by D. Rose,6,14
58,1,4:38.0,,L. Kennard makes 3-pt jump shot from 24 ft (assist by B. Griffin),6,17
59,1,4:17.0,T. Warren makes 3-pt jump shot from 23 ft (assist by M. Turner),,9,17
60,1,3:59.0,,A. Drummond misses 2-pt hook shot from 8 ft,9,17
61,1,3:56.0,Defensive rebound by D. Sabonis,,9,17
62,1,3:44.0,D. Sabonis makes 2-pt layup from 2 ft (assist by J. Lamb),,11,17
63,1,3:35.0,,Detroit full timeout,11,17
64,1,3:35.0,A. Holiday enters the game for M. Brogdon,,11,17
65,1,3:35.0,J. Holiday enters the game for J. Lamb,,11,17
66,1,3:35.0,T. McConnell enters the game for D. Sabonis,,11,17
67,1,3:35.0,,L. Galloway enters the game for B. Griffin,11,17
68,1,3:35.0,,C. Wood enters the game for T. Snell,11,17
69,1,3:27.0,,Turnover by D. Rose (bad pass),11,17
70,1,3:27.0,Technical foul by M. Nori,,11,17
71,1,3:27.0,T. Warren makes technical free throw,,12,17
72,1,3:15.0,T. Warren misses 2-pt hook shot from 3 ft,,12,17
73,1,3:12.0,,Defensive rebound by A. Drummond,12,17
74,1,3:02.0,,L. Kennard misses 3-pt jump shot from 26 ft,12,17
75,1,3:00.0,,Offensive rebound by A. Drummond,12,17
76,1,2:58.0,,A. Drummond makes 2-pt hook shot from 2 ft,12,19
77,1,2:40.0,T. McConnell misses 2-pt jump shot from 13 ft,,12,19
78,1,2:34.0,Offensive rebound by T. Warren,,12,19
79,1,2:34.0,T. Warren makes 2-pt layup from 1 ft,,14,19
80,1,2:23.0,,L. Galloway misses 3-pt jump shot from 23 ft,14,19
81,1,2:23.0,,Offensive rebound by Team,14,19
82,1,2:11.0,,Shooting foul by T. Warren (drawn by L. Kennard),14,19
83,1,2:11.0,,L. Kennard makes free throw 1 of 3,14,20
84,1,2:11.0,,L. Kennard makes free throw 2 of 3,14,21
85,1,2:11.0,D. McDermott enters the game for M. Turner,,14,21
86,1,2:11.0,D. Sabonis enters the game for T. Warren,,14,21
87,1,2:11.0,,L. Kennard makes free throw 3 of 3,14,22
88,1,1:55.0,D. Sabonis misses 2-pt jump shot from 10 ft,,14,22
