,QUARTER,TIME_REMAINING,HOUSTON_ACTION,PHOENIX_ACTION,HOUSTON_SCORE,PHOENIX_SCORE
0,1,11:51.0,,A. Baynes misses 2-pt jump shot from 18 ft,0,0
1,1,11:47.0,Defensive rebound by R. Westbrook,,0,0
2,1,11:37.0,R. Westbrook misses 2-pt jump shot from 6 ft,,0,0
3,1,11:37.0,,Defensive rebound by Team,0,0
4,1,11:26.0,,K. Oubre makes 2-pt jump shot from 19 ft (assist by D. Booker),0,2
5,1,10:59.0,C. Capela makes 2-pt dunk from 2 ft (assist by J. Harden),,2,2
6,1,10:41.0,,D. Booker makes 2-pt layup from 1 ft,2,4
7,1,10:29.0,R. Westbrook makes 2-pt jump shot from 20 ft,,4,4
8,1,10:13.0,,Personal foul by R. Westbrook (drawn by K. Oubre),4,4
9,1,10:07.0,,A. Baynes makes 3-pt jump shot from 27 ft (assist by D. Booker),4,7
10,1,9:54.0,D. House makes 2-pt layup from 2 ft (assist by J. Harden),,6,7
11,1,9:45.0,,K. Oubre makes 2-pt dunk from 1 ft (assist by D. Booker),6,9
12,1,9:31.0,J. Harden makes 2-pt jump shot from 2 ft,,8,9
13,1,9:11.0,,D. Šarić misses 3-pt jump shot from 25 ft,8,9
14,1,9:08.0,Defensive rebound by J. Harden,,8,9
15,1,9:03.0,R. Westbrook misses 2-pt layup from 3 ft,,8,9
16,1,9:00.0,,Defensive rebound by A. Baynes,8,9
17,1,8:55.0,,E. Okobo misses 2-pt jump shot from 18 ft,8,9
18,1,8:53.0,,Offensive rebound by Team,8,9
19,1,8:45.0,,D. Booker misses 2-pt layup from 2 ft (block by D. House),8,9
20,1,8:42.0,,Offensive rebound by D. Booker,8,9
21,1,8:38.0,,D. Šarić makes 2-pt layup from 4 ft,8,11
22,1,8:26.0,R. Westbrook makes 3-pt jump shot from 27 ft (assist by J. Harden),,11,11
23,1,8:08.0,,D. Šarić makes 2-pt layup from 3 ft (assist by K. Oubre),11,13
24,1,7:59.0,C. Capela makes 2-pt hook shot from 4 ft,,13,13
25,1,7:45.0,,K. Oubre misses 3-pt jump shot from 27 ft,13,13
26,1,7:42.0,Defensive rebound by P. Tucker,,13,13
27,1,7:33.0,Turnover by J. Harden (bad pass; steal by E. Okobo),,13,13
28,1,7:30.0,,K. Oubre makes 2-pt dunk from 2 ft (assist by E. Okobo),13,15
29,1,7:02.0,Personal foul by D. Booker (drawn by J. Harden),,13,15
30,1,6:48.0,J. Harden misses 2-pt jump shot from 3 ft,,13,15
31,1,6:46.0,,Defensive rebound by D. Šarić,13,15
32,1,6:35.0,,E. Okobo makes 2-pt jump shot from 2 ft,13,17
33,1,6:23.0,C. Capela makes 2-pt hook shot from 6 ft (assist by R. Westbrook),,15,17
34,1,6:00.0,,D. Šarić makes 2-pt dunk from 1 ft (assist by D. Booker),15,19
35,1,5:41.0,Shooting foul by D. Šarić (drawn by J. Harden),,15,19
36,1,5:41.0,,Phoenix full timeout,15,19
37,1,5:41.0,T. Chandler enters the game for C. Capela,,15,19
38,1,5:41.0,B. McLemore enters the game for D. House,,15,19
39,1,5:41.0,A. Rivers enters the game for R. Westbrook,,15,19
40,1,5:41.0,J. Harden makes free throw 1 of 3,,16,19
41,1,5:41.0,J. Harden makes free throw 2 of 3,,17,19
42,1,5:41.0,J. Harden makes free throw 3 of 3,,18,19
43,1,5:24.0,,E. Okobo makes 2-pt jump shot from 2 ft,18,21
44,1,5:12.0,B. McLemore misses 3-pt jump shot from 26 ft,,18,21
45,1,5:09.0,,Defensive rebound by D. Šarić,18,21
46,1,5:02.0,,D. Booker misses 3-pt jump shot from 26 ft,18,21
47,1,5:02.0,,Offensive rebound by A. Baynes,18,21
48,1,4:56.0,,A. Baynes makes 2-pt layup from 1 ft,18,23
49,1,4:48.0,J. Harden makes 2-pt layup from 1 ft,,20,23
50,1,4:38.0,,A. Baynes misses 2-pt layup from 3 ft,20,23
51,1,4:36.0,Defensive rebound by T. Chandler,,20,23
52,1,4:23.0,Shooting foul by D. Šarić (drawn by A. Rivers),,20,23
53,1,4:23.0,A. Rivers makes free throw 1 of 2,,21,23
54,1,4:23.0,,M. Bridges enters the game for A. Baynes,21,23
55,1,4:23.0,,C. Johnson enters the game for D. Booker,21,23
56,1,4:23.0,,F. Kaminsky enters the game for D. Šarić,21,23
57,1,4:23.0,A. Rivers misses free throw 2 of 2,,21,23
58,1,4:21.0,,Defensive rebound by K. Oubre,21,23
59,1,4:09.0,,Personal foul by P. Tucker (drawn by E. Okobo),21,23
60,1,4:09.0,,T. Jerome enters the game for E. Okobo,21,23
61,1,4:02.0,,K. Oubre makes 2-pt jump shot from 3 ft,21,25
62,1,3:47.0,J. Harden makes 3-pt jump shot from 26 ft,,24,25
63,1,3:33.0,,C. Johnson misses 3-pt jump shot from 29 ft,24,25
64,1,3:29.0,Defensive rebound by J. Harden,,24,25
65,1,3:27.0,J. Harden makes 2-pt layup at rim,,26,25
66,1,3:13.0,,Shooting foul by P. Tucker (drawn by K. Oubre),26,25
67,1,3:13.0,,K. Oubre makes free throw 1 of 2,26,26
68,1,3:13.0,T. Sefolosha enters the game for P. Tucker,,26,26
69,1,3:13.0,,K. Oubre makes free throw 2 of 2,26,27
70,1,2:50.0,J. Harden makes 3-pt jump shot from 27 ft,,29,27
71,1,2:25.0,,K. Oubre misses 3-pt jump shot from 28 ft,29,27
72,1,2:22.0,Defensive rebound by T. Chandler,,29,27
73,1,2:16.0,J. Harden makes 3-pt jump shot from 29 ft,,32,27
74,1,2:02.0,,Shooting foul by T. Chandler (drawn by F. Kaminsky),32,27
75,1,2:02.0,Houston full timeout,,32,27
76,1,2:02.0,R. Westbrook enters the game for J. Harden,,32,27
77,1,2:02.0,,F. Kaminsky makes free throw 1 of 2,32,28
78,1,2:02.0,,F. Kaminsky makes free throw 2 of 2,32,29
79,1,1:47.0,A. Rivers misses 3-pt jump shot from 28 ft,,32,29
80,1,1:44.0,,Defensive rebound by F. Kaminsky,32,29
81,1,1:28.0,,Turnover by F. Kaminsky (traveling),32,29
82,1,1:28.0,C. Capela enters the game for T. Chandler,,32,29
83,1,1:18.0,R. Westbrook makes 2-pt jump shot from 10 ft,,34,29
84,1,1:06.0,,Personal foul by C. Capela (drawn by F. Kaminsky),34,29
85,1,1:06.0,,F. Kaminsky makes free throw 1 of 2,34,30
86,1,1:06.0,,F. Kaminsky makes free throw 2 of 2,34,31
87,1,0:57.0,Personal foul by M. Bridges (drawn by C. Capela),,34,31
88,1,0:53.0,C. Capela makes 2-pt dunk from 1 ft (assist by R. Westbrook),,36,31
89,1,0:35.0,,K. Oubre makes 2-pt jump shot from 23 ft (assist by T. Jerome),36,33
90,1,0:31.0,Turnover by R. Westbrook (out of bounds lost ball),,36,33
91,1,0:09.0,,T. Jerome makes 2-pt jump shot from 21 ft,36,35
92,1,0:02.0,R. Westbrook misses 3-pt jump shot from 27 ft,,36,35
93,1,0:02.0,,Defensive rebound by T. Jerome,36,35
94,2,11:50.0,Shooting foul by T. Jerome (drawn by R. Westbrook),,36,35
95,2,11:50.0,R. Westbrook makes free throw 1 of 2,,37,35
96,2,11:50.0,D. House enters the game for T. Sefolosha,,37,35
97,2,11:50.0,R. Westbrook makes free throw 2 of 2,,38,35
98,2,11:39.0,,D. Booker misses 2-pt jump shot from 4 ft,38,35
99,2,11:37.0,Defensive rebound by C. Capela,,38,35
100,2,11:34.0,A. Rivers makes 2-pt layup from 2 ft (assist by R. Westbrook),,40,35
101,2,11:23.0,,T. Jerome makes 2-pt jump shot from 10 ft (assist by M. Bridges),40,37
102,2,11:08.0,R. Westbrook makes 2-pt jump shot from 16 ft,,42,37
103,2,11:08.0,Shooting foul by M. Bridges (drawn by R. Westbrook),,42,37
104,2,11:08.0,,T. Johnson enters the game for C. Johnson,42,37
105,2,11:08.0,R. Westbrook misses free throw 1 of 1,,42,37
106,2,11:06.0,,Defensive rebound by F. Kaminsky,42,37
107,2,10:51.0,,F. Kaminsky makes 2-pt layup from 1 ft (assist by T. Jerome),42,39
108,2,10:45.0,Shooting foul by M. Bridges (drawn by A. Rivers),,42,39
109,2,10:45.0,A. Rivers makes free throw 1 of 2,,43,39
110,2,10:45.0,,D. Šarić enters the game for M. Bridges,43,39
111,2,10:45.0,A. Rivers makes free throw 2 of 2,,44,39
112,2,10:30.0,,Turnover by T. Jerome (bad pass; steal by A. Rivers),44,39
113,2,10:25.0,A. Rivers misses 2-pt layup from 3 ft,,44,39
114,2,10:22.0,Offensive rebound by C. Capela,,44,39
115,2,10:22.0,C. Capela makes 2-pt layup from 2 ft,,46,39
116,2,10:16.0,,Offensive foul by D. Booker (drawn by D. House),46,39
117,2,10:16.0,,Turnover by D. Booker (offensive foul),46,39
118,2,10:09.0,R. Westbrook misses 2-pt layup from 2 ft,,46,39
119,2,10:08.0,,Defensive rebound by Team,46,39
120,2,9:55.0,,D. Booker misses 2-pt layup from 3 ft,46,39
121,2,9:52.0,Defensive rebound by C. Capela,,46,39
122,2,9:45.0,B. McLemore makes 3-pt jump shot from 23 ft (assist by R. Westbrook),,49,39
123,2,9:35.0,,Phoenix full timeout,49,39
124,2,9:35.0,,A. Baynes enters the game for F. Kaminsky,49,39
125,2,9:29.0,,A. Baynes misses 3-pt jump shot from 27 ft,49,39
126,2,9:27.0,Defensive rebound by A. Rivers,,49,39
127,2,9:21.0,Turnover by R. Westbrook (bad pass; steal by T. Johnson),,49,39
128,2,9:12.0,,D. Šarić misses 2-pt jump shot from 20 ft,49,39
129,2,9:09.0,Defensive rebound by C. Capela,,49,39
130,2,9:05.0,R. Westbrook makes 2-pt jump shot from 16 ft,,51,39
131,2,8:47.0,,Turnover by D. Booker (bad pass; steal by A. Rivers),51,39
132,2,8:41.0,C. Capela makes 2-pt layup from 2 ft (assist by R. Westbrook),,53,39
