,QUARTER,TIME_REMAINING,INDIANA_ACTION,UTAH_ACTION,INDIANA_SCORE,UTAH_SCORE
375,4,3:38.0,Personal take foul by E. Mudiay (drawn by T. McConnell),,83,107
376,4,3:38.0,,T. Bradley enters the game for J. Clarkson,83,107
377,4,3:38.0,,R. Tucker enters the game for R. Gobert,83,107
378,4,3:21.0,E. Sumner misses 2-pt hook shot from 9 ft,,83,107
379,4,3:19.0,Offensive rebound by D. McDermott,,83,107
380,4,3:19.0,Turnover by Team (shot clock),,83,107
381,4,3:03.0,,G. Niang makes 2-pt layup from 4 ft,83,109
382,4,2:54.0,T. McConnell misses 2-pt jump shot from 14 ft,,83,109
383,4,2:51.0,,Defensive rebound by T. Bradley,83,109
384,4,2:45.0,,R. Tucker misses 2-pt layup from 4 ft (block by E. Sumner),83,109
385,4,2:45.0,,Offensive rebound by Team,83,109
386,4,2:45.0,,Utah full timeout,83,109
387,4,2:45.0,A. Holiday enters the game for T. McConnell,,83,109
388,4,2:45.0,T. Leaf enters the game for D. McDermott,,83,109
389,4,2:30.0,,E. Mudiay misses 2-pt jump shot from 12 ft,83,109
390,4,2:29.0,Defensive rebound by Team,,83,109
391,4,2:29.0,,Loose ball foul by T. Bradley (drawn by G. Bitadze),83,109
392,4,2:16.0,J. Sampson makes 2-pt jump shot from 4 ft,,85,109
393,4,2:02.0,,G. Niang misses 3-pt jump shot from 25 ft,85,109
394,4,1:58.0,,Offensive rebound by E. Mudiay,85,109
395,4,1:57.0,,E. Mudiay makes 2-pt layup from 3 ft,85,111
396,4,1:48.0,Shooting foul by T. Bradley (drawn by G. Bitadze),,85,111
397,4,1:48.0,G. Bitadze misses free throw 1 of 2,,85,111
398,4,1:48.0,Offensive rebound by Team,,85,111
399,4,1:48.0,G. Bitadze makes free throw 2 of 2,,86,111
400,4,1:37.0,,G. Niang makes 3-pt jump shot from 24 ft (assist by E. Mudiay),86,114
401,4,1:24.0,A. Holiday misses 2-pt jump shot from 8 ft,,86,114
402,4,1:23.0,,Defensive rebound by T. Bradley,86,114
403,4,1:11.0,,R. Tucker misses 2-pt jump shot from 5 ft (block by E. Sumner),86,114
404,4,1:08.0,Defensive rebound by T. Leaf,,86,114
405,4,1:06.0,T. Leaf makes 2-pt layup from 2 ft,,88,114
406,4,1:06.0,,Violation by Team (def goaltending),88,114
407,4,0:45.0,,R. Tucker misses 2-pt layup from 6 ft,88,114
408,4,0:45.0,,Offensive rebound by T. Bradley,88,114
409,4,0:45.0,,T. Bradley makes 2-pt layup at rim,88,116
410,4,0:31.0,Turnover by E. Sumner (bad pass; steal by T. Bradley),,88,116
411,4,0:28.0,,Shooting foul by T. Leaf (drawn by G. Niang),88,116
412,4,0:28.0,,G. Niang makes free throw 1 of 2,88,117
413,4,0:28.0,,G. Niang makes free throw 2 of 2,88,118
414,4,0:16.0,E. Sumner misses 2-pt jump shot from 14 ft,,88,118
415,4,0:13.0,,Defensive rebound by T. Bradley,88,118
