,QUARTER,TIME_REMAINING,PORTLAND_ACTION,SAN ANTONIO_ACTION,PORTLAND_SCORE,SAN ANTONIO_SCORE
159,2,4:05.0,D. Lillard misses 3-pt jump shot from 28 ft,,57,47
160,2,4:03.0,,Defensive rebound by T. Lyles,57,47
161,2,3:54.0,,B. Forbes makes 2-pt jump shot from 5 ft (assist by T. Lyles),57,49
162,2,3:36.0,Turnover by N. Little (bad pass; steal by D. White),,57,49
163,2,3:36.0,,Personal foul by H. Whiteside (drawn by D. White),57,49
164,2,3:36.0,,D. White misses free throw 1 of 2,57,49
165,2,3:36.0,,Offensive rebound by Team,57,49
166,2,3:36.0,,D. White makes free throw 2 of 2,57,50
167,2,3:22.0,H. Whiteside misses 2-pt jump shot from 9 ft,,57,50
168,2,3:20.0,,Defensive rebound by L. Aldridge,57,50
169,2,3:13.0,,D. DeRozan misses 2-pt jump shot from 17 ft,57,50
170,2,3:10.0,,Offensive rebound by D. DeRozan,57,50
171,2,3:07.0,,Turnover by T. Lyles (bad pass),57,50
172,2,3:07.0,C. McCollum enters the game for A. Simons,,57,50
173,2,3:07.0,,P. Mills enters the game for D. White,57,50
174,2,2:58.0,C. McCollum misses 3-pt jump shot from 26 ft,,57,50
175,2,2:56.0,,Defensive rebound by L. Aldridge,57,50
176,2,2:51.0,,Turnover by D. DeRozan (traveling),57,50
177,2,2:39.0,D. Lillard misses 3-pt jump shot from 25 ft,,57,50
178,2,2:35.0,,Defensive rebound by L. Aldridge,57,50
179,2,2:28.0,,T. Lyles misses 2-pt layup from 2 ft (block by H. Whiteside),57,50
180,2,2:28.0,,Offensive rebound by Team,57,50
181,2,2:26.0,,B. Forbes makes 2-pt jump shot from 16 ft (assist by P. Mills),57,52
182,2,2:06.0,Shooting foul by B. Forbes (drawn by R. Hood),,57,52
183,2,2:06.0,R. Hood misses free throw 1 of 2,,57,52
184,2,2:06.0,Offensive rebound by Team,,57,52
185,2,2:06.0,R. Hood makes free throw 2 of 2,,58,52
186,2,1:47.0,,P. Mills makes 2-pt layup from 1 ft (assist by L. Aldridge),58,54
187,2,1:36.0,C. McCollum makes 3-pt jump shot from 24 ft (assist by N. Little),,61,54
188,2,1:25.0,,L. Aldridge makes 3-pt jump shot from 24 ft (assist by P. Mills),61,57
189,2,1:03.0,C. McCollum misses 3-pt jump shot from 26 ft,,61,57
190,2,1:00.0,Offensive rebound by D. Lillard,,61,57
191,2,0:50.0,Turnover by D. Lillard (bad pass; steal by B. Forbes),,61,57
192,2,0:47.0,,P. Mills misses 2-pt layup from 1 ft,61,57
193,2,0:45.0,Defensive rebound by R. Hood,,61,57
194,2,0:40.0,C. McCollum makes 3-pt jump shot from 26 ft (assist by R. Hood),,64,57
195,2,0:32.0,,Shooting foul by H. Whiteside (drawn by D. DeRozan),64,57
196,2,0:32.0,,D. DeRozan misses free throw 1 of 2,64,57
197,2,0:32.0,,Offensive rebound by Team,64,57
198,2,0:32.0,,D. White enters the game for B. Forbes,64,57
199,2,0:32.0,,D. DeRozan makes free throw 2 of 2,64,58
200,2,0:18.0,C. McCollum makes 2-pt jump shot from 16 ft,,66,58
201,2,0:02.0,,L. Aldridge misses 3-pt jump shot from 26 ft,66,58
202,2,0:02.0,Defensive rebound by C. McCollum,,66,58
203,3,11:48.0,,L. Aldridge misses 3-pt jump shot from 25 ft,66,58
204,3,11:44.0,Defensive rebound by H. Whiteside,,66,58
205,3,11:33.0,R. Hood makes 3-pt jump shot from 25 ft (assist by D. Lillard),,69,58
206,3,11:20.0,,B. Forbes makes 2-pt jump shot from 20 ft (assist by L. Aldridge),69,60
207,3,11:06.0,Shooting foul by D. White (drawn by D. Lillard),,69,60
208,3,11:06.0,D. Lillard makes free throw 1 of 3,,70,60
209,3,11:06.0,D. Lillard makes free throw 2 of 3,,71,60
210,3,11:06.0,D. Lillard makes free throw 3 of 3,,72,60
211,3,10:56.0,,D. DeRozan makes 2-pt jump shot from 21 ft (assist by D. White),72,62
212,3,10:38.0,C. McCollum misses 2-pt jump shot from 19 ft,,72,62
213,3,10:38.0,Offensive rebound by Team,,72,62
214,3,10:38.0,,Loose ball foul by J. Poeltl (drawn by H. Whiteside),72,62
215,3,10:30.0,H. Whiteside misses 2-pt layup from 4 ft,,72,62
216,3,10:28.0,,Defensive rebound by D. DeRozan,72,62
217,3,10:22.0,,D. DeRozan misses 2-pt layup from 1 ft,72,62
218,3,10:18.0,,Offensive rebound by J. Poeltl,72,62
219,3,10:18.0,,J. Poeltl misses 2-pt layup from 1 ft,72,62
220,3,10:15.0,Defensive rebound by R. Hood,,72,62
221,3,10:07.0,R. Hood makes 2-pt jump shot from 10 ft,,74,62
222,3,9:51.0,,L. Aldridge makes 2-pt dunk at rim (assist by D. White),74,64
223,3,9:43.0,Shooting foul by D. White (drawn by D. Lillard),,74,64
224,3,9:43.0,D. Lillard makes free throw 1 of 3,,75,64
225,3,9:43.0,D. Lillard makes free throw 2 of 3,,76,64
226,3,9:43.0,D. Lillard makes free throw 3 of 3,,77,64
227,3,9:37.0,Technical foul by G. Popovich,,77,64
228,3,9:37.0,D. Lillard makes technical free throw,,78,64
229,3,9:37.0,Technical foul by G. Popovich,,78,64
230,3,9:37.0,D. Lillard makes technical free throw,,79,64
231,3,9:27.0,,D. White makes 2-pt jump shot from 16 ft,79,66
232,3,9:11.0,D. Lillard misses 2-pt jump shot from 15 ft,,79,66
233,3,9:06.0,,Defensive rebound by J. Poeltl,79,66
234,3,9:03.0,,Turnover by D. White (bad pass),79,66
235,3,8:53.0,N. Little misses 3-pt jump shot from 25 ft,,79,66
236,3,8:51.0,,Defensive rebound by Team,79,66
237,3,8:37.0,,L. Aldridge misses 2-pt jump shot from 13 ft,79,66
238,3,8:33.0,Defensive rebound by H. Whiteside,,79,66
239,3,8:14.0,R. Hood misses 2-pt jump shot from 9 ft,,79,66
240,3,8:10.0,,Defensive rebound by J. Poeltl,79,66
241,3,8:03.0,,Def 3 sec tech foul by Team,79,66
242,3,8:03.0,,D. DeRozan makes technical free throw,79,67
243,3,7:52.0,,B. Forbes makes 3-pt jump shot from 26 ft (assist by D. DeRozan),79,70
244,3,7:44.0,D. Lillard misses 2-pt layup from 2 ft (block by D. White),,79,70
245,3,7:43.0,,Defensive rebound by D. White,79,70
246,3,7:37.0,,Offensive foul by J. Poeltl (drawn by N. Little),79,70
247,3,7:37.0,,Turnover by J. Poeltl (offensive foul),79,70
248,3,7:21.0,D. Lillard misses 3-pt jump shot from 25 ft,,79,70
249,3,7:15.0,,Defensive rebound by D. White,79,70
250,3,7:11.0,,D. White makes 2-pt jump shot from 6 ft,79,72
251,3,7:11.0,Portland full timeout,,79,72
252,3,7:11.0,,R. Gay enters the game for J. Poeltl,79,72
253,3,6:53.0,C. McCollum makes 2-pt jump shot from 16 ft,,81,72
254,3,6:35.0,,Shooting foul by H. Whiteside (drawn by L. Aldridge),81,72
255,3,6:35.0,,L. Aldridge makes free throw 1 of 2,81,73
256,3,6:35.0,,L. Aldridge makes free throw 2 of 2,81,74
257,3,6:23.0,C. McCollum makes 2-pt jump shot from 19 ft,,83,74
258,3,6:10.0,,D. DeRozan makes 2-pt layup from 7 ft,83,76
259,3,6:10.0,,Shooting foul by N. Little (drawn by D. DeRozan),83,76
260,3,6:10.0,,D. DeRozan makes free throw 1 of 1,83,77
261,3,5:56.0,C. McCollum makes 3-pt jump shot from 25 ft (assist by D. Lillard),,86,77
262,3,5:42.0,,L. Aldridge makes 2-pt layup from 1 ft (assist by D. White),86,79
263,3,5:32.0,C. McCollum misses 3-pt jump shot from 26 ft,,86,79
264,3,5:29.0,,Defensive rebound by L. Aldridge,86,79
265,3,5:15.0,,L. Aldridge makes 2-pt jump shot from 18 ft,86,81
266,3,5:00.0,H. Whiteside misses 2-pt jump shot from 19 ft,,86,81
267,3,4:56.0,,Defensive rebound by R. Gay,86,81
268,3,4:51.0,,Personal foul by C. McCollum (drawn by R. Gay),86,81
269,3,4:51.0,,P. Mills enters the game for B. Forbes,86,81
270,3,4:41.0,,R. Gay makes 2-pt jump shot from 10 ft,86,83
271,3,4:22.0,N. Little misses 3-pt jump shot from 24 ft,,86,83
272,3,4:18.0,,Defensive rebound by D. DeRozan,86,83
273,3,4:12.0,,D. DeRozan misses 2-pt jump shot from 6 ft,86,83
274,3,4:10.0,Defensive rebound by H. Whiteside,,86,83
275,3,4:04.0,Turnover by D. Lillard (bad pass; steal by D. DeRozan),,86,83
276,3,4:00.0,,Shooting foul by D. Lillard (drawn by D. DeRozan),86,83
277,3,4:00.0,,D. DeRozan makes free throw 1 of 2,86,84
278,3,4:00.0,K. Bazemore enters the game for R. Hood,,86,84
279,3,4:00.0,A. Simons enters the game for C. McCollum,,86,84
280,3,4:00.0,,M. Belinelli enters the game for D. White,86,84
281,3,4:00.0,,D. DeRozan makes free throw 2 of 2,86,85
282,3,3:42.0,K. Bazemore makes 2-pt jump shot from 10 ft,,88,85
283,3,3:21.0,,R. Gay makes 2-pt jump shot from 9 ft (assist by D. DeRozan),88,87
284,3,3:21.0,,Shooting foul by N. Little (drawn by R. Gay),88,87
285,3,3:21.0,M. Hezonja enters the game for N. Little,,88,87
286,3,3:21.0,,R. Gay makes free throw 1 of 1,88,88
287,3,3:12.0,D. Lillard misses 2-pt layup from 1 ft (block by R. Gay),,88,88
288,3,3:09.0,,Defensive rebound by D. DeRozan,88,88
289,3,3:05.0,,D. DeRozan misses 2-pt layup from 2 ft,88,88
290,3,3:05.0,,Offensive rebound by L. Aldridge,88,88
291,3,2:58.0,,L. Aldridge makes 2-pt dunk from 1 ft,88,90
292,3,2:58.0,Turnover by H. Whiteside (bad pass; steal by P. Mills),,88,90
293,3,2:55.0,,P. Mills makes 2-pt layup from 2 ft,88,92
294,3,2:39.0,A. Simons makes 2-pt jump shot from 20 ft,,90,92
295,3,2:25.0,,L. Aldridge makes 2-pt jump shot from 17 ft (assist by P. Mills),90,94
296,3,2:17.0,Personal foul by P. Mills (drawn by D. Lillard),,90,94
297,3,2:17.0,,San Antonio full timeout,90,94
298,3,2:17.0,,L. Walker enters the game for D. DeRozan,90,94
299,3,2:03.0,A. Simons misses 3-pt jump shot from 25 ft,,90,94
300,3,2:00.0,,Defensive rebound by R. Gay,90,94
301,3,1:51.0,,Personal foul by M. Hezonja (drawn by R. Gay),90,94
302,3,1:51.0,,R. Gay makes free throw 1 of 2,90,95
303,3,1:51.0,,R. Gay makes free throw 2 of 2,90,96
304,3,1:40.0,D. Lillard misses 2-pt layup from 1 ft,,90,96
305,3,1:37.0,,Defensive rebound by L. Aldridge,90,96
306,3,1:34.0,,P. Mills misses 3-pt jump shot from 27 ft,90,96
307,3,1:32.0,Defensive rebound by H. Whiteside,,90,96
308,3,1:19.0,Turnover by K. Bazemore (bad pass),,90,96
309,3,1:07.0,,M. Belinelli misses 3-pt jump shot from 23 ft,90,96
310,3,1:03.0,Defensive rebound by H. Whiteside,,90,96
311,3,0:54.0,M. Hezonja misses 3-pt jump shot from 25 ft,,90,96
312,3,0:52.0,,Defensive rebound by L. Aldridge,90,96
313,3,0:43.0,,M. Belinelli misses 2-pt jump shot from 21 ft,90,96
314,3,0:41.0,Defensive rebound by D. Lillard,,90,96
315,3,0:28.0,A. Simons misses 3-pt jump shot from 24 ft,,90,96
316,3,0:25.0,,Defensive rebound by L. Aldridge,90,96
317,3,0:05.0,,P. Mills misses 2-pt layup from 2 ft,90,96
318,3,0:03.0,Defensive rebound by K. Bazemore,,90,96
319,3,0:00.0,K. Bazemore misses 3-pt jump shot from 31 ft (block by P. Mills),,90,96
320,3,0:00.0,,Defensive rebound by L. Walker,90,96
321,4,11:40.0,S. Labissière misses 2-pt hook shot from 10 ft,,90,96
322,4,11:37.0,,Defensive rebound by M. Belinelli,90,96
323,4,11:24.0,,P. Mills misses 2-pt jump shot from 10 ft,90,96
324,4,11:21.0,Defensive rebound by M. Hezonja,,90,96
325,4,11:12.0,Turnover by S. Labissière (lost ball; steal by J. Poeltl),,90,96
326,4,10:52.0,,L. Walker makes 2-pt layup from 3 ft (assist by R. Gay),90,98
327,4,10:37.0,A. Simons misses 2-pt jump shot from 13 ft,,90,98
328,4,10:33.0,,Defensive rebound by R. Gay,90,98
329,4,10:18.0,,L. Walker misses 2-pt jump shot from 17 ft,90,98
330,4,10:16.0,Defensive rebound by S. Labissière,,90,98
331,4,10:09.0,C. McCollum misses 2-pt jump shot from 19 ft,,90,98
332,4,10:04.0,Offensive rebound by S. Labissière,,90,98
333,4,10:03.0,S. Labissière misses 2-pt jump shot from 8 ft (block by P. Mills),,90,98
334,4,10:01.0,,Defensive rebound by J. Poeltl,90,98
335,4,10:01.0,,D. White enters the game for P. Mills,90,98
336,4,9:55.0,,Shooting foul by M. Hezonja (drawn by R. Gay),90,98
337,4,9:55.0,,R. Gay makes free throw 1 of 2,90,99
338,4,9:55.0,Portland full timeout,,90,99
339,4,9:55.0,,R. Gay misses free throw 2 of 2,90,99
340,4,9:52.0,Defensive rebound by K. Bazemore,,90,99
341,4,9:42.0,Turnover by A. Simons (bad pass; steal by R. Gay),,90,99
342,4,9:39.0,,R. Gay makes 2-pt layup from 1 ft,90,101
343,4,9:26.0,Shooting foul by R. Gay (drawn by M. Hezonja),,90,101
344,4,9:26.0,M. Hezonja misses free throw 1 of 2,,90,101
345,4,9:26.0,Offensive rebound by Team,,90,101
346,4,9:26.0,D. Lillard enters the game for A. Simons,,90,101
347,4,9:26.0,M. Hezonja makes free throw 2 of 2,,91,101
348,4,9:11.0,,R. Gay makes 2-pt jump shot from 18 ft (assist by D. White),91,103
349,4,8:57.0,C. McCollum misses 2-pt jump shot from 9 ft,,91,103
350,4,8:55.0,,Defensive rebound by Team,91,103
351,4,8:55.0,,D. DeRozan enters the game for R. Gay,91,103
352,4,8:55.0,,T. Lyles enters the game for L. Walker,91,103
353,4,8:45.0,,Def 3 sec tech foul by Team,91,103
354,4,8:45.0,,D. DeRozan makes technical free throw,91,104
355,4,8:45.0,H. Whiteside enters the game for S. Labissière,,91,104
356,4,8:45.0,,B. Forbes enters the game for M. Belinelli,91,104
357,4,8:32.0,,D. DeRozan makes 2-pt jump shot from 10 ft,91,106
358,4,8:24.0,D. Lillard makes 2-pt layup from 1 ft,,93,106
359,4,8:06.0,,D. DeRozan misses 2-pt jump shot from 20 ft,93,106
360,4,8:06.0,Defensive rebound by H. Whiteside,,93,106
361,4,7:55.0,D. Lillard misses 2-pt hook shot from 1 ft,,93,106
362,4,7:46.0,Offensive rebound by H. Whiteside,,93,106
363,4,7:46.0,H. Whiteside makes 2-pt layup at rim,,95,106
364,4,7:35.0,,D. White misses 2-pt jump shot from 20 ft,95,106
365,4,7:33.0,Defensive rebound by H. Whiteside,,95,106
366,4,7:30.0,K. Bazemore makes 2-pt layup at rim,,97,106
367,4,7:30.0,Shooting foul by J. Poeltl (drawn by K. Bazemore),,97,106
368,4,7:30.0,N. Little enters the game for M. Hezonja,,97,106
369,4,7:30.0,,L. Aldridge enters the game for J. Poeltl,97,106
370,4,7:30.0,K. Bazemore makes free throw 1 of 1,,98,106
371,4,7:19.0,,Offensive foul by D. DeRozan (drawn by D. Lillard),98,106
372,4,7:19.0,,Turnover by D. DeRozan (offensive foul),98,106
373,4,7:19.0,,Violation by Team (delay of game),98,106
374,4,7:19.0,R. Hood enters the game for K. Bazemore,,98,106
375,4,6:59.0,H. Whiteside makes 2-pt dunk from 2 ft (assist by D. Lillard),,100,106
376,4,6:41.0,,Turnover by L. Aldridge (lost ball; steal by C. McCollum),100,106
377,4,6:35.0,Turnover by C. McCollum (lost ball; steal by D. White),,100,106
378,4,6:31.0,,B. Forbes misses 3-pt jump shot from 25 ft,100,106
379,4,6:27.0,Defensive rebound by N. Little,,100,106
380,4,6:09.0,H. Whiteside misses 2-pt jump shot from 8 ft (block by D. White),,100,106
381,4,6:07.0,Offensive rebound by H. Whiteside,,100,106
382,4,6:04.0,H. Whiteside makes 2-pt hook shot from 2 ft,,102,106
