,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,TORONTO_ACTION,SAN ANTONIO_SCORE,TORONTO_SCORE
106,1,0:32.0,,C. Boucher makes 3-pt jump shot from 26 ft (assist by P. McCaw),19,26
107,1,0:13.0,Shooting foul by M. Thomas (drawn by R. Gay),,19,26
108,1,0:13.0,R. Gay makes free throw 1 of 2,,20,26
109,1,0:13.0,R. Gay makes free throw 2 of 2,,21,26
110,1,0:05.0,,Shooting foul by P. Mills (drawn by R. Hollis-Jefferson),21,26
111,1,0:05.0,,R. Hollis-Jefferson makes free throw 1 of 2,21,27
112,1,0:05.0,,R. Hollis-Jefferson makes free throw 2 of 2,21,28
113,2,11:49.0,Shooting foul by C. Boucher (drawn by P. Mills),,21,28
114,2,11:49.0,P. Mills makes free throw 1 of 3,,22,28
115,2,11:49.0,P. Mills makes free throw 2 of 3,,23,28
116,2,11:49.0,P. Mills misses free throw 3 of 3,,23,28
117,2,11:44.0,Offensive rebound by J. Poeltl,,23,28
118,2,11:43.0,P. Mills misses 3-pt jump shot from 28 ft,,23,28
119,2,11:40.0,,Defensive rebound by C. Boucher,23,28
120,2,11:24.0,,C. Boucher misses 3-pt jump shot from 27 ft,23,28
121,2,11:22.0,Defensive rebound by J. Poeltl,,23,28
122,2,11:02.0,R. Gay misses 3-pt jump shot from 28 ft,,23,28
123,2,10:58.0,,Defensive rebound by T. Davis,23,28
124,2,10:52.0,,M. Thomas misses 2-pt jump shot from 11 ft,23,28
125,2,10:50.0,Defensive rebound by R. Gay,,23,28
126,2,10:46.0,P. Mills makes 2-pt layup from 1 ft (assist by R. Gay),,25,28
127,2,10:29.0,,M. Thomas makes 3-pt jump shot from 24 ft (assist by P. McCaw),25,31
128,2,10:12.0,P. Mills misses 2-pt layup from 2 ft,,25,31
129,2,10:10.0,,Defensive rebound by C. Boucher,25,31
130,2,10:03.0,,Offensive foul by C. Boucher (drawn by D. White),25,31
131,2,10:03.0,,Turnover by C. Boucher (offensive foul),25,31
132,2,9:47.0,Turnover by J. Poeltl (bad pass; steal by C. Boucher),,25,31
133,2,9:42.0,,M. Thomas misses 3-pt jump shot from 22 ft (block by D. White),25,31
134,2,9:42.0,,Offensive rebound by Team,25,31
135,2,9:42.0,B. Forbes enters the game for P. Mills,,25,31
136,2,9:42.0,D. Murray enters the game for D. White,,25,31
137,2,9:39.0,,C. Boucher misses 2-pt jump shot from 5 ft,25,31
138,2,9:37.0,Defensive rebound by J. Poeltl,,25,31
139,2,9:26.0,Offensive foul by J. Poeltl (drawn by C. Boucher),,25,31
140,2,9:26.0,Turnover by J. Poeltl (offensive foul),,25,31
141,2,9:26.0,L. Aldridge enters the game for J. Poeltl,,25,31
142,2,9:26.0,,S. Ibaka enters the game for C. Boucher,25,31
143,2,9:26.0,,K. Lowry enters the game for P. McCaw,25,31
144,2,9:10.0,,R. Hollis-Jefferson makes 2-pt layup from 2 ft (assist by K. Lowry),25,33
145,2,8:44.0,L. Aldridge misses 3-pt jump shot from 28 ft,,25,33
146,2,8:41.0,,Defensive rebound by T. Davis,25,33
147,2,8:35.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by T. Davis),25,36
148,2,8:33.0,San Antonio full timeout,,25,36
149,2,8:33.0,,N. Powell enters the game for T. Davis,25,36
150,2,8:22.0,D. Murray makes 2-pt layup from 2 ft,,27,36
151,2,7:55.0,,R. Hollis-Jefferson misses 2-pt layup from 2 ft,27,36
152,2,7:54.0,Defensive rebound by L. Aldridge,,27,36
153,2,7:48.0,L. Walker misses 2-pt jump shot from 4 ft,,27,36
154,2,7:46.0,,Defensive rebound by N. Powell,27,36
155,2,7:29.0,,R. Hollis-Jefferson misses 3-pt jump shot from 22 ft,27,36
156,2,7:27.0,Defensive rebound by L. Aldridge,,27,36
157,2,7:19.0,R. Gay misses 2-pt jump shot from 13 ft,,27,36
158,2,7:16.0,,Defensive rebound by S. Ibaka,27,36
159,2,7:08.0,,S. Ibaka misses 2-pt jump shot from 17 ft,27,36
160,2,7:05.0,Defensive rebound by D. Murray,,27,36
161,2,6:55.0,B. Forbes misses 3-pt jump shot from 28 ft,,27,36
162,2,6:51.0,,Defensive rebound by S. Ibaka,27,36
163,2,6:47.0,,N. Powell makes 3-pt jump shot from 27 ft (assist by K. Lowry),27,39
164,2,6:19.0,Turnover by L. Walker (bad pass; steal by R. Hollis-Jefferson),,27,39
165,2,6:13.0,,N. Powell misses 2-pt layup from 2 ft,27,39
166,2,6:12.0,Defensive rebound by D. Murray,,27,39
167,2,6:06.0,D. Murray misses 2-pt layup from 2 ft,,27,39
168,2,6:06.0,,Defensive rebound by Team,27,39
169,2,6:06.0,Loose ball foul by R. Gay (drawn by K. Lowry),,27,39
170,2,6:06.0,D. DeRozan enters the game for R. Gay,,27,39
171,2,6:06.0,J. Poeltl enters the game for L. Walker,,27,39
172,2,6:06.0,,O. Anunoby enters the game for R. Hollis-Jefferson,27,39
173,2,6:06.0,,P. Siakam enters the game for M. Thomas,27,39
174,2,5:49.0,,N. Powell misses 3-pt jump shot from 27 ft,27,39
175,2,5:47.0,Defensive rebound by D. DeRozan,,27,39
176,2,5:40.0,Turnover by B. Forbes (step out of bounds),,27,39
177,2,5:34.0,,P. Siakam misses 2-pt jump shot from 21 ft,27,39
178,2,5:32.0,Defensive rebound by Team,,27,39
179,2,5:22.0,Turnover by D. Murray (bad pass; steal by O. Anunoby),,27,39
180,2,5:19.0,,O. Anunoby misses 2-pt layup from 1 ft (block by J. Poeltl),27,39
181,2,5:16.0,Defensive rebound by D. Murray,,27,39
182,2,5:11.0,L. Aldridge makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,30,39
183,2,5:11.0,Shooting foul by S. Ibaka (drawn by L. Aldridge),,30,39
184,2,5:11.0,L. Aldridge makes free throw 1 of 1,,31,39
185,2,4:58.0,,K. Lowry misses 3-pt jump shot from 26 ft,31,39
186,2,4:53.0,,Offensive rebound by S. Ibaka,31,39
187,2,4:53.0,,S. Ibaka makes 2-pt layup at rim,31,41
188,2,4:41.0,L. Aldridge misses 3-pt jump shot from 27 ft,,31,41
189,2,4:38.0,,Defensive rebound by K. Lowry,31,41
190,2,4:32.0,,N. Powell makes 2-pt layup from 1 ft (assist by K. Lowry),31,43
191,2,4:13.0,J. Poeltl makes 2-pt dunk from 1 ft (assist by D. Murray),,33,43
192,2,3:55.0,,O. Anunoby misses 2-pt jump shot from 5 ft,33,43
193,2,3:52.0,,Offensive rebound by O. Anunoby,33,43
194,2,3:48.0,,Turnover by P. Siakam (lost ball; steal by L. Aldridge),33,43
195,2,3:44.0,B. Forbes makes 3-pt jump shot from 26 ft (assist by D. Murray),,36,43
196,2,3:41.0,Violation by Team (delay of game),,36,43
197,2,3:41.0,,Toronto full timeout,36,43
198,2,3:28.0,,P. Siakam misses 2-pt jump shot from 13 ft,36,43
199,2,3:24.0,Defensive rebound by D. Murray,,36,43
200,2,3:12.0,B. Forbes misses 3-pt jump shot from 25 ft,,36,43
201,2,3:12.0,,Defensive rebound by Team,36,43
202,2,3:12.0,,Instant Replay (Challenge: Ruling Stands),36,43
203,2,2:59.0,,Turnover by K. Lowry (bad pass; steal by D. DeRozan),36,43
204,2,2:56.0,B. Forbes makes 2-pt layup from 2 ft (assist by D. Murray),,38,43
205,2,2:43.0,,S. Ibaka makes 3-pt jump shot from 27 ft (assist by N. Powell),38,46
206,2,2:32.0,B. Forbes misses 2-pt jump shot from 7 ft,,38,46
207,2,2:28.0,,Defensive rebound by N. Powell,38,46
208,2,2:24.0,,P. Siakam misses 3-pt jump shot from 22 ft,38,46
209,2,2:22.0,Defensive rebound by D. DeRozan,,38,46
210,2,2:12.0,J. Poeltl makes 2-pt jump shot from 4 ft (assist by L. Aldridge),,40,46
211,2,1:54.0,,K. Lowry misses 3-pt jump shot from 27 ft,40,46
212,2,1:51.0,Defensive rebound by J. Poeltl,,40,46
213,2,1:29.0,D. DeRozan misses 2-pt jump shot from 16 ft,,40,46
214,2,1:26.0,Offensive rebound by D. DeRozan,,40,46
215,2,1:25.0,D. DeRozan makes 2-pt jump shot from 7 ft,,42,46
216,2,1:25.0,Shooting foul by P. Siakam (drawn by D. DeRozan),,42,46
217,2,1:25.0,P. Mills enters the game for B. Forbes,,42,46
218,2,1:25.0,D. DeRozan makes free throw 1 of 1,,43,46
219,2,1:13.0,,P. Siakam makes 2-pt layup from 1 ft,43,48
220,2,1:02.0,D. DeRozan misses 2-pt jump shot from 16 ft,,43,48
221,2,0:59.0,,Defensive rebound by S. Ibaka,43,48
222,2,0:54.0,,Personal foul by P. Mills (drawn by N. Powell),43,48
223,2,0:43.0,,S. Ibaka makes 3-pt jump shot from 28 ft (assist by K. Lowry),43,51
224,2,0:22.0,D. Murray misses 2-pt jump shot from 20 ft,,43,51
225,2,0:19.0,,Defensive rebound by K. Lowry,43,51
226,2,0:02.0,,P. Siakam misses 3-pt jump shot from 27 ft,43,51
227,2,0:02.0,Defensive rebound by J. Poeltl,,43,51
228,3,11:48.0,Shooting foul by N. Powell (drawn by D. DeRozan),,43,51
229,3,11:48.0,D. DeRozan makes free throw 1 of 2,,44,51
230,3,11:48.0,D. DeRozan makes free throw 2 of 2,,45,51
231,3,11:28.0,,S. Ibaka makes 2-pt jump shot from 15 ft (assist by K. Lowry),45,53
232,3,11:20.0,Turnover by D. DeRozan (step out of bounds),,45,53
233,3,10:58.0,,S. Ibaka makes 2-pt hook shot from 4 ft (assist by K. Lowry),45,55
234,3,10:47.0,,Technical foul by G. Popovich,45,55
235,3,10:47.0,,K. Lowry makes technical free throw,45,56
236,3,10:34.0,B. Forbes misses 3-pt jump shot from 26 ft,,45,56
237,3,10:31.0,,Defensive rebound by S. Ibaka,45,56
238,3,10:27.0,,Toronto full timeout,45,56
239,3,10:19.0,,N. Powell makes 2-pt layup from 2 ft (assist by K. Lowry),45,58
240,3,10:03.0,D. Murray makes 2-pt layup from 1 ft (assist by B. Forbes),,47,58
241,3,9:50.0,,P. Siakam misses 2-pt jump shot from 14 ft,47,58
242,3,9:48.0,Defensive rebound by J. Poeltl,,47,58
243,3,9:43.0,Personal foul by K. Lowry (drawn by D. Murray),,47,58
244,3,9:33.0,L. Aldridge misses 3-pt jump shot from 24 ft,,47,58
245,3,9:30.0,,Defensive rebound by S. Ibaka,47,58
246,3,9:27.0,,K. Lowry misses 3-pt jump shot from 25 ft,47,58
247,3,9:24.0,Defensive rebound by L. Aldridge,,47,58
248,3,9:08.0,D. DeRozan makes 2-pt jump shot from 11 ft (assist by L. Aldridge),,49,58
249,3,8:51.0,,O. Anunoby makes 3-pt jump shot from 25 ft (assist by N. Powell),49,61
250,3,8:33.0,L. Aldridge makes 2-pt jump shot from 14 ft (assist by D. DeRozan),,51,61
251,3,8:18.0,,N. Powell misses 2-pt jump shot from 18 ft,51,61
252,3,8:15.0,Defensive rebound by D. Murray,,51,61
253,3,7:55.0,L. Aldridge misses 2-pt layup from 2 ft,,51,61
254,3,7:53.0,Offensive rebound by D. Murray,,51,61
255,3,7:50.0,B. Forbes misses 2-pt jump shot from 21 ft,,51,61
256,3,7:48.0,Offensive rebound by B. Forbes,,51,61
257,3,7:47.0,B. Forbes makes 2-pt jump shot from 12 ft,,53,61
258,3,7:38.0,,K. Lowry makes 3-pt jump shot from 26 ft (assist by O. Anunoby),53,64
259,3,7:23.0,J. Poeltl misses 2-pt hook shot from 11 ft,,53,64
260,3,7:23.0,,Defensive rebound by S. Ibaka,53,64
261,3,7:13.0,,N. Powell makes 3-pt jump shot from 27 ft (assist by O. Anunoby),53,67
262,3,7:11.0,San Antonio full timeout,,53,67
263,3,6:51.0,Turnover by D. DeRozan (bad pass; steal by K. Lowry),,53,67
264,3,6:46.0,,N. Powell makes 3-pt jump shot from 23 ft (assist by P. Siakam),53,70
265,3,6:41.0,San Antonio full timeout,,53,70
266,3,6:22.0,D. Murray misses 3-pt jump shot from 23 ft,,53,70
267,3,6:20.0,,Defensive rebound by N. Powell,53,70
268,3,6:07.0,,S. Ibaka misses 3-pt jump shot from 27 ft,53,70
269,3,6:05.0,Defensive rebound by J. Poeltl,,53,70
270,3,6:01.0,Personal foul by S. Ibaka (drawn by L. Aldridge),,53,70
271,3,6:01.0,R. Gay enters the game for D. Murray,,53,70
272,3,6:01.0,D. White enters the game for J. Poeltl,,53,70
273,3,5:54.0,R. Gay misses 3-pt jump shot from 27 ft,,53,70
274,3,5:52.0,,Defensive rebound by Team,53,70
275,3,5:43.0,,S. Ibaka misses 2-pt jump shot from 13 ft,53,70
276,3,5:39.0,,Offensive rebound by Team,53,70
277,3,5:39.0,P. Mills enters the game for B. Forbes,,53,70
278,3,5:35.0,,Offensive foul by S. Ibaka (drawn by D. White),53,70
279,3,5:35.0,,Turnover by S. Ibaka (offensive foul),53,70
280,3,5:35.0,,C. Boucher enters the game for S. Ibaka,53,70
281,3,5:16.0,R. Gay makes 3-pt jump shot from 24 ft (assist by L. Aldridge),,56,70
282,3,5:01.0,,K. Lowry misses 3-pt jump shot from 26 ft,56,70
283,3,4:58.0,Defensive rebound by L. Aldridge,,56,70
284,3,4:44.0,P. Mills misses 3-pt jump shot from 24 ft,,56,70
285,3,4:40.0,Offensive rebound by R. Gay,,56,70
286,3,4:38.0,Turnover by R. Gay (lost ball; steal by K. Lowry),,56,70
287,3,4:34.0,,Shooting foul by D. DeRozan (drawn by C. Boucher),56,70
288,3,4:34.0,,C. Boucher makes free throw 1 of 2,56,71
289,3,4:34.0,,R. Hollis-Jefferson enters the game for N. Powell,56,71
290,3,4:34.0,,P. McCaw enters the game for P. Siakam,56,71
291,3,4:34.0,,C. Boucher makes free throw 2 of 2,56,72
292,3,4:24.0,D. White misses 3-pt jump shot from 25 ft,,56,72
293,3,4:22.0,,Defensive rebound by O. Anunoby,56,72
294,3,4:16.0,,R. Hollis-Jefferson makes 2-pt layup at rim (assist by K. Lowry),56,74
295,3,4:01.0,D. DeRozan makes 2-pt layup from 1 ft,,58,74
296,3,4:01.0,Shooting foul by K. Lowry (drawn by D. DeRozan),,58,74
297,3,4:01.0,D. DeRozan makes free throw 1 of 1,,59,74
298,3,3:36.0,,O. Anunoby makes 2-pt jump shot from 15 ft (assist by C. Boucher),59,76
299,3,3:25.0,D. DeRozan makes 2-pt dunk from 1 ft,,61,76
300,3,3:25.0,Shooting foul by C. Boucher (drawn by D. DeRozan),,61,76
301,3,3:25.0,,Technical foul by D. DeRozan,61,76
302,3,3:25.0,,K. Lowry makes technical free throw,61,77
303,3,3:25.0,T. Lyles enters the game for L. Aldridge,,61,77
304,3,3:25.0,D. DeRozan makes free throw 1 of 1,,62,77
305,3,3:14.0,,C. Boucher makes 2-pt dunk from 1 ft (assist by K. Lowry),62,79
306,3,3:02.0,Shooting foul by C. Boucher (drawn by R. Gay),,62,79
307,3,3:02.0,R. Gay misses free throw 1 of 2,,62,79
308,3,3:02.0,Offensive rebound by Team,,62,79
309,3,3:02.0,,O. Brissett enters the game for O. Anunoby,62,79
310,3,3:02.0,,T. Davis enters the game for C. Boucher,62,79
311,3,3:02.0,,M. Thomas enters the game for K. Lowry,62,79
312,3,3:02.0,R. Gay makes free throw 2 of 2,,63,79
313,3,2:36.0,,R. Hollis-Jefferson misses 2-pt layup from 2 ft (block by D. White),63,79
314,3,2:33.0,,Offensive rebound by R. Hollis-Jefferson,63,79
315,3,2:32.0,,R. Hollis-Jefferson misses 2-pt layup from 1 ft,63,79
316,3,2:32.0,Defensive rebound by D. DeRozan,,63,79
317,3,2:29.0,D. DeRozan misses 2-pt layup from 1 ft (block by R. Hollis-Jefferson),,63,79
318,3,2:29.0,Offensive rebound by Team,,63,79
319,3,2:15.0,D. DeRozan makes 2-pt layup from 1 ft,,65,79
320,3,1:57.0,,T. Davis misses 2-pt jump shot from 12 ft,65,79
321,3,1:53.0,,Offensive rebound by T. Davis,65,79
322,3,1:50.0,,T. Davis misses 3-pt jump shot from 28 ft,65,79
323,3,1:48.0,,R. Hollis-Jefferson misses 2-pt layup from 2 ft,65,79
324,3,1:48.0,,Offensive rebound by R. Hollis-Jefferson,65,79
325,3,1:48.0,,Offensive rebound by R. Hollis-Jefferson,65,79
326,3,1:46.0,,Shooting foul by T. Lyles (drawn by R. Hollis-Jefferson),65,79
327,3,1:46.0,,R. Hollis-Jefferson misses free throw 1 of 2,65,79
328,3,1:46.0,,Offensive rebound by Team,65,79
329,3,1:46.0,,R. Hollis-Jefferson makes free throw 2 of 2,65,80
330,3,1:33.0,R. Gay misses 3-pt jump shot from 23 ft,,65,80
331,3,1:30.0,,Defensive rebound by T. Davis,65,80
332,3,1:09.0,,Turnover by O. Brissett (out of bounds lost ball),65,80
333,3,1:00.0,Shooting foul by O. Brissett (drawn by R. Gay),,65,80
334,3,1:00.0,R. Gay makes free throw 1 of 2,,66,80
335,3,1:00.0,R. Gay makes free throw 2 of 2,,67,80
336,3,0:39.0,,T. Davis misses 3-pt jump shot from 27 ft,67,80
337,3,0:37.0,Defensive rebound by D. White,,67,80
338,3,0:32.0,D. DeRozan makes 2-pt dunk from 2 ft (assist by D. White),,69,80
339,3,0:18.0,,M. Thomas misses 3-pt jump shot from 28 ft,69,80
340,3,0:16.0,Defensive rebound by T. Lyles,,69,80
341,3,0:11.0,P. Mills misses 2-pt layup from 2 ft,,69,80
342,3,0:09.0,,Defensive rebound by M. Thomas,69,80
343,3,0:01.0,,R. Hollis-Jefferson misses 2-pt layup from 2 ft,69,80
344,3,0:01.0,,Offensive rebound by R. Hollis-Jefferson,69,80
345,3,0:01.0,,R. Hollis-Jefferson makes 2-pt layup from 1 ft,69,82
346,3,0:00.0,D. White misses 3-pt jump shot from 26 ft,,69,82
347,3,0:00.0,Offensive rebound by Team,,69,82
348,4,11:47.0,,P. McCaw misses 3-pt jump shot from 24 ft,69,82
349,4,11:44.0,Defensive rebound by P. Mills,,69,82
350,4,11:27.0,M. Belinelli makes 2-pt layup from 2 ft (assist by R. Gay),,71,82
351,4,11:27.0,,Violation by Team (def goaltending),71,82
352,4,11:10.0,,Turnover by R. Hollis-Jefferson (bad pass; steal by M. Belinelli),71,82
353,4,11:05.0,T. Lyles makes 2-pt dunk from 1 ft (assist by R. Gay),,73,82
354,4,10:46.0,,P. McCaw makes 2-pt hook shot from 5 ft (assist by K. Lowry),73,84
355,4,10:34.0,T. Lyles misses 2-pt jump shot from 4 ft,,73,84
356,4,10:34.0,,Defensive rebound by R. Hollis-Jefferson,73,84
357,4,10:14.0,,M. Thomas makes 3-pt jump shot from 23 ft (assist by K. Lowry),73,87
358,4,9:58.0,Offensive foul by P. Mills (drawn by K. Lowry),,73,87
359,4,9:58.0,Turnover by P. Mills (offensive foul),,73,87
360,4,9:49.0,,Turnover by P. McCaw (step out of bounds),73,87
361,4,9:49.0,,N. Powell enters the game for T. Davis,73,87
362,4,9:32.0,R. Gay makes 2-pt dunk from 2 ft (assist by D. White),,75,87
363,4,9:22.0,,N. Powell misses 3-pt jump shot from 26 ft,75,87
364,4,9:19.0,Defensive rebound by P. Mills,,75,87
365,4,9:13.0,D. White makes 2-pt jump shot from 10 ft (assist by M. Belinelli),,77,87
366,4,9:13.0,Shooting foul by N. Powell (drawn by D. White),,77,87
367,4,9:13.0,,P. Siakam enters the game for R. Hollis-Jefferson,77,87
368,4,9:13.0,D. White makes free throw 1 of 1,,78,87
369,4,8:53.0,,M. Thomas misses 3-pt jump shot from 27 ft,78,87
370,4,8:51.0,Defensive rebound by Team,,78,87
371,4,8:43.0,R. Gay makes 3-pt jump shot from 22 ft (assist by M. Belinelli),,81,87
372,4,8:41.0,,Toronto full timeout,81,87
373,4,8:41.0,L. Aldridge enters the game for R. Gay,,81,87
374,4,8:41.0,D. DeRozan enters the game for T. Lyles,,81,87
375,4,8:41.0,,S. Ibaka enters the game for M. Thomas,81,87
376,4,8:24.0,,P. Siakam misses 2-pt jump shot from 18 ft,81,87
377,4,8:21.0,Defensive rebound by D. White,,81,87
378,4,8:13.0,D. White makes 2-pt jump shot from 7 ft,,83,87
379,4,7:59.0,,K. Lowry misses 3-pt jump shot from 26 ft,83,87
