,QUARTER,TIME_REMAINING,BOSTON_ACTION,HOUSTON_ACTION,BOSTON_SCORE,HOUSTON_SCORE
0,1,11:43.0,D. Theis makes 2-pt hook shot from 6 ft (assist by J. Tatum),,2,0
1,1,11:31.0,,J. Harden misses 3-pt jump shot from 26 ft,2,0
2,1,11:28.0,Defensive rebound by Team,,2,0
3,1,11:12.0,Turnover by J. Tatum (bad pass; steal by P. Tucker),,2,0
4,1,11:09.0,,Turnover by J. Harden (lost ball; steal by K. Walker),2,0
5,1,11:05.0,K. Walker makes 3-pt jump shot from 26 ft (assist by J. Tatum),,5,0
6,1,10:52.0,,J. Harden makes 2-pt dunk from 1 ft,5,2
7,1,10:34.0,J. Brown makes 2-pt layup at rim,,7,2
8,1,10:26.0,,D. House makes 3-pt jump shot from 26 ft (assist by R. Westbrook),7,5
9,1,10:08.0,K. Walker misses 3-pt jump shot from 27 ft,,7,5
10,1,10:06.0,,Defensive rebound by D. House,7,5
11,1,9:59.0,,R. Westbrook misses 2-pt layup from 2 ft,7,5
12,1,9:57.0,Defensive rebound by J. Brown,,7,5
13,1,9:50.0,J. Tatum misses 3-pt jump shot from 25 ft,,7,5
14,1,9:48.0,,Defensive rebound by J. Harden,7,5
15,1,9:32.0,,R. Westbrook misses 2-pt jump shot from 18 ft,7,5
16,1,9:30.0,Defensive rebound by Team,,7,5
17,1,9:20.0,J. Brown makes 3-pt jump shot from 23 ft (assist by K. Walker),,10,5
18,1,8:57.0,,D. House misses 3-pt jump shot from 26 ft,10,5
19,1,8:55.0,Defensive rebound by G. Hayward,,10,5
20,1,8:50.0,Personal foul by P. Tucker (drawn by G. Hayward),,10,5
21,1,8:36.0,J. Brown misses 3-pt jump shot from 24 ft,,10,5
22,1,8:32.0,,Defensive rebound by P. Tucker,10,5
23,1,8:25.0,,Personal foul by G. Hayward (drawn by R. Westbrook),10,5
24,1,8:19.0,,Shooting foul by D. Theis (drawn by R. Westbrook),10,5
25,1,8:19.0,,R. Westbrook makes free throw 1 of 2,10,6
26,1,8:19.0,,R. Westbrook makes free throw 2 of 2,10,7
27,1,8:09.0,K. Walker makes 2-pt layup from 1 ft (assist by G. Hayward),,12,7
28,1,7:51.0,,R. Covington makes 3-pt jump shot from 26 ft (assist by J. Harden),12,10
29,1,7:33.0,J. Tatum makes 2-pt jump shot from 7 ft (assist by D. Theis),,14,10
30,1,7:12.0,,J. Harden makes 3-pt jump shot from 26 ft,14,13
31,1,6:53.0,J. Tatum misses 3-pt jump shot from 25 ft,,14,13
32,1,6:52.0,,Defensive rebound by J. Harden,14,13
33,1,6:42.0,,J. Harden misses 3-pt jump shot from 26 ft,14,13
34,1,6:40.0,Defensive rebound by J. Tatum,,14,13
35,1,6:32.0,J. Tatum misses 2-pt layup from 1 ft,,14,13
36,1,6:29.0,,Defensive rebound by R. Covington,14,13
37,1,6:12.0,,R. Westbrook misses 2-pt layup from 1 ft (block by J. Brown),14,13
38,1,6:12.0,,Offensive rebound by Team,14,13
39,1,6:12.0,,Houston full timeout,14,13
40,1,6:12.0,E. Freedom enters the game for J. Brown,,14,13
41,1,6:12.0,S. Ojeleye enters the game for J. Tatum,,14,13
42,1,6:12.0,M. Smart enters the game for D. Theis,,14,13
43,1,6:12.0,,B. McLemore enters the game for D. House,14,13
44,1,6:08.0,,R. Westbrook makes 2-pt dunk at rim (assist by R. Covington),14,15
45,1,5:47.0,K. Walker misses 2-pt jump shot from 18 ft,,14,15
46,1,5:46.0,,Defensive rebound by R. Westbrook,14,15
47,1,5:38.0,,R. Westbrook misses 2-pt layup from 1 ft,14,15
48,1,5:36.0,Defensive rebound by E. Freedom,,14,15
49,1,5:30.0,K. Walker misses 2-pt layup from 2 ft,,14,15
50,1,5:27.0,,Defensive rebound by J. Harden,14,15
51,1,5:23.0,,B. McLemore misses 3-pt jump shot from 25 ft,14,15
52,1,5:22.0,Defensive rebound by S. Ojeleye,,14,15
53,1,5:05.0,Offensive foul by E. Freedom (drawn by P. Tucker),,14,15
54,1,5:05.0,Turnover by E. Freedom (offensive foul),,14,15
55,1,5:05.0,,A. Rivers enters the game for R. Westbrook,14,15
56,1,4:44.0,,Turnover by J. Harden (lost ball; steal by S. Ojeleye),14,15
57,1,4:41.0,Turnover by K. Walker (step out of bounds),,14,15
58,1,4:27.0,,R. Covington misses 3-pt jump shot from 27 ft,14,15
59,1,4:25.0,Defensive rebound by E. Freedom,,14,15
60,1,4:18.0,E. Freedom misses 2-pt layup from 4 ft (block by J. Harden),,14,15
61,1,4:15.0,,Defensive rebound by J. Harden,14,15
62,1,4:11.0,,B. McLemore makes 3-pt jump shot from 25 ft (assist by J. Harden),14,18
63,1,3:53.0,G. Hayward misses 2-pt jump shot from 14 ft,,14,18
64,1,3:51.0,,Defensive rebound by R. Covington,14,18
65,1,3:30.0,,Offensive foul by R. Covington (drawn by M. Smart),14,18
66,1,3:30.0,,Turnover by R. Covington (offensive foul),14,18
67,1,3:30.0,J. Brown enters the game for K. Walker,,14,18
68,1,3:12.0,E. Freedom misses 2-pt hook shot from 6 ft,,14,18
69,1,3:10.0,,Defensive rebound by R. Covington,14,18
70,1,3:05.0,,Shooting foul by G. Hayward (drawn by J. Harden),14,18
71,1,3:05.0,,J. Harden makes free throw 1 of 2,14,19
72,1,3:05.0,,J. Harden makes free throw 2 of 2,14,20
73,1,2:49.0,J. Brown misses 2-pt jump shot from 11 ft (block by R. Covington),,14,20
74,1,2:46.0,,Defensive rebound by P. Tucker,14,20
75,1,2:39.0,,J. Harden misses 3-pt jump shot from 27 ft,14,20
76,1,2:38.0,Defensive rebound by J. Brown,,14,20
77,1,2:29.0,Turnover by S. Ojeleye (bad pass; steal by R. Covington),,14,20
78,1,2:25.0,,A. Rivers misses 3-pt jump shot from 25 ft,14,20
79,1,2:22.0,Defensive rebound by G. Hayward,,14,20
80,1,2:11.0,J. Brown makes 3-pt jump shot from 26 ft (assist by S. Ojeleye),,17,20
81,1,1:44.0,,P. Tucker misses 3-pt jump shot from 23 ft,17,20
82,1,1:42.0,Defensive rebound by E. Freedom,,17,20
83,1,1:32.0,J. Brown misses 3-pt jump shot from 26 ft,,17,20
84,1,1:31.0,,Defensive rebound by B. McLemore,17,20
85,1,1:14.0,,Personal foul by S. Ojeleye (drawn by J. Harden),17,20
86,1,1:14.0,Boston full timeout,,17,20
87,1,1:14.0,J. Tatum enters the game for G. Hayward,,17,20
88,1,1:14.0,D. Theis enters the game for E. Freedom,,17,20
89,1,1:14.0,B. Wanamaker enters the game for S. Ojeleye,,17,20
90,1,1:14.0,,D. House enters the game for R. Covington,17,20
91,1,1:14.0,,T. Sefolosha enters the game for J. Harden,17,20
92,1,1:14.0,,R. Westbrook enters the game for P. Tucker,17,20
93,1,1:04.0,,Shooting foul by J. Brown (drawn by R. Westbrook),17,20
94,1,1:04.0,,R. Westbrook makes free throw 1 of 2,17,21
95,1,1:04.0,,R. Westbrook misses free throw 2 of 2,17,21
96,1,1:02.0,,Offensive rebound by D. House,17,21
97,1,0:54.0,,D. House misses 3-pt jump shot from 23 ft,17,21
98,1,0:51.0,Defensive rebound by M. Smart,,17,21
99,1,0:34.0,M. Smart misses 3-pt jump shot from 27 ft,,17,21
100,1,0:33.0,,Defensive rebound by T. Sefolosha,17,21
101,1,0:22.0,,R. Westbrook makes 2-pt layup from 1 ft,17,23
102,1,0:01.0,M. Smart misses 2-pt jump shot from 17 ft,,17,23
103,1,0:00.0,Offensive rebound by D. Theis,,17,23
104,1,0:00.0,Shooting foul by A. Rivers (drawn by D. Theis),,17,23
