,QUARTER,TIME_REMAINING,UTAH_ACTION,INDIANA_ACTION,UTAH_SCORE,INDIANA_SCORE
94,1,1:06.0,,G. Bitadze makes 2-pt hook shot from 12 ft (assist by T. McConnell),20,21
95,1,0:41.0,J. Green misses 3-pt jump shot from 28 ft,,20,21
96,1,0:38.0,,Defensive rebound by T. McConnell,20,21
97,1,0:28.0,,Turnover by A. Holiday (traveling),20,21
98,1,0:09.0,D. Mitchell misses 2-pt jump shot from 16 ft,,20,21
99,1,0:07.0,,Defensive rebound by A. Holiday,20,21
100,1,0:02.0,,A. Holiday misses 2-pt jump shot from 1 ft,20,21
101,1,0:02.0,Defensive rebound by J. Green,,20,21
102,2,11:46.0,,T. McConnell makes 2-pt layup from 2 ft (assist by G. Bitadze),20,23
103,2,11:36.0,E. Mudiay misses 2-pt layup from 4 ft,,20,23
104,2,11:35.0,,Defensive rebound by Team,20,23
105,2,11:19.0,,T. McConnell makes 2-pt jump shot from 13 ft,20,25
106,2,11:00.0,J. Green makes 2-pt layup from 2 ft (assist by D. Mitchell),,22,25
107,2,10:40.0,,G. Bitadze misses 2-pt layup from 3 ft (block by D. Mitchell),22,25
108,2,10:36.0,Defensive rebound by G. Niang,,22,25
109,2,10:32.0,E. Mudiay makes 2-pt layup from 1 ft (assist by G. Niang),,24,25
110,2,10:16.0,,A. Holiday misses 3-pt jump shot from 27 ft,24,25
111,2,10:13.0,Defensive rebound by E. Mudiay,,24,25
112,2,9:58.0,D. Mitchell makes 2-pt jump shot from 16 ft (assist by J. Green),,26,25
113,2,9:42.0,,D. McDermott makes 2-pt layup from 2 ft (assist by G. Bitadze),26,27
114,2,9:27.0,J. Ingles misses 3-pt jump shot from 24 ft,,26,27
115,2,9:24.0,,Defensive rebound by D. McDermott,26,27
116,2,9:20.0,,Turnover by T. McConnell (lost ball; steal by J. Ingles),26,27
117,2,9:09.0,Shooting foul by J. Holiday (drawn by J. Green),,26,27
118,2,9:09.0,J. Green misses free throw 1 of 2,,26,27
119,2,9:09.0,Offensive rebound by Team,,26,27
120,2,9:09.0,B. Bogdanović enters the game for D. Mitchell,,26,27
121,2,9:09.0,J. Green makes free throw 2 of 2,,27,27
122,2,8:53.0,,T. McConnell misses 2-pt jump shot from 13 ft,27,27
123,2,8:50.0,Defensive rebound by B. Bogdanović,,27,27
124,2,8:40.0,G. Niang misses 3-pt jump shot from 24 ft,,27,27
125,2,8:37.0,,Defensive rebound by T. McConnell,27,27
126,2,8:26.0,,A. Holiday makes 2-pt layup from 1 ft,27,29
127,2,8:18.0,Offensive foul by G. Niang (drawn by A. Holiday),,27,29
128,2,8:18.0,Turnover by G. Niang (offensive foul),,27,29
129,2,8:18.0,M. Conley enters the game for E. Mudiay,,27,29
130,2,8:18.0,R. Gobert enters the game for G. Niang,,27,29
131,2,8:18.0,,J. Lamb enters the game for G. Bitadze,27,29
132,2,8:18.0,,M. Turner enters the game for A. Holiday,27,29
133,2,8:18.0,,T. Warren enters the game for J. Holiday,27,29
134,2,8:08.0,,D. McDermott misses 3-pt jump shot from 27 ft,27,29
135,2,8:06.0,Defensive rebound by B. Bogdanović,,27,29
136,2,7:59.0,M. Conley misses 3-pt jump shot from 29 ft,,27,29
137,2,7:54.0,Offensive rebound by R. Gobert,,27,29
138,2,7:54.0,R. Gobert misses 2-pt layup from 1 ft,,27,29
139,2,7:53.0,,Defensive rebound by D. McDermott,27,29
140,2,7:49.0,,T. McConnell makes 2-pt jump shot from 16 ft,27,31
141,2,7:35.0,Violation by Team (kicked ball),,27,31
142,2,7:35.0,R. O'Neale enters the game for J. Ingles,,27,31
143,2,7:25.0,,M. Turner misses 3-pt jump shot from 26 ft,27,31
144,2,7:22.0,Defensive rebound by M. Conley,,27,31
145,2,7:08.0,R. O'Neale misses 2-pt jump shot from 17 ft,,27,31
146,2,7:07.0,,Defensive rebound by Team,27,31
147,2,7:07.0,Loose ball foul by R. Gobert (drawn by M. Turner),,27,31
148,2,6:51.0,,T. Warren misses 2-pt jump shot from 21 ft,27,31
149,2,6:48.0,Defensive rebound by R. Gobert,,27,31
150,2,6:41.0,Turnover by B. Bogdanović (bad pass; steal by T. McConnell),,27,31
151,2,6:38.0,,T. Warren makes 2-pt dunk from 1 ft (assist by T. McConnell),27,33
152,2,6:38.0,Utah full timeout,,27,33
153,2,6:38.0,G. Niang enters the game for J. Green,,27,33
154,2,6:26.0,Turnover by M. Conley (bad pass; steal by T. Warren),,27,33
155,2,6:20.0,,T. Warren makes 3-pt jump shot from 23 ft (assist by T. McConnell),27,36
156,2,6:03.0,R. Gobert makes 2-pt dunk from 1 ft (assist by M. Conley),,29,36
157,2,5:38.0,,J. Lamb misses 2-pt layup from 1 ft,29,36
158,2,5:35.0,Defensive rebound by M. Conley,,29,36
159,2,5:28.0,B. Bogdanović misses 3-pt jump shot from 29 ft,,29,36
160,2,5:26.0,,Defensive rebound by M. Turner,29,36
161,2,5:10.0,,J. Lamb misses 2-pt jump shot from 18 ft,29,36
162,2,5:08.0,Defensive rebound by M. Conley,,29,36
163,2,4:53.0,G. Niang makes 3-pt jump shot from 26 ft (assist by B. Bogdanović),,32,36
164,2,4:52.0,,Indiana full timeout,32,36
165,2,4:52.0,J. Ingles enters the game for G. Niang,,32,36
166,2,4:52.0,D. Mitchell enters the game for R. O'Neale,,32,36
167,2,4:52.0,,M. Brogdon enters the game for T. McConnell,32,36
168,2,4:52.0,,D. Sabonis enters the game for D. McDermott,32,36
169,2,4:30.0,,D. Sabonis makes 2-pt layup from 1 ft (assist by M. Brogdon),32,38
170,2,4:05.0,Turnover by B. Bogdanović (step out of bounds),,32,38
171,2,3:54.0,,Turnover by J. Lamb (bad pass; steal by D. Mitchell),32,38
172,2,3:54.0,,Clear path foul by D. Mitchell,32,38
173,2,3:54.0,Instant Replay (Request: Ruling Stands),,32,38
174,2,3:54.0,D. Mitchell makes clear path free throw 1 of 2,,33,38
175,2,3:54.0,D. Mitchell makes clear path free throw 2 of 2,,34,38
176,2,3:45.0,M. Conley misses 2-pt jump shot from 6 ft,,34,38
177,2,3:42.0,Offensive rebound by M. Conley,,34,38
178,2,3:41.0,D. Mitchell misses 3-pt jump shot from 27 ft,,34,38
179,2,3:39.0,,Defensive rebound by M. Turner,34,38
180,2,3:18.0,,Turnover by M. Turner (bad pass),34,38
181,2,3:07.0,J. Ingles makes 2-pt layup from 1 ft,,36,38
182,2,3:04.0,Violation by Team (delay of game),,36,38
183,2,2:50.0,,M. Brogdon makes 2-pt jump shot from 19 ft,36,40
184,2,2:35.0,Shooting foul by T. Warren (drawn by R. Gobert),,36,40
185,2,2:35.0,R. Gobert makes free throw 1 of 2,,37,40
186,2,2:35.0,R. Gobert makes free throw 2 of 2,,38,40
187,2,2:25.0,,M. Brogdon makes 2-pt jump shot from 19 ft,38,42
188,2,2:12.0,J. Ingles makes 3-pt jump shot from 27 ft,,41,42
189,2,1:56.0,,D. Sabonis makes 2-pt jump shot from 17 ft (assist by M. Brogdon),41,44
190,2,1:37.0,D. Mitchell misses 2-pt layup from 4 ft (block by J. Lamb),,41,44
191,2,1:34.0,,Defensive rebound by J. Lamb,41,44
192,2,1:32.0,,T. Warren makes 2-pt jump shot from 6 ft (assist by J. Lamb),41,46
193,2,1:12.0,D. Mitchell misses 3-pt jump shot from 26 ft,,41,46
194,2,1:09.0,,Defensive rebound by J. Lamb,41,46
195,2,1:03.0,,T. Warren makes 2-pt jump shot from 9 ft (assist by J. Lamb),41,48
196,2,1:03.0,,Shooting foul by J. Ingles (drawn by T. Warren),41,48
197,2,1:03.0,,J. Holiday enters the game for M. Turner,41,48
198,2,1:03.0,,T. Warren makes free throw 1 of 1,41,49
199,2,0:48.0,D. Mitchell misses 2-pt jump shot from 5 ft,,41,49
200,2,0:47.0,,Defensive rebound by M. Brogdon,41,49
201,2,0:42.0,,Turnover by M. Brogdon (bad pass; steal by J. Ingles),41,49
202,2,0:39.0,B. Bogdanović misses 3-pt jump shot from 29 ft,,41,49
203,2,0:36.0,,Defensive rebound by Team,41,49
204,2,0:36.0,Loose ball foul by D. Mitchell (drawn by J. Holiday),,41,49
205,2,0:36.0,,J. Holiday makes free throw 1 of 2,41,50
206,2,0:36.0,,A. Holiday enters the game for T. Warren,41,50
207,2,0:36.0,,J. Holiday makes free throw 2 of 2,41,51
208,2,0:29.0,M. Conley misses 2-pt layup from 1 ft,,41,51
209,2,0:27.0,Offensive rebound by R. Gobert,,41,51
210,2,0:27.0,R. Gobert misses 2-pt layup from 1 ft,,41,51
211,2,0:27.0,Offensive rebound by R. Gobert,,41,51
212,2,0:27.0,R. Gobert misses 2-pt layup from 1 ft,,41,51
213,2,0:27.0,,Defensive rebound by D. Sabonis,41,51
214,2,0:27.0,,Personal foul by M. Conley (drawn by D. Sabonis),41,51
215,2,0:27.0,,D. Sabonis makes free throw 1 of 2,41,52
216,2,0:27.0,,D. Sabonis makes free throw 2 of 2,41,53
217,2,0:05.0,B. Bogdanović makes 2-pt jump shot from 1 ft,,43,53
218,2,0:01.0,,J. Lamb misses 2-pt layup from 1 ft,43,53
219,2,0:01.0,,Offensive rebound by Team,43,53
220,3,11:45.0,,M. Turner makes 3-pt jump shot from 26 ft (assist by M. Brogdon),43,56
221,3,11:19.0,B. Bogdanović misses 2-pt jump shot from 6 ft,,43,56
222,3,11:18.0,Offensive rebound by B. Bogdanović,,43,56
223,3,11:18.0,Shooting foul by M. Turner (drawn by B. Bogdanović),,43,56
224,3,11:18.0,B. Bogdanović makes free throw 1 of 2,,44,56
225,3,11:18.0,B. Bogdanović makes free throw 2 of 2,,45,56
226,3,11:09.0,,M. Brogdon makes 3-pt jump shot from 27 ft,45,59
227,3,10:56.0,D. Mitchell makes 2-pt jump shot from 13 ft,,47,59
228,3,10:43.0,,Personal foul by R. O'Neale (drawn by M. Turner),47,59
229,3,10:41.0,,Turnover by D. Sabonis (bad pass; steal by B. Bogdanović),47,59
230,3,10:38.0,B. Bogdanović makes 2-pt dunk from 4 ft,,49,59
231,3,10:23.0,,Offensive foul by D. Sabonis (drawn by R. Gobert),49,59
232,3,10:23.0,,Turnover by D. Sabonis (offensive foul),49,59
233,3,10:12.0,M. Conley makes 3-pt jump shot from 28 ft (assist by B. Bogdanović),,52,59
234,3,9:56.0,,M. Brogdon makes 3-pt jump shot from 27 ft,52,62
235,3,9:42.0,D. Mitchell makes 2-pt layup from 2 ft (assist by R. O'Neale),,54,62
236,3,9:27.0,,M. Brogdon makes 2-pt layup from 1 ft,54,64
237,3,9:18.0,D. Mitchell makes 3-pt jump shot from 27 ft (assist by M. Conley),,57,64
238,3,9:00.0,,M. Turner makes 2-pt dunk from 3 ft (assist by M. Brogdon),57,66
239,3,8:59.0,Utah full timeout,,57,66
240,3,8:47.0,Personal foul by D. Sabonis (drawn by R. Gobert),,57,66
241,3,8:43.0,D. Mitchell misses 3-pt jump shot from 23 ft,,57,66
242,3,8:41.0,Offensive rebound by M. Conley,,57,66
243,3,8:39.0,B. Bogdanović makes 3-pt jump shot from 27 ft (assist by M. Conley),,60,66
244,3,8:20.0,,Shooting foul by R. Gobert (drawn by D. Sabonis),60,66
245,3,8:20.0,,D. Sabonis makes free throw 1 of 2,60,67
246,3,8:20.0,,D. Sabonis makes free throw 2 of 2,60,68
247,3,8:07.0,R. Gobert makes 2-pt dunk from 3 ft (assist by M. Conley),,62,68
248,3,7:49.0,,M. Brogdon misses 2-pt jump shot from 19 ft,62,68
249,3,7:45.0,Defensive rebound by R. O'Neale,,62,68
250,3,7:42.0,D. Mitchell misses 2-pt jump shot from 18 ft,,62,68
251,3,7:38.0,,Defensive rebound by M. Turner,62,68
252,3,7:31.0,,J. Lamb makes 2-pt jump shot from 19 ft,62,70
253,3,7:17.0,Offensive foul by R. Gobert (drawn by M. Turner),,62,70
254,3,7:17.0,Turnover by R. Gobert (offensive foul),,62,70
255,3,7:07.0,,Personal foul by D. Mitchell (drawn by D. Sabonis),62,70
256,3,7:01.0,,J. Lamb makes 2-pt jump shot from 18 ft (assist by M. Brogdon),62,72
257,3,6:42.0,B. Bogdanović misses 3-pt jump shot from 28 ft,,62,72
258,3,6:39.0,Offensive rebound by R. Gobert,,62,72
259,3,6:37.0,R. Gobert misses 2-pt layup from 2 ft (block by M. Turner),,62,72
260,3,6:34.0,,Defensive rebound by J. Lamb,62,72
261,3,6:25.0,,T. Warren makes 3-pt jump shot from 25 ft (assist by D. Sabonis),62,75
262,3,6:10.0,D. Mitchell makes 3-pt jump shot from 22 ft (assist by R. O'Neale),,65,75
263,3,5:50.0,,T. Warren misses 3-pt jump shot from 24 ft,65,75
264,3,5:46.0,Defensive rebound by M. Conley,,65,75
265,3,5:25.0,Turnover by M. Conley (lost ball; steal by D. Sabonis),,65,75
266,3,5:23.0,,Personal foul by R. O'Neale (drawn by M. Brogdon),65,75
267,3,5:23.0,J. Ingles enters the game for D. Mitchell,,65,75
268,3,5:13.0,,Shooting foul by R. Gobert (drawn by J. Lamb),65,75
269,3,5:13.0,,J. Lamb makes free throw 1 of 2,65,76
270,3,5:13.0,T. Bradley enters the game for M. Conley,,65,76
271,3,5:13.0,E. Mudiay enters the game for R. Gobert,,65,76
272,3,5:13.0,,J. Lamb makes free throw 2 of 2,65,77
273,3,5:05.0,Personal foul by M. Turner (drawn by J. Ingles),,65,77
274,3,5:05.0,,J. Holiday enters the game for D. Sabonis,65,77
275,3,4:57.0,,Violation by Team (kicked ball),65,77
276,3,4:57.0,,D. Sabonis enters the game for M. Turner,65,77
277,3,4:51.0,B. Bogdanović makes 2-pt layup from 3 ft (assist by E. Mudiay),,67,77
278,3,4:42.0,,M. Brogdon misses 2-pt layup from 1 ft,67,77
279,3,4:40.0,,Offensive rebound by M. Brogdon,67,77
280,3,4:39.0,,M. Brogdon makes 2-pt layup from 1 ft,67,79
281,3,4:20.0,R. O'Neale misses 3-pt jump shot from 29 ft,,67,79
282,3,4:17.0,,Defensive rebound by J. Holiday,67,79
283,3,4:11.0,,J. Lamb makes 2-pt layup at rim,67,81
284,3,4:01.0,Shooting foul by J. Lamb (drawn by B. Bogdanović),,67,81
285,3,4:01.0,B. Bogdanović misses free throw 1 of 3,,67,81
286,3,4:01.0,Offensive rebound by Team,,67,81
287,3,4:01.0,B. Bogdanović makes free throw 2 of 3,,68,81
288,3,4:01.0,J. Green enters the game for R. O'Neale,,68,81
289,3,4:01.0,,G. Bitadze enters the game for J. Lamb,68,81
290,3,4:01.0,,A. Holiday enters the game for D. Sabonis,68,81
291,3,4:01.0,B. Bogdanović makes free throw 3 of 3,,69,81
292,3,3:37.0,,A. Holiday misses 3-pt jump shot from 26 ft,69,81
293,3,3:35.0,Defensive rebound by J. Green,,69,81
294,3,3:32.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by E. Mudiay),,72,81
295,3,3:09.0,,M. Brogdon misses 3-pt jump shot from 28 ft,72,81
296,3,3:05.0,Defensive rebound by E. Mudiay,,72,81
297,3,2:55.0,J. Ingles makes 3-pt jump shot from 27 ft,,75,81
298,3,2:47.0,,Indiana full timeout,75,81
299,3,2:47.0,G. Niang enters the game for T. Bradley,,75,81
300,3,2:47.0,,T. McConnell enters the game for M. Brogdon,75,81
301,3,2:39.0,,T. Warren makes 2-pt jump shot from 1 ft,75,83
302,3,2:19.0,B. Bogdanović misses 2-pt layup from 1 ft,,75,83
303,3,2:16.0,Offensive rebound by J. Green,,75,83
304,3,2:16.0,J. Green misses 2-pt layup at rim,,75,83
305,3,2:15.0,Offensive rebound by J. Green,,75,83
306,3,2:15.0,J. Green makes 2-pt layup at rim,,77,83
307,3,2:10.0,,T. Warren misses 2-pt layup from 1 ft,77,83
308,3,2:08.0,Defensive rebound by G. Niang,,77,83
309,3,2:05.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by E. Mudiay),,80,83
310,3,1:40.0,,A. Holiday misses 2-pt jump shot from 19 ft,80,83
311,3,1:39.0,Defensive rebound by B. Bogdanović,,80,83
312,3,1:30.0,E. Mudiay misses 2-pt jump shot from 11 ft,,80,83
313,3,1:27.0,,Defensive rebound by Team,80,83
314,3,1:27.0,,D. McDermott enters the game for T. Warren,80,83
315,3,1:12.0,,T. McConnell makes 2-pt jump shot from 9 ft,80,85
316,3,0:56.0,Turnover by B. Bogdanović (bad pass; steal by T. McConnell),,80,85
317,3,0:54.0,,Personal foul by J. Ingles (drawn by T. McConnell),80,85
318,3,0:54.0,,T. McConnell makes free throw 1 of 2,80,86
319,3,0:54.0,,T. McConnell makes free throw 2 of 2,80,87
320,3,0:42.0,Turnover by J. Ingles (bad pass; steal by T. McConnell),,80,87
321,3,0:38.0,,Turnover by T. McConnell (lost ball; steal by J. Ingles),80,87
322,3,0:35.0,J. Green misses 2-pt layup from 2 ft,,80,87
323,3,0:31.0,,Defensive rebound by J. Holiday,80,87
324,3,0:28.0,,J. Holiday makes 2-pt layup from 1 ft,80,89
325,3,0:09.0,E. Mudiay misses 2-pt jump shot from 1 ft,,80,89
326,3,0:07.0,,Defensive rebound by J. Holiday,80,89
327,3,0:03.0,,T. McConnell misses 2-pt layup from 1 ft,80,89
328,3,0:03.0,Defensive rebound by J. Green,,80,89
329,3,0:00.0,J. Green misses 3-pt jump shot from 83 ft,,80,89
330,3,0:00.0,Offensive rebound by Team,,80,89
331,4,11:41.0,Turnover by G. Niang (traveling),,80,89
332,4,11:41.0,R. Gobert enters the game for J. Green,,80,89
333,4,11:31.0,,D. McDermott misses 2-pt jump shot from 18 ft,80,89
334,4,11:27.0,Defensive rebound by R. Gobert,,80,89
335,4,11:20.0,D. Mitchell makes 2-pt jump shot from 18 ft,,82,89
336,4,11:03.0,,D. Sabonis makes 2-pt jump shot from 18 ft,82,91
337,4,10:46.0,D. Mitchell misses 3-pt jump shot from 25 ft,,82,91
338,4,10:45.0,,Defensive rebound by D. Sabonis,82,91
339,4,10:34.0,,Turnover by J. Holiday (bad pass; steal by R. Gobert),82,91
340,4,10:24.0,D. Mitchell makes 2-pt layup from 2 ft,,84,91
341,4,10:17.0,,Turnover by A. Holiday (bad pass; steal by J. Ingles),84,91
342,4,10:13.0,J. Ingles misses 3-pt jump shot from 26 ft,,84,91
343,4,10:10.0,Offensive rebound by R. Gobert,,84,91
344,4,10:10.0,R. Gobert makes 2-pt layup from 1 ft,,86,91
345,4,10:02.0,,Indiana full timeout,86,91
346,4,9:50.0,,D. Sabonis misses 2-pt layup from 4 ft,86,91
347,4,9:48.0,,Offensive rebound by Team,86,91
348,4,9:48.0,B. Bogdanović enters the game for G. Niang,,86,91
349,4,9:48.0,,J. Lamb enters the game for A. Holiday,86,91
350,4,9:40.0,,T. McConnell makes 2-pt jump shot from 11 ft (assist by J. Holiday),86,93
351,4,9:25.0,D. Mitchell misses 2-pt layup from 5 ft,,86,93
352,4,9:22.0,,Defensive rebound by J. Lamb,86,93
353,4,9:11.0,,D. Sabonis misses 3-pt jump shot from 27 ft,86,93
354,4,9:08.0,Defensive rebound by J. Ingles,,86,93
355,4,9:04.0,Offensive foul by R. Gobert (drawn by T. McConnell),,86,93
356,4,9:04.0,Turnover by R. Gobert (offensive foul),,86,93
357,4,9:04.0,J. Green enters the game for R. Gobert,,86,93
358,4,8:50.0,,J. Lamb makes 3-pt jump shot from 25 ft (assist by T. McConnell),86,96
359,4,8:33.0,D. Mitchell makes 2-pt jump shot from 18 ft,,88,96
360,4,8:18.0,,Personal foul by J. Green (drawn by D. Sabonis),88,96
361,4,8:18.0,M. Conley enters the game for J. Ingles,,88,96
362,4,8:07.0,,J. Lamb misses 3-pt jump shot from 27 ft,88,96
363,4,8:04.0,Defensive rebound by J. Green,,88,96
364,4,7:50.0,Personal foul by T. McConnell (drawn by J. Green),,88,96
365,4,7:50.0,,M. Brogdon enters the game for T. McConnell,88,96
366,4,7:45.0,Shooting foul by D. McDermott (drawn by B. Bogdanović),,88,96
367,4,7:45.0,B. Bogdanović makes free throw 1 of 2,,89,96
368,4,7:45.0,B. Bogdanović makes free throw 2 of 2,,90,96
369,4,7:28.0,,J. Lamb misses 2-pt jump shot from 13 ft,90,96
370,4,7:25.0,,Offensive rebound by Team,90,96
371,4,7:24.0,,D. McDermott makes 2-pt jump shot from 14 ft (assist by J. Lamb),90,98
372,4,7:12.0,Personal foul by D. Sabonis (drawn by J. Green),,90,98
373,4,7:05.0,M. Conley misses 2-pt layup from 3 ft,,90,98
374,4,7:03.0,,Defensive rebound by D. Sabonis,90,98
375,4,6:49.0,,D. Sabonis makes 2-pt layup at rim (assist by M. Brogdon),90,100
376,4,6:43.0,Shooting foul by D. McDermott (drawn by D. Mitchell),,90,100
377,4,6:43.0,,Indiana full timeout,90,100
378,4,6:43.0,,Instant Replay (Challenge: Ruling Stands),90,100
379,4,6:43.0,,T. Warren enters the game for D. McDermott,90,100
380,4,6:43.0,D. Mitchell makes free throw 1 of 2,,91,100
381,4,6:43.0,D. Mitchell makes free throw 2 of 2,,92,100
382,4,6:31.0,,Shooting foul by D. Mitchell (drawn by D. Sabonis),92,100
