,QUARTER,TIME_REMAINING,PORTLAND_ACTION,INDIANA_ACTION,PORTLAND_SCORE,INDIANA_SCORE
388,4,6:12.0,,T. Warren makes 2-pt jump shot from 16 ft,82,96
389,4,5:59.0,C. McCollum makes 2-pt jump shot from 6 ft,,84,96
390,4,5:45.0,,M. Brogdon misses 2-pt jump shot from 14 ft,84,96
391,4,5:41.0,,Offensive rebound by M. Brogdon,84,96
392,4,5:41.0,,M. Brogdon misses 2-pt layup at rim,84,96
393,4,5:40.0,Defensive rebound by H. Whiteside,,84,96
394,4,5:32.0,C. McCollum makes 2-pt jump shot from 5 ft,,86,96
395,4,5:26.0,,Personal take foul by T. Ariza (drawn by T. Warren),86,96
396,4,5:13.0,,M. Brogdon makes 3-pt jump shot from 26 ft,86,99
397,4,4:51.0,G. Trent makes 3-pt jump shot from 24 ft (assist by T. Ariza),,89,99
398,4,4:27.0,,Indiana full timeout,89,99
399,4,4:27.0,,V. Oladipo enters the game for J. Holiday,89,99
400,4,4:27.0,,M. Turner enters the game for T. McConnell,89,99
401,4,4:21.0,,M. Brogdon misses 2-pt jump shot from 12 ft,89,99
402,4,4:18.0,,Offensive rebound by M. Turner,89,99
403,4,4:05.0,,D. Sabonis misses 2-pt hook shot from 4 ft (block by H. Whiteside),89,99
404,4,4:05.0,,Offensive rebound by Team,89,99
405,4,4:05.0,,Turnover by Team (shot clock),89,99
406,4,3:57.0,G. Trent misses 3-pt jump shot from 25 ft,,89,99
407,4,3:54.0,,Defensive rebound by M. Turner,89,99
408,4,3:40.0,,D. Sabonis makes 2-pt jump shot from 21 ft (assist by V. Oladipo),89,101
409,4,3:27.0,C. McCollum misses 2-pt layup from 2 ft,,89,101
410,4,3:24.0,Offensive rebound by H. Whiteside,,89,101
411,4,3:24.0,H. Whiteside makes 2-pt layup from 1 ft,,91,101
412,4,3:23.0,,Indiana full timeout,91,101
413,4,3:11.0,,Turnover by V. Oladipo (out of bounds lost ball),91,101
414,4,2:57.0,C. Anthony misses 2-pt jump shot from 14 ft,,91,101
415,4,2:54.0,,Defensive rebound by V. Oladipo,91,101
416,4,2:39.0,,Turnover by T. Warren (lost ball; steal by C. Anthony),91,101
417,4,2:34.0,G. Trent makes 2-pt layup from 2 ft (assist by C. Anthony),,93,101
418,4,2:13.0,,Turnover by V. Oladipo (lost ball),93,101
419,4,2:08.0,C. McCollum misses 3-pt jump shot from 28 ft,,93,101
420,4,2:05.0,,Defensive rebound by M. Turner,93,101
421,4,1:54.0,,M. Brogdon makes 2-pt jump shot from 17 ft,93,103
422,4,1:50.0,T. Ariza misses 3-pt jump shot from 28 ft,,93,103
423,4,1:47.0,,Defensive rebound by M. Brogdon,93,103
424,4,1:31.0,,D. Sabonis misses 3-pt jump shot from 28 ft,93,103
425,4,1:26.0,Defensive rebound by C. Anthony,,93,103
426,4,1:21.0,T. Ariza makes 3-pt jump shot from 27 ft (assist by C. McCollum),,96,103
427,4,1:11.0,,Personal foul by G. Trent (drawn by M. Brogdon),96,103
428,4,1:03.0,,M. Brogdon misses 2-pt jump shot from 20 ft,96,103
429,4,1:01.0,Defensive rebound by T. Ariza,,96,103
430,4,0:56.0,T. Ariza misses 3-pt jump shot from 28 ft,,96,103
431,4,0:53.0,Offensive rebound by H. Whiteside,,96,103
432,4,0:53.0,H. Whiteside makes 2-pt dunk from 1 ft,,98,103
433,4,0:39.0,,V. Oladipo misses 3-pt jump shot from 28 ft,98,103
434,4,0:35.0,Defensive rebound by H. Whiteside,,98,103
435,4,0:30.0,C. McCollum makes 2-pt jump shot from 5 ft,,100,103
436,4,0:29.0,,Indiana full timeout,100,103
437,4,0:09.0,,M. Turner makes 3-pt jump shot from 28 ft (assist by D. Sabonis),100,106
438,4,0:09.0,Portland full timeout,,100,106
439,4,0:09.0,A. Simons enters the game for H. Whiteside,,100,106
440,4,0:09.0,,J. Holiday enters the game for D. Sabonis,100,106
441,4,0:07.0,C. McCollum misses 3-pt jump shot from 30 ft,,100,106
442,4,0:05.0,,Defensive rebound by V. Oladipo,100,106
