,QUARTER,TIME_REMAINING,PHOENIX_ACTION,BOSTON_ACTION,PHOENIX_SCORE,BOSTON_SCORE
52,1,5:52.0,D. Booker misses free throw 1 of 2,,15,7
53,1,5:52.0,Offensive rebound by Team,,15,7
54,1,5:52.0,,B. Wanamaker enters the game for J. Tatum,15,7
55,1,5:52.0,D. Booker makes free throw 2 of 2,,16,7
56,1,5:41.0,,M. Smart makes 3-pt jump shot from 26 ft (assist by G. Hayward),16,10
57,1,5:29.0,D. Šarić makes 2-pt layup from 1 ft (assist by R. Rubio),,18,10
58,1,5:21.0,,B. Wanamaker misses 2-pt jump shot from 13 ft,18,10
59,1,5:19.0,,Offensive rebound by J. Green,18,10
60,1,5:16.0,,J. Green misses 2-pt layup at rim,18,10
61,1,5:15.0,Defensive rebound by D. Šarić,,18,10
62,1,5:13.0,D. Ayton misses 2-pt layup from 1 ft,,18,10
63,1,5:12.0,Offensive rebound by D. Ayton,,18,10
64,1,5:10.0,D. Ayton misses 2-pt layup from 1 ft,,18,10
65,1,5:08.0,,Defensive rebound by E. Freedom,18,10
66,1,5:02.0,,Turnover by M. Smart (lost ball; steal by M. Bridges),18,10
67,1,5:00.0,Personal foul by G. Hayward (drawn by D. Booker),,18,10
68,1,5:00.0,E. Okobo enters the game for R. Rubio,,18,10
69,1,4:53.0,D. Booker makes 2-pt jump shot from 17 ft,,20,10
70,1,4:32.0,,E. Freedom misses 2-pt hook shot from 7 ft,20,10
71,1,4:31.0,Defensive rebound by D. Šarić,,20,10
72,1,4:23.0,D. Booker makes 2-pt jump shot from 5 ft,,22,10
73,1,4:06.0,,G. Hayward misses 2-pt jump shot from 17 ft,22,10
74,1,4:04.0,Defensive rebound by D. Booker,,22,10
75,1,3:57.0,D. Booker makes 2-pt jump shot from 13 ft,,24,10
76,1,3:38.0,,M. Smart misses 3-pt jump shot from 25 ft,24,10
77,1,3:36.0,Defensive rebound by D. Ayton,,24,10
78,1,3:21.0,D. Šarić makes 2-pt hook shot from 7 ft (assist by D. Ayton),,26,10
79,1,3:04.0,,M. Smart makes 3-pt jump shot from 25 ft (assist by G. Hayward),26,13
80,1,2:45.0,Turnover by D. Booker (bad pass; steal by M. Smart),,26,13
81,1,2:42.0,,Shooting foul by D. Šarić (drawn by J. Green),26,13
82,1,2:42.0,Phoenix full timeout,,26,13
83,1,2:42.0,A. Baynes enters the game for D. Ayton,,26,13
84,1,2:42.0,J. Carter enters the game for M. Bridges,,26,13
85,1,2:42.0,,J. Tatum enters the game for G. Hayward,26,13
86,1,2:42.0,,D. Theis enters the game for E. Freedom,26,13
87,1,2:42.0,,T. Waters enters the game for M. Smart,26,13
88,1,2:42.0,,J. Green misses free throw 1 of 2,26,13
89,1,2:42.0,,Offensive rebound by Team,26,13
90,1,2:42.0,,J. Green makes free throw 2 of 2,26,14
91,1,2:23.0,D. Šarić misses 2-pt jump shot from 5 ft (block by J. Tatum),,26,14
92,1,2:21.0,Offensive rebound by D. Šarić,,26,14
93,1,2:19.0,D. Šarić misses 2-pt hook shot from 6 ft,,26,14
94,1,2:17.0,,Defensive rebound by B. Wanamaker,26,14
95,1,2:17.0,,Personal foul by E. Okobo (drawn by B. Wanamaker),26,14
96,1,2:05.0,,Offensive foul by J. Tatum (drawn by D. Booker),26,14
97,1,2:05.0,,Turnover by J. Tatum (offensive foul),26,14
98,1,2:05.0,T. Jerome enters the game for D. Šarić,,26,14
99,1,1:44.0,Shooting foul by T. Waters (drawn by E. Okobo),,26,14
100,1,1:44.0,E. Okobo misses free throw 1 of 2,,26,14
101,1,1:44.0,Offensive rebound by Team,,26,14
102,1,1:44.0,E. Okobo misses free throw 2 of 2,,26,14
103,1,1:44.0,,Defensive rebound by J. Green,26,14
104,1,1:37.0,,B. Wanamaker makes 2-pt layup from 1 ft (assist by J. Green),26,16
105,1,1:26.0,D. Booker misses 3-pt jump shot from 28 ft,,26,16
106,1,1:23.0,Offensive rebound by T. Jerome,,26,16
107,1,1:19.0,J. Carter misses 3-pt jump shot from 25 ft,,26,16
108,1,1:17.0,,Defensive rebound by J. Tatum,26,16
109,1,1:03.0,,J. Tatum makes 2-pt layup from 3 ft,26,18
110,1,0:39.0,E. Okobo misses 3-pt jump shot from 26 ft,,26,18
111,1,0:36.0,,Defensive rebound by T. Waters,26,18
112,1,0:31.0,,T. Waters misses 3-pt jump shot from 27 ft,26,18
113,1,0:27.0,Defensive rebound by E. Okobo,,26,18
114,1,0:08.0,D. Booker misses 2-pt layup from 1 ft (block by D. Theis),,26,18
115,1,0:06.0,,Defensive rebound by D. Theis,26,18
116,1,0:00.0,,J. Tatum makes 2-pt layup from 1 ft,26,20
117,2,11:49.0,Personal foul by J. Green (drawn by A. Baynes),,26,20
118,2,11:42.0,A. Baynes misses 2-pt hook shot from 2 ft,,26,20
119,2,11:39.0,,Defensive rebound by T. Waters,26,20
120,2,11:23.0,,J. Green makes 3-pt jump shot from 24 ft (assist by T. Waters),26,23
121,2,11:03.0,R. Rubio misses 2-pt jump shot from 20 ft,,26,23
122,2,10:59.0,,Defensive rebound by J. Green,26,23
123,2,10:49.0,,J. Green misses 2-pt layup from 6 ft (block by T. Jerome),26,23
124,2,10:47.0,Defensive rebound by A. Baynes,,26,23
125,2,10:41.0,R. Rubio misses 3-pt jump shot from 23 ft,,26,23
126,2,10:39.0,,Defensive rebound by T. Waters,26,23
127,2,10:34.0,,Shooting foul by M. Bridges (drawn by J. Green),26,23
128,2,10:34.0,,J. Green makes free throw 1 of 2,26,24
129,2,10:34.0,,J. Green makes free throw 2 of 2,26,25
130,2,10:23.0,M. Bridges misses 2-pt layup from 3 ft (block by D. Theis),,26,25
131,2,10:22.0,Offensive rebound by Team,,26,25
132,2,10:15.0,A. Baynes misses 3-pt jump shot from 25 ft,,26,25
133,2,10:13.0,,Defensive rebound by J. Green,26,25
134,2,10:04.0,,J. Tatum misses 2-pt layup from 2 ft,26,25
135,2,10:02.0,Defensive rebound by A. Baynes,,26,25
136,2,10:01.0,Turnover by A. Baynes (bad pass; steal by J. Tatum),,26,25
137,2,9:53.0,,B. Wanamaker misses 3-pt jump shot from 26 ft,26,25
138,2,9:49.0,Defensive rebound by J. Carter,,26,25
139,2,9:29.0,J. Carter makes 3-pt jump shot from 26 ft (assist by A. Baynes),,29,25
140,2,9:14.0,,Shooting foul by J. Carter (drawn by T. Waters),29,25
141,2,9:14.0,D. Ayton enters the game for A. Baynes,,29,25
142,2,9:14.0,D. Šarić enters the game for T. Jerome,,29,25
143,2,9:14.0,,G. Hayward enters the game for J. Green,29,25
144,2,9:14.0,,E. Freedom enters the game for D. Theis,29,25
145,2,9:14.0,,T. Waters makes free throw 1 of 2,29,26
146,2,9:14.0,,T. Waters makes free throw 2 of 2,29,27
147,2,9:04.0,M. Bridges makes 2-pt layup at rim (assist by D. Šarić),,31,27
148,2,8:49.0,,J. Tatum makes 2-pt layup at rim (assist by T. Waters),31,29
149,2,8:30.0,Turnover by D. Šarić (3 sec),,31,29
150,2,8:12.0,,Turnover by J. Tatum (lost ball; steal by J. Carter),31,29
151,2,8:06.0,J. Carter makes 3-pt jump shot from 25 ft (assist by R. Rubio),,34,29
152,2,7:45.0,,G. Hayward makes 2-pt layup from 4 ft,34,31
153,2,7:45.0,,Shooting foul by J. Carter (drawn by G. Hayward),34,31
154,2,7:45.0,D. Booker enters the game for M. Bridges,,34,31
155,2,7:45.0,,G. Hayward makes free throw 1 of 1,34,32
156,2,7:30.0,R. Rubio misses 3-pt jump shot from 24 ft,,34,32
157,2,7:28.0,Offensive rebound by D. Ayton,,34,32
158,2,7:22.0,D. Ayton makes 2-pt layup from 2 ft (assist by D. Booker),,36,32
159,2,7:22.0,Shooting foul by E. Freedom (drawn by D. Ayton),,36,32
160,2,7:22.0,D. Ayton makes free throw 1 of 1,,37,32
161,2,7:08.0,,G. Hayward misses 3-pt jump shot from 26 ft,37,32
162,2,7:06.0,Defensive rebound by D. Booker,,37,32
163,2,6:53.0,D. Ayton misses 2-pt jump shot from 15 ft,,37,32
164,2,6:51.0,,Defensive rebound by J. Tatum,37,32
165,2,6:45.0,,J. Tatum misses 3-pt jump shot from 26 ft,37,32
166,2,6:43.0,Defensive rebound by D. Booker,,37,32
167,2,6:33.0,D. Booker makes 2-pt jump shot from 9 ft,,39,32
168,2,6:33.0,,Boston full timeout,39,32
169,2,6:33.0,,J. Green enters the game for E. Freedom,39,32
170,2,6:33.0,,M. Smart enters the game for J. Tatum,39,32
171,2,6:33.0,,D. Theis enters the game for T. Waters,39,32
172,2,6:18.0,,D. Theis misses 3-pt jump shot from 26 ft,39,32
173,2,6:16.0,Defensive rebound by R. Rubio,,39,32
174,2,6:03.0,D. Ayton makes 2-pt hook shot from 7 ft (assist by D. Šarić),,41,32
175,2,6:03.0,,Violation by Team (def goaltending),41,32
176,2,5:48.0,,D. Theis makes 2-pt layup from 1 ft (assist by M. Smart),41,34
177,2,5:29.0,J. Carter misses 3-pt jump shot from 25 ft,,41,34
178,2,5:27.0,,Defensive rebound by D. Theis,41,34
179,2,5:17.0,,D. Theis makes 2-pt dunk from 1 ft (assist by G. Hayward),41,36
180,2,5:17.0,Phoenix full timeout,,41,36
181,2,5:17.0,M. Bridges enters the game for J. Carter,,41,36
182,2,5:17.0,E. Okobo enters the game for R. Rubio,,41,36
183,2,5:17.0,,J. Tatum enters the game for B. Wanamaker,41,36
184,2,4:54.0,Turnover by D. Booker (lost ball; steal by M. Smart),,41,36
185,2,4:48.0,,M. Smart makes 2-pt layup from 2 ft,41,38
186,2,4:26.0,D. Booker makes 2-pt jump shot from 23 ft,,43,38
187,2,4:10.0,,J. Tatum makes 2-pt layup from 2 ft (assist by M. Smart),43,40
188,2,3:46.0,M. Bridges makes 3-pt jump shot from 24 ft (assist by D. Booker),,46,40
189,2,3:26.0,,J. Tatum misses 3-pt jump shot from 27 ft,46,40
190,2,3:23.0,Defensive rebound by D. Booker,,46,40
191,2,3:21.0,D. Ayton makes 2-pt dunk at rim (assist by D. Booker),,48,40
192,2,3:13.0,,Personal foul by D. Booker (drawn by M. Smart),48,40
193,2,3:13.0,,B. Wanamaker enters the game for J. Green,48,40
194,2,3:06.0,,G. Hayward misses 2-pt layup from 3 ft (block by D. Ayton),48,40
195,2,3:04.0,Defensive rebound by D. Booker,,48,40
196,2,2:59.0,D. Šarić misses 3-pt jump shot from 25 ft,,48,40
197,2,2:58.0,,Defensive rebound by Team,48,40
198,2,2:38.0,,B. Wanamaker misses 3-pt jump shot from 23 ft,48,40
199,2,2:36.0,Defensive rebound by D. Ayton,,48,40
200,2,2:27.0,D. Booker makes 2-pt jump shot from 18 ft,,50,40
201,2,2:12.0,,J. Tatum misses 3-pt jump shot from 26 ft,50,40
202,2,2:10.0,Defensive rebound by D. Ayton,,50,40
203,2,1:56.0,D. Ayton misses 2-pt jump shot from 10 ft,,50,40
204,2,1:54.0,Offensive rebound by E. Okobo,,50,40
205,2,1:53.0,M. Bridges makes 3-pt jump shot from 24 ft (assist by E. Okobo),,53,40
206,2,1:52.0,,Boston full timeout,53,40
207,2,1:52.0,J. Carter enters the game for E. Okobo,,53,40
208,2,1:52.0,R. Rubio enters the game for D. Šarić,,53,40
209,2,1:37.0,,M. Smart makes 3-pt jump shot from 25 ft (assist by D. Theis),53,43
210,2,1:19.0,D. Ayton misses 2-pt dunk from 1 ft,,53,43
211,2,1:16.0,,Defensive rebound by M. Smart,53,43
212,2,1:12.0,,B. Wanamaker misses 2-pt layup from 1 ft,53,43
213,2,1:11.0,Defensive rebound by R. Rubio,,53,43
214,2,1:03.0,Shooting foul by B. Wanamaker (drawn by D. Booker),,53,43
215,2,1:03.0,D. Booker makes free throw 1 of 2,,54,43
216,2,1:03.0,,J. Green enters the game for B. Wanamaker,54,43
217,2,1:03.0,D. Booker makes free throw 2 of 2,,55,43
218,2,0:47.0,,M. Smart makes 3-pt jump shot from 26 ft (assist by D. Theis),55,46
219,2,0:39.0,D. Booker makes 3-pt jump shot from 25 ft,,58,46
220,2,0:34.0,,Personal foul by D. Booker (drawn by G. Hayward),58,46
221,2,0:34.0,,G. Hayward makes free throw 1 of 2,58,47
222,2,0:34.0,,S. Ojeleye enters the game for J. Green,58,47
223,2,0:34.0,,G. Hayward makes free throw 2 of 2,58,48
224,2,0:16.0,Shooting foul by D. Theis (drawn by D. Ayton),,58,48
225,2,0:16.0,D. Ayton makes free throw 1 of 2,,59,48
226,2,0:16.0,C. Diallo enters the game for D. Booker,,59,48
227,2,0:16.0,E. Okobo enters the game for M. Bridges,,59,48
228,2,0:16.0,D. Ayton makes free throw 2 of 2,,60,48
229,2,0:02.0,,M. Smart makes 3-pt jump shot from 27 ft,60,51
230,2,0:00.0,E. Okobo misses 3-pt jump shot from 62 ft,,60,51
231,2,0:00.0,Offensive rebound by Team,,60,51
232,3,11:43.0,M. Bridges makes 3-pt jump shot from 22 ft (assist by R. Rubio),,63,51
233,3,11:21.0,,M. Smart makes 2-pt layup from 1 ft,63,53
234,3,11:12.0,D. Ayton misses 2-pt jump shot from 16 ft,,63,53
235,3,11:10.0,,Defensive rebound by J. Tatum,63,53
236,3,11:04.0,,G. Hayward makes 2-pt layup from 1 ft (assist by M. Smart),63,55
237,3,10:38.0,R. Rubio misses 2-pt layup from 1 ft (block by D. Theis),,63,55
238,3,10:36.0,Offensive rebound by D. Šarić,,63,55
239,3,10:34.0,D. Šarić makes 2-pt layup from 1 ft,,65,55
240,3,10:21.0,,J. Tatum misses 2-pt jump shot from 18 ft,65,55
241,3,10:19.0,Defensive rebound by R. Rubio,,65,55
242,3,10:14.0,Turnover by D. Ayton (lost ball; steal by J. Tatum),,65,55
243,3,10:10.0,,Shooting foul by D. Šarić (drawn by J. Tatum),65,55
244,3,10:10.0,,J. Tatum makes free throw 1 of 2,65,56
245,3,10:10.0,,J. Tatum misses free throw 2 of 2,65,56
246,3,10:10.0,Defensive rebound by D. Ayton,,65,56
247,3,9:55.0,D. Booker makes 2-pt hook shot from 11 ft,,67,56
248,3,9:55.0,Shooting foul by J. Tatum (drawn by D. Booker),,67,56
249,3,9:55.0,D. Booker makes free throw 1 of 1,,68,56
250,3,9:43.0,,Turnover by G. Hayward (lost ball; steal by D. Booker),68,56
251,3,9:35.0,M. Bridges makes 3-pt jump shot from 24 ft (assist by D. Booker),,71,56
252,3,9:21.0,,M. Smart makes 3-pt jump shot from 25 ft,71,59
253,3,9:07.0,D. Ayton makes 2-pt hook shot from 2 ft (assist by R. Rubio),,73,59
254,3,8:54.0,,D. Theis misses 3-pt jump shot from 26 ft,73,59
255,3,8:53.0,,Offensive rebound by Team,73,59
256,3,8:47.0,,J. Tatum makes 2-pt jump shot from 18 ft,73,61
257,3,8:33.0,Turnover by D. Šarić (bad pass),,73,61
258,3,8:16.0,,D. Theis makes 2-pt dunk from 1 ft (assist by J. Tatum),73,63
259,3,8:05.0,D. Booker misses 2-pt jump shot from 13 ft (block by G. Hayward),,73,63
260,3,8:03.0,,Defensive rebound by G. Hayward,73,63
261,3,8:02.0,,M. Smart misses 3-pt jump shot from 23 ft,73,63
262,3,8:00.0,Defensive rebound by Team,,73,63
263,3,7:45.0,D. Šarić misses 3-pt jump shot from 26 ft,,73,63
264,3,7:42.0,,Defensive rebound by M. Smart,73,63
265,3,7:33.0,,D. Theis makes 2-pt dunk at rim (assist by M. Smart),73,65
266,3,7:33.0,Phoenix full timeout,,73,65
267,3,7:18.0,D. Ayton makes 2-pt hook shot from 6 ft (assist by R. Rubio),,75,65
268,3,6:55.0,,S. Ojeleye misses 3-pt jump shot from 23 ft,75,65
269,3,6:53.0,Defensive rebound by D. Booker,,75,65
270,3,6:42.0,Turnover by D. Booker (lost ball; steal by J. Tatum),,75,65
271,3,6:41.0,,J. Tatum makes 2-pt layup from 1 ft,75,67
272,3,6:41.0,,Shooting foul by D. Booker (drawn by J. Tatum),75,67
273,3,6:41.0,,J. Tatum makes free throw 1 of 1,75,68
274,3,6:27.0,Shooting foul by D. Theis (drawn by D. Ayton),,75,68
275,3,6:27.0,D. Ayton makes free throw 1 of 2,,76,68
276,3,6:27.0,,E. Freedom enters the game for D. Theis,76,68
277,3,6:27.0,D. Ayton makes free throw 2 of 2,,77,68
278,3,6:12.0,,G. Hayward makes 2-pt jump shot from 8 ft (assist by E. Freedom),77,70
279,3,5:59.0,D. Ayton makes 2-pt jump shot from 15 ft (assist by R. Rubio),,79,70
280,3,5:39.0,,G. Hayward misses 2-pt jump shot from 13 ft,79,70
281,3,5:37.0,Defensive rebound by D. Ayton,,79,70
282,3,5:27.0,D. Booker misses 2-pt jump shot from 11 ft,,79,70
283,3,5:24.0,,Defensive rebound by M. Smart,79,70
284,3,5:17.0,,S. Ojeleye misses 3-pt jump shot from 26 ft,79,70
285,3,5:14.0,Defensive rebound by D. Ayton,,79,70
286,3,5:06.0,Turnover by R. Rubio (step out of bounds),,79,70
287,3,4:51.0,,G. Hayward misses 2-pt jump shot from 20 ft,79,70
288,3,4:49.0,Defensive rebound by M. Bridges,,79,70
289,3,4:38.0,D. Ayton misses 2-pt jump shot from 11 ft,,79,70
290,3,4:36.0,,Defensive rebound by J. Tatum,79,70
291,3,4:30.0,,Turnover by J. Tatum (lost ball; steal by D. Booker),79,70
292,3,4:27.0,D. Booker makes 2-pt layup from 2 ft,,81,70
293,3,4:27.0,,Violation by Team (def goaltending),81,70
294,3,4:22.0,,E. Freedom makes 2-pt layup at rim (assist by G. Hayward),81,72
295,3,4:05.0,R. Rubio misses 3-pt jump shot from 26 ft,,81,72
296,3,4:03.0,,Defensive rebound by E. Freedom,81,72
297,3,3:56.0,,M. Smart misses 3-pt jump shot from 25 ft,81,72
298,3,3:54.0,Defensive rebound by D. Šarić,,81,72
299,3,3:44.0,D. Ayton misses 2-pt jump shot from 11 ft,,81,72
300,3,3:42.0,Offensive rebound by D. Šarić,,81,72
301,3,3:41.0,D. Šarić misses 2-pt layup from 4 ft,,81,72
302,3,3:39.0,Offensive rebound by D. Ayton,,81,72
303,3,3:37.0,D. Ayton misses 2-pt layup at rim,,81,72
304,3,3:35.0,Offensive rebound by D. Ayton,,81,72
305,3,3:35.0,D. Ayton misses 2-pt layup at rim,,81,72
306,3,3:35.0,,Defensive rebound by J. Tatum,81,72
307,3,3:34.0,,E. Freedom misses 2-pt layup from 1 ft (block by D. Ayton),81,72
308,3,3:32.0,,Offensive rebound by Team,81,72
309,3,3:32.0,A. Baynes enters the game for D. Ayton,,81,72
310,3,3:32.0,C. Diallo enters the game for R. Rubio,,81,72
311,3,3:32.0,E. Okobo enters the game for D. Šarić,,81,72
312,3,3:32.0,,J. Green enters the game for G. Hayward,81,72
313,3,3:32.0,,B. Wanamaker enters the game for S. Ojeleye,81,72
314,3,3:32.0,,Boston full timeout,81,72
315,3,3:29.0,,Personal foul by M. Bridges (drawn by J. Tatum),81,72
316,3,3:16.0,,J. Tatum misses 2-pt jump shot from 13 ft,81,72
317,3,3:14.0,Defensive rebound by Team,,81,72
318,3,2:55.0,D. Booker makes 2-pt jump shot from 9 ft,,83,72
319,3,2:35.0,,J. Green misses 2-pt layup from 7 ft,83,72
320,3,2:32.0,,Offensive rebound by J. Tatum,83,72
321,3,2:25.0,,M. Smart misses 3-pt jump shot from 25 ft,83,72
322,3,2:23.0,Defensive rebound by C. Diallo,,83,72
323,3,2:09.0,Shooting foul by E. Freedom (drawn by D. Booker),,83,72
324,3,2:09.0,D. Booker makes free throw 1 of 2,,84,72
325,3,2:09.0,J. Carter enters the game for M. Bridges,,84,72
326,3,2:09.0,,G. Hayward enters the game for J. Green,84,72
327,3,2:09.0,,T. Waters enters the game for M. Smart,84,72
328,3,2:09.0,D. Booker makes free throw 2 of 2,,85,72
329,3,1:54.0,,Shooting foul by J. Carter (drawn by E. Freedom),85,72
330,3,1:54.0,,E. Freedom makes free throw 1 of 2,85,73
331,3,1:54.0,,E. Freedom makes free throw 2 of 2,85,74
332,3,1:38.0,Personal foul by B. Wanamaker (drawn by E. Okobo),,85,74
333,3,1:30.0,C. Diallo makes 2-pt dunk from 1 ft (assist by D. Booker),,87,74
334,3,1:16.0,,T. Waters makes 2-pt layup from 1 ft,87,76
335,3,1:04.0,A. Baynes misses 3-pt jump shot from 26 ft,,87,76
336,3,1:02.0,,Defensive rebound by G. Hayward,87,76
337,3,0:55.0,,G. Hayward misses 2-pt jump shot from 9 ft,87,76
338,3,0:53.0,Defensive rebound by E. Okobo,,87,76
339,3,0:33.0,D. Booker misses 2-pt jump shot from 11 ft,,87,76
340,3,0:32.0,,Defensive rebound by G. Hayward,87,76
341,3,0:25.0,,B. Wanamaker misses 2-pt layup from 4 ft,87,76
342,3,0:23.0,,Offensive rebound by Team,87,76
343,3,0:23.0,M. Bridges enters the game for D. Booker,,87,76
344,3,0:21.0,,Turnover by E. Freedom (turnover),87,76
345,3,0:21.0,D. Booker enters the game for C. Diallo,,87,76
346,3,0:02.0,D. Booker misses 3-pt jump shot from 27 ft,,87,76
347,3,0:00.0,,Defensive rebound by J. Tatum,87,76
348,4,11:44.0,,Turnover by B. Wanamaker (lost ball; steal by R. Rubio),87,76
349,4,11:31.0,A. Baynes misses 2-pt layup from 4 ft (block by E. Freedom),,87,76
350,4,11:30.0,Offensive rebound by Team,,87,76
351,4,11:26.0,Turnover by J. Carter (traveling),,87,76
352,4,11:13.0,,G. Hayward makes 2-pt jump shot from 15 ft (assist by T. Waters),87,78
353,4,11:00.0,Personal foul by G. Williams (drawn by D. Šarić),,87,78
354,4,10:54.0,R. Rubio misses 2-pt jump shot from 16 ft,,87,78
355,4,10:52.0,,Defensive rebound by E. Freedom,87,78
356,4,10:36.0,,Shooting foul by J. Carter (drawn by B. Wanamaker),87,78
357,4,10:36.0,,B. Wanamaker makes free throw 1 of 2,87,79
358,4,10:36.0,,B. Wanamaker makes free throw 2 of 2,87,80
359,4,10:21.0,A. Baynes makes 3-pt jump shot from 26 ft (assist by R. Rubio),,90,80
360,4,10:07.0,,T. Waters misses 2-pt layup from 5 ft,90,80
361,4,10:05.0,Defensive rebound by R. Rubio,,90,80
362,4,10:01.0,M. Bridges misses 3-pt jump shot from 23 ft,,90,80
363,4,9:59.0,,Defensive rebound by E. Freedom,90,80
364,4,9:48.0,,G. Hayward misses 2-pt layup from 10 ft (block by J. Carter),90,80
365,4,9:46.0,,Offensive rebound by Team,90,80
366,4,9:37.0,,G. Hayward makes 3-pt jump shot from 28 ft,90,83
367,4,9:20.0,A. Baynes misses 3-pt jump shot from 26 ft,,90,83
368,4,9:18.0,,Defensive rebound by G. Hayward,90,83
369,4,9:12.0,,E. Freedom makes 2-pt hook shot from 5 ft (assist by G. Hayward),90,85
370,4,9:12.0,Phoenix full timeout,,90,85
371,4,9:12.0,D. Booker enters the game for J. Carter,,90,85
372,4,8:57.0,Turnover by R. Rubio (bad pass; steal by T. Waters),,90,85
373,4,8:52.0,,T. Waters misses 3-pt jump shot from 25 ft,90,85
374,4,8:49.0,,Offensive rebound by Team,90,85
375,4,8:49.0,D. Ayton enters the game for A. Baynes,,90,85
376,4,8:35.0,,G. Hayward misses 3-pt jump shot from 26 ft,90,85
377,4,8:31.0,Defensive rebound by D. Ayton,,90,85
378,4,8:22.0,Personal foul by T. Waters (drawn by D. Booker),,90,85
379,4,8:13.0,D. Šarić makes 3-pt jump shot from 26 ft (assist by D. Ayton),,93,85
380,4,7:56.0,,T. Waters misses 3-pt jump shot from 25 ft,93,85
381,4,7:53.0,Defensive rebound by D. Booker,,93,85
382,4,7:40.0,M. Bridges makes 3-pt jump shot from 25 ft (assist by D. Booker),,96,85
383,4,7:39.0,,Boston full timeout,96,85
384,4,7:39.0,,M. Smart enters the game for E. Freedom,96,85
385,4,7:39.0,,J. Tatum enters the game for B. Wanamaker,96,85
386,4,7:39.0,,D. Theis enters the game for T. Waters,96,85
387,4,7:26.0,,M. Smart makes 3-pt jump shot from 25 ft (assist by G. Hayward),96,88
