,QUARTER,TIME_REMAINING,INDIANA_ACTION,MINNESOTA_ACTION,INDIANA_SCORE,MINNESOTA_SCORE
377,4,5:05.0,,A. Wiggins misses 2-pt jump shot from 14 ft,92,87
378,4,5:04.0,Defensive rebound by Team,,92,87
379,4,5:04.0,Indiana full timeout,,92,87
380,4,5:04.0,J. Lamb enters the game for T. McConnell,,92,87
381,4,5:04.0,T. Warren enters the game for D. McDermott,,92,87
382,4,4:57.0,Turnover by D. Sabonis (traveling),,92,87
383,4,4:36.0,,R. Covington misses 2-pt layup from 4 ft,92,87
384,4,4:31.0,,Offensive rebound by J. Culver,92,87
385,4,4:31.0,,J. Culver makes 2-pt layup from 1 ft,92,89
386,4,4:18.0,M. Brogdon makes 3-pt jump shot from 25 ft,,95,89
387,4,4:02.0,,J. Culver makes 2-pt layup from 1 ft,95,91
388,4,3:46.0,T. Warren misses 2-pt jump shot from 18 ft,,95,91
389,4,3:44.0,,Defensive rebound by R. Covington,95,91
390,4,3:37.0,,Turnover by S. Napier (bad pass),95,91
391,4,3:37.0,Indiana full timeout,,95,91
392,4,3:22.0,M. Brogdon makes 2-pt jump shot from 16 ft,,97,91
393,4,2:59.0,,J. Culver misses 2-pt layup from 4 ft,97,91
394,4,2:56.0,Defensive rebound by J. Holiday,,97,91
395,4,2:35.0,J. Lamb makes 2-pt layup from 2 ft,,99,91
396,4,2:34.0,,Minnesota full timeout,99,91
397,4,2:34.0,M. Turner enters the game for D. Sabonis,,99,91
398,4,2:24.0,,R. Covington makes 3-pt jump shot from 27 ft (assist by S. Napier),99,94
399,4,2:04.0,M. Brogdon misses 3-pt jump shot from 25 ft,,99,94
400,4,2:00.0,,Defensive rebound by S. Napier,99,94
401,4,1:56.0,,Shooting foul by M. Brogdon (drawn by G. Dieng),99,94
402,4,1:56.0,,G. Dieng makes free throw 1 of 2,99,95
403,4,1:56.0,D. Sabonis enters the game for M. Turner,,99,95
404,4,1:56.0,,G. Dieng misses free throw 2 of 2,99,95
405,4,1:51.0,Defensive rebound by D. Sabonis,,99,95
406,4,1:36.0,M. Brogdon makes 2-pt layup from 1 ft,,101,95
407,4,1:25.0,,S. Napier misses 3-pt jump shot from 25 ft,101,95
408,4,1:22.0,Defensive rebound by J. Lamb,,101,95
409,4,1:05.0,M. Brogdon makes 2-pt layup from 1 ft,,103,95
410,4,0:55.0,,G. Dieng makes 2-pt jump shot from 7 ft (assist by A. Wiggins),103,97
411,4,0:37.0,,Instant Replay (Challenge: Ruling Stands),103,97
412,4,0:25.0,,G. Dieng makes 2-pt layup from 1 ft (assist by S. Napier),103,99
413,4,0:15.0,Personal take foul by S. Napier (drawn by M. Brogdon),,103,99
414,4,0:15.0,Indiana full timeout,,103,99
415,4,0:09.0,Personal take foul by G. Dieng (drawn by M. Brogdon),,103,99
416,4,0:09.0,M. Brogdon makes free throw 1 of 2,,104,99
417,4,0:09.0,M. Brogdon misses free throw 2 of 2,,104,99
418,4,0:08.0,,Defensive rebound by G. Dieng,104,99
419,4,0:08.0,,Minnesota full timeout,104,99
420,4,0:03.0,,Turnover by S. Napier (bad pass),104,99
