,QUARTER,TIME_REMAINING,TORONTO_ACTION,INDIANA_ACTION,TORONTO_SCORE,INDIANA_SCORE
0,1,11:41.0,,D. Sabonis misses 2-pt hook shot from 5 ft,0,0
1,1,11:38.0,,Offensive rebound by D. Sabonis,0,0
2,1,11:37.0,,D. Sabonis misses 2-pt layup from 3 ft,0,0
3,1,11:37.0,Defensive rebound by O. Anunoby,,0,0
4,1,11:28.0,K. Lowry misses 2-pt jump shot from 20 ft,,0,0
5,1,11:25.0,,Defensive rebound by M. Turner,0,0
6,1,11:16.0,,A. Holiday misses 3-pt jump shot from 25 ft,0,0
7,1,11:13.0,Defensive rebound by S. Ibaka,,0,0
8,1,11:03.0,P. McCaw makes 3-pt jump shot from 24 ft (assist by F. VanVleet),,3,0
9,1,10:45.0,,A. Holiday misses 3-pt jump shot from 26 ft,3,0
10,1,10:42.0,Defensive rebound by F. VanVleet,,3,0
11,1,10:31.0,K. Lowry misses 2-pt jump shot from 8 ft,,3,0
12,1,10:29.0,,Defensive rebound by D. Sabonis,3,0
13,1,10:21.0,,M. Turner makes 2-pt jump shot from 7 ft (assist by D. Sabonis),3,2
14,1,10:03.0,S. Ibaka misses 2-pt jump shot from 23 ft,,3,2
15,1,10:00.0,,Defensive rebound by D. Sabonis,3,2
16,1,9:46.0,,M. Turner makes 2-pt jump shot from 9 ft (assist by T. Warren),3,4
17,1,9:27.0,S. Ibaka misses 2-pt jump shot from 9 ft,,3,4
18,1,9:24.0,,Defensive rebound by D. Sabonis,3,4
19,1,9:20.0,,J. Lamb makes 3-pt jump shot from 24 ft (assist by A. Holiday),3,7
20,1,9:08.0,S. Ibaka makes 2-pt jump shot from 12 ft (assist by F. VanVleet),,5,7
21,1,8:43.0,,J. Lamb makes 3-pt jump shot from 26 ft (assist by A. Holiday),5,10
22,1,8:25.0,O. Anunoby misses 3-pt jump shot from 23 ft,,5,10
23,1,8:22.0,,Defensive rebound by T. Warren,5,10
24,1,8:01.0,,A. Holiday misses 2-pt jump shot from 11 ft,5,10
25,1,7:57.0,,Offensive rebound by D. Sabonis,5,10
26,1,7:56.0,,D. Sabonis misses 2-pt layup from 2 ft (block by F. VanVleet),5,10
27,1,7:52.0,Defensive rebound by K. Lowry,,5,10
28,1,7:49.0,O. Anunoby makes 2-pt dunk from 2 ft (assist by K. Lowry),,7,10
29,1,7:37.0,,D. Sabonis makes 2-pt jump shot from 21 ft (assist by T. Warren),7,12
30,1,7:22.0,P. McCaw misses 2-pt jump shot from 9 ft,,7,12
31,1,7:19.0,Offensive rebound by S. Ibaka,,7,12
32,1,7:18.0,S. Ibaka misses 2-pt jump shot from 1 ft (block by M. Turner),,7,12
33,1,7:15.0,,Defensive rebound by T. Warren,7,12
34,1,7:14.0,,Personal foul by F. VanVleet (drawn by T. Warren),7,12
35,1,7:07.0,,Shooting foul by P. McCaw (drawn by T. Warren),7,12
36,1,7:07.0,,T. Warren misses free throw 1 of 2,7,12
37,1,7:07.0,,Offensive rebound by Team,7,12
38,1,7:07.0,,T. Warren makes free throw 2 of 2,7,13
39,1,6:58.0,S. Ibaka misses 2-pt jump shot from 19 ft,,7,13
40,1,6:54.0,,Defensive rebound by J. Lamb,7,13
41,1,6:47.0,,Turnover by J. Lamb (bad pass; steal by K. Lowry),7,13
42,1,6:43.0,P. McCaw makes 2-pt layup from 1 ft (assist by F. VanVleet),,9,13
43,1,6:28.0,,T. Warren makes 3-pt jump shot from 24 ft (assist by J. Lamb),9,16
44,1,6:18.0,Turnover by K. Lowry (lost ball),,9,16
45,1,6:18.0,Loose ball foul by K. Lowry (drawn by A. Holiday),,9,16
46,1,6:18.0,Toronto full timeout,,9,16
47,1,6:18.0,R. Hollis-Jefferson enters the game for P. McCaw,,9,16
48,1,6:08.0,,J. Lamb misses 2-pt jump shot from 19 ft,9,16
49,1,6:05.0,Defensive rebound by S. Ibaka,,9,16
50,1,5:55.0,Turnover by K. Lowry (bad pass; steal by J. Lamb),,9,16
51,1,5:39.0,,A. Holiday makes 3-pt jump shot from 25 ft (assist by T. Warren),9,19
52,1,5:19.0,Personal foul by A. Holiday (drawn by K. Lowry),,9,19
53,1,5:19.0,,J. Holiday enters the game for D. Sabonis,9,19
54,1,5:16.0,Offensive foul by S. Ibaka (drawn by J. Lamb),,9,19
55,1,5:16.0,Turnover by S. Ibaka (offensive foul),,9,19
56,1,5:16.0,T. Davis enters the game for K. Lowry,,9,19
57,1,5:06.0,,Shooting foul by T. Davis (drawn by M. Turner),9,19
58,1,5:06.0,,Technical foul by N. Nurse,9,19
59,1,5:06.0,,T. Warren makes technical free throw,9,20
60,1,5:06.0,,M. Turner misses free throw 1 of 2,9,20
61,1,5:06.0,,Offensive rebound by Team,9,20
62,1,5:06.0,,M. Turner makes free throw 2 of 2,9,21
63,1,4:54.0,S. Ibaka makes 2-pt layup from 5 ft (assist by F. VanVleet),,11,21
64,1,4:35.0,,Turnover by A. Holiday (bad pass; steal by O. Anunoby),11,21
