,QUARTER,TIME_REMAINING,PORTLAND_ACTION,SACRAMENTO_ACTION,PORTLAND_SCORE,SACRAMENTO_SCORE
63,1,4:45.0,,N. Bjelica makes 3-pt jump shot from 26 ft,16,8
64,1,4:32.0,A. Simons misses 2-pt jump shot from 9 ft,,16,8
65,1,4:29.0,,Defensive rebound by N. Bjelica,16,8
66,1,4:26.0,,Turnover by B. Hield (lost ball; steal by D. Lillard),16,8
67,1,4:18.0,A. Simons misses 3-pt jump shot from 27 ft,,16,8
68,1,4:10.0,Offensive rebound by S. Labissière,,16,8
69,1,4:09.0,Turnover by S. Labissière (lost ball; steal by T. Ariza),,16,8
70,1,4:04.0,,D. Dedmon misses 2-pt layup from 3 ft,16,8
71,1,4:01.0,Defensive rebound by A. Simons,,16,8
72,1,3:53.0,D. Lillard makes 2-pt jump shot from 15 ft,,18,8
73,1,3:41.0,,D. Dedmon misses 2-pt layup from 5 ft (block by S. Labissière),18,8
74,1,3:39.0,,Offensive rebound by D. Dedmon,18,8
75,1,3:38.0,,D. Dedmon misses 2-pt hook shot from 3 ft,18,8
76,1,3:37.0,,Offensive rebound by D. Dedmon,18,8
77,1,3:34.0,,N. Bjelica misses 3-pt jump shot from 26 ft,18,8
78,1,3:31.0,Defensive rebound by D. Lillard,,18,8
79,1,3:23.0,Turnover by D. Lillard (bad pass; steal by B. Bogdanović),,18,8
80,1,3:19.0,,B. Hield makes 2-pt dunk from 1 ft (assist by B. Bogdanović),18,10
81,1,2:52.0,Turnover by A. Simons (lost ball; steal by B. Bogdanović),,18,10
82,1,2:47.0,,B. Hield misses 3-pt jump shot from 25 ft,18,10
83,1,2:43.0,Defensive rebound by S. Labissière,,18,10
84,1,2:30.0,Turnover by S. Labissière (bad pass; steal by T. Ariza),,18,10
85,1,2:28.0,Portland full timeout,,18,10
86,1,2:28.0,A. Tolliver enters the game for M. Hezonja,,18,10
87,1,2:28.0,G. Trent enters the game for C. McCollum,,18,10
88,1,2:28.0,,H. Barnes enters the game for N. Bjelica,18,10
89,1,2:28.0,,Y. Ferrell enters the game for B. Hield,18,10
90,1,2:17.0,,B. Bogdanović misses 2-pt jump shot from 9 ft,18,10
91,1,2:12.0,Defensive rebound by G. Trent,,18,10
92,1,2:02.0,A. Simons misses 2-pt jump shot from 9 ft,,18,10
93,1,1:59.0,,Defensive rebound by Team,18,10
94,1,1:59.0,,B. Hield enters the game for T. Ariza,18,10
95,1,1:42.0,,D. Dedmon makes 2-pt layup from 5 ft (assist by Y. Ferrell),18,12
96,1,1:17.0,Turnover by A. Simons (lost ball; steal by B. Bogdanović),,18,12
97,1,1:13.0,,B. Bogdanović makes 2-pt dunk from 2 ft,18,14
98,1,0:58.0,A. Simons misses 3-pt jump shot from 25 ft,,18,14
99,1,0:54.0,,Defensive rebound by D. Dedmon,18,14
100,1,0:45.0,,Y. Ferrell makes 3-pt jump shot from 23 ft (assist by B. Bogdanović),18,17
101,1,0:35.0,Shooting foul by B. Hield (drawn by D. Lillard),,18,17
102,1,0:35.0,D. Lillard makes free throw 1 of 3,,19,17
103,1,0:35.0,D. Lillard makes free throw 2 of 3,,20,17
104,1,0:35.0,D. Lillard makes free throw 3 of 3,,21,17
105,1,0:30.0,,B. Bogdanović makes 2-pt jump shot from 14 ft,21,19
106,1,0:19.0,A. Tolliver makes 3-pt jump shot from 24 ft (assist by A. Simons),,24,19
107,1,0:10.0,,B. Hield makes 2-pt jump shot from 18 ft (assist by B. Bogdanović),24,21
108,1,0:01.0,G. Trent misses 3-pt jump shot from 25 ft,,24,21
109,1,0:01.0,Offensive rebound by Team,,24,21
110,2,11:46.0,Turnover by K. Bazemore (bad pass; steal by B. Bogdanović),,24,21
111,2,11:42.0,,Shooting foul by G. Trent (drawn by B. Bogdanović),24,21
112,2,11:42.0,,B. Bogdanović makes free throw 1 of 2,24,22
113,2,11:42.0,,B. Bogdanović makes free throw 2 of 2,24,23
114,2,11:28.0,G. Trent misses 2-pt jump shot from 12 ft,,24,23
115,2,11:24.0,,Defensive rebound by B. Hield,24,23
116,2,11:11.0,,H. Barnes misses 2-pt layup from 3 ft (block by S. Labissière),24,23
117,2,11:11.0,,Offensive rebound by Team,24,23
118,2,11:08.0,,B. Hield misses 2-pt jump shot from 18 ft,24,23
119,2,11:04.0,Defensive rebound by K. Bazemore,,24,23
120,2,10:58.0,Shooting foul by D. Dedmon (drawn by K. Bazemore),,24,23
121,2,10:58.0,K. Bazemore misses free throw 1 of 2,,24,23
122,2,10:58.0,Offensive rebound by Team,,24,23
123,2,10:58.0,,H. Giles enters the game for D. Dedmon,24,23
124,2,10:58.0,K. Bazemore makes free throw 2 of 2,,25,23
125,2,10:45.0,,Offensive foul by B. Bogdanović (drawn by G. Trent),25,23
126,2,10:45.0,,Turnover by B. Bogdanović (offensive foul),25,23
127,2,10:38.0,Personal foul by Y. Ferrell (drawn by K. Bazemore),,25,23
128,2,10:38.0,Offensive foul by K. Bazemore (drawn by B. Bogdanović),,25,23
129,2,10:38.0,Turnover by K. Bazemore (offensive foul),,25,23
130,2,10:38.0,,C. Joseph enters the game for B. Hield,25,23
131,2,10:29.0,,Offensive foul by H. Giles (drawn by K. Bazemore),25,23
132,2,10:29.0,,Turnover by H. Giles (offensive foul),25,23
133,2,10:21.0,Personal foul by H. Giles (drawn by A. Simons),,25,23
134,2,10:15.0,K. Bazemore misses 2-pt layup from 2 ft (block by C. Joseph),,25,23
135,2,10:13.0,,Defensive rebound by H. Giles,25,23
136,2,10:11.0,,B. Bogdanović makes 2-pt jump shot from 22 ft,25,25
137,2,9:49.0,S. Labissière makes 2-pt jump shot from 20 ft,,27,25
138,2,9:35.0,,B. Bogdanović misses 2-pt layup from 2 ft,27,25
139,2,9:32.0,Defensive rebound by S. Labissière,,27,25
140,2,9:25.0,G. Trent misses 3-pt jump shot from 25 ft,,27,25
141,2,9:19.0,,Defensive rebound by Y. Ferrell,27,25
142,2,9:16.0,,Shooting foul by K. Bazemore (drawn by B. Bogdanović),27,25
143,2,9:16.0,,B. Bogdanović makes free throw 1 of 3,27,26
144,2,9:16.0,,B. Bogdanović makes free throw 2 of 3,27,27
145,2,9:16.0,,B. Bogdanović misses free throw 3 of 3,27,27
146,2,9:13.0,Defensive rebound by A. Tolliver,,27,27
147,2,8:57.0,K. Bazemore makes 2-pt layup from 2 ft,,29,27
148,2,8:49.0,,B. Bogdanović misses 3-pt jump shot from 27 ft,29,27
149,2,8:46.0,Defensive rebound by S. Labissière,,29,27
150,2,8:38.0,A. Tolliver misses 3-pt jump shot from 26 ft,,29,27
151,2,8:33.0,,Defensive rebound by Y. Ferrell,29,27
152,2,8:28.0,,Turnover by C. Joseph (bad pass),29,27
153,2,8:08.0,A. Simons misses 2-pt layup from 9 ft,,29,27
154,2,8:05.0,,Defensive rebound by H. Barnes,29,27
155,2,8:01.0,,H. Giles misses 2-pt layup from 1 ft,29,27
156,2,7:58.0,Defensive rebound by K. Bazemore,,29,27
157,2,7:55.0,K. Bazemore makes 2-pt layup from 2 ft,,31,27
158,2,7:55.0,,Sacramento full timeout,31,27
159,2,7:55.0,,N. Bjelica enters the game for B. Bogdanović,31,27
160,2,7:55.0,,R. Holmes enters the game for H. Giles,31,27
161,2,7:41.0,,Turnover by Y. Ferrell (bad pass; steal by K. Bazemore),31,27
162,2,7:39.0,Shooting foul by Y. Ferrell (drawn by K. Bazemore),,31,27
163,2,7:39.0,K. Bazemore makes free throw 1 of 2,,32,27
164,2,7:39.0,K. Bazemore makes free throw 2 of 2,,33,27
165,2,7:21.0,,N. Bjelica misses 3-pt jump shot from 26 ft,33,27
166,2,7:14.0,Defensive rebound by K. Bazemore,,33,27
167,2,7:08.0,A. Tolliver misses 3-pt jump shot from 24 ft,,33,27
168,2,7:05.0,,Defensive rebound by C. Joseph,33,27
169,2,6:53.0,,Y. Ferrell makes 2-pt jump shot from 20 ft,33,29
170,2,6:34.0,Turnover by A. Tolliver (traveling),,33,29
171,2,6:34.0,M. Hezonja enters the game for K. Bazemore,,33,29
172,2,6:34.0,C. McCollum enters the game for A. Tolliver,,33,29
173,2,6:34.0,,B. Hield enters the game for Y. Ferrell,33,29
174,2,6:18.0,,C. Joseph misses 2-pt jump shot from 10 ft,33,29
175,2,6:13.0,Defensive rebound by M. Hezonja,,33,29
176,2,5:57.0,C. McCollum makes 2-pt jump shot from 18 ft,,35,29
177,2,5:43.0,,H. Barnes misses 2-pt layup from 5 ft (block by C. McCollum),35,29
178,2,5:43.0,Defensive rebound by Team,,35,29
179,2,5:43.0,M. Brown enters the game for S. Labissière,,35,29
180,2,5:31.0,C. McCollum misses 3-pt jump shot from 26 ft,,35,29
181,2,5:25.0,,Defensive rebound by R. Holmes,35,29
182,2,5:24.0,,B. Hield makes 2-pt layup from 3 ft,35,31
183,2,5:09.0,G. Trent makes 3-pt jump shot from 23 ft (assist by C. McCollum),,38,31
184,2,4:54.0,,B. Hield misses 3-pt jump shot from 26 ft,38,31
185,2,4:51.0,Defensive rebound by M. Brown,,38,31
186,2,4:32.0,M. Brown misses 2-pt hook shot from 3 ft,,38,31
187,2,4:27.0,,Defensive rebound by R. Holmes,38,31
188,2,4:19.0,,C. Joseph misses 2-pt jump shot from 13 ft,38,31
189,2,4:15.0,Defensive rebound by M. Brown,,38,31
190,2,4:02.0,C. McCollum misses 3-pt jump shot from 25 ft,,38,31
191,2,3:58.0,,Defensive rebound by H. Barnes,38,31
192,2,3:50.0,,N. Bjelica misses 2-pt jump shot from 4 ft,38,31
193,2,3:48.0,,Offensive rebound by N. Bjelica,38,31
194,2,3:48.0,,N. Bjelica makes 2-pt layup from 1 ft,38,33
195,2,3:48.0,Portland full timeout,,38,33
196,2,3:48.0,K. Bazemore enters the game for A. Simons,,38,33
197,2,3:48.0,D. Lillard enters the game for G. Trent,,38,33
198,2,3:48.0,,B. Bogdanović enters the game for H. Barnes,38,33
199,2,3:26.0,D. Lillard makes 2-pt jump shot from 17 ft,,40,33
200,2,3:11.0,,R. Holmes makes 2-pt layup from 2 ft (assist by B. Bogdanović),40,35
201,2,3:00.0,Personal foul by B. Hield (drawn by D. Lillard),,40,35
202,2,3:00.0,D. Lillard makes free throw 1 of 2,,41,35
203,2,3:00.0,D. Lillard makes free throw 2 of 2,,42,35
204,2,2:47.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,42,35
205,2,2:42.0,,Offensive rebound by R. Holmes,42,35
206,2,2:41.0,,N. Bjelica makes 3-pt jump shot from 29 ft (assist by C. Joseph),42,38
207,2,2:26.0,M. Hezonja misses 3-pt jump shot from 25 ft,,42,38
208,2,2:23.0,,Defensive rebound by B. Bogdanović,42,38
209,2,2:06.0,,B. Bogdanović misses 3-pt jump shot from 24 ft (block by K. Bazemore),42,38
210,2,2:01.0,Defensive rebound by M. Brown,,42,38
211,2,1:58.0,K. Bazemore misses 3-pt jump shot from 23 ft,,42,38
212,2,1:55.0,,Defensive rebound by N. Bjelica,42,38
213,2,1:46.0,,B. Bogdanović misses 2-pt jump shot from 10 ft,42,38
214,2,1:42.0,Defensive rebound by D. Lillard,,42,38
215,2,1:38.0,C. McCollum makes 2-pt layup from 1 ft (assist by K. Bazemore),,44,38
216,2,1:25.0,,Def 3 sec tech foul by Team,44,38
217,2,1:25.0,,B. Hield makes technical free throw,44,39
218,2,1:16.0,,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by R. Holmes),44,42
219,2,1:15.0,,Violation by Team (delay of game),44,42
220,2,1:15.0,,Violation by Team (delay of game),44,42
221,2,1:15.0,D. Lillard misses technical free throw,,44,42
222,2,1:15.0,Offensive rebound by Team,,44,42
223,2,1:15.0,S. Labissière enters the game for M. Brown,,44,42
224,2,0:52.0,M. Hezonja misses 2-pt jump shot from 15 ft,,44,42
225,2,0:48.0,,Defensive rebound by R. Holmes,44,42
226,2,0:40.0,,B. Bogdanović makes 2-pt jump shot from 7 ft,44,44
227,2,0:29.0,C. McCollum makes 3-pt jump shot from 26 ft,,47,44
228,2,0:12.0,,B. Hield makes 2-pt layup from 3 ft (assist by N. Bjelica),47,46
229,2,0:00.0,C. McCollum makes 2-pt jump shot from 21 ft,,49,46
230,3,11:46.0,Personal foul by R. Holmes (drawn by H. Whiteside),,49,46
231,3,11:37.0,H. Whiteside misses 2-pt hook shot from 8 ft,,49,46
232,3,11:34.0,,Defensive rebound by N. Bjelica,49,46
233,3,11:23.0,,Turnover by H. Barnes (bad pass),49,46
234,3,11:14.0,C. McCollum misses 2-pt jump shot from 8 ft,,49,46
235,3,11:11.0,,Defensive rebound by N. Bjelica,49,46
236,3,11:01.0,,R. Holmes makes 2-pt dunk from 1 ft (assist by H. Barnes),49,48
237,3,10:53.0,Turnover by D. Lillard (bad pass; steal by H. Barnes),,49,48
238,3,10:48.0,,H. Barnes makes 2-pt layup at rim,49,50
239,3,10:25.0,H. Whiteside makes 2-pt layup from 1 ft (assist by M. Hezonja),,51,50
240,3,10:14.0,,Shooting foul by K. Bazemore (drawn by H. Barnes),51,50
241,3,10:14.0,,H. Barnes makes free throw 1 of 2,51,51
242,3,10:14.0,,H. Barnes makes free throw 2 of 2,51,52
243,3,9:54.0,Turnover by K. Bazemore (bad pass; steal by R. Holmes),,51,52
244,3,9:49.0,,B. Hield misses 2-pt jump shot from 23 ft,51,52
245,3,9:46.0,,Offensive rebound by B. Hield,51,52
246,3,9:41.0,,N. Bjelica makes 2-pt jump shot from 8 ft,51,54
247,3,9:27.0,Turnover by C. McCollum (lost ball; steal by C. Joseph),,51,54
248,3,9:20.0,,B. Hield makes 3-pt jump shot from 23 ft (assist by N. Bjelica),51,57
249,3,9:20.0,Portland full timeout,,51,57
250,3,9:08.0,Personal foul by C. Joseph (drawn by D. Lillard),,51,57
251,3,8:58.0,Offensive foul by M. Hezonja (drawn by N. Bjelica),,51,57
252,3,8:58.0,Turnover by M. Hezonja (offensive foul),,51,57
253,3,8:47.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by C. Joseph),51,60
254,3,8:21.0,H. Whiteside makes 2-pt dunk from 1 ft (assist by D. Lillard),,53,60
255,3,8:04.0,,Shooting foul by C. McCollum (drawn by B. Hield),53,60
256,3,8:04.0,,B. Hield makes free throw 1 of 3,53,61
257,3,8:04.0,,B. Hield makes free throw 2 of 3,53,62
258,3,8:04.0,,B. Hield makes free throw 3 of 3,53,63
259,3,7:52.0,D. Lillard makes 3-pt jump shot from 26 ft,,56,63
260,3,7:42.0,,B. Hield misses 3-pt jump shot from 25 ft,56,63
261,3,7:38.0,Defensive rebound by K. Bazemore,,56,63
262,3,7:32.0,K. Bazemore misses 2-pt layup from 3 ft,,56,63
263,3,7:30.0,,Defensive rebound by N. Bjelica,56,63
264,3,7:27.0,,B. Hield misses 2-pt layup from 1 ft,56,63
265,3,7:24.0,Defensive rebound by Team,,56,63
266,3,7:15.0,C. McCollum makes 2-pt jump shot from 11 ft,,58,63
267,3,6:53.0,,Shooting foul by H. Whiteside (drawn by H. Barnes),58,63
268,3,6:53.0,,H. Barnes makes free throw 1 of 2,58,64
269,3,6:53.0,A. Simons enters the game for K. Bazemore,,58,64
270,3,6:53.0,A. Tolliver enters the game for H. Whiteside,,58,64
271,3,6:53.0,,H. Barnes makes free throw 2 of 2,58,65
272,3,6:37.0,M. Hezonja makes 2-pt dunk from 1 ft (assist by A. Simons),,60,65
273,3,6:28.0,,Turnover by B. Hield (bad pass; steal by D. Lillard),60,65
274,3,6:19.0,A. Simons misses 3-pt jump shot from 24 ft,,60,65
275,3,6:15.0,,Defensive rebound by R. Holmes,60,65
276,3,6:01.0,,Shooting foul by A. Tolliver (drawn by H. Barnes),60,65
277,3,6:01.0,,H. Barnes makes free throw 1 of 2,60,66
278,3,6:01.0,,B. Bogdanović enters the game for B. Hield,60,66
279,3,6:01.0,,H. Barnes misses free throw 2 of 2,60,66
280,3,5:57.0,,Offensive rebound by H. Barnes,60,66
281,3,5:54.0,,R. Holmes makes 2-pt dunk from 1 ft (assist by H. Barnes),60,68
282,3,5:40.0,Shooting foul by C. Joseph (drawn by D. Lillard),,60,68
283,3,5:40.0,D. Lillard makes free throw 1 of 3,,61,68
284,3,5:40.0,D. Lillard makes free throw 2 of 3,,62,68
285,3,5:40.0,N. Little enters the game for M. Hezonja,,62,68
286,3,5:40.0,D. Lillard makes free throw 3 of 3,,63,68
287,3,5:28.0,,Personal foul by D. Lillard (drawn by H. Barnes),63,68
288,3,5:28.0,,H. Barnes makes free throw 1 of 2,63,69
289,3,5:28.0,,H. Barnes misses free throw 2 of 2,63,69
290,3,5:25.0,Defensive rebound by C. McCollum,,63,69
291,3,5:19.0,C. McCollum misses 2-pt layup from 7 ft,,63,69
292,3,5:15.0,,Defensive rebound by R. Holmes,63,69
293,3,5:15.0,,Offensive foul by H. Barnes (drawn by A. Tolliver),63,69
294,3,5:15.0,,Turnover by H. Barnes (offensive foul),63,69
295,3,5:15.0,,B. Hield enters the game for H. Barnes,63,69
296,3,4:54.0,A. Tolliver misses 3-pt jump shot from 25 ft,,63,69
297,3,4:49.0,,Defensive rebound by B. Hield,63,69
298,3,4:37.0,,B. Hield misses 3-pt jump shot from 25 ft,63,69
299,3,4:36.0,Defensive rebound by Team,,63,69
300,3,4:24.0,C. McCollum misses 3-pt jump shot from 26 ft,,63,69
301,3,4:19.0,,Defensive rebound by C. Joseph,63,69
302,3,4:06.0,,R. Holmes makes 2-pt hook shot from 4 ft (assist by B. Bogdanović),63,71
303,3,3:53.0,D. Lillard misses 3-pt jump shot from 25 ft,,63,71
304,3,3:51.0,,Defensive rebound by N. Bjelica,63,71
305,3,3:45.0,,B. Bogdanović makes 2-pt jump shot from 13 ft,63,73
306,3,3:33.0,D. Lillard misses 2-pt layup from 3 ft (block by C. Joseph),,63,73
307,3,3:33.0,Offensive rebound by Team,,63,73
308,3,3:33.0,S. Labissière enters the game for A. Tolliver,,63,73
309,3,3:28.0,Turnover by D. Lillard (bad pass),,63,73
310,3,3:19.0,,Personal foul by A. Simons (drawn by B. Bogdanović),63,73
311,3,3:19.0,,B. Bogdanović makes free throw 1 of 2,63,74
312,3,3:19.0,G. Trent enters the game for C. McCollum,,63,74
313,3,3:19.0,,B. Bogdanović makes free throw 2 of 2,63,75
314,3,3:07.0,A. Simons misses 2-pt layup from 2 ft (block by R. Holmes),,63,75
315,3,2:59.0,,Defensive rebound by B. Hield,63,75
316,3,2:58.0,,Turnover by B. Hield (lost ball; steal by S. Labissière),63,75
317,3,2:46.0,A. Simons makes 2-pt jump shot from 12 ft (assist by G. Trent),,65,75
318,3,2:45.0,,Sacramento full timeout,65,75
319,3,2:45.0,,H. Barnes enters the game for N. Bjelica,65,75
320,3,2:45.0,,Y. Ferrell enters the game for C. Joseph,65,75
321,3,2:33.0,,B. Bogdanović misses 2-pt layup from 2 ft,65,75
322,3,2:32.0,,Offensive rebound by Team,65,75
323,3,2:23.0,,B. Hield misses 2-pt jump shot from 5 ft,65,75
324,3,2:20.0,,Offensive rebound by R. Holmes,65,75
325,3,2:09.0,,B. Hield misses 2-pt layup from 2 ft,65,75
326,3,2:07.0,Defensive rebound by S. Labissière,,65,75
327,3,1:44.0,A. Simons misses 2-pt jump shot from 20 ft,,65,75
328,3,1:41.0,,Defensive rebound by B. Bogdanović,65,75
329,3,1:38.0,,B. Hield makes 2-pt layup from 2 ft (assist by B. Bogdanović),65,77
330,3,1:17.0,D. Lillard misses 3-pt jump shot from 26 ft,,65,77
331,3,1:15.0,,Defensive rebound by H. Barnes,65,77
332,3,1:03.0,,R. Holmes makes 2-pt layup from 4 ft (assist by B. Bogdanović),65,79
333,3,0:44.0,Personal foul by R. Holmes (drawn by S. Labissière),,65,79
334,3,0:44.0,,H. Giles enters the game for R. Holmes,65,79
335,3,0:35.0,D. Lillard makes 2-pt layup from 2 ft,,67,79
336,3,0:25.0,,H. Giles makes 2-pt jump shot from 18 ft (assist by Y. Ferrell),67,81
337,3,0:03.0,G. Trent makes 3-pt jump shot from 25 ft (assist by D. Lillard),,70,81
338,3,0:00.0,,B. Hield misses 3-pt jump shot from 30 ft,70,81
339,3,0:00.0,,Offensive rebound by Team,70,81
340,4,11:36.0,,H. Giles misses 2-pt jump shot from 17 ft,70,81
341,4,11:32.0,Defensive rebound by A. Tolliver,,70,81
342,4,11:25.0,S. Labissière misses 2-pt hook shot from 5 ft,,70,81
343,4,11:23.0,Offensive rebound by S. Labissière,,70,81
344,4,11:22.0,Shooting foul by H. Giles (drawn by S. Labissière),,70,81
345,4,11:22.0,S. Labissière misses free throw 1 of 2,,70,81
346,4,11:22.0,Offensive rebound by Team,,70,81
347,4,11:22.0,S. Labissière makes free throw 2 of 2,,71,81
348,4,11:09.0,,C. Joseph misses 2-pt jump shot from 16 ft,71,81
349,4,11:04.0,Defensive rebound by C. McCollum,,71,81
350,4,11:03.0,Personal foul by N. Bjelica (drawn by C. McCollum),,71,81
351,4,10:53.0,C. McCollum misses 2-pt jump shot from 16 ft,,71,81
352,4,10:50.0,,Defensive rebound by N. Bjelica,71,81
353,4,10:38.0,,Y. Ferrell makes 2-pt jump shot from 16 ft (assist by N. Bjelica),71,83
354,4,10:23.0,C. McCollum makes 2-pt layup from 6 ft,,73,83
355,4,10:23.0,Shooting foul by N. Bjelica (drawn by C. McCollum),,73,83
356,4,10:23.0,C. McCollum misses free throw 1 of 1,,73,83
357,4,10:21.0,,Defensive rebound by H. Giles,73,83
358,4,10:08.0,,Personal foul by S. Labissière (drawn by H. Giles),73,83
359,4,9:58.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,73,83
360,4,9:55.0,Defensive rebound by A. Simons,,73,83
361,4,9:46.0,Def 3 sec tech foul by Team,,73,83
362,4,9:46.0,C. McCollum misses technical free throw,,73,83
363,4,9:46.0,Offensive rebound by Team,,73,83
364,4,9:46.0,D. Lillard enters the game for S. Labissière,,73,83
365,4,9:46.0,H. Whiteside enters the game for A. Simons,,73,83
366,4,9:46.0,,R. Holmes enters the game for H. Giles,73,83
367,4,9:38.0,C. McCollum makes 2-pt jump shot from 9 ft (assist by D. Lillard),,75,83
368,4,9:20.0,,Shooting foul by C. McCollum (drawn by Y. Ferrell),75,83
369,4,9:20.0,,Y. Ferrell makes free throw 1 of 2,75,84
370,4,9:20.0,,Y. Ferrell makes free throw 2 of 2,75,85
371,4,9:04.0,C. McCollum misses 2-pt jump shot from 14 ft,,75,85
372,4,9:00.0,,Defensive rebound by N. Bjelica,75,85
373,4,8:54.0,,N. Bjelica makes 2-pt jump shot from 8 ft,75,87
374,4,8:31.0,Shooting foul by N. Bjelica (drawn by H. Whiteside),,75,87
375,4,8:31.0,H. Whiteside makes free throw 1 of 2,,76,87
376,4,8:31.0,H. Whiteside misses free throw 2 of 2,,76,87
377,4,8:26.0,,Defensive rebound by Y. Ferrell,76,87
378,4,8:14.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by Y. Ferrell),76,90
379,4,8:13.0,Portland full timeout,,76,90
380,4,8:00.0,Turnover by D. Lillard (bad pass),,76,90
381,4,7:50.0,,Turnover by C. Joseph (bad pass),76,90
