,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,BROOKLYN_ACTION,SAN ANTONIO_SCORE,BROOKLYN_SCORE
378,4,9:02.0,,Shooting foul by D. Eubanks (drawn by D. Jordan),104,124
379,4,9:02.0,,D. Jordan misses free throw 1 of 1,104,124
380,4,8:59.0,Defensive rebound by D. Eubanks,,104,124
381,4,8:48.0,D. Eubanks makes 2-pt jump shot from 20 ft,,106,124
382,4,8:31.0,,T. Prince misses 3-pt jump shot from 23 ft,106,124
383,4,8:27.0,Defensive rebound by Q. Weatherspoon,,106,124
384,4,8:19.0,Q. Weatherspoon misses 2-pt jump shot from 13 ft,,106,124
385,4,8:15.0,,Defensive rebound by C. LeVert,106,124
386,4,8:04.0,,C. LeVert misses 3-pt jump shot from 26 ft,106,124
387,4,8:00.0,Defensive rebound by D. White,,106,124
388,4,7:59.0,Turnover by D. White (bad pass),,106,124
389,4,7:59.0,,S. Dinwiddie enters the game for C. Chiozza,106,124
390,4,7:59.0,,J. Harris enters the game for C. LeVert,106,124
391,4,7:38.0,,Personal foul by D. Eubanks (drawn by S. Dinwiddie),106,124
392,4,7:28.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,106,124
393,4,7:24.0,Defensive rebound by D. Eubanks,,106,124
394,4,7:18.0,D. White misses 3-pt jump shot from 25 ft,,106,124
395,4,7:16.0,,Defensive rebound by Team,106,124
396,4,6:59.0,,D. Jordan misses 2-pt dunk from 1 ft,106,124
397,4,6:55.0,Defensive rebound by L. Šamanić,,106,124
398,4,6:55.0,Shooting foul by S. Dinwiddie (drawn by D. White),,106,124
399,4,6:55.0,D. White makes free throw 1 of 2,,107,124
400,4,6:55.0,D. Murray enters the game for Q. Weatherspoon,,107,124
401,4,6:55.0,D. White makes free throw 2 of 2,,108,124
402,4,6:36.0,,J. Harris makes 2-pt layup at rim (assist by T. Prince),108,126
403,4,6:24.0,L. Šamanić misses 3-pt jump shot from 25 ft,,108,126
404,4,6:23.0,,Defensive rebound by J. Harris,108,126
405,4,6:23.0,,Brooklyn full timeout,108,126
406,4,6:23.0,Q. Weatherspoon enters the game for D. White,,108,126
407,4,6:23.0,,J. Allen enters the game for D. Jordan,108,126
408,4,6:23.0,,C. LeVert enters the game for T. Luwawu-Cabarrot,108,126
409,4,6:09.0,,T. Prince misses 2-pt jump shot from 12 ft,108,126
410,4,6:05.0,Defensive rebound by D. Murray,,108,126
411,4,5:46.0,D. Murray makes 2-pt jump shot from 12 ft,,110,126
412,4,5:24.0,,J. Harris makes 2-pt layup from 1 ft (assist by J. Allen),110,128
413,4,5:11.0,D. Murray misses 2-pt jump shot from 6 ft,,110,128
414,4,5:08.0,,Defensive rebound by C. LeVert,110,128
415,4,5:01.0,,J. Allen makes 2-pt layup from 2 ft (assist by C. LeVert),110,130
416,4,5:01.0,San Antonio full timeout,,110,130
417,4,5:01.0,,C. Chiozza enters the game for J. Allen,110,130
418,4,5:01.0,,R. Kurucs enters the game for S. Dinwiddie,110,130
419,4,5:01.0,,T. Luwawu-Cabarrot enters the game for J. Harris,110,130
420,4,5:01.0,,J. Martin enters the game for C. LeVert,110,130
421,4,5:01.0,,T. Pinson enters the game for T. Prince,110,130
422,4,4:48.0,L. Šamanić misses 3-pt jump shot from 26 ft,,110,130
423,4,4:43.0,,Defensive rebound by J. Martin,110,130
424,4,4:27.0,,T. Luwawu-Cabarrot makes 3-pt jump shot from 23 ft (assist by J. Martin),110,133
425,4,4:14.0,L. Šamanić misses 2-pt layup from 5 ft,,110,133
426,4,4:12.0,,Defensive rebound by T. Pinson,110,133
427,4,4:07.0,,R. Kurucs misses 3-pt jump shot from 25 ft,110,133
428,4,4:05.0,,Offensive rebound by Team,110,133
429,4,4:00.0,,C. Chiozza makes 3-pt jump shot from 25 ft (assist by R. Kurucs),110,136
430,4,3:41.0,D. Eubanks makes 2-pt hook shot from 5 ft (assist by L. Šamanić),,112,136
431,4,3:27.0,,Shooting foul by D. Eubanks (drawn by R. Kurucs),112,136
432,4,3:27.0,,R. Kurucs makes free throw 1 of 2,112,137
433,4,3:27.0,,R. Kurucs misses free throw 2 of 2,112,137
434,4,3:23.0,Defensive rebound by K. Johnson,,112,137
435,4,3:18.0,Shooting foul by T. Luwawu-Cabarrot (drawn by K. Johnson),,112,137
436,4,3:18.0,K. Johnson makes free throw 1 of 2,,113,137
437,4,3:18.0,K. Johnson misses free throw 2 of 2,,113,137
438,4,3:14.0,,Defensive rebound by T. Pinson,113,137
439,4,3:06.0,,C. Chiozza misses 3-pt jump shot from 26 ft,113,137
440,4,3:02.0,Defensive rebound by L. Šamanić,,113,137
441,4,2:57.0,Shooting foul by T. Pinson (drawn by K. Johnson),,113,137
442,4,2:57.0,K. Johnson makes free throw 1 of 2,,114,137
443,4,2:57.0,K. Johnson makes free throw 2 of 2,,115,137
444,4,2:33.0,,C. Chiozza misses 3-pt jump shot from 25 ft,115,137
445,4,2:27.0,Defensive rebound by D. Murray,,115,137
446,4,2:24.0,D. Murray misses 2-pt layup from 3 ft (block by T. Pinson),,115,137
447,4,2:24.0,Offensive rebound by Team,,115,137
448,4,2:15.0,D. Eubanks makes 2-pt dunk from 1 ft (assist by L. Šamanić),,117,137
449,4,1:49.0,,R. Kurucs misses 3-pt jump shot from 25 ft,117,137
450,4,1:45.0,Defensive rebound by K. Johnson,,117,137
451,4,1:41.0,Personal foul by C. Chiozza (drawn by K. Johnson),,117,137
452,4,1:41.0,K. Johnson misses free throw 1 of 2,,117,137
453,4,1:41.0,Offensive rebound by Team,,117,137
454,4,1:41.0,K. Johnson makes free throw 2 of 2,,118,137
455,4,1:28.0,,Turnover by C. Chiozza (bad pass; steal by K. Johnson),118,137
456,4,1:20.0,L. Šamanić misses 2-pt layup from 3 ft (block by J. Martin),,118,137
457,4,1:20.0,,Defensive rebound by C. Chiozza,118,137
458,4,1:18.0,,T. Luwawu-Cabarrot makes 2-pt layup from 1 ft (assist by C. Chiozza),118,139
459,4,1:09.0,K. Johnson makes 2-pt jump shot from 20 ft,,120,139
460,4,0:55.0,,J. Martin misses 3-pt jump shot from 23 ft,120,139
461,4,0:51.0,Defensive rebound by D. Murray,,120,139
462,4,0:46.0,D. Murray misses 2-pt jump shot from 17 ft,,120,139
463,4,0:43.0,,Defensive rebound by R. Kurucs,120,139
464,4,0:20.0,,Turnover by Team (shot clock),120,139
465,4,0:07.0,D. Murray misses 3-pt jump shot from 25 ft,,120,139
466,4,0:05.0,,Defensive rebound by Team,120,139
