,QUARTER,TIME_REMAINING,MIAMI_ACTION,ATLANTA_ACTION,MIAMI_SCORE,ATLANTA_SCORE
107,1,1:13.0,,C. Reddish makes 2-pt jump shot from 20 ft (assist by B. Goodwin),34,30
108,1,0:58.0,Turnover by K. Olynyk (lost ball; steal by C. Reddish),,34,30
109,1,0:55.0,,C. Reddish makes 2-pt layup from 1 ft,34,32
110,1,0:44.0,S. Hill misses 3-pt jump shot from 25 ft,,34,32
111,1,0:41.0,,Defensive rebound by V. Carter,34,32
112,1,0:31.0,,B. Goodwin misses 2-pt jump shot from 10 ft,34,32
113,1,0:26.0,Defensive rebound by S. Hill,,34,32
114,1,0:06.0,Shooting foul by V. Carter (drawn by G. Dragić),,34,32
115,1,0:06.0,G. Dragić makes free throw 1 of 2,,35,32
116,1,0:06.0,B. Adebayo enters the game for K. Olynyk,,35,32
117,1,0:06.0,,T. Young enters the game for J. Teague,35,32
118,1,0:06.0,G. Dragić makes free throw 2 of 2,,36,32
119,2,11:44.0,D. Jones misses 3-pt jump shot from 23 ft,,36,32
120,2,11:42.0,,Defensive rebound by Team,36,32
121,2,11:42.0,Loose ball foul by K. Olynyk (drawn by J. Collins),,36,32
122,2,11:33.0,,K. Huerter makes 3-pt jump shot from 27 ft (assist by T. Young),36,35
123,2,11:14.0,Turnover by K. Olynyk (bad pass; steal by J. Collins),,36,35
124,2,11:09.0,,C. Reddish misses 3-pt jump shot from 22 ft,36,35
125,2,11:05.0,Defensive rebound by K. Olynyk,,36,35
126,2,10:53.0,K. Olynyk misses 2-pt jump shot from 9 ft,,36,35
127,2,10:49.0,,Defensive rebound by K. Huerter,36,35
128,2,10:48.0,,Turnover by T. Young (lost ball; steal by K. Olynyk),36,35
129,2,10:41.0,D. Jones makes 2-pt dunk from 1 ft (assist by D. Robinson),,38,35
130,2,10:25.0,,D. Hunter misses 2-pt layup from 1 ft (block by K. Olynyk),38,35
131,2,10:22.0,,Offensive rebound by D. Hunter,38,35
132,2,10:19.0,,K. Huerter makes 2-pt layup from 1 ft (assist by D. Hunter),38,37
133,2,10:07.0,D. Robinson misses 3-pt jump shot from 26 ft,,38,37
134,2,10:04.0,,Defensive rebound by K. Huerter,38,37
135,2,9:57.0,,T. Young misses 2-pt jump shot from 16 ft,38,37
136,2,9:53.0,Defensive rebound by K. Olynyk,,38,37
137,2,9:43.0,D. Robinson misses 3-pt jump shot from 23 ft,,38,37
138,2,9:40.0,,Defensive rebound by C. Reddish,38,37
139,2,9:38.0,,K. Huerter misses 2-pt jump shot from 22 ft,38,37
140,2,9:34.0,Defensive rebound by D. Robinson,,38,37
141,2,9:20.0,Turnover by D. Robinson (lost ball; steal by T. Young),,38,37
142,2,9:15.0,,Turnover by T. Young (bad pass; steal by A. Iguodala),38,37
143,2,9:11.0,K. Olynyk makes 3-pt jump shot from 25 ft (assist by D. Jones),,41,37
144,2,9:10.0,,Atlanta full timeout,41,37
145,2,8:59.0,,C. Reddish makes 3-pt jump shot from 23 ft (assist by K. Huerter),41,40
146,2,8:37.0,G. Dragić misses 3-pt jump shot from 27 ft,,41,40
147,2,8:34.0,,Defensive rebound by J. Collins,41,40
148,2,8:22.0,,Personal foul by K. Olynyk (drawn by J. Collins),41,40
149,2,8:22.0,J. Crowder enters the game for D. Jones,,41,40
150,2,8:22.0,,D. Dedmon enters the game for K. Huerter,41,40
151,2,8:22.0,,J. Teague enters the game for C. Reddish,41,40
152,2,8:17.0,,Shooting foul by A. Iguodala (drawn by T. Young),41,40
153,2,8:17.0,,T. Young makes free throw 1 of 2,41,41
154,2,8:17.0,,T. Young makes free throw 2 of 2,41,42
155,2,8:08.0,D. Robinson misses 3-pt jump shot from 26 ft,,41,42
156,2,8:05.0,,Defensive rebound by D. Dedmon,41,42
157,2,8:00.0,,Personal foul by D. Robinson (drawn by T. Young),41,42
158,2,7:54.0,,J. Collins misses 2-pt jump shot from 10 ft (block by A. Iguodala),41,42
159,2,7:54.0,Defensive rebound by A. Iguodala,,41,42
160,2,7:54.0,Personal foul by J. Collins (drawn by A. Iguodala),,41,42
161,2,7:35.0,A. Iguodala misses 3-pt jump shot from 26 ft,,41,42
162,2,7:31.0,,Defensive rebound by D. Dedmon,41,42
163,2,7:21.0,,J. Teague makes 3-pt jump shot from 23 ft (assist by T. Young),41,45
164,2,7:15.0,Miami full timeout,,41,45
165,2,7:15.0,B. Adebayo enters the game for G. Dragić,,41,45
166,2,7:15.0,J. Butler enters the game for K. Olynyk,,41,45
167,2,7:15.0,K. Nunn enters the game for D. Robinson,,41,45
168,2,7:15.0,,K. Huerter enters the game for J. Collins,41,45
169,2,7:05.0,B. Adebayo misses 2-pt jump shot from 20 ft,,41,45
170,2,7:01.0,Offensive rebound by Team,,41,45
171,2,6:55.0,A. Iguodala misses 3-pt jump shot from 24 ft,,41,45
172,2,6:52.0,,Defensive rebound by D. Hunter,41,45
173,2,6:43.0,,D. Hunter misses 2-pt layup from 2 ft (block by J. Crowder),41,45
174,2,6:43.0,,Offensive rebound by Team,41,45
175,2,6:39.0,,Shooting foul by K. Nunn (drawn by T. Young),41,45
176,2,6:39.0,,T. Young makes free throw 1 of 2,41,46
177,2,6:39.0,,T. Young makes free throw 2 of 2,41,47
178,2,6:29.0,Offensive foul by K. Nunn (drawn by T. Young),,41,47
179,2,6:29.0,Turnover by K. Nunn (offensive foul),,41,47
180,2,6:16.0,,D. Hunter makes 2-pt dunk from 1 ft (assist by T. Young),41,49
181,2,5:58.0,J. Crowder misses 3-pt jump shot from 26 ft,,41,49
182,2,5:55.0,Offensive rebound by A. Iguodala,,41,49
183,2,5:54.0,J. Butler misses 2-pt jump shot from 9 ft,,41,49
184,2,5:50.0,,Defensive rebound by D. Hunter,41,49
185,2,5:40.0,,D. Hunter makes 3-pt jump shot from 23 ft (assist by J. Teague),41,52
186,2,5:38.0,Miami full timeout,,41,52
187,2,5:38.0,D. Robinson enters the game for A. Iguodala,,41,52
188,2,5:25.0,J. Butler makes 2-pt layup from 1 ft,,43,52
189,2,5:07.0,,D. Hunter makes 2-pt dunk from 1 ft (assist by K. Huerter),43,54
190,2,4:56.0,Personal foul by D. Hunter (drawn by J. Butler),,43,54
191,2,4:56.0,,C. Reddish enters the game for D. Hunter,43,54
192,2,4:50.0,J. Butler misses 2-pt layup from 2 ft (block by C. Reddish),,43,54
193,2,4:50.0,Offensive rebound by Team,,43,54
194,2,4:50.0,,Loose ball foul by D. Dedmon (drawn by J. Butler),43,54
195,2,4:50.0,,J. Collins enters the game for D. Dedmon,43,54
196,2,4:41.0,K. Nunn makes 3-pt jump shot from 26 ft (assist by J. Butler),,46,54
197,2,4:20.0,,Turnover by J. Teague (lost ball; steal by B. Adebayo),46,54
198,2,4:15.0,Shooting foul by J. Teague (drawn by J. Crowder),,46,54
199,2,4:15.0,J. Crowder makes free throw 1 of 2,,47,54
200,2,4:15.0,J. Crowder makes free throw 2 of 2,,48,54
201,2,4:12.0,,Turnover by J. Collins (bad pass; steal by K. Nunn),48,54
202,2,4:08.0,K. Nunn misses 3-pt jump shot from 26 ft,,48,54
203,2,4:06.0,,Defensive rebound by K. Huerter,48,54
204,2,3:55.0,,J. Teague makes 2-pt layup from 2 ft,48,56
205,2,3:55.0,,Shooting foul by J. Crowder (drawn by J. Teague),48,56
206,2,3:55.0,,J. Teague makes free throw 1 of 1,48,57
207,2,3:39.0,D. Robinson makes 2-pt layup from 2 ft (assist by B. Adebayo),,50,57
208,2,3:29.0,,T. Young misses 2-pt jump shot from 6 ft,50,57
209,2,3:26.0,Defensive rebound by B. Adebayo,,50,57
210,2,3:19.0,D. Robinson makes 2-pt layup from 1 ft (assist by K. Nunn),,52,57
211,2,3:19.0,Shooting foul by K. Huerter (drawn by D. Robinson),,52,57
212,2,3:19.0,S. Hill enters the game for J. Crowder,,52,57
213,2,3:19.0,D. Robinson makes free throw 1 of 1,,53,57
214,2,3:06.0,,K. Huerter misses 3-pt jump shot from 26 ft,53,57
215,2,3:02.0,Defensive rebound by B. Adebayo,,53,57
216,2,2:49.0,D. Robinson misses 2-pt jump shot from 11 ft,,53,57
217,2,2:45.0,Offensive rebound by S. Hill,,53,57
218,2,2:43.0,S. Hill makes 3-pt jump shot from 23 ft (assist by J. Butler),,56,57
219,2,2:26.0,,Shooting foul by K. Nunn (drawn by T. Young),56,57
220,2,2:26.0,,T. Young makes free throw 1 of 2,56,58
221,2,2:26.0,G. Dragić enters the game for K. Nunn,,56,58
222,2,2:26.0,,T. Young makes free throw 2 of 2,56,59
223,2,2:14.0,J. Butler makes 2-pt jump shot from 6 ft,,58,59
224,2,1:56.0,,T. Young misses 2-pt jump shot from 8 ft,58,59
225,2,1:53.0,Defensive rebound by B. Adebayo,,58,59
226,2,1:48.0,S. Hill misses 3-pt jump shot from 22 ft,,58,59
227,2,1:46.0,Offensive rebound by J. Butler,,58,59
228,2,1:46.0,Shooting foul by J. Collins (drawn by J. Butler),,58,59
229,2,1:46.0,J. Butler makes free throw 1 of 2,,59,59
230,2,1:46.0,,B. Fernando enters the game for J. Collins,59,59
231,2,1:46.0,,B. Goodwin enters the game for T. Young,59,59
232,2,1:46.0,J. Butler makes free throw 2 of 2,,60,59
233,2,1:35.0,,Turnover by J. Teague (bad pass),60,59
234,2,1:18.0,J. Butler misses 2-pt jump shot from 11 ft,,60,59
235,2,1:15.0,,Defensive rebound by B. Fernando,60,59
236,2,1:11.0,,B. Goodwin misses 3-pt jump shot from 22 ft,60,59
237,2,1:08.0,Defensive rebound by J. Butler,,60,59
238,2,1:02.0,J. Butler misses 2-pt layup from 2 ft,,60,59
239,2,1:01.0,,Defensive rebound by Team,60,59
240,2,0:47.0,,C. Reddish misses 3-pt jump shot from 25 ft,60,59
241,2,0:45.0,,Offensive rebound by B. Fernando,60,59
242,2,0:45.0,,B. Fernando makes 2-pt layup from 1 ft,60,61
243,2,0:26.0,J. Butler makes 2-pt layup from 1 ft (assist by B. Adebayo),,62,61
244,2,0:04.0,,K. Huerter makes 2-pt jump shot from 11 ft,62,63
245,2,0:00.0,Shooting foul by J. Teague (drawn by G. Dragić),,62,63
246,2,0:00.0,Instant Replay (Request: Ruling Stands),,62,63
247,2,0:00.0,G. Dragić makes free throw 1 of 2,,63,63
248,2,0:00.0,G. Dragić makes free throw 2 of 2,,64,63
249,3,11:44.0,K. Nunn misses 2-pt jump shot from 19 ft,,64,63
250,3,11:38.0,,Defensive rebound by J. Collins,64,63
251,3,11:38.0,,Turnover by J. Collins (lost ball; steal by B. Adebayo),64,63
252,3,11:32.0,J. Crowder makes 3-pt jump shot from 23 ft (assist by B. Adebayo),,67,63
253,3,11:08.0,,K. Huerter misses 3-pt jump shot from 26 ft,67,63
254,3,11:04.0,Defensive rebound by J. Butler,,67,63
255,3,11:00.0,J. Crowder misses 3-pt jump shot from 23 ft,,67,63
256,3,10:56.0,,Defensive rebound by J. Collins,67,63
257,3,10:44.0,,T. Young makes 3-pt jump shot from 28 ft,67,66
258,3,10:44.0,,Shooting foul by K. Nunn (drawn by T. Young),67,66
259,3,10:44.0,,T. Young makes free throw 1 of 1,67,67
260,3,10:28.0,B. Adebayo misses 2-pt layup from 3 ft,,67,67
261,3,10:25.0,,Defensive rebound by D. Hunter,67,67
262,3,10:16.0,,T. Young makes 2-pt jump shot from 10 ft (assist by J. Collins),67,69
263,3,9:58.0,J. Crowder makes 2-pt jump shot from 14 ft (assist by J. Butler),,69,69
264,3,9:58.0,Shooting foul by J. Collins (drawn by J. Crowder),,69,69
265,3,9:58.0,J. Crowder makes free throw 1 of 1,,70,69
266,3,9:44.0,,D. Dedmon misses 3-pt jump shot from 23 ft,70,69
267,3,9:42.0,Defensive rebound by J. Butler,,70,69
268,3,9:36.0,K. Nunn misses 3-pt jump shot from 25 ft (block by J. Collins),,70,69
269,3,9:31.0,,Defensive rebound by D. Dedmon,70,69
270,3,9:26.0,,J. Collins makes 2-pt layup from 2 ft (assist by T. Young),70,71
271,3,9:14.0,B. Adebayo misses 2-pt layup from 3 ft (block by T. Young),,70,71
272,3,9:11.0,Offensive rebound by B. Adebayo,,70,71
273,3,9:09.0,K. Nunn makes 2-pt jump shot from 11 ft (assist by J. Butler),,72,71
274,3,8:57.0,,Turnover by T. Young (bad pass),72,71
275,3,8:38.0,B. Adebayo misses 2-pt layup from 1 ft,,72,71
276,3,8:34.0,,Defensive rebound by K. Huerter,72,71
277,3,8:33.0,,Turnover by D. Hunter (step out of bounds),72,71
278,3,8:22.0,Offensive foul by B. Adebayo (drawn by T. Young),,72,71
279,3,8:22.0,Turnover by B. Adebayo (offensive foul),,72,71
280,3,8:09.0,,J. Collins misses 2-pt layup from 1 ft,72,71
281,3,8:05.0,Defensive rebound by B. Adebayo,,72,71
282,3,7:58.0,Shooting foul by J. Collins (drawn by J. Crowder),,72,71
283,3,7:58.0,J. Crowder makes free throw 1 of 3,,73,71
284,3,7:58.0,J. Crowder makes free throw 2 of 3,,74,71
285,3,7:58.0,,C. Reddish enters the game for J. Collins,74,71
286,3,7:58.0,J. Crowder makes free throw 3 of 3,,75,71
287,3,7:48.0,,T. Young misses 3-pt jump shot from 27 ft,75,71
288,3,7:45.0,Defensive rebound by J. Crowder,,75,71
289,3,7:36.0,B. Adebayo misses 2-pt dunk from 2 ft (block by C. Reddish),,75,71
290,3,7:32.0,Offensive rebound by J. Butler,,75,71
291,3,7:31.0,J. Butler misses 2-pt layup from 1 ft,,75,71
292,3,7:31.0,,Defensive rebound by Team,75,71
293,3,7:27.0,,Personal foul by K. Nunn (drawn by T. Young),75,71
294,3,7:27.0,G. Dragić enters the game for K. Nunn,,75,71
295,3,7:21.0,,Turnover by T. Young (traveling),75,71
296,3,7:10.0,Turnover by G. Dragić (bad pass; steal by D. Hunter),,75,71
297,3,7:06.0,,D. Hunter makes 2-pt dunk from 1 ft (assist by T. Young),75,73
298,3,6:52.0,B. Adebayo misses 2-pt jump shot from 14 ft,,75,73
299,3,6:49.0,,Defensive rebound by D. Dedmon,75,73
300,3,6:42.0,,D. Dedmon misses 3-pt jump shot from 25 ft,75,73
301,3,6:38.0,Defensive rebound by J. Crowder,,75,73
302,3,6:28.0,J. Crowder misses 2-pt layup from 3 ft,,75,73
303,3,6:28.0,Offensive rebound by Team,,75,73
304,3,6:28.0,,Atlanta full timeout,75,73
305,3,6:28.0,D. Jones enters the game for J. Crowder,,75,73
306,3,6:28.0,,J. Teague enters the game for D. Hunter,75,73
307,3,6:23.0,B. Adebayo makes 2-pt hook shot from 7 ft (assist by J. Butler),,77,73
308,3,6:04.0,,K. Huerter makes 3-pt jump shot from 23 ft (assist by T. Young),77,76
309,3,5:51.0,J. Butler misses 2-pt jump shot from 11 ft,,77,76
310,3,5:47.0,Offensive rebound by B. Adebayo,,77,76
311,3,5:46.0,B. Adebayo misses 2-pt layup from 6 ft,,77,76
312,3,5:46.0,Offensive rebound by D. Jones,,77,76
313,3,5:40.0,G. Dragić makes 3-pt jump shot from 25 ft (assist by D. Jones),,80,76
314,3,5:23.0,,Turnover by T. Young (out of bounds lost ball),80,76
315,3,5:02.0,D. Jones misses 3-pt jump shot from 23 ft,,80,76
316,3,4:59.0,,Defensive rebound by K. Huerter,80,76
317,3,4:50.0,,K. Huerter misses 2-pt layup from 1 ft (block by J. Butler),80,76
318,3,4:45.0,Defensive rebound by G. Dragić,,80,76
319,3,4:31.0,D. Jones makes 2-pt layup from 1 ft (assist by J. Butler),,82,76
320,3,4:10.0,,Turnover by K. Huerter (bad pass; steal by J. Butler),82,76
321,3,4:05.0,Offensive foul by J. Butler (drawn by D. Dedmon),,82,76
322,3,4:05.0,Turnover by J. Butler (offensive foul),,82,76
323,3,4:05.0,Miami full timeout,,82,76
324,3,4:05.0,Instant Replay (Challenge: Ruling Stands),,82,76
325,3,4:05.0,,B. Fernando enters the game for D. Dedmon,82,76
326,3,4:05.0,,D. Hunter enters the game for T. Young,82,76
327,3,3:54.0,,K. Huerter makes 2-pt jump shot from 8 ft,82,78
328,3,3:39.0,B. Adebayo misses 2-pt dunk from 1 ft,,82,78
329,3,3:38.0,Offensive rebound by B. Adebayo,,82,78
330,3,3:38.0,Shooting foul by B. Fernando (drawn by B. Adebayo),,82,78
331,3,3:38.0,B. Adebayo makes free throw 1 of 2,,83,78
332,3,3:38.0,B. Adebayo makes free throw 2 of 2,,84,78
333,3,3:26.0,,C. Reddish misses 3-pt jump shot from 23 ft,84,78
334,3,3:22.0,Defensive rebound by G. Dragić,,84,78
335,3,3:18.0,G. Dragić misses 2-pt jump shot from 8 ft,,84,78
336,3,3:17.0,Offensive rebound by D. Jones,,84,78
337,3,3:17.0,D. Jones makes 2-pt layup from 8 ft,,86,78
338,3,3:05.0,,J. Teague misses 2-pt jump shot from 12 ft,86,78
339,3,3:05.0,Defensive rebound by B. Adebayo,,86,78
340,3,2:56.0,B. Adebayo makes 2-pt layup from 1 ft,,88,78
341,3,2:56.0,Shooting foul by B. Fernando (drawn by B. Adebayo),,88,78
342,3,2:56.0,A. Iguodala enters the game for J. Butler,,88,78
343,3,2:56.0,B. Adebayo makes free throw 1 of 1,,89,78
344,3,2:44.0,,C. Reddish misses 2-pt layup from 1 ft (block by B. Adebayo),89,78
345,3,2:44.0,,Offensive rebound by B. Fernando,89,78
346,3,2:44.0,,Shooting foul by A. Iguodala (drawn by B. Fernando),89,78
347,3,2:44.0,,B. Fernando misses free throw 1 of 2,89,78
348,3,2:44.0,,Offensive rebound by Team,89,78
349,3,2:44.0,K. Olynyk enters the game for B. Adebayo,,89,78
350,3,2:44.0,,B. Fernando misses free throw 2 of 2,89,78
351,3,2:40.0,Defensive rebound by D. Jones,,89,78
352,3,2:32.0,D. Robinson misses 3-pt jump shot from 27 ft,,89,78
353,3,2:27.0,Offensive rebound by G. Dragić,,89,78
354,3,2:17.0,D. Jones misses 2-pt jump shot from 11 ft,,89,78
355,3,2:13.0,,Defensive rebound by B. Fernando,89,78
356,3,2:08.0,,D. Hunter misses 2-pt hook shot from 5 ft,89,78
357,3,2:04.0,Defensive rebound by D. Robinson,,89,78
358,3,1:59.0,G. Dragić misses 2-pt jump shot from 9 ft,,89,78
359,3,1:54.0,Offensive rebound by D. Jones,,89,78
360,3,1:54.0,D. Jones misses 2-pt layup from 1 ft,,89,78
361,3,1:51.0,,Defensive rebound by C. Reddish,89,78
362,3,1:36.0,,C. Reddish makes 2-pt layup from 3 ft (assist by J. Teague),89,80
363,3,1:36.0,,Shooting foul by D. Jones (drawn by C. Reddish),89,80
364,3,1:36.0,,C. Reddish makes free throw 1 of 1,89,81
365,3,1:18.0,K. Olynyk makes 2-pt jump shot from 6 ft (assist by G. Dragić),,91,81
366,3,1:04.0,,C. Reddish misses 2-pt jump shot from 13 ft,91,81
367,3,1:03.0,,Offensive rebound by Team,91,81
368,3,1:03.0,Loose ball foul by K. Olynyk (drawn by B. Fernando),,91,81
369,3,1:03.0,,B. Fernando makes free throw 1 of 2,91,82
370,3,1:03.0,,T. Young enters the game for K. Huerter,91,82
371,3,1:03.0,,B. Fernando makes free throw 2 of 2,91,83
372,3,0:57.0,Personal foul by T. Young (drawn by G. Dragić),,91,83
373,3,0:57.0,G. Dragić makes free throw 1 of 2,,92,83
374,3,0:57.0,,D. Dedmon enters the game for B. Fernando,92,83
375,3,0:57.0,G. Dragić makes free throw 2 of 2,,93,83
376,3,0:42.0,,C. Reddish makes 2-pt layup from 3 ft,93,85
377,3,0:31.0,G. Dragić makes 3-pt jump shot from 25 ft (assist by K. Olynyk),,96,85
378,3,0:29.0,,T. Young makes 3-pt jump shot from 25 ft,96,88
379,3,0:07.0,Shooting foul by T. Young (drawn by A. Iguodala),,96,88
380,3,0:07.0,,Atlanta full timeout,96,88
381,3,0:07.0,,Instant Replay (Challenge: Ruling Stands),96,88
382,3,0:07.0,A. Iguodala misses free throw 1 of 3,,96,88
383,3,0:07.0,Offensive rebound by Team,,96,88
384,3,0:07.0,A. Iguodala makes free throw 2 of 3,,97,88
