,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,CHICAGO_ACTION,LA CLIPPERS_SCORE,CHICAGO_SCORE
229,3,11:00.0,,Defensive rebound by L. Markkanen,57,55
230,3,10:41.0,,K. Dunn misses 2-pt hook shot from 6 ft,57,55
231,3,10:38.0,,Offensive rebound by K. Dunn,57,55
232,3,10:33.0,,W. Carter misses 2-pt hook shot from 6 ft,57,55
233,3,10:32.0,Defensive rebound by M. Harkless,,57,55
234,3,10:23.0,T. Mann makes 2-pt layup from 1 ft (assist by P. George),,59,55
235,3,10:09.0,,K. Dunn makes 3-pt jump shot from 25 ft (assist by L. Markkanen),59,58
236,3,9:53.0,T. Mann makes 2-pt layup from 2 ft,,61,58
237,3,9:44.0,,Z. LaVine makes 2-pt dunk at rim (assist by T. Satoranský),61,60
238,3,9:32.0,Turnover by P. George (bad pass; steal by L. Markkanen),,61,60
239,3,9:31.0,,Shooting foul by I. Zubac (drawn by T. Satoranský),61,60
240,3,9:31.0,,T. Satoranský makes free throw 1 of 2,61,61
241,3,9:31.0,,T. Satoranský makes free throw 2 of 2,61,62
242,3,9:09.0,M. Harkless misses 3-pt jump shot from 27 ft,,61,62
243,3,9:05.0,,Defensive rebound by L. Markkanen,61,62
244,3,8:49.0,,Z. LaVine makes 3-pt jump shot from 23 ft,61,65
245,3,8:36.0,Offensive foul by L. Shamet (drawn by T. Satoranský),,61,65
246,3,8:36.0,Turnover by L. Shamet (offensive foul),,61,65
247,3,8:24.0,,Shooting foul by L. Shamet (drawn by W. Carter),61,65
248,3,8:24.0,,W. Carter makes free throw 1 of 2,61,66
249,3,8:24.0,,W. Carter makes free throw 2 of 2,61,67
250,3,8:14.0,I. Zubac misses 2-pt layup from 4 ft (block by T. Satoranský),,61,67
251,3,8:14.0,,Defensive rebound by Team,61,67
252,3,8:14.0,M. Harrell enters the game for I. Zubac,,61,67
253,3,8:14.0,,T. Young enters the game for W. Carter,61,67
254,3,7:51.0,,Z. LaVine misses 2-pt layup from 2 ft,61,67
255,3,7:50.0,,Offensive rebound by Z. LaVine,61,67
256,3,7:41.0,,L. Markkanen makes 3-pt jump shot from 23 ft (assist by T. Young),61,70
257,3,7:40.0,LA Clippers full timeout,,61,70
258,3,7:40.0,D. Walton enters the game for T. Mann,,61,70
259,3,7:20.0,M. Harrell misses 2-pt hook shot from 7 ft,,61,70
260,3,7:15.0,Offensive rebound by M. Harkless,,61,70
261,3,7:15.0,M. Harkless misses 2-pt dunk at rim,,61,70
262,3,7:14.0,,Defensive rebound by L. Markkanen,61,70
263,3,7:01.0,,L. Markkanen misses 3-pt jump shot from 26 ft,61,70
264,3,7:00.0,Defensive rebound by Team,,61,70
265,3,6:47.0,P. George misses 2-pt jump shot from 18 ft,,61,70
266,3,6:45.0,,Defensive rebound by K. Dunn,61,70
267,3,6:43.0,,Personal foul by D. Walton (drawn by L. Markkanen),61,70
268,3,6:43.0,,C. White enters the game for T. Satoranský,61,70
269,3,6:39.0,,Personal foul by D. Walton (drawn by K. Dunn),61,70
270,3,6:33.0,,T. Young makes 3-pt jump shot from 26 ft (assist by K. Dunn),61,73
271,3,6:20.0,Turnover by M. Harrell (out of bounds lost ball),,61,73
272,3,6:20.0,R. McGruder enters the game for L. Shamet,,61,73
273,3,6:08.0,,K. Dunn misses 2-pt jump shot from 4 ft (block by M. Harrell),61,73
274,3,5:59.0,,Offensive rebound by L. Markkanen,61,73
275,3,5:59.0,,L. Markkanen makes 2-pt layup from 1 ft,61,75
276,3,5:54.0,R. McGruder misses 3-pt jump shot from 24 ft,,61,75
277,3,5:52.0,,Defensive rebound by T. Young,61,75
278,3,5:51.0,,Turnover by T. Young (lost ball; steal by R. McGruder),61,75
279,3,5:48.0,Shooting foul by L. Markkanen (drawn by M. Harrell),,61,75
280,3,5:48.0,M. Harrell makes free throw 1 of 2,,62,75
281,3,5:48.0,P. Patterson enters the game for M. Harkless,,62,75
282,3,5:48.0,M. Harrell makes free throw 2 of 2,,63,75
283,3,5:48.0,,Chicago full timeout,63,75
284,3,5:25.0,,Shooting foul by M. Harrell (drawn by T. Young),63,75
285,3,5:25.0,,T. Young makes free throw 1 of 2,63,76
286,3,5:25.0,,T. Young misses free throw 2 of 2,63,76
287,3,5:21.0,,Offensive rebound by Z. LaVine,63,76
288,3,5:16.0,,Turnover by T. Young (bad pass; steal by M. Harrell),63,76
289,3,5:10.0,P. George misses 2-pt layup from 2 ft,,63,76
290,3,5:10.0,Offensive rebound by M. Harrell,,63,76
291,3,5:10.0,Shooting foul by C. White (drawn by M. Harrell),,63,76
292,3,5:10.0,M. Harrell makes free throw 1 of 2,,64,76
293,3,5:10.0,M. Harrell makes free throw 2 of 2,,65,76
294,3,4:49.0,,C. White misses 3-pt jump shot from 26 ft,65,76
295,3,4:44.0,Defensive rebound by P. George,,65,76
296,3,4:40.0,Personal foul by L. Markkanen (drawn by P. George),,65,76
297,3,4:40.0,,W. Carter enters the game for K. Dunn,65,76
298,3,4:40.0,,D. Valentine enters the game for L. Markkanen,65,76
299,3,4:25.0,P. George makes 3-pt jump shot from 27 ft (assist by D. Walton),,68,76
300,3,4:03.0,,Z. LaVine misses 3-pt jump shot from 26 ft,68,76
301,3,4:00.0,Defensive rebound by P. George,,68,76
302,3,3:55.0,P. George makes 2-pt layup from 3 ft,,70,76
303,3,3:55.0,Shooting foul by W. Carter (drawn by P. George),,70,76
304,3,3:55.0,P. George makes free throw 1 of 1,,71,76
305,3,3:38.0,,C. White misses 3-pt jump shot from 25 ft,71,76
306,3,3:36.0,Defensive rebound by P. Patterson,,71,76
307,3,3:30.0,D. Walton misses 3-pt jump shot from 25 ft,,71,76
308,3,3:27.0,Offensive rebound by P. Patterson,,71,76
309,3,3:21.0,M. Harrell makes 2-pt layup from 1 ft,,73,76
310,3,3:02.0,,Turnover by D. Valentine (traveling),73,76
311,3,2:41.0,M. Harrell misses 2-pt jump shot from 5 ft,,73,76
312,3,2:39.0,,Defensive rebound by C. White,73,76
313,3,2:34.0,,Turnover by C. White (bad pass),73,76
314,3,2:34.0,,T. Satoranský enters the game for C. White,73,76
315,3,2:25.0,Turnover by P. George (lost ball; steal by T. Satoranský),,73,76
316,3,2:21.0,,Z. LaVine makes 2-pt dunk at rim (assist by T. Young),73,78
317,3,2:03.0,D. Walton misses 3-pt jump shot from 24 ft,,73,78
318,3,1:55.0,,Defensive rebound by D. Valentine,73,78
319,3,1:33.0,,D. Valentine misses 3-pt jump shot from 26 ft,73,78
320,3,1:31.0,Defensive rebound by P. George,,73,78
321,3,1:25.0,P. Patterson makes 3-pt jump shot from 26 ft (assist by P. George),,76,78
322,3,1:06.0,,D. Valentine makes 3-pt jump shot from 25 ft (assist by T. Satoranský),76,81
323,3,0:50.0,Turnover by P. George (bad pass; steal by D. Valentine),,76,81
324,3,0:47.0,,Turnover by Z. LaVine (bad pass),76,81
325,3,0:47.0,J. Robinson enters the game for P. George,,76,81
326,3,0:40.0,M. Harrell makes 2-pt layup from 2 ft (assist by D. Walton),,78,81
327,3,0:40.0,Shooting foul by W. Carter (drawn by M. Harrell),,78,81
328,3,0:40.0,M. Harrell makes free throw 1 of 1,,79,81
329,3,0:32.0,,Z. LaVine makes 3-pt jump shot from 25 ft (assist by T. Young),79,84
330,3,0:19.0,Turnover by J. Robinson (step out of bounds),,79,84
331,3,0:00.0,,T. Young misses 2-pt jump shot from 22 ft,79,84
332,3,0:00.0,,Offensive rebound by Team,79,84
333,4,11:47.0,,T. Satoranský misses 2-pt layup from 3 ft (block by R. McGruder),79,84
334,4,11:46.0,Defensive rebound by R. McGruder,,79,84
335,4,11:37.0,P. Patterson misses 3-pt jump shot from 26 ft,,79,84
336,4,11:37.0,Offensive rebound by Team,,79,84
337,4,11:31.0,M. Harrell misses 2-pt layup from 3 ft,,79,84
338,4,11:31.0,Offensive rebound by M. Harrell,,79,84
339,4,11:30.0,M. Harrell misses 2-pt layup from 1 ft,,79,84
340,4,11:29.0,Offensive rebound by M. Harrell,,79,84
341,4,11:28.0,Shooting foul by L. Markkanen (drawn by M. Harrell),,79,84
342,4,11:28.0,M. Harrell makes free throw 1 of 2,,80,84
343,4,11:28.0,M. Harrell makes free throw 2 of 2,,81,84
344,4,11:08.0,,D. Valentine makes 3-pt jump shot from 26 ft,81,87
345,4,10:43.0,M. Harrell misses 2-pt layup from 2 ft (block by W. Carter),,81,87
346,4,10:43.0,Offensive rebound by P. Patterson,,81,87
347,4,10:43.0,Shooting foul by L. Markkanen (drawn by P. Patterson),,81,87
348,4,10:43.0,P. Patterson makes free throw 1 of 2,,82,87
349,4,10:43.0,P. Patterson misses free throw 2 of 2,,82,87
350,4,10:40.0,,Defensive rebound by L. Markkanen,82,87
351,4,10:24.0,,D. Valentine makes 2-pt jump shot from 9 ft,82,89
352,4,10:11.0,J. Robinson makes 3-pt jump shot from 24 ft (assist by R. McGruder),,85,89
353,4,9:50.0,,T. Satoranský misses 2-pt jump shot from 10 ft,85,89
354,4,9:50.0,Defensive rebound by R. McGruder,,85,89
355,4,9:45.0,Personal foul by W. Carter (drawn by M. Harrell),,85,89
356,4,9:45.0,,T. Young enters the game for W. Carter,85,89
357,4,9:32.0,Shooting foul by T. Young (drawn by M. Harrell),,85,89
358,4,9:32.0,M. Harrell makes free throw 1 of 2,,86,89
359,4,9:32.0,M. Harrell makes free throw 2 of 2,,87,89
360,4,9:16.0,,Shooting foul by R. McGruder (drawn by D. Valentine),87,89
361,4,9:16.0,,D. Valentine makes free throw 1 of 2,87,90
362,4,9:16.0,,D. Valentine makes free throw 2 of 2,87,91
363,4,9:04.0,R. McGruder misses 3-pt jump shot from 25 ft,,87,91
364,4,8:59.0,,Defensive rebound by L. Markkanen,87,91
365,4,8:51.0,,Turnover by D. Valentine (traveling),87,91
366,4,8:35.0,Turnover by M. Harrell (bad pass; steal by T. Satoranský),,87,91
367,4,8:15.0,,T. Young misses 3-pt jump shot from 26 ft,87,91
368,4,8:12.0,Defensive rebound by D. Walton,,87,91
369,4,7:56.0,P. Patterson makes 2-pt layup from 1 ft (assist by J. Robinson),,89,91
370,4,7:41.0,,Turnover by T. Young (bad pass; steal by R. McGruder),89,91
371,4,7:41.0,Personal take foul by D. Valentine (drawn by R. McGruder),,89,91
372,4,7:41.0,R. McGruder makes free throw 1 of 2,,90,91
373,4,7:41.0,R. McGruder makes free throw 2 of 2,,91,91
374,4,7:23.0,,R. Arcidiacono misses 3-pt jump shot from 26 ft,91,91
375,4,7:18.0,,Offensive rebound by T. Young,91,91
376,4,7:17.0,,D. Valentine misses 3-pt jump shot from 26 ft,91,91
377,4,7:11.0,,Offensive rebound by T. Satoranský,91,91
378,4,7:11.0,,T. Satoranský misses 2-pt layup from 1 ft,91,91
379,4,7:09.0,Defensive rebound by M. Harrell,,91,91
380,4,7:09.0,Personal foul by D. Valentine (drawn by P. Patterson),,91,91
381,4,7:09.0,P. Patterson misses free throw 1 of 2,,91,91
382,4,7:09.0,Offensive rebound by Team,,91,91
383,4,7:09.0,P. George enters the game for R. McGruder,,91,91
384,4,7:09.0,P. Patterson misses free throw 2 of 2,,91,91
385,4,7:06.0,,Defensive rebound by D. Valentine,91,91
386,4,7:03.0,,Chicago full timeout,91,91
387,4,7:03.0,L. Shamet enters the game for P. Patterson,,91,91
