,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,INDIANA_ACTION,OKLAHOMA CITY_SCORE,INDIANA_SCORE
42,1,6:30.0,S. Adams makes 2-pt hook shot from 7 ft (assist by C. Paul),,12,10
43,1,6:17.0,,D. Sabonis makes 2-pt layup from 1 ft (assist by M. Brogdon),12,12
44,1,6:04.0,Personal foul by J. Sampson (drawn by S. Adams),,12,12
45,1,6:00.0,Personal foul by J. Sampson (drawn by D. Gallinari),,12,12
46,1,5:52.0,Turnover by C. Paul (bad pass; steal by A. Holiday),,12,12
47,1,5:39.0,,Turnover by M. Brogdon (bad pass; steal by C. Paul),12,12
48,1,5:34.0,Turnover by C. Paul (bad pass; steal by T. Warren),,12,12
49,1,5:29.0,,T. Warren misses 2-pt layup at rim,12,12
50,1,5:27.0,,Offensive rebound by D. Sabonis,12,12
51,1,5:27.0,,D. Sabonis makes 2-pt layup from 1 ft,12,14
52,1,5:19.0,S. Gilgeous-Alexander makes 2-pt layup from 1 ft,,14,14
53,1,5:10.0,,M. Brogdon makes 2-pt layup at rim,14,16
54,1,4:54.0,Shooting foul by J. Sampson (drawn by D. Gallinari),,14,16
55,1,4:54.0,D. Gallinari makes free throw 1 of 2,,15,16
56,1,4:54.0,N. Noel enters the game for S. Adams,,15,16
57,1,4:54.0,D. Schröder enters the game for C. Paul,,15,16
58,1,4:54.0,,J. Holiday enters the game for J. Sampson,15,16
59,1,4:54.0,D. Gallinari makes free throw 2 of 2,,16,16
60,1,4:41.0,,M. Brogdon makes 3-pt jump shot from 28 ft (assist by T. Warren),16,19
61,1,4:22.0,N. Noel misses 2-pt jump shot from 16 ft,,16,19
62,1,4:20.0,,Defensive rebound by D. Sabonis,16,19
63,1,4:13.0,,M. Brogdon misses 2-pt layup from 2 ft,16,19
64,1,4:12.0,,Offensive rebound by Team,16,19
65,1,4:12.0,,T. McConnell enters the game for A. Holiday,16,19
66,1,4:06.0,,Shooting foul by H. Diallo (drawn by T. Warren),16,19
67,1,4:06.0,,T. Warren makes free throw 1 of 2,16,20
68,1,4:06.0,A. Nader enters the game for H. Diallo,,16,20
69,1,4:06.0,,T. Warren makes free throw 2 of 2,16,21
70,1,3:53.0,N. Noel misses 2-pt jump shot from 19 ft,,16,21
71,1,3:50.0,,Defensive rebound by M. Brogdon,16,21
72,1,3:42.0,,T. Warren makes 2-pt jump shot from 7 ft,16,23
73,1,3:31.0,D. Schröder misses 2-pt jump shot from 17 ft,,16,23
74,1,3:28.0,,Defensive rebound by T. McConnell,16,23
75,1,3:23.0,,D. Sabonis misses 2-pt layup from 2 ft,16,23
76,1,3:21.0,,Offensive rebound by D. Sabonis,16,23
77,1,3:19.0,,Turnover by T. Warren (traveling),16,23
78,1,3:19.0,Oklahoma City full timeout,,16,23
79,1,3:19.0,D. Bazley enters the game for D. Gallinari,,16,23
80,1,3:19.0,,T. Leaf enters the game for M. Brogdon,16,23
81,1,3:19.0,,D. McDermott enters the game for D. Sabonis,16,23
82,1,3:03.0,S. Gilgeous-Alexander makes 2-pt layup from 1 ft (assist by A. Nader),,18,23
83,1,2:48.0,,T. Warren misses 2-pt jump shot from 15 ft,18,23
84,1,2:47.0,Defensive rebound by S. Gilgeous-Alexander,,18,23
85,1,2:40.0,S. Gilgeous-Alexander misses 2-pt layup from 3 ft (block by T. Leaf),,18,23
86,1,2:37.0,,Defensive rebound by T. Leaf,18,23
87,1,2:28.0,,Shooting foul by S. Gilgeous-Alexander (drawn by J. Holiday),18,23
88,1,2:28.0,,J. Holiday makes free throw 1 of 3,18,24
89,1,2:28.0,,J. Holiday makes free throw 2 of 3,18,25
90,1,2:28.0,D. Burton enters the game for S. Gilgeous-Alexander,,18,25
91,1,2:28.0,,A. Johnson enters the game for T. Warren,18,25
92,1,2:28.0,,J. Holiday makes free throw 3 of 3,18,26
93,1,2:17.0,D. Burton misses 3-pt jump shot from 27 ft,,18,26
94,1,2:14.0,,Defensive rebound by T. Leaf,18,26
95,1,1:58.0,,T. Leaf makes 2-pt layup from 1 ft,18,28
96,1,1:42.0,D. Schröder makes 2-pt jump shot from 19 ft,,20,28
97,1,1:27.0,,T. McConnell misses 2-pt layup from 2 ft (block by A. Nader),20,28
98,1,1:25.0,Defensive rebound by D. Burton,,20,28
99,1,1:21.0,D. Bazley makes 2-pt dunk from 2 ft (assist by D. Schröder),,22,28
100,1,1:03.0,,T. Leaf misses 2-pt layup from 1 ft,22,28
101,1,0:59.0,Defensive rebound by D. Bazley,,22,28
102,1,0:56.0,Turnover by D. Burton (traveling),,22,28
103,1,0:44.0,,A. Johnson makes 2-pt layup from 1 ft (assist by T. McConnell),22,30
104,1,0:44.0,,Shooting foul by D. Bazley (drawn by A. Johnson),22,30
105,1,0:44.0,C. Paul enters the game for D. Bazley,,22,30
106,1,0:44.0,,A. Johnson makes free throw 1 of 1,22,31
107,1,0:36.0,Personal foul by J. Holiday (drawn by C. Paul),,22,31
108,1,0:36.0,C. Paul makes free throw 1 of 2,,23,31
109,1,0:36.0,C. Paul misses free throw 2 of 2,,23,31
110,1,0:35.0,,Defensive rebound by A. Johnson,23,31
111,1,0:13.0,,J. Holiday misses 3-pt jump shot from 26 ft,23,31
112,1,0:10.0,Defensive rebound by D. Schröder,,23,31
113,1,0:10.0,Personal foul by T. McConnell (drawn by D. Schröder),,23,31
114,1,0:10.0,D. Schröder makes free throw 1 of 2,,24,31
115,1,0:10.0,D. Schröder makes free throw 2 of 2,,25,31
116,1,0:02.0,,T. McConnell misses 2-pt layup from 2 ft (block by N. Noel),25,31
117,1,0:02.0,,Offensive rebound by J. Holiday,25,31
118,1,0:00.0,,J. Holiday misses 2-pt jump shot from 18 ft,25,31
119,1,0:00.0,,Offensive rebound by Team,25,31
120,2,11:49.0,,Turnover by T. McConnell (bad pass; steal by C. Paul),25,31
121,2,11:40.0,D. Bazley misses 3-pt jump shot from 23 ft,,25,31
122,2,11:37.0,Offensive rebound by A. Nader,,25,31
123,2,11:29.0,A. Nader misses 3-pt jump shot from 23 ft,,25,31
124,2,11:26.0,,Defensive rebound by J. Holiday,25,31
125,2,11:14.0,,D. McDermott misses 3-pt jump shot from 27 ft,25,31
126,2,11:11.0,Defensive rebound by D. Schröder,,25,31
127,2,11:06.0,D. Schröder misses 2-pt layup from 2 ft,,25,31
128,2,11:03.0,,Defensive rebound by M. Brogdon,25,31
129,2,10:59.0,,Turnover by M. Brogdon (bad pass; steal by C. Paul),25,31
130,2,10:55.0,Turnover by C. Paul (bad pass),,25,31
131,2,10:55.0,,D. Sabonis enters the game for T. Leaf,25,31
132,2,10:42.0,,D. McDermott misses 2-pt layup from 2 ft (block by N. Noel),25,31
133,2,10:38.0,Defensive rebound by C. Paul,,25,31
134,2,10:36.0,D. Bazley misses 2-pt layup from 1 ft,,25,31
135,2,10:34.0,Offensive rebound by D. Bazley,,25,31
136,2,10:34.0,D. Bazley misses 2-pt layup at rim,,25,31
137,2,10:34.0,,Defensive rebound by J. Holiday,25,31
138,2,10:15.0,,Turnover by D. McDermott (bad pass; steal by N. Noel),25,31
139,2,10:10.0,D. Bazley makes 2-pt layup from 2 ft,,27,31
140,2,9:54.0,,J. Holiday misses 3-pt jump shot from 24 ft,27,31
141,2,9:52.0,,Offensive rebound by D. Sabonis,27,31
142,2,9:51.0,,D. Sabonis makes 2-pt layup from 1 ft,27,33
143,2,9:37.0,Shooting foul by D. Sabonis (drawn by A. Nader),,27,33
144,2,9:37.0,A. Nader makes free throw 1 of 2,,28,33
145,2,9:37.0,M. Muscala enters the game for N. Noel,,28,33
146,2,9:37.0,A. Nader makes free throw 2 of 2,,29,33
147,2,9:22.0,,D. Sabonis misses 2-pt layup from 1 ft,29,33
148,2,9:21.0,,Offensive rebound by D. Sabonis,29,33
149,2,9:19.0,,D. Sabonis makes 2-pt layup from 1 ft,29,35
150,2,9:02.0,C. Paul makes 2-pt jump shot from 19 ft,,31,35
151,2,8:34.0,,D. Sabonis misses 2-pt hook shot from 11 ft,31,35
152,2,8:33.0,,Offensive rebound by Team,31,35
153,2,8:33.0,,Turnover by Team (shot clock),31,35
154,2,8:33.0,,A. Holiday enters the game for J. Holiday,31,35
155,2,8:33.0,,T. Warren enters the game for T. McConnell,31,35
156,2,8:23.0,C. Paul misses 2-pt layup from 2 ft,,31,35
157,2,8:21.0,,Defensive rebound by D. Sabonis,31,35
158,2,8:10.0,,D. Sabonis makes 2-pt layup from 1 ft,31,37
159,2,7:51.0,D. Schröder misses 2-pt layup from 1 ft,,31,37
160,2,7:48.0,,Defensive rebound by A. Holiday,31,37
161,2,7:32.0,,M. Brogdon makes 3-pt jump shot from 27 ft (assist by T. Warren),31,40
162,2,7:30.0,Oklahoma City full timeout,,31,40
163,2,7:30.0,D. Gallinari enters the game for D. Bazley,,31,40
164,2,7:30.0,S. Gilgeous-Alexander enters the game for C. Paul,,31,40
165,2,7:17.0,A. Nader misses 2-pt layup from 2 ft,,31,40
166,2,7:15.0,,Defensive rebound by M. Brogdon,31,40
167,2,7:08.0,,M. Brogdon misses 2-pt jump shot from 10 ft,31,40
168,2,7:06.0,,Offensive rebound by M. Brogdon,31,40
169,2,7:06.0,,M. Brogdon misses 2-pt layup from 1 ft,31,40
170,2,7:06.0,,Offensive rebound by Team,31,40
171,2,6:54.0,,M. Brogdon misses 3-pt jump shot from 27 ft,31,40
172,2,6:51.0,Defensive rebound by D. Gallinari,,31,40
173,2,6:43.0,M. Muscala misses 3-pt jump shot from 26 ft,,31,40
174,2,6:40.0,,Defensive rebound by D. McDermott,31,40
175,2,6:27.0,,D. Sabonis makes 2-pt layup from 1 ft,31,42
176,2,6:12.0,S. Gilgeous-Alexander misses 2-pt layup from 2 ft,,31,42
177,2,6:11.0,,Defensive rebound by D. Sabonis,31,42
178,2,5:53.0,,M. Brogdon misses 2-pt layup from 1 ft,31,42
179,2,5:52.0,,Offensive rebound by Team,31,42
180,2,5:52.0,S. Adams enters the game for M. Muscala,,31,42
181,2,5:52.0,H. Diallo enters the game for A. Nader,,31,42
182,2,5:52.0,,J. Holiday enters the game for M. Brogdon,31,42
183,2,5:52.0,,T. McConnell enters the game for D. McDermott,31,42
184,2,5:51.0,,T. Warren makes 2-pt jump shot from 11 ft (assist by A. Holiday),31,44
185,2,5:35.0,Personal foul by T. Warren (drawn by D. Gallinari),,31,44
186,2,5:30.0,Personal foul by A. Holiday (drawn by D. Schröder),,31,44
187,2,5:18.0,S. Gilgeous-Alexander misses 2-pt layup from 3 ft,,31,44
188,2,5:18.0,Offensive rebound by Team,,31,44
189,2,5:18.0,,Loose ball foul by J. Holiday (drawn by S. Adams),31,44
190,2,5:18.0,,D. McDermott enters the game for A. Holiday,31,44
191,2,5:10.0,D. Schröder misses 2-pt jump shot from 20 ft,,31,44
192,2,5:07.0,,Defensive rebound by T. McConnell,31,44
193,2,5:00.0,,D. McDermott misses 3-pt jump shot from 28 ft,31,44
194,2,4:56.0,Defensive rebound by H. Diallo,,31,44
195,2,4:49.0,Offensive foul by D. Schröder (drawn by D. Sabonis),,31,44
196,2,4:49.0,Turnover by D. Schröder (offensive foul),,31,44
197,2,4:35.0,,Turnover by D. McDermott (traveling),31,44
198,2,4:19.0,D. Gallinari misses 2-pt layup from 1 ft,,31,44
199,2,4:18.0,Offensive rebound by S. Adams,,31,44
200,2,4:16.0,S. Adams makes 2-pt layup from 2 ft,,33,44
201,2,4:07.0,,Indiana full timeout,33,44
202,2,4:07.0,C. Paul enters the game for D. Schröder,,33,44
203,2,4:07.0,,M. Brogdon enters the game for T. McConnell,33,44
204,2,4:00.0,,T. Warren makes 2-pt jump shot from 16 ft (assist by M. Brogdon),33,46
205,2,3:43.0,H. Diallo makes 2-pt jump shot from 2 ft (assist by C. Paul),,35,46
206,2,3:23.0,,M. Brogdon misses 2-pt jump shot from 14 ft,35,46
207,2,3:21.0,Defensive rebound by S. Adams,,35,46
208,2,3:14.0,Turnover by S. Gilgeous-Alexander (lost ball; steal by T. Warren),,35,46
209,2,3:06.0,,M. Brogdon makes 2-pt layup from 1 ft,35,48
210,2,2:52.0,Turnover by H. Diallo (traveling),,35,48
211,2,2:41.0,,Shooting foul by H. Diallo (drawn by M. Brogdon),35,48
212,2,2:41.0,,M. Brogdon makes free throw 1 of 2,35,49
213,2,2:41.0,D. Schröder enters the game for H. Diallo,,35,49
214,2,2:41.0,,M. Brogdon makes free throw 2 of 2,35,50
215,2,2:31.0,Personal foul by M. Brogdon (drawn by C. Paul),,35,50
216,2,2:31.0,C. Paul makes free throw 1 of 2,,36,50
217,2,2:31.0,C. Paul makes free throw 2 of 2,,37,50
218,2,2:20.0,,D. McDermott misses 2-pt jump shot from 16 ft,37,50
219,2,2:17.0,Defensive rebound by C. Paul,,37,50
220,2,2:11.0,C. Paul misses 2-pt jump shot from 15 ft,,37,50
221,2,2:09.0,,Defensive rebound by Team,37,50
222,2,1:58.0,,M. Brogdon makes 2-pt jump shot from 16 ft,37,52
223,2,1:35.0,Shooting foul by M. Brogdon (drawn by D. Gallinari),,37,52
224,2,1:35.0,D. Gallinari makes free throw 1 of 2,,38,52
225,2,1:35.0,D. Gallinari makes free throw 2 of 2,,39,52
226,2,1:24.0,,D. Sabonis misses 2-pt layup from 1 ft,39,52
227,2,1:23.0,,Offensive rebound by D. Sabonis,39,52
228,2,1:23.0,,D. Sabonis misses 2-pt layup from 1 ft,39,52
229,2,1:23.0,Defensive rebound by S. Gilgeous-Alexander,,39,52
230,2,1:16.0,D. Schröder misses 3-pt jump shot from 28 ft,,39,52
231,2,1:11.0,Offensive rebound by S. Gilgeous-Alexander,,39,52
232,2,1:00.0,D. Gallinari misses 3-pt jump shot from 22 ft (block by T. Warren),,39,52
233,2,0:56.0,,Defensive rebound by D. Sabonis,39,52
234,2,0:52.0,,T. Warren misses 2-pt layup from 2 ft,39,52
235,2,0:50.0,Defensive rebound by C. Paul,,39,52
236,2,0:46.0,S. Gilgeous-Alexander makes 3-pt jump shot from 28 ft (assist by C. Paul),,42,52
237,2,0:31.0,,Turnover by D. Sabonis (bad pass; steal by S. Gilgeous-Alexander),42,52
238,2,0:11.0,S. Gilgeous-Alexander misses 2-pt jump shot from 20 ft,,42,52
239,2,0:09.0,,Defensive rebound by M. Brogdon,42,52
240,2,0:03.0,,M. Brogdon misses 3-pt jump shot from 27 ft,42,52
241,2,0:03.0,Defensive rebound by S. Adams,,42,52
242,3,11:45.0,,Personal foul by C. Paul (drawn by M. Brogdon),42,52
243,3,11:38.0,,M. Brogdon misses 2-pt jump shot from 19 ft,42,52
244,3,11:34.0,Defensive rebound by C. Paul,,42,52
245,3,11:21.0,Turnover by S. Gilgeous-Alexander (bad pass; steal by J. Sampson),,42,52
246,3,11:10.0,,J. Sampson makes 3-pt jump shot from 27 ft (assist by M. Brogdon),42,55
247,3,10:54.0,C. Paul misses 3-pt jump shot from 27 ft,,42,55
248,3,10:51.0,,Defensive rebound by D. Sabonis,42,55
249,3,10:34.0,,T. Warren makes 2-pt jump shot from 13 ft,42,57
250,3,10:15.0,D. Gallinari misses 2-pt jump shot from 4 ft,,42,57
251,3,10:13.0,Offensive rebound by D. Gallinari,,42,57
252,3,10:13.0,Shooting foul by M. Brogdon (drawn by D. Gallinari),,42,57
253,3,10:13.0,D. Gallinari makes free throw 1 of 2,,43,57
254,3,10:13.0,D. Gallinari makes free throw 2 of 2,,44,57
255,3,10:02.0,,T. Warren makes 2-pt jump shot from 11 ft (assist by A. Holiday),44,59
256,3,9:49.0,S. Adams makes 2-pt jump shot from 7 ft (assist by C. Paul),,46,59
257,3,9:33.0,,T. Warren makes 2-pt jump shot from 18 ft,46,61
258,3,9:16.0,C. Paul misses 3-pt jump shot from 24 ft,,46,61
259,3,9:12.0,,Defensive rebound by J. Sampson,46,61
260,3,9:04.0,,A. Holiday misses 2-pt jump shot from 19 ft,46,61
261,3,9:01.0,Defensive rebound by S. Gilgeous-Alexander,,46,61
262,3,8:52.0,D. Gallinari misses 3-pt jump shot from 30 ft,,46,61
263,3,8:48.0,,Defensive rebound by T. Warren,46,61
264,3,8:29.0,,D. Sabonis makes 2-pt hook shot from 6 ft,46,63
265,3,8:15.0,C. Paul makes 2-pt jump shot from 10 ft,,48,63
266,3,7:50.0,,T. Warren makes 2-pt jump shot from 16 ft (assist by D. Sabonis),48,65
267,3,7:36.0,D. Gallinari makes 2-pt dunk from 2 ft (assist by S. Adams),,50,65
268,3,7:21.0,,D. Sabonis makes 2-pt jump shot from 19 ft (assist by T. Warren),50,67
269,3,7:05.0,Shooting foul by D. Sabonis (drawn by S. Gilgeous-Alexander),,50,67
270,3,7:05.0,S. Gilgeous-Alexander makes free throw 1 of 2,,51,67
271,3,7:05.0,D. Burton enters the game for H. Diallo,,51,67
272,3,7:05.0,S. Gilgeous-Alexander makes free throw 2 of 2,,52,67
273,3,6:52.0,,Offensive foul by M. Brogdon (drawn by C. Paul),52,67
274,3,6:52.0,,Turnover by M. Brogdon (offensive foul),52,67
275,3,6:52.0,,Indiana full timeout,52,67
276,3,6:52.0,,T. McConnell enters the game for M. Brogdon,52,67
277,3,6:30.0,D. Burton misses 3-pt jump shot from 29 ft,,52,67
278,3,6:28.0,,Defensive rebound by A. Holiday,52,67
279,3,6:05.0,,D. Sabonis misses 2-pt hook shot from 7 ft,52,67
280,3,6:03.0,,Offensive rebound by D. Sabonis,52,67
281,3,6:02.0,,D. Sabonis makes 2-pt layup from 2 ft,52,69
282,3,5:54.0,Shooting foul by J. Sampson (drawn by D. Gallinari),,52,69
283,3,5:54.0,D. Gallinari makes free throw 1 of 2,,53,69
284,3,5:54.0,N. Noel enters the game for S. Adams,,53,69
285,3,5:54.0,,J. Holiday enters the game for J. Sampson,53,69
286,3,5:54.0,D. Gallinari makes free throw 2 of 2,,54,69
287,3,5:44.0,,T. McConnell misses 2-pt jump shot from 16 ft,54,69
288,3,5:41.0,Defensive rebound by D. Gallinari,,54,69
289,3,5:38.0,D. Burton makes 2-pt layup from 2 ft (assist by C. Paul),,56,69
290,3,5:30.0,,Personal foul by N. Noel (drawn by A. Holiday),56,69
291,3,5:20.0,,T. Warren makes 3-pt jump shot from 28 ft,56,72
292,3,4:59.0,D. Burton misses 3-pt jump shot from 24 ft,,56,72
293,3,4:55.0,Offensive rebound by S. Gilgeous-Alexander,,56,72
294,3,4:53.0,S. Gilgeous-Alexander misses 3-pt jump shot from 26 ft,,56,72
295,3,4:49.0,,Defensive rebound by D. Sabonis,56,72
296,3,4:44.0,,Turnover by D. Sabonis (lost ball; steal by N. Noel),56,72
297,3,4:25.0,S. Gilgeous-Alexander misses 2-pt layup from 1 ft,,56,72
298,3,4:23.0,,Defensive rebound by Team,56,72
299,3,4:23.0,D. Schröder enters the game for S. Gilgeous-Alexander,,56,72
300,3,4:09.0,,A. Holiday makes 3-pt jump shot from 27 ft (assist by D. Sabonis),56,75
301,3,3:48.0,C. Paul misses 2-pt jump shot from 12 ft,,56,75
302,3,3:46.0,,Defensive rebound by Team,56,75
303,3,3:46.0,Loose ball foul by C. Paul (drawn by T. McConnell),,56,75
304,3,3:46.0,D. Bazley enters the game for D. Gallinari,,56,75
305,3,3:46.0,,T. Leaf enters the game for D. Sabonis,56,75
306,3,3:31.0,,T. McConnell makes 2-pt jump shot from 16 ft (assist by A. Holiday),56,77
307,3,3:29.0,Oklahoma City full timeout,,56,77
308,3,3:29.0,A. Nader enters the game for C. Paul,,56,77
309,3,3:09.0,A. Nader misses 2-pt layup from 1 ft,,56,77
310,3,3:07.0,,Defensive rebound by J. Holiday,56,77
311,3,2:56.0,,A. Holiday makes 3-pt jump shot from 23 ft (assist by T. McConnell),56,80
312,3,2:34.0,A. Nader makes 2-pt layup from 1 ft,,58,80
313,3,2:15.0,,Personal foul by N. Noel (drawn by J. Holiday),58,80
314,3,2:15.0,,D. McDermott enters the game for A. Holiday,58,80
315,3,2:07.0,,T. McConnell makes 2-pt layup from 2 ft,58,82
316,3,1:54.0,Turnover by A. Nader (bad pass; steal by T. McConnell),,58,82
317,3,1:49.0,,D. McDermott makes 2-pt layup from 3 ft (assist by T. McConnell),58,84
318,3,1:48.0,Oklahoma City full timeout,,58,84
319,3,1:33.0,D. Burton makes 2-pt jump shot from 18 ft (assist by D. Schröder),,60,84
320,3,1:19.0,,Turnover by T. McConnell (bad pass; steal by D. Schröder),60,84
321,3,1:13.0,A. Nader misses 2-pt layup from 2 ft,,60,84
322,3,1:11.0,,Defensive rebound by D. McDermott,60,84
323,3,0:59.0,,D. McDermott misses 3-pt jump shot from 23 ft,60,84
324,3,0:56.0,Defensive rebound by D. Bazley,,60,84
325,3,0:50.0,D. Schröder misses 3-pt jump shot from 28 ft,,60,84
326,3,0:47.0,,Defensive rebound by J. Holiday,60,84
327,3,0:30.0,,T. McConnell makes 2-pt layup from 1 ft,60,86
328,3,0:30.0,Violation by Team (def goaltending),,60,86
329,3,0:18.0,N. Noel makes 2-pt dunk at rim (assist by D. Burton),,62,86
330,3,0:05.0,,T. McConnell misses 2-pt jump shot from 19 ft,62,86
331,3,0:03.0,Defensive rebound by Team,,62,86
332,3,0:03.0,,Loose ball foul by T. Warren (drawn by D. Burton),62,86
333,3,0:03.0,M. Muscala enters the game for N. Noel,,62,86
334,3,0:00.0,D. Schröder misses 3-pt jump shot from 37 ft,,62,86
335,3,0:00.0,Offensive rebound by Team,,62,86
336,4,11:54.0,D. Burton misses 2-pt layup from 5 ft,,62,86
337,4,11:52.0,,Defensive rebound by T. McConnell,62,86
338,4,11:31.0,,J. Holiday misses 3-pt jump shot from 29 ft,62,86
339,4,11:28.0,Defensive rebound by D. Burton,,62,86
340,4,11:18.0,D. Burton misses 2-pt layup from 1 ft,,62,86
341,4,11:16.0,,Defensive rebound by D. McDermott,62,86
342,4,11:10.0,,T. Leaf makes 2-pt dunk from 1 ft (assist by D. McDermott),62,88
343,4,10:56.0,A. Nader misses 2-pt layup from 2 ft,,62,88
344,4,10:54.0,,Defensive rebound by T. Warren,62,88
345,4,10:39.0,,Shooting foul by D. Burton (drawn by T. Leaf),62,88
346,4,10:39.0,,T. Leaf makes free throw 1 of 2,62,89
347,4,10:39.0,H. Diallo enters the game for D. Burton,,62,89
348,4,10:39.0,S. Gilgeous-Alexander enters the game for A. Nader,,62,89
349,4,10:39.0,,A. Holiday enters the game for T. Warren,62,89
350,4,10:39.0,,T. Leaf misses free throw 2 of 2,62,89
351,4,10:37.0,Defensive rebound by N. Noel,,62,89
352,4,10:24.0,Turnover by D. Schröder (bad pass; steal by T. Leaf),,62,89
353,4,10:20.0,,D. McDermott makes 2-pt layup from 1 ft (assist by J. Holiday),62,91
354,4,9:53.0,S. Gilgeous-Alexander misses 2-pt jump shot from 20 ft,,62,91
355,4,9:50.0,,Defensive rebound by T. McConnell,62,91
356,4,9:44.0,,T. McConnell misses 2-pt layup from 1 ft (block by N. Noel),62,91
357,4,9:44.0,Defensive rebound by Team,,62,91
358,4,9:44.0,Oklahoma City full timeout,,62,91
359,4,9:44.0,Instant Replay (Challenge: Ruling Stands),,62,91
360,4,9:30.0,D. Schröder makes 3-pt jump shot from 27 ft (assist by H. Diallo),,65,91
361,4,9:03.0,,D. McDermott misses 3-pt jump shot from 24 ft,65,91
362,4,9:00.0,Defensive rebound by D. Bazley,,65,91
363,4,8:52.0,D. Schröder makes 2-pt layup from 1 ft,,67,91
364,4,8:28.0,,Turnover by T. McConnell (traveling),67,91
365,4,8:28.0,,M. Brogdon enters the game for T. Leaf,67,91
366,4,8:28.0,,D. Sabonis enters the game for T. McConnell,67,91
367,4,8:17.0,N. Noel misses 2-pt jump shot from 7 ft,,67,91
368,4,8:14.0,,Defensive rebound by D. Sabonis,67,91
369,4,8:06.0,,A. Holiday makes 2-pt jump shot from 8 ft,67,93
370,4,8:06.0,,Shooting foul by D. Schröder (drawn by A. Holiday),67,93
371,4,8:06.0,,A. Holiday makes free throw 1 of 1,67,94
372,4,7:52.0,Shooting foul by D. Sabonis (drawn by D. Bazley),,67,94
373,4,7:52.0,D. Bazley misses free throw 1 of 2,,67,94
374,4,7:52.0,Offensive rebound by Team,,67,94
375,4,7:52.0,D. Bazley makes free throw 2 of 2,,68,94
376,4,7:36.0,,M. Brogdon makes 2-pt layup from 1 ft,68,96
377,4,7:29.0,H. Diallo misses 2-pt layup from 2 ft (block by D. Sabonis),,68,96
378,4,7:25.0,,Defensive rebound by D. Sabonis,68,96
379,4,7:19.0,,D. McDermott makes 3-pt jump shot from 28 ft (assist by M. Brogdon),68,99
