,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,PORTLAND_ACTION,NEW ORLEANS_SCORE,PORTLAND_SCORE
0,1,11:54.0,J. Holiday makes 3-pt jump shot from 25 ft (assist by Z. Williamson),,3,0
1,1,11:32.0,,G. Trent misses 2-pt jump shot from 16 ft,3,0
2,1,11:30.0,Defensive rebound by Z. Williamson,,3,0
3,1,11:11.0,J. Holiday misses 2-pt layup from 2 ft (block by H. Whiteside),,3,0
4,1,11:09.0,,Defensive rebound by C. Anthony,3,0
5,1,11:04.0,,Turnover by T. Ariza (lost ball; steal by L. Ball),3,0
6,1,10:57.0,Z. Williamson makes 2-pt layup from 1 ft (assist by B. Ingram),,5,0
7,1,10:29.0,,C. McCollum makes 2-pt jump shot from 20 ft (assist by H. Whiteside),5,2
8,1,10:05.0,Z. Williamson makes 2-pt layup from 2 ft (assist by B. Ingram),,7,2
9,1,9:53.0,,G. Trent makes 3-pt jump shot from 24 ft (assist by C. McCollum),7,5
10,1,9:35.0,B. Ingram makes 3-pt jump shot from 25 ft (assist by L. Ball),,10,5
11,1,9:18.0,,C. Anthony makes 3-pt jump shot from 25 ft (assist by G. Trent),10,8
12,1,9:09.0,Shooting foul by H. Whiteside (drawn by Z. Williamson),,10,8
13,1,9:09.0,Z. Williamson makes free throw 1 of 2,,11,8
14,1,9:09.0,Z. Williamson makes free throw 2 of 2,,12,8
15,1,8:46.0,,C. Anthony makes 2-pt jump shot from 18 ft (assist by C. McCollum),12,10
16,1,8:32.0,Turnover by B. Ingram (bad pass),,12,10
17,1,8:09.0,,G. Trent makes 2-pt jump shot from 7 ft,12,12
18,1,7:58.0,Turnover by J. Holiday (step out of bounds),,12,12
19,1,7:44.0,,C. McCollum misses 3-pt jump shot from 29 ft,12,12
20,1,7:42.0,Defensive rebound by D. Favors,,12,12
21,1,7:34.0,B. Ingram misses 2-pt jump shot from 20 ft,,12,12
22,1,7:31.0,Offensive rebound by Team,,12,12
23,1,7:26.0,L. Ball makes 3-pt jump shot from 23 ft (assist by B. Ingram),,15,12
24,1,7:08.0,,C. Anthony misses 2-pt jump shot from 18 ft,15,12
25,1,7:06.0,Defensive rebound by D. Favors,,15,12
26,1,7:01.0,Shooting foul by T. Ariza (drawn by B. Ingram),,15,12
27,1,7:01.0,B. Ingram makes free throw 1 of 3,,16,12
28,1,7:01.0,B. Ingram makes free throw 2 of 3,,17,12
29,1,7:01.0,B. Ingram makes free throw 3 of 3,,18,12
30,1,6:50.0,,C. Anthony misses 3-pt jump shot from 25 ft,18,12
31,1,6:47.0,Defensive rebound by B. Ingram,,18,12
32,1,6:40.0,B. Ingram misses 2-pt jump shot from 14 ft,,18,12
33,1,6:39.0,,Defensive rebound by H. Whiteside,18,12
34,1,6:35.0,,T. Ariza makes 2-pt layup from 1 ft (assist by C. McCollum),18,14
35,1,6:35.0,,Shooting foul by L. Ball (drawn by T. Ariza),18,14
36,1,6:35.0,,Portland full timeout,18,14
37,1,6:35.0,,T. Ariza makes free throw 1 of 1,18,15
38,1,6:11.0,Turnover by J. Holiday (lost ball; steal by C. Anthony),,18,15
39,1,5:58.0,,C. Anthony misses 2-pt layup from 2 ft (block by L. Ball),18,15
40,1,5:58.0,Defensive rebound by D. Favors,,18,15
41,1,5:52.0,B. Ingram makes 2-pt layup from 1 ft (assist by L. Ball),,20,15
42,1,5:31.0,,C. McCollum misses 2-pt jump shot from 4 ft,20,15
43,1,5:28.0,Defensive rebound by J. Holiday,,20,15
44,1,5:26.0,Z. Williamson makes 2-pt layup from 1 ft (assist by J. Holiday),,22,15
45,1,5:26.0,Shooting foul by C. Anthony (drawn by Z. Williamson),,22,15
46,1,5:26.0,Z. Williamson misses free throw 1 of 1,,22,15
47,1,5:23.0,,Defensive rebound by H. Whiteside,22,15
48,1,5:13.0,,H. Whiteside makes 2-pt hook shot from 2 ft (assist by C. McCollum),22,17
49,1,4:54.0,B. Ingram makes 2-pt layup from 2 ft,,24,17
50,1,4:41.0,,Turnover by C. McCollum (bad pass; steal by J. Holiday),24,17
51,1,4:39.0,Z. Williamson makes 2-pt dunk from 1 ft (assist by L. Ball),,26,17
52,1,4:34.0,,Turnover by T. Ariza (inbound),26,17
53,1,4:34.0,J. Redick enters the game for Z. Williamson,,26,17
54,1,4:30.0,L. Ball makes 3-pt jump shot from 24 ft (assist by B. Ingram),,29,17
55,1,4:16.0,,C. McCollum misses 3-pt jump shot from 25 ft,29,17
56,1,4:15.0,,Offensive rebound by C. Anthony,29,17
57,1,4:15.0,,Shooting foul by B. Ingram (drawn by C. Anthony),29,17
58,1,4:15.0,,C. Anthony makes free throw 1 of 2,29,18
59,1,4:15.0,J. Hayes enters the game for D. Favors,,29,18
60,1,4:15.0,,C. Anthony makes free throw 2 of 2,29,19
61,1,4:08.0,J. Redick misses 3-pt jump shot from 25 ft,,29,19
62,1,4:08.0,,Defensive rebound by T. Ariza,29,19
63,1,3:54.0,,C. Anthony makes 2-pt layup from 1 ft,29,21
64,1,3:41.0,Shooting foul by H. Whiteside (drawn by J. Hayes),,29,21
65,1,3:41.0,J. Hart enters the game for L. Ball,,29,21
66,1,3:41.0,,N. Little enters the game for C. Anthony,29,21
67,1,3:41.0,,A. Simons enters the game for G. Trent,29,21
68,1,3:41.0,,C. Swanigan enters the game for H. Whiteside,29,21
69,1,3:32.0,J. Redick makes 2-pt jump shot from 19 ft (assist by J. Hayes),,31,21
70,1,3:15.0,,C. McCollum makes 3-pt jump shot from 28 ft (assist by N. Little),31,24
71,1,3:03.0,J. Hayes makes 2-pt layup from 3 ft (assist by J. Holiday),,33,24
72,1,2:55.0,,Personal foul by J. Hayes (drawn by C. Swanigan),33,24
73,1,2:55.0,New Orleans full timeout,,33,24
74,1,2:50.0,,C. McCollum makes 2-pt jump shot from 10 ft,33,26
75,1,2:36.0,Turnover by J. Holiday (bad pass; steal by T. Ariza),,33,26
76,1,2:27.0,,T. Ariza makes 2-pt dunk from 2 ft (assist by C. McCollum),33,28
77,1,2:15.0,Personal foul by N. Little (drawn by J. Holiday),,33,28
78,1,2:15.0,J. Holiday makes free throw 1 of 2,,34,28
79,1,2:15.0,N. Melli enters the game for B. Ingram,,34,28
80,1,2:15.0,,W. Gabriel enters the game for T. Ariza,34,28
81,1,2:15.0,J. Holiday misses free throw 2 of 2,,34,28
82,1,2:13.0,,Defensive rebound by C. Swanigan,34,28
83,1,2:03.0,,C. McCollum misses 3-pt jump shot from 25 ft,34,28
84,1,1:58.0,,Offensive rebound by Team,34,28
85,1,1:50.0,,N. Little makes 3-pt jump shot from 26 ft (assist by C. McCollum),34,31
86,1,1:39.0,Shooting foul by C. Swanigan (drawn by J. Hayes),,34,31
87,1,1:39.0,J. Hayes makes free throw 1 of 2,,35,31
88,1,1:39.0,J. Hayes makes free throw 2 of 2,,36,31
89,1,1:22.0,,C. Swanigan makes 2-pt dunk from 1 ft (assist by C. McCollum),36,33
90,1,1:14.0,Shooting foul by C. Swanigan (drawn by J. Holiday),,36,33
91,1,1:14.0,J. Holiday makes free throw 1 of 2,,37,33
92,1,1:14.0,J. Holiday makes free throw 2 of 2,,38,33
93,1,0:58.0,,A. Simons misses 2-pt layup from 2 ft,38,33
94,1,0:56.0,,Offensive rebound by W. Gabriel,38,33
95,1,0:54.0,,N. Little misses 2-pt jump shot from 3 ft,38,33
96,1,0:51.0,,Offensive rebound by W. Gabriel,38,33
97,1,0:43.0,,N. Little makes 2-pt layup from 1 ft,38,35
98,1,0:33.0,J. Hayes misses 2-pt layup from 2 ft,,38,35
99,1,0:32.0,,Defensive rebound by A. Simons,38,35
100,1,0:26.0,,Turnover by C. Swanigan (bad pass),38,35
101,1,0:26.0,,G. Trent enters the game for C. McCollum,38,35
102,1,0:23.0,J. Redick makes 2-pt jump shot from 22 ft (assist by J. Holiday),,40,35
103,1,0:19.0,,Personal take foul by J. Holiday (drawn by A. Simons),40,35
104,1,0:19.0,,C. McCollum enters the game for W. Gabriel,40,35
105,1,0:03.0,,A. Simons misses 2-pt hook shot from 2 ft (block by J. Hayes),40,35
106,1,0:01.0,Defensive rebound by J. Redick,,40,35
107,1,0:00.0,J. Redick misses 3-pt jump shot from 28 ft,,40,35
108,1,0:00.0,Offensive rebound by Team,,40,35
109,1,0:23.0,Instant Replay (Request: Ruling Stands),,40,35
110,2,11:44.0,,Shooting foul by N. Melli (drawn by A. Simons),40,35
111,2,11:44.0,,A. Simons misses free throw 1 of 2,40,35
112,2,11:44.0,,Offensive rebound by Team,40,35
113,2,11:44.0,,A. Simons makes free throw 2 of 2,40,36
114,2,11:33.0,Z. Williamson misses 2-pt layup from 3 ft,,40,36
115,2,11:31.0,,Defensive rebound by H. Whiteside,40,36
116,2,11:22.0,,H. Whiteside misses 2-pt hook shot from 8 ft,40,36
117,2,11:19.0,,Offensive rebound by Team,40,36
118,2,11:16.0,,H. Whiteside misses 2-pt jump shot from 15 ft,40,36
119,2,11:15.0,,Offensive rebound by H. Whiteside,40,36
120,2,11:14.0,,H. Whiteside makes 2-pt dunk from 1 ft,40,38
121,2,10:57.0,J. Redick misses 2-pt jump shot from 18 ft,,40,38
122,2,10:54.0,,Defensive rebound by H. Whiteside,40,38
123,2,10:45.0,,G. Trent misses 2-pt jump shot from 13 ft,40,38
124,2,10:43.0,Defensive rebound by J. Hart,,40,38
125,2,10:35.0,N. Melli makes 3-pt jump shot from 26 ft (assist by Z. Williamson),,43,38
126,2,10:13.0,,H. Whiteside makes 2-pt hook shot from 2 ft,43,40
127,2,10:00.0,N. Melli makes 3-pt jump shot from 27 ft (assist by L. Ball),,46,40
128,2,9:42.0,,Turnover by C. Anthony (bad pass; steal by Z. Williamson),46,40
129,2,9:38.0,L. Ball makes 2-pt layup at rim (assist by Z. Williamson),,48,40
130,2,9:17.0,,N. Little misses 3-pt jump shot from 25 ft,48,40
131,2,9:16.0,Defensive rebound by L. Ball,,48,40
132,2,9:14.0,Shooting foul by N. Little (drawn by J. Hart),,48,40
133,2,9:14.0,J. Hart makes free throw 1 of 2,,49,40
134,2,9:14.0,J. Hart makes free throw 2 of 2,,50,40
135,2,8:58.0,,H. Whiteside misses 2-pt layup from 1 ft,50,40
136,2,8:56.0,Defensive rebound by L. Ball,,50,40
137,2,8:48.0,N. Melli misses 3-pt jump shot from 27 ft,,50,40
138,2,8:43.0,,Defensive rebound by C. Anthony,50,40
139,2,8:34.0,,A. Simons makes 2-pt layup from 2 ft,50,42
140,2,8:34.0,,Shooting foul by J. Redick (drawn by A. Simons),50,42
141,2,8:34.0,,A. Simons makes free throw 1 of 1,50,43
142,2,8:27.0,Personal foul by A. Simons (drawn by J. Redick),,50,43
143,2,8:27.0,B. Ingram enters the game for J. Redick,,50,43
144,2,8:27.0,,T. Ariza enters the game for N. Little,50,43
145,2,8:16.0,Z. Williamson makes 2-pt layup from 1 ft (assist by B. Ingram),,52,43
146,2,8:07.0,,G. Trent makes 3-pt jump shot from 22 ft (assist by A. Simons),52,46
147,2,7:54.0,Turnover by L. Ball (bad pass; steal by A. Simons),,52,46
148,2,7:49.0,,C. Anthony misses 3-pt jump shot from 25 ft,52,46
149,2,7:46.0,Defensive rebound by B. Ingram,,52,46
150,2,7:37.0,Z. Williamson makes 2-pt dunk from 1 ft (assist by B. Ingram),,54,46
151,2,7:37.0,,Portland full timeout,54,46
152,2,7:26.0,,A. Simons misses 3-pt jump shot from 25 ft,54,46
153,2,7:24.0,,Offensive rebound by Team,54,46
154,2,7:19.0,,H. Whiteside misses 2-pt hook shot from 2 ft,54,46
155,2,7:18.0,Defensive rebound by J. Hart,,54,46
156,2,7:06.0,Z. Williamson misses 2-pt layup from 2 ft,,54,46
157,2,7:04.0,,Defensive rebound by T. Ariza,54,46
158,2,6:54.0,,Personal foul by N. Melli (drawn by C. Anthony),54,46
159,2,6:42.0,,A. Simons misses 2-pt jump shot from 15 ft,54,46
160,2,6:39.0,Defensive rebound by N. Melli,,54,46
161,2,6:31.0,Turnover by N. Melli (traveling),,54,46
162,2,6:31.0,,C. McCollum enters the game for A. Simons,54,46
163,2,6:25.0,,Offensive foul by C. Anthony (drawn by Z. Williamson),54,46
164,2,6:25.0,,Turnover by C. Anthony (offensive foul),54,46
165,2,6:25.0,D. Favors enters the game for Z. Williamson,,54,46
166,2,6:25.0,,W. Gabriel enters the game for H. Whiteside,54,46
167,2,6:04.0,Shooting foul by T. Ariza (drawn by B. Ingram),,54,46
