,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,TORONTO_ACTION,LA CLIPPERS_SCORE,TORONTO_SCORE
382,4,10:11.0,P. Patterson misses 2-pt dunk from 1 ft (block by S. Ibaka),,93,75
383,4,10:11.0,Offensive rebound by Team,,93,75
384,4,10:07.0,M. Harkless makes 2-pt dunk at rim (assist by P. George),,95,75
385,4,9:50.0,,T. Davis misses 3-pt jump shot from 26 ft,95,75
386,4,9:47.0,Defensive rebound by P. Patterson,,95,75
387,4,9:39.0,P. George misses 3-pt jump shot from 30 ft,,95,75
388,4,9:36.0,,Defensive rebound by R. Hollis-Jefferson,95,75
389,4,9:23.0,,T. Davis misses 2-pt layup from 2 ft (block by P. George),95,75
390,4,9:23.0,Defensive rebound by Team,,95,75
391,4,9:01.0,Personal foul by P. McCaw (drawn by M. Harrell),,95,75
392,4,8:54.0,M. Harrell misses 2-pt jump shot from 9 ft,,95,75
393,4,8:51.0,,Defensive rebound by C. Boucher,95,75
394,4,8:42.0,,S. Ibaka misses 2-pt hook shot from 6 ft,95,75
395,4,8:40.0,Defensive rebound by P. George,,95,75
396,4,8:31.0,Turnover by P. George (palming),,95,75
397,4,8:15.0,,C. Boucher misses 3-pt jump shot from 29 ft,95,75
398,4,8:12.0,Defensive rebound by M. Harkless,,95,75
399,4,8:06.0,Personal foul by C. Boucher (drawn by P. George),,95,75
400,4,8:06.0,LA Clippers full timeout,,95,75
401,4,8:06.0,,M. Gasol enters the game for T. Davis,95,75
402,4,8:06.0,,K. Lowry enters the game for R. Hollis-Jefferson,95,75
403,4,8:06.0,,P. Siakam enters the game for P. McCaw,95,75
404,4,8:02.0,P. George misses 3-pt jump shot from 31 ft,,95,75
405,4,7:57.0,Offensive rebound by P. Patterson,,95,75
406,4,7:57.0,P. Patterson misses 2-pt layup from 1 ft,,95,75
407,4,7:57.0,,Defensive rebound by S. Ibaka,95,75
408,4,7:41.0,,P. Siakam makes 2-pt dunk from 1 ft (assist by S. Ibaka),95,77
409,4,7:22.0,M. Harrell misses 2-pt layup from 6 ft (block by S. Ibaka),,95,77
410,4,7:20.0,,Defensive rebound by C. Boucher,95,77
411,4,7:03.0,,Turnover by K. Lowry (bad pass; steal by P. George),95,77
412,4,7:03.0,K. Leonard enters the game for M. Harkless,,95,77
413,4,7:03.0,L. Williams enters the game for J. Robinson,,95,77
414,4,6:51.0,Turnover by P. George (lost ball; steal by P. Siakam),,95,77
415,4,6:31.0,,P. Siakam makes 2-pt jump shot from 11 ft (assist by K. Lowry),95,79
416,4,6:16.0,P. Patterson makes 3-pt jump shot from 25 ft (assist by K. Leonard),,98,79
417,4,6:02.0,,P. Siakam makes 2-pt layup from 1 ft,98,81
418,4,6:02.0,,Shooting foul by P. George (drawn by P. Siakam),98,81
419,4,6:02.0,,O. Anunoby enters the game for C. Boucher,98,81
420,4,6:02.0,,N. Powell enters the game for S. Ibaka,98,81
421,4,6:02.0,,P. Siakam makes free throw 1 of 1,98,82
422,4,5:56.0,Personal foul by P. Siakam (drawn by P. George),,98,82
423,4,5:56.0,P. George makes free throw 1 of 2,,99,82
424,4,5:56.0,P. George makes free throw 2 of 2,,100,82
425,4,5:47.0,,Personal foul by M. Harrell (drawn by M. Gasol),100,82
426,4,5:37.0,,O. Anunoby misses 2-pt hook shot from 9 ft,100,82
427,4,5:35.0,Defensive rebound by M. Harrell,,100,82
428,4,5:28.0,K. Leonard makes 2-pt jump shot at rim (assist by L. Williams),,102,82
429,4,5:28.0,Shooting foul by N. Powell (drawn by K. Leonard),,102,82
430,4,5:28.0,M. Harkless enters the game for P. George,,102,82
431,4,5:28.0,K. Leonard makes free throw 1 of 1,,103,82
432,4,5:17.0,,N. Powell makes 2-pt dunk from 1 ft (assist by M. Gasol),103,84
433,4,4:57.0,P. Patterson misses 3-pt jump shot from 23 ft,,103,84
434,4,4:54.0,Offensive rebound by M. Harrell,,103,84
435,4,4:52.0,K. Leonard makes 2-pt jump shot from 13 ft (assist by M. Harrell),,105,84
436,4,4:43.0,,O. Anunoby misses 3-pt jump shot from 23 ft,105,84
437,4,4:41.0,Defensive rebound by M. Harkless,,105,84
438,4,4:22.0,Turnover by M. Harkless (bad pass; steal by M. Gasol),,105,84
439,4,4:16.0,,P. Siakam makes 2-pt layup from 1 ft (assist by N. Powell),105,86
440,4,3:54.0,M. Harkless misses 3-pt jump shot from 23 ft,,105,86
441,4,3:52.0,,Defensive rebound by M. Gasol,105,86
442,4,3:42.0,,P. Siakam misses 2-pt layup from 4 ft,105,86
443,4,3:40.0,Defensive rebound by L. Williams,,105,86
444,4,3:36.0,K. Leonard misses 3-pt jump shot from 28 ft,,105,86
445,4,3:33.0,,Defensive rebound by M. Gasol,105,86
446,4,3:30.0,,K. Lowry misses 3-pt jump shot from 25 ft,105,86
447,4,3:27.0,,Offensive rebound by P. Siakam,105,86
448,4,3:13.0,,M. Gasol misses 2-pt jump shot from 20 ft,105,86
449,4,3:10.0,Defensive rebound by P. Patterson,,105,86
450,4,3:01.0,Shooting foul by M. Gasol (drawn by P. Patterson),,105,86
451,4,3:01.0,,Toronto full timeout,105,86
452,4,3:01.0,M. Kabengele enters the game for M. Harkless,,105,86
453,4,3:01.0,T. Mann enters the game for M. Harrell,,105,86
454,4,3:01.0,J. Motley enters the game for K. Leonard,,105,86
455,4,3:01.0,J. Robinson enters the game for L. Williams,,105,86
456,4,3:01.0,,C. Boucher enters the game for O. Anunoby,105,86
457,4,3:01.0,,T. Davis enters the game for M. Gasol,105,86
458,4,3:01.0,,R. Hollis-Jefferson enters the game for K. Lowry,105,86
459,4,3:01.0,,P. McCaw enters the game for N. Powell,105,86
460,4,3:01.0,,M. Miller enters the game for P. Siakam,105,86
461,4,3:01.0,P. Patterson makes free throw 1 of 2,,106,86
462,4,3:01.0,P. Patterson makes free throw 2 of 2,,107,86
463,4,2:41.0,,P. McCaw misses 2-pt jump shot from 20 ft,107,86
464,4,2:39.0,,Offensive rebound by Team,107,86
465,4,2:28.0,,Turnover by P. McCaw (bad pass; steal by J. Motley),107,86
466,4,2:11.0,J. Robinson misses 3-pt jump shot from 23 ft,,107,86
467,4,2:08.0,Offensive rebound by J. Robinson,,107,86
468,4,2:05.0,M. Kabengele makes 3-pt jump shot from 26 ft (assist by T. Mann),,110,86
469,4,1:47.0,,C. Boucher misses 2-pt jump shot from 9 ft,110,86
470,4,1:44.0,Defensive rebound by M. Kabengele,,110,86
471,4,1:24.0,Turnover by J. Motley (dbl dribble),,110,86
472,4,1:15.0,,R. Hollis-Jefferson misses 2-pt layup from 1 ft,110,86
473,4,1:14.0,,Offensive rebound by C. Boucher,110,86
474,4,1:14.0,,C. Boucher makes 2-pt dunk at rim,110,88
475,4,1:03.0,J. Robinson misses 3-pt jump shot from 23 ft,,110,88
476,4,1:00.0,,Defensive rebound by T. Davis,110,88
477,4,0:58.0,,Shooting foul by M. Kabengele (drawn by T. Davis),110,88
478,4,0:58.0,,T. Davis makes free throw 1 of 2,110,89
479,4,0:58.0,,T. Davis makes free throw 2 of 2,110,90
480,4,0:38.0,J. Robinson makes 2-pt layup from 1 ft,,112,90
481,4,0:30.0,,C. Boucher misses 3-pt jump shot from 27 ft,112,90
482,4,0:28.0,,Offensive rebound by Team,112,90
483,4,0:18.0,,T. Davis makes 2-pt layup from 1 ft,112,92
