,QUARTER,TIME_REMAINING,ATLANTA_ACTION,MINNESOTA_ACTION,ATLANTA_SCORE,MINNESOTA_SCORE
0,1,11:42.0,D. Jones makes 2-pt dunk from 2 ft (assist by T. Young),,2,0
1,1,11:26.0,,Shooting foul by J. Collins (drawn by J. Okogie),2,0
2,1,11:26.0,,J. Okogie makes free throw 1 of 2,2,1
3,1,11:26.0,,J. Okogie misses free throw 2 of 2,2,1
4,1,11:24.0,Defensive rebound by K. Huerter,,2,1
5,1,11:09.0,J. Collins makes 2-pt layup from 1 ft (assist by K. Huerter),,4,1
6,1,10:57.0,,A. Wiggins misses 2-pt jump shot from 19 ft,4,1
7,1,10:56.0,Defensive rebound by J. Collins,,4,1
8,1,10:42.0,J. Collins makes 2-pt hook shot from 5 ft (assist by D. Hunter),,6,1
9,1,10:42.0,,Violation by Team (def goaltending),6,1
10,1,10:27.0,,K. Towns misses 2-pt jump shot from 10 ft,6,1
11,1,10:24.0,Defensive rebound by D. Jones,,6,1
12,1,10:17.0,Turnover by T. Young (bad pass; steal by J. Okogie),,6,1
13,1,10:12.0,,K. Martin makes 2-pt layup from 2 ft (assist by J. Culver),6,3
14,1,9:55.0,T. Young makes 3-pt jump shot from 26 ft,,9,3
15,1,9:48.0,,Shooting foul by D. Jones (drawn by K. Towns),9,3
16,1,9:48.0,,K. Towns makes free throw 1 of 2,9,4
17,1,9:48.0,,K. Towns misses free throw 2 of 2,9,4
18,1,9:46.0,Defensive rebound by J. Collins,,9,4
19,1,9:27.0,Turnover by J. Collins (lost ball; steal by J. Okogie),,9,4
20,1,9:21.0,,K. Towns makes 3-pt jump shot from 25 ft (assist by J. Culver),9,7
21,1,9:05.0,D. Jones makes 2-pt layup from 2 ft,,11,7
22,1,8:52.0,,A. Wiggins makes 2-pt jump shot from 11 ft,11,9
23,1,8:45.0,Personal foul by J. Okogie (drawn by D. Jones),,11,9
24,1,8:39.0,T. Young makes 2-pt jump shot from 12 ft (assist by D. Jones),,13,9
25,1,8:28.0,,Turnover by K. Towns (bad pass),13,9
26,1,8:16.0,K. Huerter makes 3-pt jump shot from 25 ft,,16,9
27,1,7:56.0,,K. Towns makes 2-pt layup from 4 ft,16,11
28,1,7:43.0,K. Huerter misses 3-pt jump shot from 27 ft,,16,11
29,1,7:40.0,,Defensive rebound by A. Wiggins,16,11
30,1,7:33.0,,Turnover by K. Martin (traveling),16,11
31,1,7:19.0,Turnover by D. Hunter (lost ball; steal by A. Wiggins),,16,11
32,1,7:07.0,,J. Culver misses 3-pt jump shot from 25 ft,16,11
33,1,7:02.0,Defensive rebound by D. Hunter,,16,11
34,1,6:54.0,T. Young misses 3-pt jump shot from 27 ft,,16,11
35,1,6:52.0,,Defensive rebound by Team,16,11
36,1,6:52.0,,Minnesota full timeout,16,11
37,1,6:42.0,,Turnover by K. Towns (bad pass; steal by D. Jones),16,11
38,1,6:32.0,J. Collins makes 2-pt dunk at rim (assist by T. Young),,18,11
39,1,6:18.0,,Turnover by A. Wiggins (bad pass; steal by D. Jones),18,11
40,1,6:13.0,T. Young misses 3-pt jump shot from 25 ft,,18,11
41,1,6:11.0,,Defensive rebound by A. Wiggins,18,11
42,1,6:08.0,,K. Martin makes 2-pt layup from 1 ft,18,13
43,1,5:50.0,K. Huerter misses 3-pt jump shot from 23 ft,,18,13
44,1,5:47.0,,Defensive rebound by A. Wiggins,18,13
45,1,5:35.0,,J. Okogie makes 2-pt jump shot from 13 ft,18,15
46,1,5:35.0,,Shooting foul by D. Hunter (drawn by J. Okogie),18,15
47,1,5:35.0,B. Fernando enters the game for K. Huerter,,18,15
48,1,5:35.0,J. Teague enters the game for D. Jones,,18,15
49,1,5:35.0,,A. Crabbe enters the game for J. Culver,18,15
50,1,5:35.0,,J. McLaughlin enters the game for A. Wiggins,18,15
51,1,5:35.0,,J. Okogie makes free throw 1 of 1,18,16
52,1,5:24.0,Shooting foul by J. Okogie (drawn by D. Hunter),,18,16
53,1,5:24.0,D. Hunter makes free throw 1 of 2,,19,16
54,1,5:24.0,,J. Nowell enters the game for K. Martin,19,16
55,1,5:24.0,D. Hunter makes free throw 2 of 2,,20,16
56,1,5:18.0,,J. Okogie makes 2-pt layup at rim (assist by J. McLaughlin),20,18
57,1,5:02.0,Turnover by T. Young (bad pass; steal by K. Towns),,20,18
58,1,4:54.0,,J. Nowell misses 2-pt layup from 2 ft,20,18
59,1,4:53.0,Defensive rebound by J. Collins,,20,18
60,1,4:45.0,T. Young makes 2-pt jump shot from 1 ft,,22,18
61,1,4:35.0,,J. McLaughlin makes 2-pt layup from 1 ft,22,20
62,1,4:19.0,J. Teague misses 2-pt jump shot from 13 ft,,22,20
63,1,4:16.0,,Defensive rebound by A. Crabbe,22,20
64,1,4:14.0,,Turnover by J. Okogie (bad pass),22,20
65,1,4:14.0,B. Goodwin enters the game for D. Hunter,,22,20
66,1,4:14.0,,A. Wiggins enters the game for J. Okogie,22,20
67,1,3:58.0,J. Collins makes 2-pt dunk from 3 ft (assist by T. Young),,24,20
68,1,3:39.0,,J. Nowell misses 3-pt jump shot from 25 ft,24,20
69,1,3:37.0,Defensive rebound by T. Young,,24,20
70,1,3:32.0,B. Fernando makes 2-pt layup from 1 ft (assist by T. Young),,26,20
71,1,3:18.0,,A. Wiggins misses 2-pt layup from 2 ft,26,20
72,1,3:16.0,,Offensive rebound by K. Towns,26,20
73,1,3:16.0,,K. Towns misses 2-pt layup at rim,26,20
74,1,3:15.0,,Offensive rebound by K. Towns,26,20
75,1,3:15.0,,Shooting foul by T. Young (drawn by K. Towns),26,20
76,1,3:15.0,,K. Towns makes free throw 1 of 2,26,21
77,1,3:15.0,V. Carter enters the game for J. Collins,,26,21
78,1,3:15.0,T. Graham enters the game for T. Young,,26,21
79,1,3:15.0,,K. Towns makes free throw 2 of 2,26,22
80,1,2:58.0,Personal foul by A. Crabbe (drawn by T. Graham),,26,22
81,1,2:58.0,Atlanta full timeout,,26,22
82,1,2:45.0,Shooting foul by J. Nowell (drawn by J. Teague),,26,22
83,1,2:45.0,J. Teague makes free throw 1 of 3,,27,22
84,1,2:45.0,J. Teague makes free throw 2 of 3,,28,22
85,1,2:45.0,J. Teague makes free throw 3 of 3,,29,22
86,1,2:30.0,,A. Wiggins misses 2-pt layup from 7 ft,29,22
87,1,2:27.0,Defensive rebound by T. Graham,,29,22
88,1,2:24.0,Turnover by T. Graham (bad pass; steal by K. Towns),,29,22
89,1,2:21.0,,K. Towns misses 3-pt jump shot from 26 ft,29,22
90,1,2:18.0,Defensive rebound by B. Goodwin,,29,22
91,1,2:11.0,Turnover by V. Carter (bad pass; steal by J. McLaughlin),,29,22
92,1,2:08.0,,J. McLaughlin misses 2-pt layup from 2 ft (block by J. Teague),29,22
93,1,2:04.0,Defensive rebound by B. Goodwin,,29,22
94,1,1:57.0,B. Fernando makes 2-pt hook shot from 6 ft (assist by J. Teague),,31,22
95,1,1:45.0,,Offensive foul by K. Towns (drawn by T. Graham),31,22
96,1,1:45.0,,Turnover by K. Towns (offensive foul),31,22
97,1,1:45.0,,G. Dieng enters the game for K. Towns,31,22
98,1,1:29.0,B. Goodwin makes 2-pt jump shot from 8 ft,,33,22
99,1,1:15.0,,Shooting foul by J. Teague (drawn by J. Nowell),33,22
100,1,1:15.0,,J. Nowell makes free throw 1 of 2,33,23
101,1,1:15.0,,J. Nowell makes free throw 2 of 2,33,24
102,1,1:00.0,T. Graham misses 3-pt jump shot from 24 ft,,33,24
103,1,0:56.0,,Defensive rebound by J. Nowell,33,24
104,1,0:47.0,,Turnover by A. Wiggins (lost ball; steal by V. Carter),33,24
105,1,0:43.0,B. Goodwin makes 3-pt jump shot from 25 ft (assist by T. Graham),,36,24
106,1,0:34.0,,G. Dieng misses 3-pt jump shot from 24 ft,36,24
107,1,0:31.0,Defensive rebound by B. Goodwin,,36,24
108,1,0:19.0,B. Goodwin misses 2-pt layup from 3 ft,,36,24
109,1,0:17.0,,Defensive rebound by G. Dieng,36,24
110,1,0:00.0,,J. McLaughlin misses 3-pt jump shot from 25 ft,36,24
111,1,0:00.0,,Offensive rebound by Team,36,24
112,2,11:42.0,,N. Reid makes 2-pt hook shot from 2 ft,36,26
113,2,11:23.0,J. Collins misses 2-pt jump shot from 12 ft,,36,26
114,2,11:21.0,,Defensive rebound by A. Wiggins,36,26
115,2,11:14.0,,Turnover by A. Wiggins (lost ball; steal by J. Teague),36,26
116,2,11:04.0,Turnover by J. Collins (out of bounds lost ball),,36,26
117,2,10:57.0,,J. McLaughlin makes 2-pt layup from 1 ft,36,28
118,2,10:56.0,Atlanta full timeout,,36,28
119,2,10:42.0,K. Huerter makes 2-pt jump shot from 12 ft,,38,28
120,2,10:24.0,,Turnover by G. Dieng (traveling),38,28
121,2,10:24.0,D. Hunter enters the game for B. Goodwin,,38,28
122,2,10:24.0,T. Young enters the game for J. Teague,,38,28
123,2,10:08.0,T. Young makes 2-pt jump shot from 7 ft (assist by J. Collins),,40,28
124,2,9:54.0,,A. Wiggins misses 2-pt jump shot from 15 ft,40,28
125,2,9:50.0,,Offensive rebound by G. Dieng,40,28
126,2,9:50.0,,Personal foul by D. Hunter (drawn by G. Dieng),40,28
127,2,9:50.0,,J. Okogie enters the game for J. McLaughlin,40,28
128,2,9:36.0,,N. Reid misses 3-pt jump shot from 25 ft,40,28
129,2,9:35.0,,Offensive rebound by Team,40,28
130,2,9:35.0,,Turnover by Team (shot clock),40,28
131,2,9:24.0,J. Collins makes 3-pt jump shot from 25 ft (assist by D. Hunter),,43,28
132,2,9:22.0,,Minnesota full timeout,43,28
133,2,9:22.0,,K. Martin enters the game for N. Reid,43,28
134,2,9:06.0,,K. Martin makes 3-pt jump shot from 23 ft (assist by G. Dieng),43,31
135,2,8:54.0,Shooting foul by K. Martin (drawn by T. Young),,43,31
136,2,8:54.0,T. Young makes free throw 1 of 2,,44,31
137,2,8:54.0,D. Jones enters the game for V. Carter,,44,31
138,2,8:54.0,T. Young makes free throw 2 of 2,,45,31
139,2,8:38.0,,Personal foul by D. Hunter (drawn by K. Martin),45,31
140,2,8:38.0,J. Teague enters the game for D. Hunter,,45,31
141,2,8:30.0,,A. Wiggins makes 2-pt dunk from 2 ft,45,33
142,2,8:19.0,T. Young misses 3-pt jump shot from 29 ft,,45,33
143,2,8:16.0,,Defensive rebound by G. Dieng,45,33
144,2,8:11.0,,K. Martin misses 3-pt jump shot from 23 ft,45,33
145,2,8:10.0,Defensive rebound by Team,,45,33
146,2,8:10.0,,J. McLaughlin enters the game for G. Dieng,45,33
147,2,8:10.0,,K. Towns enters the game for A. Wiggins,45,33
148,2,7:58.0,K. Huerter misses 2-pt jump shot from 18 ft,,45,33
149,2,7:55.0,,Defensive rebound by K. Martin,45,33
150,2,7:42.0,Violation by Team (kicked ball),,45,33
151,2,7:32.0,,K. Towns makes 2-pt jump shot from 3 ft,45,35
152,2,7:32.0,,Shooting foul by D. Jones (drawn by K. Towns),45,35
153,2,7:32.0,,K. Towns makes free throw 1 of 1,45,36
154,2,7:17.0,D. Jones makes 2-pt dunk from 2 ft (assist by T. Young),,47,36
155,2,6:57.0,,K. Towns makes 2-pt jump shot from 17 ft,47,38
156,2,6:43.0,Shooting foul by K. Martin (drawn by J. Teague),,47,38
157,2,6:43.0,J. Teague makes free throw 1 of 2,,48,38
158,2,6:43.0,J. Teague makes free throw 2 of 2,,49,38
159,2,6:26.0,,J. Okogie makes 2-pt jump shot from 1 ft,49,40
160,2,6:17.0,J. Collins makes 2-pt dunk from 2 ft (assist by T. Young),,51,40
161,2,6:06.0,,K. Martin misses 2-pt jump shot from 10 ft,51,40
162,2,6:03.0,Defensive rebound by J. Collins,,51,40
163,2,5:46.0,T. Young misses 2-pt layup from 2 ft,,51,40
164,2,5:44.0,,Defensive rebound by K. Martin,51,40
165,2,5:39.0,,J. Okogie misses 3-pt jump shot from 25 ft,51,40
166,2,5:35.0,Defensive rebound by D. Jones,,51,40
167,2,5:32.0,Atlanta full timeout,,51,40
168,2,5:27.0,D. Jones misses 2-pt jump shot from 20 ft,,51,40
169,2,5:24.0,,Defensive rebound by K. Martin,51,40
170,2,5:08.0,,K. Towns misses 2-pt layup from 4 ft,51,40
171,2,5:06.0,Defensive rebound by J. Collins,,51,40
172,2,5:04.0,K. Huerter misses 2-pt layup from 2 ft,,51,40
173,2,5:04.0,Offensive rebound by D. Jones,,51,40
174,2,5:01.0,D. Jones makes 2-pt layup from 1 ft,,53,40
175,2,4:43.0,,J. Culver makes 2-pt jump shot from 7 ft,53,42
176,2,4:35.0,Offensive foul by J. Teague (drawn by J. McLaughlin),,53,42
177,2,4:35.0,Turnover by J. Teague (offensive foul),,53,42
178,2,4:35.0,B. Fernando enters the game for D. Jones,,53,42
179,2,4:35.0,B. Goodwin enters the game for J. Teague,,53,42
180,2,4:35.0,,N. Reid enters the game for K. Martin,53,42
181,2,4:35.0,,A. Wiggins enters the game for J. McLaughlin,53,42
182,2,4:24.0,,J. Culver misses 2-pt jump shot from 9 ft,53,42
183,2,4:22.0,Defensive rebound by J. Collins,,53,42
184,2,4:21.0,Turnover by B. Fernando (bad pass),,53,42
185,2,4:12.0,,A. Wiggins makes 2-pt layup from 2 ft,53,44
186,2,4:03.0,Shooting foul by A. Wiggins (drawn by T. Young),,53,44
187,2,4:03.0,T. Young makes free throw 1 of 3,,54,44
188,2,4:03.0,T. Young makes free throw 2 of 3,,55,44
189,2,4:03.0,T. Young misses free throw 3 of 3,,55,44
190,2,4:01.0,,Defensive rebound by N. Reid,55,44
191,2,3:51.0,,Turnover by A. Wiggins (bad pass; steal by B. Fernando),55,44
192,2,3:46.0,J. Collins misses 2-pt layup from 5 ft,,55,44
193,2,3:44.0,,Defensive rebound by K. Towns,55,44
194,2,3:34.0,,N. Reid makes 2-pt layup from 2 ft,55,46
195,2,3:17.0,T. Young misses 3-pt jump shot from 27 ft,,55,46
196,2,3:13.0,Offensive rebound by J. Collins,,55,46
197,2,3:12.0,B. Goodwin misses 3-pt jump shot from 25 ft,,55,46
198,2,3:11.0,Offensive rebound by Team,,55,46
199,2,3:11.0,V. Carter enters the game for B. Fernando,,55,46
200,2,3:00.0,K. Huerter misses 3-pt jump shot from 27 ft,,55,46
201,2,2:56.0,,Defensive rebound by K. Towns,55,46
202,2,2:44.0,,N. Reid misses 2-pt layup from 4 ft,55,46
203,2,2:42.0,Defensive rebound by B. Goodwin,,55,46
204,2,2:35.0,J. Collins misses 2-pt dunk from 6 ft (block by N. Reid),,55,46
205,2,2:32.0,,Defensive rebound by K. Towns,55,46
206,2,2:26.0,,J. Culver misses 3-pt jump shot from 25 ft,55,46
207,2,2:23.0,,Offensive rebound by A. Wiggins,55,46
208,2,2:20.0,,N. Reid makes 3-pt jump shot from 23 ft (assist by A. Wiggins),55,49
209,2,2:01.0,T. Young makes 3-pt jump shot from 25 ft,,58,49
210,2,1:57.0,,Turnover by J. Culver (traveling),58,49
211,2,1:51.0,J. Collins makes 2-pt dunk from 1 ft (assist by T. Young),,60,49
212,2,1:34.0,,N. Reid makes 3-pt jump shot from 26 ft,60,52
213,2,1:20.0,T. Young misses 2-pt jump shot from 4 ft,,60,52
214,2,1:17.0,Offensive rebound by J. Collins,,60,52
215,2,1:15.0,J. Collins misses 2-pt layup from 4 ft (block by N. Reid),,60,52
216,2,1:13.0,Offensive rebound by B. Goodwin,,60,52
217,2,1:07.0,Shooting foul by N. Reid (drawn by T. Young),,60,52
218,2,1:07.0,T. Young makes free throw 1 of 2,,61,52
219,2,1:07.0,,J. McLaughlin enters the game for J. Culver,61,52
220,2,1:07.0,T. Young makes free throw 2 of 2,,62,52
221,2,0:52.0,,J. McLaughlin makes 2-pt jump shot from 13 ft,62,54
222,2,0:34.0,B. Goodwin misses 3-pt jump shot from 28 ft,,62,54
223,2,0:30.0,,Defensive rebound by A. Wiggins,62,54
224,2,0:13.0,,J. Okogie makes 2-pt layup from 3 ft,62,56
225,2,0:03.0,Shooting foul by J. Okogie (drawn by T. Young),,62,56
226,2,0:03.0,T. Young makes free throw 1 of 2,,63,56
227,2,0:03.0,T. Young makes free throw 2 of 2,,64,56
228,2,0:00.0,,A. Wiggins misses 3-pt jump shot from 36 ft,64,56
229,2,0:00.0,,Offensive rebound by Team,64,56
230,3,11:48.0,,A. Wiggins makes 2-pt jump shot from 14 ft,64,58
231,3,11:34.0,Shooting foul by N. Reid (drawn by D. Jones),,64,58
232,3,11:34.0,D. Jones makes free throw 1 of 2,,65,58
233,3,11:34.0,D. Jones makes free throw 2 of 2,,66,58
234,3,11:20.0,,A. Wiggins misses 3-pt jump shot from 27 ft,66,58
235,3,11:19.0,Defensive rebound by Team,,66,58
236,3,11:08.0,T. Young misses 2-pt jump shot from 14 ft (block by J. Culver),,66,58
237,3,11:07.0,Offensive rebound by Team,,66,58
238,3,10:56.0,J. Collins misses 3-pt jump shot from 24 ft,,66,58
239,3,10:54.0,,Defensive rebound by J. Culver,66,58
240,3,10:48.0,,J. Okogie misses 3-pt jump shot from 25 ft,66,58
241,3,10:46.0,Defensive rebound by T. Young,,66,58
242,3,10:36.0,Shooting foul by N. Reid (drawn by J. Collins),,66,58
243,3,10:36.0,J. Collins misses free throw 1 of 2,,66,58
244,3,10:36.0,Offensive rebound by Team,,66,58
245,3,10:36.0,J. Collins makes free throw 2 of 2,,67,58
246,3,10:25.0,,J. Culver misses 3-pt jump shot from 25 ft,67,58
247,3,10:23.0,Defensive rebound by J. Collins,,67,58
248,3,10:18.0,Personal foul by N. Reid (drawn by T. Young),,67,58
249,3,10:18.0,,K. Martin enters the game for N. Reid,67,58
250,3,10:11.0,Turnover by D. Jones (bad pass; steal by K. Martin),,67,58
251,3,10:04.0,,J. Culver makes 2-pt layup from 2 ft,67,60
252,3,9:45.0,T. Young makes 3-pt jump shot from 29 ft,,70,60
253,3,9:32.0,,A. Wiggins makes 2-pt layup from 3 ft,70,62
254,3,9:13.0,Shooting foul by A. Wiggins (drawn by J. Collins),,70,62
255,3,9:13.0,J. Collins makes free throw 1 of 2,,71,62
256,3,9:13.0,J. Collins makes free throw 2 of 2,,72,62
257,3,8:56.0,,J. Culver misses 2-pt layup from 2 ft (block by D. Jones),72,62
258,3,8:52.0,Defensive rebound by K. Huerter,,72,62
259,3,8:47.0,D. Hunter makes 3-pt jump shot from 23 ft (assist by T. Young),,75,62
260,3,8:29.0,,Turnover by K. Towns (bad pass; steal by T. Young),75,62
261,3,8:26.0,T. Young misses 2-pt layup at rim (block by K. Martin),,75,62
262,3,8:24.0,Offensive rebound by D. Hunter,,75,62
263,3,8:24.0,D. Hunter misses 2-pt layup at rim,,75,62
264,3,8:24.0,Offensive rebound by J. Collins,,75,62
265,3,8:24.0,J. Collins makes 2-pt layup at rim,,77,62
266,3,8:24.0,,Minnesota full timeout,77,62
267,3,8:10.0,,K. Towns misses 3-pt jump shot from 23 ft,77,62
268,3,8:06.0,Defensive rebound by J. Collins,,77,62
269,3,7:58.0,J. Collins makes 2-pt layup from 1 ft (assist by T. Young),,79,62
270,3,7:45.0,,Shooting foul by K. Huerter (drawn by J. Culver),79,62
271,3,7:45.0,,J. Culver misses free throw 1 of 2,79,62
272,3,7:45.0,,Offensive rebound by Team,79,62
273,3,7:45.0,,J. Culver makes free throw 2 of 2,79,63
274,3,7:27.0,K. Huerter makes 2-pt jump shot from 10 ft,,81,63
