,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,LA CLIPPERS_ACTION,PHILADELPHIA_SCORE,LA CLIPPERS_SCORE
89,1,0:49.0,,Shooting foul by M. Thybulle (drawn by R. Jackson),36,29
90,1,0:49.0,,R. Jackson makes free throw 1 of 2,36,30
91,1,0:49.0,,R. Jackson makes free throw 2 of 2,36,31
92,1,0:29.0,T. Harris misses 3-pt jump shot from 27 ft,,36,31
93,1,0:29.0,Offensive rebound by Team,,36,31
94,1,0:26.0,A. Burks makes 3-pt jump shot from 23 ft (assist by J. Richardson),,39,31
95,1,0:05.0,,R. Jackson makes 3-pt jump shot from 23 ft (assist by L. Williams),39,34
96,1,0:00.0,J. Richardson misses 2-pt jump shot from 6 ft (block by R. Jackson),,39,34
97,1,0:00.0,Offensive rebound by Team,,39,34
98,2,11:38.0,,M. Harrell makes 2-pt layup from 2 ft,39,36
99,2,11:31.0,Personal foul by L. Shamet (drawn by J. Richardson),,39,36
100,2,11:24.0,J. Richardson misses 2-pt jump shot from 20 ft,,39,36
101,2,11:21.0,Offensive rebound by K. O'Quinn,,39,36
102,2,11:17.0,A. Burks misses 2-pt layup from 3 ft,,39,36
103,2,11:17.0,Offensive rebound by K. O'Quinn,,39,36
104,2,11:17.0,Shooting foul by M. Harrell (drawn by K. O'Quinn),,39,36
105,2,11:17.0,S. Milton enters the game for J. Richardson,,39,36
106,2,11:17.0,K. O'Quinn misses free throw 1 of 2,,39,36
107,2,11:17.0,Offensive rebound by Team,,39,36
108,2,11:17.0,K. O'Quinn misses free throw 2 of 2,,39,36
109,2,11:15.0,,Defensive rebound by M. Harrell,39,36
110,2,10:59.0,,Turnover by L. Shamet (bad pass; steal by K. O'Quinn),39,36
111,2,10:57.0,Offensive foul by S. Milton (drawn by L. Williams),,39,36
112,2,10:57.0,Turnover by S. Milton (offensive foul),,39,36
113,2,10:57.0,G. Robinson enters the game for M. Thybulle,,39,36
114,2,10:57.0,,P. George enters the game for L. Shamet,39,36
115,2,10:47.0,,J. Green makes 3-pt jump shot from 26 ft (assist by L. Williams),39,39
116,2,10:33.0,A. Burks misses 2-pt jump shot from 12 ft,,39,39
117,2,10:33.0,,Defensive rebound by Team,39,39
118,2,10:33.0,A. Horford enters the game for K. O'Quinn,,39,39
119,2,10:22.0,,M. Harrell misses 2-pt hook shot from 6 ft,39,39
120,2,10:20.0,Defensive rebound by A. Horford,,39,39
121,2,10:12.0,A. Horford misses 2-pt jump shot from 2 ft,,39,39
122,2,10:10.0,,Defensive rebound by M. Harrell,39,39
123,2,9:58.0,,Shooting foul by A. Horford (drawn by M. Harrell),39,39
124,2,9:58.0,,M. Harrell makes free throw 1 of 2,39,40
125,2,9:58.0,F. Korkmaz enters the game for A. Burks,,39,40
126,2,9:58.0,,M. Harrell makes free throw 2 of 2,39,41
127,2,9:46.0,S. Milton misses 2-pt layup from 3 ft (block by J. Green),,39,41
128,2,9:42.0,Offensive rebound by G. Robinson,,39,41
129,2,9:41.0,F. Korkmaz misses 2-pt jump shot from 9 ft,,39,41
130,2,9:38.0,Offensive rebound by M. Scott,,39,41
131,2,9:26.0,S. Milton makes 3-pt jump shot from 28 ft,,42,41
132,2,9:15.0,,L. Williams misses 2-pt layup from 4 ft,42,41
133,2,9:13.0,Defensive rebound by F. Korkmaz,,42,41
134,2,9:09.0,S. Milton makes 3-pt jump shot from 27 ft (assist by F. Korkmaz),,45,41
135,2,9:04.0,,Personal foul by A. Horford (drawn by M. Harrell),45,41
136,2,9:02.0,,Turnover by L. Williams (bad pass; steal by A. Horford),45,41
137,2,8:57.0,G. Robinson makes 2-pt dunk from 2 ft (assist by F. Korkmaz),,47,41
138,2,8:38.0,,J. Green makes 2-pt layup from 2 ft (assist by L. Williams),47,43
139,2,8:22.0,Shooting foul by M. Harrell (drawn by A. Horford),,47,43
140,2,8:22.0,A. Horford makes free throw 1 of 2,,48,43
141,2,8:22.0,T. Harris enters the game for M. Scott,,48,43
142,2,8:22.0,,K. Leonard enters the game for R. Jackson,48,43
143,2,8:22.0,A. Horford makes free throw 2 of 2,,49,43
144,2,8:12.0,,Turnover by L. Williams (bad pass),49,43
145,2,8:03.0,S. Milton makes 2-pt layup from 2 ft,,51,43
146,2,7:53.0,,L. Williams makes 2-pt layup from 2 ft,51,45
147,2,7:41.0,Shooting foul by J. Green (drawn by S. Milton),,51,45
148,2,7:41.0,S. Milton makes free throw 1 of 2,,52,45
149,2,7:41.0,S. Milton makes free throw 2 of 2,,53,45
150,2,7:25.0,,P. George makes 2-pt layup from 2 ft,53,47
151,2,7:25.0,,Shooting foul by A. Horford (drawn by P. George),53,47
152,2,7:25.0,K. O'Quinn enters the game for A. Horford,,53,47
153,2,7:25.0,,P. Beverley enters the game for L. Williams,53,47
154,2,7:25.0,,P. George makes free throw 1 of 1,53,48
155,2,7:14.0,Offensive foul by G. Robinson (drawn by P. George),,53,48
156,2,7:14.0,Turnover by G. Robinson (offensive foul),,53,48
157,2,7:05.0,,LA Clippers full timeout,53,48
158,2,7:05.0,,M. Morris enters the game for J. Green,53,48
159,2,7:05.0,,I. Zubac enters the game for M. Harrell,53,48
160,2,6:58.0,,K. Leonard makes 3-pt jump shot from 27 ft (assist by P. Beverley),53,51
161,2,6:29.0,T. Harris misses 2-pt jump shot from 18 ft,,53,51
162,2,6:28.0,Offensive rebound by Team,,53,51
163,2,6:23.0,Personal foul by P. Beverley (drawn by K. O'Quinn),,53,51
164,2,6:23.0,K. O'Quinn makes free throw 1 of 2,,54,51
165,2,6:23.0,K. O'Quinn makes free throw 2 of 2,,55,51
166,2,6:08.0,,Def 3 sec tech foul by Team,55,51
167,2,6:08.0,,K. Leonard makes technical free throw,55,52
168,2,5:58.0,,P. George makes 3-pt jump shot from 28 ft (assist by K. Leonard),55,55
169,2,5:56.0,Philadelphia full timeout,,55,55
170,2,5:32.0,T. Harris misses 2-pt jump shot from 8 ft (block by M. Morris),,55,55
171,2,5:30.0,,Defensive rebound by M. Morris,55,55
172,2,5:27.0,,Shooting foul by T. Harris (drawn by M. Morris),55,55
173,2,5:27.0,,M. Morris makes free throw 1 of 2,55,56
174,2,5:27.0,M. Scott enters the game for G. Robinson,,55,56
175,2,5:27.0,,M. Morris makes free throw 2 of 2,55,57
176,2,5:07.0,F. Korkmaz misses 2-pt jump shot from 9 ft,,55,57
177,2,5:04.0,,Defensive rebound by P. George,55,57
178,2,5:00.0,,P. George misses 3-pt jump shot from 28 ft,55,57
179,2,4:57.0,Defensive rebound by M. Scott,,55,57
180,2,4:41.0,Shooting foul by P. Beverley (drawn by F. Korkmaz),,55,57
181,2,4:41.0,F. Korkmaz misses free throw 1 of 3,,55,57
182,2,4:41.0,Offensive rebound by Team,,55,57
183,2,4:41.0,F. Korkmaz makes free throw 2 of 3,,56,57
184,2,4:41.0,A. Burks enters the game for K. O'Quinn,,56,57
185,2,4:41.0,,L. Williams enters the game for P. Beverley,56,57
186,2,4:41.0,F. Korkmaz makes free throw 3 of 3,,57,57
187,2,4:28.0,,K. Leonard misses 2-pt layup from 3 ft,57,57
188,2,4:26.0,Defensive rebound by M. Scott,,57,57
189,2,4:20.0,F. Korkmaz misses 3-pt jump shot from 26 ft,,57,57
190,2,4:20.0,,Defensive rebound by Team,57,57
191,2,4:20.0,,Shooting foul by M. Scott (drawn by K. Leonard),57,57
192,2,4:20.0,,K. Leonard makes free throw 1 of 2,57,58
193,2,4:20.0,,M. Harrell enters the game for I. Zubac,57,58
194,2,4:20.0,,K. Leonard makes free throw 2 of 2,57,59
195,2,3:58.0,A. Burks misses 3-pt jump shot from 26 ft,,57,59
196,2,3:51.0,Offensive rebound by T. Harris,,57,59
197,2,3:51.0,T. Harris makes 2-pt layup at rim,,59,59
198,2,3:40.0,,K. Leonard misses 2-pt jump shot from 9 ft (block by F. Korkmaz),59,59
199,2,3:35.0,Defensive rebound by A. Burks,,59,59
200,2,3:33.0,Turnover by A. Burks (bad pass; steal by P. George),,59,59
201,2,3:23.0,,P. George makes 2-pt jump shot from 12 ft,59,61
202,2,3:02.0,M. Scott misses 2-pt layup from 4 ft,,59,61
203,2,3:02.0,Offensive rebound by Team,,59,61
204,2,3:02.0,,L. Shamet enters the game for P. George,59,61
205,2,2:47.0,S. Milton makes 2-pt layup from 4 ft (assist by A. Burks),,61,61
206,2,2:28.0,,M. Harrell makes 2-pt layup at rim (assist by M. Morris),61,63
207,2,2:06.0,M. Scott makes 2-pt layup from 3 ft (assist by F. Korkmaz),,63,63
208,2,1:50.0,,Turnover by M. Harrell (lost ball; steal by T. Harris),63,63
209,2,1:42.0,S. Milton makes 3-pt jump shot from 25 ft (assist by A. Burks),,66,63
210,2,1:29.0,,L. Williams makes 2-pt jump shot from 4 ft,66,65
211,2,1:13.0,M. Scott makes 3-pt jump shot from 27 ft (assist by T. Harris),,69,65
212,2,1:03.0,,Shooting foul by M. Scott (drawn by K. Leonard),69,65
213,2,1:03.0,,K. Leonard makes free throw 1 of 2,69,66
214,2,1:03.0,M. Thybulle enters the game for S. Milton,,69,66
215,2,1:03.0,,R. Jackson enters the game for M. Harrell,69,66
216,2,1:03.0,,K. Leonard makes free throw 2 of 2,69,67
217,2,0:53.0,M. Thybulle misses 3-pt jump shot from 28 ft,,69,67
218,2,0:51.0,,Defensive rebound by M. Morris,69,67
219,2,0:46.0,,K. Leonard misses 3-pt jump shot from 28 ft,69,67
220,2,0:43.0,Defensive rebound by A. Burks,,69,67
221,2,0:35.0,M. Scott makes 3-pt jump shot from 26 ft (assist by M. Thybulle),,72,67
222,2,0:27.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by R. Jackson),72,70
223,2,0:03.0,F. Korkmaz misses 3-pt jump shot from 26 ft,,72,70
224,2,0:01.0,,Defensive rebound by R. Jackson,72,70
225,3,11:35.0,,M. Morris misses 2-pt layup from 3 ft,72,70
226,3,11:33.0,Defensive rebound by S. Milton,,72,70
227,3,11:24.0,A. Horford misses 3-pt jump shot from 25 ft,,72,70
228,3,11:22.0,,Defensive rebound by K. Leonard,72,70
229,3,11:16.0,,K. Leonard misses 2-pt jump shot from 10 ft,72,70
230,3,11:09.0,,Offensive rebound by K. Leonard,72,70
231,3,11:09.0,,K. Leonard makes 2-pt layup at rim,72,72
232,3,10:59.0,T. Harris makes 2-pt jump shot from 13 ft (assist by M. Scott),,74,72
233,3,10:43.0,,I. Zubac makes 2-pt layup from 2 ft (assist by K. Leonard),74,74
234,3,10:24.0,A. Horford misses 2-pt hook shot from 5 ft,,74,74
235,3,10:22.0,Offensive rebound by A. Horford,,74,74
236,3,10:22.0,A. Horford makes 2-pt hook shot from 2 ft,,76,74
237,3,10:22.0,Shooting foul by I. Zubac (drawn by A. Horford),,76,74
238,3,10:22.0,A. Horford makes free throw 1 of 1,,77,74
239,3,10:12.0,,K. Leonard misses 3-pt jump shot from 26 ft,77,74
240,3,10:08.0,Defensive rebound by A. Horford,,77,74
241,3,9:52.0,S. Milton makes 3-pt jump shot from 26 ft (assist by A. Horford),,80,74
242,3,9:37.0,,P. George makes 3-pt jump shot from 26 ft (assist by P. Beverley),80,77
243,3,9:00.0,T. Harris misses 3-pt jump shot from 26 ft,,80,77
244,3,8:56.0,Offensive rebound by S. Milton,,80,77
245,3,8:53.0,M. Thybulle misses 3-pt jump shot from 25 ft,,80,77
246,3,8:50.0,,Defensive rebound by P. George,80,77
247,3,8:46.0,,K. Leonard misses 2-pt jump shot from 16 ft,80,77
248,3,8:41.0,Defensive rebound by M. Thybulle,,80,77
249,3,8:38.0,T. Harris misses 3-pt jump shot from 26 ft,,80,77
250,3,8:33.0,,Defensive rebound by I. Zubac,80,77
251,3,8:28.0,,P. George makes 3-pt jump shot from 25 ft,80,80
252,3,8:12.0,Shooting foul by I. Zubac (drawn by M. Thybulle),,80,80
253,3,8:12.0,M. Thybulle misses free throw 1 of 2,,80,80
254,3,8:12.0,Offensive rebound by Team,,80,80
255,3,8:12.0,M. Thybulle misses free throw 2 of 2,,80,80
256,3,8:12.0,,Defensive rebound by Team,80,80
257,3,8:11.0,Loose ball foul by M. Scott (drawn by M. Morris),,80,80
258,3,8:03.0,,Turnover by P. Beverley (lost ball; steal by M. Thybulle),80,80
259,3,7:59.0,M. Thybulle makes 2-pt dunk at rim,,82,80
260,3,7:47.0,,P. George misses 3-pt jump shot from 28 ft,82,80
261,3,7:44.0,Defensive rebound by T. Harris,,82,80
262,3,7:31.0,A. Horford makes 3-pt jump shot from 26 ft (assist by T. Harris),,85,80
263,3,7:11.0,,Turnover by K. Leonard (bad pass; steal by M. Scott),85,80
264,3,7:04.0,A. Horford makes 2-pt dunk from 2 ft (assist by S. Milton),,87,80
265,3,7:04.0,,LA Clippers full timeout,87,80
266,3,6:46.0,,K. Leonard makes 2-pt jump shot from 12 ft (assist by P. Beverley),87,82
267,3,6:31.0,S. Milton misses 2-pt layup from 2 ft (block by I. Zubac),,87,82
268,3,6:31.0,Offensive rebound by M. Scott,,87,82
269,3,6:31.0,Personal foul by P. Beverley (drawn by M. Scott),,87,82
270,3,6:31.0,F. Korkmaz enters the game for M. Thybulle,,87,82
271,3,6:31.0,,L. Williams enters the game for P. Beverley,87,82
272,3,6:21.0,Turnover by F. Korkmaz (bad pass; steal by M. Morris),,87,82
273,3,6:18.0,,Shooting foul by S. Milton (drawn by P. George),87,82
274,3,6:18.0,,P. George makes free throw 1 of 2,87,83
275,3,6:18.0,,P. George makes free throw 2 of 2,87,84
276,3,5:57.0,S. Milton misses 3-pt jump shot from 23 ft,,87,84
277,3,5:54.0,,Defensive rebound by I. Zubac,87,84
278,3,5:45.0,,K. Leonard makes 3-pt jump shot from 26 ft (assist by L. Williams),87,87
279,3,5:45.0,Philadelphia full timeout,,87,87
280,3,5:45.0,,R. Jackson enters the game for P. George,87,87
281,3,5:21.0,F. Korkmaz misses 3-pt jump shot from 27 ft,,87,87
282,3,5:21.0,Offensive rebound by Team,,87,87
283,3,5:20.0,Turnover by Team (shot clock),,87,87
284,3,5:01.0,,K. Leonard makes 2-pt layup from 2 ft (assist by R. Jackson),87,89
285,3,4:39.0,A. Horford makes 2-pt layup from 2 ft (assist by M. Scott),,89,89
286,3,4:29.0,,Turnover by L. Williams (bad pass; steal by M. Scott),89,89
287,3,4:16.0,T. Harris misses 3-pt jump shot from 25 ft,,89,89
288,3,4:11.0,,Defensive rebound by R. Jackson,89,89
289,3,4:04.0,,R. Jackson makes 2-pt hook shot from 7 ft,89,91
290,3,3:38.0,Turnover by T. Harris (lost ball; steal by K. Leonard),,89,91
291,3,3:36.0,,Shooting foul by T. Harris (drawn by K. Leonard),89,91
292,3,3:36.0,,K. Leonard makes free throw 1 of 2,89,92
293,3,3:36.0,A. Burks enters the game for M. Scott,,89,92
294,3,3:36.0,,J. Green enters the game for M. Morris,89,92
295,3,3:36.0,,M. Harrell enters the game for I. Zubac,89,92
296,3,3:36.0,,K. Leonard makes free throw 2 of 2,89,93
297,3,3:10.0,S. Milton misses 2-pt layup from 3 ft (block by M. Harrell),,89,93
298,3,3:04.0,,Defensive rebound by M. Harrell,89,93
299,3,3:04.0,,Shooting foul by F. Korkmaz (drawn by M. Harrell),89,93
300,3,3:04.0,,M. Harrell makes free throw 1 of 2,89,94
301,3,3:04.0,,L. Shamet enters the game for K. Leonard,89,94
302,3,3:04.0,,M. Harrell misses free throw 2 of 2,89,94
303,3,3:01.0,Defensive rebound by A. Burks,,89,94
304,3,2:49.0,T. Harris misses 2-pt layup from 2 ft,,89,94
305,3,2:47.0,,Defensive rebound by J. Green,89,94
306,3,2:38.0,,R. Jackson makes 2-pt jump shot from 4 ft,89,96
307,3,2:38.0,Philadelphia full timeout,,89,96
308,3,2:38.0,N. Pelle enters the game for A. Horford,,89,96
309,3,2:38.0,G. Robinson enters the game for S. Milton,,89,96
310,3,2:29.0,Personal foul by R. Jackson (drawn by A. Burks),,89,96
311,3,2:24.0,A. Burks makes 3-pt jump shot from 26 ft,,92,96
312,3,2:08.0,,L. Williams makes 3-pt jump shot from 26 ft (assist by R. Jackson),92,99
313,3,1:52.0,A. Burks misses 3-pt jump shot from 26 ft,,92,99
314,3,1:49.0,,Defensive rebound by M. Harrell,92,99
315,3,1:41.0,,M. Harrell misses 2-pt layup from 3 ft,92,99
316,3,1:39.0,Defensive rebound by N. Pelle,,92,99
317,3,1:36.0,A. Burks misses 3-pt jump shot from 25 ft,,92,99
318,3,1:32.0,,Defensive rebound by R. Jackson,92,99
319,3,1:32.0,,Shooting foul by G. Robinson (drawn by M. Harrell),92,99
320,3,1:32.0,,M. Harrell makes free throw 1 of 2,92,100
321,3,1:32.0,,M. Harrell makes free throw 2 of 2,92,101
322,3,1:16.0,G. Robinson misses 2-pt jump shot from 12 ft,,92,101
323,3,1:11.0,Offensive rebound by T. Harris,,92,101
324,3,1:11.0,T. Harris misses 2-pt layup from 1 ft,,92,101
325,3,1:09.0,,Defensive rebound by L. Williams,92,101
326,3,1:08.0,,M. Harrell makes 2-pt layup from 2 ft (assist by L. Williams),92,103
327,3,1:08.0,,Shooting foul by N. Pelle (drawn by M. Harrell),92,103
328,3,1:08.0,,M. Harrell makes free throw 1 of 1,92,104
329,3,0:55.0,T. Harris makes 2-pt jump shot from 6 ft,,94,104
330,3,0:34.0,,L. Shamet makes 3-pt jump shot from 26 ft (assist by L. Williams),94,107
331,3,0:17.0,Shooting foul by M. Harrell (drawn by A. Burks),,94,107
332,3,0:17.0,A. Burks makes free throw 1 of 2,,95,107
333,3,0:17.0,A. Burks makes free throw 2 of 2,,96,107
334,3,0:02.0,,Shooting foul by F. Korkmaz (drawn by L. Williams),96,107
335,3,0:02.0,,L. Williams misses free throw 1 of 3,96,107
336,3,0:02.0,,Offensive rebound by Team,96,107
337,3,0:02.0,,L. Williams misses free throw 2 of 3,96,107
338,3,0:02.0,,Offensive rebound by Team,96,107
339,3,0:02.0,,L. Williams makes free throw 3 of 3,96,108
340,3,0:00.0,A. Burks misses 3-pt jump shot from 34 ft,,96,108
341,3,0:00.0,Offensive rebound by Team,,96,108
342,4,11:43.0,M. Scott misses 3-pt jump shot from 27 ft,,96,108
343,4,11:39.0,,Defensive rebound by J. Green,96,108
344,4,11:29.0,,L. Williams misses 2-pt jump shot from 5 ft,96,108
345,4,11:27.0,Defensive rebound by M. Scott,,96,108
346,4,11:19.0,Turnover by S. Milton (bad pass; steal by M. Harrell),,96,108
347,4,11:09.0,,Turnover by M. Harrell (out of bounds lost ball),96,108
348,4,10:57.0,M. Scott makes 3-pt jump shot from 27 ft (assist by A. Horford),,99,108
349,4,10:37.0,,L. Williams makes 3-pt jump shot from 25 ft (assist by L. Shamet),99,111
350,4,10:24.0,S. Milton makes 2-pt dunk from 3 ft (assist by A. Horford),,101,111
351,4,10:04.0,,R. Jackson makes 2-pt layup from 2 ft (assist by J. Green),101,113
352,4,9:39.0,M. Thybulle makes 2-pt dunk at rim (assist by A. Horford),,103,113
353,4,9:27.0,,M. Harrell makes 2-pt layup at rim,103,115
354,4,9:27.0,,Shooting foul by A. Horford (drawn by M. Harrell),103,115
355,4,9:27.0,,M. Harrell misses free throw 1 of 1,103,115
356,4,9:25.0,Defensive rebound by A. Burks,,103,115
357,4,9:06.0,A. Horford misses 2-pt hook shot from 2 ft,,103,115
358,4,9:04.0,,Defensive rebound by M. Harrell,103,115
359,4,8:52.0,,M. Harrell misses 2-pt layup from 2 ft (block by A. Horford),103,115
360,4,8:49.0,Defensive rebound by A. Burks,,103,115
361,4,8:40.0,Turnover by A. Horford (bad pass; steal by L. Williams),,103,115
362,4,8:37.0,,M. Harrell makes 2-pt dunk from 1 ft (assist by L. Williams),103,117
363,4,8:36.0,Philadelphia full timeout,,103,117
364,4,8:36.0,T. Harris enters the game for M. Scott,,103,117
365,4,8:36.0,F. Korkmaz enters the game for M. Thybulle,,103,117
366,4,8:36.0,,P. George enters the game for L. Shamet,103,117
367,4,8:21.0,F. Korkmaz makes 3-pt jump shot from 25 ft (assist by S. Milton),,106,117
368,4,8:03.0,,L. Williams misses 3-pt jump shot from 26 ft,106,117
369,4,8:00.0,Defensive rebound by A. Horford,,106,117
370,4,7:54.0,T. Harris makes 2-pt jump shot from 15 ft (assist by S. Milton),,108,117
371,4,7:39.0,,J. Green misses 3-pt jump shot from 26 ft,108,117
372,4,7:36.0,Defensive rebound by A. Horford,,108,117
373,4,7:28.0,A. Horford misses 3-pt jump shot from 25 ft,,108,117
374,4,7:23.0,,Defensive rebound by J. Green,108,117
375,4,7:22.0,,LA Clippers full timeout,108,117
376,4,7:22.0,,P. Beverley enters the game for J. Green,108,117
377,4,7:22.0,,K. Leonard enters the game for R. Jackson,108,117
378,4,7:07.0,,Shooting foul by F. Korkmaz (drawn by L. Williams),108,117
379,4,7:07.0,,L. Williams misses free throw 1 of 2,108,117
380,4,7:07.0,,Offensive rebound by Team,108,117
381,4,7:07.0,,L. Williams makes free throw 2 of 2,108,118
382,4,6:51.0,S. Milton misses 2-pt jump shot from 9 ft,,108,118
383,4,6:49.0,,Defensive rebound by M. Harrell,108,118
384,4,6:36.0,,K. Leonard makes 2-pt jump shot from 7 ft,108,120
385,4,6:14.0,A. Burks makes 3-pt jump shot from 24 ft (assist by A. Horford),,111,120
