,QUARTER,TIME_REMAINING,TORONTO_ACTION,PHILADELPHIA_ACTION,TORONTO_SCORE,PHILADELPHIA_SCORE
116,1,0:11.0,R. Hollis-Jefferson makes free throw 1 of 2,,21,23
117,1,0:11.0,R. Hollis-Jefferson makes free throw 2 of 2,,22,23
118,1,0:00.0,,M. Thybulle makes 3-pt jump shot from 26 ft (assist by J. Embiid),22,26
119,1,0:00.0,,Shooting foul by K. Lowry (drawn by M. Thybulle),22,26
120,1,0:00.0,,Instant Replay (Request: Ruling Stands),22,26
121,1,0:00.0,,M. Thybulle makes free throw 1 of 1,22,27
122,2,11:47.0,K. Lowry misses 3-pt jump shot from 26 ft,,22,27
123,2,11:46.0,,Defensive rebound by Team,22,27
124,2,11:33.0,,J. Embiid makes 2-pt jump shot from 6 ft (assist by M. Thybulle),22,29
125,2,11:17.0,S. Ibaka makes 2-pt jump shot from 8 ft (assist by R. Hollis-Jefferson),,24,29
126,2,10:53.0,,J. Embiid makes 2-pt jump shot from 9 ft,24,31
127,2,10:46.0,K. Lowry misses 2-pt jump shot from 12 ft,,24,31
128,2,10:43.0,,Defensive rebound by J. Embiid,24,31
129,2,10:37.0,,J. Embiid misses 3-pt jump shot from 28 ft,24,31
130,2,10:35.0,Defensive rebound by R. Hollis-Jefferson,,24,31
131,2,10:26.0,S. Ibaka misses 3-pt jump shot from 23 ft,,24,31
132,2,10:23.0,Offensive rebound by N. Powell,,24,31
133,2,10:20.0,T. Davis misses 2-pt layup from 3 ft (block by J. Embiid),,24,31
134,2,10:20.0,Offensive rebound by Team,,24,31
135,2,10:20.0,O. Anunoby enters the game for R. Hollis-Jefferson,,24,31
136,2,10:10.0,K. Lowry makes 2-pt layup from 2 ft (assist by T. Davis),,26,31
137,2,9:50.0,,F. Korkmaz misses 3-pt jump shot from 23 ft,26,31
138,2,9:46.0,Defensive rebound by S. Ibaka,,26,31
139,2,9:44.0,Offensive foul by K. Lowry (drawn by R. Neto),,26,31
140,2,9:44.0,Turnover by K. Lowry (offensive foul),,26,31
141,2,9:18.0,,R. Neto misses 2-pt layup from 2 ft,26,31
142,2,9:16.0,Defensive rebound by S. Ibaka,,26,31
143,2,9:10.0,N. Powell misses 3-pt jump shot from 23 ft,,26,31
144,2,9:07.0,,Defensive rebound by T. Harris,26,31
145,2,9:00.0,,F. Korkmaz misses 2-pt jump shot from 4 ft,26,31
146,2,8:59.0,Defensive rebound by T. Davis,,26,31
147,2,8:48.0,K. Lowry makes 3-pt jump shot from 27 ft (assist by T. Davis),,29,31
148,2,8:44.0,,Philadelphia full timeout,29,31
149,2,8:44.0,M. Gasol enters the game for T. Davis,,29,31
150,2,8:44.0,F. VanVleet enters the game for S. Ibaka,,29,31
151,2,8:44.0,,J. Ennis enters the game for J. Embiid,29,31
152,2,8:44.0,,A. Horford enters the game for R. Neto,29,31
153,2,8:44.0,,B. Simmons enters the game for M. Thybulle,29,31
154,2,8:29.0,,A. Horford makes 2-pt jump shot from 15 ft (assist by B. Simmons),29,33
155,2,8:09.0,K. Lowry makes 2-pt layup from 1 ft,,31,33
156,2,7:55.0,,A. Horford misses 2-pt jump shot from 16 ft,31,33
157,2,7:49.0,Defensive rebound by F. VanVleet,,31,33
158,2,7:41.0,Turnover by M. Gasol (lost ball; steal by A. Horford),,31,33
159,2,7:37.0,,J. Ennis makes 2-pt dunk at rim (assist by B. Simmons),31,35
160,2,7:20.0,N. Powell misses 2-pt hook shot from 2 ft,,31,35
161,2,7:20.0,Offensive rebound by Team,,31,35
162,2,7:20.0,Turnover by N. Powell (traveling),,31,35
163,2,7:20.0,P. Siakam enters the game for N. Powell,,31,35
164,2,6:56.0,,J. Ennis misses 2-pt layup from 5 ft (block by O. Anunoby),31,35
165,2,6:53.0,Defensive rebound by M. Gasol,,31,35
166,2,6:48.0,Turnover by F. VanVleet (lost ball; steal by F. Korkmaz),,31,35
167,2,6:43.0,,A. Horford makes 2-pt layup from 2 ft (assist by F. Korkmaz),31,37
168,2,6:35.0,O. Anunoby makes 2-pt layup from 2 ft (assist by K. Lowry),,33,37
169,2,6:21.0,,Turnover by T. Harris (traveling),33,37
170,2,6:21.0,R. Hollis-Jefferson enters the game for F. VanVleet,,33,37
171,2,6:21.0,,M. Thybulle enters the game for F. Korkmaz,33,37
172,2,6:04.0,O. Anunoby misses 2-pt jump shot from 18 ft,,33,37
173,2,6:01.0,,Defensive rebound by B. Simmons,33,37
174,2,5:51.0,,A. Horford makes 2-pt jump shot from 16 ft (assist by T. Harris),33,39
175,2,5:36.0,Personal foul by M. Thybulle (drawn by K. Lowry),,33,39
176,2,5:36.0,Toronto full timeout,,33,39
177,2,5:36.0,T. Davis enters the game for R. Hollis-Jefferson,,33,39
178,2,5:25.0,P. Siakam makes 2-pt layup from 2 ft,,35,39
179,2,5:07.0,,B. Simmons makes 2-pt hook shot from 5 ft (assist by A. Horford),35,41
180,2,4:54.0,O. Anunoby misses 3-pt jump shot from 25 ft,,35,41
181,2,4:52.0,Offensive rebound by T. Davis,,35,41
182,2,4:45.0,T. Davis makes 2-pt layup from 1 ft (assist by M. Gasol),,37,41
183,2,4:26.0,,T. Harris misses 2-pt jump shot from 17 ft,37,41
184,2,4:23.0,Defensive rebound by O. Anunoby,,37,41
185,2,4:18.0,K. Lowry misses 2-pt jump shot from 11 ft (block by M. Thybulle),,37,41
186,2,4:14.0,,Defensive rebound by T. Harris,37,41
187,2,4:06.0,,Personal foul by P. Siakam (drawn by A. Horford),37,41
188,2,4:06.0,,J. Embiid enters the game for A. Horford,37,41
189,2,3:52.0,,J. Embiid makes 2-pt layup from 1 ft (assist by T. Harris),37,43
190,2,3:34.0,T. Davis misses 2-pt jump shot from 6 ft,,37,43
191,2,3:32.0,,Defensive rebound by J. Embiid,37,43
192,2,3:23.0,,T. Harris makes 2-pt jump shot from 11 ft,37,45
193,2,3:04.0,M. Gasol misses 2-pt layup from 2 ft,,37,45
194,2,2:57.0,Offensive rebound by O. Anunoby,,37,45
195,2,2:57.0,O. Anunoby makes 2-pt layup from 1 ft,,39,45
196,2,2:42.0,,T. Harris makes 3-pt jump shot from 24 ft (assist by B. Simmons),39,48
197,2,2:21.0,Turnover by K. Lowry (bad pass; steal by M. Thybulle),,39,48
198,2,2:19.0,,M. Thybulle makes 2-pt dunk from 2 ft,39,50
199,2,1:58.0,O. Anunoby misses 2-pt jump shot from 6 ft,,39,50
200,2,1:54.0,,Defensive rebound by T. Harris,39,50
201,2,1:42.0,,J. Embiid misses 2-pt jump shot from 17 ft,39,50
202,2,1:39.0,Defensive rebound by M. Gasol,,39,50
203,2,1:34.0,M. Gasol misses 3-pt jump shot from 29 ft,,39,50
204,2,1:32.0,,Defensive rebound by B. Simmons,39,50
205,2,1:11.0,,T. Harris makes 2-pt jump shot from 13 ft,39,52
206,2,1:00.0,O. Anunoby makes 2-pt jump shot from 5 ft (assist by M. Gasol),,41,52
207,2,1:00.0,Shooting foul by T. Harris (drawn by O. Anunoby),,41,52
208,2,1:00.0,R. Hollis-Jefferson enters the game for T. Davis,,41,52
209,2,1:00.0,S. Ibaka enters the game for M. Gasol,,41,52
210,2,1:00.0,N. Powell enters the game for K. Lowry,,41,52
211,2,1:00.0,,M. Scott enters the game for T. Harris,41,52
212,2,1:00.0,O. Anunoby makes free throw 1 of 1,,42,52
213,2,0:43.0,,M. Scott makes 3-pt jump shot from 24 ft (assist by M. Thybulle),42,55
214,2,0:37.0,P. Siakam misses 3-pt jump shot from 25 ft,,42,55
215,2,0:34.0,,Defensive rebound by Team,42,55
216,2,0:34.0,Loose ball foul by S. Ibaka (drawn by J. Embiid),,42,55
217,2,0:34.0,,F. Korkmaz enters the game for M. Thybulle,42,55
218,2,0:22.0,,Personal foul by S. Ibaka (drawn by J. Embiid),42,55
219,2,0:22.0,,J. Embiid makes free throw 1 of 2,42,56
220,2,0:22.0,K. Lowry enters the game for R. Hollis-Jefferson,,42,56
221,2,0:22.0,,J. Embiid makes free throw 2 of 2,42,57
222,2,0:01.0,N. Powell misses 3-pt jump shot from 26 ft,,42,57
223,2,0:01.0,Offensive rebound by S. Ibaka,,42,57
224,3,11:47.0,N. Powell misses 3-pt jump shot from 23 ft,,42,57
225,3,11:43.0,,Defensive rebound by J. Embiid,42,57
226,3,11:23.0,,B. Simmons misses 2-pt layup from 1 ft,42,57
227,3,11:22.0,,Offensive rebound by J. Embiid,42,57
228,3,11:20.0,,J. Embiid misses 2-pt hook shot from 5 ft,42,57
229,3,11:18.0,Defensive rebound by P. Siakam,,42,57
230,3,11:15.0,M. Gasol misses 3-pt jump shot from 25 ft,,42,57
231,3,11:15.0,,Defensive rebound by J. Embiid,42,57
232,3,11:00.0,,B. Simmons misses 2-pt layup from 3 ft,42,57
233,3,10:58.0,Defensive rebound by O. Anunoby,,42,57
234,3,10:46.0,O. Anunoby misses 2-pt layup at rim,,42,57
235,3,10:44.0,,Defensive rebound by B. Simmons,42,57
236,3,10:38.0,,A. Horford makes 2-pt jump shot from 20 ft (assist by J. Embiid),42,59
237,3,10:22.0,,Violation by Team (kicked ball),42,59
238,3,10:18.0,K. Lowry makes 3-pt jump shot from 26 ft (assist by O. Anunoby),,45,59
239,3,9:58.0,,Personal foul by K. Lowry (drawn by F. Korkmaz),45,59
240,3,9:49.0,,T. Harris misses 3-pt jump shot from 27 ft,45,59
241,3,9:46.0,Defensive rebound by Team,,45,59
242,3,9:46.0,,Loose ball foul by J. Embiid (drawn by M. Gasol),45,59
243,3,9:25.0,Turnover by K. Lowry (out of bounds lost ball),,45,59
244,3,9:04.0,,B. Simmons makes 2-pt layup from 2 ft (assist by F. Korkmaz),45,61
245,3,8:57.0,N. Powell misses 2-pt layup from 2 ft,,45,61
246,3,8:55.0,,Defensive rebound by F. Korkmaz,45,61
247,3,8:48.0,,Personal foul by N. Powell (drawn by A. Horford),45,61
248,3,8:42.0,,Turnover by B. Simmons (lost ball; steal by N. Powell),45,61
249,3,8:34.0,O. Anunoby makes 2-pt layup from 1 ft,,47,61
250,3,8:20.0,,Personal foul by M. Gasol (drawn by B. Simmons),47,61
251,3,8:20.0,,Instant Replay (Request: Ruling Stands),47,61
252,3,8:05.0,,Turnover by B. Simmons (bad pass; steal by O. Anunoby),47,61
253,3,8:00.0,K. Lowry makes 3-pt jump shot from 27 ft,,50,61
254,3,7:41.0,,T. Harris misses 2-pt jump shot from 8 ft,50,61
255,3,7:39.0,Defensive rebound by M. Gasol,,50,61
256,3,7:26.0,M. Gasol misses 3-pt jump shot from 25 ft,,50,61
257,3,7:23.0,,Defensive rebound by B. Simmons,50,61
258,3,7:08.0,,B. Simmons makes 2-pt layup from 2 ft (assist by A. Horford),50,63
259,3,6:57.0,P. Siakam misses 3-pt jump shot from 25 ft,,50,63
260,3,6:54.0,,Defensive rebound by J. Embiid,50,63
261,3,6:40.0,,Turnover by J. Embiid (lost ball; steal by N. Powell),50,63
262,3,6:36.0,N. Powell makes 2-pt layup from 2 ft,,52,63
263,3,6:13.0,,Personal foul by K. Lowry (drawn by B. Simmons),52,63
264,3,6:13.0,,Philadelphia full timeout,52,63
265,3,6:13.0,,J. Ennis enters the game for J. Embiid,52,63
266,3,6:13.0,,M. Thybulle enters the game for F. Korkmaz,52,63
267,3,5:59.0,,A. Horford misses 3-pt jump shot from 28 ft,52,63
268,3,5:54.0,Defensive rebound by O. Anunoby,,52,63
269,3,5:51.0,Shooting foul by M. Thybulle (drawn by K. Lowry),,52,63
270,3,5:51.0,K. Lowry makes free throw 1 of 2,,53,63
271,3,5:51.0,K. Lowry misses free throw 2 of 2,,53,63
272,3,5:49.0,,Defensive rebound by A. Horford,53,63
273,3,5:42.0,,M. Thybulle makes 3-pt jump shot from 24 ft (assist by B. Simmons),53,66
274,3,5:33.0,Turnover by N. Powell (lost ball; steal by M. Thybulle),,53,66
275,3,5:28.0,,J. Ennis makes 2-pt layup from 1 ft (assist by B. Simmons),53,68
276,3,5:11.0,P. Siakam misses 2-pt jump shot from 7 ft,,53,68
277,3,5:11.0,,Defensive rebound by T. Harris,53,68
278,3,5:00.0,,M. Thybulle makes 3-pt jump shot from 27 ft (assist by A. Horford),53,71
279,3,4:58.0,Toronto full timeout,,53,71
280,3,4:58.0,R. Hollis-Jefferson enters the game for M. Gasol,,53,71
281,3,4:58.0,S. Ibaka enters the game for N. Powell,,53,71
282,3,4:42.0,S. Ibaka misses 3-pt jump shot from 25 ft,,53,71
283,3,4:39.0,,Defensive rebound by A. Horford,53,71
284,3,4:23.0,,A. Horford makes 2-pt hook shot from 4 ft,53,73
285,3,4:04.0,R. Hollis-Jefferson makes 2-pt layup from 1 ft (assist by S. Ibaka),,55,73
286,3,4:04.0,Shooting foul by A. Horford (drawn by R. Hollis-Jefferson),,55,73
287,3,4:04.0,,M. Scott enters the game for T. Harris,55,73
288,3,4:04.0,R. Hollis-Jefferson makes free throw 1 of 1,,56,73
289,3,3:52.0,,M. Scott makes 3-pt jump shot from 27 ft (assist by B. Simmons),56,76
290,3,3:41.0,K. Lowry misses 3-pt jump shot from 27 ft,,56,76
291,3,3:38.0,Offensive rebound by O. Anunoby,,56,76
292,3,3:34.0,R. Hollis-Jefferson makes 2-pt layup from 1 ft (assist by O. Anunoby),,58,76
293,3,3:07.0,,J. Ennis makes 3-pt jump shot from 24 ft (assist by M. Thybulle),58,79
294,3,2:50.0,P. Siakam misses 2-pt layup at rim (block by A. Horford),,58,79
295,3,2:50.0,Offensive rebound by S. Ibaka,,58,79
296,3,2:50.0,S. Ibaka makes 2-pt layup from 2 ft,,60,79
297,3,2:50.0,Shooting foul by A. Horford (drawn by S. Ibaka),,60,79
298,3,2:50.0,T. Davis enters the game for O. Anunoby,,60,79
299,3,2:50.0,M. Gasol enters the game for K. Lowry,,60,79
300,3,2:50.0,,J. Embiid enters the game for A. Horford,60,79
301,3,2:50.0,S. Ibaka misses free throw 1 of 1,,60,79
302,3,2:48.0,,Defensive rebound by B. Simmons,60,79
303,3,2:37.0,,Turnover by B. Simmons (lost ball; steal by R. Hollis-Jefferson),60,79
304,3,2:28.0,Turnover by R. Hollis-Jefferson (lost ball; steal by J. Embiid),,60,79
305,3,2:20.0,,M. Scott misses 3-pt jump shot from 27 ft,60,79
306,3,2:18.0,Defensive rebound by M. Gasol,,60,79
307,3,2:11.0,S. Ibaka makes 3-pt jump shot from 23 ft (assist by P. Siakam),,63,79
308,3,1:52.0,,Personal foul by M. Gasol (drawn by J. Embiid),63,79
309,3,1:52.0,,J. Embiid makes free throw 1 of 2,63,80
310,3,1:52.0,,J. Embiid misses free throw 2 of 2,63,80
311,3,1:50.0,Defensive rebound by M. Gasol,,63,80
312,3,1:41.0,M. Gasol misses 3-pt jump shot from 26 ft,,63,80
313,3,1:38.0,Offensive rebound by P. Siakam,,63,80
314,3,1:28.0,Turnover by P. Siakam (bad pass; steal by M. Thybulle),,63,80
315,3,1:09.0,,B. Simmons makes 2-pt dunk from 1 ft,63,82
316,3,0:53.0,M. Gasol misses 2-pt jump shot from 20 ft,,63,82
317,3,0:51.0,Offensive rebound by P. Siakam,,63,82
318,3,0:51.0,P. Siakam makes 2-pt layup at rim,,65,82
319,3,0:36.0,,Shooting foul by R. Hollis-Jefferson (drawn by J. Ennis),65,82
320,3,0:36.0,,J. Ennis makes free throw 1 of 2,65,83
321,3,0:36.0,N. Powell enters the game for P. Siakam,,65,83
322,3,0:36.0,,R. Neto enters the game for B. Simmons,65,83
323,3,0:36.0,,J. Ennis makes free throw 2 of 2,65,84
324,3,0:29.0,N. Powell makes 2-pt dunk from 1 ft (assist by T. Davis),,67,84
325,3,0:29.0,Shooting foul by J. Embiid (drawn by N. Powell),,67,84
326,3,0:29.0,C. Boucher enters the game for M. Gasol,,67,84
327,3,0:29.0,N. Powell makes free throw 1 of 1,,68,84
328,3,0:12.0,,R. Neto makes 2-pt jump shot from 19 ft,68,86
329,3,0:01.0,Turnover by N. Powell (bad pass; steal by M. Scott),,68,86
330,4,11:54.0,,Turnover by M. Thybulle (bad pass; steal by T. Davis),68,86
331,4,11:50.0,T. Davis makes 2-pt layup from 4 ft,,70,86
332,4,11:39.0,,T. Harris makes 2-pt hook shot from 5 ft (assist by J. Embiid),70,88
333,4,11:25.0,T. Davis makes 2-pt layup from 1 ft,,72,88
334,4,11:08.0,,T. Harris makes 3-pt jump shot from 26 ft (assist by J. Embiid),72,91
335,4,10:49.0,C. Boucher makes 3-pt jump shot from 25 ft (assist by S. Ibaka),,75,91
336,4,10:28.0,,M. Thybulle makes 3-pt jump shot from 27 ft (assist by J. Embiid),75,94
337,4,10:15.0,Turnover by T. Davis (traveling),,75,94
338,4,9:50.0,,T. Harris misses 3-pt jump shot from 29 ft,75,94
339,4,9:50.0,,Offensive rebound by Team,75,94
340,4,9:50.0,,Turnover by Team (shot clock),75,94
341,4,9:34.0,S. Ibaka misses 2-pt jump shot from 18 ft,,75,94
342,4,9:31.0,,Defensive rebound by R. Neto,75,94
343,4,9:20.0,,Turnover by J. Embiid (bad pass),75,94
344,4,9:04.0,N. Powell makes 3-pt jump shot from 27 ft (assist by S. Ibaka),,78,94
345,4,8:40.0,,T. Harris misses 2-pt jump shot from 17 ft,78,94
346,4,8:40.0,,Offensive rebound by Team,78,94
347,4,8:40.0,Loose ball foul by S. Ibaka (drawn by J. Embiid),,78,94
348,4,8:32.0,,T. Harris misses 2-pt layup from 2 ft (block by R. Hollis-Jefferson),78,94
349,4,8:32.0,,Offensive rebound by Team,78,94
350,4,8:30.0,,F. Korkmaz makes 3-pt jump shot from 25 ft (assist by R. Neto),78,97
351,4,8:16.0,S. Ibaka misses 2-pt hook shot from 9 ft,,78,97
352,4,8:13.0,,Defensive rebound by R. Neto,78,97
353,4,8:09.0,,T. Harris misses 2-pt dunk from 1 ft (block by N. Powell),78,97
354,4,8:05.0,Defensive rebound by T. Davis,,78,97
355,4,8:01.0,Turnover by S. Ibaka (step out of bounds),,78,97
356,4,8:01.0,,Philadelphia full timeout,78,97
357,4,8:01.0,O. Anunoby enters the game for C. Boucher,,78,97
358,4,8:01.0,M. Gasol enters the game for T. Davis,,78,97
359,4,8:01.0,K. Lowry enters the game for R. Hollis-Jefferson,,78,97
360,4,8:01.0,P. Siakam enters the game for N. Powell,,78,97
361,4,8:01.0,,J. Ennis enters the game for J. Embiid,78,97
362,4,8:01.0,,A. Horford enters the game for M. Thybulle,78,97
363,4,7:37.0,,F. Korkmaz misses 2-pt jump shot from 20 ft,78,97
364,4,7:37.0,,Offensive rebound by Team,78,97
365,4,7:37.0,,Turnover by Team (shot clock),78,97
366,4,7:37.0,,B. Simmons enters the game for R. Neto,78,97
367,4,7:18.0,S. Ibaka misses 2-pt hook shot from 8 ft,,78,97
368,4,7:16.0,,Defensive rebound by A. Horford,78,97
369,4,7:00.0,,J. Ennis misses 3-pt jump shot from 29 ft,78,97
370,4,6:57.0,Defensive rebound by S. Ibaka,,78,97
371,4,6:53.0,K. Lowry misses 3-pt jump shot from 26 ft,,78,97
372,4,6:46.0,Offensive rebound by S. Ibaka,,78,97
373,4,6:46.0,S. Ibaka makes 2-pt dunk at rim,,80,97
374,4,6:33.0,,T. Harris makes 3-pt jump shot from 27 ft (assist by J. Ennis),80,100
