,QUARTER,TIME_REMAINING,PORTLAND_ACTION,LA CLIPPERS_ACTION,PORTLAND_SCORE,LA CLIPPERS_SCORE
0,1,11:46.0,C. McCollum misses 2-pt jump shot from 14 ft,,0,0
1,1,11:43.0,,Defensive rebound by K. Leonard,0,0
2,1,11:33.0,,K. Leonard misses 2-pt jump shot from 7 ft,0,0
3,1,11:32.0,,I. Zubac misses 2-pt layup from 2 ft,0,0
4,1,11:32.0,,Offensive rebound by I. Zubac,0,0
5,1,11:32.0,,Offensive rebound by I. Zubac,0,0
6,1,11:29.0,,I. Zubac makes 2-pt hook shot from 5 ft,0,2
7,1,11:17.0,D. Lillard makes 3-pt jump shot from 27 ft,,3,2
8,1,11:17.0,Shooting foul by L. Shamet (drawn by D. Lillard),,3,2
9,1,11:17.0,D. Lillard makes free throw 1 of 1,,4,2
10,1,10:52.0,,I. Zubac misses 2-pt hook shot from 4 ft,4,2
11,1,10:48.0,,Offensive rebound by P. Patterson,4,2
12,1,10:48.0,,P. Patterson misses 2-pt layup at rim,4,2
13,1,10:48.0,Defensive rebound by A. Tolliver,,4,2
14,1,10:41.0,R. Hood misses 3-pt jump shot from 25 ft,,4,2
15,1,10:37.0,,Defensive rebound by P. Beverley,4,2
16,1,10:29.0,,P. Beverley misses 2-pt layup from 2 ft,4,2
17,1,10:26.0,,Offensive rebound by I. Zubac,4,2
18,1,10:20.0,,K. Leonard makes 2-pt layup from 2 ft,4,4
19,1,9:57.0,H. Whiteside misses 2-pt layup from 1 ft (block by K. Leonard),,4,4
20,1,9:54.0,,Defensive rebound by L. Shamet,4,4
21,1,9:47.0,,K. Leonard misses 3-pt jump shot from 25 ft,4,4
22,1,9:44.0,Defensive rebound by D. Lillard,,4,4
23,1,9:38.0,R. Hood makes 3-pt jump shot from 26 ft (assist by D. Lillard),,7,4
24,1,9:20.0,,P. Patterson misses 3-pt jump shot from 25 ft,7,4
25,1,9:18.0,Defensive rebound by D. Lillard,,7,4
26,1,9:08.0,H. Whiteside misses 2-pt hook shot from 8 ft,,7,4
27,1,9:05.0,,Defensive rebound by K. Leonard,7,4
28,1,8:52.0,,K. Leonard makes 2-pt jump shot from 8 ft,7,6
29,1,8:31.0,C. McCollum misses 2-pt jump shot from 21 ft,,7,6
30,1,8:27.0,,Defensive rebound by I. Zubac,7,6
31,1,8:22.0,,I. Zubac misses 2-pt layup from 1 ft (block by A. Tolliver),7,6
32,1,8:20.0,Defensive rebound by D. Lillard,,7,6
33,1,8:14.0,R. Hood misses 3-pt jump shot from 25 ft,,7,6
34,1,8:10.0,,Defensive rebound by K. Leonard,7,6
35,1,8:05.0,,K. Leonard misses 2-pt jump shot from 8 ft,7,6
36,1,7:58.0,,Offensive rebound by I. Zubac,7,6
37,1,7:58.0,,I. Zubac makes 2-pt layup at rim,7,8
38,1,7:49.0,H. Whiteside makes 2-pt jump shot from 17 ft (assist by C. McCollum),,9,8
39,1,7:41.0,,Personal foul by R. Hood (drawn by K. Leonard),9,8
40,1,7:33.0,,I. Zubac misses 2-pt jump shot from 12 ft,9,8
41,1,7:31.0,Defensive rebound by A. Tolliver,,9,8
42,1,7:24.0,Turnover by D. Lillard (bad pass; steal by K. Leonard),,9,8
43,1,7:20.0,,Turnover by L. Shamet (out of bounds lost ball),9,8
44,1,7:10.0,C. McCollum misses 2-pt jump shot from 9 ft (block by I. Zubac),,9,8
45,1,7:08.0,Turnover by H. Whiteside (lost ball; steal by P. Beverley),,9,8
46,1,7:08.0,Offensive rebound by H. Whiteside,,9,8
47,1,7:00.0,,P. Patterson makes 2-pt dunk from 1 ft (assist by P. Beverley),9,10
48,1,6:37.0,Turnover by D. Lillard (bad pass; steal by I. Zubac),,9,10
49,1,6:27.0,,K. Leonard misses 2-pt jump shot from 9 ft,9,10
50,1,6:25.0,,Offensive rebound by K. Leonard,9,10
51,1,6:24.0,,P. Patterson makes 3-pt jump shot from 25 ft (assist by K. Leonard),9,13
52,1,6:24.0,Portland full timeout,,9,13
53,1,6:24.0,M. Hezonja enters the game for A. Tolliver,,9,13
54,1,6:24.0,S. Labissière enters the game for H. Whiteside,,9,13
55,1,6:09.0,C. McCollum misses 2-pt jump shot from 17 ft,,9,13
56,1,6:08.0,,Defensive rebound by Team,9,13
57,1,6:08.0,Loose ball foul by S. Labissière (drawn by P. Beverley),,9,13
58,1,5:54.0,,K. Leonard misses 2-pt jump shot from 11 ft,9,13
59,1,5:52.0,,Offensive rebound by I. Zubac,9,13
60,1,5:44.0,,I. Zubac makes 2-pt dunk from 2 ft (assist by K. Leonard),9,15
61,1,5:36.0,Personal foul by L. Shamet (drawn by D. Lillard),,9,15
62,1,5:36.0,,R. McGruder enters the game for L. Shamet,9,15
63,1,5:29.0,D. Lillard makes 3-pt jump shot from 27 ft,,12,15
64,1,5:07.0,,K. Leonard makes 2-pt jump shot from 14 ft,12,17
65,1,4:55.0,S. Labissière makes 2-pt jump shot from 9 ft (assist by D. Lillard),,14,17
66,1,4:45.0,,P. Beverley misses 3-pt jump shot from 26 ft,14,17
67,1,4:41.0,Defensive rebound by M. Hezonja,,14,17
68,1,4:34.0,M. Hezonja misses 3-pt jump shot from 27 ft,,14,17
