,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,INDIANA_ACTION,SACRAMENTO_SCORE,INDIANA_SCORE
50,1,4:11.0,,Personal foul by B. Hield (drawn by D. Sabonis),21,22
51,1,4:11.0,J. James enters the game for B. Hield,,21,22
52,1,4:11.0,,J. Holiday enters the game for A. Holiday,21,22
53,1,4:11.0,,T. McConnell enters the game for D. Sabonis,21,22
54,1,4:05.0,,T. Warren misses 2-pt jump shot from 10 ft,21,22
55,1,4:03.0,Defensive rebound by N. Bjelica,,21,22
56,1,3:48.0,N. Bjelica makes 2-pt hook shot from 10 ft,,23,22
57,1,3:31.0,,J. Holiday misses 3-pt jump shot from 27 ft,23,22
58,1,3:25.0,Defensive rebound by C. Joseph,,23,22
59,1,3:18.0,J. James makes 3-pt jump shot from 24 ft (assist by D. Fox),,26,22
60,1,2:58.0,,M. Turner misses 3-pt jump shot from 25 ft,26,22
61,1,2:55.0,Defensive rebound by N. Bjelica,,26,22
62,1,2:50.0,Shooting foul by J. Holiday (drawn by M. Bagley),,26,22
63,1,2:50.0,Sacramento full timeout,,26,22
64,1,2:50.0,Y. Ferrell enters the game for C. Joseph,,26,22
65,1,2:50.0,,G. Bitadze enters the game for M. Brogdon,26,22
66,1,2:50.0,,D. McDermott enters the game for M. Turner,26,22
67,1,2:50.0,,E. Sumner enters the game for T. Warren,26,22
68,1,2:50.0,M. Bagley makes free throw 1 of 2,,27,22
69,1,2:50.0,M. Bagley makes free throw 2 of 2,,28,22
70,1,2:35.0,,T. McConnell makes 2-pt jump shot from 12 ft (assist by E. Sumner),28,24
71,1,2:14.0,M. Bagley misses 2-pt jump shot from 6 ft,,28,24
72,1,2:10.0,Offensive rebound by D. Fox,,28,24
73,1,2:04.0,J. James misses 2-pt jump shot from 17 ft,,28,24
74,1,2:01.0,,Defensive rebound by G. Bitadze,28,24
75,1,1:47.0,,Turnover by G. Bitadze (lost ball; steal by D. Fox),28,24
76,1,1:43.0,M. Bagley makes 2-pt dunk from 1 ft (assist by J. James),,30,24
77,1,1:29.0,,D. McDermott misses 3-pt jump shot from 25 ft,30,24
78,1,1:26.0,Defensive rebound by M. Bagley,,30,24
79,1,1:12.0,N. Bjelica misses 2-pt hook shot from 7 ft (block by J. Holiday),,30,24
80,1,1:09.0,,Defensive rebound by D. McDermott,30,24
81,1,1:03.0,,T. McConnell makes 2-pt layup from 1 ft,30,26
82,1,0:50.0,Turnover by Y. Ferrell (step out of bounds),,30,26
83,1,0:50.0,H. Barnes enters the game for N. Bjelica,,30,26
84,1,0:31.0,,T. McConnell makes 2-pt jump shot from 12 ft (assist by J. Holiday),30,28
85,1,0:11.0,,Loose ball foul by E. Sumner (drawn by M. Bagley),30,28
86,1,0:01.0,D. Fox makes 2-pt layup from 3 ft,,32,28
87,1,0:01.0,,Violation by Team (def goaltending),32,28
88,1,0:00.0,,T. McConnell makes 2-pt jump shot from 22 ft,32,30
89,1,0:00.0,,Instant Replay (Request: Ruling Stands),32,30
90,2,11:42.0,,J. Holiday makes 2-pt dunk from 2 ft (assist by T. McConnell),32,32
91,2,11:19.0,J. James misses 2-pt layup from 4 ft,,32,32
92,2,11:14.0,Offensive rebound by M. Bagley,,32,32
93,2,11:14.0,M. Bagley makes 2-pt layup at rim,,34,32
94,2,11:07.0,,D. McDermott makes 3-pt jump shot from 27 ft (assist by T. McConnell),34,35
95,2,10:56.0,Y. Ferrell makes 2-pt jump shot from 16 ft,,36,35
96,2,10:44.0,,D. McDermott makes 2-pt layup from 3 ft (assist by D. Sabonis),36,37
97,2,10:29.0,J. James misses 2-pt dunk from 1 ft,,36,37
98,2,10:27.0,,Defensive rebound by D. Sabonis,36,37
99,2,10:19.0,,J. Holiday misses 3-pt jump shot from 25 ft,36,37
100,2,10:15.0,Defensive rebound by J. James,,36,37
101,2,10:07.0,D. Fox misses 2-pt layup from 5 ft (block by D. Sabonis),,36,37
102,2,10:04.0,Offensive rebound by D. Fox,,36,37
103,2,10:04.0,D. Fox makes 2-pt layup from 1 ft,,38,37
104,2,9:48.0,,D. Sabonis makes 2-pt layup from 2 ft (assist by J. Holiday),38,39
105,2,9:42.0,Sacramento full timeout,,38,39
106,2,9:42.0,B. Hield enters the game for D. Fox,,38,39
107,2,9:38.0,M. Bagley misses 2-pt layup from 4 ft,,38,39
108,2,9:38.0,,Defensive rebound by Team,38,39
109,2,9:22.0,,E. Sumner misses 2-pt layup from 5 ft (block by M. Bagley),38,39
110,2,9:20.0,,Offensive rebound by E. Sumner,38,39
111,2,9:17.0,,J. Holiday misses 3-pt jump shot from 24 ft,38,39
112,2,9:15.0,Defensive rebound by B. Hield,,38,39
113,2,9:08.0,Turnover by B. Hield (bad pass; steal by T. McConnell),,38,39
114,2,9:04.0,,J. Holiday makes 3-pt jump shot from 26 ft (assist by T. McConnell),38,42
115,2,8:46.0,M. Bagley makes 2-pt layup from 1 ft (assist by Y. Ferrell),,40,42
116,2,8:30.0,,Offensive foul by D. Sabonis (drawn by M. Bagley),40,42
117,2,8:30.0,,Turnover by D. Sabonis (offensive foul),40,42
118,2,8:30.0,C. Joseph enters the game for J. James,,40,42
119,2,8:20.0,Turnover by C. Joseph (bad pass; steal by J. Holiday),,40,42
120,2,8:11.0,,D. McDermott makes 3-pt jump shot from 23 ft (assist by D. Sabonis),40,45
121,2,8:00.0,H. Barnes makes 2-pt layup from 2 ft (assist by C. Joseph),,42,45
122,2,7:39.0,,D. Sabonis makes 2-pt dunk from 1 ft (assist by D. McDermott),42,47
123,2,7:16.0,H. Barnes misses 2-pt layup from 10 ft,,42,47
124,2,7:13.0,,Defensive rebound by D. Sabonis,42,47
125,2,7:13.0,,M. Brogdon enters the game for E. Sumner,42,47
126,2,7:02.0,,Shooting foul by M. Bagley (drawn by D. Sabonis),42,47
127,2,7:02.0,,D. Sabonis makes free throw 1 of 2,42,48
128,2,7:02.0,N. Bjelica enters the game for H. Barnes,,42,48
129,2,7:02.0,,T. Warren enters the game for J. Holiday,42,48
130,2,7:02.0,,D. Sabonis misses free throw 2 of 2,42,48
131,2,7:01.0,Defensive rebound by B. Hield,,42,48
132,2,6:54.0,Personal foul by M. Brogdon (drawn by M. Bagley),,42,48
133,2,6:54.0,,A. Holiday enters the game for D. McDermott,42,48
134,2,6:44.0,B. Hield misses 3-pt jump shot from 26 ft,,42,48
135,2,6:41.0,,Defensive rebound by D. Sabonis,42,48
136,2,6:33.0,,T. McConnell makes 3-pt jump shot from 27 ft (assist by M. Brogdon),42,51
137,2,6:19.0,Y. Ferrell misses 3-pt jump shot from 26 ft,,42,51
138,2,6:16.0,Offensive rebound by B. Hield,,42,51
139,2,6:13.0,B. Hield misses 3-pt jump shot from 23 ft,,42,51
140,2,6:09.0,,Defensive rebound by D. Sabonis,42,51
141,2,6:04.0,,T. Warren makes 2-pt layup from 1 ft (assist by D. Sabonis),42,53
142,2,6:04.0,Sacramento full timeout,,42,53
143,2,6:04.0,D. Fox enters the game for M. Bagley,,42,53
144,2,6:04.0,R. Holmes enters the game for Y. Ferrell,,42,53
145,2,5:45.0,Turnover by D. Fox (traveling),,42,53
146,2,5:36.0,,T. Warren makes 2-pt jump shot from 14 ft (assist by T. McConnell),42,55
147,2,5:24.0,R. Holmes makes 2-pt dunk from 1 ft (assist by B. Hield),,44,55
148,2,5:11.0,,T. Warren makes 2-pt layup from 2 ft (assist by T. McConnell),44,57
149,2,4:58.0,C. Joseph misses 2-pt jump shot from 9 ft,,44,57
150,2,4:57.0,,Defensive rebound by Team,44,57
151,2,4:57.0,Loose ball foul by R. Holmes (drawn by D. Sabonis),,44,57
152,2,4:57.0,,M. Turner enters the game for D. Sabonis,44,57
153,2,4:43.0,,Turnover by A. Holiday (traveling),44,57
154,2,4:33.0,R. Holmes makes 2-pt dunk from 1 ft (assist by D. Fox),,46,57
155,2,4:15.0,,A. Holiday makes 3-pt jump shot from 25 ft (assist by M. Turner),46,60
156,2,3:58.0,R. Holmes makes 2-pt jump shot from 13 ft (assist by C. Joseph),,48,60
157,2,3:41.0,,Turnover by T. McConnell (lost ball; steal by D. Fox),48,60
158,2,3:31.0,R. Holmes makes 2-pt dunk from 1 ft (assist by N. Bjelica),,50,60
159,2,3:21.0,,Indiana full timeout,50,60
160,2,3:21.0,,J. Holiday enters the game for T. McConnell,50,60
161,2,3:09.0,,T. Warren misses 2-pt jump shot from 18 ft,50,60
162,2,3:07.0,Defensive rebound by D. Fox,,50,60
163,2,3:00.0,R. Holmes makes 2-pt dunk from 2 ft (assist by D. Fox),,52,60
164,2,2:46.0,,M. Brogdon misses 3-pt jump shot from 25 ft,52,60
165,2,2:44.0,Defensive rebound by N. Bjelica,,52,60
166,2,2:39.0,Personal foul by A. Holiday (drawn by D. Fox),,52,60
167,2,2:31.0,B. Hield misses 3-pt jump shot from 24 ft,,52,60
168,2,2:28.0,Offensive rebound by R. Holmes,,52,60
169,2,2:27.0,R. Holmes makes 2-pt layup at rim,,54,60
170,2,2:09.0,,M. Turner makes 2-pt jump shot from 19 ft (assist by A. Holiday),54,62
171,2,1:44.0,D. Fox misses 3-pt jump shot from 23 ft,,54,62
172,2,1:41.0,Offensive rebound by B. Hield,,54,62
173,2,1:40.0,B. Hield makes 3-pt jump shot from 25 ft,,57,62
174,2,1:16.0,,A. Holiday makes 3-pt jump shot from 26 ft (assist by M. Brogdon),57,65
175,2,1:07.0,N. Bjelica misses 2-pt layup from 3 ft (block by J. Holiday),,57,65
176,2,1:03.0,,Defensive rebound by J. Holiday,57,65
177,2,0:48.0,,M. Turner misses 3-pt jump shot from 23 ft,57,65
178,2,0:42.0,,Offensive rebound by T. Warren,57,65
179,2,0:42.0,,T. Warren misses 2-pt layup from 1 ft,57,65
180,2,0:41.0,Defensive rebound by D. Fox,,57,65
181,2,0:28.0,B. Hield misses 3-pt jump shot from 29 ft,,57,65
182,2,0:24.0,,Defensive rebound by M. Turner,57,65
183,2,0:05.0,,M. Brogdon makes 3-pt jump shot from 25 ft,57,68
184,3,11:42.0,,M. Brogdon misses 3-pt jump shot from 26 ft,57,68
185,3,11:38.0,Defensive rebound by B. Hield,,57,68
186,3,11:29.0,B. Hield misses 2-pt jump shot from 20 ft,,57,68
187,3,11:27.0,Offensive rebound by C. Joseph,,57,68
188,3,11:18.0,R. Holmes makes 2-pt layup from 4 ft (assist by N. Bjelica),,59,68
189,3,11:04.0,,M. Turner makes 2-pt jump shot from 4 ft (assist by T. Warren),59,70
190,3,11:04.0,,Shooting foul by B. Hield (drawn by M. Turner),59,70
191,3,11:04.0,,J. Holiday enters the game for T. Warren,59,70
192,3,11:04.0,,M. Turner makes free throw 1 of 1,59,71
193,3,10:40.0,Turnover by Team (shot clock),,59,71
194,3,10:16.0,,M. Brogdon makes 2-pt layup from 1 ft,59,73
195,3,10:05.0,N. Bjelica misses 3-pt jump shot from 27 ft,,59,73
196,3,10:01.0,,Defensive rebound by M. Brogdon,59,73
197,3,9:46.0,,J. Holiday misses 3-pt jump shot from 26 ft,59,73
198,3,9:44.0,Defensive rebound by H. Barnes,,59,73
199,3,9:40.0,H. Barnes misses 2-pt layup from 2 ft,,59,73
200,3,9:37.0,Offensive rebound by R. Holmes,,59,73
201,3,9:36.0,N. Bjelica misses 3-pt jump shot from 24 ft,,59,73
202,3,9:34.0,Offensive rebound by R. Holmes,,59,73
203,3,9:19.0,B. Hield makes 2-pt jump shot from 22 ft,,61,73
204,3,9:03.0,,M. Turner makes 2-pt jump shot from 3 ft (assist by M. Brogdon),61,75
205,3,9:03.0,,Shooting foul by H. Barnes (drawn by M. Turner),61,75
206,3,9:03.0,,T. Warren enters the game for J. Holiday,61,75
207,3,9:03.0,,M. Turner makes free throw 1 of 1,61,76
208,3,8:51.0,N. Bjelica misses 3-pt jump shot from 26 ft,,61,76
209,3,8:48.0,,Defensive rebound by T. Warren,61,76
210,3,8:33.0,,A. Holiday misses 2-pt layup from 1 ft,61,76
211,3,8:31.0,,Offensive rebound by M. Turner,61,76
212,3,8:30.0,,M. Turner makes 2-pt layup from 2 ft,61,78
213,3,8:19.0,B. Hield misses 3-pt jump shot from 27 ft,,61,78
214,3,8:16.0,,Defensive rebound by M. Brogdon,61,78
215,3,8:03.0,,D. Sabonis misses 2-pt layup at rim,61,78
216,3,8:02.0,,Offensive rebound by D. Sabonis,61,78
217,3,8:02.0,,Shooting foul by B. Hield (drawn by D. Sabonis),61,78
218,3,8:02.0,,D. Sabonis misses free throw 1 of 2,61,78
219,3,8:02.0,,Offensive rebound by Team,61,78
220,3,8:02.0,M. Bagley enters the game for B. Hield,,61,78
221,3,8:02.0,,D. Sabonis makes free throw 2 of 2,61,79
222,3,7:57.0,Turnover by C. Joseph (lost ball; steal by A. Holiday),,61,79
223,3,7:53.0,,A. Holiday misses 2-pt layup from 2 ft,61,79
224,3,7:48.0,Defensive rebound by R. Holmes,,61,79
225,3,7:46.0,Shooting foul by M. Brogdon (drawn by R. Holmes),,61,79
226,3,7:46.0,R. Holmes makes free throw 1 of 2,,62,79
227,3,7:46.0,R. Holmes makes free throw 2 of 2,,63,79
228,3,7:24.0,,D. Sabonis misses 2-pt jump shot from 19 ft,63,79
229,3,7:20.0,Defensive rebound by R. Holmes,,63,79
230,3,6:58.0,Turnover by C. Joseph (bad pass),,63,79
231,3,6:58.0,,Indiana full timeout,63,79
232,3,6:58.0,D. Fox enters the game for N. Bjelica,,63,79
233,3,6:58.0,J. James enters the game for C. Joseph,,63,79
234,3,6:47.0,,T. Warren makes 2-pt jump shot from 15 ft (assist by A. Holiday),63,81
235,3,6:33.0,Turnover by M. Bagley (lost ball; steal by A. Holiday),,63,81
236,3,6:29.0,,M. Brogdon misses 2-pt layup from 1 ft,63,81
237,3,6:28.0,Defensive rebound by Team,,63,81
238,3,6:22.0,M. Bagley makes 3-pt jump shot from 26 ft (assist by D. Fox),,66,81
239,3,5:55.0,,D. Sabonis misses 2-pt jump shot from 4 ft (block by M. Bagley),66,81
240,3,5:53.0,Defensive rebound by Team,,66,81
241,3,5:53.0,,Loose ball foul by T. Warren (drawn by H. Barnes),66,81
242,3,5:44.0,M. Bagley misses 3-pt jump shot from 26 ft,,66,81
243,3,5:41.0,,Defensive rebound by M. Turner,66,81
244,3,5:37.0,,T. Warren misses 2-pt layup from 6 ft (block by M. Bagley),66,81
245,3,5:35.0,Defensive rebound by M. Bagley,,66,81
246,3,5:20.0,D. Fox misses 2-pt layup from 2 ft,,66,81
247,3,5:20.0,,Defensive rebound by Team,66,81
248,3,5:20.0,Loose ball foul by M. Bagley (drawn by D. Sabonis),,66,81
249,3,5:08.0,,Personal foul by D. Fox (drawn by M. Turner),66,81
250,3,5:08.0,,M. Turner makes free throw 1 of 2,66,82
251,3,5:08.0,B. Hield enters the game for H. Barnes,,66,82
252,3,5:08.0,,M. Turner makes free throw 2 of 2,66,83
253,3,4:56.0,J. James misses 3-pt jump shot from 26 ft,,66,83
254,3,4:55.0,,Defensive rebound by M. Brogdon,66,83
255,3,4:55.0,,Personal foul by B. Hield (drawn by M. Brogdon),66,83
256,3,4:55.0,,M. Brogdon makes free throw 1 of 2,66,84
257,3,4:55.0,Y. Ferrell enters the game for B. Hield,,66,84
258,3,4:55.0,,J. Holiday enters the game for D. Sabonis,66,84
259,3,4:55.0,,M. Brogdon makes free throw 2 of 2,66,85
260,3,4:39.0,M. Bagley misses 2-pt hook shot from 7 ft (block by M. Turner),,66,85
261,3,4:37.0,,Defensive rebound by T. Warren,66,85
262,3,4:26.0,,A. Holiday makes 3-pt jump shot from 25 ft,66,88
263,3,4:23.0,Sacramento full timeout,,66,88
264,3,4:23.0,N. Bjelica enters the game for R. Holmes,,66,88
265,3,4:06.0,Y. Ferrell makes 2-pt jump shot from 16 ft (assist by M. Bagley),,68,88
266,3,3:44.0,,M. Brogdon misses 2-pt jump shot from 9 ft (block by J. James),68,88
267,3,3:41.0,Defensive rebound by M. Bagley,,68,88
268,3,3:30.0,N. Bjelica misses 2-pt jump shot from 16 ft,,68,88
269,3,3:26.0,,Defensive rebound by M. Brogdon,68,88
270,3,3:06.0,,A. Holiday misses 2-pt jump shot from 11 ft,68,88
271,3,3:02.0,Defensive rebound by Y. Ferrell,,68,88
272,3,2:45.0,Y. Ferrell misses 2-pt layup from 3 ft (block by M. Turner),,68,88
273,3,2:43.0,,Defensive rebound by M. Brogdon,68,88
274,3,2:43.0,,Personal foul by N. Bjelica (drawn by M. Brogdon),68,88
275,3,2:43.0,,M. Brogdon makes free throw 1 of 2,68,89
276,3,2:43.0,,T. McConnell enters the game for A. Holiday,68,89
277,3,2:43.0,,E. Sumner enters the game for T. Warren,68,89
278,3,2:43.0,,M. Brogdon makes free throw 2 of 2,68,90
279,3,2:33.0,M. Bagley makes 2-pt jump shot from 19 ft (assist by D. Fox),,70,90
280,3,2:13.0,,M. Turner misses 2-pt jump shot from 10 ft,70,90
281,3,2:10.0,Defensive rebound by N. Bjelica,,70,90
282,3,2:02.0,,Violation by Team (kicked ball),70,90
283,3,2:02.0,,D. McDermott enters the game for M. Brogdon,70,90
284,3,2:02.0,,D. Sabonis enters the game for M. Turner,70,90
285,3,1:59.0,Personal foul by D. McDermott (drawn by J. James),,70,90
286,3,1:51.0,D. Fox misses 2-pt jump shot from 10 ft,,70,90
287,3,1:49.0,,Defensive rebound by T. McConnell,70,90
288,3,1:42.0,,T. McConnell makes 2-pt layup from 1 ft,70,92
289,3,1:28.0,N. Bjelica misses 3-pt jump shot from 23 ft,,70,92
290,3,1:26.0,,Defensive rebound by D. McDermott,70,92
291,3,1:12.0,,Turnover by D. Sabonis (lost ball),70,92
292,3,1:12.0,,Loose ball foul by E. Sumner (drawn by J. James),70,92
293,3,1:12.0,,Instant Replay (Request: Ruling Stands),70,92
294,3,1:12.0,J. James misses free throw 1 of 2,,70,92
295,3,1:12.0,Offensive rebound by Team,,70,92
296,3,1:12.0,J. James makes free throw 2 of 2,,71,92
297,3,0:56.0,,Turnover by D. Sabonis (out of bounds lost ball),71,92
298,3,0:45.0,D. Fox makes 2-pt jump shot from 12 ft,,73,92
299,3,0:35.0,,D. McDermott misses 3-pt jump shot from 23 ft,73,92
300,3,0:33.0,Defensive rebound by Y. Ferrell,,73,92
301,3,0:28.0,N. Bjelica misses 3-pt jump shot from 29 ft,,73,92
302,3,0:22.0,Offensive rebound by D. Fox,,73,92
303,3,0:12.0,J. James makes 3-pt jump shot from 24 ft (assist by D. Fox),,76,92
304,3,0:06.0,,D. Sabonis misses 2-pt jump shot from 16 ft,76,92
305,3,0:03.0,Defensive rebound by J. James,,76,92
306,3,0:00.0,J. James makes 3-pt jump shot from 39 ft,,79,92
307,3,0:00.0,Instant Replay (Request: Ruling Stands),,79,92
308,4,11:48.0,Y. Ferrell misses 2-pt jump shot from 12 ft,,79,92
309,4,11:45.0,,Defensive rebound by J. Holiday,79,92
310,4,11:30.0,,D. McDermott misses 3-pt jump shot from 25 ft,79,92
311,4,11:27.0,,Offensive rebound by D. Sabonis,79,92
312,4,11:24.0,,D. McDermott misses 3-pt jump shot from 25 ft,79,92
313,4,11:19.0,Defensive rebound by B. Hield,,79,92
314,4,11:10.0,M. Bagley makes 2-pt dunk from 1 ft (assist by B. Hield),,81,92
315,4,10:47.0,,J. Holiday misses 2-pt jump shot from 4 ft (block by Y. Ferrell),81,92
316,4,10:44.0,,Offensive rebound by J. Holiday,81,92
317,4,10:43.0,,D. McDermott makes 3-pt jump shot from 28 ft (assist by J. Holiday),81,95
318,4,10:21.0,J. James misses 3-pt jump shot from 23 ft,,81,95
319,4,10:18.0,,Defensive rebound by D. McDermott,81,95
320,4,10:11.0,,J. Holiday makes 3-pt jump shot from 24 ft (assist by E. Sumner),81,98
321,4,9:51.0,Turnover by J. James (step out of bounds),,81,98
322,4,9:51.0,R. Holmes enters the game for M. Bagley,,81,98
323,4,9:40.0,,D. Sabonis misses 2-pt layup from 2 ft (block by R. Holmes),81,98
324,4,9:38.0,Defensive rebound by R. Holmes,,81,98
325,4,9:34.0,Y. Ferrell makes 3-pt jump shot from 25 ft (assist by B. Hield),,84,98
326,4,9:20.0,,T. McConnell makes 2-pt jump shot from 15 ft,84,100
327,4,9:08.0,B. Hield makes 2-pt jump shot from 16 ft,,86,100
328,4,8:54.0,,D. Sabonis makes 2-pt layup from 2 ft (assist by T. McConnell),86,102
329,4,8:41.0,B. Hield misses 3-pt jump shot from 26 ft,,86,102
330,4,8:38.0,,Defensive rebound by D. McDermott,86,102
331,4,8:25.0,,D. Sabonis makes 2-pt layup from 1 ft (assist by T. McConnell),86,104
332,4,8:24.0,Sacramento full timeout,,86,104
333,4,8:24.0,N. Bjelica enters the game for Y. Ferrell,,86,104
334,4,8:24.0,D. Fox enters the game for J. James,,86,104
335,4,8:24.0,,M. Brogdon enters the game for E. Sumner,86,104
336,4,8:14.0,H. Barnes misses 3-pt jump shot from 23 ft,,86,104
337,4,8:11.0,,Defensive rebound by T. McConnell,86,104
338,4,8:03.0,,Shooting foul by R. Holmes (drawn by D. Sabonis),86,104
339,4,8:03.0,,D. Sabonis misses free throw 1 of 2,86,104
340,4,8:03.0,,Offensive rebound by Team,86,104
341,4,8:03.0,,T. Warren enters the game for J. Holiday,86,104
342,4,8:03.0,,D. Sabonis makes free throw 2 of 2,86,105
343,4,7:50.0,D. Fox misses 3-pt jump shot from 25 ft,,86,105
344,4,7:47.0,Offensive rebound by R. Holmes,,86,105
345,4,7:46.0,R. Holmes makes 2-pt layup from 2 ft,,88,105
346,4,7:23.0,,M. Brogdon misses 2-pt layup from 2 ft,88,105
347,4,7:21.0,Defensive rebound by Team,,88,105
348,4,7:14.0,B. Hield misses 2-pt jump shot from 23 ft,,88,105
349,4,7:10.0,,Defensive rebound by T. McConnell,88,105
350,4,7:05.0,,T. McConnell misses 2-pt jump shot from 7 ft,88,105
351,4,7:05.0,,Offensive rebound by Team,88,105
352,4,7:05.0,Loose ball foul by N. Bjelica (drawn by D. Sabonis),,88,105
353,4,6:53.0,,M. Brogdon misses 3-pt jump shot from 27 ft,88,105
354,4,6:50.0,Defensive rebound by R. Holmes,,88,105
355,4,6:43.0,D. Fox misses 2-pt jump shot from 14 ft,,88,105
356,4,6:39.0,Offensive rebound by R. Holmes,,88,105
357,4,6:38.0,R. Holmes misses 2-pt jump shot from 2 ft,,88,105
358,4,6:36.0,,Defensive rebound by D. Sabonis,88,105
359,4,6:29.0,,Turnover by T. McConnell (bad pass; steal by B. Hield),88,105
360,4,6:22.0,B. Hield misses 3-pt jump shot from 27 ft,,88,105
361,4,6:18.0,,Defensive rebound by D. Sabonis,88,105
362,4,6:13.0,,T. Warren makes 2-pt layup from 1 ft (assist by M. Brogdon),88,107
363,4,5:59.0,B. Hield misses 2-pt jump shot from 6 ft,,88,107
364,4,5:57.0,,Defensive rebound by D. McDermott,88,107
365,4,5:52.0,,T. Warren makes 3-pt jump shot from 25 ft (assist by T. McConnell),88,110
366,4,5:38.0,Shooting foul by D. Sabonis (drawn by D. Fox),,88,110
367,4,5:38.0,D. Fox makes free throw 1 of 2,,89,110
368,4,5:38.0,M. Bagley enters the game for B. Hield,,89,110
369,4,5:38.0,J. James enters the game for R. Holmes,,89,110
370,4,5:38.0,,A. Holiday enters the game for T. McConnell,89,110
371,4,5:38.0,D. Fox makes free throw 2 of 2,,90,110
372,4,5:18.0,,T. Warren makes 3-pt jump shot from 23 ft (assist by D. Sabonis),90,113
373,4,5:01.0,Turnover by D. Fox (bad pass),,90,113
374,4,5:01.0,D. Dedmon enters the game for H. Barnes,,90,113
375,4,5:01.0,Y. Ferrell enters the game for N. Bjelica,,90,113
376,4,5:01.0,C. Joseph enters the game for D. Fox,,90,113
377,4,4:41.0,,T. Warren misses 2-pt jump shot from 7 ft,90,113
378,4,4:38.0,Defensive rebound by D. Dedmon,,90,113
379,4,4:24.0,M. Bagley misses 2-pt layup from 5 ft,,90,113
