,QUARTER,TIME_REMAINING,NEW YORK_ACTION,CHARLOTTE_ACTION,NEW YORK_SCORE,CHARLOTTE_SCORE
0,1,11:42.0,,T. Rozier misses 2-pt layup from 4 ft,0,0
1,1,11:40.0,Defensive rebound by T. Gibson,,0,0
2,1,11:25.0,Shooting foul by T. Rozier (drawn by M. Harkless),,0,0
3,1,11:25.0,M. Harkless misses free throw 1 of 2,,0,0
4,1,11:25.0,Offensive rebound by Team,,0,0
5,1,11:25.0,M. Harkless makes free throw 2 of 2,,1,0
6,1,11:13.0,,B. Biyombo makes 2-pt layup from 1 ft (assist by D. Graham),1,2
7,1,11:03.0,E. Payton misses 2-pt layup from 3 ft (block by B. Biyombo),,1,2
8,1,10:58.0,Offensive rebound by T. Gibson,,1,2
9,1,10:58.0,T. Gibson makes 2-pt layup at rim,,3,2
10,1,10:47.0,,D. Graham misses 2-pt jump shot from 13 ft,3,2
11,1,10:43.0,,Offensive rebound by D. Graham,3,2
12,1,10:39.0,,Turnover by T. Rozier (bad pass),3,2
13,1,10:24.0,T. Gibson makes 2-pt layup from 2 ft (assist by M. Harkless),,5,2
14,1,10:09.0,,P. Washington misses 2-pt layup from 2 ft,5,2
15,1,10:07.0,Defensive rebound by J. Randle,,5,2
16,1,9:53.0,J. Randle makes 2-pt layup from 2 ft (assist by E. Payton),,7,2
17,1,9:38.0,,D. Graham makes 2-pt jump shot from 13 ft,7,4
18,1,9:23.0,T. Gibson makes 2-pt dunk from 1 ft (assist by E. Payton),,9,4
19,1,9:12.0,,M. Bridges makes 3-pt jump shot from 25 ft (assist by D. Graham),9,7
20,1,8:57.0,J. Randle makes 3-pt jump shot from 23 ft (assist by M. Harkless),,12,7
21,1,8:39.0,,M. Bridges makes 2-pt layup from 1 ft (assist by P. Washington),12,9
22,1,8:22.0,Turnover by E. Payton (bad pass; steal by P. Washington),,12,9
23,1,8:17.0,,P. Washington makes 2-pt dunk from 2 ft,12,11
24,1,8:06.0,T. Gibson misses 2-pt jump shot from 17 ft,,12,11
25,1,8:03.0,,Defensive rebound by B. Biyombo,12,11
26,1,7:57.0,,Personal foul by E. Payton (drawn by B. Biyombo),12,11
27,1,7:57.0,,J. McDaniels enters the game for M. Bridges,12,11
28,1,7:52.0,,D. Graham misses 3-pt jump shot from 30 ft,12,11
29,1,7:48.0,Defensive rebound by J. Randle,,12,11
30,1,7:35.0,J. Randle misses 2-pt layup from 7 ft,,12,11
31,1,7:29.0,Offensive rebound by T. Gibson,,12,11
32,1,7:29.0,T. Gibson misses 2-pt layup at rim,,12,11
33,1,7:28.0,,Defensive rebound by J. McDaniels,12,11
34,1,7:15.0,,B. Biyombo makes 2-pt dunk from 2 ft (assist by D. Graham),12,13
35,1,7:07.0,New York full timeout,,12,13
36,1,6:58.0,T. Gibson makes 2-pt hook shot from 8 ft (assist by J. Randle),,14,13
37,1,6:47.0,,Offensive foul by B. Biyombo (drawn by R. Barrett),14,13
38,1,6:47.0,,Turnover by B. Biyombo (offensive foul),14,13
39,1,6:47.0,,C. Martin enters the game for D. Graham,14,13
40,1,6:34.0,T. Gibson makes 2-pt jump shot from 10 ft (assist by R. Barrett),,16,13
41,1,6:19.0,,B. Biyombo makes 2-pt dunk at rim (assist by T. Rozier),16,15
42,1,5:56.0,E. Payton makes 2-pt jump shot from 17 ft (assist by J. Randle),,18,15
