,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,OKLAHOMA CITY_ACTION,CLEVELAND_SCORE,OKLAHOMA CITY_SCORE
90,1,2:10.0,Offensive rebound by L. Nance,,22,24
91,1,2:09.0,J. Henson misses 2-pt layup from 6 ft (block by D. Bazley),,22,24
92,1,2:08.0,Offensive rebound by Team,,22,24
93,1,2:08.0,Cleveland full timeout,,22,24
94,1,2:08.0,,C. Paul enters the game for S. Gilgeous-Alexander,22,24
95,1,2:00.0,K. Porter misses 2-pt jump shot from 21 ft,,22,24
96,1,1:56.0,,Defensive rebound by C. Paul,22,24
97,1,1:45.0,,Personal foul by D. Exum (drawn by C. Paul),22,24
98,1,1:45.0,,C. Paul makes free throw 1 of 2,22,25
99,1,1:45.0,,C. Paul makes free throw 2 of 2,22,26
100,1,1:24.0,L. Nance misses 3-pt jump shot from 22 ft,,22,26
101,1,1:23.0,,Defensive rebound by S. Adams,22,26
102,1,1:01.0,,D. Bazley misses 3-pt jump shot from 23 ft,22,26
103,1,0:58.0,Defensive rebound by D. Exum,,22,26
104,1,0:52.0,C. Sexton makes 3-pt jump shot from 25 ft (assist by D. Exum),,25,26
105,1,0:32.0,,Turnover by D. Schröder (bad pass; steal by D. Exum),25,26
106,1,0:29.0,Turnover by D. Exum (bad pass),,25,26
107,1,0:13.0,,C. Paul makes 3-pt jump shot from 25 ft,25,29
108,1,0:02.0,L. Nance makes 3-pt jump shot from 23 ft (assist by K. Porter),,28,29
109,1,0:00.0,,C. Paul misses 3-pt jump shot from 36 ft,28,29
110,1,0:00.0,,Offensive rebound by Team,28,29
111,2,11:38.0,L. Nance makes 2-pt jump shot from 11 ft,,30,29
112,2,11:18.0,,D. Bazley misses 3-pt jump shot from 22 ft,30,29
113,2,11:16.0,Defensive rebound by D. Exum,,30,29
114,2,11:11.0,C. Osman makes 3-pt jump shot from 25 ft (assist by D. Exum),,33,29
115,2,10:51.0,,D. Schröder makes 2-pt layup from 3 ft,33,31
116,2,10:39.0,Turnover by C. Osman (traveling),,33,31
117,2,10:28.0,,C. Paul misses 2-pt jump shot from 13 ft,33,31
118,2,10:26.0,,Offensive rebound by S. Adams,33,31
119,2,10:21.0,,D. Schröder makes 2-pt layup from 3 ft (assist by S. Adams),33,33
120,2,9:56.0,Turnover by D. Garland (out of bounds lost ball),,33,33
121,2,9:47.0,,D. Bazley misses 2-pt layup from 2 ft,33,33
122,2,9:46.0,,Offensive rebound by D. Bazley,33,33
123,2,9:44.0,,D. Schröder misses 3-pt jump shot from 26 ft,33,33
124,2,9:41.0,Defensive rebound by J. Henson,,33,33
125,2,9:30.0,Turnover by D. Garland (bad pass; steal by A. Nader),,33,33
126,2,9:24.0,,Shooting foul by C. Osman (drawn by A. Nader),33,33
127,2,9:24.0,,A. Nader makes free throw 1 of 2,33,34
128,2,9:24.0,,L. Dort enters the game for S. Adams,33,34
129,2,9:24.0,,N. Noel enters the game for C. Paul,33,34
130,2,9:24.0,,A. Nader makes free throw 2 of 2,33,35
131,2,9:05.0,Turnover by C. Osman (bad pass; steal by D. Schröder),,33,35
132,2,8:54.0,,D. Bazley misses 2-pt layup from 6 ft (block by J. Henson),33,35
133,2,8:54.0,,Offensive rebound by Team,33,35
134,2,8:52.0,,D. Schröder misses 2-pt jump shot from 17 ft,33,35
135,2,8:49.0,Defensive rebound by C. Osman,,33,35
136,2,8:32.0,Turnover by D. Exum (lost ball; steal by A. Nader),,33,35
137,2,8:25.0,,D. Bazley makes 2-pt dunk from 3 ft (assist by D. Schröder),33,37
138,2,8:25.0,,Shooting foul by J. Henson (drawn by D. Bazley),33,37
139,2,8:25.0,K. Love enters the game for D. Exum,,33,37
140,2,8:25.0,K. Porter enters the game for J. Henson,,33,37
141,2,8:25.0,,D. Bazley makes free throw 1 of 1,33,38
142,2,8:12.0,D. Garland misses 2-pt layup from 6 ft,,33,38
143,2,8:11.0,,Defensive rebound by N. Noel,33,38
144,2,8:04.0,,D. Bazley makes 3-pt jump shot from 23 ft (assist by D. Schröder),33,41
145,2,8:02.0,Cleveland full timeout,,33,41
146,2,8:02.0,M. Dellavedova enters the game for D. Garland,,33,41
147,2,7:50.0,K. Love makes 2-pt layup from 5 ft (assist by M. Dellavedova),,35,41
148,2,7:34.0,,L. Dort misses 3-pt jump shot from 25 ft,35,41
149,2,7:31.0,Defensive rebound by C. Osman,,35,41
150,2,7:31.0,,D. Gallinari enters the game for D. Bazley,35,41
151,2,7:09.0,C. Osman misses 3-pt jump shot from 26 ft,,35,41
152,2,7:06.0,,Defensive rebound by D. Gallinari,35,41
153,2,6:50.0,,Shooting foul by K. Porter (drawn by D. Schröder),35,41
154,2,6:50.0,,D. Schröder makes free throw 1 of 2,35,42
155,2,6:50.0,,D. Schröder makes free throw 2 of 2,35,43
156,2,6:40.0,Turnover by M. Dellavedova (bad pass; steal by L. Dort),,35,43
157,2,6:39.0,,Turnover by L. Dort (dbl dribble),35,43
158,2,6:39.0,J. Henson enters the game for L. Nance,,35,43
159,2,6:39.0,,S. Gilgeous-Alexander enters the game for D. Schröder,35,43
160,2,6:31.0,J. Henson makes 2-pt dunk from 1 ft (assist by M. Dellavedova),,37,43
161,2,6:10.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 9 ft (assist by N. Noel),37,45
162,2,5:46.0,Turnover by K. Love (lost ball; steal by D. Gallinari),,37,45
163,2,5:42.0,,D. Gallinari makes 2-pt layup from 1 ft,37,47
164,2,5:42.0,Violation by Team (def goaltending),,37,47
165,2,5:27.0,K. Love makes 2-pt hook shot from 7 ft (assist by K. Porter),,39,47
166,2,5:17.0,,S. Gilgeous-Alexander misses 2-pt layup from 2 ft,39,47
167,2,5:16.0,Defensive rebound by Team,,39,47
168,2,5:16.0,,Loose ball foul by N. Noel (drawn by K. Love),39,47
169,2,5:16.0,C. Sexton enters the game for C. Osman,,39,47
170,2,5:16.0,,S. Adams enters the game for N. Noel,39,47
171,2,5:06.0,J. Henson misses 3-pt jump shot from 23 ft,,39,47
172,2,5:04.0,,Defensive rebound by S. Gilgeous-Alexander,39,47
173,2,4:54.0,,L. Dort misses 2-pt layup from 5 ft (block by J. Henson),39,47
174,2,4:50.0,Defensive rebound by K. Porter,,39,47
175,2,4:46.0,K. Love makes 3-pt jump shot from 23 ft (assist by K. Porter),,42,47
176,2,4:19.0,,S. Adams misses 2-pt hook shot from 6 ft,42,47
177,2,4:17.0,Defensive rebound by J. Henson,,42,47
178,2,4:09.0,K. Porter misses 3-pt jump shot from 27 ft,,42,47
179,2,4:07.0,,Defensive rebound by L. Dort,42,47
180,2,4:07.0,,Oklahoma City full timeout,42,47
181,2,4:07.0,,D. Schröder enters the game for A. Nader,42,47
182,2,3:56.0,,D. Gallinari makes 2-pt jump shot from 16 ft (assist by D. Schröder),42,49
183,2,3:34.0,M. Dellavedova misses 2-pt layup from 6 ft,,42,49
184,2,3:32.0,,Defensive rebound by S. Adams,42,49
185,2,3:25.0,,D. Schröder makes 2-pt layup from 2 ft,42,51
186,2,3:14.0,C. Sexton misses 3-pt jump shot from 25 ft,,42,51
187,2,3:12.0,Offensive rebound by J. Henson,,42,51
188,2,3:08.0,K. Love misses 2-pt jump shot from 21 ft,,42,51
189,2,3:06.0,,Defensive rebound by D. Gallinari,42,51
190,2,3:01.0,,D. Schröder misses 2-pt jump shot from 17 ft,42,51
191,2,2:57.0,Defensive rebound by M. Dellavedova,,42,51
192,2,2:46.0,C. Sexton misses 2-pt jump shot from 13 ft,,42,51
193,2,2:43.0,,Defensive rebound by D. Gallinari,42,51
194,2,2:39.0,,Personal foul by C. Sexton (drawn by S. Adams),42,51
195,2,2:39.0,,Instant Replay (Request: Ruling Stands),42,51
196,2,2:39.0,D. Garland enters the game for M. Dellavedova,,42,51
197,2,2:39.0,L. Nance enters the game for J. Henson,,42,51
198,2,2:39.0,,C. Paul enters the game for L. Dort,42,51
199,2,2:23.0,,S. Gilgeous-Alexander makes 3-pt jump shot from 23 ft (assist by S. Adams),42,54
200,2,1:59.0,K. Porter makes 3-pt jump shot from 23 ft (assist by L. Nance),,45,54
201,2,1:48.0,,D. Schröder makes 2-pt jump shot from 20 ft,45,56
202,2,1:42.0,K. Porter makes 2-pt layup from 1 ft (assist by D. Garland),,47,56
203,2,1:30.0,,Turnover by S. Adams (lost ball),47,56
204,2,1:29.0,,Loose ball foul by S. Adams (drawn by C. Sexton),47,56
205,2,1:12.0,K. Love makes 3-pt jump shot from 25 ft (assist by L. Nance),,50,56
206,2,0:56.0,,Turnover by D. Gallinari (traveling),50,56
207,2,0:41.0,Offensive foul by K. Porter (drawn by C. Paul),,50,56
208,2,0:41.0,Turnover by K. Porter (offensive foul),,50,56
209,2,0:41.0,Instant Replay (Request: Stands),,50,56
210,2,0:41.0,D. Exum enters the game for K. Porter,,50,56
211,2,0:35.0,,D. Schröder makes 3-pt jump shot from 26 ft (assist by C. Paul),50,59
212,2,0:28.0,L. Nance makes 3-pt jump shot from 25 ft (assist by C. Sexton),,53,59
213,2,0:13.0,,C. Paul makes 2-pt jump shot from 15 ft,53,61
214,2,0:01.0,C. Sexton misses 2-pt layup from 2 ft,,53,61
215,2,0:00.0,Offensive rebound by Team,,53,61
216,2,0:00.0,L. Nance misses 2-pt jump shot from 10 ft,,53,61
217,2,0:00.0,Offensive rebound by Team,,53,61
218,3,11:48.0,C. Osman makes 3-pt jump shot from 26 ft (assist by K. Love),,56,61
219,3,11:24.0,,S. Adams misses 2-pt dunk from 3 ft,56,61
220,3,11:22.0,,Offensive rebound by L. Dort,56,61
221,3,11:22.0,,L. Dort makes 2-pt layup from 1 ft,56,63
222,3,11:02.0,C. Sexton misses 2-pt jump shot from 17 ft,,56,63
223,3,11:00.0,,Defensive rebound by S. Adams,56,63
224,3,10:55.0,,S. Gilgeous-Alexander makes 3-pt jump shot from 25 ft (assist by C. Paul),56,66
225,3,10:43.0,D. Garland makes 3-pt jump shot from 29 ft (assist by J. Henson),,59,66
226,3,10:34.0,,Offensive foul by S. Gilgeous-Alexander (drawn by C. Osman),59,66
227,3,10:34.0,,Turnover by S. Gilgeous-Alexander (offensive foul),59,66
228,3,10:25.0,Personal foul by C. Paul (drawn by C. Osman),,59,66
229,3,10:20.0,Offensive foul by J. Henson (drawn by L. Dort),,59,66
230,3,10:20.0,Turnover by J. Henson (offensive foul),,59,66
231,3,10:09.0,,Turnover by C. Paul (bad pass; steal by K. Love),59,66
232,3,10:03.0,C. Sexton makes 2-pt layup from 2 ft (assist by C. Osman),,61,66
233,3,9:48.0,,S. Adams misses 2-pt hook shot from 8 ft,61,66
234,3,9:45.0,Defensive rebound by J. Henson,,61,66
235,3,9:34.0,C. Osman misses 2-pt layup from 2 ft,,61,66
236,3,9:32.0,,Defensive rebound by S. Adams,61,66
237,3,9:27.0,,Turnover by L. Dort (step out of bounds),61,66
238,3,9:16.0,K. Love misses 3-pt jump shot from 23 ft,,61,66
239,3,9:15.0,Offensive rebound by Team,,61,66
240,3,9:15.0,,Loose ball foul by C. Paul (drawn by C. Osman),61,66
241,3,9:11.0,D. Garland makes 3-pt jump shot from 23 ft (assist by C. Osman),,64,66
242,3,9:11.0,,Oklahoma City full timeout,64,66
243,3,9:11.0,,D. Schröder enters the game for L. Dort,64,66
244,3,8:54.0,,S. Adams makes 2-pt layup from 2 ft (assist by C. Paul),64,68
245,3,8:41.0,C. Osman misses 3-pt jump shot from 26 ft,,64,68
246,3,8:38.0,Offensive rebound by K. Love,,64,68
247,3,8:38.0,K. Love misses 2-pt layup from 2 ft,,64,68
248,3,8:36.0,,Defensive rebound by D. Schröder,64,68
249,3,8:22.0,,D. Schröder misses 3-pt jump shot from 25 ft,64,68
250,3,8:19.0,Defensive rebound by J. Henson,,64,68
251,3,8:09.0,J. Henson makes 2-pt layup from 7 ft (assist by C. Sexton),,66,68
252,3,7:56.0,,S. Gilgeous-Alexander misses 2-pt jump shot from 21 ft,66,68
253,3,7:54.0,Defensive rebound by K. Love,,66,68
254,3,7:51.0,C. Osman makes 2-pt layup from 2 ft (assist by K. Love),,68,68
255,3,7:39.0,,D. Schröder misses 2-pt jump shot from 16 ft,68,68
256,3,7:36.0,Defensive rebound by J. Henson,,68,68
257,3,7:25.0,K. Love makes 2-pt layup from 3 ft,,70,68
258,3,7:10.0,,D. Gallinari makes 3-pt jump shot from 25 ft (assist by C. Paul),70,71
259,3,6:43.0,Personal foul by S. Gilgeous-Alexander (drawn by J. Henson),,70,71
260,3,6:43.0,K. Porter enters the game for D. Garland,,70,71
261,3,6:38.0,J. Henson misses 3-pt jump shot from 26 ft,,70,71
262,3,6:38.0,,Defensive rebound by S. Gilgeous-Alexander,70,71
263,3,6:22.0,,D. Schröder makes 2-pt layup from 4 ft (assist by S. Gilgeous-Alexander),70,73
264,3,5:58.0,C. Sexton misses 2-pt jump shot from 6 ft,,70,73
265,3,5:55.0,,Defensive rebound by S. Adams,70,73
266,3,5:51.0,,C. Paul misses 3-pt jump shot from 25 ft,70,73
267,3,5:48.0,Defensive rebound by C. Osman,,70,73
268,3,5:45.0,Turnover by J. Henson (traveling),,70,73
269,3,5:45.0,L. Nance enters the game for J. Henson,,70,73
270,3,5:25.0,,S. Gilgeous-Alexander misses 3-pt jump shot from 23 ft,70,73
271,3,5:23.0,Defensive rebound by Team,,70,73
272,3,5:23.0,,N. Noel enters the game for S. Adams,70,73
273,3,5:12.0,K. Porter makes 2-pt jump shot from 17 ft,,72,73
274,3,5:00.0,,S. Gilgeous-Alexander misses 3-pt jump shot from 25 ft,72,73
275,3,4:58.0,Defensive rebound by K. Love,,72,73
276,3,4:54.0,C. Sexton makes 2-pt layup from 2 ft (assist by K. Love),,74,73
277,3,4:43.0,,N. Noel makes 2-pt dunk from 1 ft (assist by D. Schröder),74,75
278,3,4:28.0,L. Nance misses 3-pt jump shot from 23 ft,,74,75
279,3,4:28.0,,Defensive rebound by Team,74,75
280,3,4:28.0,Cleveland full timeout,,74,75
281,3,4:28.0,D. Garland enters the game for C. Osman,,74,75
282,3,4:28.0,,T. Ferguson enters the game for S. Gilgeous-Alexander,74,75
283,3,4:15.0,,N. Noel misses 2-pt dunk from 2 ft,74,75
284,3,4:13.0,Defensive rebound by K. Porter,,74,75
285,3,4:00.0,C. Sexton misses 3-pt jump shot from 25 ft,,74,75
286,3,3:56.0,,Defensive rebound by C. Paul,74,75
287,3,3:49.0,,D. Schröder makes 2-pt layup from 2 ft,74,77
288,3,3:32.0,L. Nance misses 3-pt jump shot from 25 ft,,74,77
289,3,3:29.0,Offensive rebound by D. Garland,,74,77
290,3,3:16.0,Turnover by Team (shot clock),,74,77
291,3,3:16.0,,D. Bazley enters the game for D. Gallinari,74,77
292,3,3:16.0,,S. Gilgeous-Alexander enters the game for C. Paul,74,77
293,3,3:07.0,,Turnover by D. Schröder (traveling),74,77
294,3,3:07.0,J. Henson enters the game for K. Love,,74,77
295,3,2:44.0,Shooting foul by T. Ferguson (drawn by C. Sexton),,74,77
296,3,2:44.0,C. Sexton makes free throw 1 of 2,,75,77
297,3,2:44.0,C. Sexton misses free throw 2 of 2,,75,77
298,3,2:41.0,,Defensive rebound by N. Noel,75,77
299,3,2:25.0,,Shooting foul by L. Nance (drawn by D. Bazley),75,77
300,3,2:25.0,,D. Bazley makes free throw 1 of 2,75,78
301,3,2:25.0,D. Exum enters the game for C. Sexton,,75,78
302,3,2:25.0,,D. Bazley makes free throw 2 of 2,75,79
303,3,2:05.0,Turnover by D. Exum (bad pass; steal by D. Bazley),,75,79
304,3,2:01.0,,D. Bazley misses 2-pt dunk from 1 ft,75,79
305,3,1:59.0,Defensive rebound by L. Nance,,75,79
306,3,1:56.0,D. Garland misses 2-pt layup from 4 ft (block by N. Noel),,75,79
307,3,1:53.0,,Defensive rebound by T. Ferguson,75,79
308,3,1:45.0,,Shooting foul by D. Exum (drawn by D. Schröder),75,79
309,3,1:45.0,,D. Schröder makes free throw 1 of 2,75,80
310,3,1:45.0,,D. Schröder misses free throw 2 of 2,75,80
311,3,1:43.0,Defensive rebound by L. Nance,,75,80
312,3,1:30.0,Turnover by K. Porter (out of bounds lost ball),,75,80
313,3,1:13.0,,S. Gilgeous-Alexander makes 2-pt layup from 1 ft (assist by D. Schröder),75,82
314,3,0:48.0,K. Porter misses 3-pt jump shot from 23 ft,,75,82
315,3,0:46.0,Offensive rebound by L. Nance,,75,82
316,3,0:44.0,K. Porter makes 2-pt dunk from 1 ft (assist by L. Nance),,77,82
317,3,0:36.0,,S. Gilgeous-Alexander misses 2-pt layup from 8 ft,77,82
318,3,0:34.0,Defensive rebound by J. Henson,,77,82
319,3,0:16.0,D. Garland makes 2-pt jump shot from 19 ft,,79,82
320,3,0:04.0,,N. Noel makes 2-pt dunk from 1 ft (assist by D. Schröder),79,84
321,3,0:00.0,D. Garland makes 2-pt layup from 3 ft,,81,84
322,3,0:00.0,Instant Replay (Request: Ruling Stands),,81,84
323,4,11:47.0,,N. Noel misses 2-pt layup from 3 ft,81,84
324,4,11:45.0,Defensive rebound by L. Nance,,81,84
325,4,11:38.0,J. Henson makes 2-pt dunk from 2 ft (assist by D. Garland),,83,84
326,4,11:22.0,,D. Bazley misses 3-pt jump shot from 26 ft,83,84
327,4,11:19.0,Defensive rebound by J. Henson,,83,84
328,4,11:09.0,D. Garland misses 3-pt jump shot from 26 ft,,83,84
329,4,11:08.0,,Defensive rebound by Team,83,84
330,4,10:58.0,,D. Schröder makes 2-pt jump shot from 15 ft,83,86
331,4,10:31.0,K. Porter misses 2-pt layup from 5 ft,,83,86
332,4,10:28.0,,Defensive rebound by S. Gilgeous-Alexander,83,86
333,4,10:24.0,,S. Gilgeous-Alexander misses 2-pt layup from 2 ft,83,86
334,4,10:23.0,Defensive rebound by L. Nance,,83,86
335,4,10:16.0,D. Exum misses 3-pt jump shot from 23 ft,,83,86
336,4,10:13.0,,Defensive rebound by D. Schröder,83,86
337,4,10:05.0,,D. Schröder misses 3-pt jump shot from 25 ft,83,86
338,4,10:00.0,Defensive rebound by J. Henson,,83,86
339,4,9:50.0,Offensive foul by D. Exum (drawn by N. Noel),,83,86
340,4,9:50.0,Turnover by D. Exum (offensive foul),,83,86
341,4,9:50.0,,S. Adams enters the game for T. Ferguson,83,86
342,4,9:50.0,,A. Nader enters the game for N. Noel,83,86
343,4,9:40.0,,A. Nader misses 2-pt jump shot from 20 ft,83,86
344,4,9:38.0,Defensive rebound by K. Porter,,83,86
345,4,9:30.0,J. Henson misses 2-pt layup from 2 ft (block by A. Nader),,83,86
346,4,9:27.0,,Defensive rebound by S. Gilgeous-Alexander,83,86
347,4,9:27.0,,Personal foul by K. Porter (drawn by S. Gilgeous-Alexander),83,86
348,4,9:18.0,,D. Schröder misses 2-pt jump shot from 13 ft,83,86
349,4,9:15.0,Defensive rebound by L. Nance,,83,86
350,4,8:59.0,L. Nance makes 2-pt layup from 6 ft (assist by D. Garland),,85,86
351,4,8:42.0,,Turnover by D. Schröder (bad pass; steal by J. Henson),85,86
352,4,8:38.0,D. Garland misses 2-pt layup from 2 ft,,85,86
353,4,8:37.0,,Defensive rebound by D. Bazley,85,86
354,4,8:31.0,,A. Nader makes 3-pt jump shot from 25 ft (assist by S. Adams),85,89
355,4,8:03.0,L. Nance makes 2-pt dunk from 1 ft,,87,89
356,4,7:47.0,,Offensive foul by S. Gilgeous-Alexander (drawn by D. Exum),87,89
357,4,7:47.0,,Turnover by S. Gilgeous-Alexander (offensive foul),87,89
358,4,7:47.0,K. Love enters the game for D. Exum,,87,89
359,4,7:47.0,C. Osman enters the game for J. Henson,,87,89
360,4,7:47.0,C. Sexton enters the game for K. Porter,,87,89
361,4,7:35.0,L. Nance misses 3-pt jump shot from 24 ft,,87,89
362,4,7:32.0,Offensive rebound by C. Sexton,,87,89
363,4,7:29.0,K. Love misses 3-pt jump shot from 28 ft,,87,89
364,4,7:25.0,,Defensive rebound by D. Bazley,87,89
365,4,7:21.0,,Turnover by D. Bazley (bad pass; steal by L. Nance),87,89
366,4,7:18.0,Personal foul by S. Adams (drawn by L. Nance),,87,89
367,4,7:13.0,C. Osman misses 3-pt jump shot from 26 ft,,87,89
368,4,7:11.0,,Defensive rebound by D. Schröder,87,89
369,4,7:03.0,,Shooting foul by C. Sexton (drawn by D. Schröder),87,89
370,4,7:03.0,,D. Schröder makes free throw 1 of 3,87,90
371,4,7:03.0,,D. Schröder makes free throw 2 of 3,87,91
372,4,7:03.0,,D. Schröder misses free throw 3 of 3,87,91
373,4,7:00.0,Defensive rebound by C. Osman,,87,91
374,4,6:45.0,Turnover by L. Nance (3 sec),,87,91
375,4,6:45.0,,Oklahoma City full timeout,87,91
376,4,6:45.0,,D. Gallinari enters the game for S. Adams,87,91
377,4,6:45.0,,N. Noel enters the game for D. Bazley,87,91
378,4,6:45.0,,C. Paul enters the game for D. Schröder,87,91
379,4,6:25.0,,D. Gallinari misses 2-pt jump shot from 17 ft,87,91
380,4,6:23.0,Defensive rebound by C. Sexton,,87,91
381,4,6:04.0,C. Osman misses 3-pt jump shot from 27 ft,,87,91
