,QUARTER,TIME_REMAINING,ORLANDO_ACTION,SAN ANTONIO_ACTION,ORLANDO_SCORE,SAN ANTONIO_SCORE
383,4,6:05.0,N. Vučević makes free throw 1 of 2,,97,97
384,4,6:05.0,N. Vučević makes free throw 2 of 2,,98,97
385,4,5:52.0,,D. DeRozan makes 2-pt layup from 3 ft,98,99
386,4,5:38.0,Turnover by N. Vučević (lost ball; steal by D. DeRozan),,98,99
387,4,5:38.0,,Personal take foul by E. Fournier (drawn by D. Murray),98,99
388,4,5:26.0,,D. Murray misses 2-pt jump shot from 12 ft,98,99
389,4,5:22.0,Defensive rebound by T. Ross,,98,99
390,4,5:17.0,T. Ross makes 3-pt jump shot from 25 ft,,101,99
391,4,5:01.0,,B. Forbes makes 2-pt jump shot from 19 ft (assist by D. Murray),101,101
392,4,4:52.0,Personal foul by B. Forbes (drawn by A. Gordon),,101,101
393,4,4:52.0,,R. Gay enters the game for D. Eubanks,101,101
394,4,4:52.0,,D. White enters the game for B. Forbes,101,101
395,4,4:47.0,T. Ross misses 3-pt jump shot from 27 ft,,101,101
396,4,4:43.0,,Defensive rebound by D. DeRozan,101,101
397,4,4:32.0,,D. DeRozan makes 2-pt jump shot from 16 ft,101,103
398,4,4:17.0,N. Vučević makes 2-pt layup from 2 ft (assist by E. Fournier),,103,103
399,4,3:59.0,,T. Lyles makes 2-pt jump shot from 18 ft (assist by R. Gay),103,105
400,4,3:45.0,E. Fournier makes 3-pt jump shot from 25 ft (assist by M. Fultz),,106,105
401,4,3:30.0,,R. Gay misses 3-pt jump shot from 26 ft,106,105
402,4,3:28.0,,Offensive rebound by R. Gay,106,105
403,4,3:25.0,,D. DeRozan misses 2-pt layup from 3 ft,106,105
404,4,3:21.0,Defensive rebound by A. Gordon,,106,105
405,4,3:18.0,T. Ross makes 3-pt jump shot from 26 ft (assist by M. Fultz),,109,105
406,4,3:17.0,,San Antonio full timeout,109,105
407,4,3:05.0,,D. DeRozan misses 2-pt layup from 3 ft,109,105
408,4,3:05.0,Defensive rebound by Team,,109,105
409,4,3:05.0,Instant Replay (Challenge: Ruling Stands),,109,105
410,4,2:55.0,Turnover by A. Gordon (bad pass),,109,105
411,4,2:40.0,,R. Gay makes 2-pt jump shot from 3 ft (assist by D. DeRozan),109,107
412,4,2:22.0,Offensive foul by E. Fournier (drawn by D. White),,109,107
413,4,2:22.0,Turnover by E. Fournier (offensive foul),,109,107
414,4,2:22.0,,B. Forbes enters the game for D. Murray,109,107
415,4,2:12.0,,R. Gay misses 3-pt jump shot from 25 ft,109,107
416,4,2:09.0,Defensive rebound by N. Vučević,,109,107
417,4,2:00.0,M. Fultz makes 2-pt layup from 1 ft,,111,107
418,4,1:52.0,,D. DeRozan makes 2-pt jump shot from 1 ft,111,109
419,4,1:39.0,N. Vučević misses 2-pt jump shot from 20 ft,,111,109
420,4,1:36.0,,Defensive rebound by T. Lyles,111,109
421,4,1:27.0,,B. Forbes makes 2-pt layup from 3 ft (assist by D. DeRozan),111,111
422,4,1:11.0,E. Fournier misses 3-pt jump shot from 27 ft,,111,111
423,4,1:07.0,,Defensive rebound by T. Lyles,111,111
424,4,0:50.0,,B. Forbes makes 3-pt jump shot from 25 ft (assist by D. DeRozan),111,114
425,4,0:49.0,Orlando full timeout,,111,114
426,4,0:49.0,,D. Murray enters the game for B. Forbes,111,114
427,4,0:40.0,M. Fultz makes 2-pt jump shot from 13 ft (assist by N. Vučević),,113,114
428,4,0:15.0,,R. Gay misses 2-pt jump shot from 12 ft,113,114
429,4,0:13.0,,Offensive rebound by R. Gay,113,114
430,4,0:11.0,,Personal take foul by E. Fournier (drawn by D. DeRozan),113,114
431,4,0:11.0,,B. Forbes enters the game for T. Lyles,113,114
432,4,0:11.0,,P. Mills enters the game for D. Murray,113,114
433,4,0:11.0,,San Antonio full timeout,113,114
434,4,0:11.0,M. Carter-Williams enters the game for T. Ross,,113,114
435,4,0:11.0,J. Ennis enters the game for N. Vučević,,113,114
436,4,0:11.0,,San Antonio full timeout,113,114
437,4,0:07.0,,Turnover by B. Forbes (bad pass; steal by M. Fultz),113,114
438,4,0:02.0,E. Fournier misses 2-pt layup from 2 ft,,113,114
439,4,0:02.0,,Defensive rebound by D. White,113,114
