,QUARTER,TIME_REMAINING,INDIANA_ACTION,SAN ANTONIO_ACTION,INDIANA_SCORE,SAN ANTONIO_SCORE
88,1,0:02.0,,R. Gay misses 2-pt jump shot from 8 ft,26,34
89,1,0:00.0,Defensive rebound by D. McDermott,,26,34
90,2,11:47.0,,Turnover by D. White (out of bounds lost ball),26,34
91,2,11:47.0,D. Sabonis enters the game for M. Turner,,26,34
92,2,11:23.0,J. Holiday makes 3-pt jump shot from 23 ft (assist by T. McConnell),,29,34
93,2,10:57.0,,L. Walker makes 2-pt layup from 1 ft (assist by D. White),29,36
94,2,10:47.0,E. Sumner misses 3-pt jump shot from 23 ft,,29,36
95,2,10:44.0,,Defensive rebound by L. Walker,29,36
96,2,10:40.0,,Personal foul by J. Holiday (drawn by L. Walker),29,36
97,2,10:29.0,,R. Gay misses 2-pt jump shot from 16 ft,29,36
98,2,10:25.0,Defensive rebound by T. McConnell,,29,36
99,2,10:18.0,Turnover by D. Sabonis (bad pass),,29,36
100,2,10:05.0,,Shooting foul by T. McConnell (drawn by D. White),29,36
101,2,10:05.0,,D. White makes free throw 1 of 2,29,37
102,2,10:05.0,,D. Eubanks enters the game for R. Gay,29,37
103,2,10:05.0,,D. White makes free throw 2 of 2,29,38
104,2,9:40.0,E. Sumner misses 2-pt layup from 2 ft (block by D. Eubanks),,29,38
105,2,9:40.0,,Loose ball foul by P. Mills (drawn by D. Sabonis),29,38
106,2,9:40.0,Offensive rebound by Team,,29,38
107,2,9:40.0,,D. Murray enters the game for D. White,29,38
108,2,9:37.0,Shooting foul by L. Walker (drawn by D. Sabonis),,29,38
109,2,9:37.0,D. Sabonis makes free throw 1 of 2,,30,38
110,2,9:37.0,D. Sabonis misses free throw 2 of 2,,30,38
111,2,9:34.0,,Defensive rebound by D. Murray,30,38
112,2,9:26.0,,Turnover by M. Belinelli (bad pass; steal by D. Sabonis),30,38
113,2,9:22.0,D. Sabonis makes 2-pt dunk from 2 ft,,32,38
114,2,9:13.0,,Personal foul by T. McConnell (drawn by D. Eubanks),32,38
115,2,9:07.0,,P. Mills makes 3-pt jump shot from 27 ft,32,41
116,2,8:47.0,D. McDermott makes 3-pt jump shot from 25 ft (assist by T. McConnell),,35,41
117,2,8:31.0,,Personal foul by J. Holiday (drawn by D. Eubanks),35,41
118,2,8:31.0,M. Brogdon enters the game for J. Holiday,,35,41
119,2,8:31.0,T. Warren enters the game for T. McConnell,,35,41
120,2,8:28.0,,Shooting foul by E. Sumner (drawn by P. Mills),35,41
121,2,8:28.0,,P. Mills makes free throw 1 of 3,35,42
122,2,8:28.0,,P. Mills makes free throw 2 of 3,35,43
123,2,8:28.0,A. Holiday enters the game for E. Sumner,,35,43
124,2,8:28.0,,P. Mills makes free throw 3 of 3,35,44
125,2,8:19.0,D. McDermott makes 3-pt jump shot from 24 ft (assist by D. Sabonis),,38,44
126,2,8:06.0,,P. Mills misses 3-pt jump shot from 25 ft,38,44
127,2,8:04.0,,Offensive rebound by D. Murray,38,44
128,2,8:03.0,,M. Belinelli misses 3-pt jump shot from 26 ft,38,44
129,2,7:58.0,Defensive rebound by A. Holiday,,38,44
130,2,7:55.0,T. Warren makes 2-pt layup from 4 ft (assist by A. Holiday),,40,44
131,2,7:53.0,,San Antonio full timeout,40,44
132,2,7:53.0,,D. DeRozan enters the game for M. Belinelli,40,44
133,2,7:53.0,,B. Forbes enters the game for P. Mills,40,44
134,2,7:53.0,,T. Lyles enters the game for L. Walker,40,44
135,2,7:41.0,,D. Eubanks makes 2-pt layup at rim (assist by D. Murray),40,46
136,2,7:27.0,D. McDermott makes 3-pt jump shot from 23 ft (assist by A. Holiday),,43,46
137,2,7:09.0,,B. Forbes misses 3-pt jump shot from 25 ft,43,46
138,2,7:06.0,Defensive rebound by D. McDermott,,43,46
139,2,6:54.0,T. Warren makes 3-pt jump shot from 23 ft (assist by D. McDermott),,46,46
140,2,6:31.0,,D. Murray misses 2-pt jump shot from 16 ft,46,46
141,2,6:29.0,Defensive rebound by M. Brogdon,,46,46
142,2,6:20.0,M. Brogdon makes 2-pt layup from 2 ft,,48,46
143,2,6:03.0,,T. Lyles makes 3-pt jump shot from 24 ft (assist by D. DeRozan),48,49
144,2,5:48.0,T. Warren makes 3-pt jump shot from 23 ft (assist by D. Sabonis),,51,49
145,2,5:34.0,,Turnover by D. DeRozan (bad pass; steal by A. Holiday),51,49
146,2,5:32.0,Personal foul by D. Eubanks (drawn by A. Holiday),,51,49
147,2,5:32.0,M. Turner enters the game for D. Sabonis,,51,49
148,2,5:32.0,,R. Gay enters the game for D. Eubanks,51,49
149,2,5:12.0,A. Holiday makes 3-pt jump shot from 23 ft (assist by M. Brogdon),,54,49
150,2,5:01.0,,D. Murray misses 2-pt layup from 3 ft,54,49
151,2,4:59.0,Defensive rebound by D. McDermott,,54,49
152,2,4:49.0,M. Brogdon misses 3-pt jump shot from 26 ft,,54,49
153,2,4:49.0,,Defensive rebound by D. Murray,54,49
154,2,4:49.0,,Turnover by D. Murray (step out of bounds),54,49
155,2,4:43.0,M. Brogdon makes 2-pt layup from 1 ft,,56,49
156,2,4:30.0,,Personal foul by M. Turner (drawn by D. Murray),56,49
157,2,4:30.0,,D. Murray makes free throw 1 of 2,56,50
158,2,4:30.0,,D. Murray makes free throw 2 of 2,56,51
159,2,4:17.0,M. Turner makes 2-pt dunk from 1 ft (assist by T. Warren),,58,51
160,2,3:57.0,,T. Lyles misses 3-pt jump shot from 27 ft,58,51
161,2,3:54.0,Defensive rebound by D. McDermott,,58,51
162,2,3:41.0,D. McDermott makes 3-pt jump shot from 23 ft (assist by M. Turner),,61,51
163,2,3:21.0,,D. Murray makes 2-pt layup from 2 ft,61,53
164,2,2:58.0,M. Brogdon misses 2-pt jump shot from 19 ft,,61,53
165,2,2:52.0,,Defensive rebound by D. DeRozan,61,53
166,2,2:45.0,,R. Gay misses 3-pt jump shot from 23 ft,61,53
167,2,2:41.0,Defensive rebound by M. Turner,,61,53
168,2,2:28.0,A. Holiday misses 3-pt jump shot from 26 ft,,61,53
169,2,2:22.0,,Defensive rebound by R. Gay,61,53
170,2,2:20.0,,Shooting foul by T. Warren (drawn by D. Murray),61,53
171,2,2:20.0,Indiana full timeout,,61,53
172,2,2:20.0,,P. Mills enters the game for B. Forbes,61,53
173,2,2:20.0,,D. Murray makes free throw 1 of 2,61,54
174,2,2:20.0,,D. Murray misses free throw 2 of 2,61,54
175,2,2:17.0,Defensive rebound by D. McDermott,,61,54
176,2,2:05.0,M. Turner misses 3-pt jump shot from 25 ft,,61,54
177,2,2:02.0,,Defensive rebound by R. Gay,61,54
178,2,1:52.0,,R. Gay makes 2-pt jump shot from 13 ft (assist by D. DeRozan),61,56
179,2,1:52.0,,Shooting foul by D. McDermott (drawn by R. Gay),61,56
180,2,1:52.0,,D. White enters the game for D. Murray,61,56
181,2,1:52.0,,R. Gay makes free throw 1 of 1,61,57
182,2,1:42.0,T. Warren misses 3-pt jump shot from 26 ft,,61,57
183,2,1:42.0,,Defensive rebound by D. White,61,57
184,2,1:26.0,,T. Lyles misses 2-pt jump shot from 6 ft,61,57
185,2,1:24.0,Defensive rebound by T. Warren,,61,57
186,2,1:11.0,Turnover by D. McDermott (bad pass; steal by P. Mills),,61,57
187,2,0:59.0,,R. Gay misses 3-pt jump shot from 26 ft,61,57
188,2,0:56.0,Defensive rebound by A. Holiday,,61,57
189,2,0:44.0,Shooting foul by D. White (drawn by M. Brogdon),,61,57
190,2,0:44.0,M. Brogdon makes free throw 1 of 2,,62,57
191,2,0:44.0,E. Sumner enters the game for D. McDermott,,62,57
192,2,0:44.0,M. Brogdon makes free throw 2 of 2,,63,57
193,2,0:38.0,,D. DeRozan misses 2-pt jump shot from 17 ft,63,57
194,2,0:35.0,Defensive rebound by M. Brogdon,,63,57
195,2,0:17.0,M. Brogdon makes 3-pt jump shot from 25 ft,,66,57
196,2,0:00.0,,T. Lyles misses 2-pt jump shot from 16 ft,66,57
197,2,0:00.0,,Offensive rebound by Team,66,57
198,3,11:43.0,,Turnover by T. Lyles (out of bounds lost ball),66,57
199,3,11:22.0,A. Holiday misses 3-pt jump shot from 28 ft,,66,57
200,3,11:20.0,,Defensive rebound by T. Lyles,66,57
201,3,11:10.0,,D. DeRozan misses 2-pt jump shot from 12 ft,66,57
202,3,11:08.0,Defensive rebound by T. Warren,,66,57
203,3,11:04.0,T. Warren makes 2-pt layup from 2 ft,,68,57
204,3,10:51.0,,D. DeRozan makes 2-pt layup at rim,68,59
205,3,10:51.0,,Shooting foul by T. Warren (drawn by D. DeRozan),68,59
206,3,10:51.0,Technical foul by D. DeRozan,,68,59
207,3,10:51.0,M. Brogdon makes technical free throw,,69,59
208,3,10:51.0,,D. DeRozan makes free throw 1 of 1,69,60
209,3,10:38.0,D. Sabonis misses 2-pt layup at rim,,69,60
210,3,10:37.0,,Defensive rebound by T. Lyles,69,60
211,3,10:20.0,,D. DeRozan misses 2-pt jump shot from 14 ft,69,60
212,3,10:18.0,Defensive rebound by M. Brogdon,,69,60
213,3,10:08.0,A. Holiday misses 3-pt jump shot from 25 ft,,69,60
214,3,10:06.0,,Defensive rebound by Team,69,60
215,3,10:06.0,Loose ball foul by D. Sabonis (drawn by T. Lyles),,69,60
216,3,9:53.0,,T. Lyles misses 2-pt jump shot from 20 ft,69,60
217,3,9:50.0,Defensive rebound by M. Brogdon,,69,60
218,3,9:42.0,M. Turner makes 3-pt jump shot from 26 ft (assist by D. Sabonis),,72,60
219,3,9:30.0,,D. Murray makes 2-pt layup from 1 ft,72,62
220,3,9:30.0,Violation by Team (def goaltending),,72,62
221,3,9:17.0,Turnover by D. Sabonis (lost ball; steal by D. Murray),,72,62
222,3,9:11.0,,D. DeRozan makes 2-pt layup from 1 ft,72,64
223,3,8:54.0,Turnover by M. Brogdon (lost ball; steal by D. Murray),,72,64
224,3,8:48.0,,Shooting foul by M. Brogdon (drawn by D. Eubanks),72,64
225,3,8:48.0,,D. Eubanks misses free throw 1 of 2,72,64
226,3,8:48.0,,Offensive rebound by Team,72,64
227,3,8:48.0,,D. Eubanks makes free throw 2 of 2,72,65
228,3,8:32.0,M. Brogdon makes 3-pt jump shot from 25 ft,,75,65
229,3,8:20.0,,B. Forbes misses 3-pt jump shot from 26 ft,75,65
230,3,8:16.0,Defensive rebound by M. Turner,,75,65
231,3,7:59.0,A. Holiday misses 2-pt layup from 7 ft (block by T. Lyles),,75,65
232,3,7:56.0,,Defensive rebound by D. DeRozan,75,65
233,3,7:53.0,,Shooting foul by M. Turner (drawn by B. Forbes),75,65
234,3,7:53.0,,B. Forbes misses free throw 1 of 3,75,65
235,3,7:53.0,,Offensive rebound by Team,75,65
236,3,7:53.0,,B. Forbes makes free throw 2 of 3,75,66
237,3,7:53.0,,B. Forbes makes free throw 3 of 3,75,67
238,3,7:44.0,T. Warren misses 2-pt jump shot from 17 ft,,75,67
239,3,7:39.0,,Defensive rebound by D. Murray,75,67
240,3,7:35.0,,D. DeRozan misses 2-pt layup from 1 ft (block by M. Turner),75,67
241,3,7:35.0,Defensive rebound by T. Warren,,75,67
242,3,7:35.0,Indiana full timeout,,75,67
243,3,7:35.0,Instant Replay (Challenge: Ruling Stands),,75,67
244,3,7:17.0,M. Brogdon makes 2-pt layup from 1 ft,,77,67
245,3,6:52.0,,B. Forbes misses 3-pt jump shot from 25 ft,77,67
246,3,6:48.0,Defensive rebound by T. Warren,,77,67
247,3,6:30.0,M. Turner misses 3-pt jump shot from 25 ft,,77,67
248,3,6:27.0,,Defensive rebound by D. Eubanks,77,67
249,3,6:17.0,,D. Murray misses 2-pt jump shot from 15 ft,77,67
250,3,6:14.0,Defensive rebound by M. Turner,,77,67
251,3,6:01.0,M. Turner makes 2-pt layup from 1 ft (assist by T. Warren),,79,67
252,3,6:00.0,,San Antonio full timeout,79,67
253,3,6:00.0,,R. Gay enters the game for D. Eubanks,79,67
254,3,6:00.0,,P. Mills enters the game for B. Forbes,79,67
255,3,6:00.0,,D. White enters the game for D. Murray,79,67
256,3,5:41.0,,T. Lyles makes 2-pt jump shot from 12 ft,79,69
257,3,5:31.0,Personal foul by R. Gay (drawn by D. Sabonis),,79,69
258,3,5:18.0,M. Turner makes 2-pt layup from 1 ft (assist by M. Brogdon),,81,69
259,3,4:50.0,,P. Mills misses 3-pt jump shot from 25 ft,81,69
260,3,4:46.0,Defensive rebound by D. Sabonis,,81,69
261,3,4:39.0,T. Warren makes 2-pt jump shot from 6 ft (assist by M. Brogdon),,83,69
262,3,4:39.0,Shooting foul by D. DeRozan (drawn by T. Warren),,83,69
263,3,4:39.0,T. Warren makes free throw 1 of 1,,84,69
264,3,4:20.0,,P. Mills makes 3-pt jump shot from 26 ft (assist by D. White),84,72
265,3,4:03.0,Shooting foul by D. White (drawn by D. Sabonis),,84,72
266,3,4:03.0,D. Sabonis makes free throw 1 of 2,,85,72
267,3,4:03.0,D. Sabonis makes free throw 2 of 2,,86,72
268,3,3:50.0,,D. DeRozan makes 2-pt layup from 1 ft,86,74
269,3,3:27.0,T. Warren misses 3-pt jump shot from 26 ft,,86,74
270,3,3:26.0,Offensive rebound by Team,,86,74
271,3,3:26.0,,Loose ball foul by R. Gay (drawn by D. Sabonis),86,74
272,3,3:26.0,Technical foul by R. Gay,,86,74
273,3,3:26.0,M. Brogdon makes technical free throw,,87,74
274,3,3:26.0,J. Holiday enters the game for D. Sabonis,,87,74
275,3,3:13.0,Turnover by M. Brogdon (lost ball; steal by P. Mills),,87,74
276,3,3:12.0,,P. Mills misses 2-pt layup from 2 ft,87,74
277,3,3:10.0,,Offensive rebound by T. Lyles,87,74
278,3,3:09.0,,T. Lyles makes 2-pt dunk from 3 ft,87,76
279,3,2:49.0,Offensive foul by T. Warren (drawn by D. White),,87,76
280,3,2:49.0,Turnover by T. Warren (offensive foul),,87,76
281,3,2:49.0,T. McConnell enters the game for M. Brogdon,,87,76
282,3,2:49.0,E. Sumner enters the game for A. Holiday,,87,76
283,3,2:49.0,,L. Walker enters the game for D. DeRozan,87,76
284,3,2:36.0,,P. Mills misses 3-pt jump shot from 25 ft,87,76
285,3,2:34.0,Defensive rebound by T. Warren,,87,76
286,3,2:18.0,Turnover by T. Warren (bad pass),,87,76
287,3,1:58.0,,R. Gay misses 2-pt layup from 2 ft,87,76
288,3,1:55.0,,Offensive rebound by R. Gay,87,76
289,3,1:55.0,,R. Gay makes 2-pt layup at rim,87,78
290,3,1:41.0,T. McConnell misses 2-pt layup from 1 ft,,87,78
291,3,1:41.0,,Defensive rebound by Team,87,78
292,3,1:21.0,,R. Gay makes 2-pt jump shot from 7 ft,87,80
293,3,1:05.0,J. Holiday makes 3-pt jump shot from 26 ft (assist by T. McConnell),,90,80
294,3,0:50.0,,T. Lyles makes 2-pt layup from 2 ft (assist by D. White),90,82
295,3,0:32.0,Turnover by T. McConnell (lost ball; steal by T. Lyles),,90,82
296,3,0:26.0,,R. Gay makes 2-pt dunk from 1 ft (assist by L. Walker),90,84
297,3,0:06.0,T. Warren makes 2-pt jump shot from 6 ft,,92,84
298,3,0:00.0,,D. White misses 2-pt layup from 1 ft,92,84
299,3,0:00.0,Defensive rebound by T. McConnell,,92,84
300,4,11:47.0,T. McConnell misses 2-pt jump shot from 16 ft,,92,84
301,4,11:44.0,,Defensive rebound by D. DeRozan,92,84
302,4,11:31.0,,Turnover by D. White (lost ball; steal by T. McConnell),92,84
303,4,11:27.0,E. Sumner misses 3-pt jump shot from 26 ft,,92,84
304,4,11:23.0,Offensive rebound by D. Sabonis,,92,84
305,4,11:13.0,E. Sumner makes 2-pt jump shot from 7 ft (assist by D. Sabonis),,94,84
306,4,10:50.0,,L. Walker makes 3-pt jump shot from 23 ft (assist by P. Mills),94,87
307,4,10:33.0,D. McDermott misses 3-pt jump shot from 26 ft,,94,87
308,4,10:31.0,,Defensive rebound by R. Gay,94,87
309,4,10:15.0,,P. Mills makes 3-pt jump shot from 25 ft (assist by D. DeRozan),94,90
310,4,9:53.0,D. Sabonis misses 2-pt hook shot from 7 ft,,94,90
311,4,9:51.0,,Defensive rebound by D. White,94,90
312,4,9:47.0,,R. Gay makes 2-pt layup from 1 ft (assist by D. White),94,92
313,4,9:47.0,Indiana full timeout,,94,92
314,4,9:26.0,J. Holiday makes 2-pt layup from 5 ft,,96,92
315,4,9:08.0,,D. White makes 2-pt layup from 1 ft (assist by L. Walker),96,94
316,4,8:39.0,D. Sabonis misses 2-pt jump shot from 15 ft,,96,94
317,4,8:38.0,Offensive rebound by J. Holiday,,96,94
318,4,8:38.0,Offensive foul by D. Sabonis (drawn by D. White),,96,94
319,4,8:38.0,Turnover by D. Sabonis (offensive foul),,96,94
320,4,8:38.0,M. Brogdon enters the game for T. McConnell,,96,94
321,4,8:38.0,T. Warren enters the game for E. Sumner,,96,94
322,4,8:38.0,,D. Murray enters the game for D. White,96,94
323,4,8:20.0,,Turnover by R. Gay (out of bounds lost ball),96,94
324,4,8:20.0,,T. Lyles enters the game for R. Gay,96,94
325,4,8:00.0,M. Brogdon misses 3-pt jump shot from 25 ft,,96,94
326,4,7:56.0,,Defensive rebound by L. Walker,96,94
327,4,7:51.0,,L. Walker makes 2-pt dunk from 1 ft,96,96
328,4,7:33.0,D. McDermott makes 2-pt layup at rim (assist by M. Brogdon),,98,96
329,4,7:21.0,,P. Mills makes 3-pt jump shot from 26 ft,98,99
330,4,7:04.0,Personal foul by D. Murray (drawn by D. Sabonis),,98,99
331,4,7:04.0,A. Holiday enters the game for D. McDermott,,98,99
332,4,7:04.0,M. Turner enters the game for D. Sabonis,,98,99
333,4,6:51.0,M. Brogdon misses 2-pt layup from 1 ft (block by T. Lyles),,98,99
334,4,6:48.0,,Defensive rebound by D. Murray,98,99
335,4,6:44.0,,L. Walker makes 3-pt jump shot from 24 ft (assist by D. Murray),98,102
336,4,6:43.0,Indiana full timeout,,98,102
337,4,6:43.0,D. Sabonis enters the game for J. Holiday,,98,102
338,4,6:43.0,,B. Forbes enters the game for P. Mills,98,102
339,4,6:26.0,Shooting foul by D. DeRozan (drawn by M. Turner),,98,102
340,4,6:26.0,M. Turner makes free throw 1 of 2,,99,102
341,4,6:26.0,M. Turner makes free throw 2 of 2,,100,102
342,4,6:10.0,,T. Lyles misses 3-pt jump shot from 25 ft,100,102
343,4,6:07.0,Defensive rebound by M. Turner,,100,102
344,4,5:46.0,D. Sabonis makes 2-pt layup from 1 ft (assist by M. Brogdon),,102,102
345,4,5:30.0,,Shooting foul by T. Warren (drawn by D. DeRozan),102,102
346,4,5:30.0,,D. DeRozan makes free throw 1 of 2,102,103
347,4,5:30.0,,D. DeRozan misses free throw 2 of 2,102,103
348,4,5:26.0,Defensive rebound by D. Sabonis,,102,103
349,4,5:17.0,D. Sabonis makes 2-pt layup from 1 ft,,104,103
350,4,5:00.0,,T. Lyles misses 2-pt layup from 1 ft (block by M. Turner),104,103
351,4,4:56.0,Defensive rebound by D. Sabonis,,104,103
352,4,4:41.0,M. Turner misses 2-pt layup from 2 ft,,104,103
353,4,4:40.0,Offensive rebound by D. Sabonis,,104,103
354,4,4:40.0,Shooting foul by D. Murray (drawn by D. Sabonis),,104,103
355,4,4:40.0,D. Sabonis makes free throw 1 of 2,,105,103
356,4,4:40.0,D. Sabonis misses free throw 2 of 2,,105,103
357,4,4:40.0,,Defensive rebound by L. Walker,105,103
358,4,4:40.0,,T. Lyles misses 3-pt jump shot from 25 ft,105,103
359,4,4:40.0,Defensive rebound by M. Brogdon,,105,103
360,4,4:23.0,D. Sabonis misses 2-pt layup from 1 ft,,105,103
361,4,4:23.0,Offensive rebound by D. Sabonis,,105,103
362,4,4:23.0,D. Sabonis makes 2-pt layup from 1 ft,,107,103
363,4,4:23.0,,San Antonio full timeout,107,103
364,4,4:11.0,,B. Forbes makes 3-pt jump shot from 27 ft (assist by D. DeRozan),107,106
365,4,3:51.0,M. Turner misses 2-pt jump shot from 20 ft,,107,106
366,4,3:47.0,,Defensive rebound by D. DeRozan,107,106
367,4,3:39.0,,D. DeRozan misses 2-pt layup from 7 ft (block by D. Sabonis),107,106
368,4,3:37.0,Defensive rebound by T. Warren,,107,106
369,4,3:21.0,Shooting foul by D. Murray (drawn by D. Sabonis),,107,106
370,4,3:21.0,D. Sabonis makes free throw 1 of 2,,108,106
371,4,3:21.0,,San Antonio full timeout,108,106
372,4,3:21.0,,R. Gay enters the game for T. Lyles,108,106
373,4,3:21.0,,D. White enters the game for D. Murray,108,106
374,4,3:21.0,D. Sabonis makes free throw 2 of 2,,109,106
375,4,3:12.0,,B. Forbes misses 3-pt jump shot from 24 ft,109,106
376,4,3:08.0,Defensive rebound by M. Brogdon,,109,106
377,4,2:56.0,Shooting foul by L. Walker (drawn by T. Warren),,109,106
378,4,2:56.0,T. Warren misses free throw 1 of 2,,109,106
379,4,2:56.0,Offensive rebound by Team,,109,106
380,4,2:56.0,,P. Mills enters the game for B. Forbes,109,106
381,4,2:56.0,T. Warren makes free throw 2 of 2,,110,106
382,4,2:42.0,,P. Mills makes 3-pt jump shot from 25 ft,110,109
383,4,2:23.0,M. Brogdon makes 2-pt jump shot from 19 ft,,112,109
