,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,CHARLOTTE_ACTION,WASHINGTON_SCORE,CHARLOTTE_SCORE
382,4,7:44.0,D. Bertāns misses 2-pt layup from 1 ft,,86,86
383,4,7:43.0,,Defensive rebound by B. Biyombo,86,86
384,4,7:41.0,,P. Washington misses 3-pt jump shot from 26 ft,86,86
385,4,7:38.0,,Offensive rebound by B. Biyombo,86,86
386,4,7:35.0,,Turnover by P. Washington (bad pass; steal by T. Brown),86,86
387,4,7:30.0,Turnover by T. Brown (lost ball; steal by T. Rozier),,86,86
388,4,7:30.0,,Shooting foul by M. Wagner (drawn by B. Biyombo),86,86
389,4,7:30.0,,B. Biyombo makes free throw 1 of 2,86,87
390,4,7:30.0,,B. Biyombo misses free throw 2 of 2,86,87
391,4,7:27.0,Defensive rebound by T. Brown,,86,87
392,4,7:09.0,I. Smith misses 2-pt jump shot from 12 ft,,86,87
393,4,6:59.0,Offensive rebound by M. Wagner,,86,87
394,4,6:59.0,M. Wagner misses 2-pt layup from 1 ft,,86,87
395,4,6:59.0,Offensive rebound by M. Wagner,,86,87
396,4,6:53.0,M. Wagner makes 2-pt layup from 1 ft,,88,87
397,4,6:48.0,,D. Graham makes 3-pt jump shot from 25 ft,88,90
398,4,6:37.0,B. Beal makes 2-pt layup from 4 ft,,90,90
399,4,6:37.0,Shooting foul by D. Graham (drawn by B. Beal),,90,90
400,4,6:37.0,R. Hachimura enters the game for T. Brown,,90,90
401,4,6:37.0,B. Beal makes free throw 1 of 1,,91,90
402,4,6:24.0,,D. Graham misses 2-pt layup from 2 ft,91,90
403,4,6:21.0,Defensive rebound by R. Hachimura,,91,90
404,4,6:09.0,B. Beal misses 3-pt jump shot from 23 ft,,91,90
405,4,6:06.0,,Defensive rebound by B. Biyombo,91,90
406,4,5:49.0,,P. Washington misses 3-pt jump shot from 23 ft,91,90
407,4,5:44.0,,Offensive rebound by T. Rozier,91,90
408,4,5:44.0,,T. Rozier makes 2-pt layup at rim,91,92
409,4,5:31.0,D. Bertāns makes 3-pt jump shot from 26 ft (assist by I. Smith),,94,92
410,4,5:17.0,,T. Rozier misses 2-pt layup from 3 ft,94,92
411,4,5:17.0,,Offensive rebound by Team,94,92
412,4,5:17.0,Loose ball foul by D. Bertāns (drawn by B. Biyombo),,94,92
413,4,5:08.0,,P. Washington misses 3-pt jump shot from 23 ft,94,92
414,4,5:04.0,,Offensive rebound by B. Biyombo,94,92
415,4,5:02.0,,D. Graham makes 3-pt jump shot from 32 ft (assist by M. Bridges),94,95
416,4,4:49.0,Personal foul by D. Graham (drawn by M. Wagner),,94,95
417,4,4:49.0,,M. Monk enters the game for D. Graham,94,95
418,4,4:41.0,I. Smith makes 3-pt jump shot from 23 ft (assist by B. Beal),,97,95
419,4,4:41.0,,Charlotte full timeout,97,95
420,4,4:41.0,,D. Graham enters the game for M. Monk,97,95
421,4,4:27.0,,D. Graham misses 2-pt layup from 3 ft (block by M. Wagner),97,95
422,4,4:24.0,Defensive rebound by M. Wagner,,97,95
423,4,4:13.0,D. Bertāns misses 2-pt layup from 2 ft,,97,95
424,4,4:11.0,Offensive rebound by R. Hachimura,,97,95
425,4,4:07.0,Shooting foul by P. Washington (drawn by R. Hachimura),,97,95
426,4,4:07.0,R. Hachimura makes free throw 1 of 2,,98,95
427,4,4:07.0,,C. Zeller enters the game for B. Biyombo,98,95
428,4,4:07.0,R. Hachimura makes free throw 2 of 2,,99,95
429,4,3:52.0,,T. Rozier misses 3-pt jump shot from 25 ft,99,95
430,4,3:51.0,,Offensive rebound by Team,99,95
431,4,3:44.0,,D. Graham makes 2-pt layup from 3 ft,99,97
432,4,3:44.0,,Shooting foul by M. Wagner (drawn by D. Graham),99,97
433,4,3:44.0,,D. Graham makes free throw 1 of 1,99,98
434,4,3:33.0,B. Beal misses 3-pt jump shot from 26 ft,,99,98
435,4,3:30.0,Offensive rebound by R. Hachimura,,99,98
436,4,3:21.0,I. Smith misses 3-pt jump shot from 26 ft,,99,98
437,4,3:18.0,,Defensive rebound by Team,99,98
438,4,3:18.0,Loose ball foul by R. Hachimura (drawn by C. Zeller),,99,98
439,4,3:18.0,,C. Zeller makes free throw 1 of 2,99,99
440,4,3:18.0,Washington full timeout,,99,99
441,4,3:18.0,,C. Zeller makes free throw 2 of 2,99,100
442,4,3:05.0,R. Hachimura makes 2-pt layup from 2 ft (assist by M. Wagner),,101,100
443,4,2:44.0,,P. Washington makes 2-pt layup from 5 ft (assist by D. Graham),101,102
444,4,2:29.0,B. Beal misses 2-pt jump shot from 14 ft,,101,102
445,4,2:29.0,Offensive rebound by B. Beal,,101,102
446,4,2:22.0,R. Hachimura misses 2-pt jump shot from 19 ft,,101,102
447,4,2:19.0,,Defensive rebound by P. Washington,101,102
448,4,1:59.0,,M. Bridges makes 3-pt jump shot from 25 ft (assist by T. Rozier),101,105
449,4,1:45.0,M. Wagner makes 2-pt layup from 3 ft (assist by R. Hachimura),,103,105
450,4,1:45.0,Shooting foul by M. Bridges (drawn by M. Wagner),,103,105
451,4,1:45.0,M. Wagner makes free throw 1 of 1,,104,105
452,4,1:34.0,,D. Graham makes 2-pt layup from 3 ft,104,107
453,4,1:34.0,,Shooting foul by M. Wagner (drawn by D. Graham),104,107
454,4,1:34.0,I. Mahinmi enters the game for M. Wagner,,104,107
455,4,1:34.0,,D. Graham makes free throw 1 of 1,104,108
456,4,1:21.0,R. Hachimura misses 3-pt jump shot from 23 ft,,104,108
457,4,1:18.0,,Defensive rebound by T. Rozier,104,108
458,4,1:05.0,,Offensive foul by P. Washington (drawn by I. Mahinmi),104,108
459,4,1:05.0,,Turnover by P. Washington (offensive foul),104,108
460,4,0:44.0,R. Hachimura misses 2-pt jump shot from 13 ft,,104,108
461,4,0:41.0,,Defensive rebound by P. Washington,104,108
462,4,0:36.0,,Personal foul by I. Mahinmi (drawn by T. Rozier),104,108
463,4,0:36.0,,T. Rozier makes free throw 1 of 2,104,109
464,4,0:36.0,,T. Rozier misses free throw 2 of 2,104,109
465,4,0:35.0,Defensive rebound by R. Hachimura,,104,109
466,4,0:35.0,Washington full timeout,,104,109
467,4,0:35.0,,M. Kidd-Gilchrist enters the game for D. Graham,104,109
468,4,0:31.0,D. Bertāns makes 3-pt jump shot from 28 ft (assist by B. Beal),,107,109
469,4,0:31.0,,Charlotte full timeout,107,109
470,4,0:31.0,,D. Graham enters the game for M. Kidd-Gilchrist,107,109
471,4,0:07.0,,M. Bridges makes 3-pt jump shot from 23 ft (assist by P. Washington),107,112
472,4,0:07.0,Washington full timeout,,107,112
473,4,0:07.0,,M. Kidd-Gilchrist enters the game for D. Graham,107,112
474,4,0:07.0,,Violation by Team (kicked ball),107,112
475,4,0:02.0,D. Bertāns misses 3-pt jump shot from 38 ft,,107,112
476,4,0:01.0,,Defensive rebound by T. Rozier,107,112
477,4,0:01.0,,Personal take foul by R. Hachimura (drawn by T. Rozier),107,112
478,4,0:01.0,,T. Rozier makes free throw 1 of 2,107,113
479,4,0:01.0,,T. Rozier makes free throw 2 of 2,107,114
480,4,0:00.0,I. Mahinmi misses 3-pt jump shot from 80 ft,,107,114
481,4,0:00.0,Offensive rebound by Team,,107,114
