,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,LA CLIPPERS_ACTION,SACRAMENTO_SCORE,LA CLIPPERS_SCORE
193,2,5:39.0,H. Barnes makes free throw 1 of 2,,37,28
194,2,5:39.0,,L. Williams enters the game for L. Shamet,37,28
195,2,5:39.0,H. Barnes makes free throw 2 of 2,,38,28
196,2,5:25.0,,K. Leonard misses 2-pt jump shot from 9 ft,38,28
197,2,5:22.0,Defensive rebound by A. Len,,38,28
198,2,5:18.0,D. Fox makes 2-pt layup from 2 ft,,40,28
199,2,4:54.0,,K. Leonard misses 3-pt jump shot from 27 ft,40,28
200,2,4:52.0,Defensive rebound by N. Bjelica,,40,28
201,2,4:45.0,Turnover by A. Len (lost ball; steal by K. Leonard),,40,28
202,2,4:41.0,,L. Williams makes 2-pt layup from 2 ft (assist by K. Leonard),40,30
203,2,4:27.0,N. Bjelica makes 3-pt jump shot from 24 ft (assist by D. Fox),,43,30
204,2,4:14.0,,K. Leonard makes 2-pt jump shot from 8 ft (assist by R. Jackson),43,32
205,2,3:56.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,43,32
206,2,3:53.0,,Defensive rebound by I. Zubac,43,32
207,2,3:48.0,,Personal foul by N. Bjelica (drawn by K. Leonard),43,32
208,2,3:38.0,,Turnover by L. Williams (bad pass; steal by A. Len),43,32
209,2,3:28.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,43,32
210,2,3:24.0,Offensive rebound by A. Len,,43,32
211,2,3:16.0,D. Fox misses 2-pt jump shot from 2 ft,,43,32
212,2,3:15.0,Offensive rebound by Team,,43,32
213,2,3:15.0,K. Bazemore enters the game for N. Bjelica,,43,32
214,2,3:15.0,H. Giles enters the game for A. Len,,43,32
215,2,3:02.0,D. Fox makes 2-pt jump shot from 11 ft,,45,32
216,2,2:51.0,,M. Morris misses 2-pt layup from 1 ft,45,32
217,2,2:46.0,,Offensive rebound by I. Zubac,45,32
218,2,2:46.0,,I. Zubac misses 2-pt layup from 1 ft,45,32
219,2,2:43.0,,Offensive rebound by I. Zubac,45,32
220,2,2:43.0,,I. Zubac makes 2-pt layup from 1 ft,45,34
221,2,2:27.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by H. Barnes),,48,34
222,2,2:14.0,,R. Jackson misses 2-pt hook shot from 6 ft,48,34
223,2,2:11.0,Defensive rebound by B. Bogdanović,,48,34
224,2,2:08.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,48,34
225,2,2:05.0,,Defensive rebound by K. Leonard,48,34
226,2,2:00.0,,Shooting foul by K. Bazemore (drawn by K. Leonard),48,34
227,2,2:00.0,,LA Clippers full timeout,48,34
228,2,2:00.0,,K. Leonard makes free throw 1 of 2,48,35
229,2,2:00.0,,K. Leonard makes free throw 2 of 2,48,36
230,2,1:37.0,D. Fox misses 3-pt jump shot from 27 ft,,48,36
231,2,1:34.0,,Defensive rebound by I. Zubac,48,36
232,2,1:28.0,,L. Williams makes 2-pt jump shot from 14 ft,48,38
233,2,1:11.0,K. Bazemore misses 2-pt layup from 2 ft,,48,38
234,2,1:08.0,,Defensive rebound by I. Zubac,48,38
235,2,1:04.0,,Shooting foul by K. Bazemore (drawn by L. Williams),48,38
236,2,1:04.0,,L. Williams makes free throw 1 of 2,48,39
237,2,1:04.0,B. Hield enters the game for B. Bogdanović,,48,39
238,2,1:04.0,,M. Harrell enters the game for I. Zubac,48,39
239,2,1:04.0,,L. Williams makes free throw 2 of 2,48,40
240,2,0:55.0,Shooting foul by M. Harrell (drawn by H. Giles),,48,40
241,2,0:55.0,H. Giles makes free throw 1 of 2,,49,40
242,2,0:55.0,H. Giles misses free throw 2 of 2,,49,40
243,2,0:52.0,,Defensive rebound by M. Harrell,49,40
244,2,0:39.0,,K. Leonard makes 2-pt layup from 1 ft,49,42
245,2,0:33.0,D. Fox makes 2-pt jump shot from 13 ft,,51,42
246,2,0:28.0,,L. Williams makes 3-pt jump shot from 27 ft,51,45
247,2,0:07.0,K. Bazemore makes 3-pt jump shot from 25 ft (assist by D. Fox),,54,45
248,2,0:00.0,,R. Jackson makes 3-pt jump shot from 28 ft (assist by K. Leonard),54,48
249,3,11:47.0,,Personal foul by B. Bogdanović (drawn by L. Shamet),54,48
250,3,11:37.0,,Turnover by M. Morris (out of bounds lost ball),54,48
251,3,11:28.0,Turnover by H. Giles (bad pass; steal by L. Shamet),,54,48
252,3,11:25.0,,Shooting foul by D. Fox (drawn by L. Shamet),54,48
253,3,11:25.0,,L. Shamet misses free throw 1 of 2,54,48
254,3,11:25.0,,Offensive rebound by Team,54,48
255,3,11:25.0,,L. Shamet makes free throw 2 of 2,54,49
256,3,11:14.0,N. Bjelica misses 3-pt jump shot from 26 ft,,54,49
257,3,11:10.0,,Defensive rebound by I. Zubac,54,49
258,3,10:58.0,,M. Morris makes 2-pt layup from 2 ft (assist by I. Zubac),54,51
259,3,10:57.0,,Violation by Team (delay of game),54,51
260,3,10:37.0,D. Fox makes 2-pt jump shot from 12 ft,,56,51
261,3,10:18.0,,M. Morris makes 2-pt jump shot from 12 ft (assist by R. Jackson),56,53
262,3,10:06.0,N. Bjelica makes 3-pt jump shot from 26 ft (assist by D. Fox),,59,53
263,3,9:45.0,,K. Leonard misses 2-pt jump shot from 19 ft,59,53
264,3,9:43.0,Defensive rebound by H. Giles,,59,53
265,3,9:37.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,59,53
266,3,9:33.0,,Defensive rebound by R. Jackson,59,53
267,3,9:24.0,,I. Zubac makes 2-pt dunk from 1 ft (assist by K. Leonard),59,55
268,3,9:06.0,H. Barnes makes 3-pt jump shot from 26 ft (assist by D. Fox),,62,55
269,3,8:44.0,,M. Morris makes 2-pt jump shot from 17 ft,62,57
270,3,8:33.0,Personal foul by R. Jackson (drawn by D. Fox),,62,57
271,3,8:21.0,B. Bogdanović makes 2-pt jump shot from 16 ft (assist by H. Giles),,64,57
272,3,8:09.0,,R. Jackson misses 2-pt jump shot from 10 ft,64,57
273,3,8:08.0,,Offensive rebound by Team,64,57
274,3,7:59.0,,R. Jackson misses 3-pt jump shot from 25 ft,64,57
275,3,7:53.0,,Offensive rebound by I. Zubac,64,57
276,3,7:51.0,,K. Leonard makes 3-pt jump shot from 27 ft (assist by I. Zubac),64,60
277,3,7:32.0,Personal foul by L. Shamet (drawn by B. Bogdanović),,64,60
278,3,7:26.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by N. Bjelica),,67,60
279,3,7:07.0,,L. Shamet misses 3-pt jump shot from 26 ft,67,60
280,3,7:04.0,Defensive rebound by N. Bjelica,,67,60
281,3,6:58.0,H. Giles misses 2-pt layup from 2 ft,,67,60
282,3,6:56.0,,Defensive rebound by M. Morris,67,60
283,3,6:56.0,,Offensive foul by M. Morris (drawn by H. Giles),67,60
284,3,6:56.0,,Turnover by M. Morris (offensive foul),67,60
285,3,6:56.0,,LA Clippers full timeout,67,60
286,3,6:56.0,,Instant Replay (Request: Ruling Stands),67,60
287,3,6:44.0,H. Giles misses 2-pt jump shot from 14 ft,,67,60
288,3,6:40.0,Offensive rebound by N. Bjelica,,67,60
289,3,6:40.0,N. Bjelica makes 2-pt layup from 1 ft,,69,60
290,3,6:30.0,,Offensive foul by R. Jackson (drawn by H. Barnes),69,60
291,3,6:30.0,,Turnover by R. Jackson (offensive foul),69,60
292,3,6:24.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by N. Bjelica),,72,60
293,3,6:11.0,,R. Jackson makes 2-pt jump shot from 8 ft (assist by K. Leonard),72,62
294,3,5:55.0,Turnover by N. Bjelica (traveling),,72,62
295,3,5:55.0,,L. Williams enters the game for R. Jackson,72,62
296,3,5:44.0,,K. Leonard makes 2-pt jump shot from 17 ft,72,64
297,3,5:31.0,Turnover by D. Fox (out of bounds lost ball),,72,64
298,3,5:31.0,A. Len enters the game for H. Giles,,72,64
299,3,5:20.0,,K. Leonard misses 2-pt layup from 4 ft (block by A. Len),72,64
300,3,5:20.0,Defensive rebound by Team,,72,64
301,3,5:06.0,B. Bogdanović misses 2-pt layup from 2 ft,,72,64
302,3,5:02.0,Offensive rebound by A. Len,,72,64
303,3,5:02.0,A. Len makes 2-pt dunk from 1 ft,,74,64
304,3,5:00.0,,Personal foul by N. Bjelica (drawn by L. Shamet),74,64
305,3,5:00.0,K. Bazemore enters the game for N. Bjelica,,74,64
306,3,5:00.0,,J. Green enters the game for L. Shamet,74,64
307,3,5:00.0,,M. Harrell enters the game for I. Zubac,74,64
308,3,4:54.0,,Turnover by L. Williams (bad pass; steal by K. Bazemore),74,64
309,3,4:50.0,D. Fox makes 2-pt dunk from 1 ft (assist by K. Bazemore),,76,64
310,3,4:41.0,,Turnover by L. Williams (lost ball; steal by D. Fox),76,64
311,3,4:41.0,Sacramento full timeout,,76,64
312,3,4:31.0,Turnover by D. Fox (bad pass; steal by M. Harrell),,76,64
313,3,4:25.0,,L. Williams misses 2-pt layup from 2 ft (block by H. Barnes),76,64
314,3,4:23.0,Defensive rebound by H. Barnes,,76,64
315,3,4:21.0,D. Fox makes 2-pt layup from 1 ft (assist by H. Barnes),,78,64
316,3,4:08.0,,K. Leonard makes 3-pt jump shot from 26 ft (assist by L. Williams),78,67
317,3,3:48.0,K. Bazemore makes 3-pt jump shot from 24 ft (assist by D. Fox),,81,67
318,3,3:31.0,,M. Harrell makes 2-pt layup from 4 ft (assist by K. Leonard),81,69
319,3,3:15.0,Offensive foul by A. Len (drawn by L. Williams),,81,69
320,3,3:15.0,Turnover by A. Len (offensive foul),,81,69
321,3,3:04.0,,K. Leonard makes 2-pt layup from 2 ft,81,71
322,3,2:57.0,Shooting foul by J. Green (drawn by D. Fox),,81,71
323,3,2:57.0,D. Fox makes free throw 1 of 2,,82,71
324,3,2:57.0,B. Hield enters the game for B. Bogdanović,,82,71
325,3,2:57.0,D. Fox makes free throw 2 of 2,,83,71
326,3,2:45.0,,K. Leonard makes 3-pt jump shot from 26 ft,83,74
327,3,2:31.0,Turnover by A. Len (lost ball; steal by K. Leonard),,83,74
328,3,2:18.0,,L. Williams misses 3-pt jump shot from 23 ft,83,74
329,3,2:17.0,,Offensive rebound by M. Harrell,83,74
330,3,2:16.0,,Shooting foul by K. Bazemore (drawn by J. Green),83,74
331,3,2:16.0,,J. Green makes free throw 1 of 2,83,75
332,3,2:16.0,,L. Shamet enters the game for M. Morris,83,75
333,3,2:16.0,,J. Green makes free throw 2 of 2,83,76
334,3,2:03.0,D. Fox misses 2-pt jump shot from 2 ft,,83,76
335,3,2:01.0,,Defensive rebound by M. Harrell,83,76
336,3,1:57.0,,L. Williams makes 3-pt jump shot from 26 ft (assist by M. Harrell),83,79
337,3,1:57.0,Sacramento full timeout,,83,79
338,3,1:57.0,C. Joseph enters the game for D. Fox,,83,79
339,3,1:46.0,H. Barnes makes 2-pt layup from 1 ft,,85,79
340,3,1:35.0,,Personal foul by C. Joseph (drawn by K. Leonard),85,79
341,3,1:35.0,,K. Leonard makes free throw 1 of 2,85,80
342,3,1:35.0,,K. Leonard makes free throw 2 of 2,85,81
343,3,1:16.0,H. Barnes makes 3-pt jump shot from 26 ft (assist by C. Joseph),,88,81
344,3,1:05.0,,Offensive foul by L. Williams (drawn by H. Barnes),88,81
345,3,1:05.0,,Turnover by L. Williams (offensive foul),88,81
346,3,1:05.0,,A. Coffey enters the game for K. Leonard,88,81
347,3,0:53.0,H. Barnes misses 3-pt jump shot from 28 ft,,88,81
348,3,0:50.0,,Defensive rebound by L. Williams,88,81
349,3,0:45.0,,J. Green misses 3-pt jump shot from 27 ft,88,81
350,3,0:39.0,Defensive rebound by A. Len,,88,81
351,3,0:33.0,Personal foul by J. Green (drawn by A. Len),,88,81
352,3,0:21.0,C. Joseph misses 3-pt jump shot from 26 ft,,88,81
353,3,0:18.0,,Defensive rebound by A. Coffey,88,81
354,3,0:18.0,,Shooting foul by C. Joseph (drawn by M. Harrell),88,81
355,3,0:18.0,,M. Harrell makes free throw 1 of 2,88,82
356,3,0:18.0,N. Bjelica enters the game for C. Joseph,,88,82
357,3,0:18.0,D. Fox enters the game for A. Len,,88,82
358,3,0:18.0,,T. Mann enters the game for J. Green,88,82
359,3,0:18.0,,R. McGruder enters the game for L. Shamet,88,82
360,3,0:18.0,,M. Morris enters the game for L. Williams,88,82
361,3,0:18.0,,M. Harrell makes free throw 2 of 2,88,83
362,3,0:03.0,N. Bjelica misses 3-pt jump shot from 29 ft,,88,83
363,3,0:02.0,,Defensive rebound by A. Coffey,88,83
364,4,11:47.0,K. Bazemore makes 2-pt layup from 1 ft (assist by N. Bjelica),,90,83
365,4,11:21.0,,L. Williams misses 2-pt jump shot from 5 ft,90,83
366,4,11:21.0,,Offensive rebound by M. Harrell,90,83
367,4,11:19.0,,M. Harrell makes 2-pt layup from 1 ft,90,85
368,4,11:04.0,K. Bazemore misses 2-pt layup from 3 ft (block by M. Harrell),,90,85
369,4,11:00.0,Offensive rebound by A. Len,,90,85
370,4,10:55.0,K. Bazemore misses 2-pt jump shot from 19 ft,,90,85
371,4,10:51.0,,Defensive rebound by A. Coffey,90,85
372,4,10:48.0,,A. Coffey misses 2-pt layup from 4 ft (block by K. Bazemore),90,85
373,4,10:44.0,,Offensive rebound by L. Williams,90,85
374,4,10:40.0,,L. Williams misses 2-pt jump shot from 3 ft,90,85
375,4,10:38.0,Defensive rebound by N. Bjelica,,90,85
376,4,10:27.0,B. Hield misses 2-pt jump shot from 13 ft,,90,85
377,4,10:24.0,,Defensive rebound by J. Green,90,85
378,4,10:19.0,,Personal foul by N. Bjelica (drawn by J. Green),90,85
379,4,10:17.0,,Shooting foul by A. Len (drawn by M. Harrell),90,85
380,4,10:17.0,Technical foul by M. Harrell,,90,85
381,4,10:17.0,,Technical foul by A. Len,90,85
382,4,10:17.0,,M. Harrell misses free throw 1 of 2,90,85
383,4,10:17.0,,Offensive rebound by Team,90,85
384,4,10:17.0,,M. Harrell makes free throw 2 of 2,90,86
385,4,9:59.0,A. Len misses 2-pt layup from 3 ft,,90,86
