,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,DALLAS_ACTION,MINNESOTA_SCORE,DALLAS_SCORE
0,1,11:47.0,,L. Dončić makes 2-pt layup from 2 ft,0,2
1,1,11:31.0,D. Russell misses 2-pt jump shot from 18 ft,,0,2
2,1,11:28.0,Offensive rebound by J. Okogie,,0,2
3,1,11:27.0,Shooting foul by K. Porziņģis (drawn by J. Hernangómez),,0,2
4,1,11:27.0,J. Hernangómez makes free throw 1 of 2,,1,2
5,1,11:27.0,J. Hernangómez makes free throw 2 of 2,,2,2
6,1,11:14.0,,Shooting foul by N. Reid (drawn by K. Porziņģis),2,2
7,1,11:14.0,,K. Porziņģis makes free throw 1 of 2,2,3
8,1,11:14.0,,K. Porziņģis misses free throw 2 of 2,2,3
9,1,11:11.0,Defensive rebound by M. Beasley,,2,3
10,1,10:55.0,N. Reid misses 2-pt hook shot from 9 ft,,2,3
11,1,10:53.0,,Defensive rebound by K. Porziņģis,2,3
12,1,10:47.0,,Personal foul by N. Reid (drawn by K. Porziņģis),2,3
13,1,10:47.0,J. Johnson enters the game for N. Reid,,2,3
14,1,10:36.0,,L. Dončić misses 3-pt jump shot from 26 ft (block by J. Johnson),2,3
15,1,10:32.0,Defensive rebound by D. Russell,,2,3
16,1,10:21.0,D. Russell misses 3-pt jump shot from 25 ft,,2,3
17,1,10:20.0,,Defensive rebound by Team,2,3
18,1,10:13.0,,S. Curry makes 3-pt jump shot from 23 ft (assist by T. Hardaway),2,6
19,1,10:01.0,J. Okogie misses 3-pt jump shot from 25 ft,,2,6
20,1,9:59.0,,Defensive rebound by K. Porziņģis,2,6
21,1,9:54.0,,S. Curry misses 3-pt jump shot from 24 ft,2,6
22,1,9:49.0,,Offensive rebound by D. Finney-Smith,2,6
23,1,9:42.0,,L. Dončić misses 2-pt jump shot from 6 ft,2,6
24,1,9:38.0,,Offensive rebound by L. Dončić,2,6
25,1,9:37.0,,T. Hardaway misses 2-pt jump shot from 20 ft,2,6
26,1,9:34.0,Defensive rebound by J. Johnson,,2,6
27,1,9:29.0,J. Johnson makes 2-pt layup from 3 ft,,4,6
28,1,9:13.0,,K. Porziņģis makes 2-pt jump shot from 11 ft (assist by L. Dončić),4,8
29,1,8:57.0,J. Johnson makes 2-pt jump shot from 6 ft,,6,8
