,QUARTER,TIME_REMAINING,ORLANDO_ACTION,MEMPHIS_ACTION,ORLANDO_SCORE,MEMPHIS_SCORE
39,1,6:57.0,A. Gordon misses 3-pt jump shot from 25 ft,,9,14
40,1,6:57.0,Offensive rebound by Team,,9,14
41,1,6:57.0,Turnover by Team (shot clock),,9,14
42,1,6:39.0,,Turnover by D. Brooks (lost ball; steal by M. Fultz),9,14
43,1,6:39.0,Personal foul by D. Brooks (drawn by J. Ennis),,9,14
44,1,6:21.0,A. Gordon misses 3-pt jump shot from 26 ft,,9,14
45,1,6:17.0,,Defensive rebound by J. Valančiūnas,9,14
46,1,6:11.0,,D. Brooks misses 3-pt jump shot from 26 ft,9,14
47,1,6:08.0,,Offensive rebound by D. Melton,9,14
48,1,5:59.0,,J. Valančiūnas makes 2-pt hook shot from 3 ft (assist by D. Melton),9,16
49,1,5:48.0,N. Vučević misses 3-pt jump shot from 26 ft,,9,16
50,1,5:45.0,,Defensive rebound by J. Valančiūnas,9,16
51,1,5:37.0,,J. Morant misses 2-pt layup from 2 ft,9,16
52,1,5:34.0,Defensive rebound by A. Gordon,,9,16
53,1,5:27.0,N. Vučević makes 2-pt jump shot from 10 ft (assist by A. Gordon),,11,16
54,1,5:05.0,,J. Morant makes 2-pt jump shot from 12 ft,11,18
55,1,4:53.0,,Violation by Team (kicked ball),11,18
56,1,4:53.0,M. Carter-Williams enters the game for J. Ennis,,11,18
57,1,4:53.0,T. Ross enters the game for W. Iwundu,,11,18
58,1,4:53.0,,G. Dieng enters the game for K. Anderson,11,18
59,1,4:53.0,,T. Jones enters the game for D. Melton,11,18
60,1,4:47.0,Turnover by N. Vučević (traveling),,11,18
61,1,4:47.0,,Technical foul by N. Vučević,11,18
62,1,4:47.0,,D. Brooks makes technical free throw,11,19
63,1,4:47.0,,J. Jackson enters the game for J. Morant,11,19
64,1,4:35.0,,J. Jackson misses 2-pt jump shot from 1 ft,11,19
65,1,4:33.0,,Offensive rebound by Team,11,19
66,1,4:30.0,,D. Brooks makes 3-pt jump shot from 23 ft (assist by J. Jackson),11,22
67,1,4:18.0,M. Fultz makes 2-pt jump shot from 19 ft,,13,22
68,1,4:05.0,,G. Dieng makes 3-pt jump shot from 23 ft (assist by J. Jackson),13,25
69,1,4:05.0,Orlando full timeout,,13,25
70,1,4:05.0,D. Augustin enters the game for M. Fultz,,13,25
71,1,3:48.0,A. Gordon misses 2-pt hook shot from 3 ft (block by G. Dieng),,13,25
72,1,3:42.0,,Defensive rebound by J. Valančiūnas,13,25
73,1,3:36.0,,J. Jackson makes 2-pt hook shot from 3 ft,13,27
74,1,3:36.0,,Shooting foul by A. Gordon (drawn by J. Jackson),13,27
75,1,3:36.0,,J. Jackson makes free throw 1 of 1,13,28
76,1,3:21.0,T. Ross misses 3-pt jump shot from 26 ft,,13,28
77,1,3:16.0,Offensive rebound by M. Carter-Williams,,13,28
78,1,3:15.0,Turnover by M. Carter-Williams (bad pass; steal by G. Dieng),,13,28
79,1,3:10.0,,Turnover by J. Jackson (bad pass; steal by M. Carter-Williams),13,28
80,1,3:04.0,T. Ross misses 2-pt jump shot from 3 ft (block by J. Valančiūnas),,13,28
81,1,3:00.0,,Defensive rebound by J. Valančiūnas,13,28
82,1,2:51.0,,T. Jones misses 2-pt jump shot from 11 ft,13,28
83,1,2:49.0,,Offensive rebound by Team,13,28
84,1,2:49.0,M. Bamba enters the game for A. Gordon,,13,28
85,1,2:49.0,J. Ennis enters the game for N. Vučević,,13,28
86,1,2:49.0,,J. Konchar enters the game for D. Brooks,13,28
87,1,2:49.0,,A. Tolliver enters the game for J. Valančiūnas,13,28
88,1,2:45.0,,G. Dieng makes 2-pt jump shot from 18 ft (assist by J. Konchar),13,30
89,1,2:25.0,Shooting foul by J. Konchar (drawn by M. Carter-Williams),,13,30
90,1,2:25.0,M. Carter-Williams makes free throw 1 of 2,,14,30
91,1,2:25.0,M. Carter-Williams makes free throw 2 of 2,,15,30
92,1,2:13.0,,J. Jackson makes 2-pt jump shot from 13 ft (assist by G. Dieng),15,32
93,1,2:00.0,M. Bamba makes 3-pt jump shot from 26 ft (assist by D. Augustin),,18,32
94,1,1:47.0,,Turnover by T. Jones (bad pass; steal by J. Ennis),18,32
95,1,1:43.0,T. Ross makes 3-pt jump shot from 26 ft (assist by J. Ennis),,21,32
96,1,1:22.0,,Turnover by A. Tolliver (traveling),21,32
97,1,1:10.0,T. Ross makes 3-pt jump shot from 25 ft,,24,32
98,1,0:53.0,,J. Jackson makes 3-pt jump shot from 29 ft (assist by J. Konchar),24,35
99,1,0:53.0,,Shooting foul by J. Ennis (drawn by J. Jackson),24,35
100,1,0:53.0,,J. Jackson misses free throw 1 of 1,24,35
101,1,0:52.0,Defensive rebound by M. Bamba,,24,35
102,1,0:36.0,T. Ross misses 2-pt jump shot from 19 ft,,24,35
103,1,0:33.0,Offensive rebound by J. Ennis,,24,35
104,1,0:29.0,M. Carter-Williams misses 2-pt layup from 2 ft,,24,35
105,1,0:27.0,Offensive rebound by M. Bamba,,24,35
106,1,0:25.0,D. Augustin makes 3-pt jump shot from 28 ft (assist by M. Bamba),,27,35
107,1,0:04.0,,T. Jones misses 2-pt jump shot from 8 ft,27,35
108,1,0:01.0,Defensive rebound by D. Augustin,,27,35
109,1,0:00.0,D. Augustin misses 2-pt jump shot from 12 ft,,27,35
110,1,0:00.0,Offensive rebound by Team,,27,35
111,2,11:49.0,Personal foul by G. Dieng (drawn by D. Augustin),,27,35
112,2,11:38.0,Turnover by D. Augustin (bad pass),,27,35
113,2,11:21.0,,Shooting foul by M. Carter-Williams (drawn by J. Morant),27,35
114,2,11:21.0,,J. Morant makes free throw 1 of 2,27,36
115,2,11:21.0,,J. Morant makes free throw 2 of 2,27,37
116,2,11:00.0,Shooting foul by J. Jackson (drawn by M. Carter-Williams),,27,37
117,2,11:00.0,M. Carter-Williams makes free throw 1 of 2,,28,37
118,2,11:00.0,M. Carter-Williams makes free throw 2 of 2,,29,37
119,2,10:50.0,,Turnover by J. Jackson (bad pass; steal by M. Carter-Williams),29,37
120,2,10:47.0,M. Carter-Williams makes 2-pt dunk from 1 ft,,31,37
121,2,10:47.0,,Memphis full timeout,31,37
122,2,10:22.0,,Turnover by J. Morant (bad pass; steal by M. Bamba),31,37
123,2,10:14.0,Offensive foul by T. Ross (drawn by A. Tolliver),,31,37
124,2,10:14.0,Turnover by T. Ross (offensive foul),,31,37
125,2,10:14.0,,J. Valančiūnas enters the game for G. Dieng,31,37
126,2,10:03.0,,J. Morant misses 3-pt jump shot from 27 ft,31,37
127,2,10:01.0,Defensive rebound by M. Bamba,,31,37
128,2,9:52.0,M. Bamba misses 3-pt jump shot from 26 ft,,31,37
129,2,9:49.0,,Defensive rebound by J. Valančiūnas,31,37
130,2,9:49.0,,D. Melton enters the game for J. Konchar,31,37
131,2,9:26.0,,Turnover by J. Valančiūnas (lost ball; steal by M. Bamba),31,37
132,2,9:11.0,G. Clark misses 3-pt jump shot from 26 ft,,31,37
133,2,9:08.0,,Defensive rebound by D. Melton,31,37
134,2,9:00.0,,A. Tolliver makes 3-pt jump shot from 24 ft (assist by D. Melton),31,40
135,2,8:41.0,G. Clark misses 2-pt layup from 2 ft,,31,40
136,2,8:39.0,Offensive rebound by M. Bamba,,31,40
137,2,8:37.0,M. Carter-Williams makes 2-pt jump shot from 11 ft (assist by M. Bamba),,33,40
138,2,8:27.0,,J. Morant misses 2-pt layup from 2 ft,33,40
139,2,8:24.0,,Offensive rebound by J. Valančiūnas,33,40
140,2,8:24.0,,J. Valančiūnas makes 2-pt layup from 1 ft,33,42
141,2,8:15.0,M. Carter-Williams makes 2-pt layup from 2 ft (assist by D. Augustin),,35,42
142,2,7:57.0,,J. Valančiūnas misses 2-pt layup from 1 ft (block by T. Ross),35,42
143,2,7:57.0,,Offensive rebound by J. Valančiūnas,35,42
144,2,7:57.0,,Shooting foul by M. Carter-Williams (drawn by J. Valančiūnas),35,42
145,2,7:57.0,,J. Valančiūnas makes free throw 1 of 2,35,43
146,2,7:57.0,M. Fultz enters the game for M. Bamba,,35,43
147,2,7:57.0,A. Gordon enters the game for M. Carter-Williams,,35,43
148,2,7:57.0,N. Vučević enters the game for G. Clark,,35,43
149,2,7:57.0,,J. Valančiūnas makes free throw 2 of 2,35,44
150,2,7:48.0,N. Vučević misses 2-pt jump shot from 20 ft,,35,44
151,2,7:46.0,,Defensive rebound by D. Melton,35,44
152,2,7:38.0,,J. Jackson makes 3-pt jump shot from 22 ft (assist by D. Melton),35,47
153,2,7:16.0,M. Fultz misses 2-pt hook shot from 7 ft,,35,47
154,2,7:14.0,,Defensive rebound by J. Valančiūnas,35,47
155,2,7:07.0,,J. Jackson misses 3-pt jump shot from 23 ft,35,47
156,2,7:02.0,,Offensive rebound by D. Melton,35,47
157,2,6:49.0,,D. Melton misses 2-pt layup from 1 ft,35,47
158,2,6:47.0,Defensive rebound by N. Vučević,,35,47
159,2,6:38.0,D. Augustin misses 2-pt jump shot from 10 ft,,35,47
160,2,6:35.0,,Defensive rebound by J. Jackson,35,47
161,2,6:29.0,,J. Morant makes 3-pt jump shot from 25 ft (assist by J. Jackson),35,50
162,2,6:28.0,Orlando full timeout,,35,50
163,2,6:28.0,,K. Anderson enters the game for J. Jackson,35,50
164,2,6:28.0,,D. Brooks enters the game for A. Tolliver,35,50
165,2,6:18.0,T. Ross misses 2-pt jump shot from 13 ft,,35,50
166,2,6:16.0,,Defensive rebound by J. Morant,35,50
167,2,6:02.0,,J. Morant misses 3-pt jump shot from 25 ft,35,50
168,2,5:57.0,Defensive rebound by N. Vučević,,35,50
169,2,5:51.0,D. Augustin makes 2-pt layup from 1 ft (assist by A. Gordon),,37,50
170,2,5:32.0,,K. Anderson misses 2-pt jump shot from 5 ft (block by A. Gordon),37,50
171,2,5:29.0,Defensive rebound by M. Fultz,,37,50
172,2,5:27.0,Offensive foul by D. Augustin (drawn by D. Brooks),,37,50
173,2,5:27.0,Turnover by D. Augustin (offensive foul),,37,50
174,2,5:27.0,J. Ennis enters the game for T. Ross,,37,50
175,2,5:16.0,,Shooting foul by A. Gordon (drawn by K. Anderson),37,50
176,2,5:16.0,,K. Anderson makes free throw 1 of 2,37,51
177,2,5:16.0,G. Clark enters the game for A. Gordon,,37,51
178,2,5:16.0,,T. Jones enters the game for J. Morant,37,51
179,2,5:16.0,,K. Anderson makes free throw 2 of 2,37,52
180,2,5:00.0,Personal foul by J. Valančiūnas (drawn by N. Vučević),,37,52
181,2,4:54.0,D. Augustin makes 2-pt jump shot from 14 ft (assist by N. Vučević),,39,52
182,2,4:54.0,Shooting foul by T. Jones (drawn by D. Augustin),,39,52
183,2,4:54.0,D. Augustin makes free throw 1 of 1,,40,52
184,2,4:46.0,,D. Brooks makes 3-pt jump shot from 26 ft (assist by T. Jones),40,55
185,2,4:33.0,D. Augustin misses 2-pt layup from 2 ft,,40,55
186,2,4:28.0,Offensive rebound by M. Fultz,,40,55
187,2,4:28.0,M. Fultz makes 2-pt layup at rim,,42,55
188,2,4:22.0,,Offensive foul by D. Brooks (drawn by M. Fultz),42,55
189,2,4:22.0,,Turnover by D. Brooks (offensive foul),42,55
190,2,4:08.0,M. Fultz misses 2-pt layup at rim (block by K. Anderson),,42,55
191,2,4:07.0,Offensive rebound by G. Clark,,42,55
192,2,4:03.0,D. Augustin misses 3-pt jump shot from 26 ft,,42,55
193,2,4:00.0,,Defensive rebound by J. Valančiūnas,42,55
194,2,3:52.0,,D. Melton makes 2-pt jump shot from 12 ft,42,57
195,2,3:39.0,Turnover by D. Augustin (bad pass; steal by T. Jones),,42,57
196,2,3:38.0,,Shooting foul by D. Augustin (drawn by T. Jones),42,57
197,2,3:38.0,,T. Jones misses free throw 1 of 2,42,57
198,2,3:38.0,,Offensive rebound by Team,42,57
199,2,3:38.0,W. Iwundu enters the game for D. Augustin,,42,57
200,2,3:38.0,T. Ross enters the game for J. Ennis,,42,57
201,2,3:38.0,,T. Jones makes free throw 2 of 2,42,58
202,2,3:23.0,N. Vučević misses 2-pt jump shot from 14 ft,,42,58
203,2,3:22.0,Offensive rebound by M. Fultz,,42,58
204,2,3:16.0,N. Vučević makes 2-pt layup from 2 ft,,44,58
205,2,3:06.0,,D. Melton misses 2-pt jump shot from 3 ft (block by T. Ross),44,58
206,2,3:03.0,Defensive rebound by N. Vučević,,44,58
207,2,2:52.0,N. Vučević makes 2-pt hook shot from 3 ft,,46,58
208,2,2:52.0,,G. Dieng enters the game for T. Jones,46,58
209,2,2:52.0,,J. Jackson enters the game for D. Melton,46,58
210,2,2:52.0,,J. Morant enters the game for J. Valančiūnas,46,58
211,2,2:26.0,,D. Brooks misses 2-pt jump shot from 23 ft,46,58
212,2,2:26.0,,Offensive rebound by Team,46,58
213,2,2:26.0,,Turnover by Team (shot clock),46,58
214,2,2:14.0,Shooting foul by D. Brooks (drawn by W. Iwundu),,46,58
215,2,2:14.0,W. Iwundu makes free throw 1 of 2,,47,58
216,2,2:14.0,,T. Jones enters the game for D. Brooks,47,58
217,2,2:14.0,W. Iwundu makes free throw 2 of 2,,48,58
218,2,2:05.0,,T. Jones makes 2-pt jump shot from 10 ft (assist by G. Dieng),48,60
219,2,1:45.0,N. Vučević misses 2-pt hook shot from 7 ft (block by G. Dieng),,48,60
220,2,1:42.0,,Defensive rebound by G. Dieng,48,60
221,2,1:40.0,,Turnover by J. Morant (lost ball; steal by G. Clark),48,60
222,2,1:38.0,Turnover by G. Clark (bad pass),,48,60
223,2,1:27.0,,T. Jones misses 2-pt jump shot from 7 ft,48,60
224,2,1:24.0,Defensive rebound by G. Clark,,48,60
225,2,1:12.0,N. Vučević makes 2-pt hook shot from 7 ft (assist by T. Ross),,50,60
226,2,0:56.0,,J. Morant makes 2-pt jump shot from 14 ft,50,62
227,2,0:45.0,M. Fultz misses 2-pt jump shot from 15 ft,,50,62
228,2,0:43.0,,Defensive rebound by K. Anderson,50,62
229,2,0:33.0,,G. Dieng misses 2-pt jump shot from 10 ft,50,62
230,2,0:29.0,Defensive rebound by N. Vučević,,50,62
231,2,0:13.0,T. Ross misses 2-pt jump shot from 11 ft,,50,62
232,2,0:11.0,,Defensive rebound by K. Anderson,50,62
233,2,0:01.0,,Personal foul by G. Clark (drawn by J. Morant),50,62
234,2,0:01.0,,J. Morant misses free throw 1 of 2,50,62
235,2,0:01.0,,Offensive rebound by Team,50,62
236,2,0:01.0,,J. Morant makes free throw 2 of 2,50,63
237,2,0:00.0,M. Fultz misses 3-pt jump shot from 60 ft,,50,63
238,2,0:00.0,Offensive rebound by Team,,50,63
239,3,11:43.0,N. Vučević makes 2-pt jump shot from 10 ft (assist by M. Fultz),,52,63
240,3,11:21.0,,J. Morant misses 3-pt jump shot from 31 ft,52,63
241,3,11:18.0,Defensive rebound by W. Iwundu,,52,63
242,3,11:12.0,W. Iwundu makes 2-pt layup from 1 ft,,54,63
243,3,11:00.0,,Shooting foul by M. Fultz (drawn by J. Morant),54,63
244,3,11:00.0,,J. Morant makes free throw 1 of 2,54,64
245,3,11:00.0,,J. Morant makes free throw 2 of 2,54,65
246,3,10:50.0,J. Ennis misses 2-pt jump shot from 12 ft,,54,65
247,3,10:46.0,,Defensive rebound by J. Valančiūnas,54,65
248,3,10:40.0,,D. Brooks misses 2-pt jump shot from 12 ft,54,65
249,3,10:37.0,Defensive rebound by A. Gordon,,54,65
250,3,10:26.0,M. Fultz misses 2-pt jump shot from 1 ft,,54,65
251,3,10:24.0,,Defensive rebound by J. Valančiūnas,54,65
252,3,10:21.0,,D. Brooks makes 2-pt layup from 1 ft (assist by D. Melton),54,67
253,3,10:21.0,,Shooting foul by J. Ennis (drawn by D. Brooks),54,67
254,3,10:21.0,,D. Brooks makes free throw 1 of 1,54,68
255,3,10:04.0,A. Gordon makes 2-pt jump shot from 12 ft (assist by N. Vučević),,56,68
256,3,9:45.0,,D. Melton makes 2-pt jump shot from 7 ft (assist by D. Brooks),56,70
257,3,9:32.0,N. Vučević misses 3-pt jump shot from 25 ft,,56,70
258,3,9:32.0,Offensive rebound by Team,,56,70
259,3,9:32.0,,Loose ball foul by K. Anderson (drawn by A. Gordon),56,70
260,3,9:22.0,Shooting foul by D. Melton (drawn by A. Gordon),,56,70
261,3,9:22.0,A. Gordon makes free throw 1 of 2,,57,70
262,3,9:22.0,A. Gordon makes free throw 2 of 2,,58,70
263,3,9:12.0,,J. Morant misses 2-pt jump shot from 8 ft,58,70
264,3,9:09.0,Defensive rebound by N. Vučević,,58,70
265,3,9:06.0,Personal foul by J. Morant (drawn by A. Gordon),,58,70
266,3,9:00.0,M. Fultz makes 3-pt jump shot from 26 ft (assist by N. Vučević),,61,70
267,3,8:42.0,,D. Brooks misses 2-pt jump shot from 17 ft,61,70
268,3,8:39.0,Defensive rebound by A. Gordon,,61,70
269,3,8:31.0,A. Gordon makes 2-pt dunk from 1 ft (assist by J. Ennis),,63,70
270,3,8:31.0,,Memphis full timeout,63,70
271,3,8:14.0,,D. Melton makes 3-pt jump shot from 27 ft (assist by J. Morant),63,73
272,3,7:56.0,M. Fultz makes 2-pt jump shot from 10 ft (assist by A. Gordon),,65,73
273,3,7:41.0,,Turnover by D. Brooks (back court),65,73
274,3,7:33.0,Shooting foul by K. Anderson (drawn by M. Fultz),,65,73
275,3,7:33.0,M. Fultz makes free throw 1 of 2,,66,73
276,3,7:33.0,M. Fultz misses free throw 2 of 2,,66,73
277,3,7:30.0,,Defensive rebound by D. Melton,66,73
278,3,7:13.0,,Shooting foul by N. Vučević (drawn by J. Morant),66,73
279,3,7:13.0,Orlando full timeout,,66,73
280,3,7:13.0,Instant Replay (Challenge: Stands),,66,73
281,3,7:13.0,,J. Morant misses free throw 1 of 2,66,73
282,3,7:13.0,,Offensive rebound by Team,66,73
283,3,7:13.0,,J. Morant makes free throw 2 of 2,66,74
284,3,6:50.0,W. Iwundu makes 3-pt jump shot from 26 ft (assist by A. Gordon),,69,74
285,3,6:37.0,,Turnover by J. Morant (traveling),69,74
286,3,6:25.0,N. Vučević makes 2-pt jump shot from 10 ft (assist by M. Fultz),,71,74
287,3,6:08.0,,D. Brooks makes 2-pt jump shot from 12 ft,71,76
288,3,5:58.0,Turnover by W. Iwundu (traveling),,71,76
289,3,5:58.0,M. Carter-Williams enters the game for J. Ennis,,71,76
290,3,5:58.0,T. Ross enters the game for W. Iwundu,,71,76
291,3,5:49.0,,J. Morant makes 2-pt jump shot from 13 ft,71,78
292,3,5:34.0,M. Carter-Williams makes 3-pt jump shot from 26 ft (assist by N. Vučević),,74,78
293,3,5:17.0,,D. Melton misses 3-pt jump shot from 26 ft,74,78
294,3,5:10.0,,Offensive rebound by J. Valančiūnas,74,78
295,3,5:10.0,,J. Valančiūnas makes 2-pt layup at rim,74,80
296,3,4:59.0,M. Carter-Williams makes 2-pt jump shot from 10 ft (assist by M. Fultz),,76,80
297,3,4:41.0,,D. Brooks misses 3-pt jump shot from 26 ft,76,80
298,3,4:39.0,,Offensive rebound by J. Valančiūnas,76,80
299,3,4:33.0,,Turnover by J. Morant (bad pass),76,80
300,3,4:33.0,,G. Dieng enters the game for K. Anderson,76,80
301,3,4:33.0,,T. Jones enters the game for D. Melton,76,80
302,3,4:15.0,T. Ross misses 3-pt jump shot from 25 ft,,76,80
303,3,4:12.0,,Defensive rebound by G. Dieng,76,80
304,3,3:53.0,,Turnover by J. Valančiūnas (lost ball),76,80
305,3,3:53.0,,Loose ball foul by J. Valančiūnas (drawn by M. Carter-Williams),76,80
306,3,3:53.0,M. Carter-Williams makes free throw 1 of 2,,77,80
307,3,3:53.0,D. Augustin enters the game for M. Fultz,,77,80
308,3,3:53.0,,J. Jackson enters the game for J. Morant,77,80
309,3,3:53.0,M. Carter-Williams makes free throw 2 of 2,,78,80
310,3,3:41.0,,D. Brooks misses 2-pt layup from 2 ft,78,80
311,3,3:39.0,,Offensive rebound by Team,78,80
312,3,3:39.0,,A. Tolliver enters the game for J. Valančiūnas,78,80
313,3,3:31.0,,D. Brooks misses 2-pt jump shot from 7 ft,78,80
314,3,3:29.0,Defensive rebound by N. Vučević,,78,80
315,3,3:23.0,D. Augustin misses 3-pt jump shot from 25 ft,,78,80
316,3,3:19.0,,Defensive rebound by G. Dieng,78,80
317,3,3:12.0,,J. Jackson makes 2-pt jump shot from 10 ft,78,82
318,3,2:56.0,T. Ross misses 3-pt jump shot from 22 ft,,78,82
319,3,2:54.0,,Defensive rebound by G. Dieng,78,82
320,3,2:48.0,,A. Tolliver misses 3-pt jump shot from 28 ft,78,82
321,3,2:44.0,Defensive rebound by N. Vučević,,78,82
322,3,2:38.0,A. Gordon makes 2-pt layup from 2 ft,,80,82
323,3,2:36.0,,Memphis full timeout,80,82
324,3,2:36.0,M. Bamba enters the game for A. Gordon,,80,82
325,3,2:36.0,J. Ennis enters the game for N. Vučević,,80,82
326,3,2:19.0,,D. Brooks makes 2-pt jump shot from 14 ft (assist by G. Dieng),80,84
327,3,1:56.0,D. Augustin makes 2-pt layup from 1 ft,,82,84
328,3,1:50.0,,Offensive foul by J. Jackson (drawn by M. Carter-Williams),82,84
329,3,1:50.0,,Turnover by J. Jackson (offensive foul),82,84
330,3,1:36.0,D. Augustin misses 2-pt layup from 4 ft,,82,84
331,3,1:35.0,,Defensive rebound by G. Dieng,82,84
332,3,1:35.0,,Personal foul by D. Augustin (drawn by G. Dieng),82,84
333,3,1:25.0,,T. Jones misses 3-pt jump shot from 27 ft,82,84
334,3,1:23.0,Defensive rebound by M. Bamba,,82,84
335,3,1:09.0,M. Bamba misses 2-pt hook shot from 7 ft,,82,84
336,3,1:07.0,Offensive rebound by D. Augustin,,82,84
337,3,0:54.0,M. Carter-Williams misses 3-pt jump shot from 23 ft,,82,84
338,3,0:52.0,Offensive rebound by M. Bamba,,82,84
339,3,0:52.0,M. Bamba makes 2-pt layup from 1 ft,,84,84
340,3,0:52.0,Shooting foul by J. Jackson (drawn by M. Bamba),,84,84
341,3,0:52.0,M. Bamba misses free throw 1 of 1,,84,84
342,3,0:52.0,,Defensive rebound by Team,84,84
343,3,0:42.0,,T. Jones misses 3-pt jump shot from 27 ft,84,84
344,3,0:39.0,Defensive rebound by M. Bamba,,84,84
345,3,0:34.0,Away from play foul by J. Jackson (drawn by T. Ross),,84,84
346,3,0:34.0,D. Augustin makes free throw 1 of 1,,85,84
347,3,0:30.0,Turnover by T. Ross (bad pass; steal by J. Jackson),,85,84
348,3,0:28.0,,J. Jackson makes 2-pt layup from 1 ft,85,86
349,3,0:28.0,,Shooting foul by T. Ross (drawn by J. Jackson),85,86
350,3,0:28.0,,J. Jackson misses free throw 1 of 1,85,86
351,3,0:24.0,Defensive rebound by T. Ross,,85,86
352,3,0:05.0,T. Ross misses 3-pt jump shot from 25 ft,,85,86
353,3,0:05.0,,Defensive rebound by G. Dieng,85,86
354,4,11:38.0,,J. Valančiūnas makes 2-pt hook shot from 7 ft,85,88
355,4,11:25.0,T. Ross makes 2-pt dunk from 1 ft (assist by A. Gordon),,87,88
356,4,11:12.0,,Turnover by J. Jackson (step out of bounds),87,88
357,4,10:49.0,M. Carter-Williams makes 3-pt jump shot from 23 ft (assist by A. Gordon),,90,88
358,4,10:28.0,,J. Konchar makes 2-pt layup from 1 ft (assist by J. Jackson),90,90
359,4,10:16.0,T. Ross makes 2-pt jump shot from 13 ft (assist by D. Augustin),,92,90
360,4,9:51.0,,Shooting foul by M. Bamba (drawn by J. Valančiūnas),92,90
361,4,9:51.0,,J. Valančiūnas misses free throw 1 of 2,92,90
362,4,9:51.0,,Offensive rebound by Team,92,90
363,4,9:51.0,,J. Valančiūnas misses free throw 2 of 2,92,90
364,4,9:46.0,Defensive rebound by T. Ross,,92,90
365,4,9:34.0,Shooting foul by J. Jackson (drawn by T. Ross),,92,90
366,4,9:34.0,T. Ross makes free throw 1 of 3,,93,90
367,4,9:34.0,T. Ross makes free throw 2 of 3,,94,90
368,4,9:34.0,,D. Melton enters the game for J. Jackson,94,90
369,4,9:34.0,T. Ross makes free throw 3 of 3,,95,90
370,4,9:32.0,,Memphis full timeout,95,90
371,4,9:15.0,,Shooting foul by M. Carter-Williams (drawn by J. Valančiūnas),95,90
372,4,9:15.0,,J. Valančiūnas makes free throw 1 of 2,95,91
373,4,9:15.0,,J. Valančiūnas makes free throw 2 of 2,95,92
374,4,9:02.0,T. Ross makes 2-pt dunk at rim (assist by A. Gordon),,97,92
375,4,8:47.0,,Shooting foul by A. Gordon (drawn by A. Tolliver),97,92
376,4,8:47.0,,A. Tolliver makes free throw 1 of 2,97,93
377,4,8:47.0,N. Vučević enters the game for M. Bamba,,97,93
