,QUARTER,TIME_REMAINING,ATLANTA_ACTION,CHICAGO_ACTION,ATLANTA_SCORE,CHICAGO_SCORE
0,1,11:38.0,,L. Markkanen misses 3-pt jump shot from 26 ft,0,0
1,1,11:34.0,Defensive rebound by C. Reddish,,0,0
2,1,11:21.0,B. Fernando makes 2-pt hook shot from 1 ft (assist by J. Collins),,2,0
3,1,11:07.0,,Turnover by Z. LaVine (bad pass),2,0
4,1,10:54.0,J. Collins makes 2-pt dunk from 1 ft (assist by C. Reddish),,4,0
5,1,10:38.0,,Turnover by T. Satoranský (bad pass; steal by B. Fernando),4,0
6,1,10:32.0,B. Fernando misses 2-pt layup from 2 ft,,4,0
7,1,10:30.0,,Defensive rebound by T. Satoranský,4,0
8,1,10:27.0,,Z. LaVine makes 3-pt jump shot from 23 ft (assist by L. Markkanen),4,3
9,1,10:14.0,J. Collins misses 2-pt layup from 2 ft,,4,3
10,1,10:12.0,,Defensive rebound by W. Carter,4,3
11,1,10:03.0,,T. Satoranský makes 2-pt layup from 1 ft,4,5
12,1,9:43.0,B. Fernando misses 2-pt layup from 2 ft,,4,5
13,1,9:41.0,,Defensive rebound by L. Markkanen,4,5
14,1,9:37.0,,L. Markkanen makes 2-pt dunk from 1 ft (assist by T. Satoranský),4,7
15,1,9:15.0,B. Fernando misses 3-pt jump shot from 25 ft,,4,7
16,1,9:12.0,,Defensive rebound by W. Carter,4,7
17,1,9:06.0,,Z. LaVine makes 2-pt layup from 2 ft,4,9
18,1,8:49.0,Turnover by C. Reddish (lost ball; steal by T. Satoranský),,4,9
19,1,8:43.0,,Z. LaVine misses 2-pt layup from 4 ft (block by J. Collins),4,9
20,1,8:37.0,,Offensive rebound by L. Markkanen,4,9
21,1,8:37.0,,L. Markkanen makes 2-pt layup at rim,4,11
22,1,8:18.0,J. Collins misses 3-pt jump shot from 27 ft,,4,11
23,1,8:13.0,,Defensive rebound by Z. LaVine,4,11
24,1,8:11.0,,L. Markkanen makes 3-pt jump shot from 24 ft (assist by Z. LaVine),4,14
25,1,8:09.0,Atlanta full timeout,,4,14
26,1,8:09.0,A. Len enters the game for B. Fernando,,4,14
27,1,7:58.0,C. Reddish makes 2-pt dunk from 1 ft (assist by K. Huerter),,6,14
28,1,7:39.0,,L. Markkanen makes 3-pt jump shot from 26 ft (assist by T. Satoranský),6,17
29,1,7:15.0,A. Len makes 3-pt jump shot from 23 ft (assist by D. Hunter),,9,17
30,1,6:56.0,,W. Carter makes 2-pt dunk from 1 ft (assist by T. Satoranský),9,19
31,1,6:43.0,J. Collins misses 3-pt jump shot from 25 ft,,9,19
32,1,6:41.0,,Defensive rebound by Z. LaVine,9,19
33,1,6:34.0,,Turnover by L. Markkanen (out of bounds lost ball),9,19
34,1,6:34.0,D. Bembry enters the game for D. Hunter,,9,19
35,1,6:17.0,D. Bembry misses 3-pt jump shot from 23 ft,,9,19
36,1,6:13.0,,Defensive rebound by Z. LaVine,9,19
37,1,6:04.0,,Shooting foul by A. Len (drawn by W. Carter),9,19
38,1,6:04.0,,W. Carter makes free throw 1 of 2,9,20
39,1,6:04.0,V. Carter enters the game for J. Collins,,9,20
40,1,6:04.0,,C. White enters the game for K. Dunn,9,20
41,1,6:04.0,,T. Young enters the game for L. Markkanen,9,20
42,1,6:04.0,,W. Carter makes free throw 2 of 2,9,21
43,1,5:52.0,V. Carter misses 3-pt jump shot from 26 ft,,9,21
44,1,5:49.0,,Defensive rebound by T. Satoranský,9,21
45,1,5:39.0,,Z. LaVine makes 3-pt jump shot from 25 ft (assist by W. Carter),9,24
46,1,5:26.0,C. Reddish misses 3-pt jump shot from 24 ft,,9,24
47,1,5:24.0,,Defensive rebound by C. White,9,24
48,1,5:19.0,,Shooting foul by D. Bembry (drawn by W. Carter),9,24
49,1,5:19.0,,W. Carter misses free throw 1 of 2,9,24
50,1,5:19.0,,Offensive rebound by Team,9,24
51,1,5:19.0,A. Crabbe enters the game for K. Huerter,,9,24
52,1,5:19.0,,W. Carter makes free throw 2 of 2,9,25
53,1,5:06.0,A. Len makes 2-pt hook shot from 7 ft (assist by A. Crabbe),,11,25
54,1,5:06.0,Shooting foul by W. Carter (drawn by A. Len),,11,25
55,1,5:06.0,E. Turner enters the game for C. Reddish,,11,25
56,1,5:06.0,,D. Gafford enters the game for W. Carter,11,25
57,1,5:06.0,Violation by Team (delay of game),,11,25
58,1,5:06.0,A. Len misses free throw 1 of 1,,11,25
59,1,5:02.0,,Defensive rebound by T. Young,11,25
60,1,4:55.0,,Z. LaVine misses 3-pt jump shot from 26 ft,11,25
61,1,4:50.0,Defensive rebound by E. Turner,,11,25
62,1,4:41.0,A. Len makes 2-pt layup from 1 ft (assist by E. Turner),,13,25
63,1,4:30.0,,Turnover by C. White (lost ball; steal by A. Crabbe),13,25
64,1,4:27.0,A. Crabbe makes 2-pt layup from 1 ft,,15,25
65,1,4:22.0,,Chicago full timeout,15,25
66,1,4:12.0,,Turnover by C. White (bad pass; steal by D. Bembry),15,25
67,1,4:03.0,E. Turner misses 2-pt jump shot from 15 ft,,15,25
68,1,4:00.0,,Defensive rebound by Z. LaVine,15,25
69,1,3:52.0,,D. Gafford misses 2-pt hook shot from 5 ft,15,25
70,1,3:51.0,Defensive rebound by D. Bembry,,15,25
71,1,3:47.0,D. Bembry makes 2-pt layup from 2 ft,,17,25
72,1,3:28.0,,T. Satoranský makes 2-pt layup from 2 ft,17,27
73,1,3:12.0,Turnover by V. Carter (bad pass; steal by Z. LaVine),,17,27
74,1,2:57.0,,C. White makes 2-pt layup from 2 ft,17,29
75,1,2:44.0,Offensive foul by E. Turner (drawn by T. Satoranský),,17,29
76,1,2:44.0,Turnover by E. Turner (offensive foul),,17,29
77,1,2:44.0,D. Jones enters the game for A. Len,,17,29
78,1,2:44.0,,K. Dunn enters the game for Z. LaVine,17,29
79,1,2:44.0,,D. Valentine enters the game for T. Satoranský,17,29
80,1,2:36.0,,Turnover by C. White (bad pass; steal by D. Bembry),17,29
81,1,2:31.0,Turnover by D. Bembry (lost ball; steal by K. Dunn),,17,29
82,1,2:26.0,,K. Dunn misses 2-pt layup from 3 ft,17,29
83,1,2:24.0,Defensive rebound by V. Carter,,17,29
84,1,2:08.0,V. Carter misses 2-pt jump shot from 13 ft,,17,29
85,1,2:02.0,,Defensive rebound by K. Dunn,17,29
86,1,1:57.0,,D. Gafford makes 2-pt dunk at rim (assist by K. Dunn),17,31
87,1,1:38.0,D. Bembry misses 2-pt layup from 3 ft,,17,31
88,1,1:36.0,,Defensive rebound by D. Gafford,17,31
89,1,1:22.0,,K. Dunn misses 2-pt layup from 1 ft,17,31
90,1,1:19.0,,Offensive rebound by D. Gafford,17,31
91,1,1:19.0,,D. Gafford makes 2-pt layup at rim,17,33
92,1,1:06.0,D. Jones makes 2-pt dunk from 1 ft (assist by V. Carter),,19,33
93,1,0:49.0,,Turnover by C. White (traveling),19,33
94,1,0:49.0,,Violation by Team (delay of game),19,33
95,1,0:49.0,K. Huerter enters the game for E. Turner,,19,33
96,1,0:49.0,,R. Arcidiacono enters the game for C. White,19,33
97,1,0:34.0,A. Crabbe misses 3-pt jump shot from 23 ft,,19,33
98,1,0:32.0,,Defensive rebound by K. Dunn,19,33
99,1,0:32.0,,Turnover by K. Dunn (out of bounds lost ball),19,33
100,1,0:32.0,Personal foul by D. Valentine (drawn by D. Bembry),,19,33
101,1,0:27.0,Turnover by V. Carter (bad pass),,19,33
102,1,0:05.0,,K. Dunn makes 2-pt layup from 1 ft,19,35
103,1,0:00.0,K. Huerter misses 2-pt jump shot from 16 ft,,19,35
104,1,0:00.0,Offensive rebound by Team,,19,35
105,2,11:42.0,J. Collins makes 2-pt hook shot from 9 ft (assist by K. Huerter),,21,35
106,2,11:26.0,,D. Valentine misses 2-pt jump shot from 5 ft,21,35
107,2,11:24.0,Defensive rebound by D. Jones,,21,35
108,2,11:22.0,K. Huerter misses 3-pt jump shot from 25 ft,,21,35
109,2,11:19.0,,Defensive rebound by D. Valentine,21,35
110,2,11:09.0,,Turnover by D. Valentine (bad pass; steal by D. Jones),21,35
111,2,11:06.0,Shooting foul by C. White (drawn by K. Huerter),,21,35
112,2,11:06.0,K. Huerter makes free throw 1 of 2,,22,35
113,2,11:06.0,K. Huerter makes free throw 2 of 2,,23,35
114,2,10:51.0,,Turnover by D. Gafford (bad pass),23,35
115,2,10:38.0,D. Hunter misses 2-pt jump shot from 7 ft,,23,35
116,2,10:32.0,,Defensive rebound by C. White,23,35
117,2,10:27.0,,D. Valentine misses 3-pt jump shot from 26 ft,23,35
118,2,10:24.0,Defensive rebound by C. Reddish,,23,35
119,2,10:15.0,J. Collins makes 2-pt layup from 2 ft (assist by C. Reddish),,25,35
120,2,10:01.0,,T. Young makes 2-pt layup from 2 ft (assist by K. Dunn),25,37
121,2,9:38.0,K. Huerter misses 3-pt jump shot from 25 ft,,25,37
122,2,9:36.0,,Defensive rebound by Team,25,37
123,2,9:36.0,,L. Markkanen enters the game for T. Young,25,37
124,2,9:26.0,,D. Valentine makes 2-pt jump shot from 17 ft,25,39
125,2,9:24.0,Atlanta full timeout,,25,39
126,2,9:08.0,J. Collins makes 2-pt layup from 1 ft (assist by D. Hunter),,27,39
127,2,8:53.0,,C. White makes 2-pt layup from 1 ft,27,41
128,2,8:41.0,J. Collins misses 3-pt jump shot from 23 ft,,27,41
129,2,8:41.0,,Defensive rebound by Team,27,41
130,2,8:41.0,,W. Carter enters the game for K. Dunn,27,41
131,2,8:41.0,,Z. LaVine enters the game for D. Gafford,27,41
132,2,8:41.0,,T. Satoranský enters the game for D. Valentine,27,41
133,2,8:29.0,,Turnover by T. Satoranský (bad pass; steal by J. Collins),27,41
134,2,8:25.0,J. Collins misses 2-pt layup from 1 ft,,27,41
135,2,8:25.0,Offensive rebound by D. Jones,,27,41
136,2,8:19.0,J. Collins makes 2-pt dunk from 1 ft (assist by D. Jones),,29,41
137,2,8:05.0,,C. White makes 2-pt jump shot from 20 ft,29,43
138,2,7:41.0,D. Hunter makes 3-pt jump shot from 27 ft (assist by C. Reddish),,32,43
139,2,7:29.0,,W. Carter makes 3-pt jump shot from 25 ft (assist by T. Satoranský),32,46
140,2,7:13.0,Turnover by K. Huerter (bad pass),,32,46
141,2,7:13.0,A. Crabbe enters the game for D. Jones,,32,46
142,2,7:07.0,,Offensive foul by W. Carter (drawn by A. Crabbe),32,46
143,2,7:07.0,,Turnover by W. Carter (offensive foul),32,46
144,2,7:07.0,D. Bembry enters the game for C. Reddish,,32,46
145,2,6:50.0,D. Bembry makes 3-pt jump shot from 23 ft (assist by D. Hunter),,35,46
146,2,6:34.0,,L. Markkanen makes 3-pt jump shot from 26 ft (assist by W. Carter),35,49
147,2,6:11.0,Turnover by K. Huerter (out of bounds lost ball),,35,49
148,2,5:52.0,,Z. LaVine makes 3-pt jump shot from 24 ft,35,52
149,2,5:44.0,Personal foul by T. Satoranský (drawn by J. Collins),,35,52
150,2,5:44.0,,K. Dunn enters the game for C. White,35,52
151,2,5:39.0,K. Huerter misses 3-pt jump shot from 26 ft,,35,52
152,2,5:35.0,Offensive rebound by Team,,35,52
153,2,5:29.0,D. Hunter misses 2-pt layup from 1 ft,,35,52
154,2,5:26.0,,Defensive rebound by W. Carter,35,52
155,2,5:25.0,,L. Markkanen makes 2-pt dunk from 1 ft (assist by Z. LaVine),35,54
156,2,5:25.0,,Shooting foul by A. Crabbe (drawn by L. Markkanen),35,54
157,2,5:25.0,A. Len enters the game for D. Hunter,,35,54
158,2,5:25.0,,L. Markkanen makes free throw 1 of 1,35,55
159,2,5:08.0,Offensive foul by A. Len (drawn by L. Markkanen),,35,55
160,2,5:08.0,Turnover by A. Len (offensive foul),,35,55
161,2,4:48.0,,W. Carter misses 2-pt layup from 2 ft,35,55
162,2,4:46.0,Defensive rebound by J. Collins,,35,55
163,2,4:37.0,K. Huerter misses 2-pt layup from 2 ft,,35,55
164,2,4:32.0,Offensive rebound by J. Collins,,35,55
165,2,4:32.0,J. Collins makes 2-pt layup from 1 ft,,37,55
166,2,4:25.0,,L. Markkanen misses 3-pt jump shot from 27 ft,37,55
167,2,4:22.0,Defensive rebound by A. Len,,37,55
168,2,4:22.0,,T. Young enters the game for L. Markkanen,37,55
169,2,4:02.0,J. Collins makes 2-pt layup from 1 ft (assist by A. Crabbe),,39,55
170,2,3:43.0,,T. Satoranský misses 3-pt jump shot from 24 ft,39,55
171,2,3:41.0,Defensive rebound by K. Huerter,,39,55
172,2,3:30.0,J. Collins makes 2-pt jump shot from 14 ft,,41,55
173,2,3:20.0,,Chicago full timeout,41,55
174,2,3:20.0,D. Hunter enters the game for A. Crabbe,,41,55
175,2,3:20.0,C. Reddish enters the game for K. Huerter,,41,55
176,2,3:08.0,,T. Satoranský makes 3-pt jump shot from 23 ft (assist by W. Carter),41,58
177,2,2:49.0,D. Hunter misses 2-pt jump shot from 6 ft,,41,58
178,2,2:46.0,,Defensive rebound by T. Satoranský,41,58
179,2,2:39.0,,T. Young misses 3-pt jump shot from 25 ft,41,58
180,2,2:36.0,Defensive rebound by D. Bembry,,41,58
181,2,2:28.0,J. Collins misses 2-pt jump shot from 10 ft,,41,58
182,2,2:24.0,,Defensive rebound by T. Young,41,58
183,2,2:15.0,,Z. LaVine misses 2-pt jump shot from 14 ft,41,58
184,2,2:14.0,Defensive rebound by D. Bembry,,41,58
185,2,1:58.0,Turnover by D. Hunter (bad pass; steal by T. Satoranský),,41,58
186,2,1:52.0,,T. Satoranský makes 2-pt dunk at rim (assist by Z. LaVine),41,60
187,2,1:30.0,Turnover by D. Bembry (lost ball; steal by K. Dunn),,41,60
188,2,1:25.0,,Z. LaVine makes 2-pt dunk from 1 ft (assist by T. Young),41,62
189,2,1:10.0,Personal foul by K. Dunn (drawn by D. Hunter),,41,62
190,2,1:06.0,Shooting foul by T. Young (drawn by J. Collins),,41,62
191,2,1:06.0,J. Collins makes free throw 1 of 2,,42,62
192,2,1:06.0,J. Collins makes free throw 2 of 2,,43,62
193,2,0:44.0,,T. Young misses 2-pt hook shot from 6 ft,43,62
194,2,0:42.0,,Offensive rebound by W. Carter,43,62
195,2,0:42.0,,W. Carter misses 2-pt layup at rim,43,62
196,2,0:41.0,Defensive rebound by J. Collins,,43,62
197,2,0:38.0,Turnover by J. Collins (lost ball; steal by T. Young),,43,62
198,2,0:35.0,,Z. LaVine makes 2-pt dunk from 1 ft (assist by T. Satoranský),43,64
199,2,0:24.0,C. Reddish misses 3-pt jump shot from 25 ft,,43,64
200,2,0:21.0,,Defensive rebound by Z. LaVine,43,64
201,2,0:03.0,,Z. LaVine misses 3-pt jump shot from 25 ft,43,64
202,2,0:03.0,Defensive rebound by A. Len,,43,64
203,3,11:39.0,Turnover by J. Collins (lost ball; steal by Z. LaVine),,43,64
204,3,11:39.0,,Turnover by Z. LaVine (lost ball; steal by C. Reddish),43,64
205,3,11:30.0,K. Huerter misses 2-pt jump shot from 22 ft,,43,64
206,3,11:26.0,,Defensive rebound by L. Markkanen,43,64
207,3,11:14.0,,T. Satoranský misses 2-pt jump shot from 4 ft,43,64
208,3,11:11.0,,Offensive rebound by W. Carter,43,64
209,3,11:11.0,,W. Carter makes 2-pt layup from 1 ft,43,66
210,3,11:03.0,Shooting foul by L. Markkanen (drawn by J. Collins),,43,66
211,3,11:03.0,J. Collins makes free throw 1 of 2,,44,66
212,3,11:03.0,J. Collins makes free throw 2 of 2,,45,66
213,3,10:50.0,,Z. LaVine misses 3-pt jump shot from 26 ft,45,66
214,3,10:46.0,Defensive rebound by J. Collins,,45,66
215,3,10:37.0,Turnover by D. Hunter (lost ball; steal by K. Dunn),,45,66
216,3,10:32.0,,Z. LaVine misses 2-pt layup from 2 ft,45,66
217,3,10:30.0,,Offensive rebound by T. Satoranský,45,66
218,3,10:28.0,,L. Markkanen misses 3-pt jump shot from 25 ft,45,66
219,3,10:26.0,Defensive rebound by D. Hunter,,45,66
220,3,10:13.0,J. Collins makes 3-pt jump shot from 26 ft (assist by K. Huerter),,48,66
221,3,9:57.0,,Shooting foul by B. Fernando (drawn by Z. LaVine),48,66
222,3,9:57.0,,Z. LaVine makes free throw 1 of 2,48,67
223,3,9:57.0,A. Len enters the game for B. Fernando,,48,67
224,3,9:57.0,,Z. LaVine makes free throw 2 of 2,48,68
225,3,9:43.0,J. Collins makes 3-pt jump shot from 25 ft (assist by C. Reddish),,51,68
226,3,9:19.0,Violation by Team (kicked ball),,51,68
227,3,9:13.0,,W. Carter misses 2-pt jump shot from 20 ft,51,68
228,3,9:10.0,,Offensive rebound by T. Satoranský,51,68
229,3,9:06.0,,Turnover by W. Carter (traveling),51,68
230,3,8:48.0,D. Hunter misses 3-pt jump shot from 25 ft,,51,68
231,3,8:45.0,,Defensive rebound by Z. LaVine,51,68
232,3,8:42.0,,T. Satoranský makes 2-pt layup from 1 ft (assist by Z. LaVine),51,70
233,3,8:42.0,,Shooting foul by K. Huerter (drawn by T. Satoranský),51,70
234,3,8:42.0,,T. Satoranský misses free throw 1 of 1,51,70
235,3,8:40.0,Defensive rebound by A. Len,,51,70
236,3,8:24.0,D. Hunter misses 3-pt jump shot from 24 ft,,51,70
237,3,8:21.0,,Defensive rebound by W. Carter,51,70
238,3,8:13.0,,W. Carter makes 3-pt jump shot from 25 ft (assist by K. Dunn),51,73
239,3,8:12.0,Atlanta full timeout,,51,73
240,3,8:12.0,A. Crabbe enters the game for K. Huerter,,51,73
241,3,8:12.0,B. Goodwin enters the game for D. Hunter,,51,73
242,3,7:57.0,J. Collins misses 3-pt jump shot from 25 ft,,51,73
243,3,7:54.0,,Defensive rebound by T. Satoranský,51,73
244,3,7:43.0,,Z. LaVine makes 2-pt jump shot from 20 ft,51,75
245,3,7:24.0,J. Collins makes 2-pt layup from 2 ft (assist by B. Goodwin),,53,75
246,3,7:06.0,,Z. LaVine misses 3-pt jump shot from 25 ft,53,75
247,3,7:02.0,Defensive rebound by J. Collins,,53,75
248,3,6:52.0,A. Len makes 3-pt jump shot from 24 ft (assist by C. Reddish),,56,75
249,3,6:36.0,,Shooting foul by A. Len (drawn by L. Markkanen),56,75
250,3,6:36.0,,L. Markkanen makes free throw 1 of 2,56,76
251,3,6:36.0,,L. Markkanen makes free throw 2 of 2,56,77
252,3,6:23.0,A. Crabbe misses 3-pt jump shot from 23 ft,,56,77
253,3,6:20.0,,Defensive rebound by T. Satoranský,56,77
254,3,6:13.0,,L. Markkanen misses 3-pt jump shot from 26 ft,56,77
255,3,6:09.0,Defensive rebound by A. Len,,56,77
256,3,6:09.0,Personal foul by L. Markkanen (drawn by J. Collins),,56,77
257,3,6:09.0,D. Hunter enters the game for C. Reddish,,56,77
258,3,6:09.0,,C. White enters the game for K. Dunn,56,77
259,3,6:09.0,,T. Young enters the game for L. Markkanen,56,77
260,3,5:59.0,B. Goodwin misses 2-pt jump shot from 6 ft,,56,77
261,3,5:56.0,,Defensive rebound by Z. LaVine,56,77
262,3,5:56.0,D. Bembry enters the game for J. Collins,,56,77
263,3,5:55.0,Violation by Team (kicked ball),,56,77
264,3,5:51.0,,Z. LaVine misses 2-pt jump shot from 14 ft,56,77
265,3,5:47.0,Defensive rebound by D. Bembry,,56,77
266,3,5:37.0,D. Hunter misses 2-pt jump shot from 16 ft,,56,77
267,3,5:34.0,,Defensive rebound by C. White,56,77
268,3,5:24.0,,C. White misses 2-pt layup from 2 ft,56,77
269,3,5:22.0,,Offensive rebound by W. Carter,56,77
270,3,5:21.0,,W. Carter misses 3-pt jump shot from 23 ft,56,77
271,3,5:16.0,Defensive rebound by D. Hunter,,56,77
272,3,5:12.0,D. Hunter misses 2-pt layup from 2 ft,,56,77
273,3,5:10.0,,Defensive rebound by T. Young,56,77
274,3,5:07.0,,Personal foul by B. Goodwin (drawn by T. Young),56,77
275,3,4:59.0,,T. Satoranský misses 2-pt layup from 2 ft,56,77
276,3,4:55.0,,Offensive rebound by T. Young,56,77
277,3,4:49.0,,T. Young misses 2-pt jump shot from 23 ft,56,77
278,3,4:46.0,Defensive rebound by D. Hunter,,56,77
279,3,4:37.0,Shooting foul by T. Young (drawn by A. Len),,56,77
280,3,4:37.0,A. Len misses free throw 1 of 2,,56,77
281,3,4:37.0,Offensive rebound by Team,,56,77
282,3,4:37.0,,D. Gafford enters the game for W. Carter,56,77
283,3,4:37.0,A. Len misses free throw 2 of 2,,56,77
284,3,4:35.0,,Defensive rebound by C. White,56,77
285,3,4:26.0,,Personal foul by D. Hunter (drawn by T. Young),56,77
286,3,4:26.0,,T. Young misses free throw 1 of 2,56,77
287,3,4:26.0,,Offensive rebound by Team,56,77
288,3,4:26.0,V. Carter enters the game for A. Len,,56,77
289,3,4:26.0,,T. Young makes free throw 2 of 2,56,78
290,3,4:15.0,A. Crabbe misses 3-pt jump shot from 25 ft,,56,78
291,3,4:15.0,,Defensive rebound by D. Gafford,56,78
292,3,4:04.0,,Turnover by T. Young (traveling),56,78
293,3,4:04.0,J. Collins enters the game for B. Goodwin,,56,78
294,3,3:56.0,Personal foul by D. Gafford (drawn by V. Carter),,56,78
295,3,3:45.0,D. Bembry misses 2-pt jump shot from 7 ft,,56,78
296,3,3:41.0,Offensive rebound by J. Collins,,56,78
297,3,3:41.0,J. Collins makes 2-pt layup at rim,,58,78
298,3,3:25.0,,T. Young makes 3-pt jump shot from 23 ft (assist by T. Satoranský),58,81
299,3,3:07.0,J. Collins misses 2-pt hook shot from 4 ft (block by D. Gafford),,58,81
300,3,3:05.0,Offensive rebound by J. Collins,,58,81
301,3,3:04.0,J. Collins misses 2-pt jump shot from 10 ft,,58,81
302,3,3:02.0,,Defensive rebound by T. Satoranský,58,81
303,3,2:58.0,,Turnover by D. Gafford (out of bounds lost ball),58,81
304,3,2:58.0,,Chicago full timeout,58,81
305,3,2:58.0,K. Huerter enters the game for D. Bembry,,58,81
306,3,2:58.0,C. Reddish enters the game for A. Crabbe,,58,81
307,3,2:58.0,,K. Dunn enters the game for Z. LaVine,58,81
308,3,2:58.0,,D. Valentine enters the game for T. Satoranský,58,81
309,3,2:44.0,D. Hunter makes 3-pt jump shot from 23 ft (assist by K. Huerter),,61,81
310,3,2:20.0,,K. Dunn misses 2-pt layup from 3 ft (block by J. Collins),61,81
311,3,2:15.0,,Offensive rebound by D. Gafford,61,81
312,3,2:15.0,,D. Gafford makes 2-pt layup from 1 ft,61,83
313,3,1:54.0,Turnover by Team (shot clock),,61,83
314,3,1:42.0,,T. Young misses 2-pt layup from 4 ft (block by V. Carter),61,83
315,3,1:39.0,Defensive rebound by V. Carter,,61,83
316,3,1:33.0,Personal foul by D. Gafford (drawn by V. Carter),,61,83
317,3,1:33.0,V. Carter makes free throw 1 of 2,,62,83
318,3,1:33.0,V. Carter makes free throw 2 of 2,,63,83
319,3,1:15.0,,Turnover by C. White (lost ball; steal by C. Reddish),63,83
320,3,1:10.0,J. Collins misses 2-pt layup from 2 ft,,63,83
321,3,1:06.0,Offensive rebound by C. Reddish,,63,83
322,3,1:06.0,C. Reddish misses 2-pt layup at rim (block by D. Valentine),,63,83
323,3,1:03.0,Offensive rebound by J. Collins,,63,83
324,3,1:02.0,J. Collins makes 2-pt layup from 1 ft,,65,83
325,3,0:42.0,,K. Dunn misses 2-pt layup from 1 ft (block by J. Collins),65,83
326,3,0:39.0,Defensive rebound by C. Reddish,,65,83
327,3,0:32.0,J. Collins misses 2-pt layup from 2 ft (block by D. Gafford),,65,83
328,3,0:28.0,,Defensive rebound by D. Valentine,65,83
329,3,0:06.0,,C. White misses 2-pt layup from 2 ft,65,83
330,3,0:04.0,Defensive rebound by V. Carter,,65,83
331,3,0:00.0,V. Carter misses 3-pt jump shot from 40 ft,,65,83
332,3,0:00.0,Offensive rebound by Team,,65,83
333,4,11:51.0,,C. White makes 3-pt jump shot from 26 ft,65,86
334,4,11:32.0,K. Huerter misses 2-pt layup from 2 ft,,65,86
335,4,11:31.0,,Defensive rebound by T. Young,65,86
336,4,11:31.0,,Personal take foul by D. Bembry (drawn by T. Young),65,86
337,4,11:23.0,,C. White makes 2-pt jump shot from 22 ft,65,88
338,4,10:59.0,K. Huerter makes 2-pt jump shot from 9 ft (assist by C. Reddish),,67,88
339,4,10:36.0,,K. Dunn makes 2-pt jump shot from 9 ft,67,90
340,4,10:23.0,Turnover by A. Crabbe (lost ball; steal by D. Valentine),,67,90
341,4,10:19.0,,Shooting foul by D. Bembry (drawn by T. Young),67,90
342,4,10:19.0,,T. Young makes free throw 1 of 2,67,91
343,4,10:19.0,,T. Young makes free throw 2 of 2,67,92
344,4,10:11.0,K. Huerter misses 3-pt jump shot from 26 ft,,67,92
345,4,10:09.0,,Defensive rebound by T. Young,67,92
346,4,10:09.0,,L. Markkanen enters the game for T. Young,67,92
347,4,9:59.0,,L. Markkanen makes 3-pt jump shot from 27 ft (assist by K. Dunn),67,95
348,4,9:46.0,K. Huerter misses 3-pt jump shot from 26 ft,,67,95
349,4,9:43.0,,Defensive rebound by Team,67,95
350,4,9:43.0,Loose ball foul by K. Huerter (drawn by C. White),,67,95
351,4,9:43.0,B. Fernando enters the game for D. Bembry,,67,95
352,4,9:32.0,,L. Markkanen misses 3-pt jump shot from 25 ft,67,95
353,4,9:29.0,Defensive rebound by C. Reddish,,67,95
354,4,9:19.0,K. Huerter makes 2-pt jump shot from 16 ft (assist by A. Len),,69,95
355,4,8:57.0,,D. Gafford misses 2-pt layup from 2 ft,69,95
356,4,8:55.0,Defensive rebound by A. Len,,69,95
357,4,8:42.0,A. Crabbe misses 3-pt jump shot from 26 ft,,69,95
358,4,8:37.0,Offensive rebound by B. Fernando,,69,95
359,4,8:37.0,C. Reddish misses 3-pt jump shot from 26 ft,,69,95
360,4,8:37.0,Offensive rebound by Team,,69,95
361,4,8:37.0,Personal foul by L. Markkanen (drawn by B. Fernando),,69,95
362,4,8:37.0,,Personal foul by B. Fernando (drawn by L. Markkanen),69,95
363,4,8:28.0,A. Crabbe makes 3-pt jump shot from 26 ft (assist by A. Len),,72,95
364,4,8:16.0,,Shooting foul by B. Fernando (drawn by L. Markkanen),72,95
365,4,8:16.0,,L. Markkanen misses free throw 1 of 3,72,95
366,4,8:16.0,,Offensive rebound by Team,72,95
367,4,8:16.0,J. Collins enters the game for K. Huerter,,72,95
368,4,8:16.0,B. Goodwin enters the game for A. Len,,72,95
369,4,8:16.0,D. Hunter enters the game for C. Reddish,,72,95
370,4,8:16.0,,W. Carter enters the game for K. Dunn,72,95
371,4,8:16.0,,Z. LaVine enters the game for D. Gafford,72,95
372,4,8:16.0,,T. Satoranský enters the game for D. Valentine,72,95
373,4,8:16.0,,L. Markkanen makes free throw 2 of 3,72,96
374,4,8:16.0,,L. Markkanen makes free throw 3 of 3,72,97
375,4,7:56.0,A. Crabbe misses 3-pt jump shot from 26 ft,,72,97
376,4,7:53.0,Offensive rebound by Team,,72,97
377,4,7:42.0,B. Fernando makes 2-pt dunk at rim (assist by J. Collins),,74,97
378,4,7:23.0,,C. White makes 3-pt jump shot from 24 ft (assist by W. Carter),74,100
379,4,7:09.0,J. Collins makes 2-pt jump shot from 8 ft,,76,100
380,4,6:53.0,,C. White misses 3-pt jump shot from 25 ft,76,100
