,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,GOLDEN STATE_ACTION,LA LAKERS_SCORE,GOLDEN STATE_SCORE
0,1,11:44.0,,M. Chriss makes 2-pt layup from 3 ft (assist by K. Bowman),0,2
1,1,11:33.0,A. Bradley misses 2-pt layup from 5 ft (block by K. Bowman),,0,2
2,1,11:31.0,Offensive rebound by A. Bradley,,0,2
3,1,11:21.0,L. James misses 2-pt jump shot from 10 ft,,0,2
4,1,11:19.0,,Defensive rebound by D. Lee,0,2
5,1,11:04.0,,K. Bowman misses 2-pt jump shot from 7 ft,0,2
6,1,11:02.0,,Offensive rebound by Team,0,2
7,1,11:02.0,Loose ball foul by J. McGee (drawn by M. Chriss),,0,2
8,1,10:54.0,,M. Chriss makes 2-pt jump shot from 13 ft (assist by K. Bowman),0,4
9,1,10:34.0,A. Davis misses 2-pt layup from 3 ft,,0,4
10,1,10:33.0,,Defensive rebound by E. Paschall,0,4
11,1,10:25.0,,E. Paschall misses 2-pt jump shot from 22 ft,0,4
12,1,10:23.0,Defensive rebound by A. Bradley,,0,4
13,1,10:17.0,A. Bradley misses 3-pt jump shot from 25 ft,,0,4
14,1,10:15.0,,Defensive rebound by E. Paschall,0,4
15,1,10:02.0,,M. Chriss makes 2-pt dunk from 2 ft (assist by K. Bowman),0,6
16,1,9:41.0,D. Green misses 2-pt jump shot from 22 ft,,0,6
17,1,9:40.0,Offensive rebound by Team,,0,6
18,1,9:37.0,J. McGee makes 2-pt layup from 4 ft (assist by A. Bradley),,2,6
19,1,9:26.0,,A. Wiggins misses 2-pt jump shot from 21 ft,2,6
20,1,9:24.0,Defensive rebound by J. McGee,,2,6
21,1,9:14.0,A. Davis makes 2-pt jump shot from 20 ft (assist by L. James),,4,6
22,1,8:56.0,,A. Wiggins misses 2-pt layup from 5 ft,4,6
23,1,8:55.0,Defensive rebound by Team,,4,6
24,1,8:52.0,Turnover by D. Green (bad pass; steal by A. Wiggins),,4,6
25,1,8:46.0,,D. Lee misses 3-pt jump shot from 23 ft,4,6
26,1,8:44.0,,Offensive rebound by K. Bowman,4,6
27,1,8:41.0,,Turnover by K. Bowman (bad pass; steal by A. Davis),4,6
28,1,8:40.0,A. Davis makes 2-pt layup from 4 ft (assist by L. James),,6,6
29,1,8:40.0,Shooting foul by K. Bowman (drawn by A. Davis),,6,6
30,1,8:40.0,,Golden State full timeout,6,6
31,1,8:40.0,A. Davis misses free throw 1 of 1,,6,6
32,1,8:38.0,,Defensive rebound by M. Chriss,6,6
33,1,8:31.0,,D. Lee misses 3-pt jump shot from 27 ft,6,6
34,1,8:29.0,Defensive rebound by J. McGee,,6,6
35,1,8:11.0,A. Davis misses 2-pt jump shot from 8 ft,,6,6
36,1,8:10.0,,Defensive rebound by E. Paschall,6,6
37,1,8:03.0,,E. Paschall misses 2-pt layup from 4 ft,6,6
38,1,8:02.0,,Offensive rebound by D. Lee,6,6
39,1,8:02.0,,D. Lee makes 2-pt dunk from 1 ft,6,8
40,1,7:49.0,Turnover by L. James (bad pass),,6,8
41,1,7:42.0,,Offensive foul by A. Wiggins (drawn by D. Green),6,8
42,1,7:42.0,,Turnover by A. Wiggins (offensive foul),6,8
