,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,OKLAHOMA CITY_ACTION,LA LAKERS_SCORE,OKLAHOMA CITY_SCORE
0,1,11:42.0,A. Davis misses 2-pt layup from 3 ft,,0,0
1,1,11:39.0,Offensive rebound by J. McGee,,0,0
2,1,11:39.0,J. McGee misses 2-pt layup from 1 ft,,0,0
3,1,11:38.0,,Defensive rebound by S. Adams,0,0
4,1,11:32.0,,S. Adams makes 2-pt hook shot from 4 ft (assist by S. Gilgeous-Alexander),0,2
5,1,11:09.0,L. James makes 3-pt jump shot from 26 ft (assist by A. Davis),,3,2
6,1,10:49.0,,S. Adams makes 2-pt layup from 2 ft (assist by D. Gallinari),3,4
7,1,10:35.0,J. McGee makes 2-pt dunk from 2 ft (assist by K. Caldwell-Pope),,5,4
8,1,10:28.0,,Shooting foul by A. Davis (drawn by D. Gallinari),5,4
9,1,10:28.0,,D. Gallinari makes free throw 1 of 3,5,5
10,1,10:28.0,,D. Gallinari makes free throw 2 of 3,5,6
11,1,10:28.0,,D. Gallinari makes free throw 3 of 3,5,7
12,1,10:22.0,A. Davis misses 2-pt jump shot from 15 ft,,5,7
13,1,10:18.0,,Defensive rebound by C. Paul,5,7
14,1,10:12.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 7 ft,5,9
15,1,9:53.0,L. James misses 2-pt jump shot from 24 ft,,5,9
16,1,9:51.0,,Defensive rebound by D. Gallinari,5,9
17,1,9:37.0,,D. Gallinari misses 3-pt jump shot from 25 ft,5,9
18,1,9:35.0,Defensive rebound by K. Caldwell-Pope,,5,9
19,1,9:28.0,J. McGee misses 2-pt layup from 4 ft,,5,9
20,1,9:27.0,,Defensive rebound by D. Gallinari,5,9
21,1,9:20.0,,D. Gallinari misses 3-pt jump shot from 25 ft,5,9
22,1,9:16.0,Defensive rebound by A. Davis,,5,9
23,1,9:04.0,A. Davis makes 2-pt dunk from 2 ft (assist by L. James),,7,9
24,1,8:54.0,,S. Gilgeous-Alexander misses 2-pt jump shot from 15 ft,7,9
25,1,8:52.0,Defensive rebound by J. McGee,,7,9
26,1,8:39.0,J. McGee makes 2-pt dunk from 2 ft (assist by A. Davis),,9,9
27,1,8:20.0,,T. Ferguson makes 3-pt jump shot from 23 ft (assist by S. Adams),9,12
28,1,8:10.0,L. James misses 2-pt jump shot from 21 ft,,9,12
29,1,8:07.0,Offensive rebound by D. Green,,9,12
30,1,8:06.0,L. James makes 2-pt dunk from 2 ft (assist by A. Davis),,11,12
31,1,7:55.0,,C. Paul misses 3-pt jump shot from 24 ft,11,12
32,1,7:55.0,Defensive rebound by A. Davis,,11,12
33,1,7:44.0,A. Davis misses 2-pt jump shot from 17 ft,,11,12
34,1,7:41.0,,Defensive rebound by D. Gallinari,11,12
35,1,7:31.0,,D. Gallinari makes 2-pt jump shot from 21 ft (assist by S. Adams),11,14
36,1,7:18.0,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,,11,14
37,1,7:14.0,,Defensive rebound by S. Gilgeous-Alexander,11,14
38,1,7:06.0,,S. Gilgeous-Alexander misses 2-pt layup from 4 ft,11,14
39,1,7:05.0,Defensive rebound by J. McGee,,11,14
40,1,7:01.0,D. Green makes 3-pt jump shot from 26 ft (assist by L. James),,14,14
41,1,7:00.0,,Oklahoma City full timeout,14,14
42,1,7:00.0,,M. Muscala enters the game for S. Adams,14,14
43,1,6:47.0,,M. Muscala makes 2-pt hook shot from 3 ft (assist by D. Gallinari),14,16
44,1,6:33.0,L. James makes 2-pt dunk from 1 ft,,16,16
45,1,6:20.0,,D. Gallinari misses 3-pt jump shot from 25 ft,16,16
46,1,6:17.0,Defensive rebound by L. James,,16,16
47,1,6:07.0,D. Green misses 3-pt jump shot from 24 ft,,16,16
48,1,6:03.0,,Defensive rebound by T. Ferguson,16,16
49,1,5:55.0,,M. Muscala makes 2-pt layup from 1 ft (assist by T. Ferguson),16,18
50,1,5:45.0,A. Davis makes 2-pt jump shot from 7 ft,,18,18
51,1,5:43.0,Violation by Team (delay of game),,18,18
52,1,5:35.0,,M. Muscala misses 3-pt jump shot from 26 ft,18,18
53,1,5:32.0,Defensive rebound by L. James,,18,18
54,1,5:26.0,Turnover by L. James (bad pass; steal by M. Muscala),,18,18
55,1,5:26.0,K. Kuzma enters the game for K. Caldwell-Pope,,18,18
56,1,5:26.0,R. Rondo enters the game for J. McGee,,18,18
57,1,5:26.0,,D. Schröder enters the game for C. Paul,18,18
58,1,5:04.0,,S. Gilgeous-Alexander makes 2-pt layup from 2 ft,18,20
59,1,4:48.0,Shooting foul by D. Gallinari (drawn by L. James),,18,20
60,1,4:48.0,L. James makes free throw 1 of 2,,19,20
61,1,4:48.0,L. James misses free throw 2 of 2,,19,20
62,1,4:46.0,,Defensive rebound by M. Muscala,19,20
63,1,4:28.0,,D. Schröder misses 3-pt jump shot from 26 ft,19,20
64,1,4:24.0,Defensive rebound by D. Green,,19,20
65,1,4:19.0,Turnover by K. Kuzma (out of bounds lost ball),,19,20
66,1,4:09.0,,D. Schröder makes 2-pt layup from 3 ft,19,22
67,1,3:48.0,D. Green makes 2-pt jump shot from 14 ft (assist by R. Rondo),,21,22
68,1,3:36.0,,Personal foul by K. Kuzma (drawn by D. Schröder),21,22
69,1,3:36.0,Q. Cook enters the game for L. James,,21,22
70,1,3:36.0,,S. Adams enters the game for D. Gallinari,21,22
71,1,3:36.0,,D. Bazley enters the game for S. Gilgeous-Alexander,21,22
72,1,3:36.0,,C. Paul enters the game for M. Muscala,21,22
73,1,3:33.0,,D. Bazley makes 3-pt jump shot from 23 ft (assist by T. Ferguson),21,25
74,1,3:07.0,Q. Cook makes 2-pt layup from 3 ft,,23,25
75,1,2:51.0,,D. Schröder misses 3-pt jump shot from 26 ft,23,25
76,1,2:47.0,Defensive rebound by K. Kuzma,,23,25
77,1,2:42.0,Shooting foul by D. Schröder (drawn by K. Kuzma),,23,25
78,1,2:42.0,LA Lakers full timeout,,23,25
79,1,2:42.0,A. Caruso enters the game for D. Green,,23,25
80,1,2:42.0,,H. Diallo enters the game for T. Ferguson,23,25
81,1,2:42.0,K. Kuzma misses free throw 1 of 3,,23,25
82,1,2:42.0,Offensive rebound by Team,,23,25
83,1,2:42.0,K. Kuzma makes free throw 2 of 3,,24,25
84,1,2:42.0,K. Kuzma misses free throw 3 of 3,,24,25
85,1,2:39.0,,Defensive rebound by H. Diallo,24,25
86,1,2:18.0,,C. Paul misses 2-pt jump shot from 13 ft,24,25
87,1,2:17.0,,Offensive rebound by S. Adams,24,25
